Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Ignacio Pussetto,ARG,FW,Udinese,Serie A,25,1995,13.4,20,15,4,9,7,2,12,16.7,10,246,68,27.6,27,122,97,26,3,0,23,7,27,10,0
Niklas Pyyhtiä,FIN,MF,Bologna,Serie A,17,2003,0.2,1,0,0,0,1,0,2,0,2,6,1,16.7,0,4,2,1,0,0,1,0,1,0,0
Yacine Qasmi,MAR,MF,Rayo Vallecano,La Liga,30,1991,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,38,1983,18.5,5,3,0,4,1,0,9,0,9,294,71,24.1,54,96,144,14,1,0,13,11,16,12,0
Quini,ESP,DF,Granada,La Liga,31,1989,25.6,88,54,55,25,8,37,72,51.4,35,399,139,34.8,208,155,36,53,14,0,39,54,142,65,0
Dani Raba,ESP,MF,Granada,La Liga,25,1995,0.3,2,0,1,0,1,2,3,66.7,1,7,0,0,3,2,2,1,0,0,1,2,4,0,0
Dani Raba,ESP,MF,Villarreal,La Liga,25,1995,1,1,1,0,1,0,0,1,0,1,16,3,18.8,4,6,6,1,0,0,1,2,3,2,0
Adrien Rabiot,FRA,MF,Juventus,Serie A,26,1995,25.4,74,54,45,23,6,14,33,42.4,19,576,188,32.6,220,269,87,53,11,0,42,32,106,29,1
Uroš Račić,SRB,MF,Valencia,La Liga,23,1998,13.4,33,25,10,20,3,12,30,40,18,319,97,30.4,105,176,38,25,7,0,18,20,53,29,0
Nemanja Radoja,SRB,MF,Levante,La Liga,28,1993,13.5,20,14,7,11,2,7,11,63.6,4,208,48,23.1,73,110,25,26,10,0,16,17,37,21,1
Nemanja Radonjić,SRB,MF,Marseille,Ligue 1,25,1996,0.2,0,0,0,0,0,0,0,,0,6,2,33.3,1,1,4,0,0,0,0,0,0,0,0
Ivan Radovanović,SRB,DF,Salernitana,Serie A,32,1988,11.7,13,6,9,4,0,6,16,37.5,10,87,36,41.4,42,35,10,19,7,0,12,13,26,33,0
Ionuț Radu,ROU,GK,Inter,Serie A,24,1997,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
Ștefan Radu,ROU,DF,Lazio,Serie A,34,1986,6.2,8,5,4,4,0,3,9,33.3,6,55,18,32.7,24,29,2,9,2,0,7,10,18,19,0
Boris Radunović,SRB,GK,Cagliari,Serie A,25,1996,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Sidney Raebiger,GER,MF,RB Leipzig,Bundesliga,16,2005,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Rafinha,BRA,FW,Paris S-G,Ligue 1,28,1993,2.4,11,7,2,6,3,3,9,33.3,6,71,23,32.4,11,34,26,5,0,0,5,4,15,1,0
Rafinha,BRA,MF,Real Sociedad,La Liga,28,1993,11.7,45,27,18,16,11,14,26,53.8,12,285,80,28.1,77,147,61,25,2,0,23,22,67,5,0
Antonio Raillo,ESP,DF,Mallorca,La Liga,29,1991,17,21,12,17,3,1,5,8,62.5,3,147,54,36.7,89,48,10,28,15,0,13,27,48,83,1
Antonio Raimondo,ITA,FW,Bologna,Serie A,17,2004,0.8,0,0,0,0,0,0,1,0,1,20,4,20,1,8,11,0,0,0,0,0,0,1,0
Predrag Rajković,SRB,GK,Reims,Ligue 1,25,1995,38,0,0,0,0,0,0,1,0,1,6,2,33.3,5,0,1,2,0,0,2,0,0,3,3
Jesuran Rak Sakyi,ENG,FW,Crystal Palace,Premier League,18,2002,0.9,0,0,0,0,0,0,1,0,1,20,2,10,3,9,8,2,0,0,2,3,3,0,0
Ivan Rakitić,CRO,MF,Sevilla,La Liga,33,1988,24.2,40,27,13,21,6,17,38,44.7,21,364,102,28,77,193,94,47,10,0,37,26,66,35,1
Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,19,2001,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Jonás Ramalho,ESP,DF,Osasuna,La Liga,28,1993,2.7,3,3,2,1,0,2,3,66.7,1,28,11,39.3,7,15,6,7,1,0,6,10,13,9,0
Adil Rami,FRA,DF,Troyes,Ligue 1,35,1985,13,18,13,10,7,1,12,15,80,3,85,29,34.1,50,33,2,15,8,0,7,18,36,43,0
Sandro Ramírez,ESP,FW,Getafe,La Liga,26,1995,16.2,12,7,2,6,4,2,10,20,8,251,59,23.5,28,117,106,15,4,0,11,5,17,2,0
Guilherme Ramos,POR,DF,Arminia,Bundesliga,23,1997,10.1,31,20,19,10,2,9,15,60,6,122,41,33.6,71,40,11,29,9,0,20,28,59,53,1
Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,35,1986,8.9,15,7,7,7,1,8,12,66.7,4,76,31,40.8,39,33,4,6,2,0,4,9,24,28,0
Aaron Ramsdale,ENG,GK,Arsenal,Premier League,23,1998,34,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,2,0
Aaron Ramsey,WAL,MF,Juventus,Serie A,30,1990,1.1,0,0,0,0,0,0,0,,0,4,0,0,2,2,0,0,0,0,0,2,2,0,0
Jacob Ramsey,ENG,MF,Aston Villa,Premier League,20,2001,27.4,66,41,35,27,4,22,59,37.3,37,547,148,27.1,186,258,103,41,7,0,34,38,104,27,0
Luca Ranieri,ITA,DF,Salernitana,Serie A,22,1999,23.4,41,23,28,8,5,17,34,50,17,214,64,29.9,87,79,48,43,8,0,35,42,83,60,0
Andrea Ranocchia,ITA,DF,Inter,Serie A,33,1988,3.8,8,6,7,0,1,1,3,33.3,2,48,20,41.7,27,21,0,4,3,0,1,6,14,20,0
Raphinha,BRA,FW,Leeds United,Premier League,24,1996,32.4,54,25,24,19,11,18,69,26.1,51,574,136,23.7,142,239,193,59,2,0,57,43,97,23,0
Tobias Raschl,GER,MF,Greuther Fürth,Bundesliga,21,2000,6.6,15,9,7,7,1,4,9,44.4,5,140,43,30.7,43,73,24,10,1,0,9,9,24,3,0
Elba Rashani,KVX,FW,Clermont Foot,Ligue 1,28,1993,19.5,39,28,14,21,4,17,54,31.5,37,462,120,26,124,228,110,39,4,0,35,26,65,16,0
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,23,1997,13.7,8,6,2,5,1,3,17,17.6,14,254,76,29.9,41,115,98,11,1,0,10,12,20,6,1
Milot Rashica,KVX,FW,Norwich City,Premier League,25,1996,24.8,33,21,15,13,5,14,34,41.2,20,328,93,28.4,114,111,103,27,3,0,24,36,69,20,0
Giacomo Raspadori,ITA,MF,Sassuolo,Serie A,21,2000,30.4,34,25,6,17,11,7,27,25.9,20,426,117,27.5,77,196,153,27,4,0,23,23,57,12,1
Raúl,ESP,FW,Betis,La Liga,20,2000,0,0,0,0,0,0,0,0,,0,2,1,50,0,2,0,0,0,0,0,0,0,0,0
David Raum,GER,DF,Hoffenheim,Bundesliga,23,1998,30.6,64,36,35,17,12,33,68,48.5,35,412,131,31.8,152,169,91,51,4,0,47,45,109,51,1
Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,32,1988,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
David Raya,ESP,GK,Brentford,Premier League,25,1995,24,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
Ante Rebić,CRO,FW,Milan,Serie A,27,1993,9.9,16,6,4,6,6,6,18,33.3,12,228,52,22.8,27,90,111,16,0,0,16,2,18,5,0
Arkadiusz Reca,POL,DF,Spezia,Serie A,26,1995,19.7,35,21,24,6,5,20,39,51.3,19,262,78,29.8,123,102,37,38,6,0,32,46,81,46,2
Lluís Recasens,ESP,DF,Espanyol,La Liga,19,2002,0.5,2,1,2,0,0,0,1,0,1,6,2,33.3,5,1,0,0,0,0,0,1,3,3,0
Nathan Redmond,ENG,MF,Southampton,Premier League,27,1994,20.4,20,13,6,10,4,5,22,22.7,17,364,100,27.5,90,144,130,34,2,0,32,21,41,18,0
Sergio Reguilón,ESP,DF,Tottenham,Premier League,24,1996,21.3,47,28,22,19,6,23,39,59,16,298,89,29.9,117,131,50,32,7,0,25,42,89,43,0
Manolo Reina,ESP,GK,Mallorca,La Liga,36,1985,21,0,0,0,0,0,0,0,,0,2,1,50,2,0,0,0,0,0,0,0,0,0,0
Pepe Reina,ESP,GK,Lazio,Serie A,38,1982,15,1,1,0,0,1,0,2,0,2,5,1,20,5,0,0,0,0,0,0,0,1,1,0
Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,23,1998,2.2,5,5,4,1,0,2,6,33.3,4,53,16,30.2,12,28,13,5,0,0,5,2,7,1,0
Reinier,BRA,FW,Dortmund,Bundesliga,19,2002,1.8,7,4,3,2,2,1,1,100,0,50,17,34,12,17,21,2,0,0,2,4,11,0,0
Karim Rekik,NED,DF,Sevilla,La Liga,26,1994,12.2,19,13,9,9,1,6,11,54.5,5,120,49,40.8,53,51,16,15,6,0,9,15,34,34,0
Álex Remiro,ESP,GK,Real Sociedad,La Liga,26,1995,35,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,3
Panagiotis Retsos,GRE,DF,Leverkusen,Bundesliga,22,1998,0.4,0,0,0,0,0,0,0,,0,6,3,50,4,2,0,0,0,0,0,1,1,1,0
Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,22,1998,0.6,1,0,0,0,1,0,2,0,2,9,1,11.1,6,2,1,2,0,0,2,2,3,2,0
Marco Reus,GER,MF,Dortmund,Bundesliga,32,1989,27.8,37,27,14,15,8,11,40,27.5,29,568,182,32,88,251,229,40,7,0,33,24,61,32,0
Elvis Rexhbeçaj,GER,MF,Bochum,Bundesliga,23,1997,28.2,45,19,17,23,5,15,44,34.1,29,446,125,28,104,237,105,53,8,0,45,38,83,17,0
Gio Reyna,USA,MF,Dortmund,Bundesliga,18,2002,4.9,9,4,3,6,0,3,9,33.3,6,96,29,30.2,20,45,31,6,0,0,6,1,10,3,0
Bryan Reynolds,USA,DF,Roma,Serie A,20,2001,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Nico Ribaudo,ESP,MF,Espanyol,La Liga,20,2001,12.4,20,15,11,8,1,7,26,26.9,19,183,50,27.3,77,69,37,10,2,0,8,9,29,7,0
Tiago Ribeiro,POR,FW,Monaco,Ligue 1,19,2002,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Franck Ribéry,FRA,MF,Salernitana,Serie A,38,1983,15.8,17,14,5,9,3,4,14,28.6,10,264,77,29.2,48,122,94,17,0,0,17,13,30,3,0
Samuele Ricci,ITA,MF,Torino,Serie A,19,2001,8,8,5,3,3,2,2,6,33.3,4,115,34,29.6,35,65,15,11,1,0,10,18,26,12,0
Samuele Ricci,ITA,MF,Empoli,Serie A,19,2001,17,42,30,20,18,4,13,27,48.1,14,336,100,29.8,147,155,34,25,6,0,19,48,90,16,0
Declan Rice,ENG,MF,West Ham,Premier League,22,1999,35.3,77,53,44,29,4,28,60,46.7,32,476,154,32.4,215,224,37,60,25,1,35,95,172,53,1
Chris Richards,USA,DF,Hoffenheim,Bundesliga,21,2000,14.5,29,18,12,14,3,8,15,53.3,7,171,75,43.9,82,74,15,37,12,0,25,38,67,62,1
Chris Richards,USA,DF,Bayern Munich,Bundesliga,21,2000,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
Omar Richards,ENG,DF,Bayern Munich,Bundesliga,23,1998,4.9,21,15,13,6,2,9,14,64.3,5,96,43,44.8,39,33,24,11,1,0,10,7,28,6,0
Taylor Richards,ENG,MF,Brighton,Premier League,20,2000,0.3,0,0,0,0,0,0,2,0,2,10,5,50,5,5,0,0,0,0,0,0,0,0,0
Richarlison,BRA,FW,Everton,Premier League,24,1997,28,40,27,14,14,12,13,25,52,12,590,144,24.4,89,237,264,48,5,0,43,21,61,32,0
Marco Richter,GER,FW,Hertha BSC,Bundesliga,23,1997,18.9,35,18,15,13,7,12,36,33.3,24,317,84,26.5,90,140,87,37,4,0,33,28,63,16,0
Diego Rico,ESP,DF,Real Sociedad,La Liga,28,1993,18.3,47,27,26,17,4,15,40,37.5,25,281,94,33.5,121,116,44,53,6,0,47,48,95,44,0
Sergio Rico,ESP,GK,Mallorca,La Liga,27,1993,14,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,1
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,27,1993,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,24,1996,1.3,2,2,0,1,1,2,4,50,2,11,3,27.3,7,2,2,4,0,0,4,0,2,2,0
Manuel Riemann,GER,GK,Bochum,Bundesliga,32,1988,31,0,0,0,0,0,0,3,0,3,7,1,14.3,7,0,0,0,0,0,0,1,1,0,2
Tomás Rincón,VEN,MF,Torino,Serie A,33,1988,1.8,2,1,2,0,0,0,2,0,2,26,3,11.5,10,11,5,2,1,0,1,2,4,4,0
Tomás Rincón,VEN,MF,Sampdoria,Serie A,33,1988,13,28,19,10,13,5,15,32,46.9,17,219,59,26.9,69,122,28,18,2,0,16,18,46,14,0
Luis Rioja,ESP,FW,Alavés,La Liga,27,1993,34.6,31,17,11,11,9,11,57,19.3,46,429,109,25.4,96,200,133,39,1,0,38,48,79,25,0
Renaud Ripart,FRA,FW,Troyes,Ligue 1,28,1993,21,42,24,20,14,8,18,54,33.3,36,486,107,22,136,237,113,31,3,0,28,19,61,17,0
Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,25,1995,20,57,33,33,16,8,22,44,50,22,226,61,27,118,74,34,38,6,0,32,36,93,37,0
Matt Ritchie,SCO,DF,Newcastle Utd,Premier League,31,1989,14.9,22,7,11,8,3,13,30,43.3,17,153,47,30.7,76,55,22,28,2,0,26,30,52,26,0
Maxence Rivera,FRA,FW,Saint-Étienne,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,,0,4,3,75,3,1,0,0,0,0,0,0,0,0,0
Rober,ESP,DF,Levante,La Liga,26,1995,22.3,45,28,31,11,3,24,36,66.7,12,260,95,36.5,142,95,23,35,17,0,18,56,101,98,1
Sergi Roberto,ESP,MF,Barcelona,La Liga,29,1992,4.4,10,6,4,3,3,2,5,40,3,41,11,26.8,9,20,12,3,0,0,3,2,12,4,0
Connor Roberts,WAL,DF,Burnley,Premier League,25,1995,18.8,21,13,11,7,3,8,16,50,8,157,46,29.3,72,62,23,49,8,0,41,42,63,55,1
Patrick Roberts,ENG,DF,Troyes,Ligue 1,24,1997,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Tyler Roberts,WAL,MF,Leeds United,Premier League,22,1999,11,17,7,7,6,4,9,15,60,6,169,44,26,24,85,60,10,1,0,9,7,24,8,0
Andrew Robertson,SCO,DF,Liverpool,Premier League,27,1994,28.2,33,17,14,14,5,14,34,41.2,20,284,86,30.3,85,115,84,43,4,1,39,49,82,58,0
Marc Roca,ESP,MF,Bayern Munich,Bundesliga,24,1996,4.2,10,7,2,5,3,3,7,42.9,4,106,35,33,22,61,23,7,0,0,7,8,18,2,0
Rubén Rochina,ESP,MF,Granada,La Liga,30,1991,8.3,25,12,9,11,5,9,29,31,20,179,41,22.9,44,97,38,13,1,0,12,12,37,4,0
Cimo Röcker,GER,DF,Hertha BSC,Bundesliga,27,1994,0.2,0,0,0,0,0,0,0,,0,2,1,50,0,2,0,0,0,0,0,1,1,0,0
Enzo Roco,CHI,DF,Elche,La Liga,28,1992,28.4,40,23,26,13,1,12,31,38.7,19,283,92,32.5,178,95,10,58,31,1,27,51,91,139,4
Stian Rode Gregersen,NOR,DF,Bordeaux,Ligue 1,26,1995,21.7,50,32,28,18,4,14,28,50,14,253,103,40.7,147,91,15,41,21,2,20,58,108,98,1
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,30,1990,8.4,15,10,8,5,2,4,15,26.7,11,181,51,28.2,56,102,23,16,2,0,14,15,30,9,1
Joe Rodon,WAL,DF,Tottenham,Premier League,23,1997,1,0,0,0,0,0,0,0,,0,7,3,42.9,5,2,0,3,2,0,1,2,2,8,0
Rodri,ESP,MF,Manchester City,Premier League,25,1996,32,65,46,20,36,9,29,61,47.5,32,481,171,35.6,130,254,97,48,6,1,42,40,105,54,0
Rodrigo,ESP,FW,Betis,La Liga,21,2000,9.8,10,7,5,3,2,2,14,14.3,12,143,36,25.2,38,68,37,16,0,0,16,3,13,4,0
Rodrigo,ESP,MF,Leeds United,Premier League,30,1991,25.2,26,18,5,12,9,9,26,34.6,17,417,118,28.3,66,183,168,15,1,0,14,19,45,27,0
Gerson Rodrigues,LUX,FW,Troyes,Ligue 1,26,1995,9.4,11,7,3,7,1,1,13,7.7,12,182,35,19.2,24,100,58,10,2,0,8,2,13,2,0
Kévin Rodrigues,POR,DF,Rayo Vallecano,La Liga,27,1994,4.8,16,12,9,6,1,4,11,36.4,7,88,37,42,38,39,11,11,1,0,10,10,26,4,0
Ángel Rodríguez,ESP,FW,Mallorca,La Liga,34,1987,17.2,23,13,8,11,4,2,11,18.2,9,307,67,21.8,46,155,106,14,1,0,13,5,28,14,0
Óscar Rodríguez Arnaiz,ESP,MF,Getafe,La Liga,23,1998,10.5,17,12,6,11,0,6,11,54.5,5,134,31,23.1,30,77,27,11,1,0,10,23,40,6,0
Óscar Rodríguez Arnaiz,ESP,FW,Sevilla,La Liga,23,1998,4.6,10,9,2,4,4,2,4,50,2,61,17,27.9,10,37,14,5,0,0,5,9,19,5,0
Dani Rodríguez,ESP,MF,Mallorca,La Liga,33,1988,31.5,48,38,19,19,10,14,42,33.3,28,636,171,26.9,140,335,161,36,3,0,33,34,82,19,0
Guido Rodríguez,ARG,MF,Betis,La Liga,27,1994,28.1,90,57,46,40,4,40,85,47.1,45,636,173,27.2,237,345,54,61,12,0,49,50,140,58,0
Jay Rodriguez,ENG,FW,Burnley,Premier League,32,1989,15.4,22,10,9,8,5,3,15,20,12,330,70,21.2,74,114,142,25,3,0,22,6,28,12,0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,28,1992,27.5,47,24,19,25,3,17,34,50,17,312,110,35.3,121,160,31,34,8,1,26,51,98,71,1
Rodrygo,BRA,FW,Real Madrid,La Liga,20,2001,16.9,20,15,9,5,6,3,17,17.6,14,293,70,23.9,68,121,104,25,0,0,25,18,38,5,0
Mads Roerslev,DEN,DF,Brentford,Premier League,22,1999,13.8,26,9,23,1,2,16,35,45.7,19,173,43,24.9,114,40,19,31,6,0,25,21,47,30,0
Marko Rog,CRO,MF,Cagliari,Serie A,26,1995,3.5,5,1,1,2,2,1,6,16.7,5,65,20,30.8,18,28,19,2,1,0,1,2,7,4,0
Rogério,BRA,DF,Sassuolo,Serie A,23,1998,19.2,21,13,11,6,4,7,17,41.2,10,175,62,35.4,90,61,24,32,8,1,24,34,55,39,2
Alessio Romagnoli,ITA,DF,Milan,Serie A,26,1995,15.7,25,14,14,11,0,10,15,66.7,5,147,51,34.7,64,74,9,26,11,1,15,28,53,50,0
Simone Romagnoli,ITA,DF,Empoli,Serie A,31,1990,16.6,26,14,16,8,2,8,12,66.7,4,177,57,32.2,101,63,13,41,28,0,13,22,48,95,0
Leonardo Román,ESP,GK,Mallorca,La Liga,21,2000,2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Cristian Romero,ARG,DF,Tottenham,Premier League,23,1998,20.5,75,45,43,30,2,25,43,58.1,18,317,113,35.6,195,98,24,50,23,0,27,57,132,78,1
Iván Romero,ESP,FW,Sevilla,La Liga,20,2001,2,1,1,0,1,0,0,0,,0,53,15,28.3,2,19,32,2,0,0,2,3,4,0,0
Luka Romero,ARG,FW,Lazio,Serie A,16,2004,0.9,3,2,0,2,1,1,4,25,3,29,7,24.1,7,16,6,1,0,0,1,2,5,0,0
Sergio Romero,ARG,GK,Venezia,Serie A,34,1987,16,0,0,0,0,0,0,0,,0,5,1,20,4,1,0,0,0,0,0,0,0,0,0
Oriol Romeu,ESP,MF,Southampton,Premier League,29,1991,32.1,81,54,23,47,11,23,77,29.9,54,564,191,33.9,181,309,74,45,9,0,36,67,148,52,0
Cristiano Ronaldo,POR,FW,Juventus,Serie A,36,1985,0.3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,36,1985,27.3,10,8,2,5,3,4,7,57.1,3,182,49,26.9,23,77,82,12,2,0,10,5,15,31,1
Salomón Rondón,VEN,FW,Everton,Premier League,31,1989,8.8,6,2,0,3,3,3,10,30,7,172,50,29.1,17,75,80,6,1,0,5,4,10,11,0
Valentin Rongier,FRA,DF,Marseille,Ligue 1,26,1994,24.4,82,57,34,42,6,26,63,41.3,37,488,157,32.2,166,239,83,38,5,0,33,43,125,16,0
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,28,1992,7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Marten de Roon,NED,MF,Atalanta,Serie A,30,1991,28.3,83,46,38,37,8,31,67,46.3,36,553,171,30.9,198,288,67,34,3,0,31,67,150,58,0
Unai Ropero,ESP,MF,Alavés,La Liga,19,2001,0.1,0,0,0,0,0,0,0,,0,6,1,16.7,1,4,1,0,0,0,0,0,0,0,0
Pablo Rosario,NED,MF,Nice,Ligue 1,24,1997,30.3,70,43,20,41,9,21,59,35.6,38,487,155,31.8,122,272,93,39,12,0,27,49,119,48,1
Romario Rösch,GER,MF,Mainz 05,Bundesliga,22,1999,0,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,0,0
Danny Rose,ENG,DF,Watford,Premier League,31,1990,7.7,23,15,15,8,0,12,29,41.4,17,85,34,40,44,36,5,14,6,0,8,15,38,13,0
Francesco Rossi,ITA,GK,Atalanta,Serie A,30,1991,0.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Tom Rothe,GER,DF,Dortmund,Bundesliga,16,2004,1,5,3,3,2,0,2,4,50,2,20,10,50,8,8,4,5,0,0,5,1,6,3,0
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,28,1993,19.7,29,16,15,13,1,8,19,42.1,11,242,77,31.8,106,94,42,46,5,0,41,24,53,33,1
Nicolò Rovella,ITA,MF,Genoa,Serie A,19,2001,16.3,50,27,24,19,7,12,38,31.6,26,384,114,29.7,133,182,69,27,1,0,26,33,83,21,1
Jon Rowe,ENG,FW,Norwich City,Premier League,18,2003,2.5,7,3,3,3,1,1,1,100,0,67,16,23.9,15,28,24,7,0,0,7,4,11,0,0
Amir Rrahmani,KVX,DF,Napoli,Serie A,27,1994,32.5,35,21,21,12,2,17,20,85,3,238,89,37.4,130,96,12,50,26,0,24,36,71,93,1
Ruan,BRA,DF,Sassuolo,Serie A,22,1999,2.4,5,3,4,1,0,2,2,100,0,34,9,26.5,22,11,1,8,5,0,3,9,14,19,1
Rubén,ESP,DF,Espanyol,La Liga,20,2001,1.7,4,1,2,2,0,2,5,40,3,19,3,15.8,12,5,2,3,0,0,3,2,6,5,0
John Ruddy,ENG,GK,Wolves,Premier League,34,1986,1.5,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Antonio Rüdiger,GER,DF,Chelsea,Premier League,28,1993,33.7,53,28,30,21,2,30,46,65.2,16,294,92,31.3,146,115,33,41,13,0,28,43,96,110,1
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,31,1990,8.6,25,13,7,17,1,7,21,33.3,14,166,60,36.1,45,93,28,7,3,0,4,11,36,20,1
Daniele Rugani,ITA,DF,Juventus,Serie A,27,1994,9.8,9,7,4,5,0,3,7,42.9,4,98,32,32.7,56,38,4,18,5,0,13,16,25,39,0
Matteo Ruggeri,ITA,DF,Salernitana,Serie A,19,2002,7.5,9,5,6,2,1,6,11,54.5,5,66,19,28.8,32,20,14,14,1,0,13,13,22,20,0
Mário Rui,POR,DF,Napoli,Serie A,30,1991,33.2,78,39,35,33,10,42,81,51.9,39,381,133,34.9,155,141,85,48,7,0,41,49,127,45,0
Aitor Ruibal,ESP,FW,Betis,La Liga,25,1996,9.5,24,15,14,5,5,9,31,29,22,198,53,26.8,65,83,50,14,0,0,14,16,40,4,0
Isma Ruiz,ESP,MF,Granada,La Liga,20,2001,3.1,3,1,3,0,0,3,8,37.5,5,76,27,35.5,40,32,4,7,3,0,4,7,10,3,0
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,25,1996,26.5,55,41,21,28,6,28,69,40.6,41,458,152,33.2,144,208,106,39,2,0,37,43,98,29,0
Víctor Ruiz,ESP,DF,Betis,La Liga,32,1989,15.8,11,6,5,4,2,4,6,66.7,2,90,33,36.7,42,42,6,29,15,0,14,42,53,72,2
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,29,1992,32,0,0,0,0,0,0,4,0,4,6,1,16.7,6,0,0,0,0,0,0,0,0,0,4
Lukas Rupp,GER,MF,Norwich City,Premier League,30,1991,8.5,10,8,5,5,0,4,14,28.6,10,172,53,30.8,75,73,24,8,1,0,7,17,27,4,1
Alessandro Russo,ITA,MF,Salernitana,Serie A,17,2003,0.3,0,0,0,0,0,0,1,0,1,8,0,0,6,2,0,0,0,0,0,0,0,2,0
Franco Russo,ARG,DF,Mallorca,La Liga,26,1994,16.3,21,13,13,7,1,5,16,31.3,11,133,42,31.6,75,49,9,32,14,0,18,40,61,75,2
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,19,2002,17.9,25,16,7,9,9,7,15,46.7,8,410,131,32,36,153,221,25,1,0,24,8,33,9,0
Mathew Ryan,AUS,GK,Real Sociedad,La Liga,29,1992,3,0,0,0,0,0,0,0,,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,23,1997,15.9,29,15,9,18,2,15,26,57.7,11,259,80,30.9,99,117,43,21,4,0,17,25,54,30,0
José Sá,POR,GK,Wolves,Premier League,28,1993,36.5,1,0,1,0,0,1,3,33.3,2,10,3,30,10,0,0,1,0,0,1,0,1,3,3
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,24,1996,6.4,12,8,4,5,3,3,11,27.3,8,144,34,23.6,39,79,26,7,0,0,7,9,21,4,0
Youssouf Sabaly,SEN,DF,Betis,La Liga,28,1993,8.8,12,7,12,0,0,6,12,50,6,81,28,34.6,44,19,18,23,4,0,19,19,31,15,1
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,19,2002,0.8,1,0,0,1,0,0,1,0,1,13,1,7.7,5,6,2,2,0,0,2,0,1,0,0
Stefano Sabelli,ITA,DF,Genoa,Serie A,28,1993,3.9,7,3,5,2,0,2,13,15.4,11,65,18,27.7,32,22,11,9,1,0,8,13,20,8,0
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,24,1996,9.9,32,22,6,17,9,5,13,38.5,8,260,67,25.8,41,143,76,10,1,0,9,8,40,6,0
