Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Leonardo Román,ESP,GK,Mallorca,La Liga,21,2000,2.0,69,46,23,7,0,5,3,0,0,0,0,0,34,4,31,2,58,0,0,6,49,0,2,2,0
Cristian Romero,ARG,DF,Tottenham,Premier League,23,1998,20.5,1278,1237,41,32,1,160,29,2,0,0,0,0,1009,109,160,56,1133,45,9,8,1117,1,14,30,21
Iván Romero,ESP,FW,Sevilla,La Liga,20,2001,2.0,37,33,4,1,0,6,0,0,0,0,0,0,30,5,2,3,31,2,0,1,30,0,1,0,3
Luka Romero,ARG,FW,Lazio,Serie A,16,2004,0.9,35,32,3,0,0,5,1,1,2,0,0,0,31,2,2,33,1,0,1,0,33,0,1,1,0
Sergio Romero,ARG,GK,Venezia,Serie A,34,1987,16.0,590,402,188,47,0,32,11,0,0,0,0,0,283,35,272,97,361,0,0,101,421,1,12,13,1
Oriol Romeu,ESP,MF,Southampton,Premier League,29,1991,32.1,1685,1649,36,34,4,346,58,7,0,0,0,0,1185,155,345,249,1265,104,1,4,1396,5,24,35,29
Cristiano Ronaldo,POR,FW,Juventus,Serie A,36,1985,0.3,12,11,1,0,0,0,0,0,0,0,0,0,9,2,1,1,10,0,0,1,9,0,0,1,0
Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,36,1985,27.3,888,857,31,2,2,175,9,12,0,0,0,0,687,125,76,118,682,40,6,20,718,3,10,38,30
Salomón Rondón,VEN,FW,Everton,Premier League,31,1989,8.8,192,186,6,0,0,73,2,3,0,0,0,0,90,60,42,27,93,26,1,9,128,0,3,7,8
Valentin Rongier,FRA,DF,Marseille,Ligue 1,26,1994,24.4,1962,1800,162,38,2,274,42,15,0,0,0,0,1559,217,186,332,1431,52,122,6,1773,4,16,42,28
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,28,1992,7.0,255,197,58,15,0,24,0,0,0,0,0,0,110,6,139,36,173,0,0,28,164,1,2,6,2
Marten de Roon,NED,MF,Atalanta,Serie A,30,1991,28.3,1674,1602,72,48,1,207,63,0,1,1,0,0,1238,161,275,250,1262,92,23,2,1443,3,20,32,17
Unai Ropero,ESP,MF,Alavés,La Liga,19,2001,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0
Pablo Rosario,NED,MF,Nice,Ligue 1,24,1997,30.3,1737,1698,39,32,2,296,28,14,0,0,0,0,1368,189,180,174,1442,73,7,6,1528,6,14,45,18
Romario Rösch,GER,MF,Mainz 05,Bundesliga,22,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Rose,ENG,DF,Watford,Premier League,31,1990,7.7,331,219,112,18,1,25,14,15,8,5,3,0,118,85,128,189,32,20,86,1,221,2,5,10,17
Francesco Rossi,ITA,GK,Atalanta,Serie A,30,1991,0.4,16,11,5,1,0,0,1,0,0,0,0,0,9,0,7,1,15,0,0,0,11,0,1,0,0
Tom Rothe,GER,DF,Dortmund,Bundesliga,16,2004,1.0,55,44,11,2,0,8,0,5,0,0,0,0,36,11,8,39,4,3,9,0,40,0,0,5,2
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,28,1993,19.7,929,763,166,11,1,98,17,41,0,0,0,0,506,211,212,648,72,35,155,3,696,6,17,38,37
Nicolò Rovella,ITA,MF,Genoa,Serie A,19,2001,16.3,957,804,153,75,1,171,71,29,68,25,33,0,644,72,241,73,851,14,10,3,762,3,18,20,12
Jon Rowe,ENG,FW,Norwich City,Premier League,18,2003,2.5,71,68,3,1,0,16,2,5,2,1,0,1,60,6,5,12,57,0,0,0,50,1,4,3,4
Amir Rrahmani,KVX,DF,Napoli,Serie A,27,1994,32.5,1999,1901,98,55,0,194,54,2,0,0,0,0,1583,156,260,181,1665,88,4,5,1826,3,20,14,7
Ruan,BRA,DF,Sassuolo,Serie A,22,1999,2.4,105,87,18,2,0,15,0,0,0,0,0,0,66,16,23,4,80,4,16,0,80,0,4,5,0
Rubén,ESP,DF,Espanyol,La Liga,20,2001,1.7,70,56,14,0,1,13,2,4,0,0,0,0,33,21,16,6,43,5,14,0,46,0,3,3,3
John Ruddy,ENG,GK,Wolves,Premier League,34,1986,1.5,29,14,15,1,0,4,0,0,0,0,0,0,17,1,11,2,21,0,0,4,19,0,1,0,0
Antonio Rüdiger,GER,DF,Chelsea,Premier League,28,1993,33.7,2447,2390,57,45,4,239,84,14,0,0,0,0,1924,153,370,651,1678,67,12,5,2162,9,31,42,20
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,31,1990,8.6,416,389,27,8,0,74,10,9,9,1,3,1,266,63,87,40,339,20,7,4,309,4,9,20,16
Daniele Rugani,ITA,DF,Juventus,Serie A,27,1994,9.8,545,525,20,14,0,31,9,0,0,0,0,0,457,34,54,88,434,16,0,0,494,1,4,7,4
Matteo Ruggeri,ITA,DF,Salernitana,Serie A,19,2002,7.5,303,255,48,5,0,25,9,22,0,0,0,0,147,58,98,201,36,17,43,1,208,0,8,14,9
Mário Rui,POR,DF,Napoli,Serie A,30,1991,33.2,2455,2111,344,74,1,226,76,51,19,9,4,1,1535,446,474,1860,254,73,251,9,2071,9,23,67,51
Aitor Ruibal,ESP,FW,Betis,La Liga,25,1996,9.5,340,313,27,3,0,54,3,18,0,0,0,0,251,53,36,22,278,12,24,1,262,5,9,8,17
Isma Ruiz,ESP,MF,Granada,La Liga,20,2001,3.1,122,121,1,1,0,36,3,0,0,0,0,0,97,10,15,11,102,5,0,1,104,0,2,3,1
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,25,1996,26.5,2200,2150,50,46,3,319,90,15,0,0,0,0,1688,248,264,1907,233,39,1,8,1971,5,13,65,31
Víctor Ruiz,ESP,DF,Betis,La Liga,32,1989,15.8,898,865,33,29,0,115,28,0,0,0,0,0,690,56,152,634,169,54,4,5,783,2,11,13,8
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,29,1992,32.0,1281,977,304,95,0,88,32,0,0,0,0,0,850,50,381,213,882,1,0,162,1045,1,33,18,0
Lukas Rupp,GER,MF,Norwich City,Premier League,30,1991,8.5,393,390,3,1,2,71,9,4,0,0,0,0,286,55,52,60,315,10,1,3,327,4,10,13,12
Alessandro Russo,ITA,MF,Salernitana,Serie A,17,2003,0.3,6,6,0,0,0,0,0,1,0,0,0,0,4,1,1,0,5,0,0,1,4,0,1,0,0
Franco Russo,ARG,DF,Mallorca,La Liga,26,1994,16.3,653,610,43,37,0,93,19,0,0,0,0,0,401,69,183,70,495,54,2,3,497,1,14,20,9
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,19,2002,17.9,330,321,9,1,1,105,11,19,0,0,0,0,208,65,57,155,120,16,2,10,211,2,11,17,24
Mathew Ryan,AUS,GK,Real Sociedad,La Liga,29,1992,3.0,107,74,33,13,0,8,2,0,0,0,0,0,42,6,59,13,70,0,1,14,68,0,3,1,1
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,23,1997,15.9,653,524,129,7,0,94,16,39,1,0,0,0,324,192,137,52,421,43,121,1,493,1,11,24,25
José Sá,POR,GK,Wolves,Premier League,28,1993,36.5,1089,744,345,86,0,48,15,0,0,0,0,0,546,46,497,66,731,3,0,197,740,3,31,14,1
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,24,1996,6.4,278,270,8,1,0,53,3,5,3,0,3,0,213,35,30,206,47,12,1,2,232,1,3,11,8
Youssouf Sabaly,SEN,DF,Betis,La Liga,28,1993,8.8,499,423,76,6,0,51,3,10,0,0,0,0,342,94,63,57,341,19,70,3,419,0,7,13,16
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,19,2002,0.8,18,18,0,0,0,5,0,1,0,0,0,0,11,5,2,3,12,2,0,0,13,0,0,0,1
Stefano Sabelli,ITA,DF,Genoa,Serie A,28,1993,3.9,151,120,31,1,0,21,2,5,0,0,0,0,71,41,39,11,101,4,30,2,96,0,6,10,9
Abdelhamid Sabiri,MAR,MF,Sampdoria,Serie A,24,1996,9.9,345,313,32,18,1,80,18,5,7,4,0,2,236,45,64,45,263,9,5,6,261,4,4,9,17
Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,27,1994,10.1,715,673,42,10,0,129,14,13,0,0,0,0,490,106,119,104,515,36,32,7,581,2,9,26,21
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,27,1994,0.5,49,45,4,1,0,6,5,2,0,0,0,0,30,6,13,3,41,2,3,0,42,0,1,0,0
Falaye Sacko,MLI,DF,Saint-Étienne,Ligue 1,26,1995,7.4,430,394,36,15,0,47,10,4,0,0,0,0,344,41,45,16,377,12,21,0,369,0,8,10,8
Alexis Saelemaekers,BEL,FW,Milan,Serie A,22,1999,20.7,867,838,29,6,1,154,11,46,9,1,1,0,686,96,85,162,668,12,13,3,686,1,12,40,30
Rafiki Said Ahamada,FRA,MF,Brest,Ligue 1,21,2000,1.4,59,56,3,1,0,8,2,3,1,0,1,0,41,10,8,8,42,5,1,0,47,0,0,4,4
Wesley Saïd,FRA,FW,Lens,Ligue 1,26,1995,7.3,234,227,7,2,0,43,5,15,0,0,0,0,164,30,40,70,155,3,4,2,171,2,5,12,9
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,24,1997,31.2,758,733,25,1,6,174,29,69,0,0,0,0,572,100,86,80,640,17,5,2,547,6,21,30,53
Romain Saïss,MAR,DF,Wolves,Premier League,31,1990,30.1,1718,1665,53,40,0,166,39,7,0,0,0,0,1228,145,345,1385,179,99,13,2,1415,5,24,55,25
Bukayo Saka,ENG,FW,Arsenal,Premier League,19,2001,33.1,1184,1090,94,15,0,240,36,72,59,47,1,5,848,151,185,898,224,20,19,3,892,4,14,55,50
Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,31,1990,28.6,1573,1511,62,53,1,147,18,0,0,0,0,0,1265,102,206,1194,270,68,3,3,1409,2,20,22,9
Bakary Sako,MLI,FW,Saint-Étienne,Ligue 1,33,1988,1.7,44,37,7,3,0,14,1,2,0,0,0,0,32,8,4,33,5,1,0,3,32,0,1,3,1
Jacopo Sala,ITA,MF,Spezia,Serie A,29,1991,9.8,478,454,24,21,0,68,12,7,0,0,0,0,351,60,67,46,395,28,2,0,406,2,8,12,7
Mohamed Salah,EGY,FW,Liverpool,Premier League,29,1992,30.7,1118,1108,10,0,16,199,14,51,1,1,0,0,862,139,117,908,161,24,6,11,869,6,16,59,50
Eddie Salcedo,ITA,MF,Spezia,Serie A,19,2001,4.8,150,142,8,1,0,35,3,5,5,2,3,0,99,24,27,16,108,12,1,3,104,1,1,11,7
William Saliba,FRA,DF,Marseille,Ligue 1,20,2001,36.0,3058,2965,93,71,2,294,48,6,0,0,0,0,2740,152,166,141,2806,48,21,6,2865,2,23,45,24
Romain Salin,FRA,GK,Rennes,Ligue 1,37,1984,1.0,32,28,4,1,0,1,2,0,0,0,0,0,20,4,8,19,5,0,0,8,29,0,1,0,0
Mohammed Salisu,GHA,DF,Southampton,Premier League,22,1999,33.0,1780,1649,131,37,1,267,20,26,0,0,0,0,1179,131,470,1381,124,113,93,4,1375,2,35,45,23
Roland Sallai,HUN,MF,Freiburg,Bundesliga,24,1997,17.2,502,487,15,3,4,116,10,38,2,2,0,0,297,97,108,84,351,29,10,6,335,2,6,35,38
Yoann Salmier,GUF,DF,Troyes,Ligue 1,28,1992,29.6,1330,1218,112,53,2,150,38,7,0,0,0,0,975,148,207,227,949,61,59,8,1127,2,24,33,24
Salvi,ESP,MF,Cádiz,La Liga,30,1991,15.5,356,328,28,6,0,55,9,42,6,0,4,0,182,77,97,40,283,9,16,1,222,1,10,18,22
Lazar Samardzic,GER,MF,Udinese,Serie A,19,2002,5.4,267,225,42,15,1,60,15,11,22,11,5,0,173,26,68,205,39,10,5,2,210,0,2,13,2
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,25,1996,18.4,732,717,15,12,0,162,16,3,0,0,0,0,534,80,118,90,569,41,1,8,589,2,14,23,21
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,25,1995,19.1,433,419,14,2,2,127,10,17,0,0,0,0,315,74,44,70,314,13,6,12,298,1,8,23,33
Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,21,1999,12.6,802,773,29,25,1,116,20,3,0,0,0,0,643,59,100,139,613,26,3,2,719,1,8,19,5
Junior Sambia,FRA,DF,Montpellier,Ligue 1,24,1996,17.0,730,581,149,10,0,95,21,48,2,0,1,0,420,150,160,101,461,18,137,0,562,1,13,36,13
Luigi Samele,ITA,FW,Sassuolo,Serie A,19,2002,0.1,3,3,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0
Fede San Emeterio,ESP,MF,Cádiz,La Liga,24,1997,9.2,342,337,5,3,1,55,7,0,0,0,0,0,254,34,54,26,276,25,2,1,288,1,3,9,4
Antonio Sanabria,PAR,FW,Torino,Serie A,25,1996,20.0,490,467,23,1,2,184,15,4,0,0,0,0,294,112,84,90,297,31,1,19,370,0,9,11,18
Oihan Sancet,ESP,FW,Athletic Club,La Liga,21,2000,15.8,461,449,12,1,3,110,9,10,1,0,0,0,343,55,63,41,382,15,3,8,356,1,13,27,13
Renato Sanches,POR,MF,Lille,Ligue 1,23,1997,18.3,1211,1129,82,33,4,177,83,38,34,9,18,1,851,123,237,121,1053,14,11,3,995,8,29,37,19
Alexis Sánchez,CHI,FW,Inter,Serie A,32,1988,9.8,457,425,32,10,3,88,26,14,19,7,5,1,278,71,108,27,412,5,0,3,355,1,7,19,13
Antonio Sánchez,ESP,MF,Mallorca,La Liga,24,1997,18.0,688,661,27,13,0,137,19,8,0,0,0,0,483,93,112,114,533,18,6,5,533,0,20,27,28
Davinson Sánchez,COL,DF,Tottenham,Premier League,25,1996,18.1,1088,1058,30,23,1,105,26,2,0,0,0,0,895,66,127,121,886,41,7,5,972,1,14,15,6
Germán Sánchez,ESP,DF,Granada,La Liga,34,1986,25.5,1024,970,54,45,0,125,36,0,0,0,0,0,624,95,305,100,783,82,6,5,785,2,30,17,10
Juan Sánchez,ESP,MF,Sevilla,La Liga,17,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,0,0,2,0,0,0,0
Manuel Sánchez,ESP,DF,Osasuna,La Liga,20,2000,25.1,1169,925,244,8,0,190,28,58,1,1,0,0,608,276,285,737,137,44,235,6,878,2,21,44,46
Robert Sánchez,ESP,GK,Brighton,Premier League,23,1997,37.0,1500,1190,310,79,0,117,56,0,0,0,0,0,840,50,610,206,1067,0,0,164,1053,6,43,31,5
Jadon Sancho,ENG,FW,Manchester Utd,Premier League,21,2000,21.1,982,953,29,2,1,168,7,32,8,0,1,1,821,95,66,103,826,29,18,4,810,3,5,63,19
Philippe Sandler,NED,DF,Troyes,Ligue 1,24,1997,0.8,27,26,1,0,0,3,0,0,0,0,0,0,17,4,6,1,23,2,1,0,20,0,2,0,0
Alex Sandro,BRA,DF,Juventus,Serie A,30,1991,19.8,1096,961,135,22,0,145,25,39,0,0,0,0,721,199,176,805,104,42,112,9,926,4,10,28,25
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,25,1996,22.0,1018,975,43,11,3,165,15,30,16,7,3,2,857,89,72,820,153,17,11,12,852,1,4,49,27
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,35,1986,8.4,311,307,4,0,1,63,10,8,0,0,0,0,176,58,77,48,218,24,3,0,227,1,4,10,12
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Sanson,FRA,MF,Aston Villa,Premier League,26,1994,4.0,157,156,1,0,0,32,2,6,0,0,0,0,126,11,20,25,124,4,1,2,121,0,2,8,6
Nicola Sansone,ITA,FW,Bologna,Serie A,29,1991,10.0,336,288,48,16,0,56,21,24,25,16,4,0,224,36,76,51,270,6,5,1,237,0,6,17,16
Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,26,1995,0.2,4,3,1,1,0,1,0,0,0,0,0,0,3,1,0,1,3,0,0,0,2,0,0,0,1
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,26,1995,28.0,1569,1537,32,26,0,230,72,13,1,0,0,0,1199,133,237,104,1327,66,5,8,1359,2,29,34,22
Federico Santander,PAR,FW,Bologna,Serie A,30,1991,0.7,30,28,2,0,0,12,0,1,0,0,0,0,15,6,9,2,18,3,0,0,20,0,0,1,3
Jesús Santiago,ESP,MF,Valencia,La Liga,17,2004,0.9,36,34,2,1,0,1,0,0,0,0,0,0,24,4,8,1,32,2,1,0,26,0,1,1,1
Samir Santos,BRA,DF,Watford,Premier League,26,1994,18.6,659,644,15,14,1,86,15,0,0,0,0,0,439,66,154,485,93,54,1,0,537,2,18,3,7
Samir Santos,BRA,DF,Udinese,Serie A,26,1994,15.8,687,622,65,28,1,73,9,12,0,0,0,0,455,58,174,497,108,21,34,3,551,1,12,24,15
Sergio Santos,ESP,DF,Real Madrid,La Liga,20,2001,0.1,7,6,1,0,0,0,0,1,0,0,0,0,5,1,1,0,6,0,1,0,7,0,0,0,0
Alvaro Sanz,ESP,MF,Barcelona,La Liga,20,2001,0.3,14,13,1,0,0,2,0,0,0,0,0,0,12,1,1,1,12,0,1,0,12,0,0,0,1
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,29,1991,14.3,552,545,7,3,0,124,20,26,1,0,0,0,416,65,71,142,393,4,2,4,428,2,11,26,24
Pablo Sarabia,ESP,FW,Paris S-G,Ligue 1,29,1992,0.2,20,19,1,1,0,5,0,2,0,0,0,0,13,4,3,17,3,0,0,0,13,0,0,1,2
Marcelo Saracchi,URU,DF,Levante,La Liga,23,1998,2.1,109,91,18,0,0,13,2,5,1,0,0,0,59,29,21,83,3,6,16,0,85,0,0,2,5
Josh Sargent,USA,FW,Norwich City,Premier League,21,2000,17.5,402,393,9,0,0,121,1,13,0,0,0,0,269,75,58,80,243,31,5,8,298,0,7,20,20
Jeremy Sarmiento,ECU,FW,Brighton,Premier League,19,2002,0.5,20,19,1,0,0,5,0,0,0,0,0,0,13,4,3,1,16,1,1,0,14,1,0,3,0
Bouna Sarr,SEN,DF,Bayern Munich,Bundesliga,29,1992,0.7,44,39,5,0,0,7,2,6,0,0,0,0,32,10,2,7,31,0,5,0,30,0,2,3,1
Ismaila Sarr,SEN,FW,Watford,Premier League,23,1998,20.7,467,458,9,2,0,96,13,48,0,0,0,0,313,79,75,24,398,30,4,3,330,0,8,27,27
Malang Sarr,FRA,DF,Chelsea,Premier League,22,1999,6.1,473,440,33,11,0,40,8,4,0,0,0,0,386,38,49,383,53,9,22,1,424,0,9,3,6
Joan Sastre Vanrell,ESP,DF,Mallorca,La Liga,24,1997,2.9,109,86,23,4,1,16,4,6,0,0,0,0,53,24,32,11,70,4,19,0,79,1,5,3,3
Giacomo Satalino,ITA,GK,Sassuolo,Serie A,22,1999,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Martin Satriano,URU,FW,Brest,Ligue 1,20,2001,10.4,176,160,16,1,1,40,2,5,0,0,0,0,107,34,35,10,130,19,1,3,131,2,6,7,6
Martin Satriano,URU,FW,Inter,Serie A,20,2001,0.4,10,10,0,0,0,2,0,0,0,0,0,0,4,1,5,0,5,3,0,0,6,0,0,0,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,29,1991,26.8,1618,1356,262,93,8,239,139,100,112,33,49,13,816,223,579,213,1295,55,29,9,1075,8,67,74,51
Esteban Saveljich,MNE,DF,Rayo Vallecano,La Liga,30,1991,18.9,583,562,21,19,0,61,17,3,0,0,0,0,438,40,105,67,447,40,2,0,495,2,12,5,9
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,30,1991,27.1,1378,1331,47,41,0,151,56,2,0,0,0,0,969,130,279,95,1136,86,6,3,1148,3,30,29,17
Joe Scally,USA,DF,M'Gladbach,Bundesliga,18,2002,21.2,1033,810,223,11,1,134,15,29,0,0,0,0,601,243,189,173,596,36,212,4,825,2,13,31,26
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,17,2003,8.5,507,482,25,16,0,69,4,2,0,0,0,0,358,43,106,73,372,29,9,3,415,1,8,9,8
Gianluca Scamacca,ITA,FW,Sassuolo,Serie A,22,1999,23.8,564,509,55,1,1,164,18,5,0,0,0,0,358,118,88,45,430,34,0,10,421,1,8,22,21
Dane Scarlett,ENG,MF,Tottenham,Premier League,17,2004,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Kevin Schade,GER,FW,Freiburg,Bundesliga,19,2001,9.2,194,183,11,0,0,53,3,15,0,0,0,0,89,50,55,18,106,24,10,5,109,0,7,20,8
András Schäfer,HUN,MF,Union Berlin,Bundesliga,22,1999,2.7,89,89,0,0,0,13,0,2,0,0,0,0,63,12,14,17,67,2,0,0,68,1,0,1,5
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,29,1991,24.0,953,871,82,71,2,101,63,6,0,0,0,0,528,86,339,119,743,51,11,2,679,6,29,37,12
Louis Schaub,AUT,MF,Köln,Bundesliga,26,1994,7.3,321,301,20,6,2,56,12,24,11,7,2,0,208,49,64,255,44,12,3,0,215,5,11,17,17
Andrea Schiavone,ITA,MF,Salernitana,Serie A,28,1993,6.3,243,207,36,15,0,21,17,6,19,3,12,3,164,23,56,20,207,11,1,0,203,1,3,3,5
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,25,1996,23.1,410,379,31,1,0,119,5,3,0,0,0,0,249,103,58,253,69,28,2,13,292,1,5,27,15
Kingsley Schindler,GER,DF,Köln,Bundesliga,28,1993,3.9,191,151,40,1,0,33,2,15,0,0,0,0,86,33,72,23,111,8,39,2,104,1,5,6,17
Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,23,1997,11.6,452,442,10,9,0,121,12,8,0,0,0,0,321,56,75,296,119,22,1,2,349,1,12,18,13
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,24,1997,3.5,114,112,2,2,0,23,1,0,0,0,0,0,83,7,24,69,33,6,0,0,94,1,3,2,2
Nico Schlotterbeck,GER,DF,Freiburg,Bundesliga,21,1999,30.9,1725,1663,62,40,0,304,79,10,0,0,0,0,1173,176,376,1295,237,99,12,6,1410,6,42,38,29
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,28,1992,20.6,666,657,9,8,1,129,8,19,0,0,0,0,479,72,115,463,118,54,0,4,504,5,18,26,24
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,34,1986,37.0,1253,829,424,131,0,74,55,0,0,0,0,0,589,52,612,53,985,0,1,149,902,4,49,23,3
Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,31,1990,6.5,327,269,58,4,0,57,4,13,2,1,1,0,175,69,83,44,207,13,52,2,252,1,5,16,9
Benno Schmitz,GER,DF,Köln,Bundesliga,26,1994,26.9,1646,1306,340,12,0,197,20,74,0,0,0,0,764,354,528,197,1010,84,328,1,1163,5,31,101,62
David Schnegg,AUT,DF,Venezia,Serie A,22,1998,1.6,85,67,18,0,0,9,1,4,0,0,0,0,38,16,31,51,11,4,18,0,61,0,6,2,0
Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,31,1989,7.2,405,394,11,10,0,54,7,1,0,0,0,0,302,41,62,46,336,15,1,0,343,2,3,10,4
Alessandro Schöpf,AUT,MF,Arminia,Bundesliga,27,1994,26.6,1058,999,59,24,1,267,23,27,24,11,11,1,711,151,196,252,719,50,3,7,820,1,9,50,35
Jerdy Schouten,NED,MF,Bologna,Serie A,24,1997,15.5,801,787,14,9,0,150,15,1,0,0,0,0,607,81,113,70,648,50,0,4,675,5,11,27,14
Nico Schulz,GER,DF,Dortmund,Bundesliga,28,1993,9.3,667,562,105,7,1,73,4,15,0,0,0,0,464,111,92,401,131,24,98,1,554,0,12,24,20
Marvin Schwäbe,GER,GK,Köln,Bundesliga,26,1995,21.0,994,802,192,46,0,112,16,0,0,0,0,0,670,28,296,161,728,0,0,86,821,2,16,5,3
Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,29,1992,24.2,833,565,268,64,0,91,18,0,0,0,0,0,413,46,374,122,551,0,0,129,595,4,18,8,1
Valentino Scotta,ESP,DF,Sevilla,La Liga,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demba Seck,SEN,FW,Torino,Serie A,20,2001,1.6,44,44,0,0,0,13,0,1,0,0,0,0,38,4,2,38,2,2,0,0,36,0,0,1,0
Aleksandar Sedlar,SRB,DF,Mallorca,La Liga,29,1991,4.5,170,165,5,4,0,28,3,0,0,0,0,0,109,23,38,20,121,19,0,2,138,1,6,3,5
Paul Seguin,GER,MF,Greuther Fürth,Bundesliga,26,1995,23.4,1104,1046,58,44,1,249,23,23,8,0,8,0,762,126,216,116,887,64,0,3,854,4,23,42,41
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,21,2000,15.7,665,648,17,6,0,84,7,2,0,0,0,0,534,48,83,112,483,39,11,1,584,1,7,19,3
Davie Selke,GER,FW,Hertha BSC,Bundesliga,26,1995,11.2,235,218,17,0,0,105,1,6,0,0,0,0,97,74,64,11,118,26,0,10,140,1,5,15,12
Matz Sels,BEL,GK,Strasbourg,Ligue 1,29,1992,37.0,954,660,294,58,0,71,26,0,0,0,0,0,492,32,430,71,704,0,0,139,692,3,23,3,1
Ken Sema,SWE,MF,Watford,Premier League,27,1993,9.5,213,192,21,8,0,44,12,18,9,6,1,1,117,37,59,157,26,15,4,2,132,0,7,5,19
Nélson Semedo,POR,DF,Wolves,Premier League,27,1993,23.7,1152,933,219,5,1,168,10,26,0,0,0,0,707,260,185,160,741,17,214,7,908,5,26,35,41
Lion Semić,GER,DF,Dortmund,Bundesliga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adrian Šemper,CRO,GK,Genoa,Serie A,23,1998,1.0,37,29,8,1,0,5,0,0,0,0,0,0,9,3,25,3,30,0,0,3,22,0,1,0,0
Stefano Sensi,ITA,MF,Inter,Serie A,25,1995,1.9,124,122,2,1,0,12,4,4,1,0,0,0,102,7,15,24,96,3,0,0,106,1,2,4,1
Stefano Sensi,ITA,MF,Sampdoria,Serie A,25,1995,8.4,385,369,16,7,0,86,11,4,1,0,1,0,291,51,43,78,281,15,3,4,317,2,6,20,9
Luigi Sepe,ITA,GK,Salernitana,Serie A,30,1991,15.5,565,375,190,63,0,33,7,0,0,0,0,0,200,16,349,366,103,0,0,44,384,3,13,5,1
Suat Serdar,GER,MF,Hertha BSC,Bundesliga,24,1997,24.6,590,575,15,7,3,181,21,5,1,1,0,0,406,93,91,63,480,23,3,3,428,6,11,37,28
Laurens Serpe,ITA,DF,Genoa,Serie A,20,2001,0.5,32,30,2,2,0,2,2,0,0,0,0,0,27,2,3,4,28,0,0,0,27,0,0,1,2
Janni Serra,GER,FW,Arminia,Bundesliga,23,1998,12.4,294,271,23,1,1,98,3,1,0,0,0,0,142,92,60,143,48,37,4,14,197,3,3,12,18
