Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Samu Castillejo,ESP,FW,Milan,Serie A,26,1995,1.4,56,68,82.4,1028,235,29,31,93.5,13,14,92.9,13,19,68.4,0,0.2,-0.2,2,3,4,3,4
Gonzalo Castro,GER,MF,Arminia,Bundesliga,34,1987,4.8,113,173,65.3,2041,603,51,61,83.6,43,56,76.8,14,37,37.8,1,0.3,+0.7,5,13,2,1,11
Jonny Castro,ESP,DF,Wolves,Premier League,27,1994,11.4,506,600,84.3,8940,2616,231,260,88.8,213,244,87.3,53,71,74.6,0,1.2,-1.2,10,20,9,4,31
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,24,1997,15.5,410,551,74.4,7419,1952,179,213,84.0,176,218,80.7,43,85,50.6,1,1.6,-0.6,15,28,22,1,57
Danilo Cataldi,ITA,MF,Lazio,Serie A,26,1994,19.0,1192,1388,85.9,21351,6293,564,602,93.7,469,530,88.5,140,224,62.5,2,2.4,-0.4,23,108,17,1,80
Catena,ESP,DF,Rayo Vallecano,La Liga,26,1994,36.0,1383,1672,82.7,35586,13242,291,332,87.7,652,715,91.2,430,601,71.5,2,0.7,+1.3,7,86,2,0,73
Craig Cathcart,NIR,DF,Watford,Premier League,32,1989,26.6,742,917,80.9,17605,5044,176,199,88.4,393,451,87.1,169,253,66.8,1,0.3,+0.7,2,47,5,1,40
Edinson Cavani,URU,FW,Manchester Utd,Premier League,34,1987,8.5,180,225,80.0,2736,344,111,128,86.7,50,67,74.6,11,19,57.9,1,1.4,-0.4,8,4,1,0,9
Dani Ceballos,ESP,MF,Real Madrid,La Liga,24,1996,3.1,238,263,90.5,4350,1084,107,117,91.5,98,104,94.2,29,35,82.9,0,0.1,-0.1,3,16,5,1,13
Pietro Ceccaroni,ITA,DF,Venezia,Serie A,25,1995,34.7,1415,1703,83.1,28597,11044,429,475,90.3,793,867,91.5,182,325,56.0,1,0.3,+0.7,6,72,6,4,75
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,29,1992,26.2,983,1215,80.9,19030,6876,379,444,85.4,433,492,88.0,148,236,62.7,0,0.7,-0.7,9,75,6,0,84
Emil Ceide,NOR,FW,Sassuolo,Serie A,19,2001,0.6,13,25,52.0,176,70,6,9,66.7,6,9,66.7,0,1,0.0,0,0.0,0.0,0,0,2,0,4
Zeki Çelik,TUR,DF,Lille,Ligue 1,24,1997,30.0,1424,1777,80.1,25064,9720,686,764,89.8,575,684,84.1,141,261,54.0,3,2.0,+1.0,22,119,34,11,134
Fabien Centonze,FRA,DF,Metz,Ligue 1,25,1996,17.6,621,772,80.4,10142,4429,314,355,88.5,258,308,83.8,39,79,49.4,1,0.6,+0.4,10,31,14,6,44
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,31,1989,16.1,670,800,83.8,13865,4286,217,236,91.9,335,370,90.5,110,174,63.2,1,0.0,+1.0,1,31,5,0,40
Franco Cervi,ARG,MF,Celta Vigo,La Liga,27,1994,20.0,576,763,75.5,9134,2248,317,365,86.8,196,243,80.7,46,94,48.9,3,1.3,+1.7,12,29,18,7,47
Leonardo César Jardim,BRA,GK,Lille,Ligue 1,26,1995,17.0,279,435,64.1,8873,6200,58,58,100.0,103,103,100.0,115,271,42.4,0,0.0,0.0,0,3,0,0,0
Damir Ceter,COL,FW,Cagliari,Serie A,23,1997,0.1,1,2,50.0,55,0,0,1,0.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Julian Chabot,GER,DF,Sampdoria,Serie A,23,1998,5.4,202,245,82.4,4756,1713,53,59,89.8,99,108,91.7,48,76,63.2,0,0.0,0.0,0,15,1,0,19
Julian Chabot,GER,DF,Köln,Bundesliga,23,1998,2.3,120,150,80.0,2743,814,31,39,79.5,61,69,88.4,28,42,66.7,0,0.0,0.0,0,5,1,0,6
El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,16,2005,0.1,6,6,100.0,125,34,4,4,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,1
Nassim Chadli,FRA,MF,Troyes,Ligue 1,20,2001,1.1,27,43,62.8,421,118,15,18,83.3,9,15,60.0,3,8,37.5,0,0.0,0.0,1,3,0,0,2
Kayky Chagas,BRA,FW,Manchester City,Premier League,18,2003,0.1,2,2,100.0,32,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Mehdi Chahiri,MAR,MF,Strasbourg,Ligue 1,25,1996,0.2,3,7,42.9,53,22,2,3,66.7,1,4,25.0,0,0,,0,0.0,0.0,0,0,0,0,1
Trevoh Chalobah,ENG,DF,Chelsea,Premier League,22,1999,16.1,1138,1239,91.8,20653,5698,449,475,94.5,586,616,95.1,98,136,72.1,1,0.2,+0.8,3,103,6,0,54
Calum Chambers,ENG,DF,Aston Villa,Premier League,26,1995,9.2,384,460,83.5,8361,2650,106,120,88.3,208,227,91.6,67,106,63.2,0,0.1,-0.1,2,33,5,0,24
Calum Chambers,ENG,DF,Arsenal,Premier League,26,1995,1.9,81,98,82.7,1499,490,35,38,92.1,36,42,85.7,10,17,58.8,0,0.1,-0.1,1,5,1,1,9
Dylan Chambost,FRA,MF,Troyes,Ligue 1,23,1997,8.4,375,466,80.5,6950,1800,166,185,89.7,155,184,84.2,49,80,61.3,1,0.6,+0.4,7,29,7,3,35
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,31,1990,13.5,372,564,66.0,7245,3299,137,182,75.3,185,262,70.6,47,96,49.0,0,0.6,-0.6,9,26,8,4,40
Chapela,ESP,MF,Cádiz,La Liga,22,1999,4.4,56,90,62.2,1308,619,15,23,65.2,26,36,72.2,12,24,50.0,0,0.2,-0.2,2,10,1,0,14
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,26,1994,29.8,1044,1248,83.7,26433,9819,216,239,90.4,510,545,93.6,304,439,69.2,0,0.4,-0.4,10,97,3,1,67
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,30,1991,2.4,80,98,81.6,1484,483,37,41,90.2,29,35,82.9,10,15,66.7,0,0.1,-0.1,3,2,3,1,6
Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,30,1991,30.2,795,1046,76.0,14166,4444,387,449,86.2,281,362,77.6,102,178,57.3,2,2.8,-0.8,23,68,22,5,73
Justin Che,USA,DF,Hoffenheim,Bundesliga,17,2003,0.5,23,27,85.2,442,145,12,13,92.3,8,10,80.0,3,3,100.0,0,0.0,0.0,0,1,0,0,3
Chema,ESP,MF,Getafe,La Liga,29,1992,0.5,9,15,60.0,217,72,4,4,100.0,1,3,33.3,4,8,50.0,0,0.0,0.0,1,1,0,0,0
Rayan Cherki,FRA,FW,Lyon,Ligue 1,17,2003,4.9,197,258,76.4,3197,914,112,131,85.5,59,68,86.8,18,42,42.9,1,0.6,+0.4,12,16,6,1,21
Denis Cheryshev,RUS,MF,Valencia,La Liga,30,1990,6.3,108,169,63.9,1990,535,48,68,70.6,44,62,71.0,12,27,44.4,1,0.3,+0.7,3,8,5,1,14
Daniel Chesters,ENG,MF,West Ham,Premier League,19,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,36,1984,15.0,780,923,84.5,17803,5850,178,199,89.4,411,460,89.3,177,244,72.5,0,0.3,-0.3,7,81,3,0,76
Federico Chiesa,ITA,MF,Juventus,Serie A,23,1997,9.6,219,284,77.1,4221,1300,96,115,83.5,81,101,80.2,33,53,62.3,2,1.2,+0.8,17,13,12,6,29
Ben Chilwell,ENG,DF,Chelsea,Premier League,24,1996,6.0,265,344,77.0,4218,1153,133,146,91.1,110,132,83.3,16,47,34.0,1,0.9,+0.1,10,7,6,1,13
Chiquinho,POR,DF,Wolves,Premier League,21,2000,2.3,72,108,66.7,1251,478,43,53,81.1,17,29,58.6,11,18,61.1,3,0.6,+2.4,5,5,5,4,10
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,31,1989,25.6,1227,1339,91.6,25598,7231,413,440,93.9,579,623,92.9,218,250,87.2,0,0.1,-0.1,3,30,1,0,40
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,24,1997,29.3,1461,1724,84.7,30628,7150,550,586,93.9,592,657,90.1,283,414,68.4,1,1.3,-0.3,25,198,19,3,151
Joris Chotard,FRA,MF,Montpellier,Ligue 1,19,2001,32.6,1111,1310,84.8,21675,5757,441,499,88.4,457,514,88.9,185,246,75.2,1,0.8,+0.2,12,78,18,4,84
Hamza Choudhury,ENG,DF,Leicester City,Premier League,23,1997,3.2,129,158,81.6,2277,536,62,70,88.6,47,57,82.5,17,24,70.8,0,0.0,0.0,0,2,0,0,5
Andreas Christensen,DEN,DF,Chelsea,Premier League,25,1996,16.6,1166,1276,91.4,23812,6931,377,402,93.8,590,628,93.9,188,227,82.8,0,0.2,-0.2,5,94,7,1,69
Max Christiansen,GER,MF,Greuther Fürth,Bundesliga,24,1996,22.8,753,919,81.9,14586,3498,275,327,84.1,366,412,88.8,99,141,70.2,0,0.4,-0.4,11,51,4,0,66
Carney Chukwuemeka,SRI,MF,Aston Villa,Premier League,17,2003,3.3,98,120,81.7,1461,245,50,60,83.3,40,44,90.9,5,7,71.4,1,1.0,0.0,2,2,0,0,3
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,22,1999,14.8,344,473,72.7,5823,1244,173,217,79.7,132,170,77.6,31,57,54.4,3,4.4,-1.4,27,7,25,3,41
Víctor Chust,ESP,DF,Cádiz,La Liga,21,2000,20.3,699,806,86.7,15880,4440,185,202,91.6,347,371,93.5,156,215,72.6,0,0.0,0.0,0,34,1,0,32
Riccardo Ciervo,ITA,MF,Sampdoria,Serie A,19,2002,2.5,52,73,71.2,991,226,19,25,76.0,22,30,73.3,8,12,66.7,1,0.2,+0.8,4,4,1,1,3
Jasper Cillessen,NED,GK,Valencia,La Liga,32,1989,16.2,292,446,65.5,10918,7875,35,35,100.0,97,98,99.0,155,308,50.3,1,0.0,+1.0,1,8,0,0,2
Pathé Ciss,SEN,MF,Rayo Vallecano,La Liga,27,1994,12.2,447,535,83.6,9353,2489,171,194,88.1,177,197,89.8,89,123,72.4,1,0.5,+0.5,4,50,3,0,47
Moustapha Cissé,GUI,FW,Atalanta,Serie A,17,2003,0.4,7,11,63.6,94,13,4,5,80.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,1
Giorgio Cittadini,ITA,DF,Atalanta,Serie A,19,2002,0.0,1,2,50.0,22,21,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,31,1989,11.3,276,348,79.3,5333,1582,90,103,87.4,149,169,88.2,32,66,48.5,1,0.3,+0.7,4,12,1,1,15
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,23,1998,2.3,88,100,88.0,1412,288,51,55,92.7,25,29,86.2,8,11,72.7,2,0.8,+1.2,8,4,3,1,6
Jonathan Clauss,FRA,DF,Lens,Ligue 1,28,1992,33.8,1281,1901,67.4,25106,11458,543,667,81.4,510,685,74.5,208,481,43.2,11,7.2,+3.8,76,79,60,21,168
Carlos Clerc,ESP,DF,Levante,La Liga,29,1992,16.8,673,873,77.1,11411,4542,328,364,90.1,276,332,83.1,53,132,40.2,0,0.8,-0.8,11,51,14,3,70
Tom Cleverley,ENG,MF,Watford,Premier League,31,1989,18.0,461,626,73.6,7829,2352,227,263,86.3,163,205,79.5,53,127,41.7,2,2.0,0.0,19,41,11,4,43
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,30,1991,15.0,563,718,78.4,9677,3450,258,284,90.8,258,316,81.6,40,92,43.5,1,0.5,+0.5,6,24,9,4,22
Conor Coady,ENG,DF,Wolves,Premier League,28,1993,37.3,1471,1632,90.1,36772,10454,216,233,92.7,853,889,96.0,394,492,80.1,0,0.0,0.0,2,50,4,0,44
Marcus Coco,FRA,FW,Nantes,Ligue 1,25,1996,10.3,232,331,70.1,3533,1396,130,162,80.2,84,116,72.4,14,37,37.8,1,0.7,+0.3,6,15,9,5,25
Coke,ESP,DF,Levante,La Liga,34,1987,1.3,56,67,83.6,1076,637,22,24,91.7,28,32,87.5,6,8,75.0,0,0.1,-0.1,2,4,1,0,8
Séamus Coleman,IRL,DF,Everton,Premier League,32,1988,29.5,913,1237,73.8,16388,7499,428,488,87.7,370,497,74.4,105,218,48.2,0,1.1,-1.1,12,91,25,11,84
Álex Collado,ESP,MF,Granada,La Liga,22,1999,11.3,280,374,74.9,4859,1152,140,163,85.9,101,124,81.5,33,66,50.0,1,1.2,-0.2,15,27,9,2,24
Ebrima Colley,GAM,FW,Spezia,Serie A,21,2000,4.4,87,127,68.5,1601,516,38,45,84.4,39,55,70.9,10,24,41.7,0,1.6,-1.6,6,6,8,3,14
Omar Colley,GAM,DF,Sampdoria,Serie A,28,1992,30.5,1200,1425,84.2,25401,7459,309,345,89.6,666,726,91.7,198,316,62.7,0,0.0,0.0,0,72,1,0,73
Nathan Collins,IRL,DF,Burnley,Premier League,20,2001,18.6,463,642,72.1,10217,3911,133,171,77.8,226,273,82.8,95,181,52.5,0,0.9,-0.9,7,41,5,1,45
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,25,1996,15.1,561,716,78.4,10206,2310,243,288,84.4,243,302,80.5,62,93,66.7,2,3.2,-1.2,26,18,41,19,56
Eray Cömert,SUI,DF,Valencia,La Liga,23,1998,4.5,158,190,83.2,3901,1078,31,34,91.2,85,92,92.4,41,62,66.1,0,0.0,0.0,0,14,0,0,10
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,24,1996,29.8,1241,1488,83.4,23731,7137,508,591,86.0,525,594,88.4,175,233,75.1,2,2.5,-0.5,28,130,22,3,149
Diego Conde,ESP,GK,Getafe,La Liga,22,1998,0.1,0,6,0.0,0,0,0,0,,0,0,,0,6,0.0,0,0.0,0.0,0,0,0,0,0
Aaron Connolly,IRL,FW,Brighton,Premier League,21,2000,1.7,15,18,83.3,212,10,9,11,81.8,6,7,85.7,0,0,,0,0.4,-0.4,1,0,0,0,0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,34,1987,36.9,1146,1466,78.2,32010,17223,254,257,98.8,441,449,98.2,439,748,58.7,0,0.1,-0.1,1,6,1,0,0
Abdu Conté,POR,DF,Troyes,Ligue 1,23,1998,15.0,454,615,73.8,7835,2923,226,264,85.6,186,241,77.2,39,75,52.0,1,2.2,-1.2,11,23,9,5,35
Andrea Conti,ITA,DF,Sampdoria,Serie A,27,1994,2.6,61,78,78.2,919,377,39,45,86.7,16,25,64.0,6,7,85.7,0,0.0,0.0,0,3,1,0,3
Andrea Conti,ITA,DF,Milan,Serie A,27,1994,0.1,4,5,80.0,67,6,3,3,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Liam Cooper,SCO,DF,Leeds United,Premier League,29,1991,20.2,957,1122,85.3,20660,6397,253,282,89.7,542,581,93.3,152,238,63.9,1,0.1,+0.9,3,34,0,0,44
Lucas Copado,GER,FW,Bayern Munich,Bundesliga,17,2004,0.2,4,6,66.7,34,16,3,5,60.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Diego Coppola,ITA,DF,Hellas Verona,Serie A,17,2003,2.8,76,95,80.0,1536,505,29,33,87.9,32,37,86.5,14,24,58.3,0,0.0,0.0,0,4,0,0,8
Francis Coquelin,FRA,MF,Villarreal,La Liga,30,1991,9.2,424,480,88.3,7303,1623,199,222,89.6,165,178,92.7,45,54,83.3,1,0.7,+0.3,10,43,11,0,44
Sébastien Corchia,FRA,DF,Nantes,Ligue 1,30,1990,14.7,374,560,66.8,6748,3476,155,187,82.9,177,246,72.0,35,93,37.6,3,0.6,+2.4,13,34,11,8,54
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,23,1997,3.6,36,56,64.3,573,134,23,30,76.7,9,19,47.4,3,5,60.0,0,0.1,-0.1,2,4,1,0,5
Jack Cork,ENG,MF,Burnley,Premier League,32,1989,18.6,432,573,75.4,7724,1982,212,266,79.7,143,182,78.6,64,92,69.6,0,0.1,-0.1,5,43,7,2,39
Maxwel Cornet,CIV,DF,Lyon,Ligue 1,24,1996,0.7,33,40,82.5,527,167,17,19,89.5,14,15,93.3,1,5,20.0,0,0.1,-0.1,1,1,1,1,0
Maxwel Cornet,CIV,FW,Burnley,Premier League,24,1996,19.6,285,434,65.7,4210,978,160,218,73.4,80,107,74.8,22,61,36.1,1,1.5,-0.5,14,9,14,5,23
Jesús Corona,MEX,FW,Sevilla,La Liga,28,1993,12.9,476,612,77.8,7746,1722,265,301,88.0,150,189,79.4,45,86,52.3,4,3.3,+0.7,23,23,16,6,32
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,26,1995,20.6,483,655,73.7,6814,1524,292,355,82.3,134,178,75.3,27,55,49.1,5,3.5,+1.5,24,29,20,2,47
Joaquín Correa,ARG,FW,Inter,Serie A,26,1994,11.4,286,343,83.4,4122,899,171,202,84.7,86,99,86.9,16,19,84.2,1,2.0,-1.0,18,18,17,1,38
Thierry Correia,POR,DF,Valencia,La Liga,22,1999,15.7,450,648,69.4,8990,3945,176,218,80.7,203,264,76.9,65,137,47.4,1,0.9,+0.1,9,42,14,6,57
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,28,1993,8.1,216,315,68.6,4214,2129,74,97,76.3,107,147,72.8,32,57,56.1,0,0.2,-0.2,3,14,7,3,37
David Pereira da Costa,POR,MF,Lens,Ligue 1,20,2001,16.3,665,798,83.3,10272,2652,363,402,90.3,237,269,88.1,46,86,53.5,5,3.6,+1.4,40,59,27,5,71
Hélder Costa,ANG,MF,Leeds United,Premier League,27,1994,0.2,4,4,100.0,65,0,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Hélder Costa,ANG,MF,Valencia,La Liga,27,1994,12.4,188,293,64.2,2970,923,103,140,73.6,71,101,70.3,10,32,31.3,1,1.7,-0.7,16,12,13,7,21
Jaume Costa,ESP,DF,Mallorca,La Liga,33,1988,20.3,734,1001,73.3,12777,5490,350,404,86.6,308,403,76.4,67,157,42.7,4,2.4,+1.6,22,38,29,13,78
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,34,1987,25.0,623,899,69.3,21583,13543,83,84,98.8,225,227,99.1,314,587,53.5,0,0.0,0.0,1,7,1,0,2
Vladimír Coufal,CZE,DF,West Ham,Premier League,28,1992,24.5,982,1417,69.3,16708,7662,465,549,84.7,419,572,73.3,80,230,34.8,4,2.4,+1.6,20,64,31,17,105
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,29,1991,9.4,119,202,58.9,1422,321,91,130,70.0,19,52,36.5,5,7,71.4,0,1.6,-1.6,11,5,7,1,13
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,25,1996,25.9,700,856,81.8,11786,3278,348,400,87.0,270,318,84.9,70,99,70.7,0,0.3,-0.3,10,67,11,1,63
Mamadou Coulibaly,SEN,MF,Salernitana,Serie A,22,1999,9.0,254,333,76.3,4400,1284,118,143,82.5,104,123,84.6,27,43,62.8,0,0.2,-0.2,5,29,2,1,27
Tanguy Coulibaly,FRA,DF,Stuttgart,Bundesliga,20,2001,12.0,259,340,76.2,3831,841,151,178,84.8,92,123,74.8,11,20,55.0,1,0.7,+0.3,7,10,5,1,15
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,29,1992,36.0,936,1139,82.2,23757,12759,176,176,100.0,516,517,99.8,239,441,54.2,0,0.0,0.0,0,4,0,0,1
Philippe Coutinho,BRA,MF,Aston Villa,Premier League,29,1992,14.8,527,641,82.2,9021,2278,271,309,87.7,187,216,86.6,55,84,65.5,3,3.2,-0.2,25,68,13,3,60
Philippe Coutinho,BRA,MF,Barcelona,La Liga,29,1992,5.6,275,328,83.8,4269,1033,166,175,94.9,73,93,78.5,26,44,59.1,0,0.3,-0.3,2,23,13,2,26
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,22,1999,30.8,1133,1380,82.1,22995,6991,355,404,87.9,588,675,87.1,169,257,65.8,2,1.0,+1.0,10,45,11,4,69
Alessio Cragno,ITA,GK,Cagliari,Serie A,27,1994,35.0,755,1214,62.2,28676,20921,110,111,99.1,217,223,97.3,424,876,48.4,0,0.0,0.0,0,26,0,0,0
Aaron Cresswell,ENG,DF,West Ham,Premier League,31,1989,30.3,1641,2047,80.2,29789,12432,733,791,92.7,711,807,88.1,179,382,46.9,3,3.2,-0.2,35,127,24,8,155
Charlie Cresswell,ENG,DF,Leeds United,Premier League,18,2002,1.6,72,96,75.0,1599,476,17,19,89.5,42,46,91.3,13,30,43.3,0,0.0,0.0,0,3,0,0,5
Domenico Criscito,ITA,DF,Genoa,Serie A,34,1986,18.0,791,1005,78.7,15438,6077,291,317,91.8,388,450,86.2,101,212,47.6,1,0.8,+0.2,7,56,14,6,79
Bryan Cristante,ITA,MF,Roma,Serie A,26,1995,29.8,1478,1794,82.4,32147,9513,470,560,83.9,700,789,88.7,293,405,72.3,0,1.6,-1.6,21,224,23,2,178
Cristo,ESP,DF,Real Sociedad,La Liga,21,2000,0.2,11,12,91.7,182,109,6,6,100.0,2,2,100.0,1,2,50.0,0,0.1,-0.1,1,0,2,1,2
Enzo Crivelli,FRA,FW,Saint-Étienne,Ligue 1,26,1995,1.1,17,23,73.9,222,36,9,12,75.0,6,7,85.7,0,1,0.0,0,0.0,0.0,0,1,0,0,1
Domen Črnigoj,SVN,MF,Venezia,Serie A,25,1995,20.9,499,670,74.5,9152,2757,244,290,84.1,177,227,78.0,65,105,61.9,1,0.9,+0.1,10,40,10,4,45
Giovanni Crociata,ITA,FW,Empoli,Serie A,23,1997,0.2,7,9,77.8,92,18,5,6,83.3,2,3,66.7,0,0,,0,0.0,0.0,0,1,1,0,1
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,29,1992,21.5,786,951,82.6,16138,5992,254,282,90.1,417,475,87.8,111,179,62.0,0,0.0,0.0,2,56,4,1,65
Juan Cuadrado,COL,DF,Juventus,Serie A,33,1988,27.6,1589,1868,85.1,32670,10204,600,655,91.6,711,793,89.7,266,385,69.1,3,5.0,-2.0,59,108,44,16,168
Cucho,COL,FW,Watford,Premier League,22,1999,12.7,254,394,64.5,4540,1604,126,164,76.8,80,115,69.6,39,80,48.8,2,1.9,+0.1,19,22,15,6,33
Marc Cucurella,ESP,FW,Getafe,La Liga,23,1998,0.3,15,21,71.4,203,35,10,11,90.9,4,5,80.0,0,3,0.0,0,0.1,-0.1,1,0,0,0,0
Marc Cucurella,ESP,DF,Brighton,Premier League,23,1998,34.3,1895,2322,81.6,31826,11387,937,1032,90.8,770,894,86.1,152,281,54.1,1,2.6,-1.6,43,133,52,23,175
Jorge Cuenca,ESP,DF,Getafe,La Liga,21,1999,29.8,747,1070,69.8,16527,6548,211,271,77.9,387,470,82.3,139,303,45.9,0,0.1,-0.1,2,49,1,0,58
Mickaël Cuisance,FRA,MF,Venezia,Serie A,21,1999,10.2,285,367,77.7,5602,1504,115,134,85.8,120,149,80.5,47,72,65.3,0,1.0,-1.0,10,33,7,0,28
Mickaël Cuisance,FRA,MF,Bayern Munich,Bundesliga,21,1999,0.1,10,11,90.9,215,62,4,4,100.0,1,1,100.0,4,5,80.0,0,0.1,-0.1,1,3,0,0,3
Luke Cundle,ENG,MF,Wolves,Premier League,19,2002,2.0,96,106,90.6,1825,298,33,35,94.3,46,51,90.2,13,15,86.7,0,0.2,-0.2,2,9,2,0,7
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,22,1999,0.7,12,13,92.3,166,38,6,6,100.0,3,4,75.0,1,1,100.0,1,0.0,+1.0,0,0,0,0,2
Matheus Cunha,BRA,FW,Atlético Madrid,La Liga,22,1999,11.8,167,233,71.7,2417,532,98,121,81.0,50,64,78.1,10,20,50.0,4,2.2,+1.8,8,8,11,0,23
Patrick Cutrone,ITA,FW,Empoli,Serie A,23,1998,15.6,172,253,68.0,2747,548,96,123,78.0,57,80,71.3,15,27,55.6,0,0.9,-0.9,9,8,7,1,16
Wylan Cyprien,FRA,MF,Nantes,Ligue 1,26,1995,16.6,731,906,80.7,14507,3822,294,325,90.5,290,341,85.0,127,198,64.1,3,3.0,0.0,29,73,16,3,74
Rafael Czichos,GER,DF,Köln,Bundesliga,31,1990,15.6,873,1042,83.8,22157,8301,132,162,81.5,472,513,92.0,265,350,75.7,1,0.4,+0.6,2,69,4,0,80
Lennart-Marten Czyborra,GER,DF,Arminia,Bundesliga,22,1999,1.5,29,57,50.9,524,218,14,18,77.8,10,22,45.5,5,12,41.7,0,0.0,0.0,0,3,1,1,3
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,32,1988,11.1,654,737,88.7,12600,3739,262,280,93.6,295,315,93.7,88,124,71.0,1,0.1,+0.9,2,37,3,0,28
Lucas Da Cunha,FRA,MF,Nice,Ligue 1,20,2001,4.4,122,167,73.1,2143,652,66,77,85.7,31,44,70.5,22,38,57.9,1,1.7,-0.7,13,5,6,4,11
Lucas Da Cunha,FRA,FW,Clermont Foot,Ligue 1,20,2001,9.3,279,334,83.5,4846,1277,146,161,90.7,83,100,83.0,39,54,72.2,0,0.9,-0.9,16,22,10,5,26
Damien Da Silva,FRA,DF,Lyon,Ligue 1,33,1988,12.5,788,883,89.2,17568,5357,194,207,93.7,436,461,94.6,154,206,74.8,0,0.3,-0.3,1,46,5,0,35
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,29,1992,14.6,361,482,74.9,5227,1365,205,257,79.8,117,143,81.8,19,35,54.3,4,2.6,+1.4,18,23,11,3,31
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,22,1998,1.8,128,140,91.4,1811,390,71,75,94.7,52,57,91.2,3,4,75.0,0,0.1,-0.1,2,5,3,2,5
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,23,1998,2.0,63,80,78.8,1435,479,16,17,94.1,36,37,97.3,11,26,42.3,0,0.0,0.0,0,0,0,0,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,25,1996,18.4,847,1069,79.2,15748,4352,341,400,85.3,387,444,87.2,101,176,57.4,3,3.4,-0.4,30,84,21,3,98
Patson Daka,ZAM,FW,Leicester City,Premier League,22,1998,12.9,172,223,77.1,2498,360,106,126,84.1,53,68,77.9,8,10,80.0,3,1.8,+1.2,12,7,4,1,12
Stuart Dallas,NIR,DF,Leeds United,Premier League,30,1991,32.4,1313,1667,78.8,23042,8378,660,725,91.0,482,577,83.5,145,287,50.5,1,2.1,-1.1,34,113,29,5,128
Diogo Dalot,POR,DF,Manchester Utd,Premier League,22,1999,20.0,934,1171,79.8,18629,6793,363,418,86.8,430,508,84.6,137,222,61.7,0,1.0,-1.0,16,73,26,9,99
Mikkel Damsgaard,DEN,MF,Sampdoria,Serie A,21,2000,6.4,203,268,75.7,3298,927,106,126,84.1,74,97,76.3,19,33,57.6,0,0.4,-0.4,11,19,9,1,30
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,20,2001,14.4,773,864,89.5,15170,5156,264,285,92.6,402,440,91.4,100,124,80.6,0,0.2,-0.2,3,39,4,3,46
Danilo,BRA,DF,Juventus,Serie A,30,1991,21.0,1262,1450,87.0,24991,9267,431,458,94.1,648,710,91.3,167,250,66.8,2,1.2,+0.8,15,126,16,5,96
