Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Luís Maximiano,POR,GK,Granada,La Liga,22,1999,34.8,647,1173,55.2,24256,17362,76,76,100.0,237,239,99.2,331,855,38.7,0,0.0,0.0,0,31,1,0,0
Borja Mayoral,ESP,FW,Getafe,La Liga,24,1997,11.6,194,252,77.0,2945,531,116,137,84.7,45,64,70.3,22,27,81.5,1,1.1,-0.1,12,11,6,3,14
Borja Mayoral,ESP,FW,Roma,Serie A,24,1997,1.1,29,39,74.4,443,51,17,20,85.0,8,9,88.9,2,5,40.0,0,0.0,0.0,0,0,0,0,1
Derek Mazou-Sacko,FRA,FW,Troyes,Ligue 1,16,2004,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Pasquale Mazzocchi,ITA,DF,Venezia,Serie A,26,1995,13.8,444,580,76.6,8098,2954,194,220,88.2,186,231,80.5,54,104,51.9,0,0.8,-0.8,6,23,8,2,29
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,26,1995,14.1,406,566,71.7,7730,3241,172,194,88.7,170,233,73.0,57,118,48.3,2,1.6,+0.4,17,19,17,9,34
Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,26,1995,15.5,614,873,70.3,12495,5495,206,245,84.1,315,396,79.5,87,185,47.0,0,2.2,-2.2,21,49,20,9,75
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,22,1998,33.6,1164,1452,80.2,17294,3420,717,829,86.5,307,379,81.0,84,137,61.3,17,12.4,+4.6,70,63,60,14,85
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,26,1994,1.2,35,49,71.4,484,296,20,24,83.3,13,17,76.5,1,6,16.7,0,0.0,0.0,0,3,0,0,3
Amadou Mbengue,SEN,DF,Metz,Ligue 1,19,2002,6.8,245,290,84.5,5281,1872,79,85,92.9,130,142,91.5,35,58,60.3,0,0.1,-0.1,2,19,1,1,12
Bryan Mbeumo,CMR,FW,Brentford,Premier League,21,1999,32.3,544,814,66.8,8912,1866,302,381,79.3,164,245,66.9,58,118,49.2,7,3.5,+3.5,36,25,26,5,49
Jason Mbock,FRA,FW,Angers,Ligue 1,21,1999,0.2,3,5,60.0,32,0,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Jordi Mboula,ESP,FW,Mallorca,La Liga,22,1999,4.8,52,90,57.8,708,168,35,47,74.5,16,34,47.1,0,3,0.0,0,0.1,-0.1,2,4,1,0,4
Moustapha Mbow,SEN,DF,Reims,Ligue 1,21,2000,1.0,22,27,81.5,534,176,8,9,88.9,7,10,70.0,6,7,85.7,0,0.0,0.0,0,0,0,0,0
Nathanael Mbuku,FRA,FW,Reims,Ligue 1,19,2002,15.8,269,372,72.3,4278,1000,137,161,85.1,99,134,73.9,19,39,48.7,1,0.8,+0.2,11,31,9,1,28
James McArthur,SCO,MF,Crystal Palace,Premier League,33,1987,16.0,772,927,83.3,14378,3105,305,348,87.6,348,383,90.9,95,150,63.3,3,1.0,+2.0,15,60,17,7,65
James Mcatee,ENG,MF,Manchester City,Premier League,18,2002,0.2,9,13,69.2,145,5,4,6,66.7,5,6,83.3,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Kasey McAteer,ENG,FW,Leicester City,Premier League,19,2001,0.0,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Liam McCarron,SCO,FW,Leeds United,Premier League,20,2001,0.1,2,2,100.0,53,0,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Alex McCarthy,ENG,GK,Southampton,Premier League,31,1989,17.0,315,510,61.8,9616,6216,57,57,100.0,144,146,98.6,109,301,36.2,0,0.0,0.0,1,8,0,0,0
John McGinn,SCO,MF,Aston Villa,Premier League,26,1994,34.3,1004,1339,75.0,22660,8673,356,417,85.4,419,511,82.0,223,380,58.7,4,4.9,-0.9,53,171,49,16,166
Weston McKennie,USA,MF,Juventus,Serie A,22,1998,15.2,443,577,76.8,7548,1998,232,284,81.7,157,204,77.0,43,57,75.4,0,1.2,-1.2,18,36,13,2,38
Stuart McKinstry,SCO,MF,Leeds United,Premier League,18,2002,0.0,3,4,75.0,31,2,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Kenny McLean,SCO,MF,Norwich City,Premier League,29,1992,30.1,782,1060,73.8,14338,4390,360,429,83.9,309,396,78.0,101,185,54.6,0,0.7,-0.7,8,71,20,1,83
Dwight McNeil,ENG,MF,Burnley,Premier League,21,1999,34.5,798,1150,69.4,15776,4702,345,404,85.4,289,365,79.2,142,299,47.5,1,4.8,-3.8,47,64,48,26,71
Scott McTominay,SCO,MF,Manchester Utd,Premier League,24,1996,26.5,1059,1246,85.0,20337,5175,427,495,86.3,460,517,89.0,151,187,80.7,1,1.8,-0.8,19,103,9,1,99
Gary Medel,CHI,DF,Bologna,Serie A,33,1987,31.4,1477,1649,89.6,33463,11302,396,416,95.2,725,761,95.3,343,447,76.7,1,0.0,+1.0,1,63,4,1,59
Facundo Medina,ARG,DF,Lens,Ligue 1,22,1999,28.8,2036,2259,90.1,39109,15186,808,854,94.6,928,994,93.4,270,354,76.3,0,0.3,-0.3,5,171,5,0,165
Nathan de Medina,BEL,DF,Arminia,Bundesliga,23,1997,8.6,230,321,71.7,4458,1668,85,92,92.4,118,150,78.7,25,62,40.3,0,0.0,0.0,0,9,1,1,10
Ben Mee,ENG,DF,Burnley,Premier League,31,1989,20.4,539,734,73.4,13349,5065,140,160,87.5,245,295,83.1,148,259,57.1,0,0.1,-0.1,2,54,3,1,47
Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,30,1991,0.0,4,6,66.7,62,20,2,3,66.7,2,2,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
Hannibal Mejbri,TUN,FW,Manchester Utd,Premier League,18,2003,0.8,17,21,81.0,226,12,9,12,75.0,7,7,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0
Farid El Melali,ALG,FW,Angers,Ligue 1,24,1997,0.2,2,5,40.0,36,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Filippo Melegoni,ITA,FW,Genoa,Serie A,22,1999,10.9,246,354,69.5,3862,1310,135,159,84.9,79,109,72.5,22,51,43.1,0,1.5,-1.5,16,10,13,5,33
Óscar Melendo,ESP,MF,Espanyol,La Liga,23,1997,11.0,396,446,88.8,6707,1643,194,205,94.6,151,171,88.3,39,51,76.5,0,1.1,-1.1,17,51,14,1,35
Gonzalo Melero,ESP,MF,Levante,La Liga,27,1994,18.8,669,786,85.1,11405,2262,324,369,87.8,263,295,89.2,64,84,76.2,2,0.9,+1.1,14,52,6,0,60
Birger Meling,NOR,DF,Rennes,Ligue 1,26,1994,20.3,977,1131,86.4,17974,5590,426,468,91.0,421,478,88.1,116,143,81.1,4,1.5,+2.5,15,44,17,5,95
Arthur Melo,BRA,MF,Juventus,Serie A,24,1996,10.7,632,701,90.2,13076,2886,223,244,91.4,290,311,93.2,110,123,89.4,0,0.4,-0.4,6,61,4,0,40
Houboulang Mendes,FRA,DF,Lorient,Ligue 1,23,1998,35.8,1198,1451,82.6,22348,7274,492,532,92.5,539,621,86.8,147,250,58.8,1,1.5,-0.5,13,49,10,8,70
Nuno Mendes,POR,DF,Paris S-G,Ligue 1,19,2002,18.4,992,1133,87.6,15986,4075,533,579,92.1,362,408,88.7,78,103,75.7,1,2.3,-1.3,17,56,12,5,49
Pedro Mendes,POR,DF,Montpellier,Ligue 1,30,1990,0.2,5,8,62.5,153,63,0,0,,4,4,100.0,1,4,25.0,0,0.0,0.0,1,1,1,0,2
Thiago Mendes,BRA,MF,Lyon,Ligue 1,29,1992,20.7,1376,1560,88.2,28435,7959,486,526,92.4,612,650,94.2,249,340,73.2,1,1.5,-0.5,15,120,10,0,104
Tomás Mendes,ESP,MF,Alavés,La Liga,16,2004,0.1,4,5,80.0,108,0,1,2,50.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0
Brais Méndez,ESP,MF,Celta Vigo,La Liga,24,1997,33.6,1204,1519,79.3,19935,5257,638,738,86.4,390,473,82.5,123,194,63.4,5,3.8,+1.2,35,128,40,9,130
Édgar Méndez,ESP,FW,Alavés,La Liga,31,1990,17.9,264,432,61.1,4839,1439,138,191,72.3,87,132,65.9,36,74,48.6,1,1.8,-0.8,19,11,20,15,29
Arial Mendy,SEN,DF,Clermont Foot,Ligue 1,26,1994,8.8,321,409,78.5,5386,1797,183,207,88.4,100,128,78.1,35,59,59.3,0,1.6,-1.6,9,13,9,5,27
Batista Mendy,FRA,MF,Angers,Ligue 1,21,2000,26.8,1081,1247,86.7,21561,6001,368,413,89.1,539,586,92.0,153,213,71.8,1,0.6,+0.4,7,77,10,2,87
Benjamin Mendy,FRA,DF,Manchester City,Premier League,27,1994,0.9,73,87,83.9,1355,452,26,30,86.7,38,38,100.0,8,14,57.1,0,0.3,-0.3,2,6,1,1,8
Edouard Mendy,SEN,GK,Chelsea,Premier League,29,1992,34.0,781,939,83.2,18696,10527,225,227,99.1,341,348,98.0,195,343,56.9,0,0.0,0.0,0,2,0,0,0
Ferland Mendy,FRA,DF,Real Madrid,La Liga,26,1995,19.3,1247,1361,91.6,19015,5667,722,760,95.0,407,440,92.5,85,103,82.5,1,1.3,-0.3,20,76,17,5,73
Nampalys Mendy,SEN,MF,Leicester City,Premier League,29,1992,11.5,602,650,92.6,10960,1530,255,266,95.9,273,291,93.8,62,74,83.8,0,0.0,0.0,1,33,1,0,21
Gideon Mensah,GHA,DF,Bordeaux,Ligue 1,23,1998,13.4,648,795,81.5,11257,3686,302,338,89.3,288,335,86.0,46,90,51.1,2,1.7,+0.3,17,37,17,11,46
Jorge Meré,ESP,DF,Köln,Bundesliga,24,1997,5.4,260,300,86.7,6567,1934,42,51,82.4,141,151,93.4,74,93,79.6,0,0.0,0.0,1,25,1,0,26
Alex Meret,ITA,GK,Napoli,Serie A,24,1997,6.9,172,193,89.1,4196,2274,46,46,100.0,67,68,98.5,57,76,75.0,0,0.0,0.0,0,0,0,0,0
Fran Mérida,ESP,MF,Espanyol,La Liga,31,1990,3.0,120,177,67.8,2494,764,48,60,80.0,45,57,78.9,25,55,45.5,0,0.1,-0.1,4,25,2,0,15
Mikel Merino,ESP,MF,Real Sociedad,La Liga,25,1996,32.1,1367,1759,77.7,24200,7934,647,763,84.8,529,642,82.4,159,269,59.1,2,3.5,-1.5,27,157,39,4,179
Quentin Merlin,FRA,DF,Nantes,Ligue 1,19,2002,21.4,1034,1357,76.2,19715,8580,463,524,88.4,408,495,82.4,153,290,52.8,3,2.7,+0.3,31,104,27,13,126
Martín Merquelanz,ESP,FW,Rayo Vallecano,La Liga,26,1995,1.9,49,69,71.0,892,292,21,27,77.8,22,24,91.7,5,12,41.7,0,0.7,-0.7,6,2,6,2,7
Yıldırım Mert Çetin,TUR,DF,Hellas Verona,Serie A,24,1997,0.5,25,33,75.8,498,275,9,11,81.8,14,17,82.4,2,3,66.7,0,0.0,0.0,0,3,0,0,3
Dries Mertens,BEL,FW,Napoli,Serie A,34,1987,15.4,414,553,74.9,6976,1663,217,264,82.2,143,178,80.3,43,80,53.8,1,2.4,-1.4,32,38,18,3,52
Illan Meslier,FRA,GK,Leeds United,Premier League,21,2000,37.6,1008,1377,73.2,25469,12478,226,227,99.6,506,512,98.8,270,630,42.9,0,0.0,0.0,0,2,0,0,0
Lionel Messi,ARG,FW,Paris S-G,Ligue 1,34,1987,23.9,1413,1665,84.9,24179,7646,739,826,89.5,482,543,88.8,161,219,73.5,14,8.0,+6.0,63,193,90,5,243
Junior Messias,BRA,FW,Milan,Serie A,30,1991,15.9,369,547,67.5,5874,1759,198,256,77.3,119,177,67.2,37,83,44.6,2,2.0,0.0,18,24,19,6,47
Thomas Meunier,BEL,DF,Dortmund,Bundesliga,29,1991,15.6,898,1152,78.0,16457,6541,381,431,88.4,412,512,80.5,91,168,54.2,4,2.6,+1.4,14,56,24,13,105
Mexer,MOZ,DF,Bordeaux,Ligue 1,32,1988,13.6,579,683,84.8,13866,4068,134,142,94.4,297,324,91.7,142,203,70.0,0,0.0,0.0,0,26,1,0,19
Marco Meyerhöfer,GER,DF,Greuther Fürth,Bundesliga,25,1995,25.3,894,1199,74.6,15402,7146,435,486,89.5,345,457,75.5,93,186,50.0,0,0.8,-0.8,18,80,8,3,102
Matt Miazga,USA,DF,Alavés,La Liga,26,1995,9.3,236,301,78.4,5819,1965,56,69,81.2,115,128,89.8,64,103,62.1,0,0.1,-0.1,1,6,0,0,12
Kingsley Michael,NGA,MF,Bologna,Serie A,21,1999,0.8,24,28,85.7,426,69,13,14,92.9,5,7,71.4,5,6,83.3,0,0.0,0.0,0,3,0,0,2
Sven Michel,GER,FW,Union Berlin,Bundesliga,31,1990,3.8,83,124,66.9,1220,250,43,54,79.6,20,37,54.1,11,16,68.8,1,1.8,-0.8,7,3,3,2,8
Edouard Michut,FRA,MF,Paris S-G,Ligue 1,18,2003,0.8,52,55,94.5,832,175,28,29,96.6,19,19,100.0,5,5,100.0,1,0.1,+0.9,1,3,0,0,0
Miguel,ESP,FW,Alavés,La Liga,21,1999,9.2,113,162,69.8,1653,214,63,80,78.8,39,50,78.0,4,11,36.4,1,0.3,+0.7,5,4,3,2,4
Valentin Mihaila,ROU,FW,Atalanta,Serie A,21,2000,0.8,18,35,51.4,238,36,12,16,75.0,6,10,60.0,0,3,0.0,0,0.0,0.0,0,0,0,0,0
Mikael,BRA,FW,Salernitana,Serie A,22,1999,1.0,11,17,64.7,130,25,8,9,88.9,1,4,25.0,1,2,50.0,0,0.0,0.0,0,1,0,0,0
Hilmir Mikaelsson,ISL,FW,Venezia,Serie A,17,2004,0.2,1,1,100.0,19,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Georges Mikautadze,GEO,FW,Metz,Ligue 1,20,2000,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
William Mikelbrencis,FRA,DF,Metz,Ligue 1,17,2004,6.8,221,314,70.4,3853,1703,110,131,84.0,88,116,75.9,18,54,33.3,1,0.3,+0.7,2,14,3,0,23
Nikola Milenković,SRB,DF,Fiorentina,Serie A,23,1997,32.5,1883,2097,89.8,42781,11384,439,495,88.7,1049,1100,95.4,384,470,81.7,0,0.0,0.0,1,119,1,0,89
Arkadiusz Milik,POL,FW,Marseille,Ligue 1,27,1994,15.7,309,383,80.7,4623,518,171,202,84.7,92,109,84.4,20,25,80.0,2,3.1,-1.1,18,17,12,0,20
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,26,1995,34.4,1937,2366,81.9,32870,8084,980,1114,88.0,685,812,84.4,207,319,64.9,10,6.0,+4.0,53,165,53,11,170
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,24,1997,27.0,536,1031,52.0,21625,14998,44,46,95.7,213,218,97.7,279,766,36.4,0,0.0,0.0,0,59,1,0,0
Éder Militão,BRA,DF,Real Madrid,La Liga,23,1998,33.7,1779,1995,89.2,38518,10907,557,589,94.6,863,921,93.7,337,442,76.2,2,1.2,+0.8,11,141,7,1,71
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,30,1991,8.6,386,483,79.9,7742,2136,134,154,87.0,172,205,83.9,68,102,66.7,0,0.8,-0.8,10,27,6,2,34
Luis Milla,ESP,MF,Granada,La Liga,26,1994,30.8,1149,1447,79.4,23378,7769,464,519,89.4,447,504,88.7,208,366,56.8,3,4.1,-1.1,42,146,22,11,145
Pere Milla,ESP,FW,Elche,La Liga,28,1992,18.3,391,534,73.2,6322,1618,200,253,79.1,137,178,77.0,36,71,50.7,3,1.9,+1.1,12,20,12,3,35
Enzo Millot,FRA,MF,Stuttgart,Bundesliga,19,2002,0.6,24,30,80.0,365,75,14,16,87.5,9,11,81.8,1,1,100.0,1,0.2,+0.8,1,1,3,0,4
James Milner,ENG,MF,Liverpool,Premier League,35,1986,9.5,623,749,83.2,12231,3712,243,275,88.4,276,312,88.5,95,139,68.3,1,2.2,-1.2,20,74,20,2,75
Santi Mina,ESP,FW,Celta Vigo,La Liga,25,1995,26.3,455,673,67.6,6770,1161,264,373,70.8,116,173,67.1,43,67,64.2,3,2.0,+1.0,16,34,11,0,37
Yerry Mina,COL,DF,Everton,Premier League,26,1994,9.4,289,353,81.9,6235,1788,86,100,86.0,130,151,86.1,60,82,73.2,0,0.0,0.0,0,15,0,0,12
Takumi Minamino,JPN,FW,Liverpool,Premier League,26,1995,2.1,63,75,84.0,848,181,38,44,86.4,19,20,95.0,2,7,28.6,0,0.5,-0.5,2,5,2,0,6
Tyrone Mings,ENG,DF,Aston Villa,Premier League,28,1993,35.4,1272,1580,80.5,28303,10048,334,390,85.6,697,768,90.8,232,394,58.9,3,1.5,+1.5,10,76,6,1,75
Óscar Mingueza,ESP,DF,Barcelona,La Liga,22,1999,9.9,660,758,87.1,12383,3696,278,297,93.6,284,313,90.7,86,127,67.7,1,0.9,+0.1,9,34,13,7,36
Rafa Mir,ESP,FW,Sevilla,La Liga,24,1997,20.1,242,352,68.8,3905,401,124,163,76.1,97,137,70.8,14,26,53.8,0,0.4,-0.4,9,12,7,1,17
Jorge Miramón,ESP,DF,Levante,La Liga,32,1989,22.0,793,1037,76.5,14488,6079,359,410,87.6,328,410,80.0,94,177,53.1,0,0.7,-0.7,14,59,23,8,84
Aleksei Miranchuk,RUS,MF,Atalanta,Serie A,25,1995,8.6,318,384,82.8,5066,1290,170,194,87.6,109,127,85.8,24,40,60.0,5,3.0,+2.0,22,22,20,1,42
Juan Miranda,ESP,DF,Betis,La Liga,21,2000,8.7,394,515,76.5,7031,2824,173,192,90.1,177,217,81.6,37,90,41.1,2,1.5,+0.5,8,25,9,4,35
Fabio Miretti,ITA,MF,Juventus,Serie A,17,2003,3.6,124,150,82.7,2717,856,39,46,84.8,57,65,87.7,25,33,75.8,0,0.4,-0.4,5,14,3,0,18
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,21,1999,34.5,1384,1900,72.8,23633,11403,633,719,88.0,622,802,77.6,103,276,37.3,2,1.3,+0.7,20,98,36,16,132
Stefan Mitrović,SRB,DF,Getafe,La Liga,31,1990,29.6,712,907,78.5,16747,5221,174,200,87.0,366,422,86.7,163,267,61.0,0,0.0,0.0,2,18,1,0,25
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,24,1997,16.6,542,790,68.6,9724,4505,249,305,81.6,211,288,73.3,68,151,45.0,5,2.8,+2.2,21,41,19,11,74
Henrikh Mkhitaryan,ARM,MF,Roma,Serie A,32,1989,27.7,969,1172,82.7,17392,4126,449,512,87.7,382,448,85.3,121,153,79.1,6,4.6,+1.4,38,84,42,6,112
Jakub Moder,POL,MF,Brighton,Premier League,22,1999,18.9,590,806,73.2,9570,2789,301,364,82.7,224,299,74.9,48,84,57.1,3,1.7,+1.3,14,52,19,3,67
Anthony Modeste,FRA,FW,Köln,Bundesliga,33,1988,29.0,292,445,65.6,4714,633,146,202,72.3,106,157,67.5,22,43,51.2,4,1.2,+2.8,14,16,7,2,23
Marco Modolo,ITA,DF,Venezia,Serie A,32,1989,4.4,125,153,81.7,2884,816,25,31,80.6,74,81,91.4,26,39,66.7,0,0.0,0.0,0,4,0,0,3
Luka Modrić,CRO,MF,Real Madrid,La Liga,35,1985,22.6,1527,1734,88.1,28816,8248,698,741,94.2,555,613,90.5,234,297,78.8,8,4.2,+3.8,38,174,38,4,163
Terem Moffi,NGA,FW,Lorient,Ligue 1,22,1999,30.1,423,568,74.5,6370,1283,256,310,82.6,106,152,69.7,38,58,65.5,4,4.2,-0.2,34,30,17,4,40
Kevin Möhwald,GER,MF,Union Berlin,Bundesliga,28,1993,3.9,142,178,79.8,2493,707,61,71,85.9,60,74,81.1,15,20,75.0,0,0.3,-0.3,4,15,6,4,12
Dion Moise Sahi,CIV,FW,Strasbourg,Ligue 1,19,2001,1.4,39,42,92.9,583,147,22,24,91.7,15,15,100.0,1,1,100.0,0,0.1,-0.1,1,3,2,1,5
Johan Mojica,COL,DF,Elche,La Liga,28,1992,31.7,1419,1857,76.4,26244,11612,693,765,90.6,513,619,82.9,188,375,50.1,5,4.5,+0.5,31,77,46,26,119
Clinton Mola,ENG,DF,Stuttgart,Bundesliga,20,2001,1.3,110,120,91.7,2313,520,32,36,88.9,63,66,95.5,15,18,83.3,0,0.0,0.0,0,4,0,0,5
Jorge Molina,ESP,FW,Granada,La Liga,39,1982,21.8,344,532,64.7,5094,1358,203,284,71.5,110,169,65.1,21,40,52.5,5,3.1,+1.9,28,33,10,1,45
Nahuel Molina,ARG,DF,Udinese,Serie A,23,1998,29.3,877,1236,71.0,15196,6560,437,519,84.2,327,456,71.7,94,215,43.7,2,3.7,-1.7,38,64,48,20,108
Cristian Molinaro,ITA,DF,Venezia,Serie A,38,1983,6.1,246,323,76.2,4739,2388,96,110,87.3,113,140,80.7,35,66,53.0,1,0.4,+0.6,5,19,5,3,25
Florent Mollet,FRA,FW,Montpellier,Ligue 1,29,1991,29.2,967,1195,80.9,15969,4115,510,560,91.1,318,377,84.4,98,180,54.4,2,3.0,-1.0,30,67,23,8,80
Jon Moncayola,ESP,MF,Osasuna,La Liga,23,1998,32.4,1089,1398,77.9,22644,5739,391,444,88.1,477,555,85.9,202,342,59.1,3,2.3,+0.7,34,105,25,8,101
Monchu,ESP,MF,Granada,La Liga,21,1999,7.4,284,344,82.6,5455,1187,118,132,89.4,106,127,83.5,49,69,71.0,0,0.2,-0.2,2,29,5,2,29
Thomas Monconduit,FRA,MF,Lorient,Ligue 1,30,1991,25.0,1012,1289,78.5,21066,6428,376,457,82.3,427,510,83.7,187,277,67.5,2,2.7,-0.7,30,128,15,3,139
Gonzalo Montiel,ARG,DF,Sevilla,La Liga,24,1997,11.8,547,704,77.7,9572,3241,243,278,87.4,249,298,83.6,46,97,47.4,2,1.3,+0.7,11,30,12,7,44
Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,25,1996,34.0,549,980,56.0,20485,13829,70,70,100.0,171,179,95.5,303,726,41.7,0,0.0,0.0,0,21,0,0,0
Ángel Montoro,ESP,MF,Granada,La Liga,33,1988,14.8,499,663,75.3,11002,3458,159,190,83.7,222,259,85.7,107,190,56.3,1,1.6,-0.6,23,56,11,2,57
Martín Montoya,ESP,DF,Betis,La Liga,30,1991,5.8,256,313,81.8,4291,1390,132,151,87.4,101,122,82.8,18,32,56.3,1,1.1,-0.1,3,20,5,2,16
Wesley Moraes,BRA,FW,Aston Villa,Premier League,24,1996,0.0,2,2,100.0,19,10,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,1
Álvaro Morata,ESP,FW,Juventus,Serie A,28,1992,25.6,512,679,75.4,8566,1457,265,334,79.3,184,227,81.1,48,72,66.7,4,6.1,-2.1,44,29,20,6,43
Jan Morávek,CZE,MF,Augsburg,Bundesliga,31,1989,5.2,132,185,71.4,2272,553,69,84,82.1,31,45,68.9,21,38,55.3,0,0.6,-0.6,7,9,3,0,15
Jon Morcillo,ESP,MF,Athletic Club,La Liga,22,1998,0.6,20,34,58.8,273,75,13,16,81.3,7,10,70.0,0,6,0.0,0,0.0,0.0,0,1,0,0,2
Jérémy Morel,MAD,DF,Lorient,Ligue 1,37,1984,6.7,253,296,85.5,5368,1779,76,83,91.6,133,146,91.1,43,64,67.2,0,0.1,-0.1,1,11,0,0,8
Alberto Moreno,ESP,MF,Villarreal,La Liga,29,1992,13.6,500,623,80.3,8783,2312,229,267,85.8,209,246,85.0,53,88,60.2,2,2.0,0.0,19,25,22,7,38
Álex Moreno,ESP,DF,Betis,La Liga,28,1993,26.7,1040,1404,74.1,17304,6747,530,597,88.8,414,551,75.1,77,187,41.2,3,2.4,+0.6,22,58,31,13,89
Gerard Moreno,ESP,FW,Villarreal,La Liga,29,1992,13.2,323,472,68.4,6092,1697,149,195,76.4,115,161,71.4,52,78,66.7,3,4.7,-1.7,29,38,25,4,59
Tete Morente,ESP,MF,Elche,La Liga,24,1996,18.1,418,596,70.1,6829,2027,241,290,83.1,128,185,69.2,42,80,52.5,3,2.1,+0.9,17,28,19,11,46
Ilaix Moriba,GUI,MF,Valencia,La Liga,18,2003,9.1,224,290,77.2,3968,1089,118,138,85.5,80,101,79.2,23,40,57.5,0,0.2,-0.2,2,24,7,1,26
Ilaix Moriba,GUI,MF,RB Leipzig,Bundesliga,18,2003,0.4,17,20,85.0,281,66,11,12,91.7,4,6,66.7,2,2,100.0,0,0.0,0.0,0,2,0,0,2
Manu Morlanes,ESP,MF,Espanyol,La Liga,22,1999,12.7,562,644,87.3,9786,3066,263,281,93.6,234,253,92.5,55,89,61.8,0,0.3,-0.3,5,59,6,2,58
Raúl Moro,ESP,FW,Lazio,Serie A,18,2002,2.2,75,87,86.2,1111,135,40,44,90.9,31,36,86.1,1,2,50.0,1,0.2,+0.8,5,1,2,1,3
Loren Morón,ESP,FW,Betis,La Liga,27,1993,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Loren Morón,ESP,FW,Espanyol,La Liga,27,1993,6.3,57,95,60.0,901,158,31,43,72.1,16,26,61.5,7,12,58.3,0,0.4,-0.4,3,5,1,1,2
Tyler Morton,ENG,MF,Liverpool,Premier League,18,2002,0.7,32,37,86.5,586,122,14,15,93.3,14,15,93.3,4,6,66.7,0,0.0,0.0,0,8,0,0,3
Cristhian Mosquera,COL,DF,Valencia,La Liga,17,2004,2.4,67,76,88.2,1444,366,19,20,95.0,37,41,90.2,10,14,71.4,0,0.0,0.0,0,8,0,0,6
Lebo Mothiba,RSA,FW,Troyes,Ligue 1,25,1996,5.8,108,127,85.0,1405,199,67,73,91.8,28,33,84.8,4,7,57.1,0,0.8,-0.8,7,3,1,1,3
Lebo Mothiba,RSA,FW,Strasbourg,Ligue 1,25,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Andrei Motoc,ROU,DF,Salernitana,Serie A,19,2002,1.0,18,22,81.8,482,182,2,2,100.0,9,9,100.0,7,11,63.6,0,0.0,0.0,0,4,0,0,0
Baptiste Mouazan,FRA,MF,Lorient,Ligue 1,19,2001,1.1,25,32,78.1,386,82,11,12,91.7,11,12,91.7,2,6,33.3,0,0.0,0.0,0,2,1,0,2
Aimen Moueffek,FRA,MF,Saint-Étienne,Ligue 1,20,2001,4.8,202,232,87.1,3758,756,86,95,90.5,88,99,88.9,27,35,77.1,0,0.1,-0.1,2,20,2,0,19
Youssoufa Moukoko,GER,FW,Dortmund,Bundesliga,16,2004,2.5,36,43,83.7,551,65,16,19,84.2,13,14,92.9,3,4,75.0,0,0.1,-0.1,2,3,0,0,2
Harold Moukoudi,CMR,DF,Saint-Étienne,Ligue 1,23,1997,18.5,832,917,90.7,19030,5894,236,253,93.3,398,423,94.1,194,228,85.1,0,0.1,-0.1,1,48,2,0,34
Jessy Moulin,FRA,GK,Troyes,Ligue 1,35,1986,7.0,166,237,70.0,4897,2670,26,26,100.0,69,71,97.2,67,136,49.3,0,0.0,0.0,0,1,0,0,0
Steve Mounié,BEN,FW,Brest,Ligue 1,26,1994,25.7,453,728,62.2,6473,1563,274,390,70.3,141,248,56.9,24,47,51.1,2,1.2,+0.8,16,47,12,1,55
