Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Damien Da Silva,FRA,DF,Lyon,Ligue 1,33,1988,12.5,8,0.64,5,0,0,3,0,0,0,0.00,0,0,0,0,0,0
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,29,1992,14.6,34,2.34,26,0,1,4,1,2,7,0.48,6,0,0,0,0,1
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,22,1998,1.8,3,1.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,23,1998,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,25,1996,18.4,53,2.88,44,5,2,0,0,2,5,0.27,4,0,1,0,0,0
Patson Daka,ZAM,FW,Leicester City,Premier League,22,1998,12.9,24,1.86,21,0,0,1,1,1,7,0.54,5,0,0,1,0,1
Stuart Dallas,NIR,DF,Leeds United,Premier League,30,1991,32.4,64,1.97,38,18,2,1,2,3,3,0.09,2,0,0,0,0,1
Diogo Dalot,POR,DF,Manchester Utd,Premier League,22,1999,20.0,37,1.85,33,1,2,0,1,0,5,0.25,5,0,0,0,0,0
Mikkel Damsgaard,DEN,MF,Sampdoria,Serie A,21,2000,6.4,25,3.89,20,1,0,1,2,1,1,0.16,1,0,0,0,0,0
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,20,2001,14.4,8,0.56,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Danilo,BRA,DF,Juventus,Serie A,30,1991,21.0,37,1.76,30,2,0,3,2,0,3,0.14,2,0,0,1,0,0
Kevin Danso,AUT,DF,Lens,Ligue 1,22,1998,31.0,16,0.52,13,0,0,1,1,1,4,0.13,3,0,0,0,1,0
Dante,BRA,DF,Nice,Ligue 1,37,1983,31.9,24,0.75,21,0,0,1,1,1,3,0.09,1,0,0,1,1,0
Ebrima Darboe,GAM,MF,Roma,Serie A,20,2001,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,19,2002,8.4,5,0.60,3,2,0,0,0,0,1,0.12,0,1,0,0,0,0
Sergi Darder,ESP,MF,Espanyol,La Liga,27,1993,34.7,88,2.53,68,7,1,4,4,4,14,0.40,13,0,0,1,0,0
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,30,1990,19.8,48,2.42,31,11,0,3,3,0,6,0.30,6,0,0,0,0,0
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,30,1990,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matteo Darmian,ITA,DF,Inter,Serie A,31,1989,16.7,43,2.57,36,1,0,2,2,2,4,0.24,4,0,0,0,0,0
Josh Dasilva,ENG,MF,Brentford,Premier League,22,1998,2.9,5,1.75,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Jonathan David,CAN,FW,Lille,Ligue 1,21,2000,31.2,69,2.21,53,0,4,6,4,2,5,0.16,3,0,1,0,0,1
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,20,2000,19.3,60,3.10,43,5,7,2,2,1,5,0.26,3,1,1,0,0,0
Ben Davies,WAL,DF,Tottenham,Premier League,28,1993,28.2,29,1.03,27,1,0,1,0,0,4,0.14,3,0,0,1,0,0
Tom Davies,ENG,MF,Everton,Premier League,23,1998,2.6,4,1.54,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Keinan Davis,ENG,FW,Aston Villa,Premier League,23,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,26,1995,13.3,9,0.68,6,0,0,0,1,2,1,0.08,1,0,0,0,0,0
Craig Dawson,ENG,DF,West Ham,Premier League,31,1990,30.6,11,0.36,6,0,1,4,0,0,5,0.16,3,0,0,2,0,0
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,30,1991,24.5,139,5.68,94,32,3,5,5,0,14,0.57,8,3,2,0,1,0
Konrad De La Fuente,USA,FW,Marseille,Ligue 1,20,2001,8.7,21,2.41,17,0,3,1,0,0,5,0.57,3,0,1,1,0,0
Sebastien De Maio,FRA,DF,Udinese,Serie A,34,1987,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tommaso De Nipoti,ITA,MF,Atalanta,Serie A,18,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodrigo De Paul,ARG,MF,Atlético Madrid,La Liga,27,1994,23.9,85,3.56,57,23,1,1,1,2,5,0.21,4,1,0,0,0,0
Mattia De Sciglio,ITA,DF,Juventus,Serie A,28,1992,13.0,30,2.31,26,2,0,1,1,0,3,0.23,3,0,0,0,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,33,1988,25.5,39,1.53,28,7,0,2,2,0,2,0.08,2,0,0,0,0,0
Saulo Decarli,SUI,DF,Bochum,Bundesliga,29,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Troy Deeney,ENG,FW,Watford,Premier League,33,1988,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,30,1991,15.1,48,3.17,37,0,4,3,2,2,2,0.13,2,0,0,0,0,0
Alessandro Deiola,ITA,MF,Cagliari,Serie A,25,1995,23.7,31,1.31,26,0,0,4,0,1,4,0.17,3,0,0,1,0,0
Romain Del Castillo,FRA,MF,Brest,Ligue 1,25,1996,10.8,29,2.68,20,3,2,2,2,0,8,0.74,5,2,0,0,1,0
Romain Del Castillo,FRA,MF,Rennes,Ligue 1,25,1996,0.3,1,3.21,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Delaine,FRA,DF,Metz,Ligue 1,29,1992,25.7,49,1.90,38,5,4,1,0,1,2,0.08,2,0,0,0,0,0
Thomas Delaney,DEN,MF,Sevilla,La Liga,29,1991,17.2,15,0.87,11,0,0,2,1,1,2,0.12,1,0,0,1,0,0
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,29,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Liam Delap,ENG,FW,Manchester City,Premier League,18,2003,0.1,1,9.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,19,2002,2.9,6,2.06,3,0,1,1,0,1,2,0.69,1,0,1,0,0,0
Filippo Delli Carri,ITA,DF,Salernitana,Serie A,22,1999,3.7,3,0.81,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Andy Delort,ALG,FW,Montpellier,Ligue 1,29,1991,3.0,12,4.01,11,0,0,1,0,0,1,0.33,0,0,0,1,0,0
Andy Delort,ALG,FW,Nice,Ligue 1,29,1991,27.2,67,2.46,49,0,5,5,5,3,10,0.37,7,0,0,1,2,0
Fabian Delph,ENG,MF,Everton,Premier League,31,1989,7.4,5,0.68,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,25,1996,24.5,65,2.65,44,0,6,5,7,3,15,0.61,7,0,2,2,4,0
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,24,1997,15.7,82,5.24,56,12,9,3,2,0,16,1.02,12,3,1,0,0,0
Yusuf Demir,AUT,FW,Barcelona,La Liga,18,2003,2.1,5,2.34,0,3,0,0,2,0,0,0.00,0,0,0,0,0,0
Merih Demiral,TUR,DF,Atalanta,Serie A,23,1998,21.3,8,0.38,3,1,0,4,0,0,3,0.14,0,0,0,3,0,0
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,28,1993,22.8,67,2.94,27,32,3,2,3,0,11,0.48,7,2,1,0,1,0
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,23,1998,9.7,18,1.86,13,0,0,5,0,0,6,0.62,5,0,0,1,0,0
Diego Demme,GER,MF,Napoli,Serie A,29,1991,7.7,18,2.34,14,0,0,1,2,1,1,0.13,1,0,0,0,0,0
Jason Denayer,BEL,DF,Lyon,Ligue 1,26,1995,11.1,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leander Dendoncker,BEL,MF,Wolves,Premier League,26,1995,21.7,28,1.29,26,0,0,1,0,1,8,0.37,6,0,0,1,0,1
Emmanuel Dennis,NGA,FW,Watford,Premier League,23,1997,28.7,91,3.17,54,2,17,8,8,2,12,0.42,7,0,1,2,1,1
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,24,1997,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabio Depaoli,ITA,DF,Hellas Verona,Serie A,24,1997,7.8,11,1.41,9,1,0,0,1,0,1,0.13,1,0,0,0,0,0
Memphis Depay,NED,FW,Barcelona,La Liga,27,1994,20.6,76,3.70,43,18,6,3,6,0,11,0.53,5,1,2,1,2,0
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arthur Desmas,FRA,GK,Clermont Foot,Ligue 1,27,1994,14.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergiño Dest,USA,DF,Barcelona,La Liga,20,2000,16.8,39,2.32,30,1,7,0,1,0,3,0.18,3,0,0,0,0,0
Mattia Destro,ITA,FW,Genoa,Serie A,30,1991,19.4,24,1.24,16,0,3,3,2,0,4,0.21,2,0,1,0,1,0
Gerard Deulofeu,ESP,FW,Udinese,Serie A,27,1994,29.1,137,4.71,82,35,7,7,5,1,11,0.38,6,2,0,2,1,0
Kiernan Dewsbury-Hall,ENG,MF,Leicester City,Premier League,22,1998,23.4,66,2.82,49,3,4,3,5,2,6,0.26,5,1,0,0,0,0
Jacopo Dezi,ITA,MF,Venezia,Serie A,29,1992,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,32,1988,0.4,1,2.50,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Federico Di Francesco,ITA,FW,Empoli,Serie A,27,1994,15.2,40,2.63,30,1,1,3,4,1,5,0.33,2,1,0,1,1,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,27,1993,31.9,65,2.04,56,2,3,3,1,0,7,0.22,4,1,0,2,0,0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,33,1988,18.3,95,5.20,69,14,6,3,2,1,13,0.71,12,0,0,0,1,0
Francesco Di Mariano,ITA,FW,Venezia,Serie A,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Francesco Di Tacchio,ITA,MF,Salernitana,Serie A,31,1990,13.9,9,0.65,7,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Boulaye Dia,SEN,FW,Villarreal,La Liga,24,1996,14.1,32,2.27,24,0,3,2,0,3,7,0.50,5,0,1,1,0,0
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,22,1999,30.7,103,3.36,85,7,8,1,1,1,16,0.52,15,0,0,1,0,0
Yadaly Diaby,FRA,FW,Clermont Foot,Ligue 1,20,2000,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,24,1996,21.6,9,0.42,6,0,1,0,1,1,1,0.05,1,0,0,0,0,0
Ibrahim Diakité,GUI,MF,Reims,Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,25,1996,9.7,5,0.51,5,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Habib Diallo,SEN,FW,Strasbourg,Ligue 1,26,1995,17.1,33,1.93,23,0,4,4,2,0,9,0.53,5,0,2,1,1,0
Ibrahima Diallo,FRA,MF,Southampton,Premier League,22,1999,11.4,29,2.55,25,0,2,0,1,1,4,0.35,4,0,0,0,0,0
Mouhamadou Diarra,SEN,MF,Strasbourg,Ligue 1,17,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stéphane Diarra,FRA,FW,Lorient,Ligue 1,22,1998,5.8,30,5.14,16,2,2,5,3,2,4,0.69,0,0,0,1,2,1
Rúben Dias,POR,DF,Manchester City,Premier League,24,1997,26.7,30,1.12,26,0,0,3,0,1,6,0.22,4,0,0,2,0,0
Krepin Diatta,SEN,MF,Monaco,Ligue 1,22,1999,3.2,6,1.89,5,0,0,0,0,1,1,0.32,1,0,0,0,0,0
Amadou Diawara,GUI,MF,Roma,Serie A,24,1997,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Brahim Díaz,ESP,MF,Milan,Serie A,21,1999,20.6,68,3.30,52,2,5,3,3,3,10,0.49,7,1,0,2,0,0
Javier Díaz,ESP,GK,Sevilla,La Liga,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luis Díaz,COL,FW,Liverpool,Premier League,24,1997,10.6,49,4.60,34,0,10,3,0,2,4,0.38,3,0,0,1,0,0
Víctor Díaz,ESP,DF,Granada,La Liga,33,1988,16.7,11,0.66,11,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Daniel Didavi,GER,FW,Stuttgart,Bundesliga,31,1990,3.1,12,3.90,9,0,2,0,1,0,1,0.32,1,0,0,0,0,0
Bamba Dieng,SEN,FW,Marseille,Ligue 1,21,2000,10.8,19,1.75,10,0,1,4,2,2,6,0.55,2,0,1,0,2,1
Eric Dier,ENG,DF,Tottenham,Premier League,27,1994,34.1,28,0.82,22,0,0,4,0,2,4,0.12,2,0,0,2,0,0
Elhadji Dieye,SEN,MF,Saint-Étienne,Ligue 1,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Digne,FRA,DF,Everton,Premier League,28,1993,13.0,33,2.54,22,9,1,0,1,0,0,0.00,0,0,0,0,0,0
Lucas Digne,FRA,DF,Aston Villa,Premier League,28,1993,14.1,46,3.26,33,12,1,0,0,0,7,0.50,6,1,0,0,0,0
Mitchell Dijks,NED,DF,Bologna,Serie A,28,1993,7.7,13,1.69,9,2,1,0,1,0,1,0.13,1,0,0,0,0,0
Javairô Dilrosun,NED,MF,Bordeaux,Ligue 1,23,1998,19.2,70,3.64,40,17,6,4,3,0,11,0.57,4,3,3,1,0,0
Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,23,1998,1.5,1,0.65,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Federico Dimarco,ITA,DF,Inter,Serie A,23,1997,15.9,81,5.10,40,28,3,7,1,2,6,0.38,1,3,0,2,0,0
Landry Dimata,BEL,FW,Espanyol,La Liga,23,1997,6.0,16,2.66,11,0,1,0,3,1,0,0.00,0,0,0,0,0,0
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,27,1993,30.8,3,0.10,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Junior Dina Ebimbe,FRA,MF,Paris S-G,Ligue 1,20,2000,3.5,3,0.85,3,0,0,0,0,0,1,0.28,1,0,0,0,0,0
Tristan Dingomé,CMR,MF,Troyes,Ligue 1,30,1991,12.0,31,2.59,19,8,2,1,1,0,7,0.58,4,1,1,0,1,0
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,20,2001,6.4,5,0.78,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Issa Diop,FRA,DF,West Ham,Premier League,24,1997,10.7,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0
Sofiane Diop,FRA,MF,Monaco,Ligue 1,21,2000,21.6,78,3.60,50,14,5,2,6,1,12,0.55,10,0,0,1,1,0
Andy Diouf,FRA,MF,Rennes,Ligue 1,18,2003,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi,FRA,DF,Monaco,Ligue 1,23,1998,30.2,12,0.40,10,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Filippo Distefano,ITA,FW,Fiorentina,Serie A,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matías Dituro,ARG,GK,Celta Vigo,La Liga,34,1987,38.0,2,0.05,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tiago Djaló,POR,DF,Lille,Ligue 1,21,2000,25.9,20,0.77,15,2,1,0,0,2,3,0.12,2,0,1,0,0,0
Djené,TOG,DF,Getafe,La Liga,29,1991,34.6,26,0.75,20,0,2,1,1,2,4,0.12,4,0,0,0,0,0
Moussa Djenepo,MLI,MF,Southampton,Premier League,23,1998,5.1,16,3.15,12,0,2,1,1,0,1,0.20,1,0,0,0,0,0
Koffi Djidji,CIV,DF,Torino,Serie A,28,1992,19.3,12,0.62,12,0,0,0,0,0,2,0.10,2,0,0,0,0,0
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,26,1994,29.9,22,0.73,21,0,0,0,0,1,2,0.07,2,0,0,0,0,0
Bryan Djile Nokoué,CMR,DF,Saint-Étienne,Ligue 1,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,28,1993,25.1,21,0.84,16,0,1,3,0,1,1,0.04,1,0,0,0,0,0
Ouparine Djoco,SEN,GK,Clermont Foot,Ligue 1,23,1998,23.5,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Naïs Djouahra,FRA,FW,Real Sociedad,La Liga,21,1999,2.4,8,3.29,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Marko Dmitrović,SRB,GK,Sevilla,La Liga,29,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lewis Dobbin,ENG,FW,Everton,Premier League,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matt Doherty,IRL,DF,Tottenham,Premier League,29,1992,9.7,23,2.37,19,0,1,3,0,0,4,0.41,4,0,0,0,0,0
Jeremy Doku,BEL,FW,Rennes,Ligue 1,19,2002,5.2,23,4.41,16,0,4,1,2,0,4,0.77,3,0,1,0,0,0
Kasper Dolberg,DEN,FW,Nice,Ligue 1,23,1997,16.6,29,1.75,22,0,0,4,2,1,3,0.18,2,0,0,1,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,30,1990,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Brandon Domingues,FRA,MF,Troyes,Ligue 1,21,2000,2.6,8,3.12,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,20,2001,3.8,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mario Dominguez,ESP,FW,Valencia,La Liga,17,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,23,1998,22.4,55,2.46,44,1,0,6,1,3,5,0.22,4,0,0,0,0,1
John Donald,ESP,DF,Elche,La Liga,20,2000,2.0,3,1.50,1,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Lee Dongjun,KOR,MF,Hertha BSC,Bundesliga,24,1997,1.3,2,1.53,1,0,0,1,0,0,1,0.76,1,0,0,0,0,0
Anastasios Donis,GRE,FW,Reims,Ligue 1,24,1996,4.1,5,1.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,22,1999,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,23,1998,25.8,34,1.32,21,6,0,1,1,5,3,0.12,3,0,0,0,0,0
Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,23,1997,34.0,22,0.65,20,0,0,1,0,1,1,0.03,1,0,0,0,0,0
Jodel Dossou,BEN,FW,Clermont Foot,Ligue 1,29,1992,22.3,55,2.47,36,0,9,4,5,1,4,0.18,1,0,2,1,0,0
Lohann Doucet,FRA,MF,Nantes,Ligue 1,18,2002,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,28,1993,28.2,53,1.88,48,0,2,2,0,1,7,0.25,5,0,1,1,0,0
Cheick Doucouré,MLI,MF,Lens,Ligue 1,21,2000,32.7,86,2.63,74,0,2,3,3,4,7,0.21,5,0,0,2,0,0
Fodé Doucouré,MLI,DF,Reims,Ligue 1,20,2001,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ismaël Doukouré,FRA,DF,Strasbourg,Ligue 1,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kamory Doumbia,MLI,MF,Reims,Ligue 1,18,2003,3.9,8,2.05,6,2,0,0,0,0,1,0.26,1,0,0,0,0,0
Moussa Doumbia,MLI,FW,Reims,Ligue 1,26,1994,1.0,5,5.23,4,0,0,1,0,0,2,2.09,2,0,0,0,0,0
Souleyman Doumbia,CIV,DF,Angers,Ligue 1,24,1996,24.7,35,1.42,29,0,3,0,2,1,2,0.08,2,0,0,0,0,0
Kieran Dowell,ENG,FW,Norwich City,Premier League,23,1997,10.1,23,2.27,18,5,0,0,0,0,1,0.10,1,0,0,0,0,0
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,23,1997,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Radu Drăgușin,ROU,DF,Sampdoria,Serie A,19,2002,6.9,4,0.58,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Radu Drăgușin,ROU,DF,Salernitana,Serie A,19,2002,5.4,2,0.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cody Drameh,ENG,DF,Leeds United,Premier League,19,2001,1.4,2,1.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Julian Draxler,GER,FW,Paris S-G,Ligue 1,27,1993,6.1,16,2.63,14,1,1,0,0,0,2,0.33,2,0,0,0,0,0
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,32,1989,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Domingos Duarte,POR,DF,Granada,La Liga,26,1995,18.7,7,0.37,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte,CRC,DF,Levante,La Liga,32,1989,19.7,4,0.20,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Rubén Duarte,ESP,DF,Alavés,La Liga,25,1995,29.1,46,1.58,27,14,0,0,2,3,6,0.21,3,2,0,0,1,0
Leo Dubois,FRA,DF,Lyon,Ligue 1,26,1994,19.4,40,2.07,31,5,0,3,1,0,4,0.21,2,0,0,1,1,0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,32,1989,26.0,2,0.08,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Ondrej Duda,SVK,MF,Köln,Bundesliga,26,1994,17.9,62,3.46,37,6,10,3,4,2,1,0.06,0,0,1,0,0,0
Jeremy Dudziak,TUN,MF,Greuther Fürth,Bundesliga,25,1995,12.6,28,2.22,18,2,2,2,4,0,3,0.24,0,0,1,0,2,0
Shane Duffy,IRL,DF,Brighton,Premier League,29,1992,16.0,8,0.50,6,0,0,2,0,0,2,0.13,1,0,0,1,0,0
Unai Dufur,ESP,DF,Osasuna,La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Denzel Dumfries,NED,DF,Inter,Serie A,25,1996,22.5,55,2.44,42,2,5,4,2,0,6,0.27,4,1,0,0,1,0
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,29,1991,2.2,1,0.45,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,28,1993,21.5,48,2.24,39,1,1,1,1,5,5,0.23,5,0,0,0,0,0
Lewis Dunk,ENG,DF,Brighton,Premier League,29,1991,28.6,15,0.52,11,1,0,3,0,0,2,0.07,1,1,0,0,0,0
Milan Đurić,BIH,FW,Salernitana,Serie A,31,1990,24.1,56,2.33,43,0,1,7,5,0,8,0.33,5,0,0,2,1,0
Filip Đuričić,SRB,MF,Sassuolo,Serie A,29,1992,7.5,23,3.08,19,0,2,1,0,1,2,0.27,2,0,0,0,0,0
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,29,1992,5.3,6,1.14,6,0,0,0,0,0,2,0.38,2,0,0,0,0,0
Hugo Duro,ESP,FW,Valencia,La Liga,21,1999,20.4,32,1.57,21,0,3,1,6,1,7,0.34,2,0,1,1,2,1
Hugo Duro,ESP,DF,Getafe,La Liga,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,24,1997,33.4,47,1.41,40,3,3,0,1,0,6,0.18,6,0,0,0,0,0
Paulo Dybala,ARG,FW,Juventus,Serie A,27,1993,22.9,95,4.15,64,11,6,3,8,3,12,0.52,10,2,0,0,0,0
Edin Džeko,BIH,FW,Inter,Serie A,35,1986,27.4,89,3.24,72,0,6,6,5,0,15,0.55,12,0,0,2,1,0
Enzo Ebosse,CMR,DF,Angers,Ligue 1,22,1999,21.0,24,1.14,17,1,1,0,5,0,0,0.00,0,0,0,0,0,0
Tyronne Ebuehi,NGA,DF,Venezia,Serie A,25,1995,12.6,16,1.27,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Éderson,BRA,MF,Salernitana,Serie A,22,1999,12.7,28,2.20,18,0,0,1,7,2,2,0.16,1,0,0,0,1,0
Ederson,BRA,GK,Manchester City,Premier League,27,1993,37.0,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,23,1998,17.4,39,2.24,26,0,4,5,0,4,3,0.17,2,0,0,1,0,0
CJ Egan-Riley,ENG,DF,Manchester City,Premier League,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,24,1996,24.4,49,2.01,41,2,0,2,2,2,6,0.25,5,0,0,0,1,0
Lilian Egloff,GER,FW,Stuttgart,Bundesliga,18,2002,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,26,1995,7.6,12,1.59,12,0,0,0,0,0,2,0.26,2,0,0,0,0,0
Julian Eitschberger,GER,DF,Hertha BSC,Bundesliga,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Albin Ekdal,SWE,MF,Sampdoria,Serie A,32,1989,18.2,17,0.93,14,0,0,1,2,0,0,0.00,0,0,0,0,0,0
Hugo Ekitike,FRA,FW,Reims,Ligue 1,19,2002,14.1,38,2.69,22,1,9,3,3,0,9,0.64,4,0,2,2,1,0
Jurgen Ekkelenkamp,NED,MF,Hertha BSC,Bundesliga,21,2000,8.0,15,1.88,12,0,0,1,1,1,0,0.00,0,0,0,0,0,0
