Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,22,1999,8.1,25,3.07,18,0,0,2,3,2,3,0.37,2,0,0,0,0,1
Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,20,2001,24.3,39,1.61,31,0,3,0,3,2,2,0.08,1,0,0,0,1,0
Youssouf Koné,MLI,DF,Troyes,Ligue 1,26,1995,10.9,10,0.92,9,0,1,0,0,0,1,0.09,1,0,0,0,0,0
Ezri Konsa,ENG,DF,Aston Villa,Premier League,23,1997,27.5,10,0.36,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Teun Koopmeiners,NED,MF,Atalanta,Serie A,23,1998,23.6,83,3.51,60,13,6,3,1,0,5,0.21,5,0,0,0,0,0
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,35,1985,10.4,5,0.48,5,0,0,0,0,0,1,0.10,1,0,0,0,0,0
Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,20,2001,19.9,9,0.45,9,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,28,1992,28.0,130,4.64,68,50,1,8,2,1,12,0.43,7,4,0,1,0,0
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,24,1996,33.0,56,1.70,40,1,7,2,4,2,7,0.21,6,0,1,0,0,0
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,30,1991,26.7,20,0.75,13,0,1,2,1,3,4,0.15,2,0,0,1,0,1
Jules Koundé,FRA,DF,Sevilla,La Liga,22,1998,30.4,34,1.12,30,0,1,1,2,0,2,0.07,2,0,0,0,0,0
Christos Kourfalidis,GRE,MF,Cagliari,Serie A,18,2002,0.2,2,10.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,24,1997,29.6,12,0.41,7,0,1,3,0,1,0,0.00,0,0,0,0,0,0
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,31,1989,21.9,17,0.78,14,0,2,0,0,1,1,0.05,1,0,0,0,0,0
Mateo Kovačić,CRO,MF,Chelsea,Premier League,27,1994,17.3,58,3.35,50,0,2,3,3,0,6,0.35,6,0,0,0,0,0
Viktor Kovalenko,UKR,MF,Spezia,Serie A,25,1996,14.7,23,1.56,18,3,1,0,1,0,4,0.27,4,0,0,0,0,0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,26,1994,18.2,13,0.72,7,4,1,1,0,0,1,0.06,1,0,0,0,0,0
Alex Král,CZE,MF,West Ham,Premier League,23,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,30,1991,30.1,84,2.79,61,6,3,8,5,1,11,0.37,11,0,0,0,0,0
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,30,1991,8.3,10,1.20,8,0,0,0,1,1,0,0.00,0,0,0,0,0,0
Jean-Philippe Krasso,CIV,FW,Saint-Étienne,Ligue 1,24,1997,5.0,10,1.99,5,0,2,1,2,0,3,0.60,2,0,0,1,0,0
Julian Kristoffersen,NOR,FW,Salernitana,Serie A,24,1997,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Toni Kroos,GER,MF,Real Madrid,La Liga,31,1990,23.4,84,3.59,55,26,2,0,0,1,4,0.17,3,1,0,0,0,0
Florian Krüger,GER,FW,Arminia,Bundesliga,22,1999,12.5,21,1.67,20,0,0,1,0,0,2,0.16,2,0,0,0,0,0
Tim Krul,NED,GK,Norwich City,Premier League,33,1988,29.0,5,0.17,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Rade Krunić,BIH,MF,Milan,Serie A,27,1993,15.7,38,2.42,29,1,1,3,2,2,4,0.25,1,0,0,2,0,1
Max Kruse,GER,FW,Wolfsburg,Bundesliga,33,1988,12.5,26,2.07,21,0,2,2,1,0,3,0.24,2,0,0,0,1,0
Max Kruse,GER,FW,Union Berlin,Bundesliga,33,1988,14.1,55,3.90,39,5,2,7,1,1,10,0.71,7,0,0,3,0,0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,28,1992,25.9,28,1.08,23,1,0,1,2,1,2,0.08,2,0,0,0,0,0
Takefusa Kubo,JPN,FW,Mallorca,La Liga,20,2001,17.8,69,3.87,43,6,5,2,12,1,4,0.22,3,0,0,0,1,0
Juraj Kucka,SVK,MF,Watford,Premier League,34,1987,21.3,37,1.73,23,0,5,2,5,2,2,0.09,1,0,0,0,1,0
Mykola Kukharevych,UKR,FW,Troyes,Ligue 1,20,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dejan Kulusevski,SWE,MF,Tottenham,Premier League,21,2000,14.0,47,3.35,35,0,6,5,1,0,14,1.00,10,0,3,1,0,0
Dejan Kulusevski,SWE,FW,Juventus,Serie A,21,2000,8.6,23,2.68,15,0,3,2,2,1,5,0.58,3,0,2,0,0,0
Marash Kumbulla,ALB,DF,Roma,Serie A,21,2000,11.4,4,0.35,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabian Kunze,GER,MF,Arminia,Bundesliga,23,1998,14.0,15,1.07,10,0,2,0,3,0,0,0.00,0,0,0,0,0,0
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,24,1997,22.2,27,1.21,22,3,1,0,0,1,0,0.00,0,0,0,0,0,0
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,25,1995,4.4,11,2.50,9,0,0,1,1,0,1,0.23,1,0,0,0,0,0
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,25,1996,21.9,58,2.64,42,4,6,0,5,1,10,0.46,7,1,0,0,2,0
Andrea La Mantia,ITA,FW,Empoli,Serie A,30,1991,5.4,11,2.03,9,0,0,1,1,0,1,0.18,0,0,0,0,1,0
Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,27,1994,30.3,73,2.41,55,1,2,12,1,2,18,0.59,14,0,1,3,0,0
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,27,1994,3.8,8,2.11,5,0,1,1,0,1,0,0.00,0,0,0,0,0,0
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,30,1991,19.8,65,3.28,43,0,7,4,9,2,9,0.45,6,0,0,1,1,1
Tom Lacoux,FRA,DF,Bordeaux,Ligue 1,19,2002,10.1,12,1.19,6,1,0,0,2,3,3,0.30,1,1,0,0,0,1
Lenny Lacroix,FRA,DF,Metz,Ligue 1,18,2003,2.2,2,0.90,1,0,0,1,0,0,1,0.45,0,0,0,1,0,0
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,21,2000,27.7,22,0.79,17,1,0,2,0,2,0,0.00,0,0,0,0,0,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,22,1999,38.0,2,0.05,1,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,31,1989,33.8,7,0.21,3,3,0,1,0,0,2,0.06,0,1,0,1,0,0
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,24,1997,13.8,33,2.40,27,0,3,2,1,0,6,0.44,4,0,1,1,0,0
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,28,1992,16.3,32,1.96,27,0,1,0,4,0,7,0.43,5,0,1,0,1,0
Diego Lainez,MEX,FW,Betis,La Liga,21,2000,1.6,4,2.57,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Adam Lallana,ENG,MF,Brighton,Premier League,33,1988,17.3,27,1.56,23,0,1,0,2,1,3,0.17,3,0,0,0,0,0
Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,31,1990,13.0,6,0.46,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Érik Lamela,ARG,FW,Sevilla,La Liga,29,1992,11.3,35,3.10,31,1,1,0,1,1,4,0.35,4,0,0,0,0,0
Mohamed Lamine Bayo,GUI,FW,Clermont Foot,Ligue 1,23,1998,26.8,59,2.20,43,0,9,5,1,1,11,0.41,7,0,1,2,0,1
Didier Lamkel Zé,CMR,FW,Metz,Ligue 1,24,1996,6.7,15,2.23,9,0,2,1,3,0,0,0.00,0,0,0,0,0,0
Sam Lammers,NED,FW,Atalanta,Serie A,24,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sam Lammers,NED,FW,Eint Frankfurt,Bundesliga,24,1997,5.7,7,1.22,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Tariq Lamptey,GHA,DF,Brighton,Premier League,20,2000,17.3,47,2.71,33,0,4,3,4,3,2,0.12,2,0,0,0,0,0
Manuel Lanzini,ARG,MF,West Ham,Premier League,28,1993,19.8,55,2.77,45,5,2,0,2,1,10,0.50,6,1,1,0,1,1
Aymeric Laporte,ESP,DF,Manchester City,Premier League,27,1994,31.4,30,0.95,26,0,0,3,1,0,4,0.13,2,0,0,1,1,0
Julien Laporte,FRA,DF,Lorient,Ligue 1,27,1993,32.1,10,0.31,8,1,0,0,0,1,1,0.03,1,0,0,0,0,0
Yasser Larouci,ALG,DF,Troyes,Ligue 1,20,2001,3.8,11,2.90,6,0,1,0,3,1,1,0.26,0,0,0,0,1,0
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,28,1992,13.2,32,2.43,21,0,2,5,2,2,7,0.53,6,0,0,0,1,0
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,27,1993,22.9,6,0.26,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0
Bryan Lasme,FRA,FW,Arminia,Bundesliga,22,1998,9.7,19,1.95,14,0,2,1,2,0,0,0.00,0,0,0,0,0,0
Paul Lasne,FRA,MF,Brest,Ligue 1,32,1989,9.4,19,2.02,14,1,0,0,2,2,2,0.21,1,1,0,0,0,0
Latasa,ESP,FW,Real Madrid,La Liga,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Toni Lato,ESP,DF,Valencia,La Liga,23,1997,6.6,10,1.53,9,0,0,0,1,0,1,0.15,1,0,0,0,0,0
Armand Lauriente,FRA,FW,Lorient,Ligue 1,22,1998,27.5,85,3.09,52,5,8,11,6,3,7,0.25,3,0,2,2,0,0
Darko Lazović,SRB,DF,Hellas Verona,Serie A,30,1990,30.7,75,2.44,65,4,3,3,0,0,9,0.29,9,0,0,0,0,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,27,1993,18.5,33,1.78,22,2,4,0,3,2,12,0.65,6,1,2,0,2,1
Théo Le Bris,FRA,MF,Lorient,Ligue 1,18,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,23,1998,16.1,22,1.37,18,0,0,1,2,1,3,0.19,3,0,0,0,0,0
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,21,2000,24.4,93,3.81,54,24,3,3,5,4,4,0.16,2,1,0,0,1,0
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,31,1989,34.0,60,1.76,49,5,1,2,1,2,5,0.15,4,0,0,1,0,0
Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,31,1989,9.6,4,0.42,3,0,0,0,0,1,1,0.10,1,0,0,0,0,0
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,24,1996,37.0,6,0.16,3,1,0,2,0,0,2,0.05,2,0,0,0,0,0
Patrick Leal,USA,MF,Venezia,Serie A,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rafael Leão,POR,FW,Milan,Serie A,22,1999,28.9,105,3.63,63,0,24,7,7,4,21,0.73,14,0,5,0,1,1
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,35,1985,25.7,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,28,1993,38.0,5,0.13,3,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Pierre Lees-Melou,FRA,MF,Norwich City,Premier League,28,1993,25.2,52,2.07,44,1,1,1,1,4,1,0.04,0,0,0,0,1,0
Wu Lei,CHN,FW,Espanyol,La Liga,29,1991,5.3,11,2.09,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Maxim Leitsch,GER,DF,Bochum,Bundesliga,23,1998,17.1,8,0.47,6,0,0,1,0,1,2,0.12,2,0,0,0,0,0
Lucas Leiva,BRA,MF,Lazio,Serie A,34,1987,18.9,21,1.11,16,1,0,0,1,3,4,0.21,3,0,0,0,0,1
Florian Lejeune,FRA,DF,Alavés,La Liga,30,1991,30.0,10,0.33,8,1,0,0,0,1,1,0.03,1,0,0,0,0,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,28,1993,21.4,32,1.50,23,6,1,1,0,1,4,0.19,2,0,1,0,0,1
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,25,1995,16.0,62,3.87,44,7,3,5,3,0,11,0.69,7,1,1,2,0,0
Félix Lemaréchal,CIV,MF,Monaco,Ligue 1,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mario Lemina,GAB,MF,Nice,Ligue 1,27,1993,21.9,27,1.24,23,0,0,0,3,1,3,0.14,2,0,0,0,1,0
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,34,1987,12.4,18,1.45,17,1,0,0,0,0,1,0.08,1,0,0,0,0,0
Tim Lemperle,GER,FW,Köln,Bundesliga,19,2002,1.7,11,6.64,9,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Ruben Lendinez,ESP,DF,Valencia,La Liga,18,2003,1.5,2,1.31,1,0,0,1,0,0,1,0.66,1,0,0,0,0,0
Clément Lenglet,FRA,DF,Barcelona,La Liga,26,1995,9.2,6,0.65,6,0,0,0,0,0,2,0.22,2,0,0,0,0,0
Aaron Lennon,ENG,MF,Burnley,Premier League,34,1987,17.2,32,1.86,20,0,5,1,6,0,5,0.29,1,0,2,0,2,0
Bernd Leno,GER,GK,Arsenal,Premier League,29,1992,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,26,1994,7.4,20,2.71,12,8,0,0,0,0,1,0.14,0,1,0,0,0,0
Léo Leroy,FRA,MF,Montpellier,Ligue 1,21,2000,7.0,8,1.15,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,32,1988,32.7,104,3.18,67,1,13,12,9,2,15,0.46,10,0,1,3,1,0
Jamie Leweling,GER,FW,Greuther Fürth,Bundesliga,20,2001,21.8,40,1.84,21,1,5,3,7,3,2,0.09,1,0,0,0,1,0
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,23,1998,2.9,2,0.69,2,0,0,0,0,0,1,0.34,1,0,0,0,0,0
Luca Lezzerini,ITA,GK,Venezia,Serie A,26,1995,5.5,1,0.18,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ben Lhassine Kone,CIV,MF,Torino,Serie A,21,2000,0.9,2,2.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,18,2003,0.8,1,1.25,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Dimitri Liénard,FRA,DF,Strasbourg,Ligue 1,33,1988,22.7,62,2.73,33,23,0,3,2,1,7,0.31,5,0,0,1,1,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,25,1996,31.9,15,0.47,10,0,0,4,1,0,1,0.03,0,0,0,1,0,0
Matthijs de Ligt,NED,DF,Juventus,Serie A,21,1999,29.7,19,0.64,13,0,0,2,1,3,1,0.03,1,0,0,0,0,0
Isaac Lihadji,FRA,MF,Lille,Ligue 1,19,2002,2.6,19,7.18,13,1,2,1,2,0,4,1.51,3,0,0,0,1,0
Anderson Lima,BRA,MF,Lazio,Serie A,21,1999,0.7,1,1.38,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Andreas Linde,SWE,GK,Greuther Fürth,Bundesliga,28,1993,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,27,1994,26.2,10,0.38,10,0,0,0,0,0,3,0.11,3,0,0,0,0,0
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,21,2000,22.0,75,3.42,48,9,8,4,3,3,4,0.18,2,1,0,1,0,0
Karol Linetty,POL,MF,Torino,Serie A,26,1995,10.0,35,3.52,28,2,1,3,0,1,2,0.20,2,0,0,0,0,0
Jesse Lingard,ENG,FW,Manchester Utd,Premier League,28,1992,4.1,15,3.68,12,0,0,2,1,0,1,0.25,0,0,0,1,0,0
Pol Lirola,ESP,DF,Marseille,Ligue 1,23,1997,19.7,47,2.39,43,2,1,1,0,0,4,0.20,4,0,0,0,0,0
Valentino Livramento,ENG,DF,Southampton,Premier League,18,2002,24.5,40,1.63,37,0,1,0,2,0,2,0.08,1,0,0,0,1,0
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,23,1997,21.9,70,3.20,59,0,3,4,2,2,5,0.23,4,0,0,1,0,0
Javier Llabrés,NULL,FW,Mallorca,La Liga,,,1.5,4,2.73,2,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Diego Llorente,ESP,DF,Leeds United,Premier League,27,1993,26.0,6,0.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcos Llorente,ESP,DF,Atlético Madrid,La Liga,26,1995,27.2,41,1.51,37,2,1,0,1,0,4,0.15,4,0,0,0,0,0
Hugo Lloris,FRA,GK,Tottenham,Premier League,34,1986,38.0,6,0.16,6,0,0,0,0,0,2,0.05,2,0,0,0,0,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,25,1996,2.6,10,3.78,5,2,0,1,2,0,0,0.00,0,0,0,0,0,0
Giovani Lo Celso,ARG,MF,Villarreal,La Liga,25,1996,11.0,35,3.17,24,4,2,3,2,0,2,0.18,0,1,0,0,1,0
Julen Lobete,ESP,FW,Real Sociedad,La Liga,20,2000,3.2,3,0.95,1,0,0,0,2,0,1,0.32,0,0,0,0,1,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,26,1994,18.7,33,1.76,31,0,0,0,2,0,2,0.11,1,0,0,0,1,0
Jürgen Locadia,NED,FW,Bochum,Bundesliga,27,1993,4.9,20,4.05,12,0,1,4,2,1,4,0.81,3,0,0,1,0,0
Jürgen Locadia,NED,FW,Brighton,Premier League,27,1993,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manuel Locatelli,ITA,MF,Juventus,Serie A,23,1998,24.0,57,2.37,52,0,1,3,0,1,9,0.37,8,0,0,1,0,0
Banzouzi Locko,FRA,DF,Reims,Ligue 1,19,2002,11.2,17,1.51,13,1,1,0,0,2,6,0.53,5,1,0,0,0,0
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,23,1998,13.1,18,1.37,17,0,0,0,1,0,2,0.15,2,0,0,0,0,0
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,25,1996,15.5,52,3.36,39,0,3,4,3,3,7,0.45,4,0,0,2,0,1
Kevin Long,IRL,DF,Burnley,Premier League,30,1990,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Shane Long,IRL,FW,Southampton,Premier League,34,1987,3.4,5,1.46,2,0,0,0,3,0,0,0.00,0,0,0,0,0,0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,23,1997,16.3,24,1.48,20,1,0,1,0,2,4,0.25,3,0,0,0,0,1
Ademola Lookman,NGA,FW,Leicester City,Premier League,23,1997,16.1,40,2.48,30,1,4,2,2,1,2,0.12,1,0,0,0,1,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,30,1990,33.1,5,0.15,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
David López,ESP,MF,Espanyol,La Liga,31,1989,8.3,12,1.45,10,1,0,1,0,0,1,0.12,1,0,0,0,0,0
Diego López,ESP,GK,Espanyol,La Liga,39,1981,35.3,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Javi López,ESP,DF,Alavés,La Liga,19,2002,5.1,6,1.17,4,1,1,0,0,0,1,0.19,1,0,0,0,0,0
Maxime Lopez,FRA,MF,Sassuolo,Serie A,23,1997,32.6,93,2.85,82,0,5,2,1,3,7,0.21,7,0,0,0,0,0
Pau López,ESP,GK,Marseille,Ligue 1,26,1994,29.0,4,0.14,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Unai López,ESP,MF,Rayo Vallecano,La Liga,25,1995,12.9,46,3.57,30,9,2,1,3,1,2,0.16,1,1,0,0,0,0
Dion Lopy,SEN,MF,Reims,Ligue 1,19,2002,18.2,22,1.21,17,1,4,0,0,0,1,0.05,1,0,0,0,0,0
Samuel Loric,FRA,DF,Lorient,Ligue 1,21,2000,3.0,2,0.67,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Anthony Losilla,FRA,MF,Bochum,Bundesliga,35,1986,32.6,39,1.20,30,0,1,4,1,3,1,0.03,1,0,0,0,0,0
Jonas Lössl,DEN,GK,Brentford,Premier League,32,1989,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,20,2001,9.8,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Lotomba,SUI,DF,Nice,Ligue 1,22,1998,19.8,32,1.62,26,1,4,1,0,0,3,0.15,3,0,0,0,0,0
Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Imran Louza,MAR,MF,Watford,Premier League,22,1999,15.7,30,1.91,13,11,1,2,1,2,1,0.06,1,0,0,0,0,0
Matteo Lovato,ITA,DF,Cagliari,Serie A,21,2000,13.8,5,0.36,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Matteo Lovato,ITA,DF,Atalanta,Serie A,21,2000,3.4,3,0.89,3,0,0,0,0,0,1,0.30,1,0,0,0,0,0
Eduard Löwen,GER,MF,Bochum,Bundesliga,24,1997,15.7,59,3.75,34,18,0,5,2,0,3,0.19,0,2,0,1,0,0
Matthew Lowton,ENG,DF,Burnley,Premier League,32,1989,19.7,33,1.68,25,4,0,1,2,1,2,0.10,1,0,0,1,0,0
Anthony Lozano,HON,FW,Cádiz,La Liga,28,1993,18.6,36,1.94,20,0,3,6,6,1,9,0.48,3,0,1,2,2,1
Hirving Lozano,MEX,FW,Napoli,Serie A,26,1995,17.9,59,3.29,48,0,4,2,4,1,11,0.61,8,0,1,0,2,0
Jean Lucas,BRA,MF,Monaco,Ligue 1,23,1998,16.1,35,2.18,16,10,6,1,0,2,2,0.12,2,0,0,0,0,0
Anderson Lucoqui,ANG,DF,Mainz 05,Bundesliga,24,1997,8.3,12,1.45,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Florentino Luís,POR,MF,Getafe,La Liga,21,1999,11.0,16,1.45,14,0,0,0,0,2,1,0.09,1,0,0,0,0,0
José Luis Gayà,ESP,DF,Valencia,La Liga,26,1995,20.8,39,1.88,33,3,0,0,1,2,8,0.38,7,0,0,0,1,0
José Luis Morales,ESP,FW,Levante,La Liga,34,1987,30.2,100,3.31,59,9,17,6,4,5,13,0.43,7,1,3,1,1,0
José Luis Palomino,ARG,DF,Atalanta,Serie A,31,1990,29.7,16,0.54,14,0,0,1,0,1,2,0.07,1,0,0,0,0,1
Luismi,ESP,FW,Sevilla,La Liga,20,2001,0.1,1,6.92,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,23,1998,30.2,75,2.49,46,19,1,3,6,0,8,0.27,3,2,0,2,1,0
Romelu Lukaku,BEL,FW,Chelsea,Premier League,28,1993,17.7,44,2.49,30,0,4,2,6,2,5,0.28,0,0,1,0,3,1
Castello Lukeba,FRA,DF,Lyon,Ligue 1,18,2002,23.3,9,0.39,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,23,1997,2.0,2,1.02,0,0,0,0,2,0,1,0.51,0,0,0,0,1,0
Dodi Lukebakio,BEL,FW,Wolfsburg,Bundesliga,23,1997,9.8,29,2.96,16,0,9,1,3,0,7,0.71,5,0,2,0,0,0
Saša Lukić,SRB,MF,Torino,Serie A,24,1996,33.1,75,2.26,52,10,3,2,5,3,8,0.24,5,0,1,0,0,2
Levi Lumeka,ENG,DF,Troyes,Ligue 1,22,1998,0.7,1,1.34,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,22,1999,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,29,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastiano Luperto,ITA,DF,Empoli,Serie A,24,1996,21.8,16,0.74,14,1,0,0,0,1,2,0.09,2,0,0,0,0,0
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,34,1987,27.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lyanco,BRA,DF,Southampton,Premier League,24,1997,10.1,9,0.89,6,0,0,1,0,2,1,0.10,1,0,0,0,0,0
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,27,1993,20.2,19,0.94,10,8,0,1,0,0,0,0.00,0,0,0,0,0,0
Yannis M'Bemba,FRA,DF,Nantes,Ligue 1,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexis Mac Allister,ARG,MF,Brighton,Premier League,22,1998,23.6,65,2.76,44,9,1,2,4,5,4,0.17,1,2,0,1,0,0
Deiver Machado,COL,DF,Lens,Ligue 1,27,1993,5.8,15,2.58,12,0,0,0,1,2,1,0.17,1,0,0,0,0,0
Darwin Machís,VEN,MF,Granada,La Liga,28,1993,15.3,40,2.62,26,2,6,3,3,0,5,0.33,3,0,1,1,0,0
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,22,1998,17.0,29,1.71,25,2,1,1,0,0,3,0.18,2,0,0,1,0,0
James Maddison,ENG,MF,Leicester City,Premier League,24,1996,27.3,100,3.66,56,12,9,8,12,3,19,0.70,13,1,1,1,2,1
Joakim Mæhle,DEN,DF,Atalanta,Serie A,24,1997,16.3,43,2.63,38,0,2,1,2,0,4,0.24,3,0,0,1,0,0
Niki Mäenpää,FIN,GK,Venezia,Serie A,36,1985,16.5,2,0.12,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Pablo Maffeo,ESP,DF,Mallorca,La Liga,24,1997,32.7,54,1.65,33,2,5,3,8,3,10,0.31,6,0,1,0,3,0
Louis Mafouta,CTA,FW,Metz,Ligue 1,27,1994,5.8,9,1.54,6,0,0,0,2,1,0,0.00,0,0,0,0,0,0
Giulio Maggiore,ITA,MF,Spezia,Serie A,23,1998,31.3,73,2.33,57,1,6,3,6,0,4,0.13,4,0,0,0,0,0
