Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Phil Jones,ENG,DF,Manchester Utd,Premier League,29,1992,4,2,163,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Frenkie de Jong,NED,MF,Barcelona,La Liga,24,1997,32,30,2476,27.5,3,3,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,4.5,4.5,3.1,7.6,0.16,0.11,0.28,0.16,0.28
Luuk de Jong,NED,FW,Barcelona,La Liga,30,1990,21,6,654,7.3,6,0,6,0,0,1,0,0.83,0,0.83,0.83,0.83,3.7,3.7,0.2,3.9,0.51,0.03,0.53,0.51,0.53
Jens Jønsson,DEN,MF,Cádiz,La Liga,28,1993,22,17,1303,14.5,0,1,0,0,0,3,0,0,0.07,0.07,0,0.07,0.4,0.4,0.9,1.3,0.03,0.07,0.09,0.03,0.09
Joan Jordán,ESP,MF,Sevilla,La Liga,27,1994,36,31,2514,27.9,0,1,0,0,0,9,0,0,0.04,0.04,0,0.04,0.9,0.9,1.5,2.4,0.03,0.05,0.09,0.03,0.09
Kaio Jorge,BRA,MF,Juventus,Serie A,19,2002,9,0,121,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0.3,1.2,0.68,0.25,0.93,0.68,0.93
Mathias Jørgensen,DEN,DF,Brentford,Premier League,31,1990,8,6,518,5.8,1,0,1,0,0,2,0,0.17,0,0.17,0.17,0.17,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03
Jorginho,ITA,MF,Chelsea,Premier League,29,1991,29,26,2273,25.3,6,2,0,6,7,5,0,0.24,0.08,0.32,0,0.08,5.7,0.4,2.8,3.2,0.23,0.11,0.34,0.02,0.13
Josan,ESP,DF,Elche,La Liga,31,1989,31,10,1211,13.5,2,3,2,0,0,2,0,0.15,0.22,0.37,0.15,0.37,1.2,1.2,3.6,4.8,0.09,0.27,0.36,0.09,0.36
Willian José,BRA,FW,Betis,La Liga,29,1991,32,19,1604,17.8,9,4,6,3,3,2,0,0.5,0.22,0.73,0.34,0.56,6.4,4.1,2.8,6.9,0.36,0.16,0.51,0.23,0.38
Joselu,ESP,FW,Alavés,La Liga,31,1990,37,35,3122,34.7,14,4,8,6,7,0,0,0.4,0.12,0.52,0.23,0.35,12.4,7,4,11,0.36,0.12,0.47,0.2,0.32
Josema,ESP,DF,Elche,La Liga,25,1996,6,1,183,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.05,0.05,0,0.05
Lenny Joseph,FRA,FW,Metz,Ligue 1,20,2000,8,0,153,1.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01
Diogo Jota,POR,FW,Liverpool,Premier League,24,1996,35,27,2364,26.3,15,4,15,0,0,3,0,0.57,0.15,0.72,0.57,0.72,16,16,5.5,21.5,0.61,0.21,0.82,0.61,0.82
Stevan Jovetić,MNE,FW,Hertha BSC,Bundesliga,31,1989,18,13,1017,11.3,6,1,6,0,0,3,0,0.53,0.09,0.62,0.53,0.62,4.4,4.4,2.3,6.7,0.39,0.21,0.6,0.39,0.6
Luka Jović,SRB,FW,Real Madrid,La Liga,23,1997,15,1,369,4.1,1,3,1,0,0,1,0,0.24,0.73,0.98,0.24,0.98,2.3,2.3,0.8,3.1,0.57,0.2,0.76,0.57,0.76
Miguel Juan Llambrich,ESP,DF,Espanyol,La Liga,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
José Juan Macías,MEX,FW,Getafe,La Liga,21,1999,7,2,201,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0.09,0,0.09,0.09,0.09
Juanmi,ESP,FW,Betis,La Liga,28,1993,33,26,2131,23.7,16,4,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,11.8,11.8,2.5,14.3,0.5,0.11,0.61,0.5,0.61
Gideon Jung,GER,DF,Greuther Fürth,Bundesliga,26,1994,5,1,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavio Junior Bianchi,ITA,FW,Genoa,Serie A,21,2000,7,4,314,3.5,1,0,1,0,0,0,0,0.29,0,0.29,0.29,0.29,0.9,0.9,0.1,1,0.26,0.03,0.29,0.26,0.29
Lago Junior,CIV,FW,Mallorca,La Liga,30,1990,6,1,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.16,0,0.16,0.16,0.16
Hamed Junior Traorè,CIV,FW,Sassuolo,Serie A,21,2000,31,21,1775,19.7,7,2,7,0,0,3,0,0.35,0.1,0.46,0.35,0.46,4.6,4.6,3.2,7.8,0.23,0.16,0.39,0.23,0.39
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,21,2000,35,30,2690,29.9,17,10,17,0,0,6,0,0.57,0.33,0.9,0.57,0.9,13.1,13.1,7.8,20.9,0.44,0.26,0.7,0.44,0.7
James Justin,ENG,DF,Leicester City,Premier League,23,1998,13,11,998,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,1,1.6,0.06,0.09,0.14,0.06,0.14
Jutglà,ESP,FW,Barcelona,La Liga,22,1999,6,4,301,3.3,1,0,1,0,0,1,0,0.3,0,0.3,0.3,0.3,1.6,1.6,0.4,2,0.47,0.13,0.6,0.47,0.6
Ozan Kabak,TUR,DF,Norwich City,Premier League,21,2000,11,11,922,10.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02
Christian Kabasele,BEL,DF,Watford,Premier League,30,1991,16,12,1193,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.6,0,0.7,0.05,0,0.05,0.05,0.05
Issa Kaboré,BFA,DF,Troyes,Ligue 1,20,2001,31,26,2254,25,0,1,0,0,0,8,2,0,0.04,0.04,0,0.04,0.3,0.3,2.2,2.5,0.01,0.09,0.1,0.01,0.1
Anton Kade,GER,MF,Hertha BSC,Bundesliga,17,2004,4,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.14,0,0.14,0.14,0.14
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,29,1992,19,14,1195,13.3,1,2,1,0,0,5,0,0.08,0.15,0.23,0.08,0.23,2,2,2.8,4.8,0.15,0.21,0.37,0.15,0.37
Tino Kadewere,ZIM,FW,Lyon,Ligue 1,25,1996,15,3,506,5.6,1,0,1,0,0,0,1,0.18,0,0.18,0.18,0.18,3.3,3.3,0.9,4.2,0.59,0.17,0.75,0.59,0.75
Florian Kainz,AUT,MF,Köln,Bundesliga,28,1992,32,31,2320,25.8,4,4,4,0,0,3,1,0.16,0.16,0.31,0.16,0.31,3.5,3.5,5,8.5,0.14,0.19,0.33,0.14,0.33
Gaël Kakuta,COD,MF,Lens,Ligue 1,30,1991,29,20,1673,18.6,3,2,2,1,1,1,0,0.16,0.11,0.27,0.11,0.22,3.6,2.8,3.5,6.3,0.19,0.19,0.38,0.15,0.34
Sasa Kalajdzic,AUT,FW,Stuttgart,Bundesliga,24,1997,15,13,1221,13.6,6,1,5,1,2,2,0,0.44,0.07,0.52,0.37,0.44,6.3,4.8,3.5,8.3,0.47,0.26,0.72,0.35,0.61
Arnaud Kalimuendo,FRA,FW,Lens,Ligue 1,19,2002,32,27,2148,23.9,12,0,10,2,2,1,1,0.5,0,0.5,0.42,0.42,9.4,7.9,2.2,10,0.39,0.09,0.48,0.33,0.42
Arnaud Kalimuendo,FRA,FW,Paris S-G,Ligue 1,19,2002,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikola Kalinić,CRO,FW,Hellas Verona,Serie A,33,1988,14,4,406,4.5,4,1,4,0,0,5,1,0.89,0.22,1.11,0.89,1.11,2.8,2.8,0.9,3.7,0.62,0.2,0.82,0.62,0.82
Yayah Kallon,SLE,FW,Genoa,Serie A,20,2001,15,5,636,7.1,0,1,0,0,0,3,0,0,0.14,0.14,0,0.14,1.1,1.1,1,2.2,0.16,0.15,0.31,0.16,0.31
Felix Kalu Nmecha,GER,MF,Wolfsburg,Bundesliga,20,2000,16,1,323,3.6,0,0,0,0,0,2,0,0,0,0,0,0,0.7,0.7,0.1,0.8,0.18,0.03,0.21,0.18,0.21
Samuel Kalu,NGA,FW,Bordeaux,Ligue 1,23,1997,11,3,328,3.6,1,1,1,0,0,1,0,0.27,0.27,0.55,0.27,0.55,0.8,0.8,0.2,1,0.23,0.05,0.28,0.23,0.28
Samuel Kalu,NGA,FW,Watford,Premier League,23,1997,4,2,222,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.12,0.06,0.18,0.12,0.18
Pierre Kalulu,FRA,DF,Milan,Serie A,21,2000,28,21,1944,21.6,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,0.4,0.4,0.5,0.8,0.02,0.02,0.04,0.02,0.04
Daichi Kamada,JPN,MF,Eint Frankfurt,Bundesliga,24,1996,32,23,2139,23.8,4,3,4,0,0,0,0,0.17,0.13,0.29,0.17,0.29,4.8,4.8,2.9,7.7,0.2,0.12,0.32,0.2,0.32
Boubacar Kamara,FRA,MF,Marseille,Ligue 1,21,1999,34,31,2778,30.9,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,1.1,1.1,1.4,2.5,0.04,0.05,0.08,0.04,0.08
Hassane Kamara,CIV,DF,Watford,Premier League,27,1994,19,18,1623,18,1,0,1,0,0,5,1,0.06,0,0.06,0.06,0.06,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
Hassane Kamara,CIV,MF,Nice,Ligue 1,27,1994,11,7,544,6,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1.1,2.1,0.16,0.18,0.34,0.16,0.34
Dimitrije Kamenović,SRB,DF,Lazio,Serie A,21,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.77,0,0.77,0.77,0.77
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,30,1990,27,25,1899,21.1,0,1,0,0,0,4,0,0,0.05,0.05,0,0.05,0.6,0.6,1.3,1.9,0.03,0.06,0.09,0.03,0.09
Jean-Armel Kana-Biyik,CMR,DF,Metz,Ligue 1,32,1989,10,8,664,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
Nordine Kandil,FRA,MF,Strasbourg,Ligue 1,19,2001,5,0,90,1,0,1,0,0,0,1,0,0,1,1,0,1,0.1,0.1,0.4,0.4,0.09,0.36,0.45,0.09,0.45
Harry Kane,ENG,FW,Tottenham,Premier League,28,1993,37,36,3232,35.9,17,9,13,4,4,5,0,0.47,0.25,0.72,0.36,0.61,20.1,17.1,9,26.1,0.56,0.25,0.81,0.48,0.73
Lee Kangin,KOR,MF,Mallorca,La Liga,20,2001,30,15,1411,15.7,1,2,1,0,0,4,1,0.06,0.13,0.19,0.06,0.19,1.4,1.4,2.2,3.6,0.09,0.14,0.23,0.09,0.23
N'Golo Kanté,FRA,MF,Chelsea,Premier League,30,1991,26,21,1773,19.7,2,4,2,0,0,2,0,0.1,0.2,0.3,0.1,0.3,1.8,1.8,2.3,4.2,0.09,0.12,0.21,0.09,0.21
Stefanos Kapino,GRE,GK,Arminia,Bundesliga,27,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atakan Karazor,GER,MF,Stuttgart,Bundesliga,24,1996,24,23,1898,21.1,0,1,0,0,0,9,1,0,0.05,0.05,0,0.05,0.5,0.5,2.1,2.6,0.03,0.1,0.13,0.03,0.13
Rick Karsdorp,NED,DF,Roma,Serie A,26,1995,36,32,2883,32,0,2,0,0,0,9,1,0,0.06,0.06,0,0.06,0,0,4.9,5,0,0.15,0.16,0,0.16
Denso Kasius,NED,DF,Bologna,Serie A,18,2002,7,1,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.05,0.2,0.25,0.05,0.25
Grigoris Kastanos,CYP,MF,Salernitana,Serie A,23,1998,27,16,1348,15,1,1,1,0,0,4,1,0.07,0.07,0.13,0.07,0.13,1.5,1.5,1.6,3.1,0.1,0.1,0.21,0.1,0.21
Silas Katompa,COD,MF,Stuttgart,Bundesliga,22,1998,9,3,277,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Noah Katterbach,GER,DF,Köln,Bundesliga,20,2001,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,38,1983,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edo Kayembe,COD,MF,Watford,Premier League,23,1998,13,9,799,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.02,0.03,0.06,0.02,0.06
Moise Kean,ITA,FW,Everton,Premier League,21,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moise Kean,ITA,FW,Juventus,Serie A,21,2000,32,12,1098,12.2,5,2,5,0,0,5,0,0.41,0.16,0.57,0.41,0.57,4.1,4.1,0.1,4.2,0.34,0.01,0.35,0.34,0.35
Michael Keane,ENG,DF,Everton,Premier League,28,1993,32,31,2792,31,3,2,3,0,0,4,1,0.1,0.06,0.16,0.1,0.16,1.2,1.2,0.6,1.8,0.04,0.02,0.06,0.04,0.06
Ilan Kebbal,ALG,MF,Reims,Ligue 1,23,1998,31,21,1772,19.7,1,4,1,0,0,1,0,0.05,0.2,0.25,0.05,0.25,1.4,1.4,3.4,4.7,0.07,0.17,0.24,0.07,0.24
Wajdi Kechrida,TUN,DF,Salernitana,Serie A,25,1995,17,10,952,10.6,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0.3,0.3,1,1.2,0.02,0.09,0.12,0.02,0.12
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,24,1996,27,16,1513,16.8,2,0,2,0,0,0,0,0.12,0,0.12,0.12,0.12,1,1,0,1.1,0.06,0,0.06,0.06,0.06
Habib Keita,MLI,MF,Lyon,Ligue 1,19,2002,3,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3.14,0,3.14,3.14,3.14
Naby Keïta,GUI,MF,Liverpool,Premier League,26,1995,23,14,1173,13,3,1,3,0,0,3,0,0.23,0.08,0.31,0.23,0.31,2.3,2.3,1.6,3.9,0.18,0.13,0.3,0.18,0.3
Yannik Keitel,GER,MF,Freiburg,Bundesliga,21,2000,12,5,504,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,0,0.8,0.14,0.01,0.15,0.14,0.15
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,22,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,26,1995,12,10,840,9.3,3,0,3,0,0,2,0,0.32,0,0.32,0.32,0.32,1,1,0.5,1.6,0.11,0.06,0.17,0.11,0.17
Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,26,1995,12,12,1051,11.7,0,1,0,0,0,1,1,0,0.09,0.09,0,0.09,0.6,0.6,0.4,1,0.05,0.03,0.08,0.05,0.08
Kenedy,BRA,DF,Chelsea,Premier League,25,1996,1,1,58,0.6,0,1,0,0,0,0,0,0,1.55,1.55,0,1.55,0.1,0.1,0.9,1,0.13,1.35,1.48,0.13,1.48
Jonjoe Kenny,ENG,DF,Everton,Premier League,24,1997,15,11,1018,11.3,0,1,0,0,0,3,1,0,0.09,0.09,0,0.09,0.3,0.3,0.5,0.9,0.03,0.05,0.08,0.03,0.08
Dimitrios Keramitsis,GRE,DF,Roma,Serie A,17,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franck Kessié,CIV,MF,Milan,Serie A,24,1996,31,25,2308,25.6,6,0,4,2,3,2,0,0.23,0,0.23,0.16,0.16,4.4,2.1,1.5,3.6,0.17,0.06,0.23,0.08,0.14
Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,26,1995,23,9,927,10.3,1,0,1,0,0,1,0,0.1,0,0.1,0.1,0.1,2.1,2.1,1,3,0.2,0.1,0.3,0.2,0.3
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,30,1991,30,26,2225,24.7,10,0,6,4,4,6,0,0.4,0,0.4,0.24,0.24,8.9,5.8,3.1,9,0.36,0.13,0.49,0.24,0.36
Rani Khedira,GER,MF,Union Berlin,Bundesliga,27,1994,32,32,2757,30.6,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,1.2,1.2,0.4,1.6,0.04,0.01,0.05,0.04,0.05
Kike,ESP,FW,Osasuna,La Liga,31,1989,33,18,1862,20.7,5,1,4,1,1,2,0,0.24,0.05,0.29,0.19,0.24,7,6.2,2.1,8.3,0.34,0.1,0.44,0.3,0.4
Luca Kilian,GER,FW,Mainz 05,Bundesliga,21,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Kilian,GER,DF,Köln,Bundesliga,21,1999,30,25,2281,25.3,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,1.1,1.1,0.2,1.3,0.04,0.01,0.05,0.04,0.05
Max Kilman,ENG,DF,Wolves,Premier League,24,1997,30,30,2687,29.9,1,0,1,0,0,3,0,0.03,0,0.03,0.03,0.03,1,1,0,1,0.03,0,0.03,0.03,0.03
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,26,1995,28,28,2474,27.5,3,9,3,0,0,4,0,0.11,0.33,0.44,0.11,0.44,2.1,2.1,9.2,11.2,0.08,0.33,0.41,0.08,0.41
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,25,1995,30,29,2576,28.6,1,0,1,0,0,6,0,0.03,0,0.03,0.03,0.03,0.9,0.9,0.1,1,0.03,0,0.03,0.03,0.03
Joshua King,NOR,FW,Watford,Premier League,29,1992,32,27,2248,25,5,3,4,1,1,5,0,0.2,0.12,0.32,0.16,0.28,8,7.2,3.2,10.4,0.32,0.13,0.45,0.29,0.42
Jakub Kiwior,POL,MF,Spezia,Serie A,21,2000,22,21,1964,21.8,0,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03
Sofian Kiyine,MAR,MF,Venezia,Serie A,23,1997,26,14,1239,13.8,1,0,1,0,1,8,1,0.07,0,0.07,0.07,0.07,1.7,0.7,2.3,3,0.12,0.17,0.29,0.05,0.22
Simon Kjær,DEN,DF,Milan,Serie A,32,1989,11,10,802,8.9,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.3,1,0.07,0.04,0.11,0.07,0.11
Kristoffer Klaesson,NOR,GK,Leeds United,Premier League,20,2000,1,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp Klement,GER,MF,Stuttgart,Bundesliga,28,1992,6,3,338,3.8,1,0,1,0,0,0,0,0.27,0,0.27,0.27,0.27,0.3,0.3,0.9,1.2,0.08,0.25,0.32,0.08,0.32
Mateusz Klich,POL,MF,Leeds United,Premier League,31,1990,33,26,2073,23,1,2,1,0,0,5,0,0.04,0.09,0.13,0.04,0.13,2.8,2.8,2.2,4.9,0.12,0.09,0.21,0.12,0.21
Thibault Klidje,TOG,DF,Bordeaux,Ligue 1,20,2001,5,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.02,0.75,0.77,0.02,0.77
Mateo Klimowicz,GER,FW,Stuttgart,Bundesliga,21,2000,15,7,603,6.7,0,1,0,0,0,2,0,0,0.15,0.15,0,0.15,0.9,0.9,0.5,1.4,0.13,0.07,0.21,0.13,0.21
Fabian Klos,GER,FW,Arminia,Bundesliga,33,1987,25,14,1420,15.8,3,1,1,2,2,2,1,0.19,0.06,0.25,0.06,0.13,5,3.5,1.3,4.8,0.32,0.09,0.4,0.22,0.3
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,25,1996,23,17,1648,18.3,0,1,0,0,0,1,0,0,0.05,0.05,0,0.05,0.3,0.3,0.3,0.5,0.01,0.01,0.03,0.01,0.03
Justin Kluivert,NED,MF,Nice,Ligue 1,22,1999,27,24,1868,20.8,4,5,4,0,0,6,1,0.19,0.24,0.43,0.19,0.43,3.3,3.3,4.4,7.6,0.16,0.21,0.37,0.16,0.37
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,25,1996,5,2,194,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.15,0.15,0,0.15
Ansgar Knauff,GER,FW,Dortmund,Bundesliga,19,2002,5,0,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.07,0.11,0.18,0.07,0.18
Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,19,2002,12,8,759,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,0.5,0.5,1,1.6,0.06,0.12,0.19,0.06,0.19
Robin Knoche,GER,DF,Union Berlin,Bundesliga,29,1992,33,33,2970,33,0,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.2,0.6,0.01,0.01,0.02,0.01,0.02
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,23,1997,29,29,2565,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Koch,GER,MF,Leeds United,Premier League,25,1996,20,17,1574,17.5,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07
Samuel Koeberlé,FRA,MF,Reims,Ligue 1,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippe Koffi,FRA,FW,Reims,Ligue 1,19,2002,10,3,375,4.2,1,0,1,0,0,1,0,0.24,0,0.24,0.24,0.24,0.8,0.8,0.2,1,0.19,0.05,0.24,0.19,0.24
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,27,1994,22,19,1614,17.9,0,3,0,0,0,10,2,0,0.17,0.17,0,0.17,1.2,1.2,1.6,2.8,0.07,0.09,0.16,0.07,0.16
Koba Koindredi,FRA,MF,Valencia,La Liga,19,2001,10,1,181,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.04,0.05,0.01,0.05
Koke,ESP,MF,Atlético Madrid,La Liga,29,1992,31,29,2508,27.9,1,2,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,1,1,1.9,2.9,0.04,0.07,0.1,0.04,0.1
Aleksandr Kokorin,RUS,FW,Fiorentina,Serie A,30,1991,6,0,55,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksandar Kolarov,SRB,DF,Inter,Serie A,35,1985,3,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05
Sead Kolašinac,BIH,DF,Marseille,Ligue 1,28,1993,14,6,440,4.9,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0.2,0.2,0,0.04,0.04,0,0.04
Sead Kolašinac,BIH,DF,Arsenal,Premier League,28,1993,2,1,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luca Koleosho,CAN,FW,Espanyol,La Liga,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,22,1998,36,34,2948,32.8,12,4,12,0,0,2,0,0.37,0.12,0.49,0.37,0.49,9.9,9.9,4.5,14.4,0.3,0.14,0.44,0.3,0.44
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,29,1991,30,30,2565,28.5,2,3,2,0,0,4,1,0.07,0.11,0.18,0.07,0.18,1.9,1.9,1.6,3.5,0.07,0.06,0.12,0.07,0.12
Ghislain Konan,CIV,DF,Reims,Ligue 1,25,1995,28,28,2418,26.9,1,3,1,0,0,1,0,0.04,0.11,0.15,0.04,0.15,0.5,0.5,2.7,3.2,0.02,0.1,0.12,0.02,0.12
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,22,1999,11,11,990,11,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03
Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,28,1993,28,21,1882,20.9,1,2,1,0,0,13,2,0.05,0.1,0.14,0.05,0.14,0.5,0.5,1,1.4,0.02,0.05,0.07,0.02,0.07
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,22,1999,16,6,732,8.1,5,1,5,0,0,2,0,0.61,0.12,0.74,0.61,0.74,2.9,2.9,2.1,5.1,0.36,0.26,0.62,0.36,0.62
Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,20,2001,27,26,2183,24.3,2,0,2,0,0,10,0,0.08,0,0.08,0.08,0.08,1.6,1.6,0.7,2.3,0.07,0.03,0.09,0.07,0.09
Youssouf Koné,MLI,DF,Troyes,Ligue 1,26,1995,21,11,980,10.9,0,1,0,0,0,2,1,0,0.09,0.09,0,0.09,0.2,0.2,1,1.2,0.02,0.09,0.11,0.02,0.11
Ezri Konsa,ENG,DF,Aston Villa,Premier League,23,1997,29,29,2477,27.5,2,0,2,0,0,6,2,0.07,0,0.07,0.07,0.07,1.5,1.5,0.3,1.7,0.05,0.01,0.06,0.05,0.06
Teun Koopmeiners,NED,MF,Atalanta,Serie A,23,1998,30,23,2126,23.6,4,1,4,0,0,4,0,0.17,0.04,0.21,0.17,0.21,2.2,2.2,4.9,7.1,0.09,0.21,0.3,0.09,0.3
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,35,1985,11,11,933,10.4,0,1,0,0,0,2,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02
Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,20,2001,27,20,1793,19.9,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.1,0.1,0.7,0.8,0.01,0.03,0.04,0.01,0.04
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,28,1992,31,28,2522,28,4,9,4,0,0,2,0,0.14,0.32,0.46,0.14,0.46,2.8,2.8,9.8,12.7,0.1,0.35,0.45,0.1,0.45
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,24,1996,34,34,2968,33,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,2.6,2.6,2,4.6,0.08,0.06,0.14,0.08,0.14
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,30,1991,27,27,2405,26.7,3,1,3,0,0,5,1,0.11,0.04,0.15,0.11,0.15,1.7,1.7,0.5,2.2,0.07,0.02,0.08,0.07,0.08
