Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,30,1991,30.1,1360,14,130,590,726,168,1273,24,46,52.2,25,1,954,5347,2937,152,46,30,57,52,1388,1044,75.2,261
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,30,1991,8.3,571,33,169,340,83,6,550,7,13,53.8,9,0,312,1198,577,22,2,2,6,6,361,341,94.5,8
Jean-Philippe Krasso,CIV,FW,Saint-Étienne,Ligue 1,24,1997,5,186,1,9,101,88,31,177,13,28,46.4,15,2,132,513,289,14,3,3,14,16,223,127,57,32
Julian Kristoffersen,NOR,FW,Salernitana,Serie A,24,1997,0.1,3,0,0,2,1,1,3,0,0,,0,0,0,0,0,0,0,0,0,0,4,2,50,0
Toni Kroos,GER,MF,Real Madrid,La Liga,31,1990,23.4,2423,62,510,1450,612,25,2238,8,19,42.1,8,2,1745,7388,3806,143,37,2,9,10,2056,1990,96.8,33
Florian Krüger,GER,FW,Arminia,Bundesliga,22,1999,12.5,438,17,68,173,226,39,422,7,22,31.8,9,2,260,1312,743,39,13,9,23,14,462,293,63.4,64
Tim Krul,NED,GK,Norwich City,Premier League,33,1988,29,1144,987,1131,16,1,0,819,0,0,,0,0,487,2202,1225,0,0,0,0,0,506,504,99.6,0
Rade Krunić,BIH,MF,Milan,Serie A,27,1993,15.7,731,35,140,390,243,28,710,15,18,83.3,16,0,462,2197,924,37,15,1,23,7,566,473,83.6,71
Max Kruse,GER,FW,Wolfsburg,Bundesliga,33,1988,12.5,595,6,54,346,236,42,575,9,12,75,10,1,415,2067,876,49,19,7,30,8,584,469,80.3,87
Max Kruse,GER,FW,Union Berlin,Bundesliga,33,1988,14.1,603,3,49,299,282,36,533,16,22,72.7,17,1,371,1712,832,49,12,4,31,14,598,421,70.4,83
Lukas Kübler,GER,DF,Freiburg,Bundesliga,28,1992,25.9,1524,90,454,766,388,27,1290,14,22,63.6,16,0,770,4064,1921,82,32,4,18,12,847,768,90.7,45
Takefusa Kubo,JPN,FW,Mallorca,La Liga,20,2001,17.8,796,10,115,351,402,74,761,36,68,52.9,43,3,600,3701,2397,140,39,23,42,42,710,537,75.6,83
Juraj Kucka,SVK,MF,Watford,Premier League,34,1987,21.3,1037,79,309,536,244,33,1011,21,36,58.3,24,8,530,2563,1322,64,19,4,25,29,638,524,82.1,28
Mykola Kukharevych,UKR,FW,Troyes,Ligue 1,20,2001,0.2,8,0,0,2,6,1,8,0,0,,0,0,3,8,5,0,0,0,0,1,14,7,50,1
Dejan Kulusevski,SWE,MF,Tottenham,Premier League,21,2000,14,634,4,98,284,294,71,614,28,56,50,31,5,495,2589,1482,94,19,22,28,27,586,452,77.1,95
Dejan Kulusevski,SWE,FW,Juventus,Serie A,21,2000,8.6,389,5,61,171,195,48,384,12,27,44.4,15,0,294,1717,987,39,15,4,23,34,381,261,68.5,73
Marash Kumbulla,ALB,DF,Roma,Serie A,21,2000,11.4,730,66,377,376,24,9,716,0,0,,0,0,491,2458,1481,28,2,0,1,4,508,502,98.8,1
Fabian Kunze,GER,MF,Arminia,Bundesliga,23,1998,14,671,34,188,411,104,7,660,13,22,59.1,13,1,352,1355,661,33,11,1,5,20,376,330,87.8,11
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,24,1997,22.2,1427,85,526,773,228,9,1258,16,30,53.3,18,3,862,4154,2673,101,23,1,17,11,913,850,93.1,18
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,25,1995,4.4,159,0,6,82,74,26,147,6,9,66.7,7,2,101,269,117,6,1,0,23,11,210,125,59.5,33
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,25,1996,21.9,1525,96,547,624,469,35,1358,30,49,61.2,30,5,1080,6107,3356,168,42,16,17,19,1098,1027,93.5,55
Andrea La Mantia,ITA,FW,Empoli,Serie A,30,1991,5.4,156,6,11,64,84,33,155,0,0,,0,0,75,262,79,6,1,1,14,8,212,123,58,35
Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,27,1994,30.3,981,23,77,452,506,179,931,15,39,38.5,17,2,530,2449,1374,82,25,17,76,36,1257,690,54.9,227
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,27,1994,3.8,143,6,23,70,60,15,141,3,4,75,4,0,72,451,300,17,7,0,10,3,159,102,64.2,29
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,30,1991,19.8,664,6,74,307,322,107,649,17,30,56.7,17,1,423,1579,847,46,13,8,43,27,788,499,63.3,129
Tom Lacoux,FRA,DF,Bordeaux,Ligue 1,19,2002,10.1,517,36,179,283,80,1,457,9,16,56.3,11,2,286,1003,432,16,8,0,9,12,296,272,91.9,9
Lenny Lacroix,FRA,DF,Metz,Ligue 1,18,2003,2.2,111,11,62,53,3,2,107,0,0,,0,0,44,245,153,3,1,0,0,1,55,54,98.2,0
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,21,2000,27.7,1904,322,1112,836,93,26,1852,30,40,75,30,0,1183,7140,3867,73,16,1,10,11,1160,1138,98.1,12
Alban Lafont,FRA,GK,Nantes,Ligue 1,22,1999,38,1254,1070,1250,4,0,0,880,0,0,,0,0,514,2235,1019,0,0,0,0,0,486,482,99.2,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,31,1989,33.8,1529,232,816,737,32,18,1445,0,1,0,0,0,671,2601,1201,21,0,0,6,1,788,758,96.2,2
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,24,1997,13.8,878,26,180,537,221,30,843,21,38,55.3,24,0,615,3140,1803,83,27,4,25,21,665,603,90.7,44
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,28,1992,16.3,951,48,256,446,280,43,802,10,22,45.5,11,3,499,1879,1099,58,11,5,17,15,625,535,85.6,53
Diego Lainez,MEX,FW,Betis,La Liga,21,2000,1.6,80,1,7,36,46,9,80,3,9,33.3,5,1,64,272,166,8,2,2,3,7,80,59,73.8,10
Adam Lallana,ENG,MF,Brighton,Premier League,33,1988,17.3,1120,44,283,623,284,38,1111,19,30,63.3,20,0,806,3255,1461,69,20,5,21,20,866,793,91.6,66
Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,31,1990,13,594,115,376,223,23,9,587,1,2,50,1,0,296,1694,542,12,3,1,3,5,317,309,97.5,3
Érik Lamela,ARG,FW,Sevilla,La Liga,29,1992,11.3,636,4,79,291,313,56,622,13,28,46.4,17,2,481,2710,1452,82,23,12,27,37,592,475,80.2,86
Mohamed Lamine Bayo,GUI,FW,Clermont Foot,Ligue 1,23,1998,26.8,810,14,49,422,368,127,741,33,55,60,34,7,482,1727,941,53,10,12,55,50,1084,572,52.8,187
Didier Lamkel Zé,CMR,FW,Metz,Ligue 1,24,1996,6.7,282,6,21,161,132,33,276,8,15,53.3,9,1,207,1014,445,21,9,9,29,28,395,226,57.2,65
Sam Lammers,NED,FW,Atalanta,Serie A,24,1997,0.4,29,0,0,13,17,3,29,0,1,0,0,0,18,44,15,1,1,0,3,2,41,26,63.4,9
Sam Lammers,NED,FW,Eint Frankfurt,Bundesliga,24,1997,5.7,214,5,18,94,109,25,208,6,16,37.5,8,0,113,356,179,9,1,3,24,10,296,164,55.4,40
Tariq Lamptey,GHA,DF,Brighton,Premier League,20,2000,17.3,1043,41,226,401,509,45,972,28,60,46.7,29,0,762,4516,2867,161,35,18,31,25,887,713,80.4,76
Manuel Lanzini,ARG,MF,West Ham,Premier League,28,1993,19.8,1379,26,250,811,405,42,1312,17,27,63,19,2,1004,4878,2278,120,40,7,18,21,1132,1013,89.5,60
Aymeric Laporte,ESP,DF,Manchester City,Premier League,27,1994,31.4,3059,258,1144,2013,177,43,3006,3,5,60,3,0,2285,14300,9587,352,61,1,1,8,2539,2501,98.5,8
Julien Laporte,FRA,DF,Lorient,Ligue 1,27,1993,32.1,1805,297,1056,809,35,20,1765,6,7,85.7,6,0,1040,5297,2674,71,9,0,7,2,1098,1083,98.6,0
Yasser Larouci,ALG,DF,Troyes,Ligue 1,20,2001,3.8,213,5,48,102,84,8,188,9,21,42.9,9,0,155,977,731,35,11,6,5,6,147,137,93.2,3
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,28,1992,13.2,474,13,45,208,256,71,457,12,20,60,14,2,295,1710,975,36,18,10,46,33,565,335,59.3,125
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,27,1993,22.9,940,232,620,284,66,49,931,1,1,100,1,0,415,1739,708,10,0,0,7,4,513,486,94.7,4
Bryan Lasme,FRA,FW,Arminia,Bundesliga,22,1998,9.7,327,12,26,139,178,63,319,10,27,37,13,1,201,932,445,28,6,11,31,19,460,230,50,72
Paul Lasne,FRA,MF,Brest,Ligue 1,32,1989,9.4,528,23,120,330,113,10,521,3,5,60,3,0,319,1566,572,17,5,3,8,9,386,353,91.5,12
Latasa,ESP,FW,Real Madrid,La Liga,20,2001,0.1,7,0,0,5,4,2,7,0,0,,0,0,2,12,11,1,1,0,1,0,6,6,100,0
Toni Lato,ESP,DF,Valencia,La Liga,23,1997,6.6,372,20,124,154,107,6,306,8,10,80,10,1,183,860,399,17,4,0,3,4,187,166,88.8,10
Armand Lauriente,FRA,FW,Lorient,Ligue 1,22,1998,27.5,1096,7,103,542,559,100,1027,38,81,46.9,42,3,829,4740,3115,171,60,32,73,69,1116,761,68.2,187
Darko Lazović,SRB,DF,Hellas Verona,Serie A,30,1990,30.7,1824,68,389,788,756,124,1562,31,63,49.2,33,12,1068,5479,3498,173,58,35,23,20,1285,1117,86.9,114
Manuel Lazzari,ITA,DF,Lazio,Serie A,27,1993,18.5,1218,44,314,620,400,39,1045,30,55,54.5,34,5,850,5273,3563,166,56,18,22,14,877,800,91.2,54
Théo Le Bris,FRA,MF,Lorient,Ligue 1,18,2002,0.7,26,1,6,18,3,0,26,0,0,,0,0,9,71,37,2,1,0,1,1,24,13,54.2,1
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,23,1998,16.1,558,13,58,240,297,66,552,12,38,31.6,16,0,378,1957,986,52,14,5,51,54,685,406,59.3,131
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,21,2000,24.4,1601,35,313,886,530,30,1481,40,81,49.4,41,1,1114,6040,3328,157,44,6,60,68,1239,1093,88.2,97
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,31,1989,34,2101,101,602,1078,538,43,1754,18,24,75,20,0,1211,5464,2903,137,52,9,20,23,1386,1264,91.2,75
Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,31,1989,9.6,626,102,363,275,30,4,610,1,1,100,1,0,390,2045,1163,23,3,0,2,2,440,437,99.3,0
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,24,1996,37,2464,443,1392,1161,59,34,2406,3,4,75,4,0,1573,9594,5717,111,7,1,7,5,1717,1694,98.7,4
Patrick Leal,USA,MF,Venezia,Serie A,18,2003,0,4,0,3,1,0,0,4,0,0,,0,0,2,1,0,0,0,0,0,1,1,1,100,1
Rafael Leão,POR,FW,Milan,Serie A,22,1999,28.9,1201,10,76,556,744,196,1183,95,166,57.2,106,6,1022,7741,5133,267,98,70,70,54,1243,947,76.2,173
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,35,1985,25.7,796,730,794,1,2,2,561,0,0,,0,0,346,1527,682,0,0,0,0,0,310,309,99.7,0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,28,1993,38,1284,1127,1276,9,2,1,850,1,1,100,1,0,534,3397,2154,1,1,0,1,0,417,415,99.5,0
Pierre Lees-Melou,FRA,MF,Norwich City,Premier League,28,1993,25.2,1272,80,378,636,329,36,1251,15,33,45.5,18,1,824,4104,1927,75,25,7,17,10,945,829,87.7,58
Wu Lei,CHN,FW,Espanyol,La Liga,29,1991,5.3,152,3,21,84,58,21,148,2,8,25,2,0,86,403,219,13,3,2,12,3,168,92,54.8,27
Maxim Leitsch,GER,DF,Bochum,Bundesliga,23,1998,17.1,1011,146,627,408,39,8,997,2,4,50,2,0,582,3713,1644,31,8,0,6,4,581,577,99.3,1
Lucas Leiva,BRA,MF,Lazio,Serie A,34,1987,18.9,1410,79,386,924,140,0,1375,3,5,60,3,0,829,2334,1002,30,6,0,6,6,1039,991,95.4,5
Florian Lejeune,FRA,DF,Alavés,La Liga,30,1991,30,1501,244,825,685,63,25,1412,4,7,57.1,4,0,717,3373,1477,23,2,0,5,1,764,739,96.7,4
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,28,1993,21.4,1434,97,450,701,365,14,1152,15,31,48.4,18,4,763,3948,2075,100,35,7,17,19,781,734,94,22
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,25,1995,16,989,21,126,479,460,50,909,31,51,60.8,31,0,714,3964,2197,126,40,11,14,27,813,707,87,70
Félix Lemaréchal,CIV,MF,Monaco,Ligue 1,17,2003,0.1,17,0,0,15,2,0,17,1,2,50,1,0,12,27,4,0,0,0,0,1,14,14,100,1
Mario Lemina,GAB,MF,Nice,Ligue 1,27,1993,21.9,1418,70,407,961,157,24,1402,24,32,75,24,0,1018,5784,2916,103,23,3,12,14,1023,992,97,31
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,34,1987,12.4,999,45,273,630,138,9,976,8,13,61.5,9,0,666,2585,1190,50,17,0,10,7,761,717,94.2,9
Tim Lemperle,GER,FW,Köln,Bundesliga,19,2002,1.7,92,1,10,39,54,18,89,6,9,66.7,6,0,61,491,358,13,8,7,2,9,95,62,65.3,21
Ruben Lendinez,ESP,DF,Valencia,La Liga,18,2003,1.5,71,6,27,38,7,3,68,0,0,,0,0,34,203,104,5,1,0,0,0,37,37,100,0
Clément Lenglet,FRA,DF,Barcelona,La Liga,26,1995,9.2,884,82,349,565,44,5,868,1,3,33.3,1,0,665,4151,2801,97,11,0,1,0,693,685,98.8,2
Aaron Lennon,ENG,MF,Burnley,Premier League,34,1987,17.2,564,24,96,231,266,48,556,15,37,40.5,18,1,369,1833,940,56,13,18,18,16,482,346,71.8,51
Bernd Leno,GER,GK,Arsenal,Premier League,29,1992,4,125,105,125,0,0,0,82,0,0,,0,0,56,290,112,0,0,0,0,0,47,47,100,0
Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,26,1994,7.4,629,29,180,291,187,10,511,2,4,50,2,0,309,1331,758,35,10,1,10,8,360,333,92.5,19
Léo Leroy,FRA,MF,Montpellier,Ligue 1,21,2000,7,429,22,127,245,79,7,427,10,19,52.6,13,0,271,966,524,23,8,2,10,13,317,288,90.9,13
Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,30,1990,0.1,3,3,3,0,0,0,2,0,0,,0,0,2,7,6,0,0,0,0,0,2,2,100,0
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,32,1988,32.7,1200,16,54,487,716,273,1164,34,65,52.3,37,5,827,3564,1544,96,24,25,84,59,1472,928,63,301
Jamie Leweling,GER,FW,Greuther Fürth,Bundesliga,20,2001,21.8,769,11,91,344,394,80,733,42,80,52.5,45,6,596,3623,2160,104,22,29,77,85,860,533,62,115
Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,23,1998,2.9,138,10,57,51,33,1,115,0,2,0,0,0,74,318,98,4,0,1,1,8,73,64,87.7,2
Luca Lezzerini,ITA,GK,Venezia,Serie A,26,1995,5.5,210,194,209,1,0,0,148,0,0,,0,0,94,307,164,0,0,0,0,0,80,80,100,0
Ben Lhassine Kone,CIV,MF,Torino,Serie A,21,2000,0.9,43,2,10,28,6,0,43,0,0,,0,0,24,126,56,3,1,0,1,0,25,25,100,0
Yanis Lhery,FRA,FW,Saint-Étienne,Ligue 1,18,2003,0.8,26,0,7,11,11,4,25,1,1,100,1,0,12,83,49,2,1,1,1,1,27,12,44.4,4
Dimitri Liénard,FRA,DF,Strasbourg,Ligue 1,33,1988,22.7,1653,60,384,754,606,32,1383,13,17,76.5,14,0,993,4705,2560,117,38,3,27,17,1104,990,89.7,81
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,25,1996,31.9,2084,327,1292,942,70,30,2025,3,4,75,4,0,1236,9034,4651,54,15,1,10,4,1321,1300,98.4,4
Matthijs de Ligt,NED,DF,Juventus,Serie A,21,1999,29.7,1941,316,973,988,103,39,1883,2,5,40,3,0,1266,6270,2827,83,17,0,6,1,1366,1349,98.8,4
Isaac Lihadji,FRA,MF,Lille,Ligue 1,19,2002,2.6,136,1,21,65,75,8,131,9,21,42.9,11,1,112,759,563,29,10,4,6,8,129,96,74.4,18
Anderson Lima,BRA,MF,Lazio,Serie A,21,1999,0.7,48,0,14,29,8,1,48,0,1,0,0,0,34,122,52,0,0,0,2,0,38,37,97.4,5
Andreas Linde,SWE,GK,Greuther Fürth,Bundesliga,28,1993,12,529,458,526,3,0,0,411,1,1,100,1,0,289,1381,676,0,0,0,0,0,265,264,99.6,0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,27,1994,26.2,1529,259,900,665,61,14,1500,0,1,0,0,0,910,5874,3055,73,15,1,4,3,1006,989,98.3,2
Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,21,2000,22,954,12,114,415,497,102,904,33,72,45.8,39,6,638,3432,1998,114,39,29,81,48,920,626,68,154
Karol Linetty,POL,MF,Torino,Serie A,26,1995,10,381,5,50,177,174,30,369,4,11,36.4,5,1,244,968,501,28,12,4,27,10,357,254,71.1,38
Jesse Lingard,ENG,FW,Manchester Utd,Premier League,28,1992,4.1,203,2,17,97,97,12,200,2,9,22.2,4,1,141,637,382,17,6,1,9,6,213,154,72.3,20
Pol Lirola,ESP,DF,Marseille,Ligue 1,23,1997,19.7,1318,31,278,626,501,70,1168,29,58,50,33,4,915,4989,3034,145,30,16,27,24,1060,926,87.4,118
Valentino Livramento,ENG,DF,Southampton,Premier League,18,2002,24.5,1466,82,415,694,483,48,1262,32,58,55.2,38,1,862,5797,3236,128,51,13,31,30,874,776,88.8,55
Dejan Ljubicic,AUT,MF,Köln,Bundesliga,23,1997,21.9,952,21,200,430,402,75,942,31,58,53.4,31,3,688,3663,1938,87,28,13,39,29,866,658,76,119
Javier Llabrés,ESP,FW,Mallorca,La Liga,18,2002,1.5,83,0,6,36,44,4,81,3,5,60,4,0,58,267,129,9,1,2,2,4,81,66,81.5,12
Diego Llorente,ESP,DF,Leeds United,Premier League,27,1993,26,1645,263,998,728,50,13,1603,9,11,81.8,9,1,992,7254,4603,56,6,0,7,12,1031,1003,97.3,2
Marcos Llorente,ESP,DF,Atlético Madrid,La Liga,26,1995,27.2,1584,58,405,706,567,62,1422,18,28,64.3,20,1,1078,5183,2531,135,40,14,24,32,1188,996,83.8,134
Hugo Lloris,FRA,GK,Tottenham,Premier League,34,1986,38,1043,964,1041,3,0,0,721,0,0,,0,0,399,1760,873,0,0,0,0,0,373,370,99.2,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,25,1996,2.6,196,1,25,99,85,10,184,6,8,75,8,0,142,754,386,20,6,1,8,10,173,145,83.8,23
Giovani Lo Celso,ARG,MF,Villarreal,La Liga,25,1996,11,680,7,83,364,292,47,658,19,39,48.7,22,5,529,3157,1397,61,23,7,22,15,636,532,83.6,80
Julen Lobete,ESP,FW,Real Sociedad,La Liga,20,2000,3.2,118,2,13,43,70,18,114,3,11,27.3,4,3,75,289,170,10,3,2,10,8,143,84,58.7,30
Stanislav Lobotka,SVK,MF,Napoli,Serie A,26,1994,18.7,1566,45,323,1123,234,2,1551,11,13,84.6,13,0,1182,5997,2575,92,40,1,3,11,1298,1263,97.3,19
Jürgen Locadia,NED,FW,Bochum,Bundesliga,27,1993,4.9,194,2,9,105,91,28,180,2,4,50,2,0,124,476,230,14,3,5,23,9,240,141,58.8,31
Jürgen Locadia,NED,FW,Brighton,Premier League,27,1993,0.3,6,0,0,3,3,2,6,1,1,100,1,0,5,10,4,0,0,0,0,1,15,4,26.7,0
Manuel Locatelli,ITA,MF,Juventus,Serie A,23,1998,24,1698,101,486,997,290,28,1637,16,20,80,16,2,1137,4056,1746,59,23,4,16,21,1268,1203,94.9,36
Banzouzi Locko,FRA,DF,Reims,Ligue 1,19,2002,11.2,593,29,198,290,151,10,522,12,16,75,12,0,368,2396,1525,61,15,2,12,23,412,334,81.1,29
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,23,1998,13.1,798,31,243,346,268,39,700,17,34,50,18,1,487,2873,1756,65,21,4,16,12,574,488,85,57
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,25,1996,15.5,1184,23,200,732,355,42,1165,35,53,66,37,3,908,4797,3068,131,49,8,22,38,978,897,91.7,46
Kevin Long,IRL,DF,Burnley,Premier League,30,1990,4.6,139,26,89,53,6,6,138,0,0,,0,0,60,365,144,1,0,0,0,1,70,67,95.7,0
Shane Long,IRL,FW,Southampton,Premier League,34,1987,3.4,140,2,10,50,86,19,139,2,5,40,2,0,71,183,54,2,0,1,16,11,176,105,59.7,26
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,23,1997,16.3,775,47,225,426,171,18,746,3,5,60,3,0,469,2180,743,22,9,0,8,23,507,447,88.2,22
Ademola Lookman,NGA,FW,Leicester City,Premier League,23,1997,16.1,794,7,107,367,371,93,778,40,65,61.5,41,5,630,2772,1569,95,24,19,37,57,746,556,74.5,124
Anthony Lopes,POR,GK,Lyon,Ligue 1,30,1990,33.1,1213,1067,1206,8,0,0,920,0,0,,0,0,587,2678,1504,0,0,0,0,0,618,616,99.7,0
David López,ESP,MF,Espanyol,La Liga,31,1989,8.3,515,53,225,282,33,7,501,4,4,100,4,0,313,1377,612,15,4,0,2,4,336,314,93.5,6
Diego López,ESP,GK,Espanyol,La Liga,39,1981,35.3,1246,1108,1239,8,0,0,835,0,0,,0,0,515,2715,1689,0,0,0,0,1,421,416,98.8,0
Javi López,ESP,DF,Alavés,La Liga,19,2002,5.1,279,27,91,149,50,0,231,3,9,33.3,3,1,149,685,305,11,3,0,2,6,168,152,90.5,4
Maxime Lopez,FRA,MF,Sassuolo,Serie A,23,1997,32.6,2884,158,843,1803,462,27,2810,24,43,55.8,29,6,2123,12338,5907,211,66,9,29,28,2340,2257,96.5,40
Pau López,ESP,GK,Marseille,Ligue 1,26,1994,29,1375,893,1342,60,0,0,1153,0,0,,0,0,884,3568,2219,0,0,0,1,0,871,869,99.8,0
Unai López,ESP,MF,Rayo Vallecano,La Liga,25,1995,12.9,955,18,150,603,270,18,868,13,26,50,14,3,618,2636,1270,47,21,2,10,15,726,667,91.9,38
Dion Lopy,SEN,MF,Reims,Ligue 1,19,2002,18.2,851,47,257,506,164,22,844,18,31,58.1,18,0,595,3377,1525,62,13,3,22,31,613,545,88.9,32
Samuel Loric,FRA,DF,Lorient,Ligue 1,21,2000,3,176,7,47,79,62,3,149,4,9,44.4,5,1,91,548,215,12,6,0,2,4,103,85,82.5,10
Anthony Losilla,FRA,MF,Bochum,Bundesliga,35,1986,32.6,1643,89,554,939,227,42,1607,19,36,52.8,22,1,743,3331,1464,45,12,4,27,18,828,755,91.2,31
Jonas Lössl,DEN,GK,Brentford,Premier League,32,1989,2,66,54,65,1,0,0,50,0,0,,0,0,42,214,140,0,0,0,0,0,36,35,97.2,0
Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,20,2001,9.8,368,318,366,1,1,1,256,0,0,,0,0,166,955,499,0,0,0,0,0,128,128,100,0
Jordan Lotomba,SUI,DF,Nice,Ligue 1,22,1998,19.8,1190,56,346,572,360,27,1009,18,38,47.4,19,1,768,4194,2358,102,40,7,21,23,808,744,92.1,34
Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17,2004,0.1,8,0,2,5,1,1,8,0,0,,0,0,5,23,7,1,0,0,1,1,10,7,70,1
Imran Louza,MAR,MF,Watford,Premier League,22,1999,15.7,897,48,251,527,172,9,810,13,27,48.1,14,0,466,2586,1259,38,11,2,13,10,488,442,90.6,16
Matteo Lovato,ITA,DF,Cagliari,Serie A,21,2000,13.8,723,116,422,319,14,5,677,4,6,66.7,5,0,365,1737,804,10,0,0,2,8,340,334,98.2,1
Matteo Lovato,ITA,DF,Atalanta,Serie A,21,2000,3.4,224,19,89,128,22,3,219,1,3,33.3,1,0,157,649,364,12,1,0,2,1,160,157,98.1,1
Eduard Löwen,GER,MF,Bochum,Bundesliga,24,1997,15.7,879,26,152,381,390,38,748,17,37,45.9,19,1,493,2167,1032,55,16,7,27,23,599,497,83,58
Matthew Lowton,ENG,DF,Burnley,Premier League,32,1989,19.7,1077,95,328,497,297,11,884,9,15,60,10,0,488,2037,1211,58,20,4,8,7,536,486,90.7,18
Anthony Lozano,HON,FW,Cádiz,La Liga,28,1993,18.6,565,14,49,297,270,86,548,25,49,51,27,1,384,2265,1452,71,28,18,66,42,750,406,54.1,99
Hirving Lozano,MEX,FW,Napoli,Serie A,26,1995,17.9,834,12,120,357,429,96,823,25,40,62.5,27,0,631,4229,2674,147,41,36,33,38,840,637,75.8,119
Jean Lucas,BRA,MF,Monaco,Ligue 1,23,1998,16.1,1040,17,157,581,373,36,989,33,48,68.8,35,8,732,3525,1688,86,31,7,37,29,817,711,87,64
Anderson Lucoqui,ANG,DF,Mainz 05,Bundesliga,24,1997,8.3,351,18,109,174,87,10,316,1,7,14.3,1,0,184,847,356,12,9,1,8,8,208,183,88,11
Florentino Luís,POR,MF,Getafe,La Liga,21,1999,11,560,24,141,357,82,6,555,3,7,42.9,3,1,314,1116,419,19,2,1,8,13,339,309,91.2,11
José Luis Gayà,ESP,DF,Valencia,La Liga,26,1995,20.8,1079,55,332,492,332,26,867,15,26,57.7,15,0,581,2874,1557,78,36,4,9,13,630,563,89.4,46
José Luis Morales,ESP,FW,Levante,La Liga,34,1987,30.2,1212,12,133,504,698,163,1137,60,131,45.8,71,11,893,5114,3465,157,58,55,73,92,1227,838,68.3,210
José Luis Palomino,ARG,DF,Atalanta,Serie A,31,1990,29.7,1994,213,919,1072,112,33,1935,2,4,50,2,0,1107,7283,3133,86,17,0,4,9,1095,1077,98.4,4
Luismi,ESP,FW,Sevilla,La Liga,20,2001,0.1,9,0,4,2,4,0,8,1,1,100,1,0,9,40,15,0,0,0,0,0,8,7,87.5,0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,23,1998,30.2,1783,86,481,1023,365,9,1609,15,35,42.9,17,2,1072,5351,2433,95,21,1,27,24,1173,1088,92.8,29
Romelu Lukaku,BEL,FW,Chelsea,Premier League,28,1993,17.7,504,21,32,223,276,106,476,15,29,51.7,19,1,298,1263,759,42,12,23,38,28,777,371,47.7,149
Castello Lukeba,FRA,DF,Lyon,Ligue 1,18,2002,23.3,1872,177,942,985,40,10,1831,11,14,78.6,12,0,1355,6790,3080,73,7,0,7,10,1368,1349,98.6,0
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,23,1997,2,68,0,12,38,28,7,65,4,8,50,4,0,40,213,153,6,4,2,3,6,72,47,65.3,8
Dodi Lukebakio,BEL,FW,Wolfsburg,Bundesliga,23,1997,9.8,442,5,69,225,192,36,432,25,43,58.1,27,2,339,2103,1361,67,26,16,29,22,449,318,70.8,65
Saša Lukić,SRB,MF,Torino,Serie A,24,1996,33.1,2074,64,380,1295,548,41,1994,21,31,67.7,21,0,1428,8537,4401,221,69,10,38,11,1532,1394,91,61
