Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Vitaly Janelt,GER,MF,Brentford,Premier League,23,1998,25.5,4,30,11,36.7,1.17,0.43,0.13,0.36,17.7,0,0,0,2.6,2.6,0.09,1.4,1.4
Jakub Jankto,CZE,DF,Getafe,La Liga,25,1996,6.5,0,6,0,0,0.92,0,0,,21.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Pontus Jansson,SWE,DF,Brentford,Premier League,30,1991,36.9,3,23,10,43.5,0.62,0.27,0.13,0.3,8.2,0,0,0,2.9,2.9,0.13,0.1,0.1
Tony Jantschke,GER,DF,M'Gladbach,Bundesliga,31,1990,2.5,0,1,0,0,0.4,0,0,,15,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Adnan Januzaj,BEL,FW,Real Sociedad,La Liga,26,1995,18.1,3,40,13,32.5,2.22,0.72,0.03,0.08,22.7,9,2,2,4,2.5,0.06,-1,-1.5
Paweł Jaroszyński,POL,DF,Salernitana,Serie A,26,1994,5.7,0,2,1,50,0.35,0.17,0,0,20.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Jason,ESP,MF,Valencia,La Liga,27,1994,0.8,0,2,0,0,2.4,0,0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jason,ESP,MF,Alavés,La Liga,27,1994,7.5,0,9,2,22.2,1.19,0.27,0,0,21.9,1,0,0,0.6,0.6,0.07,-0.6,-0.6
Dennis Jastrzembski,POL,DF,Hertha BSC,Bundesliga,21,2000,2.5,0,1,0,0,0.4,0,0,,16.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Luis Javier Suárez,COL,FW,Granada,La Liga,23,1997,31.6,8,86,27,31.4,2.72,0.85,0.09,0.3,16.7,1,0,1,10.8,10.1,0.12,-2.8,-2.1
Corentin Jean,FRA,FW,Lens,Ligue 1,26,1995,2.8,1,7,2,28.6,2.47,0.71,0.14,0.5,16,0,0,0,1,1,0.14,0,0
Jemerson,BRA,DF,Metz,Ligue 1,28,1992,13.4,0,5,2,40,0.37,0.15,0,0,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Fredrik Jensen,FIN,MF,Augsburg,Bundesliga,23,1997,4.6,0,6,1,16.7,1.29,0.22,0,0,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Mathias Jensen,DEN,MF,Brentford,Premier League,25,1996,17.8,0,19,6,31.6,1.07,0.34,0,0,21,0,0,0,2.5,2.5,0.13,-2.5,-2.5
Moritz Jenz,GER,DF,Lorient,Ligue 1,22,1999,15.3,1,8,1,12.5,0.52,0.07,0.13,1,7.1,0,0,0,1,1,0.12,0,0
Gabriel Jesus,BRA,FW,Manchester City,Premier League,24,1997,20.9,8,63,21,33.3,3.02,1.01,0.11,0.33,13.2,0,1,1,10.1,9.3,0.15,-2.1,-2.3
Juan Jesus,BRA,DF,Napoli,Serie A,30,1991,14.2,1,4,1,25,0.28,0.07,0.25,1,8.3,0,0,0,0.6,0.6,0.14,0.4,0.4
Álvaro Jiménez,ESP,MF,Cádiz,La Liga,26,1995,2.6,0,2,1,50,0.77,0.38,0,0,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Raúl Jiménez,MEX,FW,Wolves,Premier League,30,1991,29.2,6,57,15,26.3,1.95,0.51,0.09,0.33,16.1,1,1,1,6.6,6.1,0.11,-0.6,-1.1
João Pedro,BRA,FW,Watford,Premier League,19,2001,18.3,3,47,16,34,2.57,0.88,0.06,0.19,15.6,1,0,0,4.2,4.2,0.09,-1.2,-1.2
Joaquín,ESP,FW,Betis,La Liga,40,1981,5.2,0,11,4,36.4,2.1,0.76,0,0,14.9,0,0,0,1.9,1.9,0.17,-1.9,-1.9
Joelinton,BRA,MF,Newcastle Utd,Premier League,24,1996,28.4,4,46,14,30.4,1.62,0.49,0.09,0.29,16.9,0,0,0,4.1,4.1,0.09,-0.1,-0.1
Jofre,ESP,MF,Espanyol,La Liga,20,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Marco John,GER,DF,Hoffenheim,Bundesliga,19,2002,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Dennis Johnsen,NOR,FW,Venezia,Serie A,23,1998,16.1,1,14,5,35.7,0.87,0.31,0.07,0.2,15.7,0,0,0,1.7,1.7,0.12,-0.7,-0.7
Ben Johnson,ENG,DF,West Ham,Premier League,21,2000,15.5,1,5,1,20,0.32,0.06,0.2,1,23.6,0,0,0,0.1,0.1,0.02,0.9,0.9
Curtis Jones,ENG,MF,Liverpool,Premier League,20,2001,9.5,1,19,7,36.8,2.01,0.74,0.05,0.14,22.1,0,0,0,0.9,0.9,0.05,0.1,0.1
Phil Jones,ENG,DF,Manchester Utd,Premier League,29,1992,1.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Frenkie de Jong,NED,MF,Barcelona,La Liga,24,1997,27.5,3,17,7,41.2,0.62,0.25,0.18,0.43,13.8,0,0,0,4.5,4.5,0.26,-1.5,-1.5
Luuk de Jong,NED,FW,Barcelona,La Liga,30,1990,7.3,6,26,9,34.6,3.58,1.24,0.23,0.67,9.9,0,0,0,3.7,3.7,0.14,2.3,2.3
Jens Jønsson,DEN,MF,Cádiz,La Liga,28,1993,14.5,0,6,0,0,0.41,0,0,,13.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Joan Jordán,ESP,MF,Sevilla,La Liga,27,1994,27.9,0,16,1,6.3,0.57,0.04,0,0,21.1,1,0,0,0.9,0.9,0.06,-0.9,-0.9
Kaio Jorge,BRA,MF,Juventus,Serie A,19,2002,1.3,0,5,1,20,3.72,0.74,0,0,11.1,0,0,0,0.9,0.9,0.18,-0.9,-0.9
Mathias Jørgensen,DEN,DF,Brentford,Premier League,31,1990,5.8,1,2,1,50,0.35,0.17,0.5,1,6.9,0,0,0,0.1,0.1,0.05,0.9,0.9
Jorginho,ITA,MF,Chelsea,Premier League,29,1991,25.3,6,9,2,22.2,0.36,0.08,0,0,29.7,0,6,7,5.7,0.4,0.05,0.3,-0.4
Josan,ESP,DF,Elche,La Liga,31,1989,13.5,2,12,4,33.3,0.89,0.3,0.17,0.5,15.2,0,0,0,1.2,1.2,0.1,0.8,0.8
Willian José,BRA,FW,Betis,La Liga,29,1991,17.8,9,32,8,25,1.8,0.45,0.19,0.75,18.5,3,3,3,6.4,4.1,0.13,2.6,1.9
Joselu,ESP,FW,Alavés,La Liga,31,1990,34.7,14,90,33,36.7,2.59,0.95,0.09,0.24,18,3,6,7,12.4,7,0.08,1.6,1
Josema,ESP,DF,Elche,La Liga,25,1996,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Lenny Joseph,FRA,FW,Metz,Ligue 1,20,2000,1.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Diogo Jota,POR,FW,Liverpool,Premier League,24,1996,26.3,15,91,33,36.3,3.46,1.26,0.16,0.45,11.8,0,0,0,16,16,0.18,-1,-1
Stevan Jovetić,MNE,FW,Hertha BSC,Bundesliga,31,1989,11.3,6,45,16,35.6,3.98,1.42,0.13,0.38,18,6,0,0,4.4,4.4,0.1,1.6,1.6
Luka Jović,SRB,FW,Real Madrid,La Liga,23,1997,4.1,1,16,4,25,3.9,0.98,0.06,0.25,13.3,0,0,0,2.3,2.3,0.15,-1.3,-1.3
Miguel Juan Llambrich,ESP,DF,Espanyol,La Liga,25,1996,0.8,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
José Juan Macías,MEX,FW,Getafe,La Liga,21,1999,2.2,0,4,0,0,1.79,0,0,,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Juanmi,ESP,FW,Betis,La Liga,28,1993,23.7,16,55,30,54.5,2.32,1.27,0.29,0.53,13.5,0,0,0,11.8,11.8,0.21,4.2,4.2
Gideon Jung,GER,DF,Greuther Fürth,Bundesliga,26,1994,1.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Flavio Junior Bianchi,ITA,FW,Genoa,Serie A,21,2000,3.5,1,11,3,27.3,3.15,0.86,0.09,0.33,18.9,0,0,0,0.9,0.9,0.08,0.1,0.1
Lago Junior,CIV,FW,Mallorca,La Liga,30,1990,2,0,6,1,16.7,3.05,0.51,0,0,16.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Hamed Junior Traorè,CIV,FW,Sassuolo,Serie A,21,2000,19.7,7,51,22,43.1,2.59,1.12,0.14,0.32,16.3,0,0,0,4.6,4.6,0.09,2.4,2.4
Vinicius Júnior,BRA,FW,Real Madrid,La Liga,21,2000,29.9,17,81,42,51.9,2.71,1.41,0.21,0.4,15,0,0,0,13.1,13.1,0.16,3.9,3.9
James Justin,ENG,DF,Leicester City,Premier League,23,1998,11.1,0,5,1,20,0.45,0.09,0,0,10.6,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Jutglà,ESP,FW,Barcelona,La Liga,22,1999,3.3,1,10,4,40,2.99,1.2,0.1,0.25,16.6,0,0,0,1.6,1.6,0.16,-0.6,-0.6
Ozan Kabak,TUR,DF,Norwich City,Premier League,21,2000,10.2,0,4,2,50,0.39,0.2,0,0,15,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Christian Kabasele,BEL,DF,Watford,Premier League,30,1991,13.3,0,7,0,0,0.53,0,0,,8.8,0,0,0,0.6,0.6,0.09,-0.6,-0.6
Issa Kaboré,BFA,DF,Troyes,Ligue 1,20,2001,25,0,7,2,28.6,0.28,0.08,0,0,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Anton Kade,GER,MF,Hertha BSC,Bundesliga,17,2004,0.9,0,1,1,100,1.17,1.17,0,0,13.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,29,1992,13.3,1,11,2,18.2,0.83,0.15,0.09,0.5,9.9,0,0,0,2,2,0.18,-1,-1
Tino Kadewere,ZIM,FW,Lyon,Ligue 1,25,1996,5.6,1,18,7,38.9,3.2,1.25,0.06,0.14,12.8,0,0,0,3.3,3.3,0.18,-2.3,-2.3
Florian Kainz,AUT,MF,Köln,Bundesliga,28,1992,25.8,4,40,14,35,1.55,0.54,0.1,0.29,19.9,5,0,0,3.5,3.5,0.09,0.5,0.5
Gaël Kakuta,COD,MF,Lens,Ligue 1,30,1991,18.6,3,39,14,35.9,2.1,0.75,0.05,0.14,23.5,2,1,1,3.6,2.8,0.07,-0.6,-0.8
Sasa Kalajdzic,AUT,FW,Stuttgart,Bundesliga,24,1997,13.6,6,36,13,36.1,2.65,0.96,0.14,0.38,12.5,0,1,2,6.3,4.8,0.13,-0.3,0.2
Arnaud Kalimuendo,FRA,FW,Lens,Ligue 1,19,2002,23.9,12,60,29,48.3,2.51,1.22,0.17,0.34,16.6,0,2,2,9.4,7.9,0.13,2.6,2.1
Arnaud Kalimuendo,FRA,FW,Paris S-G,Ligue 1,19,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Nikola Kalinić,CRO,FW,Hellas Verona,Serie A,33,1988,4.5,4,13,4,30.8,2.88,0.89,0.31,1,9.2,0,0,0,2.8,2.8,0.22,1.2,1.2
Yayah Kallon,SLE,FW,Genoa,Serie A,20,2001,7.1,0,11,1,9.1,1.56,0.14,0,0,17.9,0,0,0,1.1,1.1,0.1,-1.1,-1.1
Felix Kalu Nmecha,GER,MF,Wolfsburg,Bundesliga,20,2000,3.6,0,9,5,55.6,2.51,1.39,0,0,19.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Samuel Kalu,NGA,FW,Bordeaux,Ligue 1,23,1997,3.6,1,13,8,61.5,3.57,2.2,0.08,0.13,21.3,1,0,0,0.8,0.8,0.06,0.2,0.2
Samuel Kalu,NGA,FW,Watford,Premier League,23,1997,2.5,0,4,1,25,1.62,0.41,0,0,21.9,1,0,0,0.3,0.3,0.07,-0.3,-0.3
Pierre Kalulu,FRA,DF,Milan,Serie A,21,2000,21.6,1,5,2,40,0.23,0.09,0.2,0.5,21.5,0,0,0,0.4,0.4,0.08,0.6,0.6
Daichi Kamada,JPN,MF,Eint Frankfurt,Bundesliga,24,1996,23.8,4,36,7,19.4,1.51,0.29,0.11,0.57,16.1,0,0,0,4.8,4.8,0.13,-0.8,-0.8
Boubacar Kamara,FRA,MF,Marseille,Ligue 1,21,1999,30.9,1,22,3,13.6,0.71,0.1,0.05,0.33,19.5,0,0,0,1.1,1.1,0.05,-0.1,-0.1
Hassane Kamara,CIV,DF,Watford,Premier League,27,1994,18,1,5,1,20,0.28,0.06,0.2,1,25.3,0,0,0,0.2,0.2,0.03,0.8,0.8
Hassane Kamara,CIV,MF,Nice,Ligue 1,27,1994,6,0,12,1,8.3,1.99,0.17,0,0,17.1,0,0,0,1,1,0.08,-1,-1
Dimitrije Kamenović,SRB,DF,Lazio,Serie A,21,2000,0.5,0,1,0,0,2,0,0,,4,0,0,0,0.4,0.4,0.39,-0.4,-0.4
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,30,1990,21.1,0,8,2,25,0.38,0.09,0,0,20.3,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Jean-Armel Kana-Biyik,CMR,DF,Metz,Ligue 1,32,1989,7.4,0,1,0,0,0.14,0,0,,14,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Nordine Kandil,FRA,MF,Strasbourg,Ligue 1,19,2001,1,0,1,0,0,1,0,0,,16,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Harry Kane,ENG,FW,Tottenham,Premier League,28,1993,35.9,17,131,51,38.9,3.65,1.42,0.1,0.25,16.9,8,4,4,20.1,17.1,0.13,-3.1,-4.1
Lee Kangin,KOR,MF,Mallorca,La Liga,20,2001,15.7,1,35,13,37.1,2.23,0.83,0.03,0.08,24.7,7,0,0,1.4,1.4,0.04,-0.4,-0.4
N'Golo Kanté,FRA,MF,Chelsea,Premier League,30,1991,19.7,2,17,9,52.9,0.86,0.46,0.12,0.22,18.6,0,0,0,1.8,1.8,0.11,0.2,0.2
Stefanos Kapino,GRE,GK,Arminia,Bundesliga,27,1994,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Atakan Karazor,GER,MF,Stuttgart,Bundesliga,24,1996,21.1,0,9,2,22.2,0.43,0.09,0,0,25.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Rick Karsdorp,NED,DF,Roma,Serie A,26,1995,32,0,2,1,50,0.06,0.03,0,0,24.3,0,0,0,0,0,0.02,0,0
Denso Kasius,NED,DF,Bologna,Serie A,18,2002,2,0,2,1,50,1,0.5,0,0,21.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Grigoris Kastanos,CYP,MF,Salernitana,Serie A,23,1998,15,1,28,8,28.6,1.87,0.53,0.04,0.13,21.9,2,0,0,1.5,1.5,0.05,-0.5,-0.5
Silas Katompa,COD,MF,Stuttgart,Bundesliga,22,1998,3.1,0,2,0,0,0.65,0,0,,12.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Noah Katterbach,GER,DF,Köln,Bundesliga,20,2001,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,38,1983,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Edo Kayembe,COD,MF,Watford,Premier League,23,1998,8.9,0,6,0,0,0.68,0,0,,28.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Moise Kean,ITA,FW,Everton,Premier League,21,2000,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Moise Kean,ITA,FW,Juventus,Serie A,21,2000,12.2,5,28,10,35.7,2.3,0.82,0.18,0.5,10.7,0,0,0,4.1,4.1,0.15,0.9,0.9
Michael Keane,ENG,DF,Everton,Premier League,28,1993,31,3,20,6,30,0.64,0.19,0.15,0.5,11.9,0,0,0,1.2,1.2,0.06,1.8,1.8
Ilan Kebbal,ALG,MF,Reims,Ligue 1,23,1998,19.7,1,27,6,22.2,1.37,0.3,0.04,0.17,18.9,0,0,0,1.4,1.4,0.05,-0.4,-0.4
Wajdi Kechrida,TUN,DF,Salernitana,Serie A,25,1995,10.6,0,6,1,16.7,0.57,0.09,0,0,19.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,24,1996,16.8,2,9,4,44.4,0.54,0.24,0.22,0.5,13.1,0,0,0,1,1,0.11,1,1
Habib Keita,MLI,MF,Lyon,Ligue 1,19,2002,0.1,0,2,2,100,25.71,25.71,0,0,17.4,0,0,0,0.2,0.2,0.12,-0.2,-0.2
Naby Keïta,GUI,MF,Liverpool,Premier League,26,1995,13,3,26,7,26.9,1.99,0.54,0.12,0.43,21.3,0,0,0,2.3,2.3,0.09,0.7,0.7
Yannik Keitel,GER,MF,Freiburg,Bundesliga,21,2000,5.6,0,11,2,18.2,1.96,0.36,0,0,16.5,0,0,0,0.8,0.8,0.07,-0.8,-0.8
Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,22,1998,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Marc-Oliver Kempf,GER,DF,Stuttgart,Bundesliga,26,1995,9.3,3,13,6,46.2,1.39,0.64,0.23,0.5,12.7,0,0,0,1,1,0.08,2,2
Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,26,1995,11.7,0,8,1,12.5,0.69,0.09,0,0,9.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Kenedy,BRA,DF,Chelsea,Premier League,25,1996,0.6,0,1,0,0,1.55,0,0,,17,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Jonjoe Kenny,ENG,DF,Everton,Premier League,24,1997,11.3,0,5,0,0,0.44,0,0,,23.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Dimitrios Keramitsis,GRE,DF,Roma,Serie A,17,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Franck Kessié,CIV,MF,Milan,Serie A,24,1996,25.6,6,32,8,25,1.25,0.31,0.13,0.5,18.2,0,2,3,4.4,2.1,0.07,1.6,1.9
Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,26,1995,10.3,1,19,7,36.8,1.84,0.68,0.05,0.14,18.4,2,0,0,2.1,2.1,0.11,-1.1,-1.1
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,30,1991,24.7,10,70,18,25.7,2.83,0.73,0.09,0.33,23.3,9,4,4,8.9,5.8,0.08,1.1,0.2
Rani Khedira,GER,MF,Union Berlin,Bundesliga,27,1994,30.6,0,13,2,15.4,0.42,0.07,0,0,17.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Kike,ESP,FW,Osasuna,La Liga,31,1989,20.7,5,51,19,37.3,2.47,0.92,0.08,0.21,15,0,1,1,7,6.2,0.12,-2,-2.2
Luca Kilian,GER,FW,Mainz 05,Bundesliga,21,1999,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luca Kilian,GER,DF,Köln,Bundesliga,21,1999,25.3,1,5,2,40,0.2,0.08,0.2,0.5,6.2,0,0,0,1.1,1.1,0.21,-0.1,-0.1
Max Kilman,ENG,DF,Wolves,Premier League,24,1997,29.9,1,13,4,30.8,0.44,0.13,0.08,0.25,8.8,0,0,0,1,1,0.08,0,0
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,26,1995,27.5,3,27,8,29.6,0.98,0.29,0.11,0.38,23.8,0,0,0,2.1,2.1,0.08,0.9,0.9
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,25,1995,28.6,1,7,1,14.3,0.24,0.03,0.14,1,9.1,0,0,0,0.9,0.9,0.12,0.1,0.1
Joshua King,NOR,FW,Watford,Premier League,29,1992,25,5,48,18,37.5,1.92,0.72,0.08,0.22,14.7,0,1,1,8,7.2,0.15,-3,-3.2
Jakub Kiwior,POL,MF,Spezia,Serie A,21,2000,21.8,0,9,4,44.4,0.41,0.18,0,0,12.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Sofian Kiyine,MAR,MF,Venezia,Serie A,23,1997,13.8,1,20,5,25,1.45,0.36,0.05,0.2,25.7,2,0,1,1.7,0.7,0.04,-0.7,0.3
Simon Kjær,DEN,DF,Milan,Serie A,32,1989,8.9,0,5,1,20,0.56,0.11,0,0,7.2,0,0,0,0.6,0.6,0.13,-0.6,-0.6
Kristoffer Klaesson,NOR,GK,Leeds United,Premier League,20,2000,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Philipp Klement,GER,MF,Stuttgart,Bundesliga,28,1992,3.8,1,6,2,33.3,1.6,0.53,0.17,0.5,21.7,2,0,0,0.3,0.3,0.05,0.7,0.7
Mateusz Klich,POL,MF,Leeds United,Premier League,31,1990,23,1,42,18,42.9,1.82,0.78,0.02,0.06,20.3,0,0,0,2.8,2.8,0.07,-1.8,-1.8
Thibault Klidje,TOG,DF,Bordeaux,Ligue 1,20,2001,1,0,1,0,0,1.05,0,0,,23,0,0,0,0,0,0.02,0,0
Mateo Klimowicz,GER,FW,Stuttgart,Bundesliga,21,2000,6.7,0,11,3,27.3,1.64,0.45,0,0,18.8,0,0,0,0.9,0.9,0.08,-0.9,-0.9
Fabian Klos,GER,FW,Arminia,Bundesliga,33,1987,15.8,3,37,14,37.8,2.35,0.89,0.03,0.07,15.9,0,2,2,5,3.5,0.09,-2,-2.5
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,25,1996,18.3,0,6,1,16.7,0.33,0.05,0,0,16.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Justin Kluivert,NED,MF,Nice,Ligue 1,22,1999,20.8,4,30,10,33.3,1.45,0.48,0.13,0.4,17.9,2,0,0,3.3,3.3,0.11,0.7,0.7
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,25,1996,2.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Ansgar Knauff,GER,FW,Dortmund,Bundesliga,19,2002,1.3,0,1,0,0,0.79,0,0,,17,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,19,2002,8.4,1,12,4,33.3,1.42,0.47,0.08,0.25,19.5,0,0,0,0.5,0.5,0.04,0.5,0.5
Robin Knoche,GER,DF,Union Berlin,Bundesliga,29,1992,33,0,10,4,40,0.3,0.12,0,0,11.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,23,1997,28.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Robin Koch,GER,MF,Leeds United,Premier League,25,1996,17.5,0,12,1,8.3,0.69,0.06,0,0,14.8,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Samuel Koeberlé,FRA,MF,Reims,Ligue 1,16,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Philippe Koffi,FRA,FW,Reims,Ligue 1,19,2002,4.2,1,9,2,22.2,2.16,0.48,0.11,0.5,14.3,0,0,0,0.8,0.8,0.09,0.2,0.2
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,27,1994,17.9,0,18,2,11.1,1,0.11,0,0,20.5,0,0,0,1.2,1.2,0.07,-1.2,-1.2
Koba Koindredi,FRA,MF,Valencia,La Liga,19,2001,2,0,1,0,0,0.5,0,0,,32,0,0,0,0,0,0.02,0,0
Koke,ESP,MF,Atlético Madrid,La Liga,29,1992,27.9,1,12,6,50,0.43,0.22,0.08,0.17,25.4,0,0,0,1,1,0.09,0,0
Aleksandr Kokorin,RUS,FW,Fiorentina,Serie A,30,1991,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Aleksandar Kolarov,SRB,DF,Inter,Serie A,35,1985,0.5,0,1,0,0,2.14,0,0,,29.6,0,0,0,0,0,0.02,0,0
Sead Kolašinac,BIH,DF,Marseille,Ligue 1,28,1993,4.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Sead Kolašinac,BIH,DF,Arsenal,Premier League,28,1993,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Luca Koleosho,CAN,FW,Espanyol,La Liga,16,2004,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
Randal Kolo Muani,FRA,FW,Nantes,Ligue 1,22,1998,32.8,12,55,26,47.3,1.68,0.79,0.22,0.46,11.3,0,0,0,9.9,9.9,0.18,2.1,2.1
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,29,1991,28.5,2,15,6,40,0.53,0.21,0.13,0.33,11.5,0,0,0,1.9,1.9,0.12,0.1,0.1
Ghislain Konan,CIV,DF,Reims,Ligue 1,25,1995,26.9,1,19,5,26.3,0.71,0.19,0.05,0.2,24.1,0,0,0,0.5,0.5,0.03,0.5,0.5
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,22,1999,11,0,4,0,0,0.36,0,0,,9,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1,24,0,0,0,0.5,0.5,0.03,0.5,0.5
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,22,1999,8.1,5,14,8,57.1,1.72,0.98,0.36,0.63,14.8,0,0,0,2.9,2.9,0.21,2.1,2.1
Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,20,2001,24.3,2,29,10,34.5,1.2,0.41,0.07,0.2,21.8,1,0,0,1.6,1.6,0.06,0.4,0.4
Youssouf Koné,MLI,DF,Troyes,Ligue 1,26,1995,10.9,0,8,3,37.5,0.73,0.28,0,0,27.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Ezri Konsa,ENG,DF,Aston Villa,Premier League,23,1997,27.5,2,15,6,40,0.55,0.22,0.13,0.33,7,0,0,0,1.5,1.5,0.1,0.5,0.5
Teun Koopmeiners,NED,MF,Atalanta,Serie A,23,1998,23.6,4,28,9,32.1,1.19,0.38,0.14,0.44,22.3,2,0,0,2.2,2.2,0.08,1.8,1.8
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,35,1985,10.4,0,1,0,0,0.1,0,0,,6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,20,2001,19.9,0,4,1,25,0.2,0.05,0,0,13.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,28,1992,28,4,52,18,34.6,1.86,0.64,0.08,0.22,23,10,0,0,2.8,2.8,0.05,1.2,1.2
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,24,1996,33,1,38,11,28.9,1.15,0.33,0.03,0.09,21.9,1,0,0,2.6,2.6,0.07,-1.6,-1.6
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,30,1991,26.7,3,11,7,63.6,0.41,0.26,0.27,0.43,14.3,0,0,0,1.7,1.7,0.16,1.3,1.3
Jules Koundé,FRA,DF,Sevilla,La Liga,22,1998,30.4,2,14,3,21.4,0.46,0.1,0.14,0.67,10.8,0,0,0,1.2,1.2,0.08,0.8,0.8
Christos Kourfalidis,GRE,MF,Cagliari,Serie A,18,2002,0.2,0,1,1,100,5,5,0,0,8.1,0,0,0,0.2,0.2,0.21,-0.2,-0.2
Boubakar Kouyaté,MLI,DF,Metz,Ligue 1,24,1997,29.6,1,22,5,22.7,0.74,0.17,0.05,0.2,14.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8
