Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Pau López,ESP,GK,Marseille,Ligue 1,26,1994,29,4,0,0,0,3,0,0,0,0,0,0,0,164,0,0,
Unai López,ESP,MF,Rayo Vallecano,La Liga,25,1995,12.9,5,0,0,31,22,4,12,21,18,0,0,0,108,9,21,30
Dion Lopy,SEN,MF,Reims,Ligue 1,19,2002,18.2,4,0,0,41,19,1,0,32,38,0,1,0,134,20,19,51.3
Samuel Loric,FRA,DF,Lorient,Ligue 1,21,2000,3,0,0,0,4,5,1,10,10,3,0,1,0,23,12,1,92.3
Anthony Losilla,FRA,MF,Bochum,Bundesliga,35,1986,32.6,5,0,0,55,23,2,9,74,56,0,0,0,455,133,69,65.8
Jonas Lössl,DEN,GK,Brentford,Premier League,32,1989,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,
Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,20,2001,9.8,1,0,0,0,5,1,0,0,0,0,0,0,58,0,0,
Jordan Lotomba,SUI,DF,Nice,Ligue 1,22,1998,19.8,4,0,0,12,25,2,38,21,17,0,0,0,134,16,17,48.5
Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Imran Louza,MAR,MF,Watford,Premier League,22,1999,15.7,6,0,0,35,17,0,19,48,32,0,0,0,192,11,17,39.3
Matteo Lovato,ITA,DF,Cagliari,Serie A,21,2000,13.8,4,0,0,16,16,0,0,47,23,0,1,0,183,37,29,56.1
Matteo Lovato,ITA,DF,Atalanta,Serie A,21,2000,3.4,1,0,0,5,2,0,1,6,3,0,0,0,34,14,3,82.4
Eduard Löwen,GER,MF,Bochum,Bundesliga,24,1997,15.7,0,0,0,22,13,1,37,19,26,0,1,0,136,29,36,44.6
Matthew Lowton,ENG,DF,Burnley,Premier League,32,1989,19.7,3,1,0,18,8,0,39,34,26,0,0,0,182,31,26,54.4
Anthony Lozano,HON,FW,Cádiz,La Liga,28,1993,18.6,8,0,0,49,42,9,23,8,9,4,0,0,77,51,78,39.5
Hirving Lozano,MEX,FW,Napoli,Serie A,26,1995,17.9,3,0,0,32,39,14,43,14,14,1,0,0,95,11,18,37.9
Jean Lucas,BRA,MF,Monaco,Ligue 1,23,1998,16.1,3,1,1,33,27,2,32,31,36,0,0,0,149,12,31,27.9
Anderson Lucoqui,ANG,DF,Mainz 05,Bundesliga,24,1997,8.3,2,0,0,17,16,0,11,12,17,0,0,0,50,5,8,38.5
Florentino Luís,POR,MF,Getafe,La Liga,21,1999,11,2,0,0,28,4,0,3,31,27,0,0,0,124,26,22,54.2
José Luis Gayà,ESP,DF,Valencia,La Liga,26,1995,20.8,8,2,1,35,23,4,62,39,12,1,1,0,138,15,27,35.7
José Luis Morales,ESP,FW,Levante,La Liga,34,1987,30.2,7,0,0,33,46,15,77,16,16,1,0,0,183,22,35,38.6
José Luis Palomino,ARG,DF,Atalanta,Serie A,31,1990,29.7,9,0,0,39,20,1,7,93,66,0,0,0,423,135,52,72.2
Luismi,ESP,FW,Sevilla,La Liga,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Douglas Luiz,BRA,MF,Aston Villa,Premier League,23,1998,30.2,7,0,0,51,45,0,27,61,43,0,0,0,285,37,31,54.4
Romelu Lukaku,BEL,FW,Chelsea,Premier League,28,1993,17.7,1,0,0,8,14,14,9,1,3,3,0,0,49,48,50,49
Castello Lukeba,FRA,DF,Lyon,Ligue 1,18,2002,23.3,1,0,0,19,16,1,0,69,20,0,2,0,236,57,39,59.4
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,23,1997,2,0,0,0,6,6,1,1,1,4,1,0,0,5,2,2,50
Dodi Lukebakio,BEL,FW,Wolfsburg,Bundesliga,23,1997,9.8,2,0,0,16,15,11,17,10,4,0,0,0,60,16,15,51.6
Saša Lukić,SRB,MF,Torino,Serie A,24,1996,33.1,10,0,0,91,57,1,20,52,36,0,0,0,344,49,66,42.6
Levi Lumeka,ENG,DF,Troyes,Ligue 1,22,1998,0.7,0,0,0,2,1,2,3,0,0,0,0,0,1,0,2,0
Andriy Lunin,UKR,GK,Real Madrid,La Liga,22,1999,2,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,
Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,29,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
Sebastiano Luperto,ITA,DF,Empoli,Serie A,24,1996,21.8,8,1,1,33,7,1,2,55,19,0,1,0,159,55,54,50.5
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,34,1987,27,3,0,0,1,3,0,0,0,0,0,1,0,158,0,0,
Lyanco,BRA,DF,Southampton,Premier League,24,1997,10.1,2,0,0,16,8,0,3,29,14,0,0,0,86,21,15,58.3
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,27,1993,20.2,2,0,0,28,13,0,56,55,15,0,1,0,113,48,33,59.3
Yannis M'Bemba,FRA,DF,Nantes,Ligue 1,20,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100
Alexis Mac Allister,ARG,MF,Brighton,Premier League,22,1998,23.6,4,0,0,38,47,4,20,23,51,0,0,0,245,29,29,50
Deiver Machado,COL,DF,Lens,Ligue 1,27,1993,5.8,1,0,0,5,12,2,17,8,9,0,0,0,44,5,5,50
Darwin Machís,VEN,MF,Granada,La Liga,28,1993,15.3,2,0,0,24,35,6,50,23,16,0,0,0,109,13,23,36.1
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,22,1998,17,7,0,0,23,12,0,42,31,30,0,0,1,125,15,34,30.6
James Maddison,ENG,MF,Leicester City,Premier League,24,1996,27.3,3,0,0,26,80,4,49,20,24,1,0,0,134,6,25,19.4
Joakim Mæhle,DEN,DF,Atalanta,Serie A,24,1997,16.3,2,0,0,15,24,1,29,22,16,0,1,0,149,11,19,36.7
Niki Mäenpää,FIN,GK,Venezia,Serie A,36,1985,16.5,1,0,0,1,2,0,0,0,0,0,1,0,74,0,0,
Pablo Maffeo,ESP,DF,Mallorca,La Liga,24,1997,32.7,10,0,0,36,67,3,87,72,55,3,0,0,230,71,60,54.2
Louis Mafouta,CTA,FW,Metz,Ligue 1,27,1994,5.8,0,0,0,16,6,4,2,1,1,0,0,0,20,20,28,41.7
Giulio Maggiore,ITA,MF,Spezia,Serie A,23,1998,31.3,9,0,0,76,76,1,14,48,42,0,1,0,286,34,48,41.5
Matej Maglica,CRO,DF,Stuttgart,Bundesliga,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,36,1984,3,1,0,0,10,9,0,0,4,4,0,0,0,44,4,2,66.7
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,25,1995,5.9,3,1,0,11,9,0,1,15,12,0,0,0,46,25,9,73.5
Giangiacomo Magnani,ITA,DF,Sampdoria,Serie A,25,1995,2.7,0,0,0,3,2,0,0,7,2,0,0,0,14,8,0,100
Hugo Magnetti,FRA,MF,Brest,Ligue 1,23,1998,16.3,4,0,0,26,25,0,7,42,40,0,0,0,172,9,14,39.1
Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,24,1997,19.1,2,0,0,24,26,5,11,18,37,1,0,0,165,34,45,43
Harry Maguire,ENG,DF,Manchester Utd,Premier League,28,1993,27.9,9,1,1,23,23,1,1,53,26,0,0,1,284,102,36,73.9
Riyad Mahrez,ALG,FW,Manchester City,Premier League,30,1991,16.6,0,0,0,10,18,3,54,13,6,0,0,0,108,12,16,42.9
Arne Maier,GER,MF,Augsburg,Bundesliga,22,1999,20.7,0,0,0,14,19,1,28,19,16,0,0,0,184,19,30,38.8
Habib Maïga,CIV,MF,Metz,Ligue 1,25,1996,14.1,6,0,0,34,12,0,15,17,32,0,1,0,128,26,16,61.9
Mike Maignan,FRA,GK,Milan,Serie A,26,1995,32,1,0,0,0,9,0,0,0,0,0,0,0,150,0,0,
Ainsley Maitland-Niles,ENG,DF,Roma,Serie A,23,1997,5.4,0,0,0,7,2,1,19,13,3,0,0,0,41,5,4,55.6
Ainsley Maitland-Niles,ENG,MF,Arsenal,Premier League,23,1997,3,0,0,0,5,2,0,1,3,4,0,0,0,37,5,4,55.6
Josh Maja,NGA,FW,Bordeaux,Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Abdul Majeed Waris,GHA,MF,Strasbourg,Ligue 1,29,1991,3.6,1,0,0,4,14,1,4,2,3,0,0,0,23,3,7,30
Lovro Majer,CRO,MF,Rennes,Ligue 1,23,1998,20.4,1,0,0,38,36,1,46,25,37,0,0,0,158,7,13,35
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,23,1998,26.1,7,1,1,31,41,1,8,32,24,0,0,0,204,18,23,43.9
Béni Makouana,CGO,FW,Montpellier,Ligue 1,18,2002,3.6,4,0,0,10,1,2,6,2,4,0,0,0,16,2,10,16.7
Nemanja Maksimović,SRB,MF,Getafe,La Liga,26,1995,32.6,5,0,0,17,18,0,11,64,40,0,0,0,270,53,50,51.5
Nikola Maksimović,SRB,DF,Genoa,Serie A,29,1991,12.4,2,0,0,14,8,0,1,22,13,0,1,0,142,38,21,64.4
Kévin Malcuit,MAR,DF,Napoli,Serie A,30,1991,3.2,3,0,0,10,6,0,11,5,1,0,0,0,27,6,6,50
Daniel Maldini,ITA,MF,Milan,Serie A,19,2001,1.6,1,0,0,4,1,1,1,1,4,0,0,0,9,5,4,55.6
Youssef Maleh,ITA,MF,Fiorentina,Serie A,22,1998,11.3,5,0,0,43,24,0,19,8,19,0,0,0,80,17,15,53.1
Donyell Malen,NED,FW,Dortmund,Bundesliga,22,1999,18.7,2,0,0,11,38,9,35,8,12,2,0,0,86,9,28,24.3
Ruslan Malinovskyi,UKR,FW,Atalanta,Serie A,28,1993,17.7,10,0,0,44,48,3,33,7,15,0,0,0,134,24,29,45.3
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,30,1991,20.3,5,2,1,40,7,6,64,34,28,0,0,0,176,54,31,63.5
Lennard Maloney,USA,DF,Dortmund,Bundesliga,21,1999,0.1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,1,66.7
Mickael Malsa,MTQ,MF,Levante,La Liga,25,1995,12.7,7,0,0,22,16,0,1,21,28,0,0,0,132,13,20,39.4
Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,20,2000,18,2,0,0,0,2,0,0,0,0,0,0,0,78,0,0,
Rey Manaj,ALB,FW,Spezia,Serie A,24,1997,19.6,9,0,0,61,65,11,6,6,10,1,0,0,86,72,115,38.5
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,21,1999,8.9,3,0,0,22,9,0,0,5,14,0,1,0,70,13,9,59.1
Vincent Manceau,FRA,DF,Angers,Ligue 1,32,1989,26.2,2,1,1,14,15,0,3,44,17,0,0,0,230,20,31,39.2
Gianluca Mancini,ITA,DF,Roma,Serie A,25,1996,32,16,1,1,66,16,1,8,50,43,0,0,0,196,77,42,64.7
Leonardo Mancuso,ITA,FW,Empoli,Serie A,29,1992,4.7,0,0,0,1,5,5,6,3,0,0,0,0,14,3,9,25
Steve Mandanda,FRA,GK,Marseille,Ligue 1,36,1985,9,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,
Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,27,1994,14.4,5,0,0,29,22,0,8,32,22,0,1,0,123,25,21,54.3
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,27,1994,16.9,7,0,0,34,28,1,13,37,33,0,0,0,121,27,18,60
Aïssa Mandi,ALG,DF,Villarreal,La Liga,29,1991,15.3,3,0,0,14,5,1,0,17,6,0,0,1,108,36,19,65.5
Rolando Mandragora,ITA,MF,Torino,Serie A,24,1997,14.7,7,1,1,30,23,1,12,16,7,0,0,0,143,25,19,56.8
Anthony Mandrea,ALG,GK,Angers,Ligue 1,24,1996,10,0,0,0,0,2,0,0,0,0,0,0,0,44,0,0,
Sadio Mané,SEN,FW,Liverpool,Premier League,29,1992,31.3,5,0,0,52,61,19,51,15,18,1,0,0,176,29,54,34.9
Eliaquim Mangala,FRA,DF,Saint-Étienne,Ligue 1,30,1991,13.1,9,0,0,18,10,0,1,31,7,0,1,0,99,37,21,63.8
Orel Mangala,BEL,MF,Stuttgart,Bundesliga,23,1998,20.6,4,0,0,30,30,0,6,28,14,0,0,0,159,18,26,40.9
Thomas Mangani,FRA,MF,Angers,Ligue 1,34,1987,24.4,6,0,0,25,17,0,31,41,43,0,0,0,242,32,34,48.5
Ricardo Mangas,POR,DF,Bordeaux,Ligue 1,23,1998,26.1,2,0,0,28,30,1,36,42,21,0,1,1,175,30,31,49.2
Kostas Manolas,GRE,DF,Napoli,Serie A,30,1991,3.5,1,0,0,5,0,0,0,8,2,0,0,0,22,5,4,55.6
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,27,1994,14,5,0,0,8,18,1,10,23,24,0,0,0,100,16,15,51.6
Myziane Maolida,FRA,MF,Nice,Ligue 1,22,1999,0.4,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,
Myziane Maolida,FRA,FW,Hertha BSC,Bundesliga,22,1999,8.6,0,0,0,11,6,3,11,2,5,0,0,0,58,9,19,32.1
Sekou Mara,FRA,FW,Bordeaux,Ligue 1,19,2002,10.1,2,0,0,22,23,2,5,1,8,1,0,0,57,27,37,42.2
Maranhão,BRA,FW,Valencia,La Liga,24,1996,10.8,3,0,0,23,26,4,4,10,7,1,0,0,54,40,55,42.1
Nikola Maraš,SRB,DF,Rayo Vallecano,La Liga,25,1995,11.6,4,0,0,12,5,0,1,16,11,0,0,0,99,40,27,59.7
Fernando Marçal,BRA,DF,Wolves,Premier League,32,1989,16.1,3,0,0,33,12,1,55,31,26,0,1,0,137,29,17,63
Marcelo,BRA,DF,Lyon,Ligue 1,34,1987,2,1,0,0,2,1,0,1,4,3,0,0,1,27,13,8,61.9
Marcelo,BRA,DF,Real Madrid,La Liga,33,1988,5.8,0,0,0,3,10,0,21,6,4,0,0,0,37,1,5,16.7
Marcelo,BRA,DF,Bordeaux,Ligue 1,34,1987,10,4,0,0,7,3,0,0,17,2,0,0,1,118,42,9,82.4
Solly March,ENG,DF,Brighton,Premier League,27,1994,19.4,1,0,0,35,23,12,63,31,22,0,0,0,129,22,38,36.7
Riccardo Marchizza,ITA,DF,Empoli,Serie A,23,1998,15,4,0,0,22,5,2,28,18,11,0,0,1,102,8,12,40
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,29,1992,34.7,6,1,1,26,39,1,3,62,11,0,0,0,329,108,50,68.4
Iván Marcone,ARG,MF,Elche,La Liga,31,1990,9,5,0,0,18,6,0,1,21,15,0,0,0,99,9,3,75
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,32,1989,18.7,5,0,0,33,10,3,40,25,33,0,0,0,170,27,14,65.9
Davide Marfella,ITA,GK,Napoli,Serie A,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
José Mari,ESP,MF,Cádiz,La Liga,33,1987,4.3,3,1,1,8,6,0,0,6,5,0,0,0,49,6,8,42.9
Pablo Marí,ESP,DF,Arsenal,Premier League,27,1993,2,1,0,0,1,1,0,0,6,2,0,0,0,17,5,4,55.6
Pablo Marí,ESP,DF,Udinese,Serie A,27,1993,14.9,2,1,0,23,3,0,9,37,8,0,1,0,144,58,23,71.6
José María Giménez,URU,DF,Atlético Madrid,La Liga,26,1995,22.7,7,0,0,14,24,2,1,23,16,0,0,0,185,47,25,65.3
Mariano,DOM,FW,Real Madrid,La Liga,27,1993,3.8,2,0,0,2,0,4,2,1,2,0,0,0,6,12,4,75
Răzvan Marin,ROU,MF,Cagliari,Serie A,25,1996,31.3,6,1,1,34,37,1,32,25,31,0,0,0,242,25,32,43.9
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,27,1994,20.4,5,0,0,22,11,1,2,38,30,0,0,0,186,56,42,57.1
Mika Màrmol,ESP,DF,Barcelona,La Liga,20,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,22,1999,0.3,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,50
Omar Marmoush,EGY,FW,Stuttgart,Bundesliga,22,1999,17.5,3,0,0,38,63,7,15,15,18,0,0,0,94,30,40,42.9
Marquinhos,BRA,DF,Paris S-G,Ligue 1,27,1994,31.8,5,0,0,8,11,1,7,50,19,0,0,0,234,50,36,58.1
Roger Martí,ESP,FW,Levante,La Liga,30,1991,23.5,8,0,0,74,28,12,10,6,14,1,0,0,65,27,79,25.5
Anthony Martial,FRA,FW,Sevilla,La Liga,25,1995,5.4,1,0,0,6,12,0,7,3,4,0,0,0,14,2,9,18.2
Anthony Martial,FRA,FW,Manchester Utd,Premier League,25,1995,2.4,0,0,0,1,4,2,5,1,1,0,0,0,5,5,3,62.5
Martín,ESP,MF,Cádiz,La Liga,22,1999,1.3,1,0,0,4,1,0,2,3,1,0,0,0,24,6,3,66.7
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,24,1997,25.5,7,0,0,34,17,0,74,35,32,0,0,0,174,17,28,37.8
Ander Martin,ESP,FW,Real Sociedad,La Liga,20,2000,1,0,0,0,4,0,0,2,3,1,0,0,0,6,1,2,33.3
Andrés Martín,ESP,FW,Rayo Vallecano,La Liga,22,1999,2.1,0,0,0,3,2,3,2,3,0,0,0,0,3,1,2,33.3
Carlos Martín,ESP,DF,Atlético Madrid,La Liga,19,2002,0.1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,50
Iván Martín,ESP,MF,Alavés,La Liga,22,1999,1.8,0,0,0,1,1,0,3,1,1,0,0,0,13,0,8,0
Jonas Martin,FRA,MF,Rennes,Ligue 1,31,1990,23.4,8,0,0,32,17,0,6,30,21,0,0,0,239,21,20,51.2
Martinelli,BRA,FW,Arsenal,Premier League,20,2001,20.7,3,1,1,26,25,10,48,21,19,0,0,0,116,30,54,35.7
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,28,1992,36,4,0,0,0,8,0,0,1,0,0,0,0,164,0,1,0
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,30,1991,26,9,2,1,34,26,2,8,57,18,0,1,0,297,84,59,58.7
Javi Martínez,ESP,MF,Osasuna,La Liga,21,1999,9.8,1,0,0,19,15,0,18,17,14,0,0,0,87,10,20,33.3
Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,23,1998,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Lautaro Martínez,ARG,FW,Inter,Serie A,23,1997,25.4,6,0,0,42,58,12,18,22,18,0,0,0,116,33,51,39.3
Pablo Martínez,ESP,MF,Levante,La Liga,23,1998,7.3,2,0,0,13,10,1,10,14,8,0,0,0,58,11,11,50
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,25,1996,15.9,8,0,0,29,13,0,1,38,25,0,1,0,160,53,27,66.3
Gelson Martins,POR,FW,Monaco,Ligue 1,26,1995,21.2,4,0,0,27,38,15,30,26,26,0,0,0,155,20,32,38.5
Adam Marušić,MNE,DF,Lazio,Serie A,28,1992,30.2,6,1,1,28,13,0,27,61,16,0,0,0,245,45,30,60
Omar Mascarell,ESP,MF,Elche,La Liga,28,1993,27.7,6,0,0,46,29,0,5,41,22,0,0,0,250,44,44,50
Andrea Masiello,ITA,DF,Genoa,Serie A,35,1986,5.7,3,0,0,5,5,0,0,12,8,0,0,0,66,8,8,50
Adam Masina,MAR,DF,Watford,Premier League,27,1994,12,0,0,0,19,5,0,18,31,14,0,1,0,93,30,15,66.7
Erhan Mašović,SRB,DF,Bochum,Bundesliga,22,1998,17.2,7,0,0,18,8,0,1,45,22,0,0,1,166,34,29,54
Roberto Massimo,GER,DF,Stuttgart,Bundesliga,20,2000,9.7,0,0,0,9,7,4,16,12,11,0,0,0,55,6,13,31.6
Arthur Masuaku,COD,DF,West Ham,Premier League,27,1993,7.2,1,0,0,8,4,0,20,18,19,0,0,0,74,13,9,59.1
Jaime Mata,ESP,FW,Getafe,La Liga,32,1988,7.5,7,0,0,23,17,9,6,5,4,0,0,0,27,26,61,29.9
Juan Mata,ESP,MF,Manchester Utd,Premier League,33,1988,2.6,0,0,0,2,4,2,6,2,6,0,0,0,29,0,1,0
Pape Matar Sarr,SEN,MF,Metz,Ligue 1,18,2002,23.7,7,0,0,35,23,2,0,47,36,0,0,0,228,34,25,57.6
Eliot Matazo,BEL,MF,Monaco,Ligue 1,19,2002,8.8,1,0,0,17,9,0,2,19,11,0,0,0,75,8,13,38.1
Aleš Matějů,CZE,DF,Venezia,Serie A,25,1996,8.1,3,0,0,12,8,1,16,16,9,0,0,0,54,12,4,75
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,24,1997,12.7,2,0,0,19,10,14,9,4,5,0,0,0,47,42,52,44.7
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,32,1988,15.4,3,0,0,32,7,0,5,32,28,0,0,0,165,34,21,61.8
Joël Matip,CMR,DF,Liverpool,Premier League,29,1991,31,2,0,0,16,19,0,0,66,36,0,0,0,376,120,55,68.6
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,19,2002,1.5,0,0,0,0,1,0,0,2,3,0,0,0,18,5,1,83.3
Azor Matusiwa,NED,MF,Reims,Ligue 1,23,1998,27.4,8,1,1,37,31,0,2,67,47,0,1,0,293,32,30,51.6
Neal Maupay,FRA,FW,Brighton,Premier League,24,1996,25.3,7,0,0,37,39,6,5,10,12,0,0,0,117,24,78,23.5
Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,23,1998,25.5,4,0,0,25,52,6,29,24,13,0,0,0,111,11,50,18
Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,23,1997,30.1,3,0,0,25,20,2,7,97,39,0,3,0,304,121,27,81.8
Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,32,1989,4.2,0,0,0,9,9,2,4,3,9,0,0,0,29,9,16,36
Luís Maximiano,POR,GK,Granada,La Liga,22,1999,34.8,2,0,0,0,3,0,0,0,0,0,0,1,196,0,0,
Borja Mayoral,ESP,FW,Getafe,La Liga,24,1997,11.6,3,0,0,13,22,4,7,9,5,0,0,0,57,23,42,35.4
Borja Mayoral,ESP,FW,Roma,Serie A,24,1997,1.1,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,
Derek Mazou-Sacko,FRA,FW,Troyes,Ligue 1,16,2004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Pasquale Mazzocchi,ITA,DF,Venezia,Serie A,26,1995,13.8,3,0,0,21,7,0,32,41,12,0,0,0,87,17,17,50
Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,26,1995,14.1,2,0,0,19,7,1,42,24,15,0,0,0,97,17,14,54.8
Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,26,1995,15.5,4,0,0,26,24,2,49,38,17,0,1,0,158,38,22,63.3
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,22,1998,33.6,10,0,0,27,58,39,86,14,11,4,0,0,120,6,11,35.3
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,26,1994,1.2,0,0,0,2,1,1,1,1,0,0,1,0,6,3,3,50
Amadou Mbengue,SEN,DF,Metz,Ligue 1,19,2002,6.8,4,0,0,12,2,0,1,10,15,0,0,0,45,6,10,37.5
Bryan Mbeumo,CMR,FW,Brentford,Premier League,21,1999,32.3,4,0,0,23,41,13,54,23,25,0,0,0,179,34,123,21.7
Jason Mbock,FRA,FW,Angers,Ligue 1,21,1999,0.2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,2,0
Jordi Mboula,ESP,FW,Mallorca,La Liga,22,1999,4.8,2,0,0,7,9,5,12,2,3,0,1,0,26,12,14,46.2
Moustapha Mbow,SEN,DF,Reims,Ligue 1,21,2000,1,0,0,0,0,0,0,0,1,4,0,0,0,4,1,0,100
Nathanael Mbuku,FRA,FW,Reims,Ligue 1,19,2002,15.8,1,0,0,11,45,2,22,23,13,0,0,0,84,13,12,52
James McArthur,SCO,MF,Crystal Palace,Premier League,33,1987,16,4,0,0,31,22,3,15,34,26,0,0,0,201,33,34,49.3
James Mcatee,ENG,MF,Manchester City,Premier League,18,2002,0.2,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,100
Kasey McAteer,ENG,FW,Leicester City,Premier League,19,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Liam McCarron,SCO,FW,Leeds United,Premier League,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Alex McCarthy,ENG,GK,Southampton,Premier League,31,1989,17,1,0,0,0,1,0,0,0,0,0,0,0,61,0,0,
John McGinn,SCO,MF,Aston Villa,Premier League,26,1994,34.3,8,0,0,70,98,0,57,52,61,0,0,0,288,22,15,59.5
Weston McKennie,USA,MF,Juventus,Serie A,22,1998,15.2,1,0,0,19,5,0,17,25,17,0,0,0,99,27,29,48.2
Stuart McKinstry,SCO,MF,Leeds United,Premier League,18,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Kenny McLean,SCO,MF,Norwich City,Premier League,29,1992,30.1,3,0,0,23,45,3,26,55,24,0,1,0,229,86,69,55.5
Dwight McNeil,ENG,MF,Burnley,Premier League,21,1999,34.5,1,0,0,22,49,1,111,67,36,0,0,0,272,20,24,45.5
Scott McTominay,SCO,MF,Manchester Utd,Premier League,24,1996,26.5,9,0,0,58,47,1,8,47,33,0,1,0,286,73,36,67
Gary Medel,CHI,DF,Bologna,Serie A,33,1987,31.4,10,1,1,39,31,1,3,62,18,0,2,0,291,37,34,52.1
Facundo Medina,ARG,DF,Lens,Ligue 1,22,1999,28.8,11,0,0,40,15,0,4,67,52,0,2,0,268,39,37,51.3
Nathan de Medina,BEL,DF,Arminia,Bundesliga,23,1997,8.6,2,0,0,13,10,0,6,19,12,0,0,0,62,8,14,36.4
Ben Mee,ENG,DF,Burnley,Premier League,31,1989,20.4,3,0,0,14,8,2,3,35,16,0,0,1,243,92,37,71.3
Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,30,1991,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,
Hannibal Mejbri,TUN,FW,Manchester Utd,Premier League,18,2003,0.8,2,0,0,4,0,1,0,1,0,0,0,0,5,0,1,0
Farid El Melali,ALG,FW,Angers,Ligue 1,24,1997,0.2,0,0,0,0,1,0,1,0,0,0,0,0,5,1,0,100
Filippo Melegoni,ITA,FW,Genoa,Serie A,22,1999,10.9,1,0,0,15,20,2,22,8,11,0,0,0,100,9,30,23.1
Óscar Melendo,ESP,MF,Espanyol,La Liga,23,1997,11,0,0,0,11,41,0,2,3,7,0,0,0,75,11,18,37.9
Gonzalo Melero,ESP,MF,Levante,La Liga,27,1994,18.8,5,0,0,27,31,2,3,15,23,0,0,0,126,22,37,37.3
Birger Meling,NOR,DF,Rennes,Ligue 1,26,1994,20.3,3,0,0,14,23,2,17,32,29,0,0,0,126,18,25,41.9
Arthur Melo,BRA,MF,Juventus,Serie A,24,1996,10.7,3,0,0,22,36,0,2,11,14,0,0,0,113,6,10,37.5
Houboulang Mendes,FRA,DF,Lorient,Ligue 1,23,1998,35.8,5,1,1,41,18,5,51,75,42,1,0,1,234,43,36,54.4
