Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Andrea La Mantia,ITA,FW,Lecce,Serie A,28,1991,6.1,12,1.95,8,0,0,4,0,0,1,0.16,0,0,0,1,0,0
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,25,1994,24.9,62,2.49,47,0,3,4,8,0,9,0.36,8,0,0,0,1,0
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,28,1991,20.8,60,2.88,36,0,5,9,8,2,15,0.72,5,0,3,4,1,2
Riccardo Ladinetti,ITA,MF,Cagliari,Serie A,18,2000,1.4,4,2.83,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,20,1999,27.0,4,0.15,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,29,1989,29.5,16,0.54,15,0,0,0,0,1,3,0.10,3,0,0,0,0,0
Jack Lahne,SWE,FW,Amiens,Ligue 1,17,2001,0.1,1,10.00,0,0,0,0,0,1,1,10.00,0,0,0,0,0,1
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,22,1997,23.5,52,2.21,41,0,6,0,3,2,18,0.77,13,0,4,0,0,1
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,26,1992,30.1,60,1.99,54,2,2,0,2,0,7,0.23,5,0,0,0,2,0
Diego Lainez,MEX,MF,Betis,La Liga,19,2000,3.9,4,1.03,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,27,1991,22.7,51,2.25,37,10,2,1,1,0,1,0.04,0,1,0,0,0,0
Adam Lallana,ENG,MF,Liverpool,Premier League,31,1988,4.2,9,2.12,7,0,1,0,1,0,1,0.24,1,0,0,0,0,0
Érik Lamela,ARG,MF,Tottenham,Premier League,27,1992,13.5,48,3.56,27,5,3,4,7,2,8,0.59,3,1,0,3,1,0
Tariq Lamptey,GHA,DF,Chelsea,Premier League,18,2000,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Tariq Lamptey,GHA,DF,Brighton,Premier League,18,2000,6.5,10,1.53,6,1,1,1,1,0,2,0.31,1,1,0,0,0,0
Loïck Landre,FRA,DF,Nîmes,Ligue 1,27,1992,10.3,5,0.48,3,0,0,1,0,1,1,0.10,1,0,0,0,0,0
Michael Lang,SUI,DF,Werder Bremen,Bundesliga,28,1991,6.0,6,0.99,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,31,1988,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Henri Lansbury,ENG,MF,Aston Villa,Premier League,28,1990,2.2,2,0.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manuel Lanzini,ARG,MF,West Ham,Premier League,26,1993,15.3,58,3.79,39,11,1,1,5,1,5,0.33,2,0,0,0,3,0
Gianluca Lapadula,PER,FW,Lecce,Serie A,29,1990,19.8,51,2.57,35,0,6,1,9,0,7,0.35,4,0,1,0,2,0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,25,1994,12.2,8,0.66,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Danilo Larangeira,BRA,DF,Bologna,Serie A,35,1984,29.3,17,0.58,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Larra,ESP,FW,Athletic Club,La Liga,21,1997,2.8,4,1.44,0,1,0,1,2,0,1,0.36,0,0,0,0,1,0
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,22,1997,26.6,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Lasagna,ITA,FW,Udinese,Serie A,26,1992,28.5,54,1.89,41,0,3,2,5,3,4,0.14,2,0,2,0,0,0
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,25,1993,23.1,7,0.30,5,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Paul Lasne,FRA,MF,Brest,Ligue 1,30,1989,13.6,32,2.35,26,0,1,1,3,1,2,0.15,2,0,0,0,0,0
Toni Lato,ESP,DF,Osasuna,La Liga,21,1997,5.2,7,1.34,7,0,0,0,0,0,1,0.19,1,0,0,0,0,0
Danny Latza,GER,MF,Mainz 05,Bundesliga,29,1989,15.3,32,2.10,27,0,1,1,3,0,4,0.26,2,0,1,0,1,0
Vincent Laurini,FRA,DF,Parma,Serie A,30,1989,9.8,13,1.32,12,0,0,0,1,0,2,0.20,2,0,0,0,0,0
Wesley Lautoa,NCL,MF,Dijon,Ligue 1,31,1987,20.8,18,0.87,15,0,1,0,0,2,2,0.10,2,0,0,0,0,0
Diego Laxalt,URU,DF,Milan,Serie A,26,1993,1.9,6,3.14,5,1,0,0,0,0,1,0.52,1,0,0,0,0,0
Diego Laxalt,URU,DF,Torino,Serie A,26,1993,6.6,8,1.21,7,1,0,0,0,0,1,0.15,1,0,0,0,0,0
Valentino Lazaro,AUT,DF,Newcastle Utd,Premier League,23,1996,5.3,8,1.50,4,2,1,1,0,0,0,0.00,0,0,0,0,0,0
Valentino Lazaro,AUT,DF,Inter,Serie A,23,1996,3.6,14,3.90,9,3,0,1,1,0,1,0.28,1,0,0,0,0,0
Darko Lazović,SRB,DF,Hellas Verona,Serie A,28,1990,36.0,105,2.92,82,5,12,5,1,0,17,0.47,14,0,2,1,0,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,25,1993,28.3,60,2.12,53,1,1,2,3,0,6,0.21,4,0,0,2,0,0
Mickaël Le Bihan,FRA,FW,Nice,Ligue 1,29,1990,1.1,2,1.80,1,0,0,1,0,0,1,0.90,0,0,0,1,0,0
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,22,1996,26.6,11,0.41,10,0,0,0,0,1,1,0.04,1,0,0,0,0,0
Damien Le Tallec,FRA,MF,Montpellier,Ligue 1,29,1990,27.3,27,0.99,22,1,0,0,2,2,2,0.07,2,0,0,0,0,0
James Lea Siliki,CMR,MF,Rennes,Ligue 1,23,1996,12.0,24,2.00,17,0,1,0,5,1,2,0.17,2,0,0,0,0,0
Rafael Leão,POR,FW,Milan,Serie A,20,1999,15.6,59,3.78,42,0,13,2,2,0,7,0.45,3,0,2,1,1,0
Adrien Lebeau,FRA,MF,Strasbourg,Ligue 1,20,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mathew Leckie,AUS,DF,Hertha BSC,Bundesliga,28,1991,2.2,2,0.92,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,28,1991,28.0,2,0.07,1,1,0,0,0,0,1,0.04,1,0,0,0,0,0
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,26,1993,25.0,61,2.44,47,1,6,5,2,0,8,0.32,7,0,0,1,0,0
Jordan Lefort,FRA,DF,Amiens,Ligue 1,25,1993,9.4,7,0.75,4,0,3,0,0,0,2,0.21,1,0,1,0,0,0
Wu Lei,CHN,FW,Espanyol,La Liga,27,1991,19.1,24,1.26,16,0,4,3,1,0,1,0.05,0,0,0,1,0,0
Toni Leistner,GER,DF,Köln,Bundesliga,28,1990,11.2,5,0.44,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Moritz Leitner,GER,MF,Norwich City,Premier League,26,1992,7.6,16,2.10,14,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Lucas Leiva,BRA,MF,Lazio,Serie A,32,1987,20.1,37,1.84,33,1,0,2,0,1,2,0.10,2,0,0,0,0,0
Florian Lejeune,FRA,DF,Newcastle Utd,Premier League,28,1991,4.9,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iñigo Lekue,ESP,FW,Athletic Club,La Liga,26,1993,6.9,14,2.02,8,1,4,1,0,0,2,0.29,1,0,1,0,0,0
Nicolas Lemaître,FRA,GK,Reims,Ligue 1,22,1997,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,23,1995,10.3,20,1.95,10,4,2,3,0,1,1,0.10,1,0,0,0,0,0
Tim Lemperle,GER,FW,Köln,Bundesliga,17,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Clément Lenglet,FRA,DF,Barcelona,La Liga,24,1995,26.9,14,0.52,14,0,0,0,0,0,3,0.11,3,0,0,0,0,0
Aaron Lennon,ENG,MF,Burnley,Premier League,32,1987,5.5,7,1.27,6,0,0,0,1,0,1,0.18,1,0,0,0,0,0
Bernd Leno,GER,GK,Arsenal,Premier League,27,1992,29.4,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Lenz,GER,DF,Union Berlin,Bundesliga,24,1994,25.2,44,1.75,32,5,3,2,0,2,4,0.16,4,0,0,0,0,0
Donovan Léon,GUF,GK,Brest,Ligue 1,26,1992,1.4,1,0.73,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedro León,ESP,MF,Eibar,La Liga,32,1986,21.1,67,3.18,31,26,4,3,1,2,5,0.24,3,2,0,0,0,0
Sergio León,ESP,FW,Levante,La Liga,30,1989,7.5,8,1.07,3,0,0,3,1,1,1,0.13,0,0,0,1,0,0
Lukas Lerager,DEN,MF,Genoa,Serie A,26,1993,15.4,29,1.88,25,0,0,2,1,1,4,0.26,4,0,0,0,0,0
Mehdi Léris,FRA,MF,Sampdoria,Serie A,21,1998,5.7,19,3.36,13,1,2,1,1,1,1,0.18,1,0,0,0,0,0
Jefferson Lerma,COL,MF,Bournemouth,Premier League,24,1994,30.0,35,1.17,28,0,2,0,4,1,2,0.07,2,0,0,0,0,0
Karlo Letica,CRO,GK,SPAL,Serie A,22,1997,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,30,1988,30.7,102,3.33,68,0,12,10,10,2,15,0.49,9,0,4,0,2,0
Jamal Lewis,NIR,DF,Norwich City,Premier League,21,1998,25.6,32,1.25,26,2,3,0,1,0,1,0.04,1,0,0,0,0,0
Aaron Leya Iseka,BEL,FW,Toulouse,Ligue 1,21,1997,8.6,20,2.32,13,0,1,1,4,1,1,0.12,0,0,0,0,1,0
Stephan Lichtsteiner,SUI,DF,Augsburg,Bundesliga,35,1984,14.9,18,1.21,12,5,0,0,1,0,2,0.13,2,0,0,0,0,0
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,31,1988,16.5,65,3.93,38,20,3,2,1,1,10,0.60,6,3,1,0,0,0
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,23,1996,20.2,8,0.40,6,0,0,1,1,0,2,0.10,2,0,0,0,0,0
Matthijs de Ligt,NED,DF,Juventus,Serie A,19,1999,27.2,9,0.33,8,0,0,0,1,0,2,0.07,1,0,0,0,1,0
Isaac Lihadji,FRA,DF,Marseille,Ligue 1,17,2002,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lillo,ESP,DF,Osasuna,La Liga,30,1989,2.2,3,1.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anderson Lima,BRA,MF,Lazio,Serie A,19,1999,0.7,6,8.71,2,1,2,1,0,0,1,1.45,1,0,0,0,0,0
Lucas Lima,BRA,FW,Nantes,Ligue 1,27,1991,3.0,9,3.00,5,4,0,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Limbombe,BEL,FW,Nantes,Ligue 1,25,1994,1.7,3,1.79,0,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,25,1994,34.4,17,0.49,15,1,0,1,0,0,2,0.06,2,0,0,0,0,0
Karol Linetty,POL,MF,Sampdoria,Serie A,24,1995,22.4,64,2.85,54,3,1,2,2,2,10,0.45,8,0,0,1,0,1
Jesse Lingard,ENG,MF,Manchester Utd,Premier League,26,1992,10.4,40,3.85,33,0,2,1,2,2,4,0.39,3,0,0,0,0,1
Pol Lirola,ESP,DF,Fiorentina,Serie A,21,1997,29.4,68,2.31,57,2,6,3,0,0,5,0.17,4,0,1,0,0,0
Diego Llorente,ESP,DF,Real Sociedad,La Liga,25,1993,25.9,14,0.54,13,0,0,0,1,0,2,0.08,1,0,0,0,1,0
Fernando Llorente,ESP,FW,Napoli,Serie A,34,1985,5.6,19,3.41,14,0,0,4,1,0,2,0.36,1,0,0,1,0,0
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,24,1995,15.2,27,1.78,21,0,4,0,2,0,7,0.46,3,0,2,0,2,0
Gautier Lloris,FRA,DF,Nice,Ligue 1,24,1995,3.0,2,0.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Lloris,FRA,GK,Tottenham,Premier League,32,1986,20.1,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,23,1996,16.6,60,3.62,44,9,2,1,3,1,6,0.36,5,0,0,1,0,0
Stanislav Lobotka,SVK,MF,Napoli,Serie A,24,1994,8.4,16,1.91,14,0,1,0,1,0,1,0.12,1,0,0,0,0,0
Stanislav Lobotka,SVK,MF,Celta Vigo,La Liga,24,1994,15.4,26,1.69,22,0,0,1,2,1,2,0.13,2,0,0,0,0,0
Jürgen Locadia,NED,FW,Hoffenheim,Bundesliga,25,1993,5.9,11,1.87,4,0,2,3,1,1,2,0.34,0,0,1,1,0,0
Jürgen Locadia,NED,MF,Brighton,Premier League,25,1993,1.0,1,1.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,21,1998,28.7,93,3.24,76,7,3,2,3,2,8,0.28,8,0,0,0,0,0
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,21,1998,26.6,31,1.16,28,0,0,1,2,0,2,0.08,2,0,0,0,0,0
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,23,1996,2.3,2,0.87,2,0,0,0,0,0,1,0.43,1,0,0,0,0,0
Enzo Loiodice,FRA,MF,Dijon,Ligue 1,18,2000,2.1,1,0.47,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kevin Long,IRL,DF,Burnley,Premier League,28,1990,6.3,2,0.32,0,1,0,1,0,0,1,0.16,0,1,0,0,0,0
Shane Long,IRL,FW,Southampton,Premier League,32,1987,15.5,31,2.00,25,0,1,4,1,0,3,0.19,1,0,0,2,0,0
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,19,2000,6.4,6,0.94,6,0,0,0,0,0,1,0.16,1,0,0,0,0,0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,21,1997,15.3,32,2.09,19,7,1,2,2,1,3,0.20,1,0,0,1,0,1
Ademola Lookman,NGA,MF,RB Leipzig,Bundesliga,21,1997,3.4,13,3.79,10,0,1,2,0,0,0,0.00,0,0,0,0,0,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,28,1990,26.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rony Lopes,POR,FW,Sevilla,La Liga,23,1995,1.5,1,0.67,1,0,0,0,0,0,1,0.67,1,0,0,0,0,0
Rony Lopes,POR,FW,Monaco,Ligue 1,23,1995,0.9,2,2.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Adrián López,ESP,FW,Osasuna,La Liga,31,1988,16.0,42,2.62,38,0,2,1,1,0,3,0.19,2,0,0,1,0,0
David López,ESP,DF,Espanyol,La Liga,29,1989,27.3,31,1.14,26,1,0,0,2,2,4,0.15,3,0,0,0,1,0
Diego López,ESP,GK,Espanyol,La Liga,37,1981,35.9,5,0.14,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0
Javi López,ESP,DF,Espanyol,La Liga,33,1986,15.4,20,1.30,17,2,0,0,1,0,0,0.00,0,0,0,0,0,0
Javi López,ESP,DF,Alavés,La Liga,17,2002,1.0,1,1.00,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Lluis López,ESP,DF,Espanyol,La Liga,22,1997,3.3,4,1.20,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maxime Lopez,FRA,MF,Marseille,Ligue 1,21,1997,12.3,35,2.84,28,4,2,0,1,0,5,0.41,4,1,0,0,0,0
Pau López,ESP,GK,Roma,Serie A,24,1994,32.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Roberto López,ESP,MF,Real Sociedad,La Liga,19,2000,0.6,3,5.29,3,0,0,0,0,0,2,3.53,2,0,0,0,0,0
Unai López,ESP,MF,Athletic Club,La Liga,23,1995,19.9,48,2.42,25,21,0,0,1,1,5,0.25,4,1,0,0,0,0
Losada,ESP,MF,Celta Vigo,La Liga,17,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Albert Lottin,FRA,MF,Bordeaux,Ligue 1,17,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Imran Louza,MAR,MF,Nantes,Ligue 1,20,1999,22.3,62,2.78,38,15,4,1,1,3,4,0.18,4,0,0,0,0,0
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,19,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dejan Lovren,CRO,DF,Liverpool,Premier League,30,1989,8.6,5,0.58,5,0,0,0,0,0,2,0.23,2,0,0,0,0,0
Eduard Löwen,GER,MF,Augsburg,Bundesliga,22,1997,7.5,16,2.15,6,8,0,0,2,0,2,0.27,1,1,0,0,0,0
Eduard Löwen,GER,MF,Hertha BSC,Bundesliga,22,1997,3.5,1,0.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matthew Lowton,ENG,DF,Burnley,Premier League,30,1989,17.0,18,1.06,16,0,0,0,1,1,1,0.06,1,0,0,0,0,0
Hirving Lozano,MEX,FW,Napoli,Serie A,24,1995,11.4,47,4.13,33,1,7,1,4,1,3,0.26,2,0,0,0,1,0
Pol Lozano,ESP,MF,Espanyol,La Liga,19,1999,1.9,1,0.52,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jan Luca Rumpf,GER,DF,Paderborn 07,Bundesliga,20,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean Lucas,BRA,MF,Lyon,Ligue 1,21,1998,2.2,6,2.70,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Fabio Lucioni,ITA,DF,Lecce,Serie A,31,1987,34.8,10,0.29,8,1,0,1,0,0,1,0.03,0,0,0,1,0,0
José Luis Gayà,ESP,DF,Valencia,La Liga,24,1995,22.1,22,1.00,19,0,1,0,1,1,3,0.14,3,0,0,0,0,0
José Luis Morales,ESP,FW,Levante,La Liga,32,1987,28.0,66,2.36,51,2,7,4,2,0,6,0.21,4,0,1,1,0,0
José Luis Palomino,ARG,DF,Atalanta,Serie A,29,1990,27.6,16,0.58,15,0,0,1,0,0,2,0.07,2,0,0,0,0,0
José Luis Rodríguez,PAN,FW,Alavés,La Liga,21,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Luiz,BRA,DF,Arsenal,Premier League,32,1987,31.2,11,0.35,8,0,0,1,0,2,4,0.13,4,0,0,0,0,0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,21,1998,29.0,44,1.52,34,1,3,0,3,3,3,0.10,2,0,0,0,0,1
Jordan Lukaku,BEL,DF,Lazio,Serie A,25,1994,4.4,15,3.41,12,1,1,0,0,1,2,0.45,2,0,0,0,0,0
Romelu Lukaku,BEL,FW,Inter,Serie A,26,1993,33.1,102,3.08,83,0,10,7,1,1,12,0.36,9,0,1,2,0,0
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,21,1997,22.6,66,2.92,44,5,11,3,3,0,11,0.49,3,2,4,2,0,0
Saša Lukić,SRB,MF,Torino,Serie A,22,1996,20.7,38,1.84,28,1,4,0,3,2,1,0.05,1,0,0,0,0,0
Senad Lulić,BIH,DF,Lazio,Serie A,33,1986,17.5,44,2.52,33,2,3,4,0,2,4,0.23,4,0,0,0,0,0
John Lundstram,ENG,MF,Sheffield Utd,Premier League,25,1994,27.3,45,1.65,36,1,0,5,2,1,6,0.22,5,0,0,1,0,0
Sebastiano Luperto,ITA,DF,Napoli,Serie A,22,1996,5.9,5,0.85,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arnaud Lusamba,COD,MF,Nice,Ligue 1,22,1997,10.9,28,2.57,20,5,0,0,3,0,5,0.46,5,0,0,0,0,0
Andreas Luthe,GER,GK,Augsburg,Bundesliga,32,1987,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lyanco,BRA,DF,Torino,Serie A,22,1997,13.1,7,0.54,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,25,1993,14.9,13,0.87,8,5,0,0,0,0,2,0.13,1,1,0,0,0,0
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,29,1990,21.6,19,0.88,18,0,0,0,0,1,2,0.09,2,0,0,0,0,0
Alexis Mac Allister,ARG,MF,Brighton,Premier League,20,1998,3.9,11,2.81,4,3,2,2,0,0,0,0.00,0,0,0,0,0,0
Darwin Machís,VEN,FW,Granada,La Liga,26,1993,23.7,84,3.55,47,18,7,5,5,2,10,0.42,6,0,0,3,0,1
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,20,1998,1.1,1,0.95,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
James Maddison,ENG,MF,Leicester City,Premier League,22,1996,29.2,168,5.76,76,52,16,7,16,1,12,0.41,7,3,1,0,0,1
Lisandro Magallán,ARG,DF,Alavés,La Liga,25,1993,13.3,5,0.38,4,1,0,0,0,0,2,0.15,2,0,0,0,0,0
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,34,1984,15.5,21,1.35,21,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giangiacomo Magnani,ITA,DF,Brescia,Serie A,23,1995,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Giangiacomo Magnani,ITA,DF,Sassuolo,Serie A,23,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hugo Magnetti,FRA,MF,Brest,Ligue 1,21,1998,2.6,12,4.58,9,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,26,1993,38.0,31,0.82,28,1,0,1,0,1,0,0.00,0,0,0,0,0,0
Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,19,2000,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Riyad Mahrez,ALG,FW,Manchester City,Premier League,28,1991,21.6,140,6.48,90,13,20,4,10,3,31,1.44,17,2,5,1,5,1
Thiago Maia,BRA,MF,Lille,Ligue 1,22,1997,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Arne Maier,GER,MF,Hertha BSC,Bundesliga,20,1999,5.9,19,3.20,13,4,1,1,0,0,0,0.00,0,0,0,0,0,0
Habib Maïga,CIV,MF,Metz,Ligue 1,23,1996,25.2,38,1.51,30,0,2,3,0,3,9,0.36,7,0,0,1,0,1
Mike Maignan,FRA,GK,Lille,Ligue 1,24,1995,28.0,3,0.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,21,1997,15.4,21,1.36,17,1,1,0,1,1,3,0.19,2,0,0,0,0,1
Josh Maja,NGA,FW,Bordeaux,Ligue 1,20,1998,8.2,22,2.69,14,0,3,1,3,1,3,0.37,2,0,0,1,0,0
Abdul Majeed Waris,GHA,FW,Strasbourg,Ligue 1,27,1991,4.1,6,1.46,5,0,1,0,0,0,2,0.49,2,0,0,0,0,0
Žan Majer,SVN,MF,Lecce,Serie A,27,1992,18.5,42,2.27,37,1,1,0,2,1,4,0.22,2,0,0,0,1,1
Jean-Victor Makengo,FRA,MF,Toulouse,Ligue 1,21,1998,11.0,22,2.00,19,0,2,0,1,0,0,0.00,0,0,0,0,0,0
Nemanja Maksimović,SRB,MF,Getafe,La Liga,24,1995,32.2,37,1.15,29,2,0,3,3,0,3,0.09,3,0,0,0,0,0
Nikola Maksimović,SRB,DF,Napoli,Serie A,27,1991,20.0,13,0.65,12,0,0,0,0,1,1,0.05,1,0,0,0,0,0
Kévin Malcuit,MAR,DF,Napoli,Serie A,28,1991,2.8,3,1.05,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Daniel Maldini,ITA,FW,Milan,Serie A,17,2001,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ruslan Malinovskyi,UKR,MF,Atalanta,Serie A,26,1993,17.1,115,6.74,68,10,18,7,9,3,9,0.53,7,1,0,0,1,0
Yunus Mallı,TUR,FW,Union Berlin,Bundesliga,27,1992,7.5,15,2.01,10,0,0,1,4,0,2,0.27,2,0,0,0,0,0
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,28,1991,21.8,28,1.28,22,2,2,0,2,0,2,0.09,1,0,1,0,0,0
Streli Mamba,GER,FW,Paderborn 07,Bundesliga,25,1994,16.9,26,1.54,15,0,4,1,4,2,3,0.18,2,0,0,1,0,0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,19,1999,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Vincent Manceau,FRA,DF,Angers,Ligue 1,30,1989,22.0,30,1.36,26,3,1,0,0,0,1,0.05,1,0,0,0,0,0
Gianluca Mancini,ITA,DF,Roma,Serie A,23,1996,30.4,24,0.79,20,0,0,3,1,0,5,0.16,4,0,0,1,0,0
Marco Mancosu,ITA,MF,Lecce,Serie A,30,1988,27.1,71,2.62,59,1,4,2,5,0,5,0.18,3,0,1,0,1,0
Steve Mandanda,FRA,GK,Marseille,Ligue 1,34,1985,26.3,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,25,1994,12.3,14,1.14,12,0,1,0,0,1,0,0.00,0,0,0,0,0,0
Aïssa Mandi,ALG,DF,Betis,La Liga,27,1991,28.6,17,0.59,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Rolando Mandragora,ITA,MF,Udinese,Serie A,22,1997,22.8,69,3.03,47,13,1,3,1,4,4,0.18,4,0,0,0,0,0
Sadio Mané,SEN,FW,Liverpool,Premier League,27,1992,30.5,109,3.57,85,0,6,3,13,2,16,0.52,9,0,0,1,5,1
Eliaquim Mangala,FRA,DF,Valencia,La Liga,28,1991,7.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Mangani,FRA,MF,Angers,Ligue 1,32,1987,20.8,78,3.75,50,24,3,1,0,0,2,0.10,1,1,0,0,0,0
Massimiliano Mangraviti,ITA,DF,Brescia,Serie A,21,1998,10.8,5,0.46,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Kostas Manolas,GRE,DF,Napoli,Serie A,28,1991,24.2,5,0.21,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,25,1994,17.8,14,0.79,12,1,0,0,1,0,3,0.17,1,1,0,0,1,0
