Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Filip Đuričić,SRB,MF,Sassuolo,Serie A,27,1992,29,19,1633,18.1,5,5,5,0,0,6,0,0.28,0.28,0.55,0.28,0.55,3.3,3.3,4.2,7.5,0.18,0.23,0.41,0.18,0.41
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,27,1992,9,6,511,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.12,0.02,0.14,0.12,0.14
Riza Durmisi,DEN,DF,Nice,Ligue 1,25,1994,4,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
Hugo Duro,ESP,FW,Getafe,La Liga,19,1999,12,4,378,4.2,1,1,1,0,0,3,0,0.24,0.24,0.48,0.24,0.48,1.0,1.0,0.4,1.4,0.24,0.09,0.33,0.24,0.33
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,22,1997,14,13,1178,13.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02
Paulo Dybala,ARG,FW,Juventus,Serie A,25,1993,33,25,2155,23.9,11,6,10,1,1,5,0,0.46,0.25,0.71,0.42,0.67,8.8,8.0,6.6,14.6,0.37,0.27,0.64,0.34,0.61
Edin Džeko,BIH,FW,Roma,Serie A,33,1986,35,31,2854,31.7,16,7,16,0,0,4,0,0.50,0.22,0.73,0.50,0.73,18.1,18.1,4.9,23.0,0.57,0.16,0.73,0.57,0.73
Blerim Džemaili,SUI,MF,Bologna,Serie A,33,1986,14,8,698,7.8,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,0.6,0.6,1.4,1.9,0.07,0.18,0.25,0.07,0.25
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,31,1988,28,28,2520,28.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.4,0.05,0.00,0.05,0.05,0.05
Simone Edera,ITA,MF,Torino,Serie A,22,1997,13,4,398,4.4,1,1,1,0,0,4,1,0.23,0.23,0.45,0.23,0.45,0.9,0.9,0.4,1.3,0.21,0.09,0.30,0.21,0.30
Ederson,BRA,GK,Manchester City,Premier League,25,1993,35,35,3071,34.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
John Egan,IRL,DF,Sheffield Utd,Premier League,26,1992,36,36,3187,35.4,2,0,2,0,0,5,1,0.06,0.00,0.06,0.06,0.06,2.3,2.3,0.1,2.4,0.07,0.00,0.07,0.07,0.07
Johannes Eggestein,GER,MF,Werder Bremen,Bundesliga,21,1998,14,4,510,5.7,1,0,1,0,0,3,1,0.18,0.00,0.18,0.18,0.18,0.8,0.8,0.6,1.4,0.15,0.11,0.25,0.15,0.25
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,22,1996,32,32,2855,31.7,1,3,1,0,0,6,0,0.03,0.09,0.13,0.03,0.13,2.5,2.5,1.8,4.3,0.08,0.06,0.13,0.08,0.13
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,24,1995,31,29,2329,25.9,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,0.9,0.9,1.2,2.0,0.03,0.04,0.08,0.03,0.08
Albin Ekdal,SWE,MF,Sampdoria,Serie A,30,1989,32,27,2385,26.5,0,2,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,1.6,1.6,1.0,2.5,0.06,0.04,0.10,0.06,0.10
Harvey Elliott,ENG,DF,Liverpool,Premier League,16,2003,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Elif Elmas,MKD,MF,Napoli,Serie A,19,1999,26,12,1134,12.6,1,1,1,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.9,2.7,0.15,0.07,0.22,0.15,0.22
Ilay Elmkies,ISR,MF,Hoffenheim,Bundesliga,19,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,31,1987,18,11,1031,11.5,1,1,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,0.2,0.2,2.6,2.8,0.02,0.22,0.24,0.02,0.24
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,25,1994,22,17,1510,16.8,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.7,0.7,0.2,1.0,0.04,0.01,0.06,0.04,0.06
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,22,1996,32,30,2618,29.1,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.1,0.7,0.02,0.00,0.03,0.02,0.03
Rodrigo Ely,BRA,DF,Alavés,La Liga,25,1993,25,24,2121,23.6,2,0,2,0,0,9,1,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.1,0.8,0.03,0.00,0.03,0.03,0.03
Adri Embarba,ESP,MF,Espanyol,La Liga,27,1992,18,17,1371,15.2,2,4,1,1,1,4,0,0.13,0.26,0.39,0.07,0.33,2.8,2.1,1.8,3.9,0.19,0.12,0.31,0.14,0.26
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,22,1997,28,17,1550,17.2,8,5,8,0,1,4,0,0.46,0.29,0.75,0.46,0.75,8.9,8.1,4.8,12.9,0.51,0.28,0.79,0.47,0.75
Emerson,BRA,DF,Betis,La Liga,20,1999,33,32,2839,31.5,3,6,3,0,0,11,0,0.10,0.19,0.29,0.10,0.29,1.2,1.2,4.0,5.2,0.04,0.13,0.17,0.04,0.17
Renaud Emond,BEL,FW,Nantes,Ligue 1,27,1991,6,3,292,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.28,0.01,0.29,0.28,0.29
Alan Empereur,BRA,DF,Hellas Verona,Serie A,25,1994,13,8,855,9.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,22,1997,18,7,796,8.8,4,0,4,0,0,1,0,0.45,0.00,0.45,0.45,0.45,3.6,3.6,0.2,3.9,0.41,0.03,0.44,0.41,0.44
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,22,1997,18,15,1385,15.4,4,2,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,3.9,3.9,0.8,4.7,0.25,0.05,0.31,0.25,0.31
Björn Engels,BEL,DF,Aston Villa,Premier League,24,1994,17,15,1447,16.1,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.8,0.05,0.00,0.05,0.05,0.05
Sergi Enrich,ESP,FW,Eibar,La Liga,29,1990,30,21,1865,20.7,1,4,1,0,0,6,0,0.05,0.19,0.24,0.05,0.24,2.6,2.6,1.4,4.0,0.13,0.07,0.19,0.13,0.19
Javier Eraso,ESP,MF,Leganés,La Liga,29,1990,20,11,815,9.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.1,0.06,0.06,0.13,0.06,0.13
Christian Eriksen,DEN,MF,Inter,Serie A,27,1992,17,8,703,7.8,1,2,1,0,0,0,0,0.13,0.26,0.38,0.13,0.38,2.4,2.4,3.1,5.6,0.31,0.40,0.71,0.31,0.71
Christian Eriksen,DEN,MF,Tottenham,Premier League,27,1992,20,10,1097,12.2,2,2,2,0,0,5,0,0.16,0.16,0.33,0.16,0.33,1.9,1.9,2.0,3.9,0.16,0.16,0.32,0.16,0.32
Gonzalo Escalante,ARG,MF,Eibar,La Liga,26,1993,23,18,1674,18.6,0,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,1.7,1.7,0.7,2.4,0.09,0.04,0.13,0.09,0.13
Aarón Escandell,ESP,GK,Granada,La Liga,23,1995,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Sergio Escudero,ESP,DF,Sevilla,La Liga,29,1989,11,8,773,8.6,1,0,1,0,0,2,0,0.12,0.00,0.12,0.12,0.12,0.8,0.8,0.5,1.3,0.09,0.06,0.15,0.09,0.15
Bernardo Espinosa,COL,DF,Espanyol,La Liga,30,1989,26,26,2259,25.1,3,0,3,0,0,5,1,0.12,0.00,0.12,0.12,0.12,1.8,1.8,0.5,2.2,0.07,0.02,0.09,0.07,0.09
Sebastiano Esposito,ITA,FW,Inter,Serie A,17,2002,7,2,199,2.2,1,0,0,1,1,2,0,0.45,0.00,0.45,0.00,0.00,1.7,1.0,0.1,1.1,0.78,0.05,0.83,0.44,0.49
Vicente Esquerdo,ESP,MF,Valencia,La Liga,20,1999,3,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,29,1990,7,1,213,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.14,0.41,0.55,0.14,0.55
Pervis Estupiñán,ECU,DF,Osasuna,La Liga,21,1998,36,32,2979,33.1,1,5,1,0,0,8,0,0.03,0.15,0.18,0.03,0.18,1.2,1.2,3.5,4.7,0.04,0.11,0.14,0.04,0.14
Oghenekaro Etebo,NGA,MF,Getafe,La Liga,23,1995,10,6,572,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,0.6,0.6,0.2,0.8,0.09,0.04,0.13,0.09,0.13
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,32,1987,11,3,394,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.03,0.11,0.13,0.03,0.13
Xabier Etxeita,ESP,DF,Getafe,La Liga,31,1987,17,16,1446,16.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02
Antony Evans,ENG,MF,Paderborn 07,Bundesliga,20,1998,6,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.6,0.03,0.34,0.37,0.03,0.37
Jonny Evans,NIR,DF,Leicester City,Premier League,31,1988,38,38,3383,37.6,1,1,1,0,0,8,1,0.03,0.03,0.05,0.03,0.05,2.6,2.6,0.6,3.2,0.07,0.02,0.09,0.07,0.09
Edu Expósito,ESP,MF,Eibar,La Liga,22,1996,35,24,2316,25.7,4,1,3,1,2,3,0,0.16,0.04,0.19,0.12,0.16,2.8,1.1,1.3,2.4,0.11,0.05,0.16,0.04,0.09
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,27,1992,3,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.18,0.00,0.18,0.18,0.18
Valentin Eysseric,FRA,FW,Hellas Verona,Serie A,27,1992,6,3,353,3.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.13,0.19,0.33,0.13,0.33
Łukasz Fabiański,POL,GK,West Ham,Premier League,34,1985,25,25,2117,23.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fabinho,BRA,MF,Liverpool,Premier League,25,1993,28,22,2079,23.1,2,3,2,0,0,6,0,0.09,0.13,0.22,0.09,0.22,0.4,0.4,1.8,2.2,0.02,0.08,0.09,0.02,0.09
Fábio,BRA,DF,Nantes,Ligue 1,29,1990,10,10,834,9.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,32,1987,18,12,930,10.3,0,3,0,0,0,1,1,0.00,0.29,0.29,0.00,0.29,0.5,0.5,2.3,2.8,0.05,0.23,0.27,0.05,0.27
Fabricio,ESP,GK,Mallorca,La Liga,31,1987,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ralf Fährmann,GER,GK,Norwich City,Premier League,30,1988,1,1,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fayçal Fajr,MAR,MF,Getafe,La Liga,30,1988,10,5,403,4.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.10,0.11,0.21,0.10,0.21
Luca Falbo,ITA,DF,Lazio,Serie A,19,2000,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Filippo Falco,ITA,FW,Lecce,Serie A,27,1992,30,24,2014,22.4,4,6,4,0,0,0,0,0.18,0.27,0.45,0.18,0.45,3.1,3.1,4.4,7.5,0.14,0.20,0.33,0.14,0.33
Eliseo Falcon,ESP,DF,Levante,La Liga,22,1997,1,1,73,0.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,24,1995,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,27,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03
Iago Falque,ESP,MF,Genoa,Serie A,29,1990,10,6,519,5.8,2,1,0,2,3,0,0,0.35,0.17,0.52,0.00,0.17,3.1,0.8,0.9,1.7,0.53,0.15,0.68,0.14,0.30
Iago Falque,ESP,MF,Torino,Serie A,29,1990,4,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.15,0.10,0.26,0.15,0.26
Akin Famewo,ENG,MF,Norwich City,Premier League,20,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,17,2002,7,0,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.06,0.15,0.08,0.15
Paolo Faragò,ITA,DF,Cagliari,Serie A,26,1993,21,14,1343,14.9,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,1.5,1.5,0.7,2.2,0.10,0.05,0.15,0.10,0.15
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,27,1991,36,36,3228,35.9,5,3,5,0,0,6,0,0.14,0.08,0.22,0.14,0.22,4.5,4.5,2.2,6.7,0.13,0.06,0.19,0.13,0.19
Mohamed Fares,ALG,DF,SPAL,Serie A,23,1996,8,5,421,4.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.7,0.8,0.02,0.15,0.17,0.02,0.17
Diego Farias,BRA,FW,Lecce,Serie A,29,1990,18,7,824,9.2,2,0,2,0,0,3,1,0.22,0.00,0.22,0.22,0.22,1.7,1.7,1.7,3.4,0.19,0.19,0.37,0.19,0.37
Ansu Fati,ESP,FW,Barcelona,La Liga,16,2002,24,11,1027,11.4,7,1,7,0,0,2,1,0.61,0.09,0.70,0.61,0.70,3.7,3.7,1.8,5.5,0.33,0.16,0.48,0.33,0.48
Julien Faussurier,FRA,DF,Brest,Ligue 1,32,1987,22,22,1980,22.0,2,3,2,0,0,1,0,0.09,0.14,0.23,0.09,0.23,0.5,0.5,1.8,2.4,0.02,0.08,0.11,0.02,0.11
Andrea Favilli,ITA,FW,Genoa,Serie A,22,1997,20,7,658,7.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.8,2.4,0.22,0.11,0.33,0.22,0.33
Federico Fazio,ARG,DF,Roma,Serie A,32,1987,16,14,1213,13.5,1,0,1,0,0,2,1,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05
Aleix Febas,ESP,MF,Mallorca,La Liga,23,1996,29,22,1690,18.8,0,3,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,1.4,2.0,0.03,0.08,0.11,0.03,0.11
Zouhair Feddal,MAR,DF,Betis,La Liga,30,1989,17,16,1431,15.9,1,2,1,0,0,10,2,0.06,0.13,0.19,0.06,0.19,0.8,0.8,0.7,1.4,0.05,0.04,0.09,0.05,0.09
Ljubomir Fejsa,SRB,MF,Alavés,La Liga,30,1988,13,11,786,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Nabil Fekir,FRA,MF,Betis,La Liga,26,1993,32,31,2638,29.3,7,4,6,1,1,10,2,0.24,0.14,0.38,0.20,0.34,7.4,6.6,2.6,9.2,0.25,0.09,0.34,0.23,0.31
Felipe,BRA,DF,Atlético Madrid,La Liga,30,1989,25,23,2102,23.4,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.1,1.2,0.05,0.00,0.05,0.05,0.05
Luiz Felipe,ITA,DF,Lazio,Serie A,22,1997,26,24,2024,22.5,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,0.5,0.5,0.3,0.8,0.02,0.02,0.04,0.02,0.04
Lucas Felippe,BRA,MF,Hellas Verona,Serie A,19,2000,2,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.12,0.00,0.12,0.12,0.12
João Félix,POR,FW,Atlético Madrid,La Liga,19,1999,27,21,1745,19.4,6,1,6,0,0,6,0,0.31,0.05,0.36,0.31,0.36,7.4,7.4,2.6,9.9,0.38,0.13,0.51,0.38,0.51
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,21,1997,26,21,1966,21.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.03,0.04,0.01,0.04
Kiko Femenía,ESP,DF,Watford,Premier League,28,1991,28,26,2237,24.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.5,1.6,0.00,0.06,0.07,0.00,0.07
Zinedine Ferhat,ALG,FW,Nîmes,Ligue 1,26,1993,26,25,2246,25.0,3,4,3,0,0,1,0,0.12,0.16,0.28,0.12,0.28,3.1,3.1,4.8,7.9,0.12,0.19,0.32,0.12,0.32
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,24,1994,14,14,1186,13.2,8,7,4,4,4,2,0,0.61,0.53,1.14,0.30,0.83,5.8,2.8,2.5,5.3,0.44,0.19,0.63,0.21,0.40
Edimilson Fernandes,SUI,MF,Mainz 05,Bundesliga,23,1996,24,18,1484,16.5,1,0,1,0,0,7,1,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.6,1.4,0.05,0.04,0.09,0.05,0.09
Gedson Fernandes,POR,MF,Tottenham,Premier League,20,1999,7,0,68,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.07,0.22,0.29,0.07,0.29
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,32,1986,11,10,775,8.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Matheus Fernandes,BRA,MF,Valladolid,La Liga,21,1998,3,2,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.6,0.30,0.02,0.31,0.30,0.31
Aitor Fernández,ESP,GK,Levante,La Liga,28,1991,36,36,3240,36.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
Andrés Fernández,ESP,GK,Villarreal,La Liga,32,1986,4,4,360,4.0,0,1,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.3,0.3,0.00,0.07,0.07,0.00,0.07
Carlos Fernández,ESP,FW,Granada,La Liga,23,1996,34,21,2201,24.5,10,3,9,1,1,8,0,0.41,0.12,0.53,0.37,0.49,8.7,7.9,1.7,9.6,0.36,0.07,0.42,0.32,0.39
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,30,1989,32,29,2620,29.1,2,2,2,0,0,8,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07
Gabriel Fernández,URU,FW,Celta Vigo,La Liga,25,1994,20,5,561,6.2,1,1,1,0,0,5,1,0.16,0.16,0.32,0.16,0.32,1.0,1.0,0.3,1.3,0.16,0.04,0.20,0.16,0.20
Joaquín Fernández,ESP,MF,Valladolid,La Liga,23,1996,20,19,1659,18.4,2,0,2,0,0,9,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.1,0.8,0.04,0.00,0.04,0.04,0.04
Fernandinho,BRA,DF,Manchester City,Premier League,34,1985,30,26,2397,26.6,0,1,0,0,0,9,2,0.00,0.04,0.04,0.00,0.04,1.1,1.1,0.5,1.6,0.04,0.02,0.06,0.04,0.06
Fernando,BRA,MF,Sevilla,La Liga,32,1987,34,30,2659,29.5,2,3,2,0,0,13,0,0.07,0.10,0.17,0.07,0.17,2.1,2.1,0.6,2.7,0.07,0.02,0.09,0.07,0.09
Juan Ferney Otero,COL,FW,Amiens,Ligue 1,24,1995,18,14,1202,13.4,1,2,1,0,0,0,1,0.07,0.15,0.22,0.07,0.22,1.5,1.5,2.0,3.5,0.11,0.15,0.26,0.11,0.26
Alex Ferrari,ITA,DF,Sampdoria,Serie A,25,1994,12,11,1005,11.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03
Facundo Ferreyra,ARG,FW,Espanyol,La Liga,28,1991,16,5,574,6.4,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,1.2,1.2,0.4,1.5,0.19,0.05,0.24,0.19,0.24
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,27,1992,16,13,1150,12.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.04,0.06,0.10,0.04,0.10
Oliver Fink,GER,MF,Düsseldorf,Bundesliga,37,1982,14,8,675,7.5,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,0.2,0.8,0.08,0.03,0.11,0.08,0.11
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,30,1989,21,10,966,10.7,3,1,2,1,1,1,0,0.28,0.09,0.37,0.19,0.28,4.1,3.3,1.9,5.3,0.38,0.18,0.56,0.31,0.49
Roberto Firmino,BRA,FW,Liverpool,Premier League,27,1991,38,34,2988,33.2,9,8,9,0,0,0,0,0.27,0.24,0.51,0.27,0.51,13.4,13.4,6.3,19.7,0.40,0.19,0.59,0.40,0.59
Junior Firpo,ESP,DF,Barcelona,La Liga,22,1996,17,11,1014,11.3,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,0.6,0.6,0.7,1.3,0.05,0.06,0.11,0.05,0.11
John Fleck,SCO,MF,Sheffield Utd,Premier League,27,1991,30,28,2516,28.0,5,2,5,0,0,8,0,0.18,0.07,0.25,0.18,0.25,3.6,3.6,3.3,6.8,0.13,0.12,0.24,0.13,0.24
Mark Flekken,NED,GK,Freiburg,Bundesliga,26,1993,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Sergio Floccari,ITA,FW,SPAL,Serie A,37,1981,24,9,942,10.5,1,0,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,1.2,1.2,0.9,2.0,0.11,0.08,0.19,0.11,0.19
Alessandro Florenzi,ITA,DF,Roma,Serie A,28,1991,14,12,997,11.1,0,1,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,2.0,2.5,0.05,0.18,0.23,0.05,0.23
Alessandro Florenzi,ITA,DF,Valencia,La Liga,28,1991,12,9,752,8.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,1.0,0.04,0.09,0.12,0.04,0.12
Phil Foden,ENG,FW,Manchester City,Premier League,19,2000,23,9,901,10.0,5,2,5,0,0,0,0,0.50,0.20,0.70,0.50,0.70,4.3,4.3,2.0,6.3,0.43,0.20,0.63,0.43,0.63
Mamadou Fofana,MLI,DF,Metz,Ligue 1,21,1998,20,18,1587,17.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03
Seko Fofana,CIV,MF,Udinese,Serie A,24,1995,32,24,2249,25.0,3,7,3,0,0,4,0,0.12,0.28,0.40,0.12,0.40,2.7,2.7,4.4,7.2,0.11,0.18,0.29,0.11,0.29
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,18,2000,14,13,1215,13.5,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.7,0.7,0.1,0.8,0.05,0.01,0.06,0.05,0.06
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,20,1999,7,7,610,6.8,0,2,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,0.3,0.3,0.6,0.8,0.04,0.08,0.12,0.04,0.12
Youssouf Fofana,FRA,MF,Strasbourg,Ligue 1,20,1999,13,12,1008,11.2,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.8,0.8,0.5,1.3,0.08,0.04,0.12,0.08,0.12
Thomas Foket,BEL,DF,Reims,Ligue 1,24,1994,27,27,2430,27.0,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,1.5,2.1,0.02,0.05,0.08,0.02,0.08
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,21,1998,20,15,1373,15.3,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.4,1.7,0.08,0.03,0.11,0.08,0.11
José Fonte,POR,DF,Lille,Ligue 1,35,1983,25,25,2205,24.5,1,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,1.9,1.9,0.6,2.5,0.08,0.03,0.10,0.08,0.10
