Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Julian Draxler,GER,MF,Paris S-G,Ligue 1,25,1993,7.6,0,13,6,46.2,1.71,0.79,0.00,0.00,17.8,0,0,0,1.5,1.5,0.11,-1.5,-1.5
Dominick Drexler,GER,MF,Köln,Bundesliga,29,1990,17.6,3,20,8,40.0,1.13,0.45,0.15,0.38,17.9,0,0,0,2.4,2.4,0.12,+0.6,+0.6
Danny Drinkwater,ENG,MF,Aston Villa,Premier League,29,1990,2.9,0,2,0,0.0,0.69,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Danny Drinkwater,ENG,MF,Burnley,Premier League,29,1990,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Josip Drmić,SUI,FW,Norwich City,Premier League,26,1992,7.2,1,13,5,38.5,1.81,0.70,0.08,0.20,13.2,0,0,0,2.6,2.6,0.23,-1.6,-1.6
Domingos Duarte,POR,DF,Granada,La Liga,24,1995,34.3,3,10,4,40.0,0.29,0.12,0.30,0.75,7.6,0,0,0,1.2,1.2,0.12,+1.8,+1.8
Léo Duarte,BRA,DF,Milan,Serie A,23,1996,4.5,0,3,0,0.0,0.67,0.00,0.00,,7.4,0,0,0,0.3,0.3,0.12,-0.3,-0.3
Óscar Duarte,CRC,DF,Levante,La Liga,30,1989,5.4,0,4,1,25.0,0.74,0.19,0.00,0.00,8.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Rubén Duarte,ESP,DF,Alavés,La Liga,23,1995,29.6,0,20,8,40.0,0.68,0.27,0.00,0.00,17.3,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Edgaras Dubickas,LTU,DF,Lecce,Serie A,21,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Leo Dubois,FRA,DF,Lyon,Ligue 1,24,1994,15.0,0,5,0,0.0,0.33,0.00,0.00,,24.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,30,1989,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ondrej Duda,SVK,MF,Norwich City,Premier League,24,1994,8.0,0,10,3,30.0,1.24,0.37,0.00,0.00,20.4,2,0,0,0.7,0.7,0.07,-0.7,-0.7
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,24,1994,5.0,0,7,5,71.4,1.41,1.01,0.00,0.00,20.4,2,0,0,0.5,0.5,0.07,-0.5,-0.5
Shane Duffy,IRL,DF,Brighton,Premier League,27,1992,13.8,1,6,1,16.7,0.44,0.07,0.17,1.00,11.4,0,0,0,1.5,1.5,0.25,-0.5,-0.5
Haris Duljević,BIH,FW,Nîmes,Ligue 1,25,1993,5.8,0,14,4,28.6,2.42,0.69,0.00,0.00,24.5,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,27,1991,13.6,0,1,1,100.0,0.07,0.07,0.00,0.00,7.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Alfred Duncan,GHA,MF,Sassuolo,Serie A,26,1993,9.4,1,15,3,20.0,1.60,0.32,0.07,0.33,22.9,0,0,0,1.4,1.4,0.09,-0.4,-0.4
Alfred Duncan,GHA,MF,Fiorentina,Serie A,26,1993,9.9,1,15,5,33.3,1.52,0.51,0.07,0.20,22.6,0,0,0,0.8,0.8,0.05,+0.2,+0.2
Lewis Dunk,ENG,DF,Brighton,Premier League,27,1991,35.9,3,30,10,33.3,0.84,0.28,0.10,0.30,11.0,5,0,0,4.0,4.0,0.13,-1.0,-1.0
Filip Đuričić,SRB,MF,Sassuolo,Serie A,27,1992,18.1,5,41,9,22.0,2.26,0.50,0.12,0.56,19.5,2,0,0,3.3,3.3,0.08,+1.7,+1.7
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,27,1992,5.7,0,13,3,23.1,2.29,0.53,0.00,0.00,18.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7
Riza Durmisi,DEN,DF,Nice,Ligue 1,25,1994,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,31.4,1,0,0,0.0,0.0,0.03,0.0,0.0
Hugo Duro,ESP,FW,Getafe,La Liga,19,1999,4.2,1,6,3,50.0,1.43,0.71,0.17,0.33,9.5,0,0,0,1.0,1.0,0.16,0.0,0.0
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,22,1997,13.1,0,2,1,50.0,0.15,0.08,0.00,0.00,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Paulo Dybala,ARG,FW,Juventus,Serie A,25,1993,23.9,11,100,35,35.0,4.18,1.46,0.10,0.29,19.2,10,1,1,8.8,8.0,0.08,+2.2,+2.0
Edin Džeko,BIH,FW,Roma,Serie A,33,1986,31.7,16,125,46,36.8,3.94,1.45,0.13,0.35,12.6,0,0,0,18.1,18.1,0.15,-2.1,-2.1
Blerim Džemaili,SUI,MF,Bologna,Serie A,33,1986,7.8,1,16,4,25.0,2.06,0.52,0.06,0.25,22.4,0,0,0,0.6,0.6,0.03,+0.4,+0.4
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,31,1988,28.0,0,17,0,0.0,0.61,0.00,0.00,,12.9,0,0,0,1.3,1.3,0.08,-1.3,-1.3
Simone Edera,ITA,MF,Torino,Serie A,22,1997,4.4,1,14,7,50.0,3.17,1.58,0.07,0.14,19.0,1,0,0,0.9,0.9,0.07,+0.1,+0.1
Ederson,BRA,GK,Manchester City,Premier League,25,1993,34.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
John Egan,IRL,DF,Sheffield Utd,Premier League,26,1992,35.4,2,28,5,17.9,0.79,0.14,0.07,0.40,8.8,0,0,0,2.3,2.3,0.08,-0.3,-0.3
Johannes Eggestein,GER,MF,Werder Bremen,Bundesliga,21,1998,5.7,1,15,6,40.0,2.65,1.06,0.07,0.17,17.9,0,0,0,0.8,0.8,0.06,+0.2,+0.2
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,22,1996,31.7,1,42,11,26.2,1.32,0.35,0.02,0.09,20.9,0,0,0,2.5,2.5,0.06,-1.5,-1.5
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,24,1995,25.9,1,12,4,33.3,0.46,0.15,0.08,0.25,21.0,0,0,0,0.9,0.9,0.07,+0.1,+0.1
Albin Ekdal,SWE,MF,Sampdoria,Serie A,30,1989,26.5,0,17,2,11.8,0.64,0.08,0.00,0.00,18.3,0,0,0,1.6,1.6,0.09,-1.6,-1.6
Harvey Elliott,ENG,DF,Liverpool,Premier League,16,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Elif Elmas,MKD,MF,Napoli,Serie A,19,1999,12.6,1,23,8,34.8,1.83,0.63,0.04,0.13,16.2,0,0,0,1.9,1.9,0.08,-0.9,-0.9
Ilay Elmkies,ISR,MF,Hoffenheim,Bundesliga,19,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,31,1987,11.5,1,5,1,20.0,0.44,0.09,0.20,1.00,11.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,25,1994,16.8,0,8,1,12.5,0.48,0.06,0.00,0.00,9.5,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,22,1996,29.1,1,8,1,12.5,0.28,0.03,0.13,1.00,9.0,0,0,0,0.6,0.6,0.08,+0.4,+0.4
Rodrigo Ely,BRA,DF,Alavés,La Liga,25,1993,23.6,2,6,3,50.0,0.25,0.13,0.33,0.67,8.3,0,0,0,0.7,0.7,0.11,+1.3,+1.3
Adri Embarba,ESP,MF,Espanyol,La Liga,27,1992,15.2,2,37,14,37.8,2.43,0.92,0.03,0.07,25.4,12,1,1,2.8,2.1,0.06,-0.8,-1.1
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,22,1997,17.2,8,44,18,40.9,2.55,1.05,0.18,0.44,12.0,0,0,1,8.9,8.1,0.19,-0.9,-0.1
Emerson,BRA,DF,Betis,La Liga,20,1999,31.5,3,23,4,17.4,0.73,0.13,0.13,0.75,15.8,0,0,0,1.2,1.2,0.05,+1.8,+1.8
Renaud Emond,BEL,FW,Nantes,Ligue 1,27,1991,3.2,0,4,1,25.0,1.23,0.31,0.00,0.00,9.3,0,0,0,0.9,0.9,0.23,-0.9,-0.9
Alan Empereur,BRA,DF,Hellas Verona,Serie A,25,1994,9.5,0,2,0,0.0,0.21,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.02,0.0,0.0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,22,1997,8.8,4,21,8,38.1,2.37,0.90,0.19,0.50,10.9,0,0,0,3.6,3.6,0.17,+0.4,+0.4
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,22,1997,15.4,4,39,18,46.2,2.53,1.17,0.10,0.22,14.5,0,0,0,3.9,3.9,0.10,+0.1,+0.1
Björn Engels,BEL,DF,Aston Villa,Premier League,24,1994,16.1,1,7,1,14.3,0.44,0.06,0.14,1.00,6.2,0,0,0,0.8,0.8,0.11,+0.2,+0.2
Sergi Enrich,ESP,FW,Eibar,La Liga,29,1990,20.7,1,30,6,20.0,1.45,0.29,0.03,0.17,10.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6
Javier Eraso,ESP,MF,Leganés,La Liga,29,1990,9.1,0,10,4,40.0,1.10,0.44,0.00,0.00,18.3,1,0,0,0.6,0.6,0.06,-0.6,-0.6
Christian Eriksen,DEN,MF,Inter,Serie A,27,1992,7.8,1,25,9,36.0,3.20,1.15,0.04,0.11,19.8,5,0,0,2.4,2.4,0.12,-1.4,-1.4
Christian Eriksen,DEN,MF,Tottenham,Premier League,27,1992,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,24.2,7,0,0,1.9,1.9,0.07,+0.1,+0.1
Gonzalo Escalante,ARG,MF,Eibar,La Liga,26,1993,18.6,0,23,5,21.7,1.24,0.27,0.00,0.00,14.2,0,0,0,1.7,1.7,0.07,-1.7,-1.7
Aarón Escandell,ESP,GK,Granada,La Liga,23,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Escudero,ESP,DF,Sevilla,La Liga,29,1989,8.6,1,8,6,75.0,0.93,0.70,0.13,0.17,19.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2
Bernardo Espinosa,COL,DF,Espanyol,La Liga,30,1989,25.1,3,22,8,36.4,0.88,0.32,0.14,0.38,9.5,0,0,0,1.8,1.8,0.08,+1.2,+1.2
Sebastiano Esposito,ITA,FW,Inter,Serie A,17,2002,2.2,1,10,3,30.0,4.52,1.36,0.00,0.00,19.3,1,1,1,1.7,1.0,0.10,-0.7,-1.0
Vicente Esquerdo,ESP,MF,Valencia,La Liga,20,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,29,1990,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,35.0,0,0,0,0.3,0.3,0.17,-0.3,-0.3
Pervis Estupiñán,ECU,DF,Osasuna,La Liga,21,1998,33.1,1,18,3,16.7,0.54,0.09,0.06,0.33,18.1,1,0,0,1.2,1.2,0.07,-0.2,-0.2
Oghenekaro Etebo,NGA,MF,Getafe,La Liga,23,1995,6.4,1,9,3,33.3,1.42,0.47,0.11,0.33,16.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,32,1987,4.4,0,5,2,40.0,1.14,0.46,0.00,0.00,26.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Xabier Etxeita,ESP,DF,Getafe,La Liga,31,1987,16.1,0,7,2,28.6,0.44,0.12,0.00,0.00,11.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3
Antony Evans,ENG,MF,Paderborn 07,Bundesliga,20,1998,1.7,0,2,1,50.0,1.15,0.58,0.00,0.00,23.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Jonny Evans,NIR,DF,Leicester City,Premier League,31,1988,37.6,1,24,10,41.7,0.64,0.27,0.04,0.10,7.7,0,0,0,2.6,2.6,0.11,-1.6,-1.6
Edu Expósito,ESP,MF,Eibar,La Liga,22,1996,25.7,4,33,16,48.5,1.28,0.62,0.09,0.19,24.0,0,1,2,2.8,1.1,0.03,+1.2,+1.9
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,27,1992,0.5,0,2,1,50.0,4.29,2.14,0.00,0.00,25.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Valentin Eysseric,FRA,FW,Hellas Verona,Serie A,27,1992,3.9,0,5,1,20.0,1.27,0.25,0.00,0.00,18.8,1,0,0,0.5,0.5,0.11,-0.5,-0.5
Łukasz Fabiański,POL,GK,West Ham,Premier League,34,1985,23.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fabinho,BRA,MF,Liverpool,Premier League,25,1993,23.1,2,12,4,33.3,0.52,0.17,0.17,0.50,26.7,2,0,0,0.4,0.4,0.03,+1.6,+1.6
Fábio,BRA,DF,Nantes,Ligue 1,29,1990,9.3,0,4,0,0.0,0.43,0.00,0.00,,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,32,1987,10.3,0,9,1,11.1,0.87,0.10,0.00,0.00,21.7,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Fabricio,ESP,GK,Mallorca,La Liga,31,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ralf Fährmann,GER,GK,Norwich City,Premier League,30,1988,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Fayçal Fajr,MAR,MF,Getafe,La Liga,30,1988,4.5,0,8,2,25.0,1.79,0.45,0.00,0.00,22.9,2,0,0,0.4,0.4,0.06,-0.4,-0.4
Luca Falbo,ITA,DF,Lazio,Serie A,19,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Filippo Falco,ITA,FW,Lecce,Serie A,27,1992,22.4,4,57,22,38.6,2.55,0.98,0.07,0.18,21.2,5,0,0,3.1,3.1,0.05,+0.9,+0.9
Eliseo Falcon,ESP,DF,Levante,La Liga,22,1997,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,24,1995,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,27,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iago Falque,ESP,MF,Genoa,Serie A,29,1990,5.8,2,12,2,16.7,2.08,0.35,0.00,0.00,24.9,2,2,3,3.1,0.8,0.07,-1.1,-0.8
Iago Falque,ESP,MF,Torino,Serie A,29,1990,1.1,0,3,2,66.7,2.65,1.76,0.00,0.00,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Akin Famewo,ENG,MF,Norwich City,Premier League,20,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,17,2002,1.6,0,2,0,0.0,1.26,0.00,0.00,,21.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Paolo Faragò,ITA,DF,Cagliari,Serie A,26,1993,14.9,1,13,4,30.8,0.87,0.27,0.08,0.25,14.3,0,0,0,1.5,1.5,0.12,-0.5,-0.5
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,27,1991,35.9,5,42,13,31.0,1.17,0.36,0.12,0.38,17.3,0,0,0,4.5,4.5,0.11,+0.5,+0.5
Mohamed Fares,ALG,DF,SPAL,Serie A,23,1996,4.7,0,6,1,16.7,1.28,0.21,0.00,0.00,26.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Diego Farias,BRA,FW,Lecce,Serie A,29,1990,9.2,2,23,6,26.1,2.51,0.66,0.09,0.33,19.5,0,0,0,1.7,1.7,0.07,+0.3,+0.3
Ansu Fati,ESP,FW,Barcelona,La Liga,16,2002,11.4,7,33,12,36.4,2.89,1.05,0.21,0.58,15.1,0,0,0,3.7,3.7,0.11,+3.3,+3.3
Julien Faussurier,FRA,DF,Brest,Ligue 1,32,1987,22.0,2,10,5,50.0,0.45,0.23,0.20,0.40,15.9,0,0,0,0.5,0.5,0.05,+1.5,+1.5
Andrea Favilli,ITA,FW,Genoa,Serie A,22,1997,7.3,0,14,3,21.4,1.91,0.41,0.00,0.00,13.3,0,0,0,1.6,1.6,0.11,-1.6,-1.6
Federico Fazio,ARG,DF,Roma,Serie A,32,1987,13.5,1,4,1,25.0,0.30,0.07,0.25,1.00,7.8,0,0,0,0.3,0.3,0.08,+0.7,+0.7
Aleix Febas,ESP,MF,Mallorca,La Liga,23,1996,18.8,0,8,3,37.5,0.43,0.16,0.00,0.00,20.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
Zouhair Feddal,MAR,DF,Betis,La Liga,30,1989,15.9,1,9,3,33.3,0.57,0.19,0.11,0.33,12.7,0,0,0,0.8,0.8,0.08,+0.2,+0.2
Ljubomir Fejsa,SRB,MF,Alavés,La Liga,30,1988,8.7,0,1,0,0.0,0.11,0.00,0.00,,29.2,0,0,0,0.0,0.0,0.01,0.0,0.0
Nabil Fekir,FRA,MF,Betis,La Liga,26,1993,29.3,7,101,40,39.6,3.45,1.36,0.06,0.15,20.7,8,1,1,7.4,6.6,0.07,-0.4,-0.6
Felipe,BRA,DF,Atlético Madrid,La Liga,30,1989,23.4,1,20,5,25.0,0.86,0.21,0.05,0.20,10.8,0,0,0,1.1,1.1,0.06,-0.1,-0.1
Luiz Felipe,ITA,DF,Lazio,Serie A,22,1997,22.5,1,8,1,12.5,0.36,0.04,0.13,1.00,11.9,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Lucas Felippe,BRA,MF,Hellas Verona,Serie A,19,2000,0.3,0,1,0,0.0,3.21,0.00,0.00,,22.2,0,0,0,0.0,0.0,0.04,0.0,0.0
João Félix,POR,FW,Atlético Madrid,La Liga,19,1999,19.4,6,64,18,28.1,3.30,0.93,0.09,0.33,18.2,2,0,0,7.4,7.4,0.12,-1.4,-1.4
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,21,1997,21.8,0,5,0,0.0,0.23,0.00,0.00,,14.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kiko Femenía,ESP,DF,Watford,Premier League,28,1991,24.9,0,5,1,20.0,0.20,0.04,0.00,0.00,26.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Zinedine Ferhat,ALG,FW,Nîmes,Ligue 1,26,1993,25.0,3,45,14,31.1,1.80,0.56,0.07,0.21,18.7,3,0,0,3.1,3.1,0.07,-0.1,-0.1
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,24,1994,13.2,8,40,14,35.0,3.04,1.06,0.10,0.29,24.2,7,4,4,5.8,2.8,0.07,+2.2,+1.2
Edimilson Fernandes,SUI,MF,Mainz 05,Bundesliga,23,1996,16.5,1,22,2,9.1,1.33,0.12,0.05,0.50,25.0,0,0,0,0.8,0.8,0.04,+0.2,+0.2
Gedson Fernandes,POR,MF,Tottenham,Premier League,20,1999,0.8,0,2,0,0.0,2.65,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.02,0.0,0.0
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,32,1986,8.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matheus Fernandes,BRA,MF,Valladolid,La Liga,21,1998,1.8,0,2,0,0.0,1.08,0.00,0.00,,11.7,0,0,0,0.5,0.5,0.27,-0.5,-0.5
Aitor Fernández,ESP,GK,Levante,La Liga,28,1991,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrés Fernández,ESP,GK,Villarreal,La Liga,32,1986,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Carlos Fernández,ESP,FW,Granada,La Liga,23,1996,24.5,10,45,18,40.0,1.84,0.74,0.20,0.50,15.0,3,1,1,8.7,7.9,0.18,+1.3,+1.1
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,30,1989,29.1,2,16,6,37.5,0.55,0.21,0.13,0.33,10.7,0,0,0,1.7,1.7,0.11,+0.3,+0.3
Gabriel Fernández,URU,FW,Celta Vigo,La Liga,25,1994,6.2,1,7,3,42.9,1.12,0.48,0.14,0.33,10.3,0,0,0,1.0,1.0,0.14,0.0,0.0
Joaquín Fernández,ESP,MF,Valladolid,La Liga,23,1996,18.4,2,10,4,40.0,0.54,0.22,0.20,0.50,17.3,0,0,0,0.7,0.7,0.07,+1.3,+1.3
Fernandinho,BRA,DF,Manchester City,Premier League,34,1985,26.6,0,17,2,11.8,0.64,0.08,0.00,0.00,13.2,0,0,0,1.1,1.1,0.06,-1.1,-1.1
Fernando,BRA,MF,Sevilla,La Liga,32,1987,29.5,2,14,6,42.9,0.47,0.20,0.14,0.33,10.1,0,0,0,2.1,2.1,0.15,-0.1,-0.1
Juan Ferney Otero,COL,FW,Amiens,Ligue 1,24,1995,13.4,1,18,6,33.3,1.35,0.45,0.06,0.17,21.9,1,0,0,1.5,1.5,0.08,-0.5,-0.5
Alex Ferrari,ITA,DF,Sampdoria,Serie A,25,1994,11.2,0,4,1,25.0,0.36,0.09,0.00,0.00,11.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Facundo Ferreyra,ARG,FW,Espanyol,La Liga,28,1991,6.4,1,7,6,85.7,1.10,0.94,0.14,0.17,15.6,0,0,0,1.2,1.2,0.17,-0.2,-0.2
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,27,1992,12.8,0,11,4,36.4,0.86,0.31,0.00,0.00,22.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Oliver Fink,GER,MF,Düsseldorf,Bundesliga,37,1982,7.5,0,10,0,0.0,1.33,0.00,0.00,,13.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,30,1989,10.7,3,18,7,38.9,1.68,0.65,0.11,0.29,12.3,0,1,1,4.1,3.3,0.19,-1.1,-1.3
Roberto Firmino,BRA,FW,Liverpool,Premier League,27,1991,33.2,9,100,37,37.0,3.01,1.11,0.09,0.24,13.3,0,0,0,13.4,13.4,0.13,-4.4,-4.4
Junior Firpo,ESP,DF,Barcelona,La Liga,22,1996,11.3,1,4,1,25.0,0.36,0.09,0.25,1.00,14.7,0,0,0,0.6,0.6,0.14,+0.4,+0.4
John Fleck,SCO,MF,Sheffield Utd,Premier League,27,1991,28.0,5,32,12,37.5,1.14,0.43,0.16,0.42,19.3,0,0,0,3.6,3.6,0.11,+1.4,+1.4
Mark Flekken,NED,GK,Freiburg,Bundesliga,26,1993,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Floccari,ITA,FW,SPAL,Serie A,37,1981,10.5,1,17,5,29.4,1.62,0.48,0.06,0.20,15.7,0,0,0,1.2,1.2,0.07,-0.2,-0.2
Alessandro Florenzi,ITA,DF,Roma,Serie A,28,1991,11.1,0,14,2,14.3,1.26,0.18,0.00,0.00,25.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Alessandro Florenzi,ITA,DF,Valencia,La Liga,28,1991,8.4,0,8,1,12.5,0.96,0.12,0.00,0.00,19.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Phil Foden,ENG,FW,Manchester City,Premier League,19,2000,10.0,5,34,14,41.2,3.40,1.40,0.15,0.36,16.0,0,0,0,4.3,4.3,0.13,+0.7,+0.7
Mamadou Fofana,MLI,DF,Metz,Ligue 1,21,1998,17.6,0,10,0,0.0,0.57,0.00,0.00,,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Seko Fofana,CIV,MF,Udinese,Serie A,24,1995,25.0,3,46,13,28.3,1.84,0.52,0.07,0.23,21.7,0,0,0,2.7,2.7,0.06,+0.3,+0.3
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,18,2000,13.5,1,6,1,16.7,0.44,0.07,0.17,1.00,7.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,20,1999,6.8,0,7,2,28.6,1.03,0.30,0.00,0.00,27.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Youssouf Fofana,FRA,MF,Strasbourg,Ligue 1,20,1999,11.2,1,15,4,26.7,1.34,0.36,0.07,0.25,21.0,0,0,0,0.8,0.8,0.06,+0.2,+0.2
Thomas Foket,BEL,DF,Reims,Ligue 1,24,1994,27.0,0,8,1,12.5,0.30,0.04,0.00,0.00,18.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,21,1998,15.3,0,14,3,21.4,0.92,0.20,0.00,0.00,19.7,0,0,0,1.2,1.2,0.09,-1.2,-1.2
José Fonte,POR,DF,Lille,Ligue 1,35,1983,24.5,1,18,6,33.3,0.73,0.24,0.06,0.17,10.1,0,0,0,1.9,1.9,0.10,-0.9,-0.9
Pablo Fornals,ESP,MF,West Ham,Premier League,23,1996,24.1,2,37,12,32.4,1.53,0.50,0.05,0.17,16.8,0,0,0,2.9,2.9,0.08,-0.9,-0.9
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,27,1991,12.7,5,24,8,33.3,1.89,0.63,0.13,0.38,20.5,3,2,2,3.9,2.4,0.10,+1.1,+0.6
Hernâni Fortes,POR,MF,Levante,La Liga,27,1991,7.3,2,22,9,40.9,3.03,1.24,0.09,0.22,18.9,0,0,0,1.6,1.6,0.07,+0.4,+0.4
Ben Foster,ENG,GK,Watford,Premier League,36,1983,38.0,0,1,1,100.0,0.03,0.03,0.00,0.00,9.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Lyle Foster,RSA,FW,Monaco,Ligue 1,18,2000,0.7,0,2,0,0.0,2.90,0.00,0.00,,17.3,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Timothy Fosu-Mensah,NED,DF,Manchester Utd,Premier League,21,1998,1.5,0,1,0,0.0,0.66,0.00,0.00,,10.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Dimitri Foulquier,FRA,DF,Granada,La Liga,26,1993,12.4,1,5,2,40.0,0.40,0.16,0.20,0.50,18.0,0,0,0,0.2,0.2,0.05,+0.8,+0.8
Dimitri Foulquier,FRA,DF,Watford,Premier League,26,1993,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Juan Foyth,ARG,DF,Tottenham,Premier League,21,1998,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gianluca Frabotta,ITA,DF,Juventus,Serie A,20,1999,1.0,0,1,0,0.0,1.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0
