Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Patrick van Aanholt,NED,DF,Crystal Palace,Premier League,28,1990,27.9,3,26,5,19.2,0.93,0.18,0.08,0.40,21.0,3,1,1,2.4,1.6,0.06,+0.6,+0.4
Max Aarons,ENG,DF,Norwich City,Premier League,19,2000,36.0,0,14,4,28.6,0.39,0.11,0.00,0.00,17.8,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Yunis Abdelhamid,MAR,DF,Reims,Ligue 1,31,1987,28.0,3,19,5,26.3,0.68,0.18,0.16,0.60,14.2,0,0,0,1.4,1.4,0.07,+1.6,+1.6
Suleiman Abdullahi,NGA,FW,Union Berlin,Bundesliga,22,1996,1.7,1,6,3,50.0,3.44,1.72,0.17,0.33,17.2,0,0,0,1.2,1.2,0.21,-0.2,-0.2
Mehdi Abeid,ALG,MF,Nantes,Ligue 1,26,1992,20.2,1,33,7,21.2,1.63,0.35,0.03,0.14,25.0,3,0,0,1.6,1.6,0.05,-0.6,-0.6
Charles Abi,FRA,FW,Saint-Étienne,Ligue 1,19,2000,6.9,0,5,0,0.0,0.72,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2
David Abraham,ARG,DF,Eint Frankfurt,Bundesliga,33,1986,18.8,2,7,4,57.1,0.37,0.21,0.29,0.50,7.7,0,0,0,1.4,1.4,0.20,+0.6,+0.6
Tammy Abraham,ENG,FW,Chelsea,Premier League,21,1997,24.6,15,88,35,39.8,3.58,1.42,0.17,0.43,11.1,0,0,0,14.1,14.1,0.16,+0.9,+0.9
Amir Abrashi,ALB,MF,Freiburg,Bundesliga,29,1990,7.4,0,5,2,40.0,0.68,0.27,0.00,0.00,20.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Francesco Acerbi,ITA,DF,Lazio,Serie A,31,1988,35.1,2,17,7,41.2,0.48,0.20,0.12,0.29,13.4,0,0,0,2.0,2.0,0.12,0.0,0.0
Che Adams,SCO,FW,Southampton,Premier League,23,1996,12.3,4,37,9,24.3,3.00,0.73,0.11,0.44,15.2,0,0,0,4.1,4.1,0.11,-0.1,-0.1
Tyler Adams,USA,MF,RB Leipzig,Bundesliga,20,1999,10.6,0,7,1,14.3,0.66,0.09,0.00,0.00,17.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Sargis Adamyan,ARM,FW,Hoffenheim,Bundesliga,26,1993,8.3,5,20,10,50.0,2.41,1.21,0.25,0.50,11.3,0,0,0,4.1,4.1,0.20,+0.9,+0.9
Antonio Adán,ESP,GK,Atlético Madrid,La Liga,32,1987,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bobby Adekanye,NED,FW,Lazio,Serie A,20,1999,2.1,1,5,4,80.0,2.39,1.91,0.20,0.25,10.7,0,0,0,1.7,1.7,0.34,-0.7,-0.7
Claud Adjapong,ITA,DF,Hellas Verona,Serie A,21,1998,2.6,0,3,1,33.3,1.17,0.39,0.00,0.00,13.9,0,0,0,0.6,0.6,0.18,-0.6,-0.6
Amine Adli,FRA,MF,Toulouse,Ligue 1,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Yacine Adli,FRA,MF,Bordeaux,Ligue 1,19,2000,11.3,3,18,6,33.3,1.59,0.53,0.17,0.50,23.1,1,0,0,0.9,0.9,0.05,+2.1,+2.1
Adrián,ESP,GK,Liverpool,Premier League,32,1987,9.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aritz Aduriz,ESP,FW,Athletic Club,La Liga,38,1981,2.3,1,6,3,50.0,2.60,1.30,0.17,0.33,13.9,0,0,1,1.3,0.6,0.10,-0.3,+0.4
Lumor Agbenyenu,GHA,DF,Mallorca,La Liga,22,1996,20.1,1,14,2,14.3,0.70,0.10,0.07,0.50,29.9,0,0,0,0.3,0.3,0.02,+0.7,+0.7
Martin Agirregabiria,ESP,DF,Alavés,La Liga,23,1996,23.3,1,3,1,33.3,0.13,0.04,0.33,1.00,24.3,0,0,0,0.9,0.9,0.30,+0.1,+0.1
Lucien Agoume,FRA,MF,Inter,Serie A,17,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kevin Agudelo,COL,MF,Fiorentina,Serie A,20,1998,0.7,0,4,0,0.0,5.63,0.00,0.00,,20.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3
Kevin Agudelo,COL,MF,Genoa,Serie A,20,1998,7.4,1,10,2,20.0,1.35,0.27,0.10,0.50,16.7,0,0,0,1.1,1.1,0.11,-0.1,-0.1
Nayef Aguerd,MAR,DF,Dijon,Ligue 1,23,1996,10.6,1,5,1,20.0,0.47,0.09,0.20,1.00,18.6,1,0,0,0.7,0.7,0.13,+0.3,+0.3
Sergio Agüero,ARG,FW,Manchester City,Premier League,31,1988,16.1,16,73,25,34.2,4.52,1.55,0.19,0.56,12.9,0,2,3,14.1,11.9,0.16,+1.9,+2.1
Ruben Aguilar,FRA,DF,Monaco,Ligue 1,26,1993,11.9,0,7,3,42.9,0.59,0.25,0.00,0.00,22.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
Emmanuel Agyemang-Badu,GHA,MF,Hellas Verona,Serie A,28,1990,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Eudes Aholou,CIV,MF,Saint-Étienne,Ligue 1,25,1994,7.0,1,10,4,40.0,1.43,0.57,0.10,0.25,16.7,0,0,0,0.8,0.8,0.08,+0.2,+0.2
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,23,1995,27.8,0,10,1,10.0,0.36,0.04,0.00,0.00,10.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Ola Aina,NGA,DF,Torino,Serie A,22,1996,23.1,0,12,2,16.7,0.52,0.09,0.00,0.00,23.3,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Youssef Aït Bennasser,MAR,MF,Bordeaux,Ligue 1,23,1996,6.0,0,2,0,0.0,0.34,0.00,0.00,,31.6,0,0,0,0.0,0.0,0.01,0.0,0.0
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,18,2001,14.2,0,4,0,0.0,0.28,0.00,0.00,,17.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Albian Ajeti,SUI,MF,West Ham,Premier League,22,1997,1.5,0,3,0,0.0,1.94,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,25,1994,22.9,8,44,18,40.9,1.92,0.79,0.16,0.39,13.0,0,1,1,6.2,5.4,0.12,+1.8,+1.6
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,24,1995,25.7,0,10,2,20.0,0.39,0.08,0.00,0.00,19.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8
Marley Aké,FRA,FW,Marseille,Ligue 1,18,2001,1.1,0,3,0,0.0,2.73,0.00,0.00,,21.5,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Nathan Aké,NED,DF,Bournemouth,Premier League,24,1995,27.8,2,24,7,29.2,0.86,0.25,0.08,0.29,9.7,0,0,0,2.4,2.4,0.10,-0.4,-0.4
Chadrac Akolo,COD,FW,Amiens,Ligue 1,24,1995,6.0,2,9,4,44.4,1.49,0.66,0.22,0.50,19.1,0,0,0,1.1,1.1,0.13,+0.9,+0.9
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,24,1995,12.7,0,2,0,0.0,0.16,0.00,0.00,,18.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1
David Alaba,AUT,DF,Bayern Munich,Bundesliga,27,1992,27.8,1,18,7,38.9,0.65,0.25,0.06,0.14,25.6,6,0,0,0.7,0.7,0.04,+0.3,+0.3
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,21,1998,15.6,0,10,4,40.0,0.64,0.26,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,26,1992,13.0,7,47,18,38.3,3.60,1.38,0.13,0.33,11.7,0,1,1,6.9,6.1,0.13,+0.1,-0.1
Jordi Alba,ESP,DF,Barcelona,La Liga,30,1989,24.3,2,7,3,42.9,0.29,0.12,0.29,0.67,16.0,0,0,0,1.1,1.1,0.15,+0.9,+0.9
Luis Alberto,ESP,MF,Lazio,Serie A,26,1992,34.6,6,99,27,27.3,2.86,0.78,0.05,0.19,20.6,11,1,1,7.2,6.4,0.06,-1.2,-1.4
Raúl Albiol,ESP,DF,Villarreal,La Liga,33,1985,36.0,1,14,4,28.6,0.39,0.11,0.07,0.25,10.5,0,0,0,1.4,1.4,0.10,-0.4,-0.4
Marc Albrighton,ENG,MF,Leicester City,Premier League,29,1989,9.6,0,10,2,20.0,1.04,0.21,0.00,0.00,20.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,25,1993,5.9,5,15,7,46.7,2.55,1.19,0.33,0.71,12.1,0,0,0,3.8,3.8,0.25,+1.2,+1.2
Paco Alcácer,ESP,FW,Villarreal,La Liga,25,1993,10.3,4,25,8,32.0,2.44,0.78,0.16,0.50,16.3,1,0,0,3.2,3.2,0.13,+0.8,+0.8
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,28,1991,19.7,3,19,8,42.1,0.97,0.41,0.16,0.38,16.8,0,0,0,2.5,2.5,0.14,+0.5,+0.5
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,28,1991,21.4,2,33,8,24.2,1.54,0.37,0.06,0.25,25.7,9,0,0,1.6,1.6,0.05,+0.4,+0.4
Toby Alderweireld,BEL,DF,Tottenham,Premier League,30,1989,32.9,2,16,5,31.3,0.49,0.15,0.13,0.40,11.2,0,0,0,1.1,1.1,0.07,+0.9,+0.9
Haitam Aleesami,NOR,DF,Amiens,Ligue 1,28,1991,21.3,1,2,1,50.0,0.09,0.05,0.50,1.00,14.7,0,0,0,0.2,0.2,0.08,+0.8,+0.8
Álex Alegría,ESP,FW,Mallorca,La Liga,26,1992,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Carles Aleñá,ESP,MF,Betis,La Liga,21,1998,8.2,1,12,4,33.3,1.47,0.49,0.08,0.25,20.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1
Carles Aleñá,ESP,MF,Barcelona,La Liga,21,1998,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,16.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,24,1995,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,20,1998,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,22.6,12,0,0,2.8,2.8,0.06,+1.2,+1.2
Enrico Alfonso,ITA,GK,Brescia,Serie A,31,1988,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rachid Alioui,MAR,FW,Angers,Ligue 1,27,1992,17.4,6,58,21,36.2,3.34,1.21,0.10,0.29,20.9,11,0,0,5.3,5.3,0.09,+0.7,+0.7
Alisson,BRA,GK,Liverpool,Premier League,26,1992,28.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Allan,BRA,MF,Napoli,Serie A,28,1991,14.2,2,12,7,58.3,0.84,0.49,0.17,0.29,20.0,0,0,0,0.7,0.7,0.06,+1.3,+1.3
Dele Alli,ENG,MF,Tottenham,Premier League,23,1996,20.5,8,39,18,46.2,1.90,0.88,0.18,0.39,14.3,0,1,1,7.1,6.3,0.16,+0.9,+0.7
Miguel Almirón,PAR,MF,Newcastle Utd,Premier League,25,1994,33.6,4,55,17,30.9,1.64,0.51,0.07,0.24,15.7,0,0,0,6.4,6.4,0.12,-2.4,-2.4
Marcos Alonso,ESP,DF,Chelsea,Premier League,28,1990,15.9,4,30,8,26.7,1.89,0.50,0.13,0.50,16.9,1,0,0,2.0,2.0,0.07,+2.0,+2.0
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,30,1989,15.3,0,8,0,0.0,0.52,0.00,0.00,,23.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,32,1986,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergio Álvarez,ESP,MF,Eibar,La Liga,27,1992,12.7,0,4,0,0.0,0.31,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,24,1995,31.2,0,12,2,16.7,0.38,0.06,0.00,0.00,13.9,0,0,0,1.2,1.2,0.10,-1.2,-1.2
Bruno Alves,POR,DF,Parma,Serie A,37,1981,29.7,0,23,1,4.3,0.77,0.03,0.00,0.00,20.0,10,0,0,1.0,1.0,0.04,-1.0,-1.0
Steven Alzate,COL,MF,Brighton,Premier League,20,1998,13.2,0,13,3,23.1,0.98,0.23,0.00,0.00,16.8,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Ibrahim Amadou,FRA,MF,Leganés,La Liga,26,1993,8.6,0,4,0,0.0,0.47,0.00,0.00,,14.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Ibrahim Amadou,FRA,DF,Norwich City,Premier League,26,1993,8.4,0,6,1,16.7,0.71,0.12,0.00,0.00,16.5,0,0,0,1.0,1.0,0.16,-1.0,-1.0
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,29,1989,18.8,1,11,2,18.2,0.58,0.11,0.09,0.50,25.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7
Amath,SEN,MF,Getafe,La Liga,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jordan Amavi,FRA,DF,Marseille,Ligue 1,25,1994,24.0,1,15,4,26.7,0.62,0.17,0.07,0.25,22.2,0,0,0,0.6,0.6,0.04,+0.4,+0.4
Thierry Ambrose,GLP,FW,Metz,Ligue 1,22,1997,6.1,0,23,4,17.4,3.78,0.66,0.00,0.00,19.5,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,21,1998,18.1,0,8,3,37.5,0.44,0.17,0.00,0.00,17.8,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,22,1996,20.6,1,43,18,41.9,2.08,0.87,0.02,0.06,22.0,0,0,0,2.4,2.4,0.06,-1.4,-1.4
Ethan Ampadu,WAL,DF,RB Leipzig,Bundesliga,18,2000,0.9,0,1,0,0.0,1.11,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Opoku Ampomah,GHA,FW,Düsseldorf,Bundesliga,23,1996,5.6,0,16,5,31.3,2.88,0.90,0.00,0.00,19.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Sofyan Amrabat,MAR,MF,Hellas Verona,Serie A,22,1996,32.4,1,17,6,35.3,0.52,0.18,0.00,0.00,22.8,0,1,1,1.9,1.1,0.07,-0.9,-1.1
Joachim Andersen,DEN,DF,Lyon,Ligue 1,23,1996,17.0,1,10,1,10.0,0.59,0.06,0.10,1.00,15.3,0,0,0,0.9,0.9,0.09,+0.1,+0.1
Djavan Anderson,NED,DF,Lazio,Serie A,24,1995,1.9,0,1,0,0.0,0.54,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.09,-0.1,-0.1
Felipe Anderson,BRA,MF,West Ham,Premier League,26,1993,16.6,1,23,8,34.8,1.38,0.48,0.04,0.13,16.7,0,0,0,2.5,2.5,0.11,-1.5,-1.5
Sebastian Andersson,SWE,FW,Union Berlin,Bundesliga,28,1991,29.8,12,61,35,57.4,2.05,1.17,0.18,0.31,11.9,0,1,2,12.2,10.6,0.17,-0.2,+0.4
Florin Andone,ROU,MF,Brighton,Premier League,26,1993,0.8,1,1,1,100.0,1.23,1.23,1.00,1.00,6.7,0,0,0,0.1,0.1,0.15,+0.9,+0.9
Benjamin André,FRA,MF,Lille,Ligue 1,28,1990,22.8,2,16,3,18.8,0.70,0.13,0.13,0.67,13.8,0,0,0,1.0,1.0,0.06,+1.0,+1.0
Lorenzo Andrenacci,ITA,GK,Brescia,Serie A,24,1995,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Andrich,GER,MF,Union Berlin,Bundesliga,24,1994,28.6,1,50,7,14.0,1.75,0.24,0.02,0.14,24.3,4,0,0,1.9,1.9,0.04,-0.9,-0.9
Victorien Angban,CIV,MF,Metz,Ligue 1,22,1996,11.4,0,4,0,0.0,0.35,0.00,0.00,,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Miguel Ángel Guerrero,ESP,FW,Leganés,La Liga,29,1990,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,12.9,0,0,1,2.4,1.7,0.13,-1.4,-0.7
José Ángel,ESP,DF,Eibar,La Liga,29,1989,26.2,1,24,7,29.2,0.92,0.27,0.04,0.14,29.1,8,0,0,0.6,0.6,0.03,+0.4,+0.4
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,35,1984,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Angeliño,ESP,DF,Manchester City,Premier League,22,1997,4.7,0,5,0,0.0,1.06,0.00,0.00,,19.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Angeliño,ESP,DF,RB Leipzig,Bundesliga,22,1997,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,12.6,0,0,0,0.7,0.7,0.14,+0.3,+0.3
Faustino Anjorin,ENG,FW,Chelsea,Premier League,17,2001,0.2,0,1,0,0.0,4.50,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0
Peter Ankersen,DEN,DF,Genoa,Serie A,28,1990,11.8,0,14,4,28.6,1.19,0.34,0.00,0.00,21.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8
Cristian Ansaldi,ARG,DF,Torino,Serie A,32,1986,19.6,4,28,8,28.6,1.43,0.41,0.14,0.50,21.2,1,0,0,1.4,1.4,0.05,+2.6,+2.6
Janis Antiste,FRA,MF,Toulouse,Ligue 1,16,2002,0.1,0,1,1,100.0,7.50,7.50,0.00,0.00,26.9,1,0,0,0.1,0.1,0.07,-0.1,-0.1
Michail Antonio,JAM,FW,West Ham,Premier League,29,1990,19.6,10,67,30,44.8,3.41,1.53,0.13,0.30,13.4,0,1,1,11.7,10.9,0.16,-1.7,-1.9
Antoñito,ESP,DF,Valladolid,La Liga,31,1987,11.4,0,1,0,0.0,0.09,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1
Mirko Antonucci,ITA,FW,Roma,Serie A,20,1999,0.9,0,3,0,0.0,3.29,0.00,0.00,,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Vitorino Antunes,POR,MF,Getafe,La Liga,32,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Christopher Antwi-Adjei,GHA,MF,Paderborn 07,Bundesliga,25,1994,27.4,1,47,10,21.3,1.71,0.36,0.02,0.10,18.2,1,0,0,4.6,4.6,0.10,-3.6,-3.6
Anuar,MAR,MF,Valladolid,La Liga,24,1995,2.1,0,1,0,0.0,0.48,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.03,0.0,0.0
Houssem Aouar,FRA,MF,Lyon,Ligue 1,21,1998,21.7,3,45,17,37.8,2.07,0.78,0.07,0.18,19.5,2,0,0,3.7,3.7,0.08,-0.7,-0.7
Adil Aouchiche,FRA,MF,Paris S-G,Ligue 1,17,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Dennis Appiah,FRA,DF,Nantes,Ligue 1,27,1992,17.8,0,1,0,0.0,0.06,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.04,0.0,0.0
Mauro Arambarri,URU,MF,Getafe,La Liga,23,1995,34.1,1,46,7,15.2,1.35,0.21,0.02,0.14,24.7,4,0,0,2.0,2.0,0.04,-1.0,-1.0
Guilherme Arana,BRA,DF,Atalanta,Serie A,22,1997,0.9,0,1,0,0.0,1.13,0.00,0.00,,15.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,30,1989,23.5,1,15,2,13.3,0.64,0.08,0.07,0.50,18.4,0,0,0,1.4,1.4,0.10,-0.4,-0.4
Luiz Araújo,BRA,FW,Lille,Ligue 1,23,1996,9.2,2,24,11,45.8,2.61,1.20,0.08,0.18,24.7,0,0,0,1.3,1.3,0.05,+0.7,+0.7
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,27,1991,32.1,1,12,3,25.0,0.37,0.09,0.08,0.33,13.0,0,0,0,0.8,0.8,0.07,+0.2,+0.2
Ronald Araújo,URU,DF,Barcelona,La Liga,20,1999,2.6,0,1,0,0.0,0.38,0.00,0.00,,5.7,0,0,0,0.2,0.2,0.24,-0.2,-0.2
Anaitz Arbilla,ESP,DF,Eibar,La Liga,32,1987,22.3,1,14,2,14.3,0.63,0.09,0.07,0.50,24.7,3,0,0,0.8,0.8,0.06,+0.2,+0.2
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,26,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alphonse Areola,FRA,GK,Real Madrid,La Liga,26,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,27,1992,12.0,0,6,2,33.3,0.50,0.17,0.00,0.00,19.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
Nicolò Armini,ITA,DF,Lazio,Serie A,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Stuart Armstrong,SCO,MF,Southampton,Premier League,27,1992,19.1,5,46,19,41.3,2.41,1.00,0.11,0.26,20.4,0,0,0,3.0,3.0,0.06,+2.0,+2.0
José Arnaiz,ESP,MF,Leganés,La Liga,24,1995,3.7,0,11,5,45.5,2.94,1.34,0.00,0.00,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
José Arnaiz,ESP,FW,Osasuna,La Liga,24,1995,8.8,2,21,6,28.6,2.39,0.68,0.10,0.33,16.3,0,0,0,1.2,1.2,0.06,+0.8,+0.8
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,25,1994,31.3,4,63,17,27.0,2.01,0.54,0.06,0.24,26.3,9,0,0,2.4,2.4,0.04,+1.6,+1.6
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,24,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kwadwo Asamoah,GHA,DF,Inter,Serie A,30,1988,7.1,0,3,0,0.0,0.42,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,1997,7.0,0,2,0,0.0,0.28,0.00,0.00,,31.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Sergio Asenjo,ESP,GK,Villarreal,La Liga,30,1989,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marco Asensio,ESP,FW,Real Madrid,La Liga,23,1996,3.7,3,9,5,55.6,2.41,1.34,0.33,0.60,15.4,1,0,0,1.7,1.7,0.19,+1.3,+1.3
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,18,2001,0.8,1,1,1,100.0,1.18,1.18,1.00,1.00,27.0,0,0,0,0.0,0.0,0.04,+1.0,+1.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,31,1987,36.2,14,78,31,39.7,2.15,0.86,0.12,0.29,16.8,11,5,7,13.9,8.6,0.11,+0.1,+0.4
Roger Assalé,CIV,FW,Leganés,La Liga,25,1993,5.9,2,11,6,54.5,1.86,1.02,0.18,0.33,15.6,0,0,0,1.7,1.7,0.15,+0.3,+0.3
Youcef Atal,ALG,FW,Nice,Ligue 1,23,1996,11.1,1,19,9,47.4,1.70,0.81,0.05,0.11,17.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5
Miguel Atienza,ESP,MF,Eibar,La Liga,20,1999,0.3,0,1,0,0.0,3.00,0.00,0.00,,10.8,0,0,0,0.0,0.0,0.04,0.0,0.0
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,27,1992,8.3,0,5,1,20.0,0.60,0.12,0.00,0.00,19.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,30,1989,34.8,22,90,40,44.4,2.58,1.15,0.22,0.50,15.3,2,2,2,15.8,14.3,0.16,+6.2,+5.7
Emil Audero,ITA,GK,Sampdoria,Serie A,22,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,24,1994,12.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Kévin Augustin,FRA,FW,Monaco,Ligue 1,22,1997,3.0,0,7,3,42.9,2.37,1.02,0.00,0.00,14.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,25,1994,10.3,0,5,0,0.0,0.49,0.00,0.00,,23.4,2,0,0,0.2,0.2,0.04,-0.2,-0.2
Serge Aurier,CIV,DF,Tottenham,Premier League,26,1992,30.0,1,13,4,30.8,0.43,0.13,0.08,0.25,18.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4
Mathias Autret,FRA,MF,Brest,Ligue 1,28,1991,13.6,2,27,9,33.3,1.99,0.66,0.07,0.22,21.8,0,0,0,2.0,2.0,0.07,0.0,0.0
Ezequiel Ávila,ARG,FW,Osasuna,La Liga,25,1994,17.7,9,68,27,39.7,3.85,1.53,0.13,0.33,18.1,0,0,0,7.0,7.0,0.10,+2.0,+2.0
Javier Avilés,ESP,MF,Leganés,La Liga,21,1997,2.0,1,5,2,40.0,2.45,0.98,0.20,0.50,17.9,0,0,0,0.5,0.5,0.10,+0.5,+0.5
Chidozie Awaziem,NGA,DF,Leganés,La Liga,22,1997,22.2,0,10,0,0.0,0.45,0.00,0.00,,12.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Taiwo Awoniyi,NGA,FW,Mainz 05,Bundesliga,21,1997,5.4,1,13,3,23.1,2.42,0.56,0.08,0.33,11.0,0,0,0,1.9,1.9,0.15,-0.9,-0.9
Florian Ayé,FRA,FW,Brescia,Serie A,22,1997,15.3,0,27,7,25.9,1.76,0.46,0.00,0.00,13.2,0,0,0,3.1,3.1,0.12,-3.1,-3.1
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,27,1991,35.0,9,56,24,42.9,1.60,0.69,0.16,0.38,14.7,0,0,0,6.5,6.5,0.12,+2.5,+2.5
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,24,1994,30.3,2,28,4,14.3,0.92,0.13,0.07,0.50,16.6,7,0,0,2.5,2.5,0.09,-0.5,-0.5
