Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Santiago Arias,COL,DF,Atlético Madrid,La Liga,27,1992,14,1076,77,31.5,12.0,11,87,9,3,41,18,1.64,19,9,+10,+0.84,+0.30,17.3,12.1,+5.2,+0.44,-0.20
Nicolò Armini,ITA,DF,Lazio,Serie A,18,2001,1,3,3,0.1,0.0,0,,0,1,3,10,3.00,1,0,+1,+30.00,+29.05,0.8,0.1,+0.7,+21.15,+20.67
Stuart Armstrong,SCO,MF,Southampton,Premier League,27,1992,30,1715,57,50.1,19.1,19,82,7,11,15,2,1.50,32,25,+7,+0.37,+1.21,28.3,28.5,-0.3,-0.01,-0.08
José Arnaiz,ESP,MF,Leganés,La Liga,24,1995,12,337,28,9.9,3.7,2,68,1,10,20,7,0.67,1,3,-2,-0.53,+0.02,5.2,3.8,+1.4,+0.37,+0.46
José Arnaiz,ESP,FW,Osasuna,La Liga,24,1995,14,791,57,23.1,8.8,8,74,2,6,34,1,1.07,8,12,-4,-0.46,-0.32,7.0,10.6,-3.6,-0.41,-0.47
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,25,1994,33,2821,85,92.2,31.3,32,88,26,1,8,0,1.39,44,43,+1,+0.03,-0.34,43.2,36.9,+6.3,+0.20,-0.20
Jann-Fiete Arp,GER,FW,Bayern Munich,Bundesliga,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,24,1994,33,2970,90,86.8,33.0,33,90,33,0,,5,1.76,61,47,+14,+0.42,+0.22,60.0,33.0,+27.0,+0.82,+0.48
Kwadwo Asamoah,GHA,DF,Inter,Serie A,30,1988,8,639,80,18.7,7.1,7,89,6,1,19,15,2.38,15,5,+10,+1.41,+0.28,11.7,7.0,+4.7,+0.66,-0.21
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,1997,8,634,79,20.7,7.0,7,90,7,1,4,0,1.38,7,16,-9,-1.28,-1.20,7.0,10.7,-3.7,-0.53,-0.26
Sergio Asenjo,ESP,GK,Villarreal,La Liga,30,1989,34,3060,90,89.5,34.0,34,90,34,0,,4,1.62,52,41,+11,+0.32,-0.43,49.1,38.0,+11.1,+0.33,-0.08
Marco Asensio,ESP,FW,Real Madrid,La Liga,23,1996,9,336,37,9.8,3.7,3,67,0,6,22,2,2.78,8,3,+5,+1.34,+0.17,7.9,3.0,+4.9,+1.31,+0.43
Bernard Ashley-Seal,ENG,FW,Wolves,Premier League,20,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,18,2001,4,76,19,2.2,0.8,0,,0,4,19,9,1.00,1,1,0,0.00,+0.46,2.0,1.0,+1.0,+1.21,+1.29
Iago Aspas,ESP,FW,Celta Vigo,La Liga,31,1987,37,3262,88,95.4,36.2,37,88,30,0,,0,0.97,35,48,-13,-0.36,-0.93,35.2,40.2,-5.0,-0.14,-0.57
Roger Assalé,CIV,FW,Leganés,La Liga,25,1993,14,531,38,15.5,5.9,2,80,0,12,31,1,1.00,6,6,0,0.00,+0.65,9.5,4.3,+5.2,+0.88,+1.09
Youcef Atal,ALG,FW,Nice,Ligue 1,23,1996,13,1003,77,39.8,11.1,12,81,8,1,28,0,1.31,15,16,-1,-0.09,-0.33,11.7,18.1,-6.4,-0.57,-0.56
Miguel Atienza,ESP,MF,Eibar,La Liga,20,1999,3,30,10,0.9,0.3,0,,0,3,10,6,1.00,0,0,0,0.00,+0.45,0.8,0.2,+0.6,+1.84,+2.11
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,27,1992,19,749,39,21.9,8.3,6,82,3,13,20,9,1.11,4,15,-11,-1.32,-1.02,3.7,13.3,-9.7,-1.16,-0.64
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,30,1989,36,3136,87,91.7,34.8,35,89,31,1,33,0,1.50,51,44,+7,+0.20,-0.12,46.3,51.5,-5.1,-0.15,+0.54
Emil Audero,ITA,GK,Sampdoria,Serie A,22,1997,36,3240,90,94.7,36.0,36,90,36,0,,2,1.14,46,60,-14,-0.39,+1.11,45.7,49.1,-3.4,-0.10,-0.73
Tommaso Augello,ITA,DF,Sampdoria,Serie A,24,1994,17,1135,67,33.2,12.6,12,88,10,5,16,21,1.18,22,19,+3,+0.24,+1.03,21.2,17.6,+3.5,+0.28,+0.50
Jean-Kévin Augustin,FRA,FW,Monaco,Ligue 1,22,1997,10,266,27,10.6,3.0,2,70,0,8,16,6,1.60,5,5,0,0.00,0.00,5.2,3.8,+1.3,+0.45,+0.18
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,25,1994,12,924,77,30.2,10.3,10,86,8,2,31,3,0.58,12,26,-14,-1.36,-0.82,10.9,19.9,-9.0,-0.87,-0.93
Giuseppe Aurelio,ITA,DF,Sassuolo,Serie A,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Serge Aurier,CIV,DF,Tottenham,Premier League,26,1992,33,2700,82,78.9,30.0,31,86,23,2,13,2,1.64,51,32,+19,+0.63,+1.26,35.9,38.9,-3.1,-0.10,+0.26
Brandon Austin,ENG,GK,Tottenham,Premier League,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Mathias Autret,FRA,MF,Brest,Ligue 1,28,1991,23,1222,53,48.5,13.6,14,74,1,9,21,1,1.09,13,10,+3,+0.22,+0.64,13.8,17.0,-3.2,-0.23,+0.27
Ezequiel Ávila,ARG,FW,Osasuna,La Liga,25,1994,20,1591,80,46.5,17.7,18,87,14,2,14,0,1.35,24,22,+2,+0.11,+0.61,25.0,19.2,+5.8,+0.33,+0.70
Javier Avilés,ESP,MF,Leganés,La Liga,21,1997,9,184,20,5.4,2.0,1,54,0,8,16,5,1.22,4,3,+1,+0.49,+1.10,2.6,3.0,-0.4,-0.19,-0.15
Lorenzo Avogadri,ITA,GK,Sampdoria,Serie A,17,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,
Chidozie Awaziem,NGA,DF,Leganés,La Liga,22,1997,26,1997,77,58.4,22.2,21,87,19,5,32,8,1.15,17,31,-14,-0.63,-0.19,23.4,24.6,-1.2,-0.05,-0.02
Taiwo Awoniyi,NGA,FW,Mainz 05,Bundesliga,21,1997,12,483,40,15.8,5.4,5,62,2,7,25,8,0.67,7,9,-2,-0.37,+0.29,8.1,8.6,-0.5,-0.09,+0.35
Florian Ayé,FRA,FW,Brescia,Serie A,22,1997,22,1380,63,40.4,15.3,15,80,8,7,25,15,0.59,12,27,-15,-0.98,+0.30,14.3,34.4,-20.1,-1.31,-0.64
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,27,1991,37,3148,85,92.0,35.0,37,85,23,0,,1,1.16,28,45,-17,-0.49,+0.18,30.5,46.3,-15.8,-0.45,+0.04
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,24,1994,31,2731,88,89.2,30.3,31,88,29,0,,0,0.94,34,54,-20,-0.66,+2.35,30.9,47.3,-16.3,-0.54,+1.14
Ramon Azeez,NGA,MF,Granada,La Liga,26,1992,25,1361,54,39.8,15.1,14,76,7,11,27,12,1.64,19,14,+5,+0.33,+0.24,14.9,16.0,-1.0,-0.07,-0.11
Ayman Azhil,MAR,MF,Leverkusen,Bundesliga,18,2001,0,,,,,0,,0,0,,4,,,,,,,,,,,
César Azpilicueta,ESP,DF,Chelsea,Premier League,29,1989,36,3229,90,94.4,35.9,36,90,35,0,,2,1.75,67,53,+14,+0.39,-0.08,61.9,36.6,+25.2,+0.70,-0.94
Ismail Azzaoui,BEL,FW,Wolfsburg,Bundesliga,21,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,
Florian Baak,GER,DF,Hertha BSC,Bundesliga,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ludovic Baal,GUF,DF,Brest,Ligue 1,33,1986,11,827,75,32.8,9.2,9,90,9,2,8,13,1.45,14,10,+4,+0.44,+0.81,11.3,12.2,-0.8,-0.09,+0.42
Iddrisu Baba,GHA,MF,Mallorca,La Liga,23,1996,36,2903,81,84.9,32.3,35,82,21,1,34,1,0.92,37,55,-18,-0.56,+0.66,32.5,49.9,-17.4,-0.54,+0.15
Khouma Babacar,SEN,FW,Lecce,Serie A,26,1993,25,1422,57,41.6,15.8,17,69,4,8,32,2,0.76,16,33,-17,-1.08,-0.36,20.2,34.4,-14.2,-0.90,-0.19
Carlos Bacca,COL,FW,Villarreal,La Liga,32,1986,19,688,36,20.1,7.6,7,72,1,12,16,15,1.47,10,7,+3,+0.39,+0.03,10.3,6.6,+3.7,+0.48,+0.18
Milan Badelj,CRO,MF,Fiorentina,Serie A,30,1989,22,1585,72,46.3,17.6,20,79,10,2,5,15,1.05,19,26,-7,-0.40,-0.89,22.3,22.9,-0.6,-0.03,-0.35
Matthias Bader,GER,DF,Köln,Bundesliga,22,1997,1,12,12,0.4,0.1,0,,0,1,12,5,0.00,0,0,0,0.00,+0.53,0.1,0.1,-0.1,-0.46,-0.34
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,18,2001,16,1411,88,56.0,15.7,16,88,14,0,,12,1.44,23,23,0,0.00,0.00,27.7,23.2,+4.5,+0.29,0.00
Bastian Badu,FRA,FW,Montpellier,Ligue 1,19,2000,1,9,9,0.4,0.1,0,,0,1,8,1,1.00,0,0,0,0.00,-0.04,0.0,0.0,0.0,+0.01,+0.07
Baena,ESP,FW,Betis,La Liga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Alex Baena,ESP,MF,Villarreal,La Liga,18,2001,1,15,15,0.4,0.2,0,,0,1,15,8,0.00,1,0,+1,+6.00,+5.66,0.1,0.0,+0.1,+0.31,-0.02
Mohamed Bahlouli,FRA,MF,Sampdoria,Serie A,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,27,1992,20,907,45,36.0,10.1,10,67,1,10,24,1,1.55,14,9,+5,+0.50,+1.05,10.9,8.0,+2.9,+0.29,+0.54
Daniel Baier,GER,MF,Augsburg,Bundesliga,35,1984,23,1941,84,63.4,21.6,22,87,16,1,29,4,1.00,30,42,-12,-0.56,-0.07,27.6,34.5,-6.8,-0.32,+0.18
Leon Bailey,JAM,FW,Leverkusen,Bundesliga,21,1997,22,1090,50,35.6,12.1,12,67,1,10,28,1,1.86,23,17,+6,+0.50,-0.01,21.6,15.1,+6.6,+0.54,+0.33
Eric Bailly,CIV,DF,Manchester Utd,Premier League,25,1994,4,150,38,4.4,1.7,1,90,1,3,20,10,2.50,5,1,+4,+2.40,+1.68,1.8,2.4,-0.6,-0.36,-0.99
Dénys Bain,FRA,DF,Brest,Ligue 1,26,1993,15,1268,85,50.3,14.1,13,88,12,2,59,3,1.27,16,15,+1,+0.07,+0.36,12.2,22.9,-10.8,-0.76,-0.79
Leighton Baines,ENG,DF,Everton,Premier League,34,1984,8,404,51,11.8,4.5,4,76,2,4,25,19,1.38,7,9,-2,-0.45,-0.15,8.2,6.0,+2.2,+0.50,+0.54
Stefan Bajic,FRA,GK,Saint-Étienne,Ligue 1,17,2001,1,90,90,3.6,1.0,1,90,1,0,,5,0.00,0,1,-1,-1.00,-0.44,0.9,0.9,+0.1,+0.07,+0.32
Tiemoué Bakayoko,FRA,MF,Monaco,Ligue 1,24,1994,20,1719,86,68.2,19.1,20,86,17,0,,0,1.45,36,30,+6,+0.31,+0.99,33.7,28.7,+5.1,+0.26,-0.08
Lewis Baker,ENG,MF,Düsseldorf,Bundesliga,24,1995,8,545,68,17.8,6.1,7,76,3,1,15,8,0.50,7,13,-6,-0.99,-0.10,5.3,11.4,-6.1,-1.01,-0.42
Alaa Bakir,GER,FW,Dortmund,Bundesliga,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mitchel Bakker,NED,DF,Paris S-G,Ligue 1,19,2000,1,90,90,3.7,1.0,1,90,1,0,,2,1.00,4,4,0,0.00,-1.96,2.8,1.5,+1.3,+1.35,-0.45
Ridle Baku,GER,DF,Mainz 05,Bundesliga,21,1998,30,2351,78,76.8,26.1,26,86,23,4,31,1,1.03,32,54,-22,-0.84,-0.97,32.6,44.9,-12.3,-0.47,-0.37
Fabián Balbuena,PAR,DF,West Ham,Premier League,27,1991,17,1177,69,34.4,13.1,13,90,13,4,2,21,1.18,12,24,-12,-0.92,-0.88,13.2,22.2,-9.0,-0.69,-0.45
Keita Baldé,SEN,FW,Monaco,Ligue 1,24,1995,21,858,41,34.0,9.5,9,75,2,12,15,4,1.52,17,14,+3,+0.31,+0.48,16.2,14.2,+1.9,+0.20,-0.13
George Baldock,GRE,DF,Sheffield Utd,Premier League,26,1993,38,3420,90,100.0,38.0,38,90,38,0,,0,1.42,39,39,0,0.00,,41.5,47.9,-6.4,-0.17,
Gareth Bale,WAL,FW,Real Madrid,La Liga,30,1989,16,1089,68,31.8,12.1,12,82,5,4,26,10,2.13,21,9,+12,+0.99,-0.28,16.3,11.1,+5.2,+0.43,-0.71
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,31,1988,9,563,63,16.5,6.3,6,83,5,3,23,11,1.11,5,9,-4,-0.64,-0.86,5.0,9.0,-4.0,-0.64,-0.52
Leonardo Balerdi,ARG,DF,Dortmund,Bundesliga,20,1999,7,133,19,4.3,1.5,1,64,0,6,12,17,2.57,3,4,-1,-0.68,-2.03,2.6,3.4,-0.8,-0.52,-1.13
Marco Ballarini,ITA,MF,Udinese,Serie A,18,2001,1,1,1,0.0,0.0,0,,0,1,1,11,3.00,0,0,0,0.00,+0.37,0.0,0.0,0.0,0.00,+0.29
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,22,1997,21,1679,80,66.6,18.7,18,90,18,3,19,4,1.24,29,38,-9,-0.48,-1.45,35.3,27.4,+7.9,+0.42,+0.40
Florent Balmont,FRA,MF,Dijon,Ligue 1,39,1980,11,401,36,15.9,4.5,4,74,2,7,15,13,1.45,2,4,-2,-0.45,-0.11,3.8,5.1,-1.3,-0.29,+0.26
Botond Balogh,HUN,DF,Parma,Serie A,17,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,
Leon Balogun,NGA,DF,Brighton,Premier League,31,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,
Mario Balotelli,ITA,FW,Brescia,Serie A,28,1990,19,1404,74,41.1,15.6,16,83,10,3,27,0,0.53,14,31,-17,-1.09,+0.12,18.2,27.1,-8.9,-0.57,+0.60
Tudor Băluță,ROU,DF,Brighton,Premier League,20,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,29,1990,7,554,79,22.0,6.2,6,90,6,1,13,7,2.14,9,3,+6,+0.97,+1.48,6.1,6.0,0.0,+0.01,+0.09
Jonathan Bamba,FRA,FW,Lille,Ligue 1,23,1996,26,1937,75,76.9,21.5,22,85,13,4,17,1,1.77,27,20,+7,+0.33,+0.17,29.4,22.7,+6.7,+0.31,-0.17
Éver Banega,ARG,MF,Sevilla,La Liga,31,1988,33,2475,75,72.4,27.5,28,83,16,5,30,2,1.67,34,29,+5,+0.18,-1.25,32.7,26.2,+6.4,+0.23,-0.44
Mattia Bani,ITA,DF,Bologna,Serie A,25,1993,27,2207,82,64.5,24.5,26,84,21,1,26,2,1.26,36,40,-4,-0.16,+0.50,34.4,33.0,+1.4,+0.06,+0.30
Beni Baningime,COD,MF,Everton,Premier League,20,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,
Antonín Barák,CZE,MF,Udinese,Serie A,24,1994,8,194,24,5.7,2.2,1,69,0,7,18,13,0.63,0,3,-3,-1.39,-1.08,1.7,4.0,-2.3,-1.06,-0.82
Antonín Barák,CZE,MF,Lecce,Serie A,24,1994,16,1369,86,40.0,15.2,15,90,15,1,19,0,1.19,28,37,-9,-0.59,+0.46,27.2,33.9,-6.7,-0.44,+0.59
Federico Barba,ITA,DF,Valladolid,La Liga,25,1993,5,450,90,13.2,5.0,5,90,5,0,,4,0.60,4,12,-8,-1.60,-1.51,3.9,9.5,-5.6,-1.12,-0.97
Théo Barbet,FRA,DF,Dijon,Ligue 1,18,2001,0,,,,,0,,0,0,,6,,,,,,,,,,,
Danilo Barbosa,BRA,DF,Nice,Ligue 1,23,1996,16,1122,70,44.5,12.5,12,89,11,4,15,7,1.38,17,15,+2,+0.16,+0.10,14.8,18.9,-4.2,-0.33,-0.17
Francisco Barbosa,ESP,GK,Celta Vigo,La Liga,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Melvin Bard,FRA,DF,Lyon,Ligue 1,18,2000,1,45,45,1.8,0.5,0,,0,1,45,1,3.00,3,0,+3,+6.00,+5.56,1.3,0.1,+1.2,+2.42,+2.05
Enis Bardhi,MKD,MF,Levante,La Liga,24,1995,30,2114,70,61.8,23.5,23,85,16,7,23,2,1.33,35,34,+1,+0.04,+0.52,27.7,35.8,-8.1,-0.34,+0.41
Phil Bardsley,SCO,DF,Burnley,Premier League,34,1985,21,1890,90,55.3,21.0,21,90,21,0,,10,1.67,26,19,+7,+0.33,+1.16,27.0,24.7,+2.3,+0.11,+0.50
Nicolò Barella,ITA,MF,Inter,Serie A,22,1997,27,2013,75,58.9,22.4,23,83,17,4,27,1,2.30,45,21,+24,+1.07,-0.27,44.7,24.1,+20.6,+0.92,+0.21
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,30,1989,15,586,39,19.2,6.5,6,67,0,9,20,6,1.27,5,11,-6,-0.92,-0.16,8.2,7.8,+0.3,+0.05,+0.34
Antonino Barillà,ITA,MF,Parma,Serie A,31,1988,26,1688,65,49.4,18.8,20,78,9,6,22,8,1.42,28,30,-2,-0.11,-0.16,23.3,30.0,-6.8,-0.36,+0.09
Kike Barja,ESP,MF,Osasuna,La Liga,22,1997,8,313,39,9.2,3.5,4,68,0,4,11,2,2.13,6,4,+2,+0.58,+0.86,3.9,3.1,+0.8,+0.24,+0.31
Ross Barkley,ENG,MF,Chelsea,Premier League,25,1993,21,1103,53,32.3,12.3,13,72,4,8,21,7,2.05,27,14,+13,+1.06,+0.98,26.0,10.3,+15.6,+1.28,+0.77
Aymen Barkok,MAR,FW,Düsseldorf,Bundesliga,21,1998,3,79,26,2.6,0.9,1,45,0,2,17,3,0.00,0,3,-3,-3.42,-2.57,0.2,2.2,-2.1,-2.34,-1.72
Ashley Barnes,ENG,FW,Burnley,Premier League,29,1989,19,1352,71,39.5,15.0,17,77,5,2,25,0,1.26,19,21,-2,-0.13,+0.08,16.3,13.4,+3.0,+0.20,+0.51
Harvey Barnes,ENG,MF,Leicester City,Premier League,21,1997,36,2083,58,60.9,23.1,24,74,4,12,26,2,1.61,38,24,+14,+0.60,-0.20,41.0,26.1,+15.0,+0.65,+0.50
Antonio Barragán,ESP,DF,Betis,La Liga,32,1987,12,641,53,18.7,7.1,7,81,5,5,15,20,1.08,8,11,-3,-0.42,-0.13,9.6,9.0,+0.6,+0.08,+0.17
Antonio Barreca,ITA,DF,Genoa,Serie A,24,1995,18,1095,61,32.0,12.2,11,76,4,7,37,14,1.06,13,22,-9,-0.74,-0.08,12.8,20.5,-7.8,-0.64,-0.48
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,19,2000,18,938,52,30.7,10.4,11,74,4,7,18,14,1.39,12,15,-3,-0.29,+0.48,12.8,14.7,-1.9,-0.18,+0.30
Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,17,2001,17,442,26,12.9,4.9,3,66,1,14,17,9,1.41,7,6,+1,+0.20,-0.01,5.4,5.1,+0.3,+0.06,-0.11
Édgar Barreto,PAR,MF,Sampdoria,Serie A,35,1984,2,90,45,2.6,1.0,1,45,0,1,45,14,0.50,1,2,-1,-1.00,-0.57,1.7,1.8,-0.1,-0.11,-0.06
Musa Barrow,GAM,FW,Atalanta,Serie A,20,1998,7,190,27,5.6,2.1,1,56,0,6,22,11,1.43,5,0,+5,+2.37,+1.11,5.8,1.4,+4.4,+2.08,+1.07
Musa Barrow,GAM,FW,Bologna,Serie A,20,1998,18,1354,75,39.6,15.0,14,84,10,4,44,1,1.33,21,27,-6,-0.40,-0.09,21.4,23.1,-1.6,-0.11,-0.10
Fin Bartels,GER,FW,Werder Bremen,Bundesliga,32,1987,14,340,24,11.1,3.8,1,61,0,13,21,2,0.50,1,9,-8,-2.12,-1.49,3.7,5.2,-1.5,-0.39,-0.19
Marc Bartra,ESP,DF,Betis,La Liga,28,1991,30,2524,84,73.8,28.0,29,86,25,1,26,6,1.07,32,48,-16,-0.57,-0.97,33.7,39.3,-5.6,-0.20,-0.53
Daniele Baselli,ITA,MF,Torino,Serie A,27,1992,16,1278,80,37.4,14.2,16,80,6,0,,2,1.13,16,23,-7,-0.49,+0.14,13.4,24.4,-10.9,-0.77,-0.37
Chris Basham,ENG,DF,Sheffield Utd,Premier League,31,1988,38,3242,85,94.8,36.0,38,85,25,0,,0,1.42,33,37,-4,-0.11,-2.13,37.9,44.7,-6.8,-0.19,-0.42
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,22,1996,15,991,66,39.3,11.0,11,83,6,4,19,6,1.53,14,14,0,0.00,-0.35,13.1,13.3,-0.2,-0.02,+0.17
Thomas Basila,FRA,DF,Nantes,Ligue 1,20,1999,7,415,59,16.5,4.6,3,91,3,4,36,10,0.57,4,8,-4,-0.87,-0.91,3.0,4.7,-1.7,-0.37,-0.20
Gil Bastião Dias,POR,DF,Monaco,Ligue 1,22,1996,14,1057,76,41.9,11.7,12,84,10,2,26,6,1.57,17,11,+6,+0.51,+0.88,17.1,15.8,+1.2,+0.10,-0.32
Gil Bastião Dias,POR,DF,Granada,La Liga,22,1996,12,356,30,10.4,4.0,3,77,1,9,14,2,1.67,7,2,+5,+1.26,+1.21,5.9,2.9,+2.9,+0.74,+0.84
Borja Bastón,ESP,MF,Aston Villa,Premier League,26,1992,2,18,9,0.5,0.2,0,,0,2,9,3,0.00,0,2,-2,-10.00,-9.37,0.0,1.7,-1.6,-8.16,-7.52
Alessandro Bastoni,ITA,DF,Inter,Serie A,20,1999,25,1921,77,56.2,21.3,21,87,16,4,25,11,2.00,51,23,+28,+1.31,+0.29,45.8,24.1,+21.7,+1.02,+0.42
Bastos,ANG,DF,Lazio,Serie A,28,1991,16,765,48,22.4,8.5,6,83,5,10,27,21,1.69,15,12,+3,+0.35,-0.80,15.4,13.2,+2.1,+0.25,-0.32
Lewis Bate,ENG,MF,Chelsea,Premier League,16,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
Oliver Batista-Meier,GER,FW,Bayern Munich,Bundesliga,18,2001,1,13,13,0.4,0.1,0,,0,1,13,10,3.00,0,0,0,0.00,-2.01,0.1,0.0,+0.1,+0.48,-0.91
Michy Batshuayi,BEL,FW,Chelsea,Premier League,25,1993,16,239,15,7.0,2.7,1,67,0,15,11,12,1.50,5,8,-3,-1.13,-1.64,5.3,2.9,+2.4,+0.90,+0.16
Cristian Battocchio,ITA,MF,Brest,Ligue 1,27,1992,24,1392,58,55.2,15.5,16,81,9,8,11,2,1.38,22,21,+1,+0.06,+0.38,19.3,20.6,-1.2,-0.08,+0.66
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,29,1990,30,2700,90,88.2,30.0,30,90,30,0,,0,1.53,47,49,-2,-0.07,-0.57,43.6,45.0,-1.4,-0.05,-0.03
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,31,1988,27,1791,66,58.5,19.9,20,82,13,7,21,2,1.81,36,30,+6,+0.30,-0.48,33.7,29.9,+3.8,+0.19,-0.34
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,19,1999,26,1493,57,48.8,16.6,17,76,6,9,21,6,1.46,24,29,-5,-0.30,-0.59,26.4,25.9,+0.4,+0.03,+0.14
Paul Baysse,FRA,DF,Bordeaux,Ligue 1,31,1988,0,,,,,0,,0,0,,1,,,,,,,,,,,
Noah Joel Sarenren Bazee,NGA,FW,Augsburg,Bundesliga,22,1996,10,381,38,12.5,4.2,4,75,1,6,14,8,0.90,5,6,-1,-0.24,+0.33,5.5,7.1,-1.6,-0.37,+0.01
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,25,1994,32,2102,66,68.7,23.4,20,83,15,12,36,1,1.53,38,37,+1,+0.04,+0.14,31.9,34.4,-2.6,-0.11,-0.21
Rodrigo Becão,BRA,DF,Udinese,Serie A,23,1996,29,2213,76,64.7,24.6,24,88,21,5,19,6,1.17,22,34,-12,-0.49,-0.34,24.3,36.6,-12.3,-0.50,-0.58
Sheraldo Becker,SUR,MF,Union Berlin,Bundesliga,24,1995,13,540,42,17.6,6.0,5,69,1,8,25,10,0.62,7,13,-6,-1.00,-0.61,6.7,15.1,-8.4,-1.40,-1.24
Timo Becker,GER,DF,Schalke 04,Bundesliga,22,1997,10,336,34,11.0,3.7,4,65,1,6,13,11,0.80,3,10,-7,-1.87,-1.45,3.2,4.4,-1.3,-0.34,+0.09
Jan Bednarek,POL,DF,Southampton,Premier League,23,1996,34,3057,90,89.4,34.0,34,90,33,0,,2,1.26,43,57,-14,-0.41,-1.65,47.8,48.7,-0.9,-0.03,-0.50
Asmir Begović,BIH,GK,Milan,Serie A,32,1987,2,129,65,3.8,1.4,1,90,1,1,39,17,0.50,2,3,-1,-0.70,-1.19,2.2,3.5,-1.3,-0.89,-1.26
Valon Behrami,SUI,MF,Genoa,Serie A,34,1985,17,1107,65,32.4,12.3,13,76,5,4,30,2,1.12,19,22,-3,-0.24,+0.65,16.3,16.1,+0.3,+0.02,+0.49
Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,16,2002,6,109,18,3.6,1.2,0,,0,6,18,7,1.33,2,3,-1,-0.83,-0.86,4.2,1.0,+3.2,+2.67,+2.81
Gaëtan Belaud,FRA,DF,Brest,Ligue 1,32,1986,7,580,83,23.0,6.4,6,89,5,1,45,10,1.14,5,7,-2,-0.31,-0.26,7.2,7.6,-0.4,-0.07,+0.40
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,27,1992,5,269,54,8.8,3.0,3,73,1,2,25,0,1.00,2,5,-3,-1.00,-1.10,2.5,3.5,-1.0,-0.35,-0.33
Haris Belkebla,ALG,MF,Brest,Ligue 1,25,1994,23,1816,79,72.1,20.2,20,88,18,3,22,1,1.13,20,22,-2,-0.10,+0.03,20.2,30.0,-9.8,-0.49,-0.40
Stefan Bell,GER,DF,Mainz 05,Bundesliga,27,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,
Raoul Bellanova,ITA,DF,Bordeaux,Ligue 1,19,2000,1,62,62,2.5,0.7,1,62,0,0,,5,0.00,1,3,-2,-2.90,-3.20,0.7,1.4,-0.7,-0.99,-0.89
Raoul Bellanova,ITA,DF,Atalanta,Serie A,19,2000,1,18,18,0.5,0.2,0,,0,1,18,15,3.00,0,1,-1,-5.00,-6.35,0.4,0.3,+0.2,+0.76,-0.31
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,29,1990,26,1424,55,46.5,15.8,17,70,6,9,26,2,1.81,29,20,+9,+0.57,+0.13,31.3,21.4,+9.9,+0.63,+0.56
Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,21,1998,24,1497,62,61.6,16.6,16,82,7,8,24,0,1.21,14,19,-5,-0.30,-0.78,20.0,17.9,+2.1,+0.13,-0.07
