Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,22,1996,31.7,1483,1403,80,27,2,316,21,19,0,0,0,0,970,264,249,239,1102,61,53,2,1151,10,25,25,58
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,24,1995,25.9,1137,905,232,14,1,210,25,50,0,0,0,0,611,231,295,68,768,55,218,3,850,2,25,14,55
Albin Ekdal,SWE,MF,Sampdoria,Serie A,30,1989,26.5,1161,1084,77,70,1,172,23,5,0,0,0,0,828,194,139,120,954,52,7,10,1012,3,9,8,19
Harvey Elliott,ENG,DF,Liverpool,Premier League,16,2003,0.1,15,11,4,0,0,0,1,2,3,0,2,0,8,3,4,13,1,0,1,0,12,0,0,0,0
Elif Elmas,MKD,MF,Napoli,Serie A,19,1999,12.6,685,676,9,3,2,118,5,3,0,0,0,0,593,61,31,104,567,6,5,3,623,3,6,9,9
Ilay Elmkies,ISR,MF,Hoffenheim,Bundesliga,19,2000,0.0,4,4,0,0,1,1,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,31,1987,11.5,633,533,100,6,0,101,12,50,0,0,0,0,304,136,193,7,482,30,94,1,484,3,9,18,14
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,25,1994,16.8,935,881,54,38,0,110,27,6,0,0,0,0,685,71,179,84,741,58,16,1,802,3,12,11,10
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,22,1996,29.1,1740,1684,56,52,0,247,35,1,0,0,0,0,1391,197,152,529,1059,92,4,3,1605,3,14,8,14
Rodrigo Ely,BRA,DF,Alavés,La Liga,25,1993,23.6,839,799,40,39,0,105,43,0,0,0,0,0,457,117,265,109,588,100,0,6,667,0,21,4,8
Adri Embarba,ESP,MF,Espanyol,La Liga,27,1992,15.2,442,373,69,24,3,104,27,58,37,18,11,2,192,97,153,72,329,13,6,11,246,5,17,5,28
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,22,1997,17.2,390,368,22,2,3,111,6,5,0,0,0,0,262,88,40,37,306,17,1,18,294,7,5,15,16
Emerson,BRA,DF,Betis,La Liga,20,1999,31.5,1604,1289,315,41,2,292,39,80,0,0,0,0,919,382,303,128,1106,53,274,6,1288,4,29,24,72
Renaud Emond,BEL,FW,Nantes,Ligue 1,27,1991,3.2,78,75,3,0,0,26,2,0,0,0,0,0,34,18,26,8,46,12,1,0,53,0,2,1,5
Alan Empereur,BRA,DF,Hellas Verona,Serie A,25,1994,9.5,467,441,26,22,0,58,3,2,0,0,0,0,331,50,86,354,75,23,4,0,396,1,4,3,11
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,22,1997,8.8,157,144,13,0,0,50,0,5,0,0,0,0,76,49,32,88,14,20,1,5,103,2,6,3,13
Youssef En-Nesyri,MAR,FW,Leganés,La Liga,22,1997,15.4,266,255,11,0,0,89,10,12,0,0,0,0,114,79,73,140,26,47,5,7,163,0,10,5,17
Björn Engels,BEL,DF,Aston Villa,Premier League,24,1994,16.1,605,586,19,17,0,91,29,3,0,0,0,0,399,68,138,53,491,31,2,1,503,2,9,5,4
Sergi Enrich,ESP,FW,Eibar,La Liga,29,1990,20.7,527,498,29,0,0,179,7,5,0,0,0,0,231,160,136,36,314,77,1,25,377,0,7,7,19
Javier Eraso,ESP,MF,Leganés,La Liga,29,1990,9.1,280,250,30,7,1,60,7,12,17,3,9,3,158,58,64,39,210,19,1,5,215,1,2,1,8
Christian Eriksen,DEN,MF,Inter,Serie A,27,1992,7.8,473,411,62,17,1,62,20,17,41,19,14,2,291,78,104,86,364,15,2,2,358,0,8,7,16
Christian Eriksen,DEN,MF,Tottenham,Premier League,27,1992,12.2,743,659,84,26,4,119,35,24,46,18,16,5,468,111,164,173,532,23,10,2,549,4,9,18,19
Gonzalo Escalante,ARG,MF,Eibar,La Liga,26,1993,18.6,657,639,18,7,0,138,19,10,0,0,0,0,321,146,190,49,456,102,11,2,474,4,22,7,25
Aarón Escandell,ESP,GK,Granada,La Liga,23,1995,3.0,128,90,38,13,0,4,3,0,0,0,0,0,43,7,78,10,85,0,0,21,77,0,7,0,0
Sergio Escudero,ESP,DF,Sevilla,La Liga,29,1989,8.6,592,492,100,16,1,70,12,18,0,0,0,0,335,131,126,421,42,32,84,2,475,6,14,4,14
Bernardo Espinosa,COL,DF,Espanyol,La Liga,30,1989,25.1,1060,1024,36,35,0,133,36,4,0,0,0,0,577,177,306,124,751,121,1,11,826,4,28,9,13
Sebastiano Esposito,ITA,FW,Inter,Serie A,17,2002,2.2,62,54,8,0,0,14,7,0,6,6,0,0,34,15,13,2,54,3,0,2,41,0,1,1,2
Vicente Esquerdo,ESP,MF,Valencia,La Liga,20,1999,0.2,9,9,0,0,0,5,0,0,0,0,0,0,7,1,1,8,1,0,0,0,6,0,0,2,1
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,29,1990,2.4,93,86,7,2,0,17,3,8,0,0,0,0,45,27,21,17,57,7,5,1,59,0,2,2,6
Pervis Estupiñán,ECU,DF,Osasuna,La Liga,21,1998,33.1,1823,1432,391,15,2,251,65,140,1,0,0,0,896,493,434,1199,151,68,375,4,1322,10,36,38,94
Oghenekaro Etebo,NGA,MF,Getafe,La Liga,23,1995,6.4,213,209,4,3,0,49,7,10,0,0,0,0,110,49,54,25,154,15,1,3,135,3,8,3,15
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,32,1987,4.4,194,162,32,12,1,27,11,5,16,5,10,0,110,31,53,11,169,9,0,1,161,0,3,2,1
Xabier Etxeita,ESP,DF,Getafe,La Liga,31,1987,16.1,368,349,19,19,0,56,16,1,0,0,0,0,124,65,179,94,176,68,0,1,209,1,20,4,10
Antony Evans,ENG,MF,Paderborn 07,Bundesliga,20,1998,1.7,71,56,15,4,0,15,10,5,10,6,4,0,30,10,31,4,60,4,1,0,39,0,4,1,3
Jonny Evans,NIR,DF,Leicester City,Premier League,31,1988,37.6,2372,2285,87,72,2,305,60,5,0,0,0,0,1764,220,388,590,1585,117,15,5,2088,2,44,12,12
Edu Expósito,ESP,MF,Eibar,La Liga,22,1996,25.7,933,909,24,14,1,177,32,14,2,0,2,0,614,146,173,139,685,71,2,3,759,2,23,10,20
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,27,1992,0.5,24,21,3,0,0,5,3,1,2,2,0,0,14,3,7,4,18,1,1,0,16,0,1,1,1
Valentin Eysseric,FRA,FW,Hellas Verona,Serie A,27,1992,3.9,146,127,19,5,2,16,7,6,7,2,3,0,96,22,28,31,104,3,2,0,115,1,3,3,6
Łukasz Fabiański,POL,GK,West Ham,Premier League,34,1985,23.5,672,409,263,69,0,61,21,0,0,0,0,0,128,40,504,21,506,0,0,91,378,4,19,1,3
Fabinho,BRA,MF,Liverpool,Premier League,25,1993,23.1,1528,1505,23,16,5,242,38,6,0,0,0,0,1051,211,266,105,1318,68,4,2,1334,2,18,9,15
Fábio,BRA,DF,Nantes,Ligue 1,29,1990,9.3,521,415,106,5,0,64,5,15,0,0,0,0,300,123,98,71,321,19,101,0,424,1,10,11,17
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,32,1987,10.3,761,698,63,33,3,132,29,15,22,7,10,1,481,136,144,77,651,16,6,2,623,5,9,11,17
Fabricio,ESP,GK,Mallorca,La Liga,31,1987,1.0,33,21,12,3,0,6,0,0,0,0,0,0,13,6,14,5,20,0,0,6,24,0,2,0,0
Ralf Fährmann,GER,GK,Norwich City,Premier League,30,1988,0.2,10,7,3,0,0,0,0,0,0,0,0,0,6,1,3,2,6,0,0,2,7,0,1,0,0
Fayçal Fajr,MAR,MF,Getafe,La Liga,30,1988,4.5,192,152,40,17,0,31,31,12,19,7,8,1,71,37,84,12,159,13,3,1,120,0,8,1,6
Luca Falbo,ITA,DF,Lazio,Serie A,19,2000,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
Filippo Falco,ITA,FW,Lecce,Serie A,27,1992,22.4,1012,889,123,40,2,192,34,98,39,3,1,2,674,143,195,876,104,11,8,10,812,4,10,11,36
Eliseo Falcon,ESP,DF,Levante,La Liga,22,1997,0.8,24,22,2,0,0,9,2,0,1,0,0,0,19,0,5,1,21,1,1,0,22,0,0,0,0
Wladimiro Falcone,ITA,GK,Sampdoria,Serie A,24,1995,2.0,61,36,25,7,0,2,0,0,0,0,0,0,32,0,29,5,45,0,0,11,39,0,0,0,0
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,27,1992,1.0,57,53,4,4,0,6,7,0,0,0,0,0,36,6,15,49,6,2,0,0,46,0,4,0,1
Iago Falque,ESP,MF,Genoa,Serie A,29,1990,5.8,313,295,18,4,0,58,15,20,8,3,2,0,207,31,75,259,35,9,2,2,245,3,6,2,12
Iago Falque,ESP,MF,Torino,Serie A,29,1990,1.1,64,60,4,1,0,16,1,2,2,1,0,0,45,9,10,55,5,3,1,0,54,0,0,0,4
Akin Famewo,ENG,MF,Norwich City,Premier League,20,1998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,17,2002,1.6,67,66,1,1,0,14,0,1,0,0,0,0,52,2,13,14,44,8,0,0,49,0,1,1,4
Paolo Faragò,ITA,DF,Cagliari,Serie A,26,1993,14.9,882,735,147,15,0,121,21,33,0,0,0,0,479,165,238,129,561,40,132,5,688,0,16,18,29
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,27,1991,35.9,1709,1391,318,21,5,203,56,95,9,1,5,3,781,440,488,144,1186,60,288,6,1228,6,51,39,83
Mohamed Fares,ALG,DF,SPAL,Serie A,23,1996,4.7,201,178,23,5,0,21,8,9,1,0,1,0,127,43,31,151,24,7,17,0,138,0,5,4,15
Diego Farias,BRA,FW,Lecce,Serie A,29,1990,9.2,363,336,27,2,1,62,10,21,15,1,3,1,260,58,45,27,318,10,5,2,294,1,5,4,15
Ansu Fati,ESP,FW,Barcelona,La Liga,16,2002,11.4,538,520,18,2,0,71,8,23,9,7,0,0,433,60,45,64,449,10,7,6,446,3,8,17,13
Julien Faussurier,FRA,DF,Brest,Ligue 1,32,1987,22.0,1273,980,293,25,1,159,47,66,6,0,2,0,550,297,426,87,854,58,262,5,921,4,23,28,36
Andrea Favilli,ITA,FW,Genoa,Serie A,22,1997,7.3,193,178,15,1,0,67,6,3,0,0,0,0,116,49,28,88,66,14,0,6,141,0,8,9,8
Federico Fazio,ARG,DF,Roma,Serie A,32,1987,13.5,673,642,31,27,2,112,17,1,0,0,0,0,510,77,86,102,513,30,4,1,589,1,11,4,9
Aleix Febas,ESP,MF,Mallorca,La Liga,23,1996,18.8,691,673,18,14,2,166,13,7,0,0,0,0,538,98,55,101,572,14,0,2,585,2,12,19,12
Zouhair Feddal,MAR,DF,Betis,La Liga,30,1989,15.9,1062,1015,47,38,1,122,41,1,0,0,0,0,753,105,204,875,110,49,8,7,917,3,20,4,11
Ljubomir Fejsa,SRB,MF,Alavés,La Liga,30,1988,8.7,290,288,2,1,0,63,3,0,0,0,0,0,174,55,61,29,220,20,1,2,234,1,3,4,8
Nabil Fekir,FRA,MF,Betis,La Liga,26,1993,29.3,1034,979,55,27,2,259,43,42,11,5,4,0,762,142,130,861,113,24,10,4,839,3,18,21,38
Felipe,BRA,DF,Atlético Madrid,La Liga,30,1989,23.4,887,856,31,29,0,135,25,5,0,0,0,0,564,97,226,113,667,72,2,4,707,4,24,9,13
Luiz Felipe,ITA,DF,Lazio,Serie A,22,1997,22.5,1168,1122,46,26,1,110,25,4,1,0,1,0,955,83,130,111,977,45,18,4,1048,0,10,10,13
Lucas Felippe,BRA,MF,Hellas Verona,Serie A,19,2000,0.3,22,22,0,0,0,2,2,1,0,0,0,0,20,1,1,17,5,0,0,0,21,0,1,0,0
João Félix,POR,FW,Atlético Madrid,La Liga,19,1999,19.4,531,506,25,3,3,105,9,20,3,1,0,0,371,88,72,42,445,20,5,7,410,2,11,12,22
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,21,1997,21.8,882,855,27,27,2,150,37,0,0,0,0,0,603,96,183,581,187,69,0,3,734,0,18,8,18
Kiko Femenía,ESP,DF,Watford,Premier League,28,1991,24.9,1292,1010,282,16,0,163,23,56,2,1,1,0,682,301,309,144,810,55,264,4,998,1,21,31,36
Zinedine Ferhat,ALG,FW,Nîmes,Ligue 1,26,1993,25.0,947,822,125,47,3,188,50,85,62,16,31,11,464,193,290,59,770,56,13,4,600,4,18,18,52
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,24,1994,13.2,853,751,102,27,4,140,53,22,55,15,24,7,528,138,187,64,768,13,5,2,608,3,12,23,39
Edimilson Fernandes,SUI,MF,Mainz 05,Bundesliga,23,1996,16.5,723,710,13,12,0,146,25,9,1,0,1,0,544,90,89,69,614,25,0,5,614,1,9,11,8
Gedson Fernandes,POR,MF,Tottenham,Premier League,20,1999,0.8,51,44,7,1,0,11,0,3,0,0,0,0,30,14,7,4,39,2,6,0,40,0,1,0,3
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,32,1986,8.6,254,253,1,1,0,65,1,1,0,0,0,0,184,32,38,33,195,15,0,2,208,0,3,6,7
Matheus Fernandes,BRA,MF,Valladolid,La Liga,21,1998,1.8,62,62,0,0,0,18,1,1,0,0,0,0,32,13,17,8,41,8,0,1,43,0,2,1,2
Aitor Fernández,ESP,GK,Levante,La Liga,28,1991,36.0,1118,647,471,134,1,60,28,0,0,0,0,0,486,90,542,86,791,2,0,187,751,5,29,3,0
Andrés Fernández,ESP,GK,Villarreal,La Liga,32,1986,4.0,152,98,54,10,0,7,6,0,0,0,0,0,92,6,54,10,125,0,0,15,119,0,5,0,0
Carlos Fernández,ESP,FW,Granada,La Liga,23,1996,24.5,627,604,23,2,2,212,11,13,2,0,0,0,339,162,126,384,77,88,3,9,381,5,17,17,38
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,30,1989,29.1,1184,1052,132,41,1,167,51,16,0,0,0,0,717,146,321,69,937,56,90,1,907,4,39,19,24
Gabriel Fernández,URU,FW,Celta Vigo,La Liga,25,1994,6.2,123,117,6,1,0,47,4,7,0,0,0,0,73,23,27,27,68,5,2,2,84,1,7,3,6
Joaquín Fernández,ESP,MF,Valladolid,La Liga,23,1996,18.4,748,716,32,29,0,111,31,3,0,0,0,0,480,92,176,77,580,70,3,3,609,2,17,9,7
Fernandinho,BRA,DF,Manchester City,Premier League,34,1985,26.6,2190,2134,56,44,2,249,76,3,0,0,0,0,1709,193,288,243,1801,83,12,9,1985,6,23,12,22
Fernando,BRA,MF,Sevilla,La Liga,32,1987,29.5,1536,1483,53,44,1,185,75,6,1,0,1,0,1063,269,204,164,1223,89,8,13,1380,3,18,10,8
Juan Ferney Otero,COL,FW,Amiens,Ligue 1,24,1995,13.4,362,340,22,3,0,105,5,28,5,2,1,0,199,87,76,45,248,23,10,5,241,3,7,5,23
Alex Ferrari,ITA,DF,Sampdoria,Serie A,25,1994,11.2,425,387,38,33,0,68,12,0,0,0,0,0,255,52,118,60,332,16,5,5,343,2,8,3,8
Facundo Ferreyra,ARG,FW,Espanyol,La Liga,28,1991,6.4,113,105,8,0,0,30,1,2,0,0,0,0,53,30,30,10,62,25,0,3,74,0,2,2,7
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,27,1992,12.8,740,700,40,28,1,149,34,17,8,2,6,0,511,101,128,53,640,26,4,6,603,4,6,11,20
Oliver Fink,GER,MF,Düsseldorf,Bundesliga,37,1982,7.5,266,261,5,2,1,93,5,7,0,0,0,0,127,76,63,76,118,28,1,3,160,1,11,8,20
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,30,1989,10.7,242,226,16,0,2,57,7,2,0,0,0,0,113,83,46,36,154,26,5,6,147,3,13,4,13
Roberto Firmino,BRA,FW,Liverpool,Premier League,27,1991,33.2,1171,1141,30,3,8,306,8,16,0,0,0,0,874,205,92,152,927,55,11,13,931,3,7,51,55
Junior Firpo,ESP,DF,Barcelona,La Liga,22,1996,11.3,834,744,90,9,1,106,7,8,0,0,0,0,640,125,69,609,114,21,81,3,749,0,11,16,16
John Fleck,SCO,MF,Sheffield Utd,Premier League,27,1991,28.0,1164,1030,134,31,3,224,66,58,77,50,10,5,680,215,269,987,96,57,7,8,854,8,23,22,48
Mark Flekken,NED,GK,Freiburg,Bundesliga,26,1993,10.0,435,304,131,20,0,47,18,0,0,0,0,0,195,29,211,90,288,0,0,43,305,0,11,0,1
Sergio Floccari,ITA,FW,SPAL,Serie A,37,1981,10.5,261,238,23,3,0,67,10,16,0,0,0,0,172,41,48,58,171,7,0,5,206,0,4,4,11
Alessandro Florenzi,ITA,DF,Roma,Serie A,28,1991,11.1,675,595,80,9,2,96,24,25,0,0,0,0,379,130,166,28,550,16,71,1,552,1,16,10,22
Alessandro Florenzi,ITA,DF,Valencia,La Liga,28,1991,8.4,477,401,76,7,0,52,20,22,0,0,0,0,227,107,143,22,366,15,69,2,360,5,15,2,14
Phil Foden,ENG,FW,Manchester City,Premier League,19,2000,10.0,508,494,14,4,4,74,17,22,6,2,1,0,398,51,59,450,37,11,4,2,431,0,6,2,15
Mamadou Fofana,MLI,DF,Metz,Ligue 1,21,1998,17.6,738,720,18,17,0,107,25,1,0,0,0,0,558,78,102,146,555,23,1,0,645,3,7,4,6
Seko Fofana,CIV,MF,Udinese,Serie A,24,1995,25.0,1078,1068,10,1,8,168,37,20,1,1,0,0,839,137,102,201,838,20,8,7,944,2,11,13,28
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,18,2000,13.5,642,605,37,27,1,117,9,2,0,0,0,0,464,75,103,61,511,21,10,2,536,0,19,10,7
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,20,1999,6.8,357,352,5,2,1,50,12,5,0,0,0,0,262,53,42,61,276,11,3,2,306,1,3,9,10
Youssouf Fofana,FRA,MF,Strasbourg,Ligue 1,20,1999,11.2,443,442,1,0,1,107,13,6,0,0,0,0,334,61,48,77,339,14,1,4,381,0,1,9,10
Thomas Foket,BEL,DF,Reims,Ligue 1,24,1994,27.0,1307,1007,300,21,0,221,31,45,0,0,0,0,715,347,245,75,885,53,279,4,1053,2,27,26,40
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,21,1998,15.3,428,422,6,2,2,108,12,5,0,0,0,0,271,70,87,83,265,38,1,5,301,2,8,11,20
José Fonte,POR,DF,Lille,Ligue 1,35,1983,24.5,1418,1363,55,50,1,168,37,4,0,0,0,0,1102,110,206,144,1170,60,5,9,1254,2,35,13,9
Pablo Fornals,ESP,MF,West Ham,Premier League,23,1996,24.1,897,860,37,10,6,222,31,37,19,4,9,3,594,167,136,106,753,23,2,5,680,0,13,17,55
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,27,1991,12.7,538,508,30,5,4,122,14,11,19,7,8,1,399,72,67,58,456,8,2,9,429,4,8,8,22
Hernâni Fortes,POR,MF,Levante,La Liga,27,1991,7.3,171,163,8,4,0,22,8,38,4,0,0,1,70,28,73,103,56,12,0,0,91,2,10,2,13
Ben Foster,ENG,GK,Watford,Premier League,36,1983,38.0,1201,734,467,174,0,96,55,0,0,0,0,0,175,54,972,793,164,0,1,121,533,13,36,7,3
Lyle Foster,RSA,FW,Monaco,Ligue 1,18,2000,0.7,14,11,3,0,0,5,0,0,0,0,0,0,12,0,2,1,12,0,0,0,11,0,0,1,0
Timothy Fosu-Mensah,NED,DF,Manchester Utd,Premier League,21,1998,1.5,73,66,7,0,0,4,1,2,0,0,0,0,51,13,9,15,47,4,7,0,62,0,2,1,1
Dimitri Foulquier,FRA,DF,Granada,La Liga,26,1993,12.4,413,313,100,4,0,81,8,11,0,0,0,0,183,121,109,30,258,22,96,0,281,1,18,11,27
Dimitri Foulquier,FRA,DF,Watford,Premier League,26,1993,0.7,13,12,1,0,0,5,0,0,0,0,0,0,7,4,2,2,10,0,1,0,10,0,1,0,1
Juan Foyth,ARG,DF,Tottenham,Premier League,21,1998,0.8,60,52,8,1,0,12,3,0,0,0,0,0,44,8,8,6,46,0,7,0,53,1,1,1,0
Gianluca Frabotta,ITA,DF,Juventus,Serie A,20,1999,1.0,61,56,5,0,1,6,0,1,1,0,0,1,42,7,12,49,5,2,4,0,53,0,0,0,1
Raphael Framberger,GER,DF,Augsburg,Bundesliga,23,1995,13.1,507,355,152,6,1,90,8,15,0,0,0,0,179,168,160,27,297,20,146,1,336,2,19,18,30
Simon Francis,ENG,DF,Bournemouth,Premier League,34,1985,10.8,544,504,40,11,1,123,18,13,0,0,0,0,272,126,146,48,403,34,29,2,425,0,10,9,6
Mike Frantz,GER,MF,Freiburg,Bundesliga,32,1986,3.9,133,123,10,3,0,28,1,6,0,0,0,0,85,18,30,15,95,12,5,1,97,0,2,3,3
Ryan Fraser,SCO,MF,Bournemouth,Premier League,25,1994,23.0,950,818,132,35,9,203,29,98,64,25,20,8,516,180,254,195,697,27,19,5,648,4,18,16,38
Fred,BRA,MF,Manchester Utd,Premier League,26,1993,24.0,1714,1608,106,53,3,344,83,27,42,15,16,0,1231,232,251,1200,466,29,8,6,1463,2,18,20,37
Ryan Fredericks,ENG,DF,West Ham,Premier League,26,1992,24.9,1096,884,212,6,0,170,6,53,0,0,0,0,571,175,350,89,716,68,206,2,795,3,15,13,47
Kieron Freeman,WAL,FW,Sheffield Utd,Premier League,27,1992,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
Luke Freeman,ENG,MF,Sheffield Utd,Premier League,27,1992,4.1,150,143,7,0,0,37,3,4,7,4,1,0,92,31,27,124,18,4,0,0,110,0,7,2,11
Remo Freuler,SUI,MF,Atalanta,Serie A,27,1992,26.0,1666,1568,98,74,4,201,24,25,3,0,0,0,1360,158,148,289,1295,45,21,4,1465,0,20,20,32
Samúel Friðjónsson,ISL,MF,Paderborn 07,Bundesliga,23,1996,2.1,103,101,2,2,0,14,2,0,0,0,0,0,59,28,16,13,78,8,0,3,87,0,2,2,2
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,21,1998,24.3,1292,1013,279,47,3,189,61,51,24,13,6,2,711,207,374,787,253,30,208,3,989,4,17,15,47
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,23,1995,31.0,1170,1128,42,40,1,197,27,8,0,0,0,0,690,159,321,146,909,73,2,4,918,4,34,16,20
Jorge de Frutos,ESP,MF,Valladolid,La Liga,22,1997,0.7,17,16,1,0,0,5,0,1,0,0,0,0,12,5,0,1,13,2,1,0,15,0,0,0,1
Christian Fuchs,AUT,DF,Leicester City,Premier League,33,1986,8.6,630,544,86,12,1,87,17,11,0,0,0,0,389,122,119,457,60,25,74,1,510,1,12,11,12
Angelo Fulgini,FRA,MF,Angers,Ligue 1,22,1996,17.5,930,852,78,31,0,192,29,32,38,9,20,5,674,137,119,83,798,16,8,9,741,3,14,24,36
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,26,1993,4.5,117,108,9,0,1,35,2,4,0,0,0,0,58,28,31,20,66,13,1,2,79,0,2,2,8
Ramiro Funes Mori,ARG,DF,Villarreal,La Liga,28,1991,5.0,270,262,8,6,0,26,14,0,0,0,0,0,182,35,53,106,141,15,2,1,224,2,4,3,3
Daniel Fuzato,BRA,GK,Roma,Serie A,22,1997,1.0,44,33,11,1,0,2,1,0,0,0,0,0,23,2,19,4,36,0,0,4,30,0,2,0,0
Matteo Gabbia,ITA,DF,Milan,Serie A,19,1999,7.6,433,423,10,9,0,40,11,0,0,0,0,0,326,35,72,76,322,17,1,1,386,1,9,1,6
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,27,1991,22.6,581,502,79,15,2,152,23,29,39,15,16,1,303,147,131,458,57,32,1,15,377,3,12,13,32
Gabriel,BRA,GK,Lecce,Serie A,26,1992,33.3,979,561,418,92,0,71,17,0,0,0,0,0,555,68,356,119,624,1,0,195,751,5,17,6,3
Ruben Gabrielsen,NOR,DF,Toulouse,Ligue 1,27,1992,7.3,278,269,9,8,0,36,2,0,0,0,0,0,212,18,48,6,256,8,1,0,234,0,5,4,4
Mijat Gaćinović,SRB,MF,Eint Frankfurt,Bundesliga,24,1995,11.6,369,348,21,3,1,71,12,13,2,0,2,0,223,85,61,84,241,27,10,5,260,0,10,8,24
Luca Gagliano,ITA,FW,Cagliari,Serie A,19,2000,0.6,12,10,2,0,0,2,2,0,0,0,0,0,4,4,4,6,3,0,1,0,9,0,0,0,0
Roberto Gagliardini,ITA,MF,Inter,Serie A,25,1994,20.0,937,916,21,14,2,162,31,11,1,0,0,0,663,138,136,91,783,37,6,5,798,1,13,16,21
Riccardo Gagliolo,SWE,DF,Parma,Serie A,29,1990,28.9,1357,1131,226,25,1,137,33,56,1,1,0,0,706,234,417,848,243,50,200,4,1020,4,19,29,38
Nicolás Gaitán,ARG,MF,Lille,Ligue 1,31,1988,0.6,28,25,3,2,0,10,0,1,1,0,1,0,16,5,7,23,1,1,0,1,17,0,1,0,2
Marvin Gakpa,FRA,MF,Metz,Ligue 1,25,1993,5.2,257,229,28,14,0,51,11,13,11,4,2,5,177,32,48,226,18,8,3,0,190,1,6,8,9
Enric Gallego,ESP,FW,Getafe,La Liga,32,1986,1.8,48,46,2,0,1,12,0,1,0,0,0,0,25,12,11,26,7,9,0,1,26,0,1,1,5
Enric Gallego,ESP,FW,Osasuna,La Liga,32,1986,9.8,258,244,14,0,0,100,2,3,0,0,0,0,74,109,75,92,32,48,0,16,148,2,8,3,6
Kévin Gameiro,FRA,FW,Valencia,La Liga,32,1987,17.6,436,394,42,0,0,72,6,20,0,0,0,0,296,86,54,44,367,14,3,3,331,3,9,7,25
Fran Gámez,ESP,DF,Mallorca,La Liga,28,1991,19.6,862,681,181,16,1,124,28,43,0,0,0,0,390,208,264,57,582,37,165,11,638,2,23,11,40
Idrissa Gana Gueye,SEN,MF,Paris S-G,Ligue 1,29,1989,18.4,1590,1571,19,19,2,238,18,5,0,0,0,0,1384,131,75,140,1416,19,0,3,1468,1,9,29,24
Ignatius Ganago,CMR,FW,Nice,Ligue 1,20,1999,13.8,366,354,12,0,2,65,6,10,0,0,0,0,278,51,37,51,287,14,5,3,283,1,7,10,16
Ezequiel Garay,ARG,DF,Valencia,La Liga,32,1986,16.0,853,832,21,21,0,70,21,3,0,0,0,0,657,68,128,48,747,43,0,1,759,2,7,4,3
Dani García,ESP,MF,Athletic Club,La Liga,29,1990,33.7,1471,1433,38,34,1,226,66,3,0,0,0,0,898,250,323,172,1110,137,3,10,1225,8,39,11,15
David García,ESP,DF,Osasuna,La Liga,25,1994,31.0,1160,1102,58,46,4,175,47,0,0,0,0,0,567,181,412,306,599,156,11,7,861,3,44,12,13
Eric García,ESP,DF,Manchester City,Premier League,18,2001,8.8,705,698,7,6,0,50,17,1,0,0,0,0,641,29,35,63,625,11,1,1,672,1,3,2,4
Javi García,ESP,MF,Betis,La Liga,32,1987,4.2,191,181,10,10,0,28,4,0,0,0,0,0,152,12,27,25,146,13,0,1,159,0,2,4,4
Manu García,ESP,MF,Alavés,La Liga,33,1986,21.9,710,698,12,11,1,172,19,5,0,0,0,0,411,122,177,354,214,101,0,3,521,2,30,6,26
