Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Nicolò Barella,ITA,MF,Inter,Serie A,22,1997,22.4,11,0,0,45,50,2,30,15,31,1,0,0,238,25,15,62.5
Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,30,1989,6.5,3,1,1,20,9,0,1,10,11,0,0,0,78,14,8,63.6
Antonino Barillà,ITA,MF,Parma,Serie A,31,1988,18.8,6,0,0,44,28,3,12,8,33,0,0,0,110,16,17,48.5
Kike Barja,ESP,MF,Osasuna,La Liga,22,1997,3.5,0,0,0,8,5,0,8,0,1,0,0,0,26,5,8,38.5
Ross Barkley,ENG,MF,Chelsea,Premier League,25,1993,12.3,0,0,0,10,19,0,9,6,11,0,0,0,97,10,15,40.0
Aymen Barkok,MAR,FW,Düsseldorf,Bundesliga,21,1998,0.9,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,50.0
Ashley Barnes,ENG,FW,Burnley,Premier League,29,1989,15.0,4,0,0,33,43,13,1,5,4,1,0,0,65,42,86,32.8
Harvey Barnes,ENG,MF,Leicester City,Premier League,21,1997,23.1,0,0,0,20,34,4,37,6,12,1,0,0,119,25,39,39.1
Antonio Barragán,ESP,DF,Betis,La Liga,32,1987,7.1,3,0,0,13,13,1,37,5,1,0,1,0,48,9,3,75.0
Antonio Barreca,ITA,DF,Genoa,Serie A,24,1995,12.2,0,0,0,14,7,3,54,3,3,0,0,0,55,9,15,37.5
Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,19,2000,10.4,4,0,0,30,23,0,2,8,25,0,0,0,131,16,29,35.6
Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,17,2001,4.9,1,0,0,14,5,1,18,0,6,0,1,0,32,7,8,46.7
Édgar Barreto,PAR,MF,Sampdoria,Serie A,35,1984,1.0,0,0,0,0,2,0,0,0,2,0,0,0,5,0,1,0.0
Musa Barrow,GAM,FW,Atalanta,Serie A,20,1998,2.1,0,0,0,5,7,1,1,0,1,0,0,0,13,4,11,26.7
Musa Barrow,GAM,FW,Bologna,Serie A,20,1998,15.0,1,0,0,24,16,2,27,10,9,0,0,0,88,11,18,37.9
Fin Bartels,GER,FW,Werder Bremen,Bundesliga,32,1987,3.8,2,0,0,9,1,1,8,2,4,0,0,0,30,4,7,36.4
Marc Bartra,ESP,DF,Betis,La Liga,28,1991,28.0,8,0,0,40,29,1,2,25,37,0,3,0,303,111,57,66.1
Daniele Baselli,ITA,MF,Torino,Serie A,27,1992,14.2,3,0,0,25,18,0,41,15,32,0,0,0,176,11,8,57.9
Chris Basham,ENG,DF,Sheffield Utd,Premier League,31,1988,36.0,4,0,0,31,38,5,38,40,50,0,1,0,412,105,65,61.8
Toma Bašić,CRO,MF,Bordeaux,Ligue 1,22,1996,11.0,4,0,0,11,15,1,10,9,21,0,0,0,102,15,9,62.5
Thomas Basila,FRA,DF,Nantes,Ligue 1,20,1999,4.6,1,0,0,3,4,0,3,1,1,0,0,0,51,3,3,50.0
Gil Bastião Dias,POR,DF,Monaco,Ligue 1,22,1996,11.7,3,0,0,16,16,2,18,15,33,0,0,0,114,10,13,43.5
Gil Bastião Dias,POR,DF,Granada,La Liga,22,1996,4.0,1,0,0,10,3,0,7,2,10,0,0,0,39,4,6,40.0
Borja Bastón,ESP,MF,Aston Villa,Premier League,26,1992,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,25.0
Alessandro Bastoni,ITA,DF,Inter,Serie A,20,1999,21.3,9,1,1,39,30,0,17,14,21,0,1,0,217,46,24,65.7
Bastos,ANG,DF,Lazio,Serie A,28,1991,8.5,4,0,0,16,6,0,1,11,10,0,1,1,57,10,11,47.6
Oliver Batista-Meier,GER,FW,Bayern Munich,Bundesliga,18,2001,0.1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
Michy Batshuayi,BEL,FW,Chelsea,Premier League,25,1993,2.7,0,0,0,5,4,7,1,0,1,0,0,0,17,6,15,28.6
Cristian Battocchio,ITA,MF,Brest,Ligue 1,27,1992,15.5,1,0,0,17,10,0,20,19,25,1,0,0,179,8,16,33.3
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,29,1990,30.0,1,0,0,0,7,0,0,0,0,0,0,0,204,0,0,
Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,31,1988,19.9,4,0,0,36,38,1,5,13,29,0,0,0,208,20,18,52.6
Christoph Baumgartner,AUT,MF,Hoffenheim,Bundesliga,19,1999,16.6,3,0,0,45,29,6,10,10,21,1,0,0,96,35,47,42.7
Noah Joel Sarenren Bazee,NGA,FW,Augsburg,Bundesliga,22,1996,4.2,1,0,0,3,11,0,9,4,2,1,0,0,32,13,18,41.9
Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,25,1994,23.4,1,0,0,25,34,6,36,9,18,0,0,0,143,56,66,45.9
Rodrigo Becão,BRA,DF,Udinese,Serie A,23,1996,24.6,8,0,0,47,27,1,3,30,45,0,2,0,180,56,24,70.0
Sheraldo Becker,SUR,MF,Union Berlin,Bundesliga,24,1995,6.0,1,0,0,9,6,3,19,2,2,0,0,0,33,3,12,20.0
Timo Becker,GER,DF,Schalke 04,Bundesliga,22,1997,3.7,0,0,0,2,2,0,6,2,5,0,0,0,32,6,8,42.9
Jan Bednarek,POL,DF,Southampton,Premier League,23,1996,34.0,4,0,0,36,13,0,0,44,38,0,1,1,401,132,54,71.0
Asmir Begović,BIH,GK,Milan,Serie A,32,1987,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Valon Behrami,SUI,MF,Genoa,Serie A,34,1985,12.3,4,1,1,36,27,0,2,9,26,0,0,0,116,13,15,46.4
Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,16,2002,1.2,1,0,0,3,1,2,1,0,3,0,0,0,5,2,4,33.3
Gaëtan Belaud,FRA,DF,Brest,Ligue 1,32,1986,6.4,0,0,0,6,7,0,13,11,8,0,0,0,55,9,12,42.9
Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,27,1992,3.0,0,0,0,4,1,5,2,0,1,0,0,0,7,5,7,41.7
Haris Belkebla,ALG,MF,Brest,Ligue 1,25,1994,20.2,4,0,0,34,36,1,3,35,42,0,0,0,169,15,31,32.6
Raoul Bellanova,ITA,DF,Bordeaux,Ligue 1,19,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,2,0,2,0.0
Raoul Bellanova,ITA,DF,Atalanta,Serie A,19,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Karim Bellarabi,GER,FW,Leverkusen,Bundesliga,29,1990,15.8,2,0,0,26,17,6,67,8,11,1,0,0,103,2,7,22.2
Jean-Ricner Bellegarde,FRA,MF,Strasbourg,Ligue 1,21,1998,16.6,2,0,0,33,34,0,14,20,27,1,0,0,159,5,28,15.2
Héctor Bellerín,ESP,DF,Arsenal,Premier League,24,1995,12.9,2,0,0,15,4,1,22,10,16,0,0,0,100,13,17,43.3
Andrea Belotti,ITA,FW,Torino,Serie A,25,1993,33.4,4,0,0,76,120,22,50,10,26,1,0,1,142,100,114,46.7
Fran Beltrán,ESP,MF,Celta Vigo,La Liga,20,1999,20.3,2,1,0,16,17,1,6,11,24,0,1,0,166,8,31,20.5
Sami Ben Amar,MAR,FW,Nîmes,Ligue 1,21,1998,0.2,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,25.0
Hatem Ben Arfa,FRA,MF,Valladolid,La Liga,32,1987,1.8,1,0,0,4,2,1,1,0,0,0,0,0,10,2,0,100.0
Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,28,1990,24.0,1,0,0,15,18,7,24,6,15,1,0,0,125,11,43,20.4
Marco Benassi,ITA,MF,Fiorentina,Serie A,24,1994,10.9,1,0,0,25,7,0,12,4,10,0,0,0,75,5,16,23.8
Cristian Benavente,PER,MF,Nantes,Ligue 1,25,1994,3.9,0,0,0,6,4,0,10,2,8,0,0,0,23,2,14,12.5
Lars Bender,GER,DF,Leverkusen,Bundesliga,30,1989,15.3,3,0,0,20,13,1,19,18,32,0,0,0,160,28,32,46.7
Sven Bender,GER,DF,Leverkusen,Bundesliga,30,1989,30.3,3,0,0,27,24,0,1,49,44,0,0,0,389,121,59,67.2
Darío Benedetto,ARG,FW,Marseille,Ligue 1,29,1990,23.3,4,0,0,30,29,6,10,4,14,1,0,0,77,45,72,38.5
László Bénes,SVK,MF,M'Gladbach,Bundesliga,21,1997,10.0,3,0,0,15,25,1,24,13,9,0,0,0,86,9,9,50.0
Walter Benítez,ARG,GK,Nice,Ligue 1,26,1993,26.0,0,0,0,0,1,0,0,0,0,0,0,0,105,0,0,
Loris Benito,SUI,DF,Bordeaux,Ligue 1,27,1992,21.1,5,0,0,39,9,1,26,16,29,0,0,1,174,35,30,53.8
Bilal Benkhedim,FRA,MF,Saint-Étienne,Ligue 1,18,2001,1.5,0,0,0,3,4,0,4,0,5,0,0,0,19,0,2,0.0
Ismaël Bennacer,ALG,MF,Milan,Serie A,21,1997,27.6,14,0,0,55,50,0,9,46,60,0,2,0,369,25,26,49.0
Ryan Bennett,ENG,DF,Leicester City,Premier League,29,1990,3.7,0,0,0,4,0,0,1,3,2,0,0,0,43,10,11,47.6
Ryan Bennett,ENG,DF,Wolves,Premier League,29,1990,6.7,2,0,0,6,2,0,3,6,3,0,0,0,66,22,11,66.7
Keanan Bennetts,ENG,MF,M'Gladbach,Bundesliga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Yassine Benrahou,FRA,MF,Nîmes,Ligue 1,20,1999,8.5,1,0,0,8,27,1,22,3,5,0,0,0,61,2,11,15.4
Yassine Benrahou,FRA,FW,Bordeaux,Ligue 1,20,1999,1.9,0,0,0,3,4,1,3,3,4,0,0,0,17,0,6,0.0
Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,24,1995,16.1,8,1,1,30,24,2,21,30,17,0,1,0,154,42,23,64.6
Nabil Bentaleb,ALG,MF,Newcastle Utd,Premier League,24,1994,8.3,2,0,0,23,5,0,2,10,23,0,0,0,109,15,10,60.0
Rodrigo Bentancur,URU,MF,Juventus,Serie A,22,1997,24.4,9,0,0,67,36,3,21,25,49,1,0,0,221,30,20,60.0
Christian Benteke,BEL,FW,Crystal Palace,Premier League,28,1990,14.0,4,1,0,29,25,12,8,6,5,0,0,0,55,118,101,53.9
Romario Benzar,ROU,DF,Lecce,Serie A,27,1992,1.1,0,0,0,2,0,0,6,0,2,0,0,0,7,1,1,50.0
Karim Benzema,FRA,FW,Real Madrid,La Liga,31,1987,34.9,0,0,0,23,24,27,26,11,13,0,0,0,126,28,48,36.8
Yassine Benzia,ALG,MF,Dijon,Ligue 1,24,1994,1.9,0,0,0,6,7,0,2,3,2,0,0,0,12,2,4,33.3
Domenico Berardi,ITA,FW,Sassuolo,Serie A,24,1994,27.7,6,1,0,59,73,7,48,38,23,0,0,0,193,20,25,44.4
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,29,1990,31.7,7,0,0,37,49,2,80,22,31,0,2,0,320,49,25,66.2
Álex Berenguer,ESP,MF,Torino,Serie A,24,1995,20.3,4,0,0,32,45,8,38,15,12,0,0,0,124,19,41,31.7
Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,27,1992,26.7,10,0,0,40,22,1,31,23,33,0,0,1,250,37,29,56.1
Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,28,1990,6.9,0,0,0,9,4,1,27,4,3,0,0,0,45,9,14,39.1
Markel Bergara,ESP,MF,Getafe,La Liga,33,1986,0.8,2,0,0,4,1,0,1,0,0,0,0,0,11,1,2,33.3
Sander Berge,NOR,MF,Sheffield Utd,Premier League,21,1998,10.5,0,0,0,21,9,1,16,3,17,0,0,0,95,30,16,65.2
Steven Bergwijn,NED,FW,Tottenham,Premier League,21,1997,7.8,2,0,0,9,13,0,9,5,4,1,0,0,71,6,8,42.9
Robert Berić,SVN,FW,Saint-Étienne,Ligue 1,28,1991,4.6,0,0,0,7,6,7,6,2,2,0,0,0,18,5,14,26.3
Etrit Berisha,ALB,GK,SPAL,Serie A,30,1989,26.0,2,0,0,0,8,0,0,0,0,0,0,0,127,0,1,0.0
Valon Berisha,KVX,MF,Düsseldorf,Bundesliga,26,1993,10.5,1,0,0,14,6,1,9,7,15,0,0,0,61,6,14,30.0
Valon Berisha,KVX,MF,Lazio,Serie A,26,1993,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0.0
Sergio Bermejo,ESP,FW,Celta Vigo,La Liga,21,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Bernard,BRA,MF,Everton,Premier League,26,1992,14.2,2,0,0,21,12,0,30,15,14,0,0,0,115,1,15,6.3
Federico Bernardeschi,ITA,MF,Juventus,Serie A,25,1994,17.5,6,0,0,33,30,5,28,6,7,0,0,0,99,6,5,54.5
Bernardo,BRA,DF,Brighton,Premier League,24,1995,7.5,1,0,0,4,6,4,14,5,16,0,0,0,71,28,9,75.7
Paul Bernardoni,FRA,GK,Nîmes,Ligue 1,22,1997,24.5,0,0,0,0,5,0,0,0,0,0,0,0,108,0,0,
Juan Bernat,ESP,DF,Paris S-G,Ligue 1,26,1993,15.4,5,0,0,18,18,0,31,8,21,1,0,0,118,10,25,28.6
Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,21,1998,2.2,0,1,0,0,0,0,0,0,1,0,0,0,16,0,0,
Andrea Bertolacci,ITA,MF,Sampdoria,Serie A,28,1991,5.9,3,0,0,8,19,0,4,3,5,1,0,0,57,8,7,53.3
Ryan Bertrand,ENG,DF,Southampton,Premier League,29,1989,30.5,3,1,0,35,35,1,81,26,28,0,0,0,274,66,54,55.0
Muhamed Bešić,BIH,MF,Sheffield Utd,Premier League,26,1992,2.8,2,0,0,7,1,0,1,2,6,0,0,0,28,5,5,50.0
Louis Beyer,GER,DF,M'Gladbach,Bundesliga,19,2000,1.2,1,0,0,2,2,0,1,1,4,0,0,0,5,1,5,16.7
Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,29,1990,13.1,0,0,0,8,15,3,3,13,6,0,0,0,116,54,18,75.0
Pedro Bigas,ESP,DF,Eibar,La Liga,28,1990,19.7,2,0,0,10,19,2,12,16,14,0,1,0,249,65,38,63.1
Lucas Biglia,ARG,MF,Milan,Serie A,33,1986,7.6,4,0,0,22,10,0,1,6,8,0,1,0,75,14,6,70.0
El Bilal Touré,MLI,FW,Reims,Ligue 1,17,2001,5.0,2,0,0,6,5,3,3,0,3,1,0,0,12,10,20,33.3
Philip Billing,DEN,MF,Bournemouth,Premier League,23,1996,28.1,8,0,0,48,31,2,18,39,46,0,0,0,322,107,66,61.8
Cristiano Biraghi,ITA,DF,Inter,Serie A,26,1992,17.5,3,0,0,21,22,3,83,7,14,0,0,0,93,4,14,22.2
Davide Biraschi,ITA,DF,Genoa,Serie A,25,1994,21.9,3,1,0,31,29,0,22,20,31,1,0,1,197,40,18,69.0
Valter Birsa,SVN,MF,Cagliari,Serie A,32,1986,4.8,1,0,0,7,3,0,5,1,8,0,0,0,49,2,2,50.0
Dimitri Bisoli,ITA,MF,Brescia,Serie A,25,1994,23.9,6,0,0,37,46,6,50,18,48,0,0,0,212,33,35,48.5
Yves Bissouma,MLI,MF,Brighton,Premier League,22,1996,14.0,4,0,0,41,20,0,6,16,36,0,0,0,157,17,11,60.7
Leonardo Bittencourt,GER,FW,Werder Bremen,Bundesliga,25,1993,21.0,6,0,0,61,55,11,56,18,34,0,0,0,134,16,41,28.1
Leonardo Bittencourt,GER,FW,Hoffenheim,Bundesliga,25,1993,0.0,1,0,0,1,2,1,0,0,0,0,0,0,2,0,0,
Birkir Bjarnason,ISL,MF,Brescia,Serie A,31,1988,8.9,1,0,0,19,19,1,10,6,5,0,0,0,60,9,5,64.3
Rubén Blanco,ESP,GK,Celta Vigo,La Liga,24,1995,32.9,4,0,0,1,6,0,0,0,0,0,1,0,135,0,0,
Ludovic Blas,FRA,FW,Nantes,Ligue 1,21,1997,20.5,0,0,0,30,33,1,13,12,15,0,0,0,142,20,39,33.9
Pablo de Blasis,ARG,DF,Eibar,La Liga,31,1988,17.8,1,0,0,21,13,1,64,16,30,0,1,0,180,22,45,32.8
Alejandro Blesa,ESP,MF,Levante,La Liga,17,2002,0.0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0
Alexis Blin,FRA,MF,Amiens,Ligue 1,22,1996,20.5,4,0,0,37,27,1,8,18,43,0,0,0,251,37,35,51.4
Jérôme Boateng,GER,DF,Bayern Munich,Bundesliga,30,1988,20.0,5,1,0,18,5,0,5,17,13,0,1,0,242,41,14,74.5
Kevin-Prince Boateng,GHA,FW,Fiorentina,Serie A,32,1987,6.7,2,0,0,13,23,4,3,3,2,0,0,0,25,21,38,35.6
Antonin Bobichon,FRA,MF,Nîmes,Ligue 1,23,1995,2.0,0,0,0,4,2,0,6,1,2,0,0,0,16,1,1,50.0
Antonin Bobichon,FRA,MF,Angers,Ligue 1,23,1995,7.2,0,0,0,11,8,1,6,1,7,0,0,0,45,3,15,16.7
Salvatore Bocchetti,ITA,DF,Hellas Verona,Serie A,32,1986,3.4,2,0,0,6,4,1,1,6,2,0,0,0,40,15,3,83.3
Mathieu Bodmer,FRA,MF,Amiens,Ligue 1,36,1982,1.0,1,0,0,4,0,1,1,1,0,0,0,0,9,6,6,50.0
Adam Bodzek,GER,MF,Düsseldorf,Bundesliga,33,1985,22.4,10,0,0,39,33,0,3,21,28,0,1,0,230,31,23,57.4
Jean-Paul Boëtius,NED,MF,Mainz 05,Bundesliga,25,1994,25.2,5,0,0,54,61,0,15,24,45,0,0,0,244,13,38,25.5
Sacha Boey,FRA,DF,Rennes,Ligue 1,18,2000,1.9,1,0,0,3,4,0,2,3,5,1,0,0,11,1,0,100.0
Jeremie Boga,CIV,FW,Sassuolo,Serie A,22,1997,27.9,0,0,0,15,65,10,35,5,17,1,2,0,136,5,12,29.4
Melayro Bogarde,NED,DF,Hoffenheim,Bundesliga,17,2002,0.6,1,0,0,2,1,0,1,0,2,0,0,0,2,1,1,50.0
Quentin Boisgard,FRA,MF,Toulouse,Ligue 1,22,1997,12.7,1,0,0,21,29,0,14,15,23,0,0,0,145,13,18,41.9
Willy Boly,CIV,DF,Wolves,Premier League,28,1991,22.0,3,1,1,28,10,1,0,21,40,0,0,0,218,73,27,73.0
Giacomo Bonaventura,ITA,MF,Milan,Serie A,29,1989,14.9,2,0,0,24,38,4,14,5,14,1,0,0,106,8,19,29.6
Federico Bonazzoli,ITA,FW,Sampdoria,Serie A,22,1997,8.3,1,0,0,17,36,3,12,8,6,0,0,0,40,4,13,23.5
Gaëtan Bong,CMR,MF,Brighton,Premier League,31,1988,0.7,0,0,0,0,1,0,5,0,0,0,0,0,4,0,3,0.0
Kevin Bonifazi,ITA,DF,Torino,Serie A,23,1996,2.7,0,0,0,4,1,0,0,5,5,0,0,0,24,5,5,50.0
Kevin Bonifazi,ITA,DF,SPAL,Serie A,23,1996,13.2,2,1,0,13,2,1,1,10,13,0,2,0,154,27,8,77.1
Federico Bonini,ITA,DF,Bologna,Serie A,17,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Leonardo Bonucci,ITA,DF,Juventus,Serie A,32,1987,34.2,10,0,0,28,17,0,5,19,16,0,3,0,262,63,39,61.8
Fabio Borini,ITA,FW,Hellas Verona,Serie A,28,1991,9.0,1,1,0,12,27,4,10,7,4,1,0,0,68,12,17,41.4
Fabio Borini,ITA,MF,Milan,Serie A,28,1991,0.8,1,0,0,1,3,0,0,0,2,0,0,0,6,0,0,
Dennis Borkowski,GER,FW,RB Leipzig,Bundesliga,17,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Robin Bormuth,GER,DF,Düsseldorf,Bundesliga,23,1995,2.0,0,0,0,1,2,0,0,0,0,0,0,0,20,4,3,57.1
Sebastiaan Bornauw,BEL,DF,Köln,Bundesliga,20,1999,27.2,5,1,0,43,11,2,5,25,32,0,0,0,239,69,40,63.3
Brandon Borrello,AUS,MF,Freiburg,Bundesliga,24,1995,3.3,0,0,0,3,9,1,3,0,4,0,0,0,28,4,9,30.8
Gabriel Boschilia,BRA,MF,Monaco,Ligue 1,23,1996,1.4,0,0,0,2,4,0,0,3,1,0,0,0,9,0,1,0.0
Denis Bouanga,GAB,FW,Saint-Étienne,Ligue 1,24,1994,22.7,4,0,0,50,37,6,46,10,35,0,0,0,131,35,57,38.0
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,19,1999,5.4,2,1,0,9,4,1,15,8,8,0,0,0,35,7,10,41.2
Ryad Boudebouz,ALG,MF,Saint-Étienne,Ligue 1,29,1990,17.7,0,0,0,9,21,2,44,9,17,0,0,0,126,10,34,22.7
Sofiane Boufal,MAR,MF,Southampton,Premier League,25,1993,8.5,2,0,0,29,25,2,30,5,12,0,1,0,69,8,11,42.1
Nassim Boujellab,MAR,MF,Schalke 04,Bundesliga,20,1999,4.7,2,0,0,12,6,1,0,4,9,0,0,0,39,7,13,35.0
Farid Boulaya,ALG,FW,Metz,Ligue 1,26,1993,9.1,1,1,0,6,7,2,24,9,12,0,0,0,92,5,16,23.8
Yassine Bounou,MAR,GK,Sevilla,La Liga,28,1991,5.5,1,0,0,0,1,0,0,0,0,0,0,0,30,0,0,
Mehdi Bourabia,MAR,MF,Sassuolo,Serie A,27,1991,10.3,7,1,1,28,16,0,3,11,23,0,0,2,125,12,16,42.9
Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,25,1994,21.1,5,0,0,30,17,2,47,12,27,1,0,0,234,17,22,43.6
Bilal Boutobba,FRA,MF,Montpellier,Ligue 1,20,1998,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Jarrod Bowen,ENG,FW,West Ham,Premier League,22,1996,10.2,0,0,0,4,23,1,31,16,13,0,0,0,68,4,23,14.8
Dedryck Boyata,BEL,DF,Hertha BSC,Bundesliga,28,1990,27.1,8,1,0,24,7,2,0,47,20,0,3,0,211,78,27,74.3
John Boye,GHA,DF,Metz,Ligue 1,32,1987,23.5,6,0,0,30,20,1,0,23,25,0,0,0,208,58,28,67.4
Can Bozdogan,GER,MF,Schalke 04,Bundesliga,18,2001,2.6,2,1,1,3,4,1,0,2,7,0,0,0,22,2,2,50.0
Domagoj Bradarić,CRO,DF,Lille,Ligue 1,19,1999,15.8,1,0,0,13,13,1,61,13,14,0,0,0,119,11,17,39.3
Filip Bradarić,CRO,MF,Celta Vigo,La Liga,27,1992,7.8,2,1,0,13,5,0,4,11,13,0,0,0,81,12,13,48.0
Robbie Brady,IRL,MF,Burnley,Premier League,27,1992,5.0,1,0,0,12,6,1,8,6,5,0,0,0,44,15,5,75.0
Martin Braithwaite,DEN,FW,Leganés,La Liga,28,1991,21.5,3,0,0,32,34,9,10,3,9,0,0,0,90,49,68,41.9
Martin Braithwaite,DEN,FW,Barcelona,La Liga,28,1991,4.5,1,0,0,8,7,1,4,2,1,0,0,0,15,6,4,60.0
Federico Brancolini,ITA,GK,Fiorentina,Serie A,18,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Brandon,ESP,FW,Osasuna,La Liga,24,1995,4.5,4,0,0,7,6,0,2,1,2,0,0,0,24,2,14,12.5
Julian Brandt,GER,MF,Dortmund,Bundesliga,23,1996,24.5,0,0,0,15,28,2,23,12,35,0,0,0,187,16,21,43.2
Jarrad Branthwaite,ENG,DF,Everton,Premier League,17,2002,3.3,0,0,0,4,3,0,0,1,7,0,0,0,24,8,11,42.1
Darko Brašanac,SRB,MF,Osasuna,La Liga,27,1992,24.9,8,0,0,63,24,3,12,16,27,1,0,0,232,41,79,34.2
Claudio Bravo,CHI,GK,Manchester City,Premier League,36,1983,3.9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,
Josip Brekalo,CRO,MF,Wolfsburg,Bundesliga,21,1998,18.6,0,0,0,18,18,4,38,11,15,0,0,0,126,9,27,25.0
Gleison Bremer,BRA,DF,Torino,Serie A,22,1997,25.2,6,2,2,36,23,2,0,51,40,0,2,0,247,70,48,59.3
Marco Brescianini,ITA,MF,Milan,Serie A,19,2000,0.3,0,0,0,1,0,0,0,1,2,0,0,0,2,1,0,100.0
Anthony Briançon,FRA,DF,Nîmes,Ligue 1,24,1994,19.3,0,2,0,10,14,2,3,30,15,0,1,0,181,31,24,56.4
Jimmy Briand,FRA,FW,Bordeaux,Ligue 1,33,1985,16.9,1,0,0,10,26,9,2,4,5,0,0,0,68,26,67,28.0
Yan Brice Eteki,CMR,MF,Granada,La Liga,21,1997,16.7,4,0,0,55,38,0,0,14,19,0,0,0,178,25,26,49.0
Armando Broja,ALB,FW,Chelsea,Premier League,17,2001,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
Dylan Bronn,TUN,DF,Metz,Ligue 1,24,1995,9.0,0,0,0,5,5,0,0,6,7,0,0,0,49,12,10,54.5
David Brooks,WAL,MF,Bournemouth,Premier League,22,1997,5.6,1,0,0,5,7,0,14,1,3,0,0,0,26,0,6,0.0
John Brooks,USA,DF,Wolfsburg,Bundesliga,26,1993,24.7,4,0,0,23,10,2,2,21,19,0,0,0,321,69,30,69.7
Daniel Brosinski,GER,DF,Mainz 05,Bundesliga,31,1988,19.0,3,0,0,12,10,0,83,8,14,0,1,1,172,19,23,45.2
Josh Brownhill,ENG,MF,Burnley,Premier League,23,1995,8.9,2,0,0,11,10,0,2,5,8,0,0,0,104,20,15,57.1
Marcelo Brozović,CRO,MF,Inter,Serie A,26,1992,30.0,9,0,0,56,28,1,29,34,56,0,0,0,320,20,21,48.8
Gastón Brugman,URU,MF,Parma,Serie A,26,1992,16.2,5,0,0,32,21,0,2,20,36,0,0,0,163,10,5,66.7
Jeffrey Bruma,NED,DF,Wolfsburg,Bundesliga,27,1991,9.0,1,0,0,16,4,1,0,8,3,0,1,0,88,28,10,73.7
Jeffrey Bruma,NED,DF,Mainz 05,Bundesliga,27,1991,7.5,3,0,0,11,3,1,0,2,7,0,0,0,77,33,14,70.2
Jacob Bruun Larsen,DEN,FW,Dortmund,Bundesliga,20,1998,0.8,0,0,0,1,2,0,0,0,0,0,0,0,6,1,5,16.7
Jacob Bruun Larsen,DEN,FW,Hoffenheim,Bundesliga,20,1998,4.3,0,0,0,2,2,0,9,0,4,0,0,0,27,3,2,60.0
Bryan,ESP,MF,Leganés,La Liga,18,2001,6.2,2,0,0,10,15,4,28,3,10,0,0,0,54,2,7,22.2
Bryan,ESP,FW,Sevilla,La Liga,18,2001,0.7,2,0,0,1,0,0,3,0,1,0,0,0,4,0,1,0.0
Lucas Buadés,FRA,FW,Nîmes,Ligue 1,21,1997,1.3,0,0,0,3,4,1,0,2,2,0,0,0,6,1,1,50.0
Ante Budimir,CRO,FW,Mallorca,La Liga,28,1991,30.7,12,0,0,74,70,16,7,3,21,1,0,0,109,141,161,46.7
Emi Buendía,ARG,FW,Norwich City,Premier League,22,1996,27.4,6,1,0,40,69,2,43,25,58,0,0,0,233,23,54,29.9
Gianluigi Buffon,ITA,GK,Juventus,Serie A,41,1978,9.0,0,0,0,0,1,0,0,0,0,0,0,0,35,0,0,
Marcin Bułka,POL,GK,Paris S-G,Ligue 1,19,1999,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Marius Bülter,GER,MF,Union Berlin,Bundesliga,26,1993,25.8,1,0,0,34,31,9,60,14,20,0,0,0,192,25,53,32.1
