Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Florian Kainz,AUT,FW,Köln,Bundesliga,26,1992,17.3,21,10,13,4,4,8,26,30.8,18,291,67,23.0,90,134,67,29,2,0,27,6,27,16,0
Gaël Kakuta,COD,MF,Amiens,Ligue 1,28,1991,22.2,44,31,11,29,4,15,46,32.6,31,552,153,27.7,92,316,144,18,1,0,17,16,60,8,0
Lovre Kalinić,CRO,GK,Toulouse,Ligue 1,29,1990,3.4,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Nikola Kalinić,CRO,FW,Roma,Serie A,31,1988,6.3,0,0,0,0,0,0,0,,0,52,17,32.7,2,18,32,3,0,0,3,2,2,1,0
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,33,1985,1.6,3,3,1,1,1,0,3,0.0,3,33,10,30.3,4,10,19,4,0,0,4,1,4,2,1
Samuel Kalu,NGA,FW,Bordeaux,Ligue 1,21,1997,15.1,43,19,19,19,5,12,34,35.3,22,304,81,26.6,83,151,70,21,1,0,20,19,62,10,2
Daichi Kamada,JPN,MF,Eint Frankfurt,Bundesliga,22,1996,21.9,29,21,8,17,4,5,35,14.3,30,457,133,29.1,64,190,203,18,1,0,17,9,38,8,0
François Kamano,GUI,DF,Bordeaux,Ligue 1,23,1996,7.2,14,8,6,4,4,6,14,42.9,8,149,44,29.5,51,71,27,8,0,0,8,5,19,6,0
Boubacar Kamara,FRA,DF,Marseille,Ligue 1,19,1999,23.8,76,53,38,35,3,28,69,40.6,41,355,127,35.8,147,193,15,41,15,0,26,15,91,95,0
Hassane Kamara,CIV,DF,Reims,Ligue 1,25,1994,19.0,66,31,47,15,4,28,50,56.0,22,313,97,31.0,172,94,47,40,3,0,37,30,96,64,0
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,28,1990,7.5,19,14,8,8,3,9,22,40.9,13,151,46,30.5,49,72,30,11,2,0,9,12,31,3,1
Harry Kane,ENG,FW,Tottenham,Premier League,26,1993,28.7,20,14,5,13,2,6,19,31.6,13,448,100,22.3,23,219,206,31,12,0,19,4,24,30,0
Wilfried Kanga,CIV,FW,Angers,Ligue 1,21,1998,0.8,0,0,0,0,0,0,1,0.0,1,19,2,10.5,0,12,7,0,0,0,0,0,0,0,0
Lee Kangin,KOR,MF,Valencia,La Liga,18,2001,5.0,3,2,1,1,1,0,5,0.0,5,113,28,24.8,13,67,33,3,0,0,3,0,3,1,0
N'Golo Kanté,FRA,MF,Chelsea,Premier League,28,1991,19.2,58,43,30,21,7,12,33,36.4,21,438,141,32.2,153,191,94,43,3,0,40,28,86,35,0
Stefanos Kapino,GRE,GK,Werder Bremen,Bundesliga,25,1994,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Wilfrid Kaptoum,CMR,MF,Betis,La Liga,23,1996,2.2,6,5,3,2,1,2,2,100.0,0,43,18,41.9,15,21,7,3,1,0,2,3,9,6,0
Kenan Karaman,TUR,FW,Düsseldorf,Bundesliga,25,1994,15.0,8,4,2,3,3,7,12,58.3,5,215,60,27.9,20,110,85,12,5,0,7,2,10,9,0
Yann Karamoh,FRA,FW,Parma,Serie A,21,1998,6.4,8,5,3,4,1,3,10,30.0,7,137,35,25.5,24,72,41,8,0,0,8,2,10,4,0
Mamoudou Karamoko,FRA,MF,Wolfsburg,Bundesliga,19,1999,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0
Florian Kastenmeier,GER,GK,Düsseldorf,Bundesliga,22,1997,17.0,0,0,0,0,0,0,0,,0,7,0,0.0,7,0,0,1,0,0,1,0,0,1,1
Noah Katterbach,GER,DF,Köln,Bundesliga,18,2001,14.6,33,20,25,7,1,9,30,30.0,21,206,67,32.5,120,65,21,23,1,0,22,22,55,40,0
Moise Kean,ITA,FW,Everton,Premier League,19,2000,9.5,7,6,2,2,3,0,3,0.0,3,119,36,30.3,12,50,57,4,1,0,3,6,13,3,0
Michael Keane,ENG,DF,Everton,Premier League,26,1993,28.4,41,26,26,14,1,15,27,55.6,12,190,66,34.7,123,62,5,52,27,0,25,24,65,208,1
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,22,1996,5.3,10,6,4,3,3,3,9,33.3,6,53,16,30.2,19,23,11,3,1,0,2,2,12,5,0
Jules Keita,GUI,MF,Dijon,Ligue 1,21,1998,1.8,2,1,1,0,1,0,4,0.0,4,26,3,11.5,5,18,3,0,0,0,0,2,4,1,0
Naby Keïta,GUI,MF,Liverpool,Premier League,24,1995,9.1,27,20,8,13,6,9,25,36.0,16,213,78,36.6,41,99,73,19,0,0,19,14,41,4,0
Yannik Keitel,GER,MF,Freiburg,Bundesliga,19,2000,1.9,2,1,1,1,0,0,2,0.0,2,41,7,17.1,14,20,7,4,1,0,3,4,6,4,0
Lloyd Kelly,ENG,DF,Bournemouth,Premier League,20,1998,7.1,9,6,5,4,0,5,9,55.6,4,73,29,39.7,39,27,7,11,6,0,5,4,13,17,1
Martin Kelly,ENG,DF,Crystal Palace,Premier League,29,1990,17.2,24,18,18,6,0,12,29,41.4,17,181,63,34.8,129,42,10,50,15,0,35,10,34,102,3
Kenedy,BRA,MF,Getafe,La Liga,23,1996,6.5,11,8,2,5,4,2,3,66.7,1,111,30,27.0,20,62,29,9,1,0,8,11,22,7,0
Jonjoe Kenny,ENG,DF,Schalke 04,Bundesliga,22,1997,30.2,59,39,25,30,4,21,53,39.6,32,406,131,32.3,183,165,58,57,11,1,46,28,87,92,1
Franck Kessié,CIV,MF,Milan,Serie A,22,1996,32.3,52,33,24,19,9,14,52,26.9,38,589,163,27.7,171,302,116,54,6,0,48,18,70,41,1
Saîf-Eddine Khaoui,TUN,MF,Marseille,Ligue 1,24,1995,1.2,3,1,0,3,0,2,4,50.0,2,27,7,25.9,6,16,5,2,0,0,2,1,4,3,0
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,28,1991,12.8,18,11,5,4,9,4,23,17.4,19,250,63,25.2,16,125,109,13,0,0,13,4,22,1,0
Rani Khedira,GER,MF,Augsburg,Bundesliga,25,1994,29.4,61,35,18,33,10,17,57,29.8,40,582,140,24.1,173,330,79,53,14,0,39,36,97,69,0
Sami Khedira,GER,MF,Juventus,Serie A,32,1987,7.6,17,13,3,8,6,3,18,16.7,15,131,44,33.6,25,75,31,20,2,0,18,4,21,11,0
Kike,ESP,FW,Eibar,La Liga,29,1989,19.6,11,6,1,4,6,4,12,33.3,8,323,97,30.0,20,113,190,17,2,0,15,2,13,7,0
Luca Kilian,GER,DF,Paderborn 07,Bundesliga,19,1999,14.0,38,25,32,6,0,25,46,54.3,21,170,61,35.9,121,39,10,35,13,0,22,8,46,82,0
Max Kilman,ENG,DF,Wolves,Premier League,22,1997,2.1,4,3,3,1,0,2,4,50.0,2,17,5,29.4,11,5,1,2,1,0,1,3,7,17,0
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,24,1995,31.3,63,40,27,22,14,19,69,27.5,50,511,174,34.1,134,278,99,58,7,0,51,21,84,47,0
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,23,1995,13.6,41,25,31,10,0,18,28,64.3,10,124,49,39.5,62,57,5,14,5,0,9,18,59,36,1
Joshua King,NOR,FW,Bournemouth,Premier League,27,1992,22.3,19,15,8,7,4,2,15,13.3,13,496,123,24.8,81,222,193,27,4,0,23,5,24,11,0
Simon Kjær,DEN,DF,Milan,Serie A,30,1989,13.8,25,14,19,6,0,11,21,52.4,10,123,43,35.0,66,55,2,28,18,0,10,11,36,68,1
Simon Kjær,DEN,DF,Atalanta,Serie A,30,1989,3.2,4,3,1,3,0,3,7,42.9,4,49,14,28.6,20,29,0,11,4,0,7,6,10,19,1
Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,26,1993,32.6,67,48,22,35,10,20,57,35.1,37,590,161,27.3,173,281,136,69,18,0,51,27,94,54,1
Felix Klaus,GER,FW,Wolfsburg,Bundesliga,26,1992,7.4,23,13,4,14,5,9,22,40.9,13,226,69,30.5,31,128,67,11,3,0,8,2,25,3,0
Ragnar Klavan,EST,DF,Cagliari,Serie A,33,1985,26.2,37,26,27,10,0,21,41,51.2,20,241,90,37.3,150,86,5,43,25,0,18,16,53,146,1
Timm Klose,SUI,DF,Norwich City,Premier League,31,1988,6.5,9,4,4,5,0,5,11,45.5,6,53,24,45.3,36,17,0,11,6,0,5,2,11,30,2
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,23,1996,29.4,48,26,25,20,3,17,41,41.5,24,343,130,37.9,175,131,37,66,17,0,49,21,69,116,3
Justin Kluivert,NED,FW,Roma,Serie A,20,1999,16.8,19,12,5,9,5,7,22,31.8,15,259,69,26.6,60,120,79,26,0,0,26,6,25,6,0
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,23,1996,20.9,48,23,34,13,1,16,30,53.3,14,282,89,31.6,142,99,41,39,4,0,35,17,65,86,1
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,27,1992,17.7,40,25,32,8,0,20,40,50.0,20,190,74,38.9,118,61,11,40,13,0,27,25,65,117,2
Robin Koch,GER,DF,Freiburg,Bundesliga,23,1996,30.1,41,24,24,16,1,8,25,32.0,17,270,77,28.5,145,106,19,43,21,0,22,18,59,155,3
Giorgi Kochorashvili,GEO,MF,Levante,La Liga,20,1999,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0
Jonathan Kodjia,CIV,FW,Aston Villa,Premier League,29,1989,1.3,0,0,0,0,0,0,1,0.0,1,33,9,27.3,6,15,12,2,2,0,0,0,0,2,0
Kenan Kodro,BIH,FW,Athletic Club,La Liga,25,1993,4.0,1,0,0,1,0,1,2,50.0,1,88,18,20.5,7,40,41,2,0,0,2,1,2,3,0
Dominik Kohr,GER,MF,Eint Frankfurt,Bundesliga,25,1994,16.1,58,39,23,31,4,18,52,34.6,34,357,125,35.0,101,193,63,47,13,0,34,18,76,19,0
Koke,ESP,MF,Atlético Madrid,La Liga,27,1992,30.0,79,54,31,34,14,35,94,37.2,59,484,137,28.3,153,236,95,51,9,0,42,22,101,31,1
Aleksandar Kolarov,SRB,DF,Roma,Serie A,33,1985,30.4,41,25,24,12,5,20,43,46.5,23,262,112,42.7,100,115,47,36,10,0,26,18,59,71,1
Sead Kolašinac,BIH,DF,Arsenal,Premier League,26,1993,18.9,35,18,22,6,7,12,25,48.0,13,230,67,29.1,116,81,33,23,5,0,18,15,50,45,1
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,27,1991,14.5,17,12,12,5,0,9,26,34.6,17,158,49,31.0,77,75,6,26,4,0,22,24,41,60,1
Ghislain Konan,CIV,DF,Reims,Ligue 1,23,1995,14.8,41,25,21,17,3,18,37,48.6,19,184,58,31.5,102,57,25,22,2,0,20,26,67,59,0
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,20,1999,6.3,13,7,10,2,1,2,9,22.2,7,56,17,30.4,36,16,4,9,3,0,6,5,18,43,1
Moussa Konaté,SEN,FW,Amiens,Ligue 1,26,1993,6.8,5,4,1,4,0,1,6,16.7,5,139,28,20.1,13,76,50,4,2,0,2,0,5,1,0
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,26,1993,20.1,66,47,37,22,7,19,51,37.3,32,460,131,28.5,208,207,45,41,10,0,31,24,90,59,0
Kouadio Koné,FRA,MF,Toulouse,Ligue 1,18,2001,9.7,33,25,14,15,4,13,36,36.1,23,299,89,29.8,97,175,27,19,1,0,18,20,53,13,0
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,30,1989,16.4,32,20,20,10,2,11,21,52.4,10,156,46,29.5,95,55,6,21,7,0,14,20,52,56,1
Moussa Koné,SEN,FW,Nîmes,Ligue 1,22,1996,1.6,2,2,2,0,0,1,4,25.0,3,24,3,12.5,4,15,5,2,1,0,1,1,3,0,0
Youssouf Koné,MLI,DF,Lyon,Ligue 1,24,1995,9.1,24,15,18,5,1,11,20,55.0,9,81,23,28.4,57,17,7,8,1,0,7,6,30,22,0
Ezri Konsa,ENG,DF,Aston Villa,Premier League,21,1997,22.7,27,18,20,7,0,6,16,37.5,10,193,63,32.6,107,65,21,55,23,0,32,14,41,83,3
Pascal Köpke,GER,FW,Hertha BSC,Bundesliga,23,1995,1.3,0,0,0,0,0,0,1,0.0,1,34,8,23.5,1,19,14,2,0,0,2,0,0,0,0
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,33,1985,24.3,27,16,21,5,1,9,20,45.0,11,169,60,35.5,99,60,10,49,20,0,29,16,43,140,1
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,26,1992,32.9,71,47,33,25,13,23,71,32.4,48,558,156,28.0,198,207,153,63,3,0,60,15,86,15,0
Christian Kouamé,CIV,FW,Fiorentina,Serie A,21,1997,3.3,2,1,0,2,0,0,2,0.0,2,48,14,29.2,3,28,17,6,1,0,5,4,6,1,0
Christian Kouamé,CIV,FW,Genoa,Serie A,21,1997,10.2,5,3,0,2,3,0,11,0.0,11,161,30,18.6,26,61,74,12,3,0,9,1,6,10,0
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,26,1992,24.0,0,0,0,0,0,0,9,0.0,9,7,1,14.3,7,0,0,1,0,0,1,1,1,4,2
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,28,1991,23.4,61,41,32,25,4,22,33,66.7,11,248,89,35.9,138,99,11,40,19,2,21,17,78,92,1
Efthimis Koulouris,GRE,FW,Toulouse,Ligue 1,23,1996,17.1,10,6,5,4,1,3,15,20.0,12,219,48,21.9,24,114,81,15,5,0,10,4,14,9,0
Jules Koundé,FRA,DF,Sevilla,La Liga,20,1998,25.7,24,17,16,5,3,11,19,57.9,8,187,79,42.2,87,83,17,28,15,2,13,12,36,146,2
Leonardo Koutris,GRE,DF,Mallorca,La Liga,24,1995,1.0,1,0,0,0,1,0,0,,0,15,6,40.0,9,3,3,2,1,0,1,0,1,6,0
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,29,1989,28.1,70,45,45,23,2,23,50,46.0,27,418,123,29.4,191,177,50,60,13,0,47,18,88,79,1
Mateo Kovačić,CRO,MF,Chelsea,Premier League,25,1994,23.0,80,55,31,42,7,30,78,38.5,48,533,173,32.5,154,279,100,28,2,0,26,12,92,17,0
Dawid Kownacki,POL,FW,Düsseldorf,Bundesliga,22,1997,12.1,16,13,8,5,3,6,17,35.3,11,226,73,32.3,42,115,69,18,2,0,16,11,27,12,0
İsmail Köybaşı,TUR,DF,Granada,La Liga,30,1989,2.6,8,6,5,2,1,0,1,0.0,1,51,15,29.4,25,17,9,3,0,0,3,1,9,7,0
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,31,1988,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,24,1994,11.3,20,12,16,2,2,6,21,28.6,15,134,40,29.9,85,36,13,20,9,0,11,6,26,40,0
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,28,1991,15.8,3,2,2,1,0,1,9,11.1,8,229,65,28.4,27,91,111,18,3,0,15,2,5,9,0
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,28,1991,16.3,43,28,16,22,5,16,62,25.8,46,386,128,33.2,127,224,35,28,3,0,25,11,54,28,0
Tom Krauß,GER,MF,RB Leipzig,Bundesliga,18,2001,0.0,1,1,1,0,0,0,0,,0,4,3,75.0,1,2,1,1,0,0,1,0,1,0,0
Ladislav Krejčí,CZE,DF,Bologna,Serie A,27,1992,11.7,18,9,6,11,1,8,21,38.1,13,186,46,24.7,78,82,26,24,4,1,20,11,29,22,0
Rene Krhin,SVN,DF,Nantes,Ligue 1,29,1990,3.6,4,3,2,2,0,1,5,20.0,4,32,11,34.4,18,14,0,4,0,0,4,6,10,22,0
Felix Kroos,GER,MF,Union Berlin,Bundesliga,28,1991,4.2,21,12,8,11,2,9,17,52.9,8,106,28,26.4,32,63,11,9,5,0,4,2,23,16,0
Toni Kroos,GER,MF,Real Madrid,La Liga,29,1990,29.5,57,41,18,29,10,18,71,25.4,53,594,153,25.8,113,376,105,36,2,0,34,12,69,13,0
Tim Krul,NED,GK,Norwich City,Premier League,31,1988,36.0,0,0,0,0,0,0,1,0.0,1,7,1,14.3,7,0,0,0,0,0,0,0,0,1,1
Rade Krunić,BIH,MF,Milan,Serie A,25,1993,6.0,17,11,9,5,3,5,17,29.4,12,116,40,34.5,33,56,27,7,0,0,7,5,22,2,0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,26,1992,2.3,0,0,0,0,0,0,4,0.0,4,25,5,20.0,15,7,3,3,2,0,1,4,4,7,0
Takefusa Kubo,JPN,MF,Mallorca,La Liga,18,2001,25.7,35,25,16,14,5,16,50,32.0,34,492,126,25.6,130,236,126,32,1,0,31,19,54,11,0
Juraj Kucka,SVK,MF,Parma,Serie A,32,1987,21.5,51,35,25,20,6,18,71,25.4,53,445,116,26.1,132,232,81,36,7,0,29,15,66,40,0
Dejan Kulusevski,SWE,FW,Parma,Serie A,19,2000,32.6,38,21,10,19,9,13,51,25.5,38,728,173,23.8,175,342,211,36,3,0,33,21,59,13,0
Marash Kumbulla,ALB,DF,Hellas Verona,Serie A,19,2000,21.7,57,39,30,24,3,23,42,54.8,19,369,123,33.3,187,173,9,40,22,0,18,35,92,105,1
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,24,1995,20.7,39,28,15,21,3,8,40,20.0,32,339,89,26.3,130,182,27,31,6,1,25,22,61,62,1
Jasmin Kurtić,SVN,MF,Parma,Serie A,30,1989,18.5,37,20,23,11,3,16,47,34.0,31,333,81,24.3,123,150,60,30,5,0,25,10,47,31,0
Jasmin Kurtić,SVN,MF,SPAL,Serie A,30,1989,15.7,22,16,11,9,2,7,26,26.9,19,346,87,25.1,79,181,86,20,2,0,18,9,31,29,0
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,26,1992,9.5,22,9,6,12,4,6,21,28.6,15,142,44,31.0,47,63,32,23,1,0,22,14,36,25,1
Dereck Kutesa,SUI,FW,Reims,Ligue 1,21,1997,5.9,8,7,2,3,3,1,9,11.1,8,84,34,40.5,19,39,26,10,0,0,10,0,8,2,0
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,19,2000,7.5,13,9,3,8,2,4,12,33.3,8,139,46,33.1,7,78,54,8,1,0,7,4,17,6,0
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,22,1997,10.9,37,21,19,16,2,20,49,40.8,29,147,42,28.6,61,75,11,30,5,0,25,16,53,36,0
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,23,1996,18.3,41,27,27,7,7,21,40,52.5,19,271,84,31.0,125,101,45,30,5,0,25,8,49,37,0
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,23,1996,2.1,1,1,0,1,0,0,1,0.0,1,23,5,21.7,2,10,11,0,0,0,0,0,1,2,0
Andrea La Mantia,ITA,FW,Lecce,Serie A,28,1991,6.1,1,0,0,1,0,0,3,0.0,3,74,13,17.6,6,37,31,5,0,0,5,3,4,12,0
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,25,1994,24.9,23,18,3,15,5,5,29,17.2,24,476,128,26.9,42,194,240,26,2,0,24,9,32,26,1
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,28,1991,20.8,23,19,6,12,5,4,17,23.5,13,464,114,24.6,55,220,189,13,0,0,13,10,33,14,0
Riccardo Ladinetti,ITA,MF,Cagliari,Serie A,18,2000,1.4,2,2,1,1,0,2,2,100.0,0,19,6,31.6,10,5,4,2,0,0,2,2,4,1,0
Alban Lafont,FRA,GK,Nantes,Ligue 1,20,1999,27.0,0,0,0,0,0,0,0,,0,7,1,14.3,7,0,0,0,0,0,0,0,0,1,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,29,1989,29.5,25,17,17,8,0,13,33,39.4,20,214,55,25.7,131,81,2,45,16,0,29,17,42,182,1
Jack Lahne,SWE,FW,Amiens,Ligue 1,17,2001,0.1,1,1,0,0,1,0,0,,0,2,1,50.0,0,0,2,0,0,0,0,0,1,0,0
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,22,1997,23.5,99,60,31,52,16,34,91,37.4,57,831,276,33.2,232,484,115,60,6,0,54,23,122,24,0
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,26,1992,30.1,58,36,28,21,9,25,61,41.0,36,508,163,32.1,222,168,118,62,7,0,55,23,81,80,0
Diego Lainez,MEX,MF,Betis,La Liga,19,2000,3.9,7,5,2,4,1,3,10,30.0,7,66,15,22.7,16,38,12,9,0,0,9,0,7,1,0
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,27,1991,22.7,41,26,22,17,2,16,28,57.1,12,352,108,30.7,172,142,38,27,4,1,23,17,58,61,0
Adam Lallana,ENG,MF,Liverpool,Premier League,31,1988,4.2,20,12,9,9,2,9,27,33.3,18,132,41,31.1,45,55,32,13,0,0,13,6,26,3,0
Érik Lamela,ARG,MF,Tottenham,Premier League,27,1992,13.5,27,21,8,15,4,5,22,22.7,17,315,88,27.9,82,151,82,19,3,0,16,9,36,8,0
Tariq Lamptey,GHA,DF,Chelsea,Premier League,18,2000,0.4,2,0,1,1,0,2,2,100.0,0,3,3,100.0,1,1,1,0,0,0,0,0,2,0,0
Tariq Lamptey,GHA,DF,Brighton,Premier League,18,2000,6.5,9,3,8,1,0,0,9,0.0,9,91,17,18.7,39,32,20,13,1,0,12,9,18,15,1
Loïck Landre,FRA,DF,Nîmes,Ligue 1,27,1992,10.3,17,10,14,3,0,9,15,60.0,6,79,23,29.1,51,21,7,19,9,1,10,10,27,51,0
Michael Lang,SUI,DF,Werder Bremen,Bundesliga,28,1991,6.0,8,5,3,4,1,3,11,27.3,8,81,15,18.5,50,27,4,13,1,0,12,3,11,24,0
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,31,1988,3.5,5,3,5,0,0,4,6,66.7,2,27,10,37.0,18,9,0,8,4,0,4,1,6,22,1
Henri Lansbury,ENG,MF,Aston Villa,Premier League,28,1990,2.2,5,2,3,1,1,0,4,0.0,4,61,18,29.5,24,18,19,6,0,0,6,0,5,1,0
Manuel Lanzini,ARG,MF,West Ham,Premier League,26,1993,15.3,11,9,6,3,2,5,37,13.5,32,344,76,22.1,77,198,69,12,1,0,11,9,20,4,0
Gianluca Lapadula,PER,FW,Lecce,Serie A,29,1990,19.8,20,14,8,10,2,4,13,30.8,9,326,64,19.6,43,148,135,2,1,0,1,1,21,13,0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,25,1994,12.2,12,8,8,4,0,7,13,53.8,6,63,26,41.3,33,27,3,6,5,0,1,14,26,40,2
Danilo Larangeira,BRA,DF,Bologna,Serie A,35,1984,29.3,46,21,29,17,0,15,35,42.9,20,346,101,29.2,225,117,4,81,42,2,39,13,59,179,0
Larra,ESP,FW,Athletic Club,La Liga,21,1997,2.8,2,1,0,2,0,1,1,100.0,0,43,9,20.9,5,23,15,5,0,0,5,0,2,1,0
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,22,1997,26.6,0,0,0,0,0,0,4,0.0,4,11,3,27.3,11,0,0,0,0,0,0,0,0,2,0
Kevin Lasagna,ITA,FW,Udinese,Serie A,26,1992,28.5,29,18,8,13,8,5,35,14.3,30,630,153,24.3,59,328,243,23,1,0,22,15,44,17,1
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,25,1993,23.1,18,10,14,4,0,5,14,35.7,9,162,59,36.4,109,47,6,37,23,0,14,22,40,166,1
Paul Lasne,FRA,MF,Brest,Ligue 1,30,1989,13.6,24,17,11,13,0,8,25,32.0,17,270,69,25.6,91,139,40,12,3,0,9,3,27,14,0
Toni Lato,ESP,DF,Osasuna,La Liga,21,1997,5.2,20,12,10,9,1,5,7,71.4,2,111,32,28.8,36,56,19,13,0,0,13,4,24,16,2
Danny Latza,GER,MF,Mainz 05,Bundesliga,29,1989,15.3,40,22,17,20,3,14,49,28.6,35,371,99,26.7,110,211,50,22,6,0,16,14,54,31,1
Vincent Laurini,FRA,DF,Parma,Serie A,30,1989,9.8,29,23,14,13,2,15,20,75.0,5,138,54,39.1,66,55,17,18,4,0,14,9,38,30,1
Wesley Lautoa,NCL,MF,Dijon,Ligue 1,31,1987,20.8,60,42,31,25,4,24,76,31.6,52,377,122,32.4,162,196,19,46,17,0,29,31,91,63,0
Diego Laxalt,URU,DF,Milan,Serie A,26,1993,1.9,4,2,2,2,0,0,1,0.0,1,24,8,33.3,9,12,3,4,0,0,4,0,4,2,0
Diego Laxalt,URU,DF,Torino,Serie A,26,1993,6.6,23,10,12,6,5,5,23,21.7,18,155,42,27.1,74,45,36,21,3,0,18,5,28,18,0
Valentino Lazaro,AUT,DF,Newcastle Utd,Premier League,23,1996,5.3,11,2,9,2,0,6,14,42.9,8,98,22,22.4,46,40,12,6,0,0,6,1,12,4,0
Valentino Lazaro,AUT,DF,Inter,Serie A,23,1996,3.6,10,6,4,3,3,6,9,66.7,3,74,18,24.3,25,25,24,5,0,0,5,1,11,6,1
Darko Lazović,SRB,DF,Hellas Verona,Serie A,28,1990,36.0,32,14,18,8,6,13,37,35.1,24,278,78,28.1,92,99,87,46,4,1,42,12,44,52,0
Manuel Lazzari,ITA,DF,Lazio,Serie A,25,1993,28.3,20,13,12,7,1,11,30,36.7,19,243,72,29.6,90,114,39,25,2,1,23,4,24,38,0
Mickaël Le Bihan,FRA,FW,Nice,Ligue 1,29,1990,1.1,0,0,0,0,0,0,0,,0,12,3,25.0,1,3,8,0,0,0,0,0,0,2,0
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,22,1996,26.6,46,27,29,17,0,22,36,61.1,14,189,83,43.9,119,67,3,22,7,0,15,14,60,151,1
Damien Le Tallec,FRA,MF,Montpellier,Ligue 1,29,1990,27.3,51,35,21,26,4,20,72,27.8,52,501,153,30.5,163,254,84,51,17,0,34,27,78,87,0
James Lea Siliki,CMR,MF,Rennes,Ligue 1,23,1996,12.0,29,19,16,13,0,9,26,34.6,17,239,67,28.0,91,120,28,19,3,0,16,5,34,14,0
Rafael Leão,POR,FW,Milan,Serie A,20,1999,15.6,8,4,2,6,0,2,8,25.0,6,192,45,23.4,24,76,92,11,1,0,10,1,9,3,0
Adrien Lebeau,FRA,MF,Strasbourg,Ligue 1,20,1999,0.1,0,0,0,0,0,0,1,0.0,1,8,2,25.0,2,1,5,1,0,0,1,0,0,0,0
Mathew Leckie,AUS,DF,Hertha BSC,Bundesliga,28,1991,2.2,5,4,0,3,2,0,0,,0,71,13,18.3,20,29,22,10,0,0,10,2,7,2,1
Benjamin Lecomte,FRA,GK,Monaco,Ligue 1,28,1991,28.0,0,0,0,0,0,0,1,0.0,1,5,1,20.0,5,0,0,1,0,0,1,0,0,0,1
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,26,1993,25.0,69,43,38,21,10,28,93,30.1,65,606,155,25.6,218,268,120,52,14,0,38,30,99,37,1
Jordan Lefort,FRA,DF,Amiens,Ligue 1,25,1993,9.4,5,4,3,2,0,3,7,42.9,4,65,20,30.8,42,23,0,10,2,1,8,11,16,50,0
