Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,33,1985,1.6,29,44,65.9,458,188,16,19,84.2,8,14,57.1,3,7,42.9,0,0.2,-0.2,1,4,2,0,4
Samuel Kalu,NGA,FW,Bordeaux,Ligue 1,21,1997,15.1,388,524,74.0,6655,1629,193,234,82.5,153,199,76.9,36,72,50.0,1,1.8,-0.8,9,31,8,3,38
Daichi Kamada,JPN,MF,Eint Frankfurt,Bundesliga,22,1996,21.9,579,773,74.9,10748,2648,279,322,86.6,204,256,79.7,86,162,53.1,4,3.1,+0.9,39,60,14,3,65
François Kamano,GUI,DF,Bordeaux,Ligue 1,23,1996,7.2,246,310,79.4,3969,783,123,144,85.4,109,127,85.8,11,26,42.3,0,0.4,-0.4,5,9,3,2,15
Boubacar Kamara,FRA,DF,Marseille,Ligue 1,19,1999,23.8,1130,1280,88.3,23104,7403,427,451,94.7,504,550,91.6,183,254,72.0,2,0.5,+1.5,7,78,6,0,69
Hassane Kamara,CIV,DF,Reims,Ligue 1,25,1994,19.0,896,1110,80.7,16201,4883,406,454,89.4,387,449,86.2,92,162,56.8,0,0.5,-0.5,11,50,19,11,77
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,28,1990,7.5,458,520,88.1,7977,1769,210,224,93.8,192,212,90.6,44,60,73.3,2,2.8,-0.8,10,38,12,2,36
Harry Kane,ENG,FW,Tottenham,Premier League,26,1993,28.7,394,592,66.6,6934,1849,192,256,75.0,137,186,73.7,52,101,51.5,2,2.3,-0.3,24,48,17,3,62
Wilfried Kanga,CIV,FW,Angers,Ligue 1,21,1998,0.8,12,17,70.6,159,52,6,7,85.7,3,5,60.0,1,1,100.0,0,0.1,-0.1,2,2,1,0,2
Lee Kangin,KOR,MF,Valencia,La Liga,18,2001,5.0,188,239,78.7,3175,613,94,104,90.4,72,85,84.7,18,41,43.9,0,0.4,-0.4,6,10,4,0,11
N'Golo Kanté,FRA,MF,Chelsea,Premier League,28,1991,19.2,975,1140,85.5,17338,4168,438,499,87.8,399,449,88.9,109,132,82.6,0,2.1,-2.1,26,105,28,9,96
Stefanos Kapino,GRE,GK,Werder Bremen,Bundesliga,25,1994,1.0,25,34,73.5,855,546,4,4,100.0,4,4,100.0,17,26,65.4,0,0.0,0.0,0,0,0,0,0
Wilfrid Kaptoum,CMR,MF,Betis,La Liga,23,1996,2.2,59,71,83.1,958,204,25,26,96.2,25,31,80.6,6,11,54.5,0,0.0,0.0,1,5,1,0,4
Kenan Karaman,TUR,FW,Düsseldorf,Bundesliga,25,1994,15.0,224,335,66.9,3100,527,135,183,73.8,69,97,71.1,7,20,35.0,1,1.9,-0.9,24,13,7,1,11
Yann Karamoh,FRA,FW,Parma,Serie A,21,1998,6.4,107,149,71.8,1710,365,59,76,77.6,38,49,77.6,8,16,50.0,1,0.8,+0.2,10,5,3,0,14
Mamoudou Karamoko,FRA,MF,Wolfsburg,Bundesliga,19,1999,0.1,4,7,57.1,64,26,3,6,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,2,0,0,1
Florian Kastenmeier,GER,GK,Düsseldorf,Bundesliga,22,1997,17.0,433,630,68.7,14652,9342,61,61,100.0,169,169,100.0,199,395,50.4,0,0.5,-0.5,2,10,0,0,1
Noah Katterbach,GER,DF,Köln,Bundesliga,18,2001,14.6,520,733,70.9,10150,5189,218,255,85.5,225,283,79.5,74,172,43.0,0,0.4,-0.4,8,41,10,3,61
Moise Kean,ITA,FW,Everton,Premier League,19,2000,9.5,104,142,73.2,1438,338,53,69,76.8,33,38,86.8,7,11,63.6,2,1.0,+1.0,8,5,7,2,11
Michael Keane,ENG,DF,Everton,Premier League,26,1993,28.4,1167,1379,84.6,27198,8551,228,255,89.4,675,747,90.4,252,352,71.6,0,0.7,-0.7,6,69,3,0,71
Thilo Kehrer,GER,DF,Paris S-G,Ligue 1,22,1996,5.3,376,402,93.5,6697,1550,161,172,93.6,181,189,95.8,30,33,90.9,0,0.3,-0.3,2,19,2,0,16
Jules Keita,GUI,MF,Dijon,Ligue 1,21,1998,1.8,27,35,77.1,348,130,19,23,82.6,8,9,88.9,0,1,0.0,0,0.4,-0.4,1,3,2,0,3
Naby Keïta,GUI,MF,Liverpool,Premier League,24,1995,9.1,608,684,88.9,9688,2389,328,349,94.0,225,252,89.3,43,59,72.9,3,2.3,+0.7,15,74,16,2,63
Yannik Keitel,GER,MF,Freiburg,Bundesliga,19,2000,1.9,54,63,85.7,1125,236,16,18,88.9,30,33,90.9,8,11,72.7,0,0.1,-0.1,1,2,0,0,1
Lloyd Kelly,ENG,DF,Bournemouth,Premier League,20,1998,7.1,168,231,72.7,3672,1369,50,59,84.7,80,97,82.5,35,65,53.8,0,0.2,-0.2,2,5,0,0,5
Martin Kelly,ENG,DF,Crystal Palace,Premier League,29,1990,17.2,493,669,73.7,9625,4226,192,224,85.7,215,272,79.0,78,148,52.7,1,0.9,+0.1,6,26,7,6,27
Kenedy,BRA,MF,Getafe,La Liga,23,1996,6.5,133,201,66.2,2275,832,69,82,84.1,37,60,61.7,19,40,47.5,3,1.0,+2.0,9,8,13,8,13
Jonjoe Kenny,ENG,DF,Schalke 04,Bundesliga,22,1997,30.2,1180,1567,75.3,23017,10246,460,521,88.3,528,674,78.3,178,307,58.0,3,1.1,+1.9,15,100,33,10,151
Franck Kessié,CIV,MF,Milan,Serie A,22,1996,32.3,1531,1718,89.1,28058,6548,646,708,91.2,703,757,92.9,162,210,77.1,1,2.4,-1.4,31,141,30,4,134
Saîf-Eddine Khaoui,TUN,MF,Marseille,Ligue 1,24,1995,1.2,41,59,69.5,629,218,21,22,95.5,15,23,65.2,3,11,27.3,0,0.1,-0.1,2,0,1,0,4
Wahbi Khazri,TUN,FW,Saint-Étienne,Ligue 1,28,1991,12.8,224,357,62.7,4580,1152,88,127,69.3,84,112,75.0,42,94,44.7,2,1.4,+0.6,18,25,8,2,30
Rani Khedira,GER,MF,Augsburg,Bundesliga,25,1994,29.4,637,885,72.0,10972,3522,300,364,82.4,243,315,77.1,69,150,46.0,2,1.2,+0.8,9,52,5,2,45
Sami Khedira,GER,MF,Juventus,Serie A,32,1987,7.6,275,330,83.3,4351,932,147,159,92.5,102,119,85.7,18,29,62.1,1,0.5,+0.5,7,17,8,2,19
Kike,ESP,FW,Eibar,La Liga,29,1989,19.6,327,487,67.1,4486,733,202,259,78.0,96,146,65.8,11,36,30.6,1,0.8,+0.2,9,28,5,1,22
Luca Kilian,GER,DF,Paderborn 07,Bundesliga,19,1999,14.0,633,698,90.7,14282,3263,130,142,91.5,367,382,96.1,132,164,80.5,0,0.1,-0.1,1,27,1,0,19
Max Kilman,ENG,DF,Wolves,Premier League,22,1997,2.1,72,90,80.0,1391,547,22,26,84.6,45,48,93.8,4,13,30.8,0,0.0,0.0,0,4,0,0,9
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,24,1995,31.3,2440,2847,85.7,51124,15004,846,915,92.5,1116,1214,91.9,453,661,68.5,7,8.2,-1.2,81,252,64,15,249
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,23,1995,13.6,1061,1119,94.8,20130,5912,413,422,97.9,516,538,95.9,126,143,88.1,0,0.1,-0.1,2,40,0,0,44
Joshua King,NOR,FW,Bournemouth,Premier League,27,1992,22.3,362,498,72.7,5444,1266,211,261,80.8,115,155,74.2,24,36,66.7,4,3.8,+0.2,28,20,19,5,39
Simon Kjær,DEN,DF,Milan,Serie A,30,1989,13.8,608,682,89.1,13472,4769,172,182,94.5,313,334,93.7,114,154,74.0,0,0.0,0.0,0,32,1,0,33
Simon Kjær,DEN,DF,Atalanta,Serie A,30,1989,3.2,131,143,91.6,2913,690,34,39,87.2,77,79,97.5,19,23,82.6,0,0.0,0.0,0,3,0,0,3
Davy Klaassen,NED,MF,Werder Bremen,Bundesliga,26,1993,32.6,1005,1291,77.8,17655,5359,484,574,84.3,400,489,81.8,103,159,64.8,5,3.4,+1.6,38,97,25,2,124
Felix Klaus,GER,FW,Wolfsburg,Bundesliga,26,1992,7.4,150,218,68.8,2236,614,91,116,78.4,46,63,73.0,10,21,47.6,1,1.6,-0.6,12,11,6,2,17
Ragnar Klavan,EST,DF,Cagliari,Serie A,33,1985,26.2,1072,1183,90.6,23229,7342,278,289,96.2,596,627,95.1,186,248,75.0,0,0.6,-0.6,5,60,3,0,60
Timm Klose,SUI,DF,Norwich City,Premier League,31,1988,6.5,331,389,85.1,6617,1809,113,126,89.7,169,180,93.9,46,74,62.2,0,0.0,0.0,0,9,1,0,15
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,23,1996,29.4,1553,1803,86.1,28771,9414,589,656,89.8,799,882,90.6,146,224,65.2,1,1.7,-0.7,14,107,13,4,122
Justin Kluivert,NED,FW,Roma,Serie A,20,1999,16.8,394,483,81.6,6658,1328,200,229,87.3,146,177,82.5,35,46,76.1,1,1.1,-0.1,22,21,19,5,32
Lukas Klünter,GER,DF,Hertha BSC,Bundesliga,23,1996,20.9,573,825,69.5,10839,4700,208,252,82.5,303,398,76.1,55,139,39.6,2,1.8,+0.2,13,35,14,8,41
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,27,1992,17.7,790,936,84.4,18841,5890,154,174,88.5,439,485,90.5,195,267,73.0,0,0.1,-0.1,2,62,6,2,89
Robin Koch,GER,DF,Freiburg,Bundesliga,23,1996,30.1,1253,1466,85.5,31223,8910,232,277,83.8,694,772,89.9,323,391,82.6,0,1.5,-1.5,13,77,13,4,83
Giorgi Kochorashvili,GEO,MF,Levante,La Liga,20,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Jonathan Kodjia,CIV,FW,Aston Villa,Premier League,29,1989,1.3,19,30,63.3,309,8,9,15,60.0,10,14,71.4,0,0,,0,0.0,0.0,0,1,0,0,0
Kenan Kodro,BIH,FW,Athletic Club,La Liga,25,1993,4.0,55,86,64.0,661,101,42,58,72.4,11,20,55.0,1,4,25.0,0,0.0,0.0,1,4,0,0,1
Dominik Kohr,GER,MF,Eint Frankfurt,Bundesliga,25,1994,16.1,634,787,80.6,11129,2909,298,338,88.2,246,299,82.3,75,114,65.8,3,1.1,+1.9,15,64,13,2,81
Koke,ESP,MF,Atlético Madrid,La Liga,27,1992,30.0,1436,1752,82.0,22521,6076,763,837,91.2,490,567,86.4,120,252,47.6,5,5.4,-0.4,57,119,23,5,116
Aleksandar Kolarov,SRB,DF,Roma,Serie A,33,1985,30.4,1446,1836,78.8,29136,9514,540,600,90.0,672,776,86.6,218,391,55.8,3,4.9,-1.9,56,80,41,16,140
Sead Kolašinac,BIH,DF,Arsenal,Premier League,26,1993,18.9,869,1031,84.3,14326,4428,436,478,91.2,377,446,84.5,48,76,63.2,2,1.0,+1.0,9,52,15,5,64
Timothée Kolodziejczak,FRA,DF,Saint-Étienne,Ligue 1,27,1991,14.5,563,721,78.1,10945,4149,204,234,87.2,292,339,86.1,64,131,48.9,0,0.2,-0.2,8,35,4,2,58
Ghislain Konan,CIV,DF,Reims,Ligue 1,23,1995,14.8,711,897,79.3,12440,5374,365,414,88.2,265,314,84.4,73,134,54.5,1,1.0,0.0,15,55,13,6,81
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,20,1999,6.3,303,342,88.6,5903,1597,105,113,92.9,156,173,90.2,38,51,74.5,0,0.2,-0.2,2,18,4,1,13
Moussa Konaté,SEN,FW,Amiens,Ligue 1,26,1993,6.8,87,118,73.7,1347,198,43,54,79.6,35,47,74.5,5,6,83.3,0,0.1,-0.1,3,7,1,0,8
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,26,1993,20.1,945,1114,84.8,19623,4231,349,391,89.3,415,468,88.7,163,231,70.6,1,0.2,+0.8,6,86,4,0,77
Kouadio Koné,FRA,MF,Toulouse,Ligue 1,18,2001,9.7,317,383,82.8,5329,1378,155,182,85.2,119,133,89.5,34,55,61.8,0,0.1,-0.1,5,23,0,0,24
Lamine Koné,CIV,DF,Strasbourg,Ligue 1,30,1989,16.4,602,736,81.8,13847,4316,161,190,84.7,297,330,90.0,141,199,70.9,0,0.3,-0.3,4,42,5,3,48
Moussa Koné,SEN,FW,Nîmes,Ligue 1,22,1996,1.6,18,22,81.8,351,34,8,10,80.0,5,6,83.3,3,3,100.0,0,0.1,-0.1,1,2,0,0,0
Youssouf Koné,MLI,DF,Lyon,Ligue 1,24,1995,9.1,561,648,86.6,10579,3347,217,234,92.7,277,302,91.7,65,103,63.1,0,0.6,-0.6,10,27,5,2,49
Ezri Konsa,ENG,DF,Aston Villa,Premier League,21,1997,22.7,674,853,79.0,13926,4931,226,251,90.0,327,386,84.7,113,197,57.4,2,0.5,+1.5,9,45,5,2,44
Pascal Köpke,GER,FW,Hertha BSC,Bundesliga,23,1995,1.3,25,36,69.4,359,66,14,18,77.8,6,12,50.0,2,2,100.0,0,0.0,0.0,1,0,0,0,1
Laurent Koscielny,FRA,DF,Bordeaux,Ligue 1,33,1985,24.3,1220,1363,89.5,27021,9845,273,293,93.2,739,791,93.4,202,270,74.8,0,0.4,-0.4,4,52,2,0,56
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,26,1992,32.9,965,1613,59.8,19659,8143,377,508,74.2,390,570,68.4,180,432,41.7,11,9.3,+1.7,79,71,61,41,117
Christian Kouamé,CIV,FW,Fiorentina,Serie A,21,1997,3.3,75,104,72.1,1240,235,39,47,83.0,25,31,80.6,8,14,57.1,1,0.2,+0.8,5,6,2,1,8
Christian Kouamé,CIV,FW,Genoa,Serie A,21,1997,10.2,182,242,75.2,2749,497,108,131,82.4,58,79,73.4,13,19,68.4,2,1.0,+1.0,14,10,8,1,19
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,26,1992,24.0,500,840,59.5,17789,10495,58,58,100.0,210,210,100.0,232,572,40.6,0,0.1,-0.1,1,10,0,0,0
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,28,1991,23.4,1521,1651,92.1,31538,11604,511,531,96.2,739,781,94.6,253,316,80.1,0,0.5,-0.5,9,145,9,1,105
Efthimis Koulouris,GRE,FW,Toulouse,Ligue 1,23,1996,17.1,362,496,73.0,5122,776,213,265,80.4,109,151,72.2,18,32,56.3,2,1.2,+0.8,18,16,9,3,20
Jules Koundé,FRA,DF,Sevilla,La Liga,20,1998,25.7,1285,1489,86.3,26939,8416,377,410,92.0,689,748,92.1,214,309,69.3,1,0.5,+0.5,3,72,2,2,70
Leonardo Koutris,GRE,DF,Mallorca,La Liga,24,1995,1.0,41,56,73.2,682,385,17,20,85.0,20,25,80.0,3,6,50.0,0,0.2,-0.2,1,1,2,1,3
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,29,1989,28.1,653,860,75.9,10613,3251,339,418,81.1,227,282,80.5,63,101,62.4,1,0.8,+0.2,8,39,8,1,54
Mateo Kovačić,CRO,MF,Chelsea,Premier League,25,1994,23.0,1666,1846,90.2,32463,7948,683,723,94.5,707,766,92.3,252,315,80.0,3,1.9,+1.1,29,176,26,2,166
Dawid Kownacki,POL,FW,Düsseldorf,Bundesliga,22,1997,12.1,214,311,68.8,3518,716,111,148,75.0,77,106,72.6,17,29,58.6,0,0.6,-0.6,11,10,11,3,20
İsmail Köybaşı,TUR,DF,Granada,La Liga,30,1989,2.6,57,84,67.9,1056,541,22,28,78.6,28,36,77.8,5,13,38.5,0,0.2,-0.2,1,8,2,2,9
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,31,1988,4.0,78,129,60.5,3102,2356,9,9,100.0,26,26,100.0,43,94,45.7,0,0.0,0.0,0,2,0,0,0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,24,1994,11.3,316,433,73.0,5635,2664,150,168,89.3,135,183,73.8,28,63,44.4,1,0.4,+0.6,1,22,3,2,27
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,28,1991,15.8,445,554,80.3,7451,1455,221,261,84.7,172,201,85.6,37,61,60.7,2,3.2,-1.2,23,26,23,2,47
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,28,1991,16.3,796,935,85.1,13896,3536,381,428,89.0,315,363,86.8,83,110,75.5,0,0.4,-0.4,7,55,10,1,57
Tom Krauß,GER,MF,RB Leipzig,Bundesliga,18,2001,0.0,5,5,100.0,94,36,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Ladislav Krejčí,CZE,DF,Bologna,Serie A,27,1992,11.7,533,647,82.4,9136,3790,251,279,90.0,221,261,84.7,48,75,64.0,0,0.5,-0.5,10,47,20,6,68
Rene Krhin,SVN,DF,Nantes,Ligue 1,29,1990,3.6,137,156,87.8,2752,583,48,52,92.3,66,76,86.8,23,27,85.2,0,0.0,0.0,0,1,0,0,4
Felix Kroos,GER,MF,Union Berlin,Bundesliga,28,1991,4.2,129,159,81.1,2418,793,51,58,87.9,58,69,84.1,17,26,65.4,0,0.3,-0.3,1,13,1,0,16
Toni Kroos,GER,MF,Real Madrid,La Liga,29,1990,29.5,2233,2512,88.9,44642,11751,996,1040,95.8,774,830,93.3,423,586,72.2,5,4.0,+1.0,63,254,37,7,185
Tim Krul,NED,GK,Norwich City,Premier League,31,1988,36.0,1047,1550,67.5,32790,19225,127,127,100.0,483,488,99.0,436,930,46.9,0,0.0,0.0,0,11,0,0,2
Rade Krunić,BIH,MF,Milan,Serie A,25,1993,6.0,197,236,83.5,3117,940,109,124,87.9,68,76,89.5,13,21,61.9,1,1.1,-0.1,9,10,6,1,27
Lukas Kübler,GER,DF,Freiburg,Bundesliga,26,1992,2.3,77,96,80.2,1858,743,20,25,80.0,34,39,87.2,22,30,73.3,0,0.0,0.0,0,10,1,0,9
Takefusa Kubo,JPN,MF,Mallorca,La Liga,18,2001,25.7,539,764,70.5,8493,2565,284,349,81.4,207,272,76.1,34,84,40.5,4,2.9,+1.1,34,40,33,8,77
Juraj Kucka,SVK,MF,Parma,Serie A,32,1987,21.5,508,729,69.7,8909,2916,254,329,77.2,191,263,72.6,49,100,49.0,3,1.9,+1.1,19,40,11,2,56
Dejan Kulusevski,SWE,FW,Parma,Serie A,19,2000,32.6,905,1157,78.2,14342,4083,473,550,86.0,326,413,78.9,71,115,61.7,8,9.0,-1.0,76,67,48,9,122
Marash Kumbulla,ALB,DF,Hellas Verona,Serie A,19,2000,21.7,771,920,83.8,15791,5170,248,280,88.6,396,447,88.6,118,169,69.8,0,0.1,-0.1,2,45,2,0,46
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,24,1995,20.7,795,1022,77.8,16350,4427,314,362,86.7,326,384,84.9,146,241,60.6,0,1.8,-1.8,11,91,15,5,92
Jasmin Kurtić,SVN,MF,Parma,Serie A,30,1989,18.5,681,810,84.1,13388,3494,273,296,92.2,285,324,88.0,108,156,69.2,1,1.7,-0.7,23,50,19,8,67
Jasmin Kurtić,SVN,MF,SPAL,Serie A,30,1989,15.7,513,679,75.6,9452,2617,245,276,88.8,180,239,75.3,75,130,57.7,0,2.0,-2.0,24,50,26,13,65
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,26,1992,9.5,605,671,90.2,8688,2977,352,376,93.6,208,225,92.4,25,39,64.1,0,0.2,-0.2,2,36,7,2,35
Dereck Kutesa,SUI,FW,Reims,Ligue 1,21,1997,5.9,112,152,73.7,1724,539,72,89,80.9,27,35,77.1,11,17,64.7,0,0.3,-0.3,4,7,10,2,17
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,19,2000,7.5,126,177,71.2,2006,397,67,87,77.0,46,63,73.0,10,15,66.7,2,1.2,+0.8,7,5,5,2,9
Enock Kwateng,FRA,DF,Bordeaux,Ligue 1,22,1997,10.9,476,620,76.8,8170,3290,225,248,90.7,205,264,77.7,42,91,46.2,1,0.3,+0.7,7,26,10,4,46
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,23,1996,18.3,961,1138,84.4,16058,6303,491,531,92.5,397,452,87.8,65,124,52.4,1,0.6,+0.4,8,56,16,4,70
Antonino La Gumina,ITA,FW,Sampdoria,Serie A,23,1996,2.1,27,31,87.1,324,6,19,21,90.5,6,7,85.7,0,0,,0,0.2,-0.2,2,0,0,0,0
Andrea La Mantia,ITA,FW,Lecce,Serie A,28,1991,6.1,80,111,72.1,1142,192,55,69,79.7,16,25,64.0,6,8,75.0,0,0.2,-0.2,4,5,0,0,6
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,25,1994,24.9,436,657,66.4,6444,1480,243,332,73.2,153,220,69.5,24,51,47.1,5,2.6,+2.4,25,27,20,3,52
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,28,1991,20.8,387,499,77.6,5867,1064,221,255,86.7,113,142,79.6,32,56,57.1,4,3.1,+0.9,22,28,23,6,30
Riccardo Ladinetti,ITA,MF,Cagliari,Serie A,18,2000,1.4,59,78,75.6,1056,294,28,33,84.8,26,31,83.9,5,12,41.7,0,0.1,-0.1,3,8,0,0,4
Alban Lafont,FRA,GK,Nantes,Ligue 1,20,1999,27.0,551,884,62.3,17993,12591,89,89,100.0,239,242,98.8,222,548,40.5,0,0.1,-0.1,2,13,1,1,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,29,1989,29.5,774,1026,75.4,20218,8928,159,183,86.9,375,430,87.2,231,398,58.0,2,0.9,+1.1,7,71,7,1,56
Jack Lahne,SWE,FW,Amiens,Ligue 1,17,2001,0.1,1,1,100.0,15,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,22,1997,23.5,1067,1295,82.4,18757,5597,492,553,89.0,426,488,87.3,117,180,65.0,6,2.8,+3.2,14,104,22,2,132
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,26,1992,30.1,1105,1564,70.7,21647,9826,446,547,81.5,486,641,75.8,164,304,53.9,3,4.0,-1.0,41,85,47,28,132
Diego Lainez,MEX,MF,Betis,La Liga,19,2000,3.9,89,119,74.8,1178,310,61,72,84.7,21,30,70.0,3,6,50.0,0,0.0,0.0,2,1,5,2,8
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,27,1991,22.7,1011,1348,75.0,23512,8329,304,361,84.2,436,520,83.8,263,422,62.3,1,2.3,-1.3,30,92,34,13,122
Adam Lallana,ENG,MF,Liverpool,Premier League,31,1988,4.2,229,270,84.8,3398,790,133,142,93.7,80,97,82.5,10,16,62.5,1,0.7,+0.3,5,23,4,0,18
Érik Lamela,ARG,MF,Tottenham,Premier League,27,1992,13.5,469,596,78.7,7270,1418,256,290,88.3,157,185,84.9,36,77,46.8,1,1.6,-0.6,17,27,19,1,42
Tariq Lamptey,GHA,DF,Chelsea,Premier League,18,2000,0.4,12,14,85.7,235,80,4,5,80.0,8,8,100.0,0,0,,0,0.1,-0.1,1,0,1,0,1
Tariq Lamptey,GHA,DF,Brighton,Premier League,18,2000,6.5,173,235,73.6,2905,842,83,100,83.0,77,103,74.8,12,23,52.2,1,0.6,+0.4,4,11,6,5,13
Loïck Landre,FRA,DF,Nîmes,Ligue 1,27,1992,10.3,304,389,78.1,6698,1947,81,94,86.2,159,179,88.8,62,111,55.9,0,0.1,-0.1,2,22,1,0,15
Michael Lang,SUI,DF,Werder Bremen,Bundesliga,28,1991,6.0,266,328,81.1,4877,1721,112,127,88.2,129,150,86.0,24,43,55.8,0,0.5,-0.5,3,11,4,3,28
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,31,1988,3.5,167,190,87.9,3608,951,35,40,87.5,103,111,92.8,27,33,81.8,0,0.0,0.0,0,8,0,0,3
Henri Lansbury,ENG,MF,Aston Villa,Premier League,28,1990,2.2,60,81,74.1,1315,254,25,29,86.2,22,33,66.7,12,16,75.0,0,0.1,-0.1,2,9,0,0,5
Manuel Lanzini,ARG,MF,West Ham,Premier League,26,1993,15.3,674,798,84.5,10959,3117,370,410,90.2,207,236,87.7,68,109,62.4,2,2.5,-0.5,31,65,15,3,72
Gianluca Lapadula,PER,FW,Lecce,Serie A,29,1990,19.8,259,333,77.8,3907,497,158,191,82.7,68,87,78.2,21,28,75.0,0,2.1,-2.1,23,11,6,0,16
Aymeric Laporte,ESP,DF,Manchester City,Premier League,25,1994,12.2,1040,1113,93.4,22509,6773,305,318,95.9,541,560,96.6,190,223,85.2,0,0.1,-0.1,1,107,1,0,76
Danilo Larangeira,BRA,DF,Bologna,Serie A,35,1984,29.3,985,1246,79.1,23719,8829,205,237,86.5,523,582,89.9,247,404,61.1,0,0.2,-0.2,5,78,10,1,82
Larra,ESP,FW,Athletic Club,La Liga,21,1997,2.8,45,77,58.4,657,126,25,33,75.8,15,26,57.7,3,13,23.1,0,0.1,-0.1,1,1,1,1,0
Gautier Larsonneur,FRA,GK,Brest,Ligue 1,22,1997,26.6,736,1028,71.6,22376,12490,94,96,97.9,341,346,98.6,296,581,50.9,0,0.0,0.0,1,11,0,0,1
Kevin Lasagna,ITA,FW,Udinese,Serie A,26,1992,28.5,339,489,69.3,4892,721,202,249,81.1,105,157,66.9,20,38,52.6,1,2.5,-1.5,20,14,16,3,26
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,25,1993,23.1,668,810,82.5,14583,3588,179,207,86.5,357,410,87.1,122,171,71.3,0,0.1,-0.1,2,25,2,0,17
Paul Lasne,FRA,MF,Brest,Ligue 1,30,1989,13.6,540,655,82.4,8995,2288,274,312,87.8,196,225,87.1,53,83,63.9,1,1.4,-0.4,15,46,13,3,55
Toni Lato,ESP,DF,Osasuna,La Liga,21,1997,5.2,168,256,65.6,2874,1175,77,92,83.7,73,104,70.2,14,44,31.8,0,0.3,-0.3,4,10,3,2,12
Danny Latza,GER,MF,Mainz 05,Bundesliga,29,1989,15.3,494,613,80.6,9965,2561,179,209,85.6,226,261,86.6,82,121,67.8,2,1.4,+0.6,20,42,12,1,63
Vincent Laurini,FRA,DF,Parma,Serie A,30,1989,9.8,432,535,80.7,8259,3452,163,173,94.2,202,235,86.0,59,108,54.6,2,1.1,+0.9,9,35,9,5,42
Wesley Lautoa,NCL,MF,Dijon,Ligue 1,31,1987,20.8,867,989,87.7,19289,5653,270,301,89.7,399,429,93.0,189,232,81.5,1,0.3,+0.7,7,62,5,0,54
Diego Laxalt,URU,DF,Milan,Serie A,26,1993,1.9,95,119,79.8,1799,627,38,40,95.0,44,55,80.0,12,21,57.1,0,0.1,-0.1,1,5,4,4,13
Diego Laxalt,URU,DF,Torino,Serie A,26,1993,6.6,214,297,72.1,3424,1197,116,134,86.6,83,112,74.1,14,41,34.1,1,0.5,+0.5,6,11,4,2,18
Valentino Lazaro,AUT,DF,Newcastle Utd,Premier League,23,1996,5.3,158,194,81.4,2664,1051,80,84,95.2,56,67,83.6,17,36,47.2,0,0.2,-0.2,6,8,4,1,6
Valentino Lazaro,AUT,DF,Inter,Serie A,23,1996,3.6,152,200,76.0,2727,992,75,83,90.4,58,76,76.3,18,30,60.0,1,1.2,-0.2,9,6,9,5,11
Darko Lazović,SRB,DF,Hellas Verona,Serie A,28,1990,36.0,1253,1673,74.9,20552,8577,648,753,86.1,487,630,77.3,96,200,48.0,7,8.1,-1.1,53,65,78,20,184
Manuel Lazzari,ITA,DF,Lazio,Serie A,25,1993,28.3,845,1067,79.2,13718,3044,451,515,87.6,306,375,81.6,69,120,57.5,3,3.5,-0.5,38,11,43,22,40
