Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Sergio León,ESP,FW,Levante,La Liga,30,1989,7.5,190,2,15,85,96,31,179,2,10,20.0,3,0,118,421,189,10,1,6,20,8,268,132,49.3,59
Lukas Lerager,DEN,MF,Genoa,Serie A,26,1993,15.4,748,29,155,421,195,23,739,4,11,36.4,4,0,446,1569,653,29,9,1,14,12,580,493,85.0,74
Mehdi Léris,FRA,MF,Sampdoria,Serie A,21,1998,5.7,313,14,61,135,146,17,304,13,22,59.1,14,3,235,1314,643,36,12,3,17,8,279,225,80.6,50
Jefferson Lerma,COL,MF,Bournemouth,Premier League,24,1994,30.0,1700,126,508,981,282,18,1677,24,32,75.0,26,1,1011,4413,1848,67,19,0,22,21,1026,952,92.8,29
Karlo Letica,CRO,GK,SPAL,Serie A,22,1997,10.0,341,316,340,1,0,0,212,1,1,100.0,1,0,125,571,348,0,0,0,0,0,113,112,99.1,0
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,30,1988,30.7,1203,15,39,458,785,257,1174,60,106,56.6,70,2,902,3776,1747,117,44,28,84,62,1606,1000,62.3,408
Jamal Lewis,NIR,DF,Norwich City,Premier League,21,1998,25.6,1599,123,663,679,393,23,1352,37,62,59.7,39,2,961,6214,3458,150,52,10,26,23,1031,925,89.7,38
Aaron Leya Iseka,BEL,FW,Toulouse,Ligue 1,21,1997,8.6,300,5,17,167,138,39,277,7,13,53.8,9,0,179,672,357,20,7,6,23,29,399,219,54.9,72
Stephan Lichtsteiner,SUI,DF,Augsburg,Bundesliga,35,1984,14.9,731,68,248,341,191,3,559,5,10,50.0,6,0,325,1968,1110,51,20,2,7,8,356,304,85.4,7
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,31,1988,16.5,1214,29,228,724,352,9,1091,15,25,60.0,16,0,830,4297,2172,105,31,2,18,16,862,797,92.5,39
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,23,1996,20.2,1236,198,778,547,30,5,1202,3,3,100.0,3,0,820,6409,3429,64,9,0,2,2,862,850,98.6,5
Matthijs de Ligt,NED,DF,Juventus,Serie A,19,1999,27.2,1796,240,804,1031,51,22,1760,1,1,100.0,1,0,1112,5944,2879,82,7,0,4,3,1257,1239,98.6,14
Isaac Lihadji,FRA,DF,Marseille,Ligue 1,17,2002,0.3,20,0,4,10,8,0,18,0,0,,0,0,14,96,71,3,1,0,1,2,23,17,73.9,3
Lillo,ESP,DF,Osasuna,La Liga,30,1989,2.2,146,7,44,86,30,1,118,1,1,100.0,1,0,89,479,290,13,8,1,0,3,91,82,90.1,1
Anderson Lima,BRA,MF,Lazio,Serie A,19,1999,0.7,46,1,9,26,15,3,43,3,3,100.0,3,0,36,225,153,3,1,1,2,2,37,28,75.7,3
Lucas Lima,BRA,FW,Nantes,Ligue 1,27,1991,3.0,201,5,48,87,82,2,164,2,3,66.7,2,1,120,752,465,15,7,0,3,4,142,124,87.3,9
Anthony Limbombe,BEL,FW,Nantes,Ligue 1,25,1994,1.7,78,4,13,40,34,5,75,1,4,25.0,1,0,51,421,285,17,6,2,3,3,75,54,72.0,8
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,25,1994,34.4,2308,345,1251,1129,69,11,2252,3,8,37.5,4,0,1466,8671,4811,120,17,0,7,4,1571,1556,99.0,7
Karol Linetty,POL,MF,Sampdoria,Serie A,24,1995,22.4,1032,32,203,495,408,60,1009,29,50,58.0,32,1,757,4059,2533,128,39,14,36,34,773,641,82.9,104
Jesse Lingard,ENG,MF,Manchester Utd,Premier League,26,1992,10.4,520,2,27,269,261,38,500,9,18,50.0,10,1,382,1985,946,61,22,6,23,12,556,408,73.4,100
Pol Lirola,ESP,DF,Fiorentina,Serie A,21,1997,29.4,1569,78,431,728,548,67,1370,50,75,66.7,53,2,1032,6512,4381,188,59,20,34,25,1123,976,86.9,84
Diego Llorente,ESP,DF,Real Sociedad,La Liga,25,1993,25.9,1842,260,1001,941,44,16,1808,6,8,75.0,6,0,1249,8187,4838,113,10,0,5,4,1291,1275,98.8,15
Fernando Llorente,ESP,FW,Napoli,Serie A,34,1985,5.6,237,3,10,89,149,69,230,5,9,55.6,6,0,144,481,155,6,2,2,11,9,340,196,57.6,104
Marcos Llorente,ESP,MF,Atlético Madrid,La Liga,24,1995,15.2,676,22,114,389,208,51,671,25,33,75.8,27,1,497,2614,1252,65,17,17,19,31,534,446,83.5,96
Gautier Lloris,FRA,DF,Nice,Ligue 1,24,1995,3.0,198,36,134,75,1,0,196,0,0,,0,0,140,594,324,0,0,0,2,0,155,152,98.1,0
Hugo Lloris,FRA,GK,Tottenham,Premier League,32,1986,20.1,622,591,622,0,0,0,435,0,1,0.0,0,0,241,1067,610,0,0,0,1,0,222,220,99.1,0
Giovani Lo Celso,ARG,MF,Tottenham,Premier League,23,1996,16.6,1233,29,191,704,447,28,1156,38,68,55.9,41,1,893,6024,3293,156,48,5,22,25,951,862,90.6,66
Stanislav Lobotka,SVK,MF,Napoli,Serie A,24,1994,8.4,695,11,133,486,121,4,683,7,9,77.8,8,0,498,2279,1036,40,11,1,4,3,607,579,95.4,17
Stanislav Lobotka,SVK,MF,Celta Vigo,La Liga,24,1994,15.4,883,16,176,592,184,13,872,10,15,66.7,10,0,670,3879,1796,70,28,2,7,20,729,659,90.4,33
Jürgen Locadia,NED,FW,Hoffenheim,Bundesliga,25,1993,5.9,194,1,16,101,88,28,183,2,4,50.0,2,0,125,583,258,14,5,4,14,11,257,154,59.9,55
Jürgen Locadia,NED,MF,Brighton,Premier League,25,1993,1.0,34,0,2,16,17,7,34,1,1,100.0,1,0,25,72,40,3,0,1,8,2,43,22,51.2,6
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,21,1998,28.7,2527,113,496,1609,579,34,2432,49,72,68.1,50,1,1755,7980,4447,175,66,4,27,37,2034,1943,95.5,71
Renan Lodi,BRA,DF,Atlético Madrid,La Liga,21,1998,26.6,1569,64,456,696,500,38,1278,14,30,46.7,15,1,890,4194,2351,116,34,10,25,32,927,818,88.2,87
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,23,1996,2.3,145,6,18,79,57,12,144,2,2,100.0,2,0,101,606,314,23,7,3,2,3,147,116,78.9,16
Enzo Loiodice,FRA,MF,Dijon,Ligue 1,18,2000,2.1,138,2,27,89,32,2,133,0,1,0.0,0,0,101,402,222,11,3,0,1,2,110,101,91.8,3
Kevin Long,IRL,DF,Burnley,Premier League,28,1990,6.3,254,35,153,108,4,3,251,1,1,100.0,1,0,101,470,172,3,0,0,0,1,121,117,96.7,2
Shane Long,IRL,FW,Southampton,Premier League,32,1987,15.5,611,16,48,257,328,71,606,8,18,44.4,9,0,294,1054,467,25,11,9,63,27,885,457,51.6,191
Matthew Longstaff,ENG,MF,Newcastle Utd,Premier League,19,2000,6.4,274,9,67,167,48,5,270,5,7,71.4,5,0,169,498,177,9,1,2,4,8,206,192,93.2,5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,21,1997,15.3,850,39,224,487,170,9,806,9,14,64.3,10,1,479,2045,783,25,5,1,18,19,558,497,89.1,17
Ademola Lookman,NGA,MF,RB Leipzig,Bundesliga,21,1997,3.4,211,1,24,97,118,19,199,7,16,43.8,7,0,166,1053,635,36,15,2,13,7,178,147,82.6,34
Anthony Lopes,POR,GK,Lyon,Ligue 1,28,1990,26.0,867,779,857,12,0,0,638,0,0,,0,0,412,1711,920,1,0,0,0,0,386,385,99.7,0
Rony Lopes,POR,FW,Sevilla,La Liga,23,1995,1.5,65,0,7,42,21,0,60,2,3,66.7,2,0,51,205,80,6,1,0,3,3,59,43,72.9,5
Rony Lopes,POR,FW,Monaco,Ligue 1,23,1995,0.9,34,0,4,16,16,3,33,1,1,100.0,1,0,30,169,46,3,0,1,1,1,44,28,63.6,7
Adrián López,ESP,FW,Osasuna,La Liga,31,1988,16.0,657,12,44,344,327,73,640,15,30,50.0,15,1,434,2889,1789,103,46,20,39,26,805,524,65.1,153
David López,ESP,DF,Espanyol,La Liga,29,1989,27.3,1623,138,627,951,140,21,1583,8,9,88.9,8,0,1012,5162,2795,72,17,0,9,18,1078,1014,94.1,29
Diego López,ESP,GK,Espanyol,La Liga,37,1981,35.9,1232,1062,1225,9,0,0,797,3,4,75.0,4,0,505,3275,2189,0,0,0,0,0,393,392,99.7,0
Javi López,ESP,DF,Espanyol,La Liga,33,1986,15.4,888,55,289,436,214,6,742,14,21,66.7,15,2,481,2449,1310,47,20,0,10,9,446,413,92.6,21
Javi López,ESP,DF,Alavés,La Liga,17,2002,1.0,45,6,17,14,15,0,37,0,0,,0,0,19,94,47,1,0,0,0,1,19,17,89.5,3
Lluis López,ESP,DF,Espanyol,La Liga,22,1997,3.3,269,28,132,144,15,2,258,0,2,0.0,1,0,199,1057,628,11,6,0,1,0,219,214,97.7,2
Maxime Lopez,FRA,MF,Marseille,Ligue 1,21,1997,12.3,982,9,158,603,294,25,953,15,29,51.7,18,2,781,4414,2543,117,36,8,13,13,946,822,86.9,54
Pau López,ESP,GK,Roma,Serie A,24,1994,32.0,1115,978,1111,5,0,0,831,0,0,,0,0,603,2452,1250,0,0,0,1,0,526,523,99.4,0
Roberto López,ESP,MF,Real Sociedad,La Liga,19,2000,0.6,55,3,8,30,23,0,54,3,3,100.0,3,0,45,170,37,1,3,0,0,4,47,40,85.1,7
Unai López,ESP,MF,Athletic Club,La Liga,23,1995,19.9,1374,25,222,892,341,14,1240,19,23,82.6,20,0,933,4633,1868,87,24,1,13,25,997,919,92.2,33
Losada,ESP,MF,Celta Vigo,La Liga,17,2001,0.1,12,0,1,5,6,1,12,0,0,,0,0,8,37,21,3,0,1,2,0,11,8,72.7,4
Albert Lottin,FRA,MF,Bordeaux,Ligue 1,17,2001,0.5,28,5,16,14,0,0,28,2,3,66.7,2,0,20,62,49,1,0,0,1,0,16,16,100.0,1
Imran Louza,MAR,MF,Nantes,Ligue 1,20,1999,22.3,1413,14,212,824,470,35,1289,26,52,50.0,30,3,914,4641,2501,117,32,5,36,34,1195,964,80.7,111
Matteo Lovato,ITA,DF,Hellas Verona,Serie A,19,2000,0.1,2,0,2,1,0,0,2,0,0,,0,0,1,20,18,0,0,0,0,0,1,1,100.0,0
Dejan Lovren,CRO,DF,Liverpool,Premier League,30,1989,8.6,730,75,354,407,22,13,715,1,1,100.0,1,0,436,2438,1402,43,5,0,2,1,489,486,99.4,10
Eduard Löwen,GER,MF,Augsburg,Bundesliga,22,1997,7.5,365,13,68,207,114,9,329,9,19,47.4,10,0,233,940,513,31,13,2,19,23,296,228,77.0,39
Eduard Löwen,GER,MF,Hertha BSC,Bundesliga,22,1997,3.5,190,8,42,121,39,1,183,11,13,84.6,12,0,138,629,297,12,4,0,6,5,134,116,86.6,11
Matthew Lowton,ENG,DF,Burnley,Premier League,30,1989,17.0,928,80,271,475,235,8,769,11,18,61.1,11,0,430,1917,1119,44,17,1,11,5,471,436,92.6,27
Hirving Lozano,MEX,FW,Napoli,Serie A,24,1995,11.4,535,2,48,191,347,81,524,24,44,54.5,29,0,445,2750,1735,103,27,23,31,25,571,417,73.0,149
Pol Lozano,ESP,MF,Espanyol,La Liga,19,1999,1.9,105,2,31,68,11,1,103,1,1,100.0,1,0,72,396,129,6,3,0,1,1,73,66,90.4,0
Jan Luca Rumpf,GER,DF,Paderborn 07,Bundesliga,20,1999,1.0,60,7,34,28,1,1,49,0,0,,0,0,32,173,96,1,0,0,0,0,34,32,94.1,0
Jean Lucas,BRA,MF,Lyon,Ligue 1,21,1998,2.2,188,3,44,117,40,7,186,6,9,66.7,6,0,155,558,192,10,3,0,4,8,149,138,92.6,7
Fabio Lucioni,ITA,DF,Lecce,Serie A,31,1987,34.8,1931,488,1235,780,44,14,1841,7,11,63.6,8,1,1149,6591,3557,52,7,0,4,5,1230,1212,98.5,9
José Luis Gayà,ESP,DF,Valencia,La Liga,24,1995,22.1,1255,81,423,578,362,43,1064,31,51,60.8,32,0,775,5202,3229,134,38,4,14,17,834,754,90.4,70
José Luis Morales,ESP,FW,Levante,La Liga,32,1987,28.0,999,15,123,430,542,139,970,51,104,49.0,58,5,782,4125,2563,139,45,40,71,53,1124,754,67.1,234
José Luis Palomino,ARG,DF,Atalanta,Serie A,29,1990,27.6,1667,189,808,857,76,22,1585,4,6,66.7,4,0,947,5165,2032,47,7,1,12,8,913,899,98.5,16
José Luis Rodríguez,PAN,FW,Alavés,La Liga,21,1998,0.2,8,1,1,5,2,1,8,1,1,100.0,1,0,10,11,6,1,0,1,1,0,9,6,66.7,1
David Luiz,BRA,DF,Arsenal,Premier League,32,1987,31.2,2050,393,1183,971,54,19,1946,4,9,44.4,4,0,1332,9320,5640,105,7,1,7,6,1454,1427,98.1,11
Douglas Luiz,BRA,MF,Aston Villa,Premier League,21,1998,29.0,1521,110,439,910,299,36,1458,30,41,73.2,34,2,942,5824,3097,109,37,2,24,28,1038,926,89.2,63
Jordan Lukaku,BEL,DF,Lazio,Serie A,25,1994,4.4,201,6,45,72,97,4,176,6,11,54.5,6,2,132,732,518,33,10,2,2,3,143,125,87.4,8
Romelu Lukaku,BEL,FW,Inter,Serie A,26,1993,33.1,1179,30,57,523,654,228,1132,24,40,60.0,26,1,785,3004,1623,85,24,32,72,69,1593,932,58.5,428
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,21,1997,22.6,930,14,140,423,443,69,880,54,82,65.9,58,3,702,3791,2129,109,27,17,60,54,955,642,67.2,181
Saša Lukić,SRB,MF,Torino,Serie A,22,1996,20.7,1030,41,213,612,285,31,990,19,34,55.9,22,1,702,4486,2565,117,40,8,22,16,801,681,85.0,54
Senad Lulić,BIH,DF,Lazio,Serie A,33,1986,17.5,1035,45,288,410,410,39,937,37,57,64.9,41,2,724,4202,2366,101,32,9,12,21,735,663,90.2,65
John Lundstram,ENG,MF,Sheffield Utd,Premier League,25,1994,27.3,1488,57,258,707,615,64,1466,17,34,50.0,20,4,972,4829,1713,65,29,4,36,21,1274,1059,83.1,109
Sebastiano Luperto,ITA,DF,Napoli,Serie A,22,1996,5.9,427,50,186,268,18,0,410,0,0,,0,0,298,2203,1413,39,5,0,0,3,318,313,98.4,0
Arnaud Lusamba,COD,MF,Nice,Ligue 1,22,1997,10.9,559,10,102,307,191,14,526,21,31,67.7,21,0,436,1598,689,37,16,0,22,21,487,407,83.6,69
Andreas Luthe,GER,GK,Augsburg,Bundesliga,32,1987,10.0,445,413,445,0,0,0,329,0,0,,0,0,246,1100,536,0,0,0,0,0,204,204,100.0,0
Lyanco,BRA,DF,Torino,Serie A,22,1997,13.1,810,111,466,377,31,3,785,10,16,62.5,11,0,503,3018,1513,36,7,1,4,3,508,503,99.0,2
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,25,1993,14.9,810,96,302,355,202,11,685,11,20,55.0,12,0,427,2136,1214,44,21,1,8,8,484,431,89.0,20
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,29,1990,21.6,1362,78,472,877,87,5,1338,6,8,75.0,6,0,840,3970,1757,37,8,1,8,8,955,911,95.4,16
Alexis Mac Allister,ARG,MF,Brighton,Premier League,20,1998,3.9,183,2,25,72,93,6,152,3,6,50.0,4,0,89,344,173,7,1,1,7,9,120,94,78.3,15
Darwin Machís,VEN,FW,Granada,La Liga,26,1993,23.7,896,22,126,335,529,82,821,51,87,58.6,52,5,637,4354,3027,175,49,32,51,36,815,560,68.7,157
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,20,1998,1.1,84,1,25,41,25,0,65,1,1,100.0,1,0,37,135,80,2,3,0,0,2,42,36,85.7,3
James Maddison,ENG,MF,Leicester City,Premier League,22,1996,29.2,2010,20,213,1043,871,83,1779,56,83,67.5,58,6,1455,6762,2969,169,49,15,46,47,1651,1439,87.2,163
Lisandro Magallán,ARG,DF,Alavés,La Liga,25,1993,13.3,566,78,335,260,12,9,540,2,3,66.7,2,0,274,1654,798,14,1,0,3,3,293,278,94.9,8
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,34,1984,15.5,1318,70,317,847,207,3,1258,9,10,90.0,9,0,871,3345,1497,51,15,0,5,9,982,942,95.9,20
Giangiacomo Magnani,ITA,DF,Brescia,Serie A,23,1995,1.3,52,12,33,16,5,5,52,1,1,100.0,1,0,30,126,73,1,0,0,0,1,32,31,96.9,4
Giangiacomo Magnani,ITA,DF,Sassuolo,Serie A,23,1995,1.6,97,9,40,56,4,3,92,0,0,,0,0,58,286,151,6,1,0,1,0,61,60,98.4,2
Hugo Magnetti,FRA,MF,Brest,Ligue 1,21,1998,2.6,211,12,63,123,47,3,210,3,4,75.0,3,0,139,796,465,20,10,1,2,3,139,135,97.1,5
Harry Maguire,ENG,DF,Manchester Utd,Premier League,26,1993,38.0,2828,429,1432,1468,166,57,2756,10,13,76.9,10,0,1833,14098,8321,221,38,2,7,10,1959,1915,97.8,40
Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,19,2000,1.7,61,5,17,43,4,0,61,3,4,75.0,3,0,37,143,48,2,1,0,3,2,36,35,97.2,4
Riyad Mahrez,ALG,FW,Manchester City,Premier League,28,1991,21.6,1476,24,122,605,873,150,1401,60,93,64.5,61,1,1154,6712,3694,219,59,42,33,39,1367,1154,84.4,195
Thiago Maia,BRA,MF,Lille,Ligue 1,22,1997,0.5,44,2,6,33,6,0,41,0,0,,0,0,27,109,43,0,0,0,0,1,29,27,93.1,0
Arne Maier,GER,MF,Hertha BSC,Bundesliga,20,1999,5.9,381,11,84,226,95,4,368,7,7,100.0,7,0,274,1475,746,29,7,2,8,10,296,271,91.6,17
Habib Maïga,CIV,MF,Metz,Ligue 1,23,1996,25.2,1647,51,408,1050,317,30,1628,36,48,75.0,36,0,1173,6563,3116,123,40,3,33,33,1194,1092,91.5,65
Mike Maignan,FRA,GK,Lille,Ligue 1,24,1995,28.0,804,715,800,2,3,1,530,0,0,,0,0,366,2214,1329,0,0,0,0,0,285,283,99.3,0
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,21,1997,15.4,1179,74,451,570,229,18,1002,22,44,50.0,25,2,727,3306,1818,80,20,6,13,16,768,731,95.2,18
Josh Maja,NGA,FW,Bordeaux,Ligue 1,20,1998,8.2,306,8,28,175,120,29,291,16,23,69.6,18,0,228,743,322,20,6,3,25,14,377,223,59.2,80
Abdul Majeed Waris,GHA,FW,Strasbourg,Ligue 1,27,1991,4.1,157,1,24,76,77,12,155,9,20,45.0,12,0,132,695,518,21,11,1,11,13,169,116,68.6,34
Žan Majer,SVN,MF,Lecce,Serie A,27,1992,18.5,938,49,277,474,252,23,909,13,24,54.2,13,1,605,3459,1949,86,21,7,18,19,683,598,87.6,45
Jean-Victor Makengo,FRA,MF,Toulouse,Ligue 1,21,1998,11.0,569,10,103,351,170,13,564,17,31,54.8,20,1,480,2908,1684,82,27,4,21,21,530,457,86.2,46
Nemanja Maksimović,SRB,MF,Getafe,La Liga,24,1995,32.2,988,45,185,583,259,51,925,8,14,57.1,10,0,390,2076,924,50,16,2,19,10,552,396,71.7,67
Nikola Maksimović,SRB,DF,Napoli,Serie A,27,1991,20.0,1546,233,789,782,77,21,1501,6,9,66.7,6,1,1079,6475,3748,99,10,0,2,5,1163,1151,99.0,14
Kévin Malcuit,MAR,DF,Napoli,Serie A,28,1991,2.8,203,5,58,92,64,4,168,6,9,66.7,6,1,133,601,321,15,4,0,2,2,140,123,87.9,6
Daniel Maldini,ITA,FW,Milan,Serie A,17,2001,0.3,21,0,3,9,12,2,21,0,1,0.0,0,0,13,102,64,4,2,0,2,0,22,17,77.3,2
Ruslan Malinovskyi,UKR,MF,Atalanta,Serie A,26,1993,17.1,1267,5,97,617,671,47,1176,60,82,73.2,60,0,1022,5497,2866,162,69,16,43,45,1110,972,87.6,141
Yunus Mallı,TUR,FW,Union Berlin,Bundesliga,27,1992,7.5,303,7,44,155,130,16,295,5,11,45.5,5,0,200,1064,587,29,17,3,19,15,290,220,75.9,54
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,28,1991,21.8,1570,90,501,729,418,21,1308,8,12,66.7,8,0,810,3667,1805,84,40,3,17,12,951,866,91.1,38
Streli Mamba,GER,FW,Paderborn 07,Bundesliga,25,1994,16.9,467,8,50,254,196,55,434,16,29,55.2,18,1,314,1546,850,35,14,14,43,33,575,299,52.0,127
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,19,1999,1.6,105,4,40,59,17,4,105,2,2,100.0,2,0,69,425,186,4,1,1,0,3,70,65,92.9,0
Vincent Manceau,FRA,DF,Angers,Ligue 1,30,1989,22.0,1535,64,477,739,392,15,1285,6,14,42.9,6,1,910,3682,1954,86,29,1,12,14,971,919,94.6,27
Gianluca Mancini,ITA,DF,Roma,Serie A,23,1996,30.4,1973,247,936,1046,140,33,1913,10,14,71.4,10,0,1303,7969,4539,107,23,2,10,10,1410,1373,97.4,29
Marco Mancosu,ITA,MF,Lecce,Serie A,30,1988,27.1,1200,37,221,592,479,110,1160,27,42,64.3,28,0,763,4643,2856,136,48,14,47,28,1092,863,79.0,188
Steve Mandanda,FRA,GK,Marseille,Ligue 1,34,1985,26.3,906,795,902,6,0,0,687,1,2,50.0,1,0,493,2249,1119,0,0,0,1,0,416,413,99.3,0
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,25,1994,12.3,797,29,168,446,229,11,691,12,20,60.0,13,0,485,2059,1098,50,20,5,8,11,475,441,92.8,26
Aïssa Mandi,ALG,DF,Betis,La Liga,27,1991,28.6,2047,313,1110,987,62,19,1951,6,9,66.7,8,0,1338,6496,3193,60,8,0,4,4,1479,1451,98.1,16
Rolando Mandragora,ITA,MF,Udinese,Serie A,22,1997,22.8,1245,36,272,624,391,48,1158,13,30,43.3,14,1,720,2484,1227,58,15,4,20,19,905,782,86.4,89
Sadio Mané,SEN,FW,Liverpool,Premier League,27,1992,30.5,1590,13,125,629,1000,219,1572,76,116,65.5,84,6,1248,7958,4406,235,82,57,85,72,1843,1275,69.2,386
Eliaquim Mangala,FRA,DF,Valencia,La Liga,28,1991,7.5,353,70,216,145,6,4,347,0,1,0.0,0,0,205,905,319,8,1,0,1,1,229,225,98.3,3
Thomas Mangani,FRA,MF,Angers,Ligue 1,32,1987,20.8,1560,34,304,923,437,35,1404,23,28,82.1,24,1,1021,4706,2222,84,24,2,19,25,1161,1070,92.2,52
Massimiliano Mangraviti,ITA,DF,Brescia,Serie A,21,1998,10.8,540,75,283,232,48,4,479,0,0,,0,0,301,1823,1069,24,4,0,3,1,319,309,96.9,1
Kostas Manolas,GRE,DF,Napoli,Serie A,28,1991,24.2,1677,244,850,909,38,24,1630,2,2,100.0,2,0,1092,6581,3714,88,7,0,5,2,1220,1209,99.1,16
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,25,1994,17.8,815,77,319,324,212,14,685,13,20,65.0,14,0,406,1970,1080,44,19,4,15,8,458,401,87.6,38
Giacomo Manzari,ITA,FW,Sassuolo,Serie A,18,2000,0.2,8,0,1,6,2,0,8,1,1,100.0,1,0,5,25,25,2,1,0,1,0,8,5,62.5,2
Myziane Maolida,FRA,FW,Nice,Ligue 1,20,1999,7.5,415,5,63,199,190,41,411,12,22,54.5,14,0,347,2145,1501,74,23,14,15,22,397,325,81.9,63
Faitout Maouassa,FRA,DF,Rennes,Ligue 1,21,1998,20.0,1284,69,439,661,279,13,1076,28,52,53.8,30,1,762,4170,2606,132,43,6,16,29,794,724,91.2,26
Fernando Marçal,BRA,DF,Lyon,Ligue 1,30,1989,9.2,866,36,253,502,175,7,780,9,13,69.2,9,0,551,3039,1746,72,20,2,4,5,556,537,96.6,22
Marcelo,BRA,DF,Real Madrid,La Liga,31,1988,14.4,1212,46,239,586,461,45,1087,10,13,76.9,10,0,824,3996,2505,137,36,14,19,14,946,871,92.1,64
Marcelo,BRA,DF,Lyon,Ligue 1,32,1987,16.7,1333,152,644,736,35,17,1296,0,1,0.0,0,0,824,4507,2466,65,5,0,2,2,918,905,98.6,13
Solly March,ENG,DF,Brighton,Premier League,25,1994,12.7,759,22,139,317,363,47,675,18,30,60.0,19,1,518,3148,1839,95,31,13,12,28,585,484,82.7,76
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,27,1992,21.1,1610,246,733,956,55,21,1561,4,4,100.0,4,0,1195,7763,4986,110,10,0,6,5,1290,1273,98.7,13
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,30,1989,6.0,275,13,58,132,99,3,242,2,4,50.0,2,0,147,853,441,24,8,0,6,3,217,164,75.6,22
Dario Maresic,AUT,DF,Reims,Ligue 1,19,1999,1.0,73,10,46,33,0,0,72,0,0,,0,0,48,349,210,2,0,0,0,0,55,55,100.0,0
Miguel Marí,ESP,MF,Eibar,La Liga,22,1997,0.1,5,0,0,4,1,0,5,0,0,,0,0,2,3,2,0,0,0,0,0,1,1,100.0,0
Pablo Marí,ESP,DF,Arsenal,Premier League,25,1993,1.3,111,21,52,65,1,0,110,0,0,,0,0,70,503,335,10,0,0,0,0,82,81,98.8,0
José María Giménez,URU,DF,Atlético Madrid,La Liga,24,1995,19.5,1040,142,582,503,24,15,987,1,1,100.0,1,0,601,2904,1613,32,1,0,3,2,635,622,98.0,13
Mariano,DOM,FW,Real Madrid,La Liga,25,1993,0.5,23,0,1,9,13,6,21,2,2,100.0,2,0,14,82,66,2,0,1,2,0,31,15,48.4,4
Adrian Mariappa,JAM,DF,Watford,Premier League,32,1986,16.8,762,84,316,343,121,5,628,1,3,33.3,2,0,315,984,411,18,6,0,5,3,346,330,95.4,5
Jordan Marié,FRA,MF,Dijon,Ligue 1,27,1991,2.2,140,4,35,83,28,0,134,3,4,75.0,3,0,96,343,158,6,3,0,3,6,101,87,86.1,5
Federico Marigosu,ITA,MF,Cagliari,Serie A,18,2001,0.3,18,0,4,7,8,1,18,0,0,,0,0,11,92,40,1,0,1,0,0,21,17,81.0,3
Adrián Marín,ESP,DF,Alavés,La Liga,22,1997,9.5,466,38,165,225,99,7,368,8,22,36.4,10,3,226,1037,652,30,11,2,5,6,224,207,92.4,9
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,25,1994,19.5,1262,146,631,675,52,18,1225,3,6,50.0,4,1,833,4548,2618,68,8,0,4,3,872,850,97.5,13
Guillermo Maripán,CHI,DF,Alavés,La Liga,25,1994,1.0,21,5,15,6,0,0,20,0,0,,0,0,8,33,15,0,0,0,0,0,5,5,100.0,0
Marlon,BRA,DF,Sassuolo,Serie A,23,1995,20.2,1641,227,794,939,33,5,1608,6,6,100.0,6,0,1189,7007,4188,89,5,0,2,2,1271,1259,99.1,4
Omar Marmoush,EGY,MF,Wolfsburg,Bundesliga,20,1999,0.9,33,2,5,16,13,2,33,1,7,14.3,1,0,25,78,46,2,1,0,1,5,23,19,82.6,5
Gonzalo Maroni,ARG,MF,Sampdoria,Serie A,20,1999,2.0,105,1,10,59,54,6,94,2,3,66.7,2,0,82,792,528,19,10,2,3,2,86,73,84.9,15
Marquinhos,BRA,MF,Paris S-G,Ligue 1,25,1994,16.4,1453,98,493,931,126,17,1429,9,10,90.0,10,0,1046,5140,2588,73,8,0,4,10,1136,1105,97.3,15
Bruno Martella,ITA,DF,Brescia,Serie A,26,1992,14.1,719,74,286,282,197,9,617,12,25,48.0,13,1,405,2134,1404,50,19,2,12,12,455,408,89.7,32
