Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Patrick van Aanholt,NED,DF,Crystal Palace,Premier League,28,1990,27.9,1839,97,531,883,531,50,1458,18,36,50.0,18,2,1000,5308,2935,158,46,12,21,16,1079,994,92.1,55
Max Aarons,ENG,DF,Norwich City,Premier League,19,2000,36.0,2133,178,804,902,594,52,1821,49,94,52.1,55,2,1321,7912,4384,204,56,23,39,48,1399,1244,88.9,66
Yunis Abdelhamid,MAR,DF,Reims,Ligue 1,31,1987,28.0,1856,254,1133,799,61,27,1782,21,26,80.8,21,0,1201,7286,4031,57,9,0,12,8,1266,1236,97.6,21
Suleiman Abdullahi,NGA,FW,Union Berlin,Bundesliga,22,1996,1.7,62,1,9,22,33,10,62,2,4,50.0,3,1,37,167,92,5,1,2,6,2,77,39,50.6,11
Mehdi Abeid,ALG,MF,Nantes,Ligue 1,26,1992,20.2,1176,22,212,753,283,20,1091,12,22,54.5,12,0,782,3970,1963,70,21,2,14,26,854,759,88.9,42
Charles Abi,FRA,FW,Saint-Étienne,Ligue 1,19,2000,6.9,208,7,18,108,95,23,196,16,21,76.2,16,0,136,574,279,14,0,4,25,12,309,142,46.0,53
David Abraham,ARG,DF,Eint Frankfurt,Bundesliga,33,1986,18.8,1073,108,482,588,86,11,1022,9,11,81.8,11,1,662,3922,2244,73,21,1,6,2,639,619,96.9,8
Tammy Abraham,ENG,FW,Chelsea,Premier League,21,1997,24.6,739,31,59,354,352,165,688,20,35,57.1,21,0,426,1640,834,52,12,14,71,47,1076,495,46.0,214
Amir Abrashi,ALB,MF,Freiburg,Bundesliga,29,1990,7.4,438,21,141,256,64,3,423,7,10,70.0,7,0,291,1344,504,18,7,1,8,8,288,261,90.6,10
Francesco Acerbi,ITA,DF,Lazio,Serie A,31,1988,35.1,2365,370,1206,1158,202,34,2287,15,17,88.2,15,0,1559,11372,6125,161,32,0,8,7,1641,1600,97.5,31
Che Adams,SCO,FW,Southampton,Premier League,23,1996,12.3,441,10,35,204,235,68,433,15,27,55.6,15,1,308,1348,640,37,15,11,44,29,657,315,47.9,137
Tyler Adams,USA,MF,RB Leipzig,Bundesliga,20,1999,10.6,813,20,206,453,196,13,737,6,11,54.5,6,0,501,2365,1076,41,10,1,9,13,602,554,92.0,31
Sargis Adamyan,ARM,FW,Hoffenheim,Bundesliga,26,1993,8.3,309,7,29,134,164,46,297,11,24,45.8,13,0,206,1165,603,28,7,8,25,20,404,212,52.5,92
Antonio Adán,ESP,GK,Atlético Madrid,La Liga,32,1987,0.3,7,4,6,1,0,0,6,0,0,,0,0,2,5,5,0,0,0,0,0,1,1,100.0,0
Bobby Adekanye,NED,FW,Lazio,Serie A,20,1999,2.1,70,0,9,35,30,13,68,4,4,100.0,4,0,54,352,202,9,2,6,5,4,82,50,61.0,17
Claud Adjapong,ITA,DF,Hellas Verona,Serie A,21,1998,2.6,112,14,35,52,37,7,98,1,3,33.3,2,0,66,322,145,6,1,1,5,1,76,63,82.9,12
Amine Adli,FRA,MF,Toulouse,Ligue 1,19,2000,0.5,33,0,3,20,14,1,28,3,4,75.0,3,0,25,176,107,6,0,0,3,1,26,23,88.5,2
Yacine Adli,FRA,MF,Bordeaux,Ligue 1,19,2000,11.3,735,13,73,512,209,13,695,24,42,57.1,28,3,554,2688,1603,92,34,3,27,32,612,549,89.7,57
Adrián,ESP,GK,Liverpool,Premier League,32,1987,9.7,338,302,338,0,0,0,244,0,0,,0,0,163,641,355,0,0,0,0,0,155,154,99.4,0
Aritz Aduriz,ESP,FW,Athletic Club,La Liga,38,1981,2.3,82,2,7,39,39,11,81,2,2,100.0,2,0,33,115,31,1,1,0,4,2,117,64,54.7,22
Lumor Agbenyenu,GHA,DF,Mallorca,La Liga,22,1996,20.1,1182,82,387,538,332,14,964,26,45,57.8,30,0,701,4230,2217,102,34,5,22,18,665,599,90.1,22
Martin Agirregabiria,ESP,DF,Alavés,La Liga,23,1996,23.3,1231,84,397,674,223,9,986,14,26,53.8,16,3,636,2935,1696,64,17,2,20,17,677,608,89.8,21
Lucien Agoume,FRA,MF,Inter,Serie A,17,2002,0.8,48,1,12,25,12,0,48,0,0,,0,0,32,137,49,1,0,0,0,2,31,29,93.5,3
Kevin Agudelo,COL,MF,Fiorentina,Serie A,20,1998,0.7,47,0,9,22,20,2,47,2,2,100.0,2,0,33,205,105,7,1,1,0,2,40,32,80.0,8
Kevin Agudelo,COL,MF,Genoa,Serie A,20,1998,7.4,402,6,82,217,147,20,396,21,33,63.6,23,0,326,2257,1464,61,18,7,12,13,348,285,81.9,28
Nayef Aguerd,MAR,DF,Dijon,Ligue 1,23,1996,10.6,717,94,449,291,13,7,700,1,2,50.0,1,0,453,2046,1040,11,1,0,3,5,477,469,98.3,3
Sergio Agüero,ARG,FW,Manchester City,Premier League,31,1988,16.1,573,2,21,211,383,152,551,27,45,60.0,28,2,428,1745,888,66,20,15,24,41,779,450,57.8,173
Ruben Aguilar,FRA,DF,Monaco,Ligue 1,26,1993,11.9,926,35,225,465,292,22,816,15,26,57.7,17,0,624,2837,1709,84,21,3,8,15,649,601,92.6,39
Emmanuel Agyemang-Badu,GHA,MF,Hellas Verona,Serie A,28,1990,2.6,129,9,32,85,26,1,128,0,1,0.0,0,0,95,577,229,11,4,0,4,3,116,90,77.6,3
Jean-Eudes Aholou,CIV,MF,Saint-Étienne,Ligue 1,25,1994,7.0,409,15,88,276,70,12,405,10,13,76.9,12,0,277,1323,634,33,7,0,13,10,306,269,87.9,22
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,23,1995,27.8,1518,213,836,710,50,11,1475,11,15,73.3,12,0,962,5141,2228,58,10,0,5,8,954,934,97.9,10
Ola Aina,NGA,DF,Torino,Serie A,22,1996,23.1,1476,76,431,728,432,33,1243,56,94,59.6,59,1,922,5545,3398,150,48,6,20,27,937,855,91.2,52
Youssef Aït Bennasser,MAR,MF,Bordeaux,Ligue 1,23,1996,6.0,473,12,81,365,47,1,466,6,12,50.0,7,0,340,1257,628,28,6,0,7,6,369,349,94.6,10
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,18,2001,14.2,996,40,310,491,269,16,846,19,41,46.3,22,2,617,3093,1915,89,31,4,20,20,609,565,92.8,29
Albian Ajeti,SUI,MF,West Ham,Premier League,22,1997,1.5,33,0,1,9,24,9,32,0,0,,0,0,16,42,8,0,0,0,5,3,64,24,37.5,12
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,25,1994,22.9,755,22,53,415,314,110,731,14,27,51.9,15,1,404,1466,643,37,7,10,73,23,977,580,59.4,202
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,24,1995,25.7,2161,235,1147,1086,80,15,2093,8,12,66.7,9,1,1589,8961,4606,112,14,0,10,6,1683,1657,98.5,18
Marley Aké,FRA,FW,Marseille,Ligue 1,18,2001,1.1,43,1,8,20,17,2,41,3,4,75.0,3,0,35,183,85,6,0,0,2,2,46,28,60.9,8
Nathan Aké,NED,DF,Bournemouth,Premier League,24,1995,27.8,1508,276,922,595,86,34,1455,5,5,100.0,5,0,845,5146,2872,47,8,0,7,5,948,900,94.9,20
Chadrac Akolo,COD,FW,Amiens,Ligue 1,24,1995,6.0,281,5,50,146,105,15,278,11,19,57.9,12,0,224,881,525,36,12,6,6,14,256,196,76.6,35
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,24,1995,12.7,908,147,527,407,31,1,882,3,4,75.0,3,0,622,2987,1657,36,10,0,3,11,637,619,97.2,3
David Alaba,AUT,DF,Bayern Munich,Bundesliga,27,1992,27.8,2662,194,1068,1590,248,14,2555,6,10,60.0,7,0,2026,13822,7575,229,37,2,9,4,2099,2068,98.5,26
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,21,1998,15.6,992,43,309,469,282,25,802,20,34,58.8,20,2,540,2780,1783,56,19,7,14,12,558,509,91.2,18
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,26,1992,13.0,466,6,26,222,245,89,436,16,21,76.2,17,1,284,1045,297,17,5,7,36,21,655,349,53.3,158
Jordi Alba,ESP,DF,Barcelona,La Liga,30,1989,24.3,2322,76,476,1119,830,65,2125,10,19,52.6,12,2,1617,6152,3153,143,27,10,10,7,1907,1762,92.4,108
Luis Alberto,ESP,MF,Lazio,Serie A,26,1992,34.6,2663,21,334,1465,1196,109,2387,72,105,68.6,76,4,2076,14298,9583,433,198,31,49,62,2150,1943,90.4,194
Raúl Albiol,ESP,DF,Villarreal,La Liga,33,1985,36.0,2261,403,1369,968,51,21,2209,3,3,100.0,3,0,1325,7803,4455,72,5,1,1,1,1509,1492,98.9,10
Marc Albrighton,ENG,MF,Leicester City,Premier League,29,1989,9.6,622,13,111,258,292,23,587,10,29,34.5,13,2,420,2134,979,50,13,5,9,12,494,428,86.6,57
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,25,1993,5.9,167,2,8,74,88,31,150,4,7,57.1,5,1,85,181,80,3,3,1,13,8,231,116,50.2,56
Paco Alcácer,ESP,FW,Villarreal,La Liga,25,1993,10.3,316,9,28,149,148,46,291,4,8,50.0,4,1,171,658,346,19,5,7,17,7,389,221,56.8,88
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,28,1991,19.7,2018,49,398,1386,350,26,1962,59,70,84.3,61,0,1536,6381,2959,130,33,7,13,20,1576,1515,96.1,52
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,28,1991,21.4,1330,77,349,890,170,15,1236,21,29,72.4,21,1,828,4312,2163,84,22,2,14,14,811,743,91.6,24
Toby Alderweireld,BEL,DF,Tottenham,Premier League,30,1989,32.9,2265,355,1227,1037,114,22,2185,0,2,0.0,0,0,1362,6491,3048,80,20,0,3,2,1535,1500,97.7,18
Haitam Aleesami,NOR,DF,Amiens,Ligue 1,28,1991,21.3,1436,84,443,759,318,20,1209,19,32,59.4,22,2,778,3496,1813,76,21,4,15,24,830,763,91.9,35
Álex Alegría,ESP,FW,Mallorca,La Liga,26,1992,1.2,49,0,2,27,22,4,49,1,2,50.0,1,0,21,58,4,0,0,0,5,2,68,40,58.8,11
Carles Aleñá,ESP,MF,Betis,La Liga,21,1998,8.2,471,5,64,312,134,11,467,15,23,65.2,15,0,397,1975,966,49,9,1,5,10,436,380,87.2,31
Carles Aleñá,ESP,MF,Barcelona,La Liga,21,1998,1.9,170,1,18,109,56,2,165,2,3,66.7,2,0,131,582,245,10,7,0,4,0,157,146,93.0,3
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,24,1995,10.0,351,310,351,0,0,0,246,1,1,100.0,1,0,162,545,275,0,0,0,0,1,146,145,99.3,0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,20,1998,35.3,3520,106,850,1641,1244,63,2865,26,56,46.4,30,4,2108,8488,5128,245,92,12,36,22,2363,2230,94.4,117
Enrico Alfonso,ITA,GK,Brescia,Serie A,31,1988,3.1,85,69,85,0,0,0,48,0,0,,0,0,29,133,77,0,0,0,0,0,24,23,95.8,0
Rachid Alioui,MAR,FW,Angers,Ligue 1,27,1992,17.4,656,14,38,312,335,79,610,23,30,76.7,25,1,419,1767,889,60,12,15,42,26,851,496,58.3,173
Alisson,BRA,GK,Liverpool,Premier League,26,1992,28.3,984,804,976,9,0,0,760,0,0,,0,0,549,2115,1090,0,0,0,1,0,494,490,99.2,0
Allan,BRA,MF,Napoli,Serie A,28,1991,14.2,994,23,197,615,250,17,966,18,29,62.1,20,3,741,3480,1590,80,25,3,14,18,781,728,93.2,59
Dele Alli,ENG,MF,Tottenham,Premier League,23,1996,20.5,1132,37,171,575,471,96,1076,32,63,50.8,36,7,747,3724,1982,104,43,16,45,56,1102,773,70.1,197
Miguel Almirón,PAR,MF,Newcastle Utd,Premier League,25,1994,33.6,1309,44,315,554,601,91,1297,46,93,49.5,54,5,975,7114,3876,161,59,18,60,54,1281,894,69.8,187
Marcos Alonso,ESP,DF,Chelsea,Premier League,28,1990,15.9,1313,30,326,564,510,72,1146,12,19,63.2,12,0,841,4519,2597,138,37,9,20,22,928,829,89.3,100
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,30,1989,15.3,945,66,336,474,201,11,779,18,30,60.0,22,3,503,2730,1621,64,25,3,16,15,539,485,90.0,19
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,32,1986,2.0,55,51,55,0,0,0,33,0,0,,0,0,23,62,39,0,0,0,0,0,23,23,100.0,0
Sergio Álvarez,ESP,MF,Eibar,La Liga,27,1992,12.7,569,29,142,381,73,7,560,6,9,66.7,6,0,296,1385,461,18,9,0,4,1,297,278,93.6,13
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,24,1995,31.2,1817,198,905,969,69,20,1754,11,13,84.6,11,1,992,6110,3337,81,19,0,3,10,1037,1021,98.5,12
Bruno Alves,POR,DF,Parma,Serie A,37,1981,29.7,1608,318,941,681,85,36,1510,2,3,66.7,2,0,875,5564,3048,44,2,0,5,2,1006,981,97.5,28
Steven Alzate,COL,MF,Brighton,Premier League,20,1998,13.2,838,31,216,406,272,44,787,33,50,66.0,35,4,618,3218,1757,100,27,10,20,28,638,557,87.3,50
Ibrahim Amadou,FRA,MF,Leganés,La Liga,26,1993,8.6,343,7,71,225,67,6,341,3,4,75.0,3,0,207,958,447,22,8,1,5,5,250,217,86.8,20
Ibrahim Amadou,FRA,DF,Norwich City,Premier League,26,1993,8.4,470,108,329,142,14,4,464,2,3,66.7,2,0,253,991,474,5,1,0,1,1,297,289,97.3,1
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,29,1989,18.8,1092,36,290,733,166,8,1071,28,43,65.1,31,0,779,4490,2312,106,27,3,16,15,773,727,94.0,26
Amath,SEN,MF,Getafe,La Liga,23,1996,0.7,36,0,2,17,20,4,34,4,8,50.0,4,0,28,128,68,6,0,1,3,5,32,20,62.5,7
Jordan Amavi,FRA,DF,Marseille,Ligue 1,25,1994,24.0,1590,79,555,768,376,31,1379,28,56,50.0,32,0,876,4600,2668,101,46,6,27,24,945,865,91.5,49
Thierry Ambrose,GLP,FW,Metz,Ligue 1,22,1997,6.1,312,4,30,138,174,34,310,24,45,53.3,27,1,256,1536,1029,65,18,6,20,25,304,229,75.3,39
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,21,1998,18.1,837,84,313,416,189,12,697,8,18,44.4,9,1,475,3404,2060,67,30,3,14,14,480,434,90.4,18
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,22,1996,20.6,1374,15,187,770,524,57,1221,32,54,59.3,35,2,970,5212,2785,134,45,10,29,32,1130,933,82.6,107
Ethan Ampadu,WAL,DF,RB Leipzig,Bundesliga,18,2000,0.9,93,14,42,52,3,1,92,0,0,,0,0,69,369,237,8,1,0,0,0,69,69,100.0,1
Opoku Ampomah,GHA,FW,Düsseldorf,Bundesliga,23,1996,5.6,205,4,30,80,117,26,200,18,41,43.9,21,0,179,749,518,28,10,9,23,14,234,142,60.7,49
Sofyan Amrabat,MAR,MF,Hellas Verona,Serie A,22,1996,32.4,2089,60,414,1446,467,25,2019,84,110,76.4,89,3,1623,12155,5830,219,75,5,53,50,1572,1454,92.5,64
Joachim Andersen,DEN,DF,Lyon,Ligue 1,23,1996,17.0,1476,210,839,714,47,13,1449,2,2,100.0,2,0,1043,5873,3459,47,8,0,2,1,1134,1123,99.0,7
Djavan Anderson,NED,DF,Lazio,Serie A,24,1995,1.9,92,6,36,31,33,4,73,2,5,40.0,2,0,54,425,201,5,2,2,4,4,57,44,77.2,1
Felipe Anderson,BRA,MF,West Ham,Premier League,26,1993,16.6,1163,26,166,616,515,66,1138,66,97,68.0,70,5,932,5856,3538,154,65,22,33,35,1042,889,85.3,127
Sebastian Andersson,SWE,FW,Union Berlin,Bundesliga,28,1991,29.8,1211,46,98,584,575,135,1185,25,42,59.5,27,2,635,2465,824,54,15,5,106,78,1710,932,54.5,305
Florin Andone,ROU,MF,Brighton,Premier League,26,1993,0.8,29,3,4,12,16,7,28,2,4,50.0,2,0,17,83,42,2,0,0,5,2,33,16,48.5,3
Benjamin André,FRA,MF,Lille,Ligue 1,28,1990,22.8,1515,55,287,1029,275,23,1499,23,27,85.2,25,0,951,4843,2087,88,22,2,17,23,1007,927,92.1,64
Lorenzo Andrenacci,ITA,GK,Brescia,Serie A,24,1995,5.9,185,175,185,0,0,0,101,0,0,,0,0,44,205,131,0,0,0,0,0,26,26,100.0,0
Robert Andrich,GER,MF,Union Berlin,Bundesliga,24,1994,28.6,1547,61,373,921,333,33,1511,27,38,71.1,30,3,861,4390,1784,86,28,8,19,24,934,842,90.1,60
Victorien Angban,CIV,MF,Metz,Ligue 1,22,1996,11.4,719,11,142,517,121,3,698,18,21,85.7,18,0,567,3212,1652,74,19,1,11,12,537,502,93.5,15
Miguel Ángel Guerrero,ESP,FW,Leganés,La Liga,29,1990,8.8,276,4,14,160,111,24,258,11,16,68.8,12,0,154,467,178,10,5,1,18,14,390,211,54.1,75
José Ángel,ESP,DF,Eibar,La Liga,29,1989,26.2,1754,97,443,942,485,11,1380,20,24,83.3,20,1,913,4974,2624,120,58,2,19,19,864,812,94.0,12
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,35,1984,13.0,490,419,489,3,0,0,357,2,2,100.0,2,0,245,997,469,0,0,0,0,0,218,218,100.0,0
Angeliño,ESP,DF,Manchester City,Premier League,22,1997,4.7,477,16,99,199,214,10,429,5,8,62.5,5,2,321,1469,894,54,22,0,3,4,361,343,95.0,25
Angeliño,ESP,DF,RB Leipzig,Bundesliga,22,1997,12.2,891,26,215,401,325,26,742,21,27,77.8,22,1,519,2478,1406,80,27,8,17,9,591,532,90.0,59
Faustino Anjorin,ENG,FW,Chelsea,Premier League,17,2001,0.2,12,0,1,5,6,2,12,1,1,100.0,1,0,10,60,34,1,0,1,0,1,11,8,72.7,0
Peter Ankersen,DEN,DF,Genoa,Serie A,28,1990,11.8,726,33,224,303,241,25,653,12,18,66.7,12,0,500,1942,1135,47,14,4,10,11,549,499,90.9,35
Cristian Ansaldi,ARG,DF,Torino,Serie A,32,1986,19.6,1085,55,287,436,454,50,935,53,84,63.1,58,2,747,4802,2663,142,40,12,26,35,749,647,86.4,70
Janis Antiste,FRA,MF,Toulouse,Ligue 1,16,2002,0.1,11,0,0,7,5,0,8,1,1,100.0,1,0,9,51,9,0,0,0,0,1,6,6,100.0,1
Michail Antonio,JAM,FW,West Ham,Premier League,29,1990,19.6,850,12,47,305,556,125,810,71,107,66.4,74,3,601,2602,1532,82,20,23,71,49,1134,626,55.2,229
Antoñito,ESP,DF,Valladolid,La Liga,31,1987,11.4,574,37,199,261,150,10,478,6,16,37.5,8,1,308,1885,1186,53,20,5,10,5,355,305,85.9,23
Mirko Antonucci,ITA,FW,Roma,Serie A,20,1999,0.9,40,0,7,16,20,6,40,0,0,,0,0,22,142,100,2,2,0,5,0,29,21,72.4,4
Vitorino Antunes,POR,MF,Getafe,La Liga,32,1987,0.1,3,0,1,1,1,0,3,0,0,,0,0,1,0,0,0,0,0,1,0,2,2,100.0,0
Christopher Antwi-Adjei,GHA,MF,Paderborn 07,Bundesliga,25,1994,27.4,1181,24,207,545,547,90,1044,36,80,45.0,41,3,803,6045,3470,160,49,44,60,39,1032,746,72.3,159
Anuar,MAR,MF,Valladolid,La Liga,24,1995,2.1,127,3,27,94,16,2,125,2,3,66.7,2,0,83,704,341,16,4,0,1,3,94,83,88.3,2
Houssem Aouar,FRA,MF,Lyon,Ligue 1,21,1998,21.7,1366,16,141,877,486,66,1325,65,104,62.5,72,5,1118,6090,3634,191,70,13,45,58,1291,1100,85.2,150
Adil Aouchiche,FRA,MF,Paris S-G,Ligue 1,17,2002,0.7,40,0,7,23,12,1,40,3,3,100.0,3,0,28,125,44,2,1,0,4,0,36,29,80.6,4
Dennis Appiah,FRA,DF,Nantes,Ligue 1,27,1992,17.8,1158,54,432,556,214,6,967,21,27,77.8,21,0,619,2840,1508,61,16,3,9,18,640,598,93.4,13
Mauro Arambarri,URU,MF,Getafe,La Liga,23,1995,34.1,1363,54,241,851,349,26,1318,29,43,67.4,32,2,748,3964,1493,66,20,5,35,39,722,613,84.9,61
Guilherme Arana,BRA,DF,Atalanta,Serie A,22,1997,0.9,68,2,26,25,20,3,58,0,2,0.0,1,1,44,222,126,4,1,0,1,1,42,39,92.9,4
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,30,1989,23.5,1868,49,375,1297,290,22,1836,13,22,59.1,14,1,1242,5140,2288,79,20,3,19,21,1451,1350,93.0,47
Luiz Araújo,BRA,FW,Lille,Ligue 1,23,1996,9.2,447,4,53,185,250,35,427,26,38,68.4,27,2,336,2002,1195,53,18,12,13,16,373,296,79.4,55
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,27,1991,32.1,1824,330,1083,814,51,19,1763,1,1,100.0,1,0,1065,7522,3686,66,9,0,6,4,1149,1133,98.6,16
Ronald Araújo,URU,DF,Barcelona,La Liga,20,1999,2.6,233,33,120,125,2,1,229,1,1,100.0,1,0,173,716,452,6,0,0,0,1,186,186,100.0,0
Anaitz Arbilla,ESP,DF,Eibar,La Liga,32,1987,22.3,1412,106,524,819,169,11,1266,4,6,66.7,4,0,751,5302,2321,67,18,1,8,10,740,714,96.5,11
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,26,1993,3.0,60,45,59,1,0,0,48,0,0,,0,0,37,152,87,0,0,0,0,0,30,28,93.3,0
Alphonse Areola,FRA,GK,Real Madrid,La Liga,26,1993,4.0,142,125,142,0,0,0,104,0,0,,0,0,77,336,185,0,0,0,0,1,62,62,100.0,0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,27,1992,12.0,780,47,216,362,243,19,667,4,7,57.1,5,0,437,2001,1087,58,18,2,7,4,488,449,92.0,38
Nicolò Armini,ITA,DF,Lazio,Serie A,18,2001,0.0,4,1,3,1,0,0,4,0,0,,0,0,1,7,0,0,0,0,0,0,2,2,100.0,0
Stuart Armstrong,SCO,MF,Southampton,Premier League,27,1992,19.1,882,48,167,412,368,49,863,31,53,58.5,33,2,593,3466,1879,90,31,9,37,29,732,560,76.5,86
José Arnaiz,ESP,MF,Leganés,La Liga,24,1995,3.7,169,4,19,69,97,17,164,13,23,56.5,14,0,148,694,443,24,6,6,16,14,152,113,74.3,26
José Arnaiz,ESP,FW,Osasuna,La Liga,24,1995,8.8,304,4,26,145,146,37,291,3,8,37.5,3,0,198,970,486,32,6,11,31,26,360,208,57.8,81
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,25,1994,31.3,1860,59,359,1110,494,24,1598,22,30,73.3,22,0,1065,5065,2593,101,26,3,22,28,1151,1057,91.8,63
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,24,1994,33.0,1134,1003,1129,5,0,0,882,0,0,,0,0,681,2610,1487,0,0,0,0,0,646,646,100.0,0
Kwadwo Asamoah,GHA,DF,Inter,Serie A,30,1988,7.1,428,23,114,176,165,22,386,13,15,86.7,13,0,286,1266,863,44,14,12,3,10,304,279,91.8,27
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,22,1997,7.0,402,24,137,242,49,0,383,7,10,70.0,7,0,209,1049,413,7,5,0,9,2,214,200,93.5,4
Sergio Asenjo,ESP,GK,Villarreal,La Liga,30,1989,34.0,1123,1026,1121,3,0,0,752,1,1,100.0,1,0,482,1954,963,0,0,0,0,0,447,446,99.8,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,23,1996,3.7,203,3,26,93,97,17,198,6,8,75.0,7,0,155,807,362,26,5,3,6,8,218,165,75.7,25
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,18,2001,0.8,43,1,13,29,6,0,43,2,3,66.7,2,0,31,190,146,6,3,0,1,1,38,32,84.2,0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,31,1987,36.2,1676,13,133,882,794,165,1585,60,97,61.9,67,1,1235,7020,3871,190,66,36,69,70,1959,1317,67.2,350
Roger Assalé,CIV,FW,Leganés,La Liga,25,1993,5.9,192,0,12,85,112,36,189,16,20,80.0,16,1,165,955,563,30,8,7,11,14,268,156,58.2,58
Youcef Atal,ALG,FW,Nice,Ligue 1,23,1996,11.1,740,18,161,365,299,48,677,41,85,48.2,43,3,556,3042,2104,96,26,16,38,29,621,512,82.4,72
Miguel Atienza,ESP,MF,Eibar,La Liga,20,1999,0.3,21,1,5,12,5,3,21,0,0,,0,0,12,56,12,0,0,0,1,0,13,12,92.3,2
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,27,1992,8.3,332,11,85,133,158,20,323,19,40,47.5,21,1,255,1389,838,32,16,7,21,20,321,215,67.0,37
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,30,1989,34.8,1248,29,159,502,672,168,1214,25,49,51.0,29,0,865,5143,3182,171,44,36,58,39,1528,939,61.5,291
Emil Audero,ITA,GK,Sampdoria,Serie A,22,1997,36.0,1127,1005,1125,2,0,0,727,1,1,100.0,1,0,469,2308,1224,0,0,0,0,0,397,395,99.5,0
Tommaso Augello,ITA,DF,Sampdoria,Serie A,24,1994,12.6,916,38,271,436,292,3,790,21,30,70.0,21,0,603,3640,2247,90,33,2,8,16,635,597,94.0,35
Jean-Kévin Augustin,FRA,FW,Monaco,Ligue 1,22,1997,3.0,80,1,5,38,42,19,79,8,12,66.7,8,1,62,257,139,7,1,1,9,7,115,57,49.6,27
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,25,1994,10.3,665,32,188,280,242,16,539,6,9,66.7,7,0,344,1695,970,40,22,3,12,10,400,353,88.3,27
Serge Aurier,CIV,DF,Tottenham,Premier League,26,1992,30.0,2057,120,582,895,680,54,1789,46,73,63.0,46,7,1198,4807,2607,130,41,8,36,31,1297,1146,88.4,108
Mathias Autret,FRA,MF,Brest,Ligue 1,28,1991,13.6,724,8,89,358,328,40,644,12,27,44.4,12,2,466,2357,1270,78,31,7,29,19,635,474,74.6,96
Ezequiel Ávila,ARG,FW,Osasuna,La Liga,25,1994,17.7,575,2,28,251,329,98,554,15,33,45.5,19,1,343,1831,986,59,15,14,43,34,840,395,47.0,168
Javier Avilés,ESP,MF,Leganés,La Liga,21,1997,2.0,103,1,16,41,60,10,103,4,7,57.1,4,0,77,576,367,19,9,1,1,6,92,70,76.1,15
Chidozie Awaziem,NGA,DF,Leganés,La Liga,22,1997,22.2,1012,107,448,556,62,14,915,3,5,60.0,3,0,519,2846,1418,31,9,0,5,4,509,486,95.5,11
Taiwo Awoniyi,NGA,FW,Mainz 05,Bundesliga,21,1997,5.4,178,4,19,80,93,34,175,10,18,55.6,11,0,126,546,340,15,4,5,27,11,223,129,57.8,67
Florian Ayé,FRA,FW,Brescia,Serie A,22,1997,15.3,505,23,79,222,232,60,494,22,33,66.7,23,1,314,1510,681,38,10,7,41,26,623,339,54.4,122
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,27,1991,35.0,1366,30,178,673,635,134,1331,75,117,64.1,78,4,1012,5700,2761,138,44,29,99,108,1682,956,56.8,248
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,24,1994,30.3,2017,139,976,977,227,29,1888,11,13,84.6,11,1,1327,7431,4696,119,29,3,11,4,1419,1362,96.0,27
