Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,24,1994,11.9,552,541,11,9,0,76,12,2,0,0,0,0,425,58,69,428,81,32,1,1,465,0,12,10,6
Antonis Aidonis,GER,DF,Stuttgart,Bundesliga,17,2001,0.9,34,26,8,0,0,1,0,5,0,0,0,0,13,13,8,2,21,3,8,0,14,1,1,3,2
Ola Aina,NGA,DF,Torino,Serie A,21,1996,24.0,1160,913,247,13,1,171,35,72,1,0,0,0,615,224,321,220,608,73,232,4,845,1,39,17,48
Youssef Aït Bennasser,MAR,MF,Monaco,Ligue 1,22,1996,11.9,739,717,22,22,2,133,32,2,0,0,0,0,587,76,76,199,513,23,0,1,638,1,21,13,11
Youssef Aït Bennasser,MAR,MF,Saint-Étienne,Ligue 1,22,1996,10.4,664,650,14,8,1,147,17,2,0,0,0,0,530,76,58,110,524,19,6,1,580,3,10,7,15
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,17,2001,0.6,33,31,2,0,0,3,0,1,0,0,0,0,29,2,2,28,3,0,2,0,30,0,0,1,0
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,24,1994,17.0,467,441,26,0,0,169,13,8,0,0,0,0,244,144,79,251,85,45,1,15,355,2,8,10,12
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,23,1995,24.5,1828,1785,43,26,1,180,67,3,0,0,0,0,1579,115,134,369,1363,62,17,5,1698,3,23,15,11
Carlos Akapo,EQG,DF,Huesca,La Liga,25,1993,11.4,442,352,90,3,1,62,6,8,0,0,0,0,243,103,96,63,253,30,87,1,346,4,11,5,15
Nathan Aké,NED,DF,Bournemouth,Premier League,23,1995,37.9,1728,1641,87,56,0,199,37,6,0,0,0,0,1305,151,272,1288,246,108,31,8,1490,0,38,21,20
Sergio Akieme,ESP,DF,Rayo Vallecano,La Liga,20,1997,2.0,89,79,10,1,0,17,4,6,0,0,0,0,62,13,14,64,14,2,9,0,70,2,3,1,3
Chadrac Akolo,COD,MF,Stuttgart,Bundesliga,23,1995,5.8,160,159,1,0,1,32,0,7,1,0,0,0,132,16,12,18,134,5,0,0,122,0,4,4,6
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,23,1995,5.5,271,257,14,8,0,25,6,0,0,0,0,0,203,28,40,33,212,16,6,2,229,0,6,4,8
Kevin Akpoguma,NGA,DF,Hannover 96,Bundesliga,23,1995,3.5,169,162,7,5,0,30,6,0,0,0,0,0,128,13,28,17,140,6,2,2,140,0,8,3,4
David Alaba,AUT,DF,Bayern Munich,Bundesliga,26,1992,28.1,2137,1846,291,27,7,397,48,103,5,0,0,0,1463,314,360,1606,203,52,259,1,1768,10,32,29,61
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,20,1998,21.1,1104,858,246,6,3,155,8,26,0,0,0,0,598,267,239,72,737,47,239,3,837,4,27,18,42
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,25,1992,14.1,391,373,18,1,1,83,5,9,0,0,0,0,262,87,42,50,282,29,1,7,304,1,6,10,11
Jordi Alba,ESP,DF,Barcelona,La Liga,29,1989,33.2,2686,2366,320,52,1,356,35,85,1,0,0,0,1995,414,277,2002,334,70,267,7,2305,6,24,60,71
Luis Alberto,ESP,MF,Lazio,Serie A,25,1992,22.1,1479,1247,232,50,9,285,76,42,135,17,22,8,999,165,315,68,1343,27,26,7,1121,9,22,40,39
Raúl Albiol,ESP,DF,Napoli,Serie A,32,1985,19.0,1126,1094,32,32,1,117,54,3,0,0,0,0,820,112,194,134,917,45,0,5,1000,1,18,3,11
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,27,1990,18.4,972,765,207,18,0,126,21,44,2,0,1,0,489,234,249,628,98,50,187,3,725,6,24,17,34
Marc Albrighton,ENG,FW,Leicester City,Premier League,28,1989,18.1,776,740,36,6,1,150,36,83,9,3,3,1,412,136,228,62,656,22,20,2,461,11,20,44,60
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,24,1993,13.5,274,246,28,0,1,46,0,6,0,0,0,0,186,49,39,43,212,14,1,1,210,2,3,6,5
Pedro Alcalá,ESP,DF,Girona,La Liga,29,1989,20.8,843,797,46,46,0,102,37,3,0,0,0,0,575,93,175,38,729,54,0,2,698,1,31,12,6
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,27,1991,26.8,2573,2431,142,72,4,360,143,16,61,19,1,14,1866,281,426,144,2299,81,8,19,2327,3,33,26,20
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,27,1991,33.1,1748,1641,107,91,0,301,120,19,16,4,3,1,1195,177,376,236,1395,90,0,8,1435,6,43,17,26
Toby Alderweireld,BEL,DF,Tottenham,Premier League,29,1989,32.5,2343,2257,86,80,2,143,104,5,0,0,0,0,1698,188,457,441,1768,101,6,13,2073,7,43,21,10
Álex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,1992,1.6,38,35,3,0,0,9,1,1,0,0,0,0,20,12,6,12,18,3,0,0,24,0,0,1,4
Alexis Alegue,FRA,FW,Nantes,Ligue 1,21,1996,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Iván Alejo,ESP,MF,Getafe,La Liga,23,1995,1.6,41,36,5,3,0,11,0,2,0,0,0,0,20,9,12,6,27,4,2,0,16,1,4,1,5
Carles Aleñá,ESP,MF,Barcelona,La Liga,20,1998,7.1,587,575,12,5,1,106,13,1,1,0,0,0,497,59,31,545,29,4,6,1,540,2,4,6,9
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,23,1995,25.0,831,554,277,74,0,48,36,0,0,0,0,0,391,37,403,75,618,3,0,105,581,3,30,1,4
Alexander,ARG,DF,Leganés,La Liga,29,1988,0.1,7,5,2,1,0,0,0,1,1,0,1,0,4,0,3,7,0,0,0,0,4,0,0,0,0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,19,1998,27.4,2208,1759,449,46,5,238,118,110,74,27,34,3,1134,392,682,181,1654,41,329,0,1652,12,67,74,67
Rachid Alioui,MAR,FW,Nîmes,Ligue 1,26,1992,13.9,383,364,19,0,0,104,8,23,0,0,0,0,233,88,62,67,244,36,4,6,273,0,15,9,11
Alisson,BRA,GK,Liverpool,Premier League,25,1992,38.0,1272,974,298,82,0,123,67,0,0,0,0,0,824,71,377,91,941,2,0,198,1048,2,33,11,2
Bobby Allain,FRA,GK,Dijon,Ligue 1,26,1991,13.0,466,290,176,50,0,29,7,0,0,0,0,0,149,12,305,27,342,0,0,71,288,0,24,1,0
Allan,BRA,MF,Napoli,Serie A,27,1991,29.1,2235,2128,107,69,12,271,43,9,1,0,0,0,1644,307,284,152,2006,48,17,9,1981,13,21,38,43
Allan,BRA,MF,Eint Frankfurt,Bundesliga,21,1997,2.0,65,63,2,1,0,10,1,1,0,0,0,0,41,13,11,48,8,5,0,2,43,0,3,4,0
Dele Alli,ENG,MF,Tottenham,Premier League,22,1996,20.3,1051,1017,34,10,10,202,20,22,3,0,1,0,816,102,133,47,943,33,9,8,841,7,14,41,37
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,24,1994,8.4,264,260,4,0,2,59,13,18,1,0,1,0,188,44,32,237,12,9,1,3,190,0,5,7,17
Júnior Alonso,PAR,DF,Celta Vigo,La Liga,25,1993,6.0,319,288,31,4,1,34,10,13,0,0,0,0,186,56,77,217,39,26,27,1,237,1,10,5,11
Marcos Alonso,ESP,DF,Chelsea,Premier League,27,1990,30.7,2236,1942,294,30,3,291,48,79,0,0,0,0,1539,426,271,1669,183,72,264,9,1855,3,37,63,57
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,29,1989,6.3,307,246,61,6,0,32,1,15,0,0,0,0,153,36,118,23,199,22,55,1,197,0,12,2,13
Sergio Álvarez,ESP,MF,Eibar,La Liga,26,1992,11.9,496,488,8,8,0,69,12,1,0,0,0,0,329,56,111,57,377,41,0,2,404,2,12,5,3
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,31,1986,13.0,444,296,148,24,0,45,8,0,0,0,0,0,182,15,247,49,330,0,0,43,293,4,8,4,1
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,23,1995,29.0,1251,1193,58,53,1,143,31,3,0,0,0,0,873,111,267,88,1045,87,4,5,1030,3,31,15,9
Bruno Alves,POR,DF,Parma,Serie A,36,1981,32.5,1204,1132,72,69,0,168,66,16,0,0,0,0,695,168,341,132,914,106,0,10,963,12,26,10,12
Dani Alves,BRA,MF,Paris S-G,Ligue 1,35,1983,18.0,1589,1505,84,17,18,360,42,45,6,0,0,0,1167,195,227,164,1328,29,61,3,1327,11,28,27,45
Alfons Amade,GER,MF,Hoffenheim,Bundesliga,18,1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0
Ibrahim Amadou,FRA,MF,Sevilla,La Liga,25,1993,8.5,365,358,7,6,0,89,11,2,0,0,0,0,264,49,52,49,278,23,0,2,313,2,7,3,13
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,28,1989,28.0,1071,1050,21,9,4,182,53,17,0,0,0,0,721,125,225,116,887,43,12,4,839,5,24,16,24
Daniel Amartey,GHA,DF,Leicester City,Premier League,23,1994,7.1,436,371,65,3,0,52,5,2,0,0,0,0,277,66,93,35,310,19,62,3,364,1,7,10,3
Jordi Amat,ESP,DF,Rayo Vallecano,La Liga,26,1992,30.7,1289,1216,73,66,0,179,59,1,0,0,0,0,936,137,216,263,917,86,7,3,1081,6,31,11,17
Amath,SEN,MF,Getafe,La Liga,22,1996,11.1,217,215,2,0,0,36,3,18,1,0,0,0,143,33,41,55,133,17,0,4,151,5,5,10,10
Jordan Amavi,FRA,DF,Marseille,Ligue 1,24,1994,24.2,1295,1051,244,19,1,243,24,62,0,0,0,0,713,235,347,698,236,92,225,2,967,3,36,23,51
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,20,1998,32.0,1188,956,232,30,1,191,20,17,0,0,0,0,714,211,263,158,749,50,202,1,938,4,29,27,27
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,21,1996,8.4,382,370,12,5,0,71,4,13,1,1,0,0,279,68,35,54,306,14,6,1,327,1,1,5,8
Yanis Ammour,FRA,MF,Montpellier,Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Amos,ENG,MF,Tottenham,Premier League,21,1997,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,22,1996,32.0,2048,1957,91,89,0,284,118,1,0,0,0,0,1551,174,323,350,1546,100,2,5,1816,3,35,22,14
Felipe Anderson,BRA,MF,West Ham,Premier League,25,1993,33.8,1810,1681,129,54,5,289,90,88,46,15,26,1,1195,268,347,193,1534,41,26,8,1321,10,29,74,103
Florin Andone,ROU,FW,Brighton,Premier League,25,1993,9.8,182,177,5,0,0,59,2,8,0,0,0,0,109,33,40,19,114,20,0,2,124,1,8,5,11
Benjamin André,FRA,MF,Rennes,Ligue 1,27,1990,27.7,1479,1444,35,27,3,336,24,11,0,0,0,0,1019,233,227,187,1105,90,1,7,1182,10,30,39,33
Marco Andreolli,ITA,DF,Cagliari,Serie A,32,1986,1.2,69,69,0,0,0,6,0,0,0,0,0,0,54,4,11,9,54,6,0,0,62,0,1,0,1
Marco Andreolli,ITA,DF,Chievo,Serie A,32,1986,7.2,233,226,7,7,0,40,6,0,0,0,0,0,153,22,58,51,160,10,0,2,191,1,9,0,1
Yoann Andreu,FRA,DF,Angers,Ligue 1,29,1989,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
José Ángel,ESP,DF,Eibar,La Liga,28,1989,33.6,2147,1628,519,65,3,307,132,142,46,1,14,0,756,394,997,1429,176,100,408,10,1403,12,81,35,72
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,362,258,104,27,0,17,9,0,0,0,0,0,189,21,152,45,266,0,0,33,292,2,7,1,0
Cristian Ansaldi,ARG,DF,Torino,Serie A,31,1986,20.1,878,675,203,31,0,122,82,131,24,1,3,0,391,136,351,355,361,12,147,1,579,7,23,18,26
Mirco Antenucci,ITA,FW,SPAL,Serie A,33,1984,23.7,563,523,40,1,1,132,3,29,0,0,0,0,404,98,61,74,419,30,4,13,425,0,7,15,29
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,22,1996,34.0,1704,1628,76,64,1,243,58,2,0,0,0,0,1250,180,274,280,1262,112,12,6,1434,3,36,11,40
Luca Antonelli,ITA,DF,Empoli,Serie A,31,1987,8.4,379,326,53,8,0,31,5,9,0,0,0,0,240,52,87,238,80,14,45,0,273,4,9,8,14
Mauro Antonio Burruchaga,ARG,MF,Chievo,Serie A,20,1998,0.6,37,35,2,2,0,11,0,0,0,0,0,0,27,6,4,27,9,0,0,0,31,0,1,1,1
Michail Antonio,JAM,FW,West Ham,Premier League,28,1990,23.4,767,707,60,1,3,174,21,49,0,0,0,0,429,164,174,81,517,49,55,13,509,2,23,35,39
Antoñito,ESP,DF,Valladolid,La Liga,30,1987,20.7,902,743,159,9,0,128,20,65,0,0,0,0,475,208,219,74,645,26,150,2,671,5,20,15,36
Vitorino Antunes,POR,DF,Getafe,La Liga,31,1987,24.2,1178,814,364,62,2,127,59,83,47,1,5,2,398,279,501,764,77,71,255,1,713,8,49,36,53
Anuar,MAR,MF,Valladolid,La Liga,23,1995,12.0,401,390,11,5,0,81,10,4,4,0,2,1,263,60,78,35,305,43,0,2,306,4,12,7,11
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,31,1987,11.4,565,509,56,21,0,77,32,16,25,0,0,0,361,73,131,462,54,31,9,4,465,3,7,3,12
Houssem Aouar,FRA,MF,Lyon,Ligue 1,20,1998,34.0,2069,2035,34,23,11,321,58,12,2,0,0,0,1736,191,142,159,1854,38,8,4,1801,4,21,42,47
Emmanuel Apeh,NGA,MF,Celta Vigo,La Liga,21,1996,0.2,7,7,0,0,0,1,0,0,0,0,0,0,5,2,0,2,5,0,0,0,6,0,0,0,1
Mauro Arambarri,URU,MF,Getafe,La Liga,22,1995,29.7,804,775,29,19,0,146,65,18,2,0,2,0,369,136,299,98,598,67,3,5,560,7,23,14,25
Guilherme Arana,BRA,MF,Sevilla,La Liga,21,1997,7.0,295,242,53,5,0,54,3,10,0,0,0,0,194,57,44,212,22,10,48,1,239,2,6,5,15
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,29,1989,21.0,1647,1596,51,37,10,251,31,10,11,0,3,1,1270,190,187,196,1371,50,3,17,1449,8,15,24,26
Luiz Araújo,BRA,FW,Lille,Ligue 1,22,1996,8.7,311,284,27,10,1,72,18,17,10,2,4,0,200,40,71,253,41,7,7,1,232,5,6,5,9
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,26,1991,29.8,1478,1432,46,41,1,195,25,3,0,0,0,0,1156,119,203,200,1159,83,5,2,1299,3,17,11,10
Anaitz Arbilla,ESP,DF,Eibar,La Liga,31,1987,21.7,1094,1033,61,39,0,123,79,7,0,0,0,0,637,120,337,235,727,97,22,2,855,2,37,17,15
Joaquín Ardaiz,URU,FW,Frosinone,Serie A,19,1999,0.2,4,4,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,1,0,0,2,0,0,0,0
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,25,1993,21.0,508,350,158,24,0,37,11,0,0,0,0,0,378,15,115,36,372,0,0,96,437,0,11,1,1
Santiago Arias,COL,DF,Atlético Madrid,La Liga,26,1992,19.7,1037,856,181,8,5,191,11,43,0,0,0,0,618,190,229,71,702,65,173,4,821,1,8,24,31
Lorenzo Ariaudo,ITA,DF,Frosinone,Serie A,29,1989,18.7,608,570,38,37,1,84,18,0,0,0,0,0,427,44,137,271,275,42,1,4,512,1,10,1,2
Nicolò Armini,ITA,DF,Lazio,Serie A,17,2001,0.4,25,23,2,0,0,5,0,0,0,0,0,0,18,4,3,3,19,1,2,0,17,0,2,1,0
Yoël Armougom,FRA,DF,Caen,Ligue 1,20,1998,20.6,910,724,186,6,2,128,21,49,1,0,0,0,448,167,295,629,43,47,179,1,636,0,21,18,32
Stuart Armstrong,SCO,MF,Southampton,Premier League,26,1992,15.9,661,617,44,4,3,124,17,15,13,8,2,1,446,126,89,111,492,32,6,5,505,3,9,26,32
José Arnaiz,ESP,DF,Leganés,La Liga,23,1995,1.3,32,31,1,1,0,13,0,1,0,0,0,0,23,2,7,8,20,2,0,0,25,0,1,1,3
Marko Arnautović,AUT,FW,West Ham,Premier League,29,1989,22.1,662,621,41,1,4,153,12,29,0,0,0,0,452,122,88,79,508,37,5,9,497,3,14,33,30
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,1994,31.9,1469,1262,207,116,5,221,114,61,69,8,7,1,824,213,432,1060,304,62,22,9,1105,6,41,17,35
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36.0,1161,858,303,42,0,105,38,0,1,1,0,0,789,61,311,158,833,0,0,160,997,2,22,5,1
Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,22.2,689,633,56,15,0,105,20,11,0,0,0,0,439,113,137,327,292,52,3,5,541,3,12,24,17
Kwadwo Asamoah,GHA,DF,Inter,Serie A,29,1988,29.7,2216,1990,226,25,0,264,51,59,0,0,0,0,1571,331,314,1769,194,35,201,8,1933,1,13,42,44
Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,7.8,170,167,3,2,0,48,3,8,0,0,0,0,117,35,18,39,110,10,1,5,118,1,4,8,9
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,1997,27.0,1140,1111,29,22,1,167,23,10,1,0,0,0,810,158,172,200,793,120,5,5,923,4,20,21,34
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32.0,805,471,334,83,0,26,22,0,0,0,0,0,296,57,452,79,547,0,0,129,521,8,19,3,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,19.8,1019,968,51,6,8,176,31,72,22,1,1,0,803,95,121,850,126,15,22,5,842,6,8,16,43
Iago Aspas,ESP,FW,Celta Vigo,La Liga,30,1987,25.0,904,859,45,14,2,187,23,31,5,0,0,0,667,147,90,604,223,46,12,8,722,4,4,27,29
Simon Asta,GER,DF,Augsburg,Bundesliga,17,2001,1.0,35,30,5,0,0,7,0,1,0,0,0,0,18,4,13,3,23,3,5,0,21,0,0,1,1
Youcef Atal,ALG,DF,Nice,Ligue 1,22,1996,25.1,1278,1077,201,28,1,176,26,58,2,0,1,0,888,182,208,66,982,39,171,1,1027,1,17,34,39
Christian Atsu,GHA,MF,Newcastle Utd,Premier League,26,1992,16.6,450,441,9,0,1,104,6,29,3,1,1,0,296,76,78,346,65,21,5,5,333,3,11,16,18
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,29,1989,30.3,737,697,40,1,4,152,7,42,0,0,0,0,500,132,105,65,613,26,4,4,528,6,14,31,35
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36.0,1158,775,383,88,0,93,13,0,0,0,0,0,636,61,461,127,810,0,0,187,849,4,18,7,4
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,80,80,0,0,1,14,0,6,0,0,0,0,64,8,8,8,63,8,0,0,65,0,1,3,2
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,1994,33.6,1979,1623,356,40,1,279,53,100,20,0,0,0,1107,451,421,1393,155,97,296,8,1559,3,30,35,55
Serge Aurier,CIV,DF,Tottenham,Premier League,25,1992,6.3,346,288,58,2,0,48,6,18,0,0,0,0,193,79,74,39,224,16,56,1,250,0,5,12,15
Charlie Austin,ENG,FW,Southampton,Premier League,29,1989,10.9,197,192,5,1,0,58,5,3,0,0,0,0,102,40,55,11,131,27,0,4,119,1,7,3,4
Ezequiel Ávila,ARG,FW,Huesca,La Liga,24,1994,22.2,576,548,28,1,4,106,42,39,3,0,0,0,230,131,215,148,299,69,12,8,314,6,25,18,36
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,278,265,13,0,0,90,2,9,0,0,0,0,196,42,40,16,220,6,0,7,205,2,2,11,18
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,23,1994,27.2,1430,1339,91,80,1,167,93,4,0,0,0,0,1075,106,249,103,1243,55,11,7,1265,2,20,15,16
Floyd Ayité,TOG,FW,Fulham,Premier League,29,1988,5.3,207,201,6,2,0,37,2,3,2,0,1,1,152,26,29,47,139,11,2,3,163,0,1,0,9
César Azpilicueta,ESP,DF,Chelsea,Premier League,28,1989,37.8,2914,2539,375,34,1,246,32,95,0,0,0,0,2040,493,381,154,2260,118,341,8,2488,6,25,54,85
Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,23.4,1037,995,42,40,0,140,38,0,0,0,0,0,731,117,189,134,816,57,2,7,856,1,33,8,11
Florian Baak,GER,MF,Hertha BSC,Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludovic Baal,GUF,DF,Rennes,Ligue 1,32,1986,1.4,90,74,16,1,0,7,1,3,0,0,0,0,52,15,23,68,3,4,15,0,70,0,2,0,2
Khouma Babacar,SEN,FW,Sassuolo,Serie A,25,1993,16.5,303,264,39,0,1,59,2,4,0,0,0,0,228,46,29,28,240,17,4,4,248,0,1,4,12
Ryan Babel,NED,FW,Fulham,Premier League,31,1986,13.9,518,484,34,7,0,69,17,18,16,6,4,2,378,68,72,35,460,13,4,4,415,2,7,10,23
Carlos Bacca,COL,FW,Villarreal,La Liga,31,1986,14.1,274,257,17,0,2,49,5,15,0,0,0,0,192,43,39,18,221,23,1,2,192,0,2,18,11
Juninho Bacuna,CUW,MF,Huddersfield,Premier League,20,1997,15.7,756,691,65,25,7,133,34,14,16,7,5,3,480,113,163,123,577,19,20,2,559,2,26,36,24
Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,6.2,172,150,22,9,0,27,5,4,1,0,0,1,85,30,57,15,128,10,11,1,112,2,4,8,5
