Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Patrick Burner,MTQ,DF,Nice,Ligue 1,22,1996,15.0,742,609,133,15,1,112,9,22,1,0,0,0,497,142,103,33,575,12,117,0,629,1,11,10,16
Sergio Busquets,ESP,MF,Barcelona,La Liga,30,1988,30.2,2397,2298,99,95,4,363,62,1,0,0,0,0,1911,235,251,384,1876,99,4,9,2163,3,19,37,37
Gaëtan Bussmann,FRA,DF,Mainz 05,Bundesliga,27,1991,1.0,57,50,7,0,0,7,2,1,0,0,0,0,32,2,23,34,9,5,7,0,40,0,3,0,0
Unai Bustinza,ESP,DF,Leganés,La Liga,26,1992,22.5,1011,821,190,39,0,151,37,24,0,0,0,0,458,176,377,28,702,102,151,8,708,5,35,18,18
Ludovic Butelle,FRA,GK,Angers,Ligue 1,35,1983,36.0,971,563,408,131,0,50,28,0,0,0,0,0,312,56,603,554,183,0,0,170,607,4,29,3,0
David Button,ENG,GK,Brighton,Premier League,29,1989,4.0,106,63,43,9,0,4,1,0,0,0,0,0,18,0,88,3,78,0,0,10,45,0,4,1,0
Erick Cabaco,URU,DF,Levante,La Liga,23,1995,18.1,712,662,50,37,0,75,35,1,0,0,0,0,410,105,197,33,606,47,13,3,522,3,8,21,12
Willy Caballero,ARG,GK,Chelsea,Premier League,36,1981,2.0,63,41,22,6,0,3,1,0,0,0,0,0,32,7,24,4,48,0,0,9,51,0,0,0,0
Rémy Cabella,FRA,MF,Saint-Étienne,Ligue 1,28,1990,33.3,2100,2011,89,39,9,404,30,65,19,0,0,0,1665,241,194,307,1721,36,12,12,1757,6,35,48,41
Gustavo Cabral,ARG,DF,Celta Vigo,La Liga,32,1985,21.1,926,898,28,27,0,100,20,0,0,0,0,0,685,104,137,109,702,78,1,6,807,1,17,5,6
Rafael Cabral,BRA,GK,Sampdoria,Serie A,28,1990,2.0,64,39,25,10,0,10,0,0,0,0,0,0,30,3,31,4,52,0,0,8,46,1,0,1,1
Leandro Cabrera,URU,DF,Getafe,La Liga,27,1991,31.0,1073,887,186,63,0,175,88,38,1,0,0,0,268,210,595,573,126,168,121,0,576,10,58,24,43
Fabrizio Cacciatore,ITA,DF,Chievo,Serie A,31,1986,5.5,267,222,45,3,0,24,4,12,0,0,0,0,137,42,88,65,137,18,42,0,198,1,5,6,7
Fabrizio Cacciatore,ITA,DF,Cagliari,Serie A,31,1986,6.4,375,329,46,2,0,53,13,17,0,0,0,0,202,64,109,61,253,13,44,3,293,0,8,4,16
Martín Cáceres,URU,DF,Juventus,Serie A,31,1987,7.0,461,446,15,8,0,50,6,2,0,0,0,0,379,35,47,79,354,15,7,2,420,1,5,4,8
Martín Cáceres,URU,DF,Lazio,Serie A,31,1987,3.4,154,141,13,6,0,21,2,3,0,0,0,0,116,12,26,37,105,1,7,2,128,1,4,4,4
Anthony Caci,FRA,DF,Strasbourg,Ligue 1,21,1997,25.5,1414,1240,174,16,1,250,59,27,2,0,0,0,908,230,276,350,831,54,156,8,1153,1,29,27,34
Mathieu Cafaro,FRA,FW,Reims,Ligue 1,21,1997,23.3,747,639,108,38,5,138,50,64,59,10,12,5,404,113,230,74,622,35,6,3,456,5,18,15,34
Gary Cahill,ENG,DF,Chelsea,Premier League,32,1985,0.3,18,18,0,0,0,0,0,0,0,0,0,0,17,1,0,3,14,1,0,0,17,0,0,1,0
Yannick Cahuzac,FRA,MF,Toulouse,Ligue 1,33,1985,15.9,547,527,20,13,0,87,3,1,0,0,0,0,326,111,110,26,418,73,6,11,448,0,15,7,10
Felipe Caicedo,ECU,FW,Lazio,Serie A,29,1988,15.2,367,361,6,0,1,94,2,4,0,0,0,0,268,58,41,250,69,25,1,7,277,2,7,10,10
Marc-Aurèle Caillard,FRA,GK,Guingamp,Ligue 1,24,1994,21.0,548,309,239,66,0,32,14,0,0,0,0,0,137,21,390,16,410,1,0,66,292,4,31,0,4
Tom Cairney,SCO,MF,Fulham,Premier League,27,1991,24.4,1416,1384,32,17,4,230,27,18,4,3,1,0,1179,112,125,1243,141,19,1,4,1255,9,18,29,14
Caiuby,BRA,FW,Augsburg,Bundesliga,30,1988,11.2,394,385,9,2,1,87,10,21,0,0,0,0,239,68,87,163,143,50,7,3,276,2,14,11,22
Arturo Calabresi,ITA,DF,Bologna,Serie A,22,1996,15.7,723,624,99,18,1,85,13,10,0,0,0,0,431,139,153,45,551,34,81,5,577,1,14,13,18
Davide Calabria,ITA,DF,Milan,Serie A,21,1996,21.7,1476,1279,197,20,4,219,28,52,1,0,0,0,973,213,290,121,1116,54,176,4,1194,8,34,25,39
Jordi Calavera,ESP,DF,Eibar,La Liga,22,1995,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Calero,ESP,DF,Valladolid,La Liga,22,1995,34.8,1432,1364,68,62,0,157,36,4,0,0,0,0,1041,127,264,293,1007,102,6,5,1221,4,21,14,10
Duje Ćaleta-Car,CRO,DF,Marseille,Ligue 1,21,1996,17.2,806,787,19,17,1,119,31,1,0,0,0,0,581,70,155,195,527,51,2,4,696,2,16,2,7
Hakan Çalhanoğlu,TUR,FW,Milan,Serie A,24,1994,32.0,1887,1718,169,56,11,360,142,61,94,17,11,2,1291,241,355,138,1674,38,18,8,1507,4,32,36,52
Daniel Caligiuri,ITA,DF,Schalke 04,Bundesliga,30,1988,30.6,1664,1202,462,93,3,227,63,80,64,3,21,3,717,371,576,167,1113,63,305,2,1144,12,34,36,64
José Callejón,ESP,MF,Napoli,Serie A,31,1987,29.4,1683,1547,136,17,11,249,73,104,82,5,14,3,1077,290,316,182,1399,56,36,5,1369,2,16,30,44
Jonathan Calleri,ARG,FW,Alavés,La Liga,24,1993,31.9,740,716,24,0,1,230,19,32,0,0,0,0,338,204,198,63,450,82,2,26,457,5,20,23,40
Jan-Ingwer Callsen-Bracker,GER,DF,Augsburg,Bundesliga,33,1984,0.1,5,5,0,0,0,3,1,0,0,0,0,0,3,2,0,1,4,0,0,0,5,0,0,0,0
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,21,1997,19.8,445,435,10,0,3,157,6,16,0,0,0,0,242,109,94,48,275,40,2,9,278,2,15,18,19
Ignacio Camacho,ESP,MF,Wolfsburg,Bundesliga,28,1990,6.0,319,303,16,15,1,60,13,2,0,0,0,0,199,42,78,25,246,28,1,3,245,1,9,5,10
Juanjo Camacho,ESP,MF,Huesca,La Liga,37,1980,0.4,22,22,0,0,0,2,1,0,0,0,0,0,10,6,6,14,3,4,0,1,13,0,1,0,1
Rafael Camacho,POR,DF,Liverpool,Premier League,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahdi Camara,FRA,FW,Saint-Étienne,Ligue 1,20,1998,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Souleymane Camara,SEN,FW,Montpellier,Ligue 1,35,1982,1.5,53,50,3,0,0,14,0,1,0,0,0,0,37,11,5,13,31,2,1,1,36,0,0,1,5
Víctor Camarasa,ESP,MF,Cardiff City,Premier League,24,1994,28.5,1006,864,142,52,1,204,68,45,74,34,23,11,634,130,242,100,839,41,6,2,700,5,25,49,36
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,15,2002,4.0,143,141,2,2,0,28,2,0,0,0,0,0,109,20,14,116,20,5,0,0,122,1,1,2,3
Sergio Camello,ESP,FW,Atlético Madrid,La Liga,17,2001,0.5,10,10,0,0,0,0,1,1,0,0,0,0,8,0,2,2,8,0,0,0,8,0,1,0,1
José Campaña,ESP,MF,Levante,La Liga,25,1993,35.7,1963,1764,199,84,2,314,93,34,106,25,19,4,1312,290,361,268,1578,92,6,4,1580,7,45,33,42
Joel Campbell,CRC,FW,Frosinone,Serie A,26,1992,9.9,270,247,23,4,0,51,15,16,6,0,0,0,189,38,43,217,39,5,3,3,193,1,4,12,13
Emre Can,GER,MF,Juventus,Serie A,24,1994,20.1,1026,1003,23,15,2,193,31,15,1,0,0,0,751,142,133,206,727,53,7,7,890,2,15,12,10
Sergio Canales,ESP,MF,Betis,La Liga,27,1991,29.5,1859,1692,167,70,7,349,76,62,87,8,10,2,1412,169,278,1675,156,14,7,5,1554,8,24,18,43
João Cancelo,POR,DF,Juventus,Serie A,24,1994,21.9,1526,1344,182,19,6,170,50,82,12,1,1,0,999,233,294,157,1143,52,151,7,1261,1,29,29,29
Antonio Candreva,ITA,FW,Inter,Serie A,31,1987,5.6,302,264,38,6,0,40,11,39,22,1,3,1,183,32,87,53,230,8,10,1,210,0,7,5,22
Ander Capa,ESP,DF,Athletic Club,La Liga,26,1992,18.2,923,718,205,10,0,140,12,43,2,0,0,0,457,222,244,63,588,61,193,2,676,5,18,18,41
Luan Capanni,BRA,FW,Lazio,Serie A,18,2000,0.1,5,5,0,0,0,1,0,0,0,0,0,0,3,0,2,0,3,1,0,0,3,0,0,0,2
Pierrick Capelle,FRA,MF,Angers,Ligue 1,31,1987,20.5,959,840,119,22,1,152,22,36,19,0,0,0,654,122,183,732,96,36,78,2,763,3,10,14,27
Leonardo Capezzi,ITA,MF,Empoli,Serie A,23,1995,8.6,546,526,20,17,0,62,23,7,1,0,0,0,417,36,93,115,392,29,1,3,459,1,10,4,10
Étienne Capoue,FRA,MF,Watford,Premier League,30,1988,32.7,1749,1694,55,43,5,240,83,7,1,0,0,0,1163,250,336,269,1303,114,5,6,1480,5,25,44,17
Gianluca Caprari,ITA,FW,Sampdoria,Serie A,25,1993,11.5,440,396,44,11,2,75,19,20,25,3,1,1,316,58,66,57,368,8,2,4,342,2,12,8,14
Marco Capuano,ITA,DF,Frosinone,Serie A,26,1991,25.6,1172,1110,62,45,0,182,13,2,0,0,0,0,831,103,238,855,204,64,17,6,973,4,21,10,15
Francesco Caputo,ITA,FW,Empoli,Serie A,30,1987,38.0,921,865,56,4,4,197,22,39,2,1,0,0,702,154,65,147,705,23,9,21,712,3,15,23,30
Yoan Cardinale,FRA,GK,Nice,Ligue 1,24,1994,3.0,63,55,8,1,0,6,1,0,0,0,0,0,61,1,1,1,45,0,0,17,62,0,0,0,0
Marc Cardona,ESP,FW,Eibar,La Liga,23,1995,6.7,179,170,9,0,0,42,2,11,0,0,0,0,122,32,25,34,122,10,2,2,128,2,1,4,8
Diego Carlos,BRA,DF,Nantes,Ligue 1,25,1993,35.0,1679,1604,75,66,3,227,75,3,0,0,0,0,1167,128,384,154,1398,92,9,5,1389,12,42,9,16
Jonas Carls,GER,DF,Schalke 04,Bundesliga,21,1997,1.0,31,20,11,0,0,0,0,4,1,0,0,0,10,11,10,19,2,0,10,0,19,0,0,0,2
Louis Carnot,FRA,MF,Guingamp,Ligue 1,17,2001,0.1,4,3,1,1,0,1,0,0,0,0,0,0,2,1,1,2,2,0,0,0,3,0,0,0,1
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,27,1991,19.2,1043,846,197,18,1,168,20,42,0,0,0,0,616,241,186,719,77,51,179,4,815,1,17,16,45
Daniel Carriço,POR,DF,Sevilla,La Liga,29,1988,23.7,989,951,38,36,0,157,26,2,0,0,0,0,637,129,223,123,754,84,2,5,806,2,18,16,11
Guido Carrillo,ARG,FW,Leganés,La Liga,27,1991,22.1,623,613,10,0,1,215,3,4,0,0,0,0,267,202,154,34,313,116,3,23,416,3,14,13,20
Andy Carroll,ENG,FW,West Ham,Premier League,29,1989,5.1,127,124,3,0,0,45,6,3,0,0,0,0,66,33,28,56,30,9,0,4,84,0,2,4,6
Dani Carvajal,ESP,DF,Real Madrid,La Liga,26,1992,23.4,1834,1585,249,29,0,231,49,56,1,0,0,0,1188,383,263,112,1421,67,219,6,1593,1,23,22,57
William Carvalho,POR,MF,Betis,La Liga,26,1992,26.5,1912,1874,38,36,9,357,53,1,0,0,0,0,1532,185,195,242,1590,47,1,4,1705,4,17,39,21
Casemiro,BRA,MF,Real Madrid,La Liga,26,1992,25.7,1629,1574,55,50,0,224,76,10,0,0,0,0,1165,213,251,154,1341,82,5,9,1438,10,20,12,19
Santiago Cáseres,ARG,MF,Villarreal,La Liga,21,1997,17.6,861,826,35,34,0,128,38,1,0,0,0,0,671,89,101,119,684,47,0,0,781,3,4,9,8
Moreto Cassamã,GNB,MF,Reims,Ligue 1,20,1998,0.7,48,48,0,0,0,6,1,0,0,0,0,0,41,2,5,2,44,1,0,1,41,0,2,2,2
Francesco Cassata,ITA,MF,Frosinone,Serie A,21,1997,12.5,352,348,4,2,0,66,16,7,1,0,0,0,240,58,54,27,315,6,1,0,270,2,6,10,12
Timothy Castagne,BEL,DF,Atalanta,Serie A,22,1995,22.3,1251,1080,171,11,3,188,15,52,0,0,0,0,824,214,213,174,860,46,160,2,1043,4,10,29,37
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,26,1992,25.5,1191,934,257,57,0,115,43,0,0,0,0,0,638,78,475,800,208,0,0,152,919,7,27,4,5
Samu Castillejo,ESP,FW,Milan,Serie A,23,1995,11.4,508,451,57,10,6,110,21,28,26,1,1,2,371,61,76,388,86,7,18,3,409,2,4,5,18
Gonzalo Castro,GER,MF,Stuttgart,Bundesliga,31,1987,18.8,927,795,132,62,2,136,44,26,52,13,16,3,563,110,254,112,740,45,18,5,688,5,20,9,26
Jonny Castro,ESP,DF,Wolves,Premier League,24,1994,30.8,1404,1118,286,9,0,247,19,40,0,0,0,0,803,356,245,346,688,54,277,7,1129,4,20,48,49
Lucas Castro,ARG,MF,Cagliari,Serie A,29,1989,10.0,488,478,10,5,1,87,12,29,2,0,0,0,331,53,104,38,412,28,3,2,371,4,4,14,12
Danilo Cataldi,ITA,MF,Lazio,Serie A,23,1994,6.4,385,334,51,17,1,67,9,13,29,2,1,1,277,42,66,68,301,6,4,3,307,1,8,5,9
Catena,ESP,DF,Rayo Vallecano,La Liga,23,1994,2.0,88,84,4,4,0,7,2,0,0,0,0,0,71,7,10,5,81,0,0,0,78,0,1,0,3
Craig Cathcart,NIR,DF,Watford,Premier League,29,1989,34.4,1284,1258,26,25,0,160,46,3,0,0,0,0,841,137,306,357,772,109,1,1,1068,2,21,21,17
Ivan Cavaleiro,POR,FW,Wolves,Premier League,24,1993,7.7,357,332,25,1,1,90,9,39,17,8,6,2,222,68,67,57,270,12,7,1,252,2,7,13,19
Edinson Cavani,URU,FW,Paris S-G,Ligue 1,31,1987,18.6,364,338,26,1,0,59,3,10,1,0,0,0,283,60,21,75,274,7,3,4,276,2,6,14,14
Santi Cazorla,ESP,MF,Villarreal,La Liga,33,1984,29.4,1744,1541,203,82,5,256,123,53,114,19,29,5,1187,190,367,527,1143,57,7,4,1413,11,21,35,27
Dani Ceballos,ESP,MF,Real Madrid,La Liga,21,1996,13.9,1045,1015,30,17,3,160,27,10,2,0,0,0,905,84,56,40,975,10,11,4,964,2,2,13,24
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,26,1992,11.0,581,546,35,23,1,106,15,1,0,0,0,0,415,68,98,196,334,21,12,1,503,1,13,6,0
Petr Čech,CZE,GK,Arsenal,Premier League,36,1982,6.5,267,193,74,20,0,23,11,0,0,0,0,0,149,20,98,172,39,0,0,49,190,0,9,4,0
Žan Celar,SVN,FW,Roma,Serie A,19,1999,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1
Zeki Çelik,TUR,DF,Lille,Ligue 1,21,1997,33.0,1723,1355,368,15,2,260,20,70,0,0,0,0,974,334,415,117,1152,85,353,4,1294,6,36,26,70
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,28,1989,22.8,1186,1148,38,36,0,203,49,2,0,0,0,0,785,129,272,241,843,61,2,5,995,2,18,7,11
Fabio Ceravolo,ITA,FW,Parma,Serie A,31,1987,13.2,267,240,27,0,0,74,2,8,0,0,0,0,170,50,47,54,167,21,0,10,193,2,7,6,10
Alberto Cerri,ITA,FW,Cagliari,Serie A,22,1996,7.4,216,214,2,1,1,60,5,1,0,0,0,0,98,68,50,16,133,36,0,4,135,0,7,14,14
Boštjan Cesar,SVN,DF,Chievo,Serie A,36,1982,12.0,385,371,14,14,0,36,10,0,0,0,0,0,276,38,71,266,82,25,0,2,331,1,7,5,3
Nacer Chadli,BEL,MF,Monaco,Ligue 1,28,1989,7.7,330,269,61,15,0,79,12,10,22,0,3,0,215,57,58,72,209,19,24,0,262,1,6,7,8
Fouad Chafik,MAR,DF,Dijon,Ligue 1,31,1986,20.5,944,727,217,10,1,163,11,38,1,0,0,0,454,217,273,49,637,41,206,2,706,2,18,21,30
Nathaniel Chalobah,ENG,MF,Watford,Premier League,23,1994,3.0,116,113,3,2,0,16,1,0,0,0,0,0,84,10,22,18,84,8,0,1,89,2,7,4,2
Calum Chambers,ENG,MF,Fulham,Premier League,23,1995,28.8,1513,1481,32,26,4,187,47,9,0,0,0,0,1010,180,323,176,1209,79,6,8,1188,7,41,35,27
Timothy Chandler,USA,FW,Eint Frankfurt,Bundesliga,28,1990,0.2,3,3,0,0,0,0,0,2,0,0,0,0,1,1,1,0,3,0,0,0,2,0,0,0,0
Kwon Chang-hoon,KOR,FW,Dijon,Ligue 1,24,1994,10.4,348,314,34,8,0,75,14,21,22,3,2,3,214,60,74,281,43,12,2,1,244,1,4,7,16
Charles,BRA,FW,Eibar,La Liga,34,1984,19.3,561,526,35,0,1,156,2,8,0,0,0,0,270,161,130,14,369,76,4,27,386,2,6,13,25
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,27,1991,36.0,1519,1386,133,68,1,206,78,39,58,3,4,0,990,160,369,1227,232,39,6,4,1178,10,34,29,34
Pablo Chavarría,ARG,FW,Reims,Ligue 1,30,1988,21.9,417,391,26,0,0,138,5,29,0,0,0,0,231,116,70,47,264,44,0,16,256,2,9,18,21
Chechu,ESP,DF,Rayo Vallecano,La Liga,36,1982,1.0,50,49,1,1,0,2,1,0,0,0,0,0,39,4,7,33,13,3,0,0,43,0,2,1,1
Pape Cheikh Diop,SEN,MF,Lyon,Ligue 1,20,1997,5.0,233,228,5,4,0,46,5,0,0,0,0,0,203,19,11,45,179,8,1,0,211,0,1,6,5
Chema,ESP,DF,Levante,La Liga,26,1992,13.9,380,366,14,11,0,47,19,0,1,0,0,0,233,38,109,269,71,28,2,2,285,0,19,7,4
Denis Cheryshev,RUS,MF,Valencia,La Liga,27,1990,19.0,722,704,18,3,2,144,19,83,1,0,0,0,418,135,169,526,107,50,12,3,472,0,33,19,47
Raman Chibsah,GHA,MF,Frosinone,Serie A,25,1993,29.1,941,923,18,11,1,136,25,12,1,0,0,0,701,116,124,43,835,43,5,8,761,0,17,22,32
Leandro Chichizola,ARG,GK,Getafe,La Liga,28,1990,1.0,26,15,11,8,0,0,1,0,0,0,0,0,3,5,18,2,16,0,0,3,12,0,0,1,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,33,1984,22.1,1339,1305,34,23,4,154,51,7,1,0,0,0,934,154,251,989,245,59,10,13,1147,3,38,15,12
Federico Chiesa,ITA,FW,Fiorentina,Serie A,20,1997,33.7,981,909,72,5,6,196,33,96,11,0,0,0,608,202,171,195,696,22,52,7,673,6,39,29,49
Ben Chilwell,ENG,DF,Leicester City,Premier League,21,1996,36.0,2243,1814,429,39,3,330,42,115,4,0,2,1,1222,429,592,1400,264,114,386,5,1584,14,73,70,81
Vlad Chiricheș,ROU,DF,Napoli,Serie A,28,1989,1.6,134,130,4,4,0,23,8,0,0,0,0,0,113,8,13,16,113,1,0,1,124,0,1,1,1
Tahith Chong,NED,FW,Manchester Utd,Premier League,18,1999,0.4,15,15,0,0,1,0,0,0,0,0,0,0,14,0,1,15,0,0,0,0,13,0,0,1,0
Hamza Choudhury,ENG,MF,Leicester City,Premier League,20,1997,6.6,236,228,8,4,0,48,6,2,0,0,0,0,191,14,31,27,187,11,1,6,203,0,3,4,5
Andreas Christensen,DEN,DF,Chelsea,Premier League,22,1996,6.9,445,430,15,15,0,37,7,0,0,0,0,0,389,32,24,29,386,23,0,0,413,0,5,5,6
Cyrus Christie,IRL,DF,Fulham,Premier League,25,1992,21.6,1202,960,242,12,1,172,24,66,0,0,0,0,647,226,329,82,797,54,230,2,877,4,30,36,39
Samuel Chukwueze,NGA,FW,Villarreal,La Liga,19,1999,19.0,540,531,9,0,6,119,11,28,2,0,0,0,379,90,71,482,18,21,5,1,387,4,7,16,36
Camillo Ciano,ITA,FW,Frosinone,Serie A,28,1990,27.3,983,776,207,72,5,151,80,97,81,21,6,1,478,166,339,687,231,34,10,7,602,6,35,20,59
Amato Ciciretti,ITA,FW,Parma,Serie A,24,1993,1.5,62,59,3,1,0,3,4,2,1,0,0,0,42,11,9,52,8,2,0,0,46,0,2,3,2
Luca Cigarini,ITA,MF,Cagliari,Serie A,32,1986,18.7,1366,1222,144,91,1,199,60,21,50,8,11,5,812,150,404,139,1137,70,1,5,1064,6,30,19,18
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,31,1987,11.1,572,561,11,8,0,109,11,6,0,0,0,0,432,72,68,47,478,33,3,6,493,0,7,11,6
Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3.0,115,86,29,4,0,11,1,0,0,0,0,0,84,7,24,14,86,0,0,15,102,0,1,0,0
Laurent Ciman,BEL,DF,Dijon,Ligue 1,32,1985,8.0,568,545,23,20,0,69,24,0,0,0,0,0,414,33,121,74,454,28,3,1,495,1,12,4,7
Daniel Ciofani,ITA,FW,Frosinone,Serie A,33,1985,18.0,341,319,22,0,0,103,4,3,0,0,0,0,159,102,80,79,141,45,0,14,234,6,5,8,10
Thiago Cionek,POL,DF,SPAL,Serie A,32,1986,28.2,1637,1443,194,66,0,253,16,16,0,0,0,0,1056,185,396,242,1165,74,128,1,1303,0,41,21,34
Ibrahima Cissé,GUI,MF,Fulham,Premier League,24,1994,1.0,33,32,1,1,0,6,0,0,0,0,0,0,27,3,3,5,26,2,0,0,30,0,1,1,0
Till Cissokho,FRA,DF,Bordeaux,Ligue 1,18,2000,0.9,34,33,1,1,0,7,0,0,0,0,0,0,23,1,10,30,0,3,0,0,27,0,0,0,1
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,28,1989,9.5,290,284,6,4,0,41,3,1,0,0,0,0,178,30,82,216,35,21,2,0,227,0,5,8,4
Tom Cleverley,ENG,MF,Watford,Premier League,28,1989,5.3,226,216,10,8,0,27,2,2,2,1,0,0,143,36,47,20,184,14,0,4,176,0,2,6,7
Nathaniel Clyne,ENG,DF,Liverpool,Premier League,27,1991,1.2,88,63,25,2,0,11,2,3,0,0,0,0,49,24,15,5,56,1,23,2,70,0,0,4,1
Nathaniel Clyne,ENG,DF,Bournemouth,Premier League,27,1991,12.7,596,479,117,6,0,97,2,13,0,0,0,0,351,118,127,25,426,24,111,3,453,2,12,18,22
Conor Coady,ENG,DF,Wolves,Premier League,25,1993,38.0,1683,1641,42,37,3,171,119,0,0,0,0,0,1110,132,441,68,1531,59,4,4,1427,7,47,23,5
Marcus Coco,FRA,FW,Guingamp,Ligue 1,22,1996,20.4,587,568,19,0,0,155,12,49,0,0,0,0,356,99,132,74,405,42,10,6,368,0,21,13,37
Coke,ESP,DF,Levante,La Liga,31,1987,20.2,927,780,147,16,0,146,19,30,2,0,0,0,477,248,202,127,603,53,129,5,701,4,30,18,32
Joel Coleman,ENG,GK,Huddersfield,Premier League,22,1995,1.0,37,28,9,3,0,2,0,0,0,0,0,0,6,1,30,1,33,0,0,0,12,0,3,0,1
Séamus Coleman,IRL,DF,Everton,Premier League,29,1988,28.4,1573,1234,339,7,1,212,19,77,3,0,2,0,844,350,379,161,984,71,329,3,1217,3,28,38,55
Álex Collado,ESP,FW,Barcelona,La Liga,19,1999,0.9,28,28,0,0,0,8,1,0,0,0,0,0,26,1,1,27,1,0,0,0,24,0,0,1,2
Omar Colley,GAM,DF,Sampdoria,Serie A,25,1992,19.6,1110,1059,51,49,0,129,40,4,0,0,0,0,844,105,161,689,320,75,2,7,982,1,24,5,8
Racine Coly,SEN,DF,Nice,Ligue 1,22,1995,5.6,307,252,55,5,0,60,3,9,0,0,0,0,189,82,36,188,49,18,50,0,255,0,7,0,10
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,22,1996,15.3,685,680,5,1,4,161,14,67,0,0,0,0,536,78,71,145,512,16,4,1,545,2,9,16,28
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,21,1996,22.6,1075,1047,28,25,0,184,49,7,1,1,0,0,774,137,164,153,833,66,2,7,916,2,16,20,13
Daniel Congré,FRA,DF,Montpellier,Ligue 1,33,1985,36.6,1539,1465,74,44,1,240,38,5,0,0,0,0,1014,169,356,451,925,93,30,6,1250,1,38,25,20
Andrea Consigli,ITA,GK,Sassuolo,Serie A,31,1987,35.7,1172,761,411,129,0,103,40,0,0,0,0,0,549,73,550,61,892,1,0,161,849,6,21,5,3
Andrea Conti,ITA,DF,Milan,Serie A,24,1994,5.6,361,300,61,3,0,70,1,17,2,0,1,0,227,79,55,23,272,6,56,0,300,1,2,7,12
Lewis Cook,ENG,MF,Bournemouth,Premier League,21,1997,8.0,408,399,9,4,0,60,11,8,0,0,0,0,297,43,68,15,364,18,3,1,333,2,7,14,10
Steve Cook,ENG,DF,Bournemouth,Premier League,27,1991,31.0,1551,1412,139,51,0,165,55,15,0,0,0,0,966,154,431,66,1242,93,88,4,1219,5,39,31,13
Duje Čop,CRO,FW,Valladolid,La Liga,28,1990,7.6,176,161,15,0,0,23,4,11,1,0,0,0,123,27,26,18,135,14,1,2,120,4,4,0,13
Francis Coquelin,FRA,MF,Valencia,La Liga,27,1991,19.6,974,946,28,27,1,187,54,1,0,0,0,0,723,107,144,107,795,45,1,2,840,4,11,19,12
Gabriele Corbo,ITA,DF,Bologna,Serie A,18,2000,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,21,1997,14.7,451,440,11,0,0,102,9,41,2,0,0,0,288,76,87,289,116,24,9,2,301,4,14,14,30
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,20,1997,5.9,132,121,11,0,1,33,1,5,0,0,0,0,93,18,21,15,97,12,2,1,101,0,4,2,3
Benjamin Corgnet,FRA,MF,Strasbourg,Ligue 1,31,1987,7.5,286,273,13,1,1,58,10,10,3,0,0,0,179,59,48,53,191,23,2,2,178,1,10,13,16
Ante Ćorić,CRO,MF,Roma,Serie A,21,1997,0.3,14,12,2,0,0,4,1,1,2,0,0,0,8,2,4,0,14,0,0,0,10,0,1,0,0
Jack Cork,ENG,MF,Burnley,Premier League,29,1989,36.8,1352,1342,10,7,3,275,42,12,1,1,0,0,881,183,288,121,1076,109,1,4,1089,4,25,28,25
Andreas Cornelius,DEN,FW,Bordeaux,Ligue 1,25,1993,8.8,253,242,11,0,0,74,4,4,0,0,0,0,120,78,55,120,25,51,0,14,160,1,4,3,9
Maxwel Cornet,CIV,FW,Lyon,Ligue 1,21,1996,14.2,485,460,25,4,2,107,16,42,15,7,0,2,328,88,69,346,103,16,6,7,348,1,11,11,22
Quentin Cornette,FRA,MF,Amiens,Ligue 1,24,1994,2.3,64,58,6,5,0,15,3,3,1,0,0,0,46,7,11,3,56,3,0,1,44,0,2,3,3
