Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Luis Advíncula,PER,DF,Rayo Vallecano,La Liga,28,1990,26.5,41,1.54,28,3,2,1,7,0,7,0.26,4,0,0,0,3,0
Martin Agirregabiria,ESP,DF,Alavés,La Liga,22,1996,22.6,22,0.97,20,0,1,0,0,1,1,0.04,1,0,0,0,0,0
Nayef Aguerd,MAR,DF,Dijon,Ligue 1,22,1996,11.7,6,0.51,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0
Sergio Agüero,ARG,FW,Manchester City,Premier League,30,1988,27.3,73,2.67,48,1,6,8,7,3,16,0.59,10,0,2,1,2,1
Ruben Aguilar,FRA,DF,Montpellier,Ligue 1,25,1993,28.1,98,3.49,74,7,5,2,7,3,9,0.32,5,0,1,1,1,1
Juan Aguilera,ESP,MF,Huesca,La Liga,32,1985,3.8,5,1.31,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emmanuel Agyemang-Badu,GHA,MF,Udinese,Serie A,27,1990,1.8,2,1.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,24,1994,11.9,20,1.67,16,0,0,3,0,1,2,0.17,1,0,0,1,0,0
Antonis Aidonis,GER,DF,Stuttgart,Bundesliga,17,2001,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ola Aina,NGA,DF,Torino,Serie A,21,1996,24.0,46,1.92,30,2,6,2,4,2,3,0.12,1,1,0,1,0,0
Youssef Aït Bennasser,MAR,MF,Monaco,Ligue 1,22,1996,11.9,25,2.10,24,0,1,0,0,0,3,0.25,2,0,1,0,0,0
Youssef Aït Bennasser,MAR,MF,Saint-Étienne,Ligue 1,22,1996,10.4,21,2.02,20,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,17,2001,0.6,1,1.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,24,1994,17.0,31,1.82,19,0,1,3,6,2,5,0.29,2,0,1,1,0,1
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,23,1995,24.5,18,0.73,14,0,0,1,1,2,5,0.20,2,0,0,1,1,1
Carlos Akapo,EQG,DF,Huesca,La Liga,25,1993,11.4,16,1.41,10,1,3,1,1,0,2,0.18,1,0,0,0,1,0
Nathan Aké,NED,DF,Bournemouth,Premier League,23,1995,37.9,12,0.32,10,0,0,1,1,0,1,0.03,0,0,0,0,1,0
Sergio Akieme,ESP,DF,Rayo Vallecano,La Liga,20,1997,2.0,2,1.00,1,1,0,0,0,0,1,0.50,1,0,0,0,0,0
Chadrac Akolo,COD,MF,Stuttgart,Bundesliga,23,1995,5.8,21,3.60,14,0,3,2,2,0,1,0.17,1,0,0,0,0,0
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,23,1995,5.5,4,0.72,3,0,0,0,1,0,2,0.36,1,0,0,0,1,0
Kevin Akpoguma,NGA,DF,Hannover 96,Bundesliga,23,1995,3.5,2,0.58,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
David Alaba,AUT,DF,Bayern Munich,Bundesliga,26,1992,28.1,72,2.56,56,1,4,8,2,1,7,0.25,6,0,1,0,0,0
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,20,1998,21.1,43,2.04,32,4,3,0,4,0,4,0.19,3,0,0,0,1,0
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,25,1992,14.1,27,1.92,25,0,0,1,1,0,5,0.36,4,0,0,1,0,0
Jordi Alba,ESP,DF,Barcelona,La Liga,29,1989,33.2,81,2.44,73,1,2,0,4,1,15,0.45,14,0,0,0,1,0
Luis Alberto,ESP,MF,Lazio,Serie A,25,1992,22.1,142,6.42,94,31,5,8,2,2,9,0.41,4,3,0,2,0,0
Raúl Albiol,ESP,DF,Napoli,Serie A,32,1985,19.0,14,0.74,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,27,1990,18.4,32,1.73,23,4,1,2,0,2,4,0.22,3,0,0,0,0,1
Marc Albrighton,ENG,FW,Leicester City,Premier League,28,1989,18.1,40,2.22,35,2,0,2,0,1,4,0.22,4,0,0,0,0,0
Paco Alcácer,ESP,FW,Dortmund,Bundesliga,24,1993,13.5,36,2.68,26,0,2,3,3,2,7,0.52,4,0,0,1,1,1
Pedro Alcalá,ESP,DF,Girona,La Liga,29,1989,20.8,12,0.58,10,0,0,2,0,0,2,0.10,2,0,0,0,0,0
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,27,1991,26.8,82,3.06,58,13,2,0,4,5,9,0.34,6,2,0,0,0,1
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,27,1991,33.1,56,1.69,34,6,5,2,8,1,4,0.12,2,0,1,0,1,0
Toby Alderweireld,BEL,DF,Tottenham,Premier League,29,1989,32.5,29,0.89,23,0,1,5,0,0,2,0.06,2,0,0,0,0,0
Álex Alegría,ESP,FW,Rayo Vallecano,La Liga,25,1992,1.6,5,3.21,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0
Alexis Alegue,FRA,FW,Nantes,Ligue 1,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Iván Alejo,ESP,MF,Getafe,La Liga,23,1995,1.6,2,1.23,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Carles Aleñá,ESP,MF,Barcelona,La Liga,20,1998,7.1,24,3.39,22,0,0,1,1,0,5,0.71,4,0,0,1,0,0
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,23,1995,25.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander,ARG,DF,Leganés,La Liga,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,19,1998,27.4,86,3.14,54,25,5,1,1,0,17,0.62,13,4,0,0,0,0
Rachid Alioui,MAR,FW,Nîmes,Ligue 1,26,1992,13.9,32,2.30,24,0,3,4,0,1,1,0.07,1,0,0,0,0,0
Alisson,BRA,GK,Liverpool,Premier League,25,1992,38.0,4,0.11,1,3,0,0,0,0,2,0.05,0,2,0,0,0,0
Bobby Allain,FRA,GK,Dijon,Ligue 1,26,1991,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Allan,BRA,MF,Napoli,Serie A,27,1991,29.1,87,2.99,72,0,7,3,3,2,9,0.31,8,0,0,1,0,0
Allan,BRA,MF,Eint Frankfurt,Bundesliga,21,1997,2.0,4,2.05,1,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Dele Alli,ENG,MF,Tottenham,Premier League,22,1996,20.3,64,3.16,48,1,5,3,5,2,6,0.30,4,0,0,1,1,0
Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,24,1994,8.4,28,3.32,22,0,1,2,2,1,2,0.24,0,0,0,1,1,0
Júnior Alonso,PAR,DF,Celta Vigo,La Liga,25,1993,6.0,5,0.84,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcos Alonso,ESP,DF,Chelsea,Premier League,27,1990,30.7,61,1.99,51,1,1,4,4,0,10,0.33,6,0,0,2,2,0
Mickaël Alphonse,GLP,DF,Dijon,Ligue 1,29,1989,6.3,14,2.21,11,2,0,1,0,0,1,0.16,0,0,0,1,0,0
Sergio Álvarez,ESP,MF,Eibar,La Liga,26,1992,11.9,6,0.51,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,31,1986,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,23,1995,29.0,5,0.17,2,1,0,1,0,1,0,0.00,0,0,0,0,0,0
Bruno Alves,POR,DF,Parma,Serie A,36,1981,32.5,20,0.62,14,4,0,1,0,1,1,0.03,1,0,0,0,0,0
Dani Alves,BRA,MF,Paris S-G,Ligue 1,35,1983,18.0,56,3.11,51,1,0,1,2,1,11,0.61,10,0,0,0,0,1
Alfons Amade,GER,MF,Hoffenheim,Bundesliga,18,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ibrahim Amadou,FRA,MF,Sevilla,La Liga,25,1993,8.5,8,0.94,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,28,1989,28.0,33,1.18,26,0,1,2,3,1,2,0.07,1,0,0,1,0,0
Daniel Amartey,GHA,DF,Leicester City,Premier League,23,1994,7.1,6,0.84,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordi Amat,ESP,DF,Rayo Vallecano,La Liga,26,1992,30.7,15,0.49,11,1,0,1,1,1,0,0.00,0,0,0,0,0,0
Amath,SEN,MF,Getafe,La Liga,22,1996,11.1,25,2.25,19,0,1,2,2,1,2,0.18,1,0,0,1,0,0
Jordan Amavi,FRA,DF,Marseille,Ligue 1,24,1994,24.2,42,1.74,33,3,2,1,1,2,3,0.12,3,0,0,0,0,0
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,20,1998,32.0,25,0.78,18,4,2,1,0,0,1,0.03,1,0,0,0,0,0
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,21,1996,8.4,29,3.46,22,2,3,1,1,0,2,0.24,1,0,0,0,1,0
Yanis Ammour,FRA,MF,Montpellier,Ligue 1,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Luke Amos,ENG,MF,Tottenham,Premier League,21,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,22,1996,32.0,25,0.78,21,1,1,2,0,0,3,0.09,3,0,0,0,0,0
Felipe Anderson,BRA,MF,West Ham,Premier League,25,1993,33.8,133,3.93,89,19,9,6,8,2,13,0.38,8,2,1,2,0,0
Florin Andone,ROU,FW,Brighton,Premier League,25,1993,9.8,13,1.33,6,0,2,3,2,0,2,0.20,0,0,1,1,0,0
Benjamin André,FRA,MF,Rennes,Ligue 1,27,1990,27.7,59,2.13,44,1,2,1,8,3,5,0.18,4,0,0,0,1,0
Marco Andreolli,ITA,DF,Cagliari,Serie A,32,1986,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marco Andreolli,ITA,DF,Chievo,Serie A,32,1986,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yoann Andreu,FRA,DF,Angers,Ligue 1,29,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
José Ángel,ESP,DF,Eibar,La Liga,28,1989,33.6,87,2.59,52,26,3,2,2,2,6,0.18,5,1,0,0,0,0
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Ansaldi,ARG,DF,Torino,Serie A,31,1986,20.1,55,2.74,37,5,7,2,1,3,5,0.25,3,0,1,0,0,1
Mirco Antenucci,ITA,FW,SPAL,Serie A,33,1984,23.7,61,2.57,42,0,6,5,6,2,5,0.21,3,0,1,0,1,0
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,22,1996,34.0,21,0.62,17,1,2,0,1,0,0,0.00,0,0,0,0,0,0
Luca Antonelli,ITA,DF,Empoli,Serie A,31,1987,8.4,11,1.31,7,0,0,1,2,1,2,0.24,2,0,0,0,0,0
Mauro Antonio Burruchaga,ARG,MF,Chievo,Serie A,20,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michail Antonio,JAM,FW,West Ham,Premier League,28,1990,23.4,56,2.40,33,0,7,7,7,2,8,0.34,4,0,0,2,2,0
Antoñito,ESP,DF,Valladolid,La Liga,30,1987,20.7,44,2.13,35,2,4,0,2,1,2,0.10,1,0,1,0,0,0
Vitorino Antunes,POR,DF,Getafe,La Liga,31,1987,24.2,58,2.39,31,17,3,3,1,3,5,0.21,5,0,0,0,0,0
Anuar,MAR,MF,Valladolid,La Liga,23,1995,12.0,6,0.50,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,31,1987,11.4,20,1.76,11,6,0,1,0,2,0,0.00,0,0,0,0,0,0
Houssem Aouar,FRA,MF,Lyon,Ligue 1,20,1998,34.0,111,3.26,83,0,4,11,9,4,19,0.56,10,0,0,3,5,1
Emmanuel Apeh,NGA,MF,Celta Vigo,La Liga,21,1996,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mauro Arambarri,URU,MF,Getafe,La Liga,22,1995,29.7,32,1.08,22,1,2,0,7,0,3,0.10,1,1,0,0,1,0
Guilherme Arana,BRA,MF,Sevilla,La Liga,21,1997,7.0,5,0.72,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,29,1989,21.0,59,2.81,54,2,0,2,1,0,9,0.43,9,0,0,0,0,0
Luiz Araújo,BRA,FW,Lille,Ligue 1,22,1996,8.7,26,3.00,18,3,2,2,1,0,4,0.46,3,0,1,0,0,0
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,26,1991,29.8,14,0.47,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Anaitz Arbilla,ESP,DF,Eibar,La Liga,31,1987,21.7,14,0.65,12,0,0,1,1,0,3,0.14,3,0,0,0,0,0
Joaquín Ardaiz,URU,FW,Frosinone,Serie A,19,1999,0.2,1,4.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,25,1993,21.0,1,0.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Santiago Arias,COL,DF,Atlético Madrid,La Liga,26,1992,19.7,32,1.63,28,1,1,0,2,0,3,0.15,3,0,0,0,0,0
Lorenzo Ariaudo,ITA,DF,Frosinone,Serie A,29,1989,18.7,10,0.54,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolò Armini,ITA,DF,Lazio,Serie A,17,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yoël Armougom,FRA,DF,Caen,Ligue 1,20,1998,20.6,27,1.31,24,0,0,1,1,1,1,0.05,1,0,0,0,0,0
Stuart Armstrong,SCO,MF,Southampton,Premier League,26,1992,15.9,55,3.46,41,2,2,3,6,1,7,0.44,5,0,0,0,2,0
José Arnaiz,ESP,DF,Leganés,La Liga,23,1995,1.3,2,1.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marko Arnautović,AUT,FW,West Ham,Premier League,29,1989,22.1,61,2.76,49,0,3,6,2,1,8,0.36,6,0,0,1,0,1
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,24,1994,31.9,83,2.60,40,26,1,6,9,1,16,0.50,5,7,0,1,2,1
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36.0,3,0.08,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Harry Arter,IRL,MF,Cardiff City,Premier League,28,1989,22.2,29,1.31,23,0,1,2,1,2,6,0.27,5,0,0,1,0,0
Kwadwo Asamoah,GHA,DF,Inter,Serie A,29,1988,29.7,72,2.43,60,2,5,2,3,0,2,0.07,2,0,0,0,0,0
Takuma Asano,JPN,MF,Hannover 96,Bundesliga,23,1994,7.8,9,1.16,7,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,21,1997,27.0,36,1.33,31,0,0,5,0,0,3,0.11,2,0,0,1,0,0
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,22,1996,19.8,62,3.14,47,4,4,2,5,0,11,0.56,7,0,1,0,3,0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,30,1987,25.0,101,4.04,77,4,8,6,4,2,15,0.60,12,0,2,0,1,0
Simon Asta,GER,DF,Augsburg,Bundesliga,17,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youcef Atal,ALG,DF,Nice,Ligue 1,22,1996,25.1,75,2.98,44,3,17,2,8,1,2,0.08,1,0,0,1,0,0
Christian Atsu,GHA,MF,Newcastle Utd,Premier League,26,1992,16.6,33,1.99,26,0,0,3,4,0,4,0.24,3,0,0,1,0,0
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,29,1989,30.3,59,1.95,43,0,5,5,4,2,11,0.36,7,0,1,2,1,0
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36.0,5,0.14,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,16,3.12,9,0,2,0,4,1,0,0.00,0,0,0,0,0,0
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,24,1994,33.6,67,1.99,51,10,2,2,0,2,8,0.24,6,0,0,1,0,1
Serge Aurier,CIV,DF,Tottenham,Premier League,25,1992,6.3,10,1.60,8,1,1,0,0,0,2,0.32,2,0,0,0,0,0
Charlie Austin,ENG,FW,Southampton,Premier League,29,1989,10.9,18,1.65,11,0,1,4,2,0,2,0.18,1,0,0,1,0,0
Ezequiel Ávila,ARG,FW,Huesca,La Liga,24,1994,22.2,49,2.21,30,1,5,6,6,1,7,0.32,3,0,0,2,1,1
Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,34,2.59,22,0,1,5,3,3,7,0.53,4,0,0,1,0,2
Kaan Ayhan,TUR,DF,Düsseldorf,Bundesliga,23,1994,27.2,23,0.85,19,1,0,3,0,0,1,0.04,1,0,0,0,0,0
Floyd Ayité,TOG,FW,Fulham,Premier League,29,1988,5.3,15,2.84,12,1,2,0,0,0,1,0.19,0,0,1,0,0,0
César Azpilicueta,ESP,DF,Chelsea,Premier League,28,1989,37.8,54,1.43,49,0,1,0,3,1,9,0.24,8,0,0,0,1,0
Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,23.4,6,0.26,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Florian Baak,GER,MF,Hertha BSC,Bundesliga,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ludovic Baal,GUF,DF,Rennes,Ligue 1,32,1986,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Khouma Babacar,SEN,FW,Sassuolo,Serie A,25,1993,16.5,30,1.81,22,0,1,5,1,1,9,0.54,4,0,1,3,1,0
Ryan Babel,NED,FW,Fulham,Premier League,31,1986,13.9,42,3.02,29,6,5,1,1,0,5,0.36,4,0,1,0,0,0
Carlos Bacca,COL,FW,Villarreal,La Liga,31,1986,14.1,40,2.83,31,0,5,3,1,0,4,0.28,1,0,1,1,1,0
Juninho Bacuna,CUW,MF,Huddersfield,Premier League,20,1997,15.7,38,2.42,28,4,2,0,2,2,0,0.00,0,0,0,0,0,0
Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,6.2,5,0.80,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0
Milan Badelj,CRO,MF,Lazio,Serie A,29,1989,12.7,28,2.21,24,3,0,0,1,0,2,0.16,2,0,0,0,0,0
Benoît Badiashile,FRA,DF,Monaco,Ligue 1,17,2001,19.6,10,0.51,9,0,0,0,1,0,2,0.10,1,0,0,0,1,0
Holger Badstuber,GER,DF,Stuttgart,Bundesliga,29,1989,5.8,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Stéphane Bahoken,CMR,FW,Angers,Ligue 1,26,1992,27.4,51,1.86,36,1,2,4,4,4,3,0.11,2,0,0,1,0,0
Daniel Baier,GER,MF,Augsburg,Bundesliga,34,1984,31.3,52,1.66,46,1,0,1,3,1,5,0.16,4,0,0,0,1,0
Leon Bailey,JAM,FW,Leverkusen,Bundesliga,20,1997,21.3,74,3.48,44,14,7,4,5,0,2,0.09,1,0,0,1,0,0
Eric Bailly,CIV,DF,Manchester Utd,Premier League,24,1994,7.1,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Leighton Baines,ENG,DF,Everton,Premier League,33,1984,4.2,9,2.16,3,6,0,0,0,0,2,0.48,1,1,0,0,0,0
Marvin Bakalorz,GER,MF,Hannover 96,Bundesliga,28,1989,16.3,19,1.16,14,0,1,0,3,1,2,0.12,1,0,0,0,1,0
Tiemoué Bakayoko,FRA,MF,Milan,Serie A,23,1994,25.6,72,2.82,52,1,5,0,7,7,6,0.23,5,0,0,0,0,1
Ridle Baku,GER,MF,Mainz 05,Bundesliga,20,1998,10.4,19,1.82,16,1,1,0,1,0,0,0.00,0,0,0,0,0,0
Fabián Balbuena,PAR,DF,West Ham,Premier League,26,1991,22.4,8,0.36,4,0,0,4,0,0,1,0.04,0,0,0,1,0,0
Keita Baldé,SEN,FW,Inter,Serie A,23,1995,9.9,32,3.24,24,0,5,0,3,0,4,0.40,2,0,2,0,0,0
Gareth Bale,WAL,FW,Real Madrid,La Liga,29,1989,19.8,44,2.22,30,1,6,3,4,0,8,0.40,6,0,1,1,0,0
Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,30,1988,5.8,3,0.52,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrija Balić,CRO,MF,Udinese,Serie A,20,1997,0.3,2,6.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fodé Ballo-Touré,SEN,DF,Monaco,Ligue 1,21,1997,17.7,34,1.92,28,2,3,0,1,0,5,0.28,4,0,1,0,0,0
Fodé Ballo-Touré,SEN,DF,Lille,Ligue 1,21,1997,17.7,18,1.02,13,1,1,0,3,0,2,0.11,1,0,0,0,1,0
Florent Balmont,FRA,MF,Dijon,Ligue 1,38,1980,12.0,29,2.43,23,6,0,0,0,0,1,0.08,1,0,0,0,0,0
Leon Balogun,NGA,DF,Brighton,Premier League,30,1988,6.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mario Balotelli,ITA,FW,Nice,Ligue 1,27,1990,8.4,15,1.80,11,0,0,0,3,1,1,0.12,1,0,0,0,0,0
Mario Balotelli,ITA,FW,Marseille,Ligue 1,27,1990,10.4,24,2.32,17,0,2,1,4,0,3,0.29,3,0,0,0,0,0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,28,1990,28.6,33,1.15,30,2,0,0,1,0,6,0.21,6,0,0,0,0,0
Jonathan Bamba,FRA,FW,Lille,Ligue 1,22,1996,33.4,94,2.82,77,2,2,3,7,3,9,0.27,5,0,1,1,1,1
Sol Bamba,CIV,DF,Cardiff City,Premier League,33,1985,27.5,14,0.51,9,1,0,3,1,0,2,0.07,2,0,0,0,0,0
Yacine Bammou,MAR,FW,Caen,Ligue 1,26,1991,10.3,18,1.76,16,0,1,1,0,0,1,0.10,1,0,0,0,0,0
Éver Banega,ARG,MF,Sevilla,La Liga,30,1988,29.6,110,3.71,76,25,4,1,2,2,11,0.37,9,2,0,0,0,0
Mattia Bani,ITA,DF,Chievo,Serie A,24,1993,29.0,10,0.34,9,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Léo Baptistão,BRA,FW,Espanyol,La Liga,25,1992,13.7,42,3.07,29,0,5,5,2,1,2,0.15,2,0,0,0,0,0
Antonín Barák,CZE,MF,Udinese,Serie A,23,1994,3.7,5,1.37,4,1,0,0,0,0,1,0.27,0,1,0,0,0,0
Federico Barba,ITA,DF,Chievo,Serie A,24,1993,27.6,23,0.83,17,3,1,1,1,0,1,0.04,1,0,0,0,0,0
Danilo Barbosa,BRA,MF,Nice,Ligue 1,22,1996,17.2,34,1.98,21,1,2,4,6,0,1,0.06,0,0,0,0,1,0
Enis Bardhi,MKD,MF,Levante,La Liga,23,1995,31.5,70,2.22,53,4,5,2,5,1,8,0.25,6,1,1,0,0,0
Francesco Bardi,ITA,GK,Frosinone,Serie A,26,1992,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
