Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Bruno,ESP,DF,Brighton,Premier League,37,1980,12.6,728,63,290,326,144,4,610,7,8,87.5,7,0,421,1394,744,25,9,0,3,5,463,420,90.7,6
Jacob Bruun Larsen,DEN,FW,Dortmund,Bundesliga,19,1998,14.1,713,12,89,350,334,52,686,25,50,50.0,31,2,540,2541,1285,63,21,11,36,22,677,537,79.3,120
Bryan,ESP,MF,Sevilla,La Liga,17,2001,1.9,123,3,21,49,60,10,119,9,17,52.9,9,0,106,538,290,13,0,2,2,11,121,96,79.3,23
Joe Bryan,ENG,DF,Fulham,Premier League,24,1993,26.1,1593,117,473,764,446,37,1334,16,29,55.2,18,0,876,4820,2622,125,39,10,22,20,942,856,90.9,39
Gianluigi Buffon,ITA,GK,Paris S-G,Ligue 1,40,1978,17.0,446,367,444,5,0,0,319,1,1,100.0,1,0,199,808,460,0,0,0,0,0,174,172,98.9,0
Niko Bungert,GER,DF,Mainz 05,Bundesliga,31,1986,3.2,146,28,96,49,3,1,143,0,0,,0,0,73,258,113,1,0,0,1,0,76,72,94.7,0
Guido Burgstaller,AUT,FW,Schalke 04,Bundesliga,29,1989,17.0,519,13,28,217,300,106,487,8,22,36.4,13,0,337,1310,628,33,14,8,50,41,701,367,52.4,175
Burgui,ESP,MF,Alavés,La Liga,24,1993,6.2,262,2,40,130,108,9,242,7,14,50.0,7,0,190,1029,644,36,7,3,8,3,238,180,75.6,35
Jonathan Burkardt,GER,FW,Mainz 05,Bundesliga,18,2000,2.9,97,2,21,37,49,14,96,2,6,33.3,2,0,72,354,141,6,3,1,5,10,89,63,70.8,24
Roman Bürki,SUI,GK,Dortmund,Bundesliga,27,1990,32.0,1141,892,1132,11,0,0,859,1,1,100.0,1,0,646,3019,1447,0,0,0,1,0,524,524,100.0,0
Patrick Burner,MTQ,DF,Nice,Ligue 1,22,1996,15.0,917,53,359,457,161,5,791,14,30,46.7,17,0,586,2322,1460,62,17,3,10,14,574,539,93.9,18
Sergio Busquets,ESP,MF,Barcelona,La Liga,30,1988,30.2,2673,90,598,1792,411,11,2589,17,21,81.0,17,1,1927,6747,3439,112,31,0,15,19,2095,2000,95.5,37
Gaëtan Bussmann,FRA,DF,Mainz 05,Bundesliga,27,1991,1.0,58,3,16,32,10,0,52,0,0,,0,0,38,72,34,2,0,0,0,0,37,35,94.6,0
Unai Bustinza,ESP,DF,Leganés,La Liga,26,1992,22.5,1294,137,556,620,186,17,1108,3,5,60.0,3,0,590,3521,2038,63,20,1,7,9,613,573,93.5,16
Ludovic Butelle,FRA,GK,Angers,Ligue 1,35,1983,36.0,1085,908,1080,11,1,0,680,1,1,100.0,1,0,443,2812,1771,0,0,0,0,0,268,268,100.0,0
David Button,ENG,GK,Brighton,Premier League,29,1989,4.0,114,107,114,0,0,0,71,0,0,,0,0,41,253,136,0,0,0,0,0,36,35,97.2,0
Erick Cabaco,URU,DF,Levante,La Liga,23,1995,18.1,896,108,430,453,51,10,847,3,4,75.0,3,0,474,2811,1725,61,6,0,1,3,505,492,97.4,10
Willy Caballero,ARG,GK,Chelsea,Premier League,36,1981,2.0,65,59,65,0,0,0,43,0,0,,0,0,29,125,65,0,0,0,0,0,29,29,100.0,0
Rémy Cabella,FRA,MF,Saint-Étienne,Ligue 1,28,1990,33.3,2524,17,319,1538,953,146,2447,80,129,62.0,82,8,2071,12968,8161,409,148,46,63,58,2379,2009,84.4,308
Gustavo Cabral,ARG,DF,Celta Vigo,La Liga,32,1985,21.1,1157,128,595,588,32,18,1129,1,1,100.0,1,0,693,3236,1719,34,2,0,6,7,716,692,96.6,14
Rafael Cabral,BRA,GK,Sampdoria,Serie A,28,1990,2.0,66,60,65,1,0,0,41,0,0,,0,0,30,88,57,0,0,0,0,0,30,30,100.0,0
Leandro Cabrera,URU,DF,Getafe,La Liga,27,1991,31.0,1477,211,606,747,173,39,1297,4,7,57.1,5,0,488,2787,1399,53,10,1,16,2,524,473,90.3,37
Fabrizio Cacciatore,ITA,DF,Chievo,Serie A,31,1986,5.5,309,27,101,142,83,6,264,3,7,42.9,3,2,181,756,417,20,9,1,2,0,193,182,94.3,12
Fabrizio Cacciatore,ITA,DF,Cagliari,Serie A,31,1986,6.4,432,30,152,200,100,9,386,3,4,75.0,3,1,272,1145,523,19,2,0,4,3,293,278,94.9,11
Martín Cáceres,URU,DF,Juventus,Serie A,31,1987,7.0,513,37,190,311,44,5,498,0,1,0.0,0,0,393,2147,1257,46,9,0,3,1,396,386,97.5,4
Martín Cáceres,URU,DF,Lazio,Serie A,31,1987,3.4,182,21,60,102,29,2,171,0,1,0.0,0,0,126,617,315,12,3,0,2,0,133,119,89.5,2
Anthony Caci,FRA,DF,Strasbourg,Ligue 1,21,1997,25.5,1641,112,726,792,247,14,1472,16,30,53.3,17,0,1089,5227,2921,89,32,4,14,12,1067,1007,94.4,20
Mathieu Cafaro,FRA,FW,Reims,Ligue 1,21,1997,23.3,1076,10,191,524,468,40,968,27,52,51.9,31,4,730,4142,2345,103,37,6,46,44,904,666,73.7,128
Gary Cahill,ENG,DF,Chelsea,Premier League,32,1985,0.3,19,1,6,16,0,0,19,0,0,,0,0,15,63,53,0,0,0,0,0,14,14,100.0,0
Yannick Cahuzac,FRA,MF,Toulouse,Ligue 1,33,1985,15.9,684,71,238,395,72,8,665,0,0,,0,0,333,1492,600,19,4,0,1,2,344,306,89.0,8
Felipe Caicedo,ECU,FW,Lazio,Serie A,29,1988,15.2,515,10,39,238,269,85,508,24,32,75.0,24,1,386,1442,738,37,8,9,27,24,657,413,62.9,164
Marc-Aurèle Caillard,FRA,GK,Guingamp,Ligue 1,24,1994,21.0,609,550,609,2,0,0,372,0,0,,0,0,252,1470,921,0,0,0,0,0,161,161,100.0,0
Tom Cairney,SCO,MF,Fulham,Premier League,27,1991,24.4,1666,32,232,1050,505,33,1639,48,65,73.8,52,3,1352,6516,3083,152,54,6,33,44,1514,1324,87.5,115
Caiuby,BRA,FW,Augsburg,Bundesliga,30,1988,11.2,529,11,53,286,226,44,521,16,26,61.5,18,0,356,1661,807,41,18,6,28,13,476,379,79.6,108
Arturo Calabresi,ITA,DF,Bologna,Serie A,22,1996,15.7,886,73,373,455,112,3,791,6,12,50.0,6,1,514,2633,1304,44,12,0,4,6,512,491,95.9,6
Davide Calabria,ITA,DF,Milan,Serie A,21,1996,21.7,1755,88,611,875,393,20,1568,16,40,40.0,21,3,1171,5341,3312,127,43,4,21,18,1195,1128,94.4,47
Jordi Calavera,ESP,DF,Eibar,La Liga,22,1995,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Fernando Calero,ESP,DF,Valladolid,La Liga,22,1995,34.8,1781,228,995,805,61,19,1716,8,9,88.9,8,0,1055,5010,2617,89,11,0,9,5,1077,1039,96.5,13
Duje Ćaleta-Car,CRO,DF,Marseille,Ligue 1,21,1996,17.2,972,113,600,400,32,23,955,0,0,,0,0,584,3078,1694,24,3,0,1,1,629,611,97.1,11
Hakan Çalhanoğlu,TUR,FW,Milan,Serie A,24,1994,32.0,2256,30,337,1129,973,104,2090,36,62,58.1,41,0,1713,9860,5442,263,97,22,53,34,1919,1660,86.5,178
Daniel Caligiuri,ITA,DF,Schalke 04,Bundesliga,30,1988,30.6,2091,105,512,1053,688,63,1640,72,106,67.9,78,0,1208,7405,4837,214,63,22,28,49,1120,1007,89.9,79
José Callejón,ESP,MF,Napoli,Serie A,31,1987,29.4,1936,32,288,845,917,121,1802,22,40,55.0,25,6,1443,5763,3260,157,62,12,23,19,1767,1467,83.0,199
Jonathan Calleri,ARG,FW,Alavés,La Liga,24,1993,31.9,1231,55,128,594,575,158,1205,49,87,56.3,52,2,737,3346,1609,94,25,15,111,66,1601,875,54.7,335
Jan-Ingwer Callsen-Bracker,GER,DF,Augsburg,Bundesliga,33,1984,0.1,6,0,2,3,1,1,6,0,0,,0,0,4,5,2,0,0,0,0,0,4,4,100.0,0
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,21,1997,19.8,746,26,61,322,412,96,736,24,52,46.2,26,2,455,2047,804,46,15,13,66,50,1066,549,51.5,208
Ignacio Camacho,ESP,MF,Wolfsburg,Bundesliga,28,1990,6.0,372,17,104,250,44,7,357,1,1,100.0,1,0,217,983,491,12,5,0,5,0,222,214,96.4,10
Juanjo Camacho,ESP,MF,Huesca,La Liga,37,1980,0.4,33,1,8,15,11,5,33,2,2,100.0,2,0,22,65,25,2,1,0,1,1,25,17,68.0,1
Rafael Camacho,POR,DF,Liverpool,Premier League,18,2000,0.0,1,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Mahdi Camara,FRA,FW,Saint-Étienne,Ligue 1,20,1998,0.1,5,1,2,2,2,0,5,1,1,100.0,1,0,4,13,6,1,0,0,0,2,2,1,50.0,0
Souleymane Camara,SEN,FW,Montpellier,Ligue 1,35,1982,1.5,86,3,12,36,47,14,83,4,5,80.0,4,0,59,334,171,11,6,2,6,6,118,66,55.9,31
Víctor Camarasa,ESP,MF,Cardiff City,Premier League,24,1994,28.5,1317,37,181,646,589,41,1176,31,62,50.0,34,3,905,5114,2436,118,42,6,46,59,964,749,77.7,102
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,15,2002,4.0,206,11,61,139,29,2,205,3,4,75.0,3,0,134,857,466,16,7,1,3,6,143,121,84.6,9
Sergio Camello,ESP,FW,Atlético Madrid,La Liga,17,2001,0.5,15,0,1,2,12,3,15,0,2,0.0,0,0,13,67,44,1,0,1,0,0,15,11,73.3,4
José Campaña,ESP,MF,Levante,La Liga,25,1993,35.7,2296,115,545,1339,582,43,2100,44,70,62.9,46,4,1511,8803,4760,217,58,8,32,35,1595,1451,91.0,81
Joel Campbell,CRC,FW,Frosinone,Serie A,26,1992,9.9,405,3,35,247,174,24,385,16,30,53.3,18,2,338,2201,1257,62,30,9,27,24,449,312,69.5,76
Emre Can,GER,MF,Juventus,Serie A,24,1994,20.1,1279,45,301,761,311,53,1257,27,35,77.1,29,0,916,4793,2502,99,40,7,21,16,953,872,91.5,60
Sergio Canales,ESP,MF,Betis,La Liga,27,1991,29.5,2194,22,321,1120,959,92,2027,66,87,75.9,68,2,1786,10079,5244,217,102,14,62,52,1943,1691,87.0,191
João Cancelo,POR,DF,Juventus,Serie A,24,1994,21.9,1761,53,431,869,609,46,1585,67,97,69.1,70,4,1329,7669,5086,259,73,21,25,24,1347,1238,91.9,61
Antonio Candreva,ITA,FW,Inter,Serie A,31,1987,5.6,362,3,33,122,247,36,328,10,15,66.7,10,1,286,2054,1120,58,23,14,8,7,332,276,83.1,63
Ander Capa,ESP,DF,Athletic Club,La Liga,26,1992,18.2,1157,42,261,551,431,35,955,21,46,45.7,21,1,617,3920,2520,125,48,11,21,18,674,598,88.7,45
Luan Capanni,BRA,FW,Lazio,Serie A,18,2000,0.1,8,0,0,2,6,0,8,0,0,,0,0,6,29,25,2,0,0,1,0,7,6,85.7,2
Pierrick Capelle,FRA,MF,Angers,Ligue 1,31,1987,20.5,1191,57,328,598,356,33,1070,21,31,67.7,22,0,793,4240,2485,107,39,4,21,32,776,700,90.2,70
Leonardo Capezzi,ITA,MF,Empoli,Serie A,23,1995,8.6,622,30,135,401,124,8,602,9,10,90.0,9,0,452,2074,1139,42,10,2,3,5,426,407,95.5,12
Étienne Capoue,FRA,MF,Watford,Premier League,30,1988,32.7,2141,131,563,1422,231,20,2088,33,41,80.5,34,2,1304,5345,2578,93,17,1,12,23,1322,1270,96.1,23
Gianluca Caprari,ITA,FW,Sampdoria,Serie A,25,1993,11.5,601,4,40,271,342,48,556,34,57,59.6,37,2,478,2123,1051,66,27,8,29,30,650,464,71.4,150
Marco Capuano,ITA,DF,Frosinone,Serie A,26,1991,25.6,1451,193,770,688,73,12,1395,1,3,33.3,1,0,868,4609,2505,84,19,0,4,7,871,852,97.8,6
Francesco Caputo,ITA,FW,Empoli,Serie A,30,1987,38.0,1282,21,63,421,843,286,1224,15,44,34.1,18,2,997,4351,2027,126,24,47,84,55,1739,1002,57.6,441
Yoan Cardinale,FRA,GK,Nice,Ligue 1,24,1994,3.0,73,61,73,1,0,0,65,0,0,,0,0,43,138,88,0,0,0,0,0,34,33,97.1,0
Marc Cardona,ESP,FW,Eibar,La Liga,23,1995,6.7,289,2,25,119,162,45,280,10,20,50.0,11,1,202,725,396,25,4,7,26,21,386,211,54.7,74
Diego Carlos,BRA,DF,Nantes,Ligue 1,25,1993,35.0,2072,280,1202,904,80,36,1999,7,8,87.5,7,0,1191,5396,3249,68,8,0,4,7,1251,1220,97.5,27
Jonas Carls,GER,DF,Schalke 04,Bundesliga,21,1997,1.0,39,0,12,12,17,1,28,0,1,0.0,0,0,17,156,99,4,1,0,0,1,13,13,100.0,0
Louis Carnot,FRA,MF,Guingamp,Ligue 1,17,2001,0.1,4,0,0,1,3,0,3,0,0,,0,0,3,12,9,1,0,0,0,0,4,3,75.0,0
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,27,1991,19.2,1255,78,393,586,355,20,1065,19,31,61.3,21,0,775,3975,2476,101,34,5,21,26,833,743,89.2,52
Daniel Carriço,POR,DF,Sevilla,La Liga,29,1988,23.7,1224,139,610,629,62,20,1188,9,11,81.8,9,0,714,3616,1924,49,9,0,5,4,711,689,96.9,12
Guido Carrillo,ARG,FW,Leganés,La Liga,27,1991,22.1,853,24,61,415,405,139,840,16,19,84.2,16,0,366,1190,270,14,7,3,37,20,1195,626,52.4,218
Andy Carroll,ENG,FW,West Ham,Premier League,29,1989,5.1,194,11,19,109,76,25,191,3,6,50.0,4,1,83,324,115,4,2,0,15,10,279,142,50.9,19
Dani Carvajal,ESP,DF,Real Madrid,La Liga,26,1992,23.4,2067,82,574,1020,622,60,1820,38,57,66.7,39,2,1466,6484,3854,171,59,13,17,18,1512,1403,92.8,77
William Carvalho,POR,MF,Betis,La Liga,26,1992,26.5,2107,63,411,1459,353,15,2073,42,56,75.0,44,2,1697,7006,3575,144,37,5,18,31,1784,1692,94.8,58
Casemiro,BRA,MF,Real Madrid,La Liga,26,1992,25.7,1949,97,569,1209,264,39,1899,14,18,77.8,15,2,1348,4627,2521,74,29,1,11,16,1373,1308,95.3,45
Santiago Cáseres,ARG,MF,Villarreal,La Liga,21,1997,17.6,1005,48,257,709,106,5,973,12,15,80.0,13,2,705,3388,1464,58,17,2,6,6,687,657,95.6,14
Moreto Cassamã,GNB,MF,Reims,Ligue 1,20,1998,0.7,52,2,9,41,5,0,52,1,1,100.0,1,0,40,163,91,4,1,0,1,0,42,41,97.6,3
Francesco Cassata,ITA,MF,Frosinone,Serie A,21,1997,12.5,487,21,136,275,129,11,484,21,42,50.0,25,4,396,2101,1248,45,17,3,20,17,389,321,82.5,37
Timothy Castagne,BEL,DF,Atalanta,Serie A,22,1995,22.3,1538,61,390,699,567,62,1373,26,51,51.0,28,1,1013,5076,3050,139,42,13,29,31,1079,972,90.1,68
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,26,1992,25.5,1262,1042,1255,8,0,0,1007,0,0,,0,0,780,3270,1527,0,0,0,1,0,702,700,99.7,0
Samu Castillejo,ESP,FW,Milan,Serie A,23,1995,11.4,687,10,78,295,389,56,636,21,49,42.9,24,3,541,3379,1865,91,32,9,17,33,645,494,76.6,97
Gonzalo Castro,GER,MF,Stuttgart,Bundesliga,31,1987,18.8,1124,40,255,666,263,18,997,5,11,45.5,6,1,621,2933,1627,73,18,2,15,16,700,619,88.4,43
Jonny Castro,ESP,DF,Wolves,Premier League,24,1994,30.8,1796,98,498,761,660,56,1518,23,45,51.1,23,1,1029,5478,3382,152,47,14,35,56,1159,966,83.3,100
Lucas Castro,ARG,MF,Cagliari,Serie A,29,1989,10.0,614,11,76,343,232,25,607,21,35,60.0,23,0,479,1674,946,42,23,3,28,19,519,437,84.2,58
Danilo Cataldi,ITA,MF,Lazio,Serie A,23,1994,6.4,433,10,89,232,147,11,380,8,9,88.9,8,0,300,1651,862,32,12,1,4,2,318,286,89.9,16
Catena,ESP,DF,Rayo Vallecano,La Liga,23,1994,2.0,125,14,74,55,5,3,121,0,0,,0,0,71,393,226,6,0,0,1,0,80,77,96.3,4
Craig Cathcart,NIR,DF,Watford,Premier League,29,1989,34.4,1640,234,892,770,54,28,1614,5,5,100.0,5,0,871,3684,1660,30,1,0,3,3,899,875,97.3,3
Ivan Cavaleiro,POR,FW,Wolves,Premier League,24,1993,7.7,472,5,47,171,288,41,447,15,28,53.6,16,2,349,2079,1146,59,18,8,31,13,513,361,70.4,87
Edinson Cavani,URU,FW,Paris S-G,Ligue 1,31,1987,18.6,536,24,72,163,324,128,506,18,27,66.7,20,1,363,1575,541,33,10,5,36,20,645,380,58.9,157
Santi Cazorla,ESP,MF,Villarreal,La Liga,33,1984,29.4,2055,46,364,1151,685,46,1866,63,86,73.3,65,5,1529,7805,3822,192,57,9,32,45,1598,1426,89.2,119
Dani Ceballos,ESP,MF,Real Madrid,La Liga,21,1996,13.9,1237,15,156,753,421,37,1213,21,36,58.3,22,2,990,4957,2484,118,42,5,18,26,1042,962,92.3,68
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,26,1992,11.0,687,55,273,427,41,10,656,5,8,62.5,5,0,458,2856,1667,64,8,0,5,1,449,439,97.8,5
Petr Čech,CZE,GK,Arsenal,Premier League,36,1982,6.5,292,260,290,2,0,0,218,1,1,100.0,1,0,155,573,292,0,0,0,0,0,133,133,100.0,0
Žan Celar,SVN,FW,Roma,Serie A,19,1999,0.1,3,0,0,2,1,0,3,1,1,100.0,1,0,3,4,0,0,0,0,1,0,4,3,75.0,0
Zeki Çelik,TUR,DF,Lille,Ligue 1,21,1997,33.0,2052,94,559,1011,607,40,1695,21,34,61.8,22,2,1177,5602,3205,158,52,9,32,17,1250,1102,88.2,83
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,28,1989,22.8,1425,202,781,698,37,24,1388,3,5,60.0,3,0,895,4547,2682,67,1,0,5,3,901,887,98.4,14
Fabio Ceravolo,ITA,FW,Parma,Serie A,31,1987,13.2,420,20,58,212,180,50,391,17,33,51.5,20,2,288,1270,575,28,11,7,32,38,643,291,45.3,114
Alberto Cerri,ITA,FW,Cagliari,Serie A,22,1996,7.4,315,6,35,146,147,47,314,5,9,55.6,5,0,185,692,292,15,2,3,23,14,403,245,60.8,95
Boštjan Cesar,SVN,DF,Chievo,Serie A,36,1982,12.0,523,97,350,183,10,7,511,3,3,100.0,3,0,283,1313,526,6,1,0,2,2,297,288,97.0,4
Nacer Chadli,BEL,MF,Monaco,Ligue 1,28,1989,7.7,410,9,59,199,184,15,351,14,28,50.0,15,0,280,1403,747,41,15,4,13,10,328,265,80.8,45
Fouad Chafik,MAR,DF,Dijon,Ligue 1,31,1986,20.5,1167,77,351,560,338,11,959,22,31,71.0,23,1,658,3515,2100,106,39,3,14,18,656,582,88.7,32
Nathaniel Chalobah,ENG,MF,Watford,Premier League,23,1994,3.0,152,10,39,84,37,6,149,1,3,33.3,1,0,74,285,114,6,2,0,6,4,91,83,91.2,9
Calum Chambers,ENG,MF,Fulham,Premier League,23,1995,28.8,1903,163,636,1093,236,37,1871,23,37,62.2,28,3,1161,4242,1965,67,20,1,17,28,1233,1139,92.4,40
Timothy Chandler,USA,FW,Eint Frankfurt,Bundesliga,28,1990,0.2,5,0,0,2,4,1,5,0,0,,0,0,4,23,18,1,1,0,1,1,4,4,100.0,0
Kwon Chang-hoon,KOR,FW,Dijon,Ligue 1,24,1994,10.4,478,7,57,187,279,34,443,16,32,50.0,19,0,338,1555,756,41,21,4,24,20,454,319,70.3,78
Charles,BRA,FW,Eibar,La Liga,34,1984,19.3,767,13,33,340,423,128,726,5,12,41.7,5,0,365,1223,480,35,15,4,42,13,1080,538,49.8,224
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,27,1991,36.0,1870,72,575,1032,353,24,1738,26,34,76.5,28,1,1155,4874,2197,82,24,2,27,20,1204,1080,89.7,60
Pablo Chavarría,ARG,FW,Reims,Ligue 1,30,1988,21.9,648,17,55,260,355,121,622,19,28,67.9,20,1,413,1589,774,46,7,12,64,35,978,460,47.0,206
Chechu,ESP,DF,Rayo Vallecano,La Liga,36,1982,1.0,54,6,29,32,0,0,53,2,2,100.0,2,0,41,246,185,3,0,0,0,0,36,36,100.0,0
Pape Cheikh Diop,SEN,MF,Lyon,Ligue 1,20,1997,5.0,271,3,47,192,45,6,267,2,3,66.7,2,0,217,881,328,14,4,0,4,4,229,213,93.0,17
Chema,ESP,DF,Levante,La Liga,26,1992,13.9,541,101,317,226,20,4,529,1,1,100.0,1,0,236,969,558,6,2,0,4,2,265,260,98.1,2
Denis Cheryshev,RUS,MF,Valencia,La Liga,27,1990,19.0,959,24,169,420,426,88,942,22,38,57.9,23,2,656,3692,2147,114,30,24,40,17,846,645,76.2,128
Raman Chibsah,GHA,MF,Frosinone,Serie A,25,1993,29.1,1290,60,336,771,292,39,1275,70,99,70.7,72,5,988,4756,2943,95,26,5,43,52,1006,828,82.3,95
Leandro Chichizola,ARG,GK,Getafe,La Liga,28,1990,1.0,27,16,27,0,0,0,17,0,0,,0,0,10,54,40,0,0,0,0,0,7,7,100.0,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,33,1984,22.1,1559,219,733,834,86,21,1527,9,12,75.0,9,0,1036,5622,2929,86,12,0,9,2,1083,1065,98.3,13
Federico Chiesa,ITA,FW,Fiorentina,Serie A,20,1997,33.7,1558,12,130,603,979,242,1490,89,174,51.1,98,8,1310,7615,5028,278,78,59,88,98,1599,1130,70.7,327
Ben Chilwell,ENG,DF,Leicester City,Premier League,21,1996,36.0,2739,153,733,1280,957,57,2321,29,66,43.9,36,5,1611,10464,6373,251,101,23,63,60,1858,1641,88.3,94
Vlad Chiricheș,ROU,DF,Napoli,Serie A,28,1989,1.6,145,9,65,92,1,1,141,2,2,100.0,2,0,111,709,421,10,0,0,0,0,111,111,100.0,1
Tahith Chong,NED,FW,Manchester Utd,Premier League,18,1999,0.4,22,1,2,8,14,4,22,1,1,100.0,1,0,20,145,104,5,2,3,1,2,24,19,79.2,8
Hamza Choudhury,ENG,MF,Leicester City,Premier League,20,1997,6.6,316,28,93,175,69,2,309,2,4,50.0,2,0,195,874,405,10,10,1,5,6,199,174,87.4,12
Andreas Christensen,DEN,DF,Chelsea,Premier League,22,1996,6.9,508,46,253,289,7,3,493,0,0,,0,0,342,1970,1139,26,3,0,1,0,347,345,99.4,2
Cyrus Christie,IRL,DF,Fulham,Premier League,25,1992,21.6,1493,102,459,682,471,26,1255,25,48,52.1,28,1,888,5259,3073,169,57,9,21,37,928,840,90.5,47
Samuel Chukwueze,NGA,FW,Villarreal,La Liga,19,1999,19.0,796,11,106,336,432,129,787,59,101,58.4,65,2,682,3961,2714,147,34,46,44,40,850,590,69.4,145
Camillo Ciano,ITA,FW,Frosinone,Serie A,28,1990,27.3,1354,24,138,624,676,49,1159,31,67,46.3,35,2,926,4469,2278,139,44,8,58,54,1297,854,65.8,253
Amato Ciciretti,ITA,FW,Parma,Serie A,24,1993,1.5,82,2,14,49,28,3,80,6,8,75.0,6,1,71,316,138,5,4,0,2,3,81,61,75.3,4
Luca Cigarini,ITA,MF,Cagliari,Serie A,32,1986,18.7,1546,59,385,953,298,3,1411,15,21,71.4,17,0,962,3741,2176,83,29,2,5,9,1000,964,96.4,19
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,31,1987,11.1,682,18,113,484,119,7,672,6,7,85.7,6,0,488,2476,1204,57,19,1,12,11,477,435,91.2,20
Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3.0,121,111,120,1,0,0,93,0,0,,0,0,66,285,146,0,0,0,0,0,63,63,100.0,0
Laurent Ciman,BEL,DF,Dijon,Ligue 1,32,1985,8.0,649,66,357,308,21,7,624,1,1,100.0,1,0,446,1938,1107,23,2,0,1,1,471,466,98.9,6
Daniel Ciofani,ITA,FW,Frosinone,Serie A,33,1985,18.0,507,13,27,267,225,87,483,4,9,44.4,6,0,246,743,243,13,5,4,42,13,845,368,43.6,147
Thiago Cionek,POL,DF,SPAL,Serie A,32,1986,28.2,1968,198,975,926,217,18,1783,8,18,44.4,11,1,1209,7333,4356,135,38,3,10,14,1207,1163,96.4,22
Ibrahima Cissé,GUI,MF,Fulham,Premier League,24,1994,1.0,42,6,17,26,1,0,41,1,2,50.0,2,0,23,81,24,0,0,0,1,0,26,23,88.5,1
Till Cissokho,FRA,DF,Bordeaux,Ligue 1,18,2000,0.9,40,7,29,12,1,1,39,1,1,100.0,1,0,30,208,101,3,0,0,0,0,29,27,93.1,1
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,28,1989,9.5,416,63,231,169,37,11,410,0,1,0.0,0,0,182,830,424,11,6,0,0,1,214,203,94.9,1
Tom Cleverley,ENG,MF,Watford,Premier League,28,1989,5.3,278,16,69,150,70,8,268,1,3,33.3,1,0,166,566,251,12,3,1,1,4,202,170,84.2,8
Nathaniel Clyne,ENG,DF,Liverpool,Premier League,27,1991,1.2,109,0,19,62,34,3,84,0,1,0.0,0,0,61,228,104,7,2,0,0,3,65,60,92.3,7
Nathaniel Clyne,ENG,DF,Bournemouth,Premier League,27,1991,12.7,709,37,228,304,208,18,594,6,9,66.7,6,1,377,1563,827,34,12,0,4,10,397,359,90.4,18
Conor Coady,ENG,DF,Wolves,Premier League,25,1993,38.0,1956,314,1279,833,3,1,1916,4,4,100.0,4,0,1324,8241,4297,77,1,0,2,5,1292,1279,99.0,0
Marcus Coco,FRA,FW,Guingamp,Ligue 1,22,1996,20.4,906,17,143,368,476,71,887,36,64,56.3,39,1,633,3258,1826,90,30,8,54,50,898,604,67.3,188
Coke,ESP,DF,Levante,La Liga,31,1987,20.2,1155,92,421,489,313,39,1013,19,33,57.6,22,1,680,3610,1851,73,23,5,14,23,716,649,90.6,48
Joel Coleman,ENG,GK,Huddersfield,Premier League,22,1995,1.0,39,35,39,0,0,0,30,0,0,,0,0,20,87,40,0,0,0,0,0,18,18,100.0,0
Séamus Coleman,IRL,DF,Everton,Premier League,29,1988,28.4,1908,98,539,883,593,54,1574,21,40,52.5,23,1,1110,5414,2786,137,49,16,38,33,1188,1020,85.9,82
Álex Collado,ESP,FW,Barcelona,La Liga,19,1999,0.9,38,1,4,23,15,2,38,0,0,,0,0,25,169,67,5,2,0,0,0,34,29,85.3,3
Omar Colley,GAM,DF,Sampdoria,Serie A,25,1992,19.6,1309,214,706,635,40,21,1259,5,5,100.0,5,0,805,4278,2223,53,3,0,3,5,844,832,98.6,12
Racine Coly,SEN,DF,Nice,Ligue 1,22,1995,5.6,369,22,107,190,93,13,319,9,15,60.0,10,0,233,1233,725,29,5,2,4,9,247,222,89.9,13
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,22,1996,15.3,910,5,64,353,586,108,906,58,84,69.0,59,1,826,4901,3008,175,47,32,41,43,908,750,82.6,181
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,21,1996,22.6,1289,74,428,777,158,11,1266,36,48,75.0,38,2,902,3693,1748,57,11,0,16,24,884,824,93.2,19
Daniel Congré,FRA,DF,Montpellier,Ligue 1,33,1985,36.6,1881,129,867,1026,115,19,1814,9,14,64.3,9,0,1107,5881,3632,80,6,0,7,8,1152,1118,97.0,17
