Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Dejan Kulusevski,SWE,MF,Atalanta,Serie A,18,2000,3,0,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,23,1995,29,23,1909,21.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,1.1,1.8,0.04,0.05,0.09,0.04,0.09
Jasmin Kurtić,SVN,MF,SPAL,Serie A,29,1989,30,29,2557,28.4,6,5,6,0,0,9,0,0.21,0.18,0.39,0.21,0.39,3.5,3.5,2.9,6.4,0.12,0.10,0.22,0.12,0.22
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,25,1992,19,11,1010,11.2,1,2,1,0,0,4,0,0.09,0.18,0.27,0.09,0.27,1.5,1.5,2.4,3.9,0.14,0.21,0.35,0.14,0.35
Rafał Kurzawa,POL,FW,Amiens,Ligue 1,25,1993,11,2,239,2.7,1,0,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,0.3,0.3,0.1,0.4,0.13,0.02,0.15,0.13,0.15
Ahmed Kutucu,TUR,FW,Schalke 04,Bundesliga,18,2000,13,3,425,4.7,2,0,2,0,0,0,0,0.42,0.00,0.42,0.42,0.42,1.1,1.1,0.1,1.2,0.23,0.01,0.25,0.23,0.25
Enock Kwateng,FRA,DF,Nantes,Ligue 1,21,1997,30,22,2040,22.7,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09
Grejohn Kyei,FRA,FW,Reims,Ligue 1,22,1995,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Antonino La Gumina,ITA,FW,Empoli,Serie A,22,1996,22,12,1090,12.1,2,2,2,0,0,1,0,0.17,0.17,0.33,0.17,0.33,5.3,5.3,0.4,5.7,0.44,0.03,0.47,0.44,0.47
Rajiv van La Parra,NED,FW,Huddersfield,Premier League,27,1991,5,5,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.9,0.05,0.15,0.20,0.05,0.20
Gaëtan Laborde,FRA,FW,Bordeaux,Ligue 1,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.05,0.07,0.12,0.05,0.12
Gaëtan Laborde,FRA,FW,Montpellier,Ligue 1,24,1994,36,35,2895,32.2,11,4,11,0,0,1,1,0.34,0.12,0.47,0.34,0.47,8.8,8.8,5.4,14.2,0.27,0.17,0.44,0.27,0.44
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,27,1991,35,27,2502,27.8,13,8,13,0,0,2,0,0.47,0.29,0.76,0.47,0.76,11.9,11.9,3.7,15.5,0.43,0.13,0.56,0.43,0.56
Alban Lafont,FRA,GK,Fiorentina,Serie A,19,1999,34,34,3015,33.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01
Víctor Laguardia,ESP,DF,Alavés,La Liga,28,1989,36,36,3240,36.0,1,2,1,0,0,13,0,0.03,0.06,0.08,0.03,0.08,1.4,1.4,1.1,2.6,0.04,0.03,0.07,0.04,0.07
Abdou Lahat Diakhate,SEN,FW,Parma,Serie A,19,1998,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,21,1997,29,20,1874,20.8,1,1,1,0,0,7,0,0.05,0.05,0.10,0.05,0.10,2.1,2.1,2.4,4.5,0.10,0.12,0.22,0.10,0.22
Diego Lainez,MEX,MF,Betis,La Liga,18,2000,12,3,353,3.9,0,1,0,0,0,2,0,0.00,0.25,0.25,0.00,0.25,0.2,0.2,0.4,0.6,0.06,0.09,0.15,0.06,0.15
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,26,1991,34,34,3060,34.0,5,9,4,1,2,4,0,0.15,0.26,0.41,0.12,0.38,3.1,1.2,4.3,5.5,0.09,0.13,0.22,0.04,0.16
Adam Lallana,ENG,MF,Liverpool,Premier League,30,1988,13,5,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.10,0.11,0.20,0.10,0.20
Érik Lamela,ARG,MF,Tottenham,Premier League,26,1992,19,9,974,10.8,4,2,4,0,0,2,0,0.37,0.18,0.55,0.37,0.55,3.2,3.2,2.5,5.7,0.29,0.24,0.53,0.29,0.53
Mohamed Lamine Diaby,FRA,FW,Nice,Ligue 1,17,2001,6,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.06,0.02,0.08,0.06,0.08
Loïck Landre,FRA,DF,Nîmes,Ligue 1,26,1992,22,19,1591,17.7,3,0,3,0,0,6,1,0.17,0.00,0.17,0.17,0.17,1.1,1.1,0.0,1.1,0.06,0.00,0.06,0.06,0.06
Michael Lang,SUI,DF,M'Gladbach,Bundesliga,27,1991,17,15,1255,13.9,1,0,1,0,0,0,0,0.07,0.00,0.07,0.07,0.07,1.1,1.1,0.4,1.5,0.08,0.03,0.11,0.08,0.11
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,30,1988,21,15,1414,15.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,1.5,0.03,0.06,0.09,0.03,0.09
Manuel Lanzini,ARG,MF,West Ham,Premier League,25,1993,10,8,686,7.6,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,1.3,1.3,1.1,2.4,0.17,0.14,0.31,0.17,0.31
Gianluca Lapadula,PER,FW,Genoa,Serie A,28,1990,8,4,404,4.5,1,0,1,0,0,1,0,0.22,0.00,0.22,0.22,0.22,2.7,2.7,0.1,2.8,0.60,0.03,0.63,0.60,0.63
Aymeric Laporte,ESP,DF,Manchester City,Premier League,24,1994,35,34,3057,34.0,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,2.6,2.6,0.9,3.5,0.08,0.03,0.10,0.08,0.10
Danilo Larangeira,BRA,DF,Bologna,Serie A,34,1984,35,35,3077,34.2,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,1.2,1.9,0.02,0.04,0.06,0.02,0.06
Johan Larsson,SWE,DF,Guingamp,Ligue 1,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Kevin Lasagna,ITA,FW,Udinese,Serie A,25,1992,36,26,2453,27.3,6,2,6,0,1,2,0,0.22,0.07,0.29,0.22,0.29,9.3,8.6,2.1,10.7,0.34,0.08,0.42,0.31,0.39
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,24,1993,32,32,2745,30.5,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,0.4,1.0,0.02,0.01,0.03,0.02,0.03
Paul Lasne,FRA,MF,Montpellier,Ligue 1,29,1989,35,18,1789,19.9,2,0,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,1.3,1.3,1.4,2.7,0.06,0.07,0.14,0.06,0.14
Toni Lato,ESP,DF,Valencia,La Liga,20,1997,4,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.06,0.02,0.08,0.06,0.08
Danny Latza,GER,MF,Mainz 05,Bundesliga,28,1989,24,22,1863,20.7,0,3,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,3.2,3.2,1.8,5.0,0.15,0.09,0.24,0.15,0.24
Alexandre Lauray,FRA,DF,Bordeaux,Ligue 1,21,1997,3,3,257,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Armand Lauriente,FRA,FW,Rennes,Ligue 1,19,1998,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Vincent Laurini,FRA,DF,Fiorentina,Serie A,29,1989,15,10,920,10.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.05,0.07,0.02,0.07
Wesley Lautoa,NCL,DF,Dijon,Ligue 1,30,1987,34,34,3024,33.6,0,0,0,0,0,12,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.9,0.02,0.01,0.03,0.02,0.03
Diego Laxalt,URU,DF,Milan,Serie A,25,1993,20,6,651,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,1.4,0.14,0.05,0.20,0.14,0.20
Miguel Layún,MEX,MF,Villarreal,La Liga,30,1988,8,5,506,5.6,0,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.6,0.5,1.3,1.7,0.11,0.22,0.34,0.08,0.31
Valentino Lazaro,AUT,DF,Hertha BSC,Bundesliga,22,1996,31,31,2741,30.5,3,6,3,0,0,6,0,0.10,0.20,0.30,0.10,0.30,2.1,2.1,5.6,7.7,0.07,0.19,0.25,0.07,0.25
Darko Lazović,SRB,MF,Genoa,Serie A,27,1990,33,30,2542,28.2,3,4,3,0,0,2,0,0.11,0.14,0.25,0.11,0.25,2.1,2.1,3.5,5.6,0.07,0.12,0.20,0.07,0.20
Manuel Lazzari,ITA,MF,SPAL,Serie A,24,1993,33,33,2835,31.5,0,8,0,0,0,7,0,0.00,0.25,0.25,0.00,0.25,1.6,1.6,5.5,7.2,0.05,0.18,0.23,0.05,0.23
Mickaël Le Bihan,FRA,FW,Nice,Ligue 1,28,1990,5,2,204,2.3,1,0,0,1,1,2,0,0.44,0.00,0.44,0.00,0.00,1.4,0.6,0.0,0.7,0.60,0.02,0.62,0.27,0.29
Maxime Le Marchand,FRA,DF,Fulham,Premier League,28,1989,26,25,2250,25.0,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.4,0.4,0.7,1.0,0.01,0.03,0.04,0.01,0.04
Robin Le Normand,FRA,DF,Real Sociedad,La Liga,21,1996,4,3,284,3.2,0,1,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,0.3,0.3,0.0,0.3,0.09,0.01,0.10,0.09,0.10
Damien Le Tallec,FRA,MF,Montpellier,Ligue 1,28,1990,36,31,2805,31.2,3,0,3,0,0,3,0,0.10,0.00,0.10,0.10,0.10,3.2,3.2,1.2,4.4,0.10,0.04,0.14,0.10,0.14
James Lea Siliki,CMR,MF,Rennes,Ligue 1,22,1996,24,14,1220,13.6,0,3,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,0.9,0.9,2.3,3.3,0.07,0.17,0.24,0.07,0.24
Rafael Leão,POR,FW,Lille,Ligue 1,19,1999,24,16,1287,14.3,8,3,8,0,0,3,0,0.56,0.21,0.77,0.56,0.77,5.2,5.2,1.6,6.9,0.37,0.11,0.48,0.37,0.48
Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,27,1991,18,10,941,10.5,2,0,2,0,0,3,0,0.19,0.00,0.19,0.19,0.19,2.5,2.5,1.4,3.8,0.24,0.13,0.37,0.24,0.37
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,27,1991,37,37,3330,37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.00,0.00,0.00,0.00
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,25,1993,30,26,2394,26.6,2,1,2,0,0,5,1,0.08,0.04,0.11,0.08,0.11,4.0,4.0,2.4,6.4,0.15,0.09,0.24,0.15,0.24
Jordan Lefort,FRA,DF,Amiens,Ligue 1,24,1993,23,21,1802,20.0,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.3,0.3,0.3,0.6,0.02,0.02,0.03,0.02,0.03
Wu Lei,CHN,FW,Espanyol,La Liga,26,1991,16,12,1061,11.8,3,1,3,0,0,1,0,0.25,0.08,0.34,0.25,0.34,4.1,4.1,0.7,4.8,0.35,0.06,0.41,0.35,0.41
Tim Leibold,GER,DF,Nürnberg,Bundesliga,24,1993,32,32,2765,30.7,0,2,0,0,1,6,1,0.00,0.07,0.07,0.00,0.07,2.0,1.2,2.9,4.1,0.06,0.09,0.16,0.04,0.13
Lucas Leiva,BRA,MF,Lazio,Serie A,31,1987,27,22,1987,22.1,0,2,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,2.1,2.7,0.03,0.10,0.12,0.03,0.12
Florian Lejeune,FRA,DF,Newcastle Utd,Premier League,27,1991,12,12,1054,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.8,0.05,0.02,0.07,0.05,0.07
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,25,1993,4,2,211,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,22,1995,31,22,1817,20.2,2,3,2,0,0,4,0,0.10,0.15,0.25,0.10,0.25,2.7,2.7,2.9,5.6,0.13,0.14,0.28,0.13,0.28
Mario Lemina,GAB,MF,Southampton,Premier League,24,1993,21,18,1613,17.9,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.1,1.1,0.4,1.5,0.06,0.02,0.09,0.06,0.09
Mauricio Lemos,URU,DF,Sassuolo,Serie A,22,1995,3,3,179,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Clément Lenglet,FRA,DF,Barcelona,La Liga,23,1995,23,22,1933,21.5,1,0,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,1.1,1.1,0.0,1.1,0.05,0.00,0.05,0.05,0.05
Aaron Lennon,ENG,MF,Burnley,Premier League,31,1987,16,14,1215,13.5,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.8,0.8,0.7,1.4,0.06,0.05,0.11,0.06,0.11
Bernd Leno,GER,GK,Arsenal,Premier League,26,1992,32,31,2836,31.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Pedro León,ESP,MF,Eibar,La Liga,31,1986,9,5,425,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.1,1.1,0.2,1.3,0.23,0.05,0.27,0.23,0.27
Sergio León,ESP,FW,Betis,La Liga,29,1989,16,6,638,7.1,0,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,0.5,1.0,0.07,0.07,0.14,0.07,0.14
Lukas Lerager,DEN,MF,Genoa,Serie A,25,1993,14,13,1122,12.5,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.1,1.1,0.9,2.0,0.09,0.07,0.16,0.09,0.16
Lukas Lerager,DEN,MF,Bordeaux,Ligue 1,25,1993,18,15,1298,14.4,0,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,0.3,1.3,0.07,0.02,0.09,0.07,0.09
Mehdi Léris,FRA,MF,Chievo,Serie A,20,1998,23,18,1607,17.9,0,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,1.4,1.4,0.9,2.3,0.08,0.05,0.13,0.08,0.13
Jefferson Lerma,COL,MF,Bournemouth,Premier League,23,1994,30,29,2506,27.8,2,0,2,0,0,12,0,0.07,0.00,0.07,0.07,0.07,1.0,1.0,0.9,1.9,0.04,0.03,0.07,0.04,0.07
Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,29,1988,33,33,2957,32.9,22,7,19,3,4,2,0,0.67,0.21,0.88,0.58,0.79,28.4,25.4,8.3,33.7,0.87,0.25,1.12,0.77,1.03
Igor Lewczuk,POL,DF,Bordeaux,Ligue 1,33,1985,6,3,449,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Aaron Leya Iseka,BEL,FW,Toulouse,Ligue 1,20,1997,28,15,1444,16.0,4,0,4,0,0,2,1,0.25,0.00,0.25,0.25,0.25,4.2,4.2,0.7,4.9,0.26,0.04,0.31,0.26,0.31
Stephan Lichtsteiner,SUI,DF,Arsenal,Premier League,34,1984,14,10,938,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.01,0.00,0.01
Dimitri Liénard,FRA,MF,Strasbourg,Ligue 1,30,1988,22,15,1291,14.3,0,2,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,1.2,1.2,1.0,2.2,0.08,0.07,0.15,0.08,0.15
Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,22,1996,14,7,614,6.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.08,0.01,0.08,0.08,0.08
Lucas Lima,BRA,DF,Nantes,Ligue 1,26,1991,31,28,2496,27.7,0,4,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.9,0.9,4.1,5.1,0.03,0.15,0.18,0.03,0.18
Anthony Limbombe,BEL,FW,Nantes,Ligue 1,24,1994,29,12,1237,13.7,1,1,1,0,0,2,0,0.07,0.07,0.15,0.07,0.15,3.2,3.2,2.6,5.8,0.23,0.19,0.42,0.23,0.42
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,24,1994,30,29,2601,28.9,1,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,0.8,0.8,1.2,1.9,0.03,0.04,0.07,0.03,0.07
Karol Linetty,POL,MF,Sampdoria,Serie A,23,1995,32,30,2507,27.9,3,3,3,0,0,11,0,0.11,0.11,0.22,0.11,0.22,2.7,2.7,3.1,5.8,0.10,0.11,0.21,0.10,0.21
Jesse Lingard,ENG,FW,Manchester Utd,Premier League,25,1992,27,19,1663,18.5,4,2,3,1,1,3,0,0.22,0.11,0.32,0.16,0.27,5.0,4.2,2.1,6.3,0.27,0.11,0.38,0.23,0.34
Pol Lirola,ESP,DF,Sassuolo,Serie A,20,1997,35,32,2975,33.1,2,6,2,0,0,2,0,0.06,0.18,0.24,0.06,0.24,0.9,0.9,6.2,7.0,0.03,0.19,0.21,0.03,0.21
Adem Ljajić,SRB,FW,Torino,Serie A,26,1991,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.35,0.00,0.35,0.35,0.35
Diego Llorente,ESP,DF,Real Sociedad,La Liga,24,1993,21,20,1752,19.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.00,0.02,0.02,0.02
Fernando Llorente,ESP,FW,Tottenham,Premier League,33,1985,20,6,694,7.7,1,4,1,0,0,2,0,0.13,0.52,0.65,0.13,0.65,3.1,3.1,1.3,4.4,0.40,0.17,0.57,0.40,0.57
Marcos Llorente,ESP,MF,Real Madrid,La Liga,23,1995,7,6,540,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.05,0.07,0.02,0.07
Hugo Lloris,FRA,GK,Tottenham,Premier League,31,1986,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Giovani Lo Celso,ARG,MF,Betis,La Liga,22,1996,32,27,2397,26.6,9,4,7,2,4,5,0,0.34,0.15,0.49,0.26,0.41,8.8,5.7,3.6,9.4,0.33,0.14,0.47,0.21,0.35
Giovani Lo Celso,ARG,MF,Paris S-G,Ligue 1,22,1996,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Stanislav Lobotka,SVK,MF,Celta Vigo,La Liga,23,1994,31,27,2489,27.7,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,0.7,0.7,0.8,1.5,0.03,0.03,0.06,0.03,0.06
Jürgen Locadia,NED,FW,Brighton,Premier League,24,1993,26,12,1236,13.7,2,0,2,0,0,1,0,0.15,0.00,0.15,0.15,0.15,2.9,2.9,1.2,4.0,0.21,0.08,0.29,0.21,0.29
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,20,1998,29,21,1847,20.5,2,4,2,0,0,7,0,0.10,0.19,0.29,0.10,0.29,2.3,2.3,4.0,6.3,0.11,0.20,0.31,0.11,0.31
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,22,1996,24,6,998,11.1,6,2,6,0,0,0,0,0.54,0.18,0.72,0.54,0.72,3.1,3.1,1.5,4.5,0.28,0.13,0.41,0.28,0.41
Enzo Loiodice,FRA,MF,Dijon,Ligue 1,17,2000,12,10,850,9.4,0,1,0,0,0,4,1,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.3,0.4,0.02,0.03,0.04,0.02,0.04
Kevin Long,IRL,DF,Burnley,Premier League,27,1990,6,5,514,5.7,0,1,0,0,0,0,0,0.00,0.18,0.18,0.00,0.18,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Shane Long,IRL,FW,Southampton,Premier League,31,1987,26,12,1272,14.1,5,1,5,0,0,3,0,0.35,0.07,0.42,0.35,0.42,4.7,4.7,1.1,5.8,0.33,0.08,0.41,0.33,0.41
Samuele Longo,ITA,FW,Huesca,La Liga,26,1992,15,6,556,6.2,1,2,1,0,0,4,0,0.16,0.32,0.49,0.16,0.49,2.3,2.3,0.6,2.9,0.38,0.09,0.47,0.38,0.47
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,20,1997,9,8,687,7.6,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,0.4,0.4,0.6,1.0,0.05,0.08,0.13,0.05,0.13
Ademola Lookman,NGA,FW,Everton,Premier League,20,1997,21,3,618,6.9,0,2,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,1.4,1.4,1.2,2.6,0.21,0.17,0.38,0.21,0.38
Anthony Lopes,POR,GK,Lyon,Ligue 1,27,1990,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Rony Lopes,POR,FW,Monaco,Ligue 1,22,1995,24,22,1849,20.5,2,2,2,0,0,1,0,0.10,0.10,0.19,0.10,0.19,5.0,5.0,4.1,9.1,0.24,0.20,0.44,0.24,0.44
Alejandro López,ESP,MF,Espanyol,La Liga,21,1997,4,1,112,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
Cristian López,ESP,FW,Angers,Ligue 1,29,1989,19,2,372,4.1,2,0,2,0,1,2,0,0.48,0.00,0.48,0.48,0.48,2.3,1.6,0.1,1.7,0.57,0.02,0.59,0.38,0.41
David López,ESP,DF,Espanyol,La Liga,28,1989,21,21,1819,20.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05
Diego López,ESP,GK,Espanyol,La Liga,36,1981,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Javi López,ESP,DF,Espanyol,La Liga,32,1986,23,21,1948,21.6,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.5,0.5,1.5,2.0,0.02,0.07,0.09,0.02,0.09
Lluis López,ESP,DF,Espanyol,La Liga,21,1997,6,5,521,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02
Maxime Lopez,FRA,MF,Marseille,Ligue 1,20,1997,32,25,2180,24.2,1,3,1,0,0,4,0,0.04,0.12,0.17,0.04,0.17,0.5,0.5,3.0,3.4,0.02,0.12,0.14,0.02,0.14
Pedro López Muñoz,ESP,DF,Levante,La Liga,34,1983,8,4,465,5.2,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,0.5,0.7,0.03,0.10,0.13,0.03,0.13
Pau López,ESP,GK,Betis,La Liga,23,1994,33,33,2970,33.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Roberto López,ESP,MF,Real Sociedad,La Liga,18,2000,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Unai López,ESP,MF,Athletic Club,La Liga,22,1995,7,3,328,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.6,0.10,0.08,0.18,0.10,0.18
Jonas Lössl,DEN,GK,Huddersfield,Premier League,29,1989,31,30,2778,30.9,0,1,0,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02
Albert Lottin,FRA,MF,Bordeaux,Ligue 1,16,2001,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Imran Louza,MAR,MF,Nantes,Ligue 1,19,1999,1,1,88,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08
Davor Lovren,CRO,MF,Düsseldorf,Bundesliga,19,1998,2,0,46,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.25,0.00,0.25,0.25,0.25
Dejan Lovren,CRO,DF,Liverpool,Premier League,29,1989,13,11,986,11.0,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,0.7,0.7,0.1,0.9,0.07,0.01,0.08,0.07,0.08
Chris Löwe,GER,DF,Huddersfield,Premier League,29,1989,29,23,2057,22.9,0,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,1.4,1.8,0.02,0.06,0.08,0.02,0.08
Eduard Löwen,GER,MF,Nürnberg,Bundesliga,21,1997,22,17,1623,18.0,3,2,3,0,0,3,0,0.17,0.11,0.28,0.17,0.28,2.0,2.0,1.5,3.6,0.11,0.08,0.20,0.11,0.20
Matthew Lowton,ENG,DF,Burnley,Premier League,29,1989,21,19,1750,19.4,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.03,0.03,0.06,0.03,0.06
