Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Daniel Caligiuri,ITA,DF,Schalke 04,Bundesliga,30,1988,30.6,7,44,10,22.7,1.44,0.33,0.07,0.30,24.7,7,4,6,6.2,1.7,0.04,+0.8,+1.3
José Callejón,ESP,MF,Napoli,Serie A,31,1987,29.4,3,59,17,28.8,2.00,0.58,0.05,0.18,17.2,1,0,0,5.2,5.2,0.09,-2.2,-2.2
Jonathan Calleri,ARG,FW,Alavés,La Liga,24,1993,31.9,9,73,17,23.3,2.29,0.53,0.10,0.41,14.5,0,2,2,7.3,5.7,0.08,+1.7,+1.3
Jan-Ingwer Callsen-Bracker,GER,DF,Augsburg,Bundesliga,33,1984,0.1,0,1,0,0.0,12.86,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.13,-0.1,-0.1
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,21,1997,19.8,6,54,16,29.6,2.72,0.81,0.11,0.38,12.4,0,0,0,5.3,5.2,0.10,+0.7,+0.8
Ignacio Camacho,ESP,MF,Wolfsburg,Bundesliga,28,1990,6.0,0,8,3,37.5,1.33,0.50,0.00,0.00,15.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Juanjo Camacho,ESP,MF,Huesca,La Liga,37,1980,0.4,0,3,2,66.7,7.30,4.86,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Rafael Camacho,POR,DF,Liverpool,Premier League,18,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mahdi Camara,FRA,FW,Saint-Étienne,Ligue 1,20,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Souleymane Camara,SEN,FW,Montpellier,Ligue 1,35,1982,1.5,3,9,6,66.7,5.91,3.94,0.33,0.50,13.1,0,0,0,1.3,1.3,0.15,+1.7,+1.7
Víctor Camarasa,ESP,MF,Cardiff City,Premier League,24,1994,28.5,5,40,10,25.0,1.40,0.35,0.10,0.40,22.9,5,1,1,3.4,2.6,0.07,+1.6,+1.4
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,15,2002,4.0,0,2,1,50.0,0.49,0.25,0.00,0.00,20.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Sergio Camello,ESP,FW,Atlético Madrid,La Liga,17,2001,0.5,1,3,1,33.3,6.00,2.00,0.33,1.00,10.7,0,0,0,0.6,0.6,0.19,+0.4,+0.4
José Campaña,ESP,MF,Levante,La Liga,25,1993,35.7,4,22,8,36.4,0.62,0.22,0.18,0.50,22.1,2,0,0,1.4,1.4,0.06,+2.6,+2.6
Joel Campbell,CRC,FW,Frosinone,Serie A,26,1992,9.9,0,13,3,23.1,1.31,0.30,0.00,0.00,19.2,0,0,0,0.9,0.9,0.07,-0.9,-0.9
Emre Can,GER,MF,Juventus,Serie A,24,1994,20.1,4,32,8,25.0,1.59,0.40,0.09,0.38,18.4,0,1,1,3.1,2.3,0.07,+0.9,+0.7
Sergio Canales,ESP,MF,Betis,La Liga,27,1991,29.5,7,63,23,36.5,2.14,0.78,0.08,0.22,22.7,14,2,2,6.7,5.2,0.08,+0.3,-0.2
João Cancelo,POR,DF,Juventus,Serie A,24,1994,21.9,1,25,6,24.0,1.14,0.27,0.04,0.17,22.3,0,0,0,1.4,1.4,0.06,-0.4,-0.4
Antonio Candreva,ITA,FW,Inter,Serie A,31,1987,5.6,1,21,7,33.3,3.76,1.25,0.05,0.14,19.9,1,0,0,1.8,1.8,0.09,-0.8,-0.8
Ander Capa,ESP,DF,Athletic Club,La Liga,26,1992,18.2,0,9,2,22.2,0.49,0.11,0.00,0.00,16.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Luan Capanni,BRA,FW,Lazio,Serie A,18,2000,0.1,0,1,0,0.0,10.00,0.00,0.00,,32.7,0,0,0,0.0,0.0,0.02,0.0,0.0
Pierrick Capelle,FRA,MF,Angers,Ligue 1,31,1987,20.5,3,26,6,23.1,1.27,0.29,0.12,0.50,19.5,3,0,0,2.2,2.2,0.09,+0.8,+0.8
Leonardo Capezzi,ITA,MF,Empoli,Serie A,23,1995,8.6,0,13,1,7.7,1.52,0.12,0.00,0.00,26.2,2,0,0,0.5,0.5,0.04,-0.5,-0.5
Étienne Capoue,FRA,MF,Watford,Premier League,30,1988,32.7,1,18,4,22.2,0.55,0.12,0.06,0.25,26.7,5,0,0,0.9,0.9,0.05,+0.1,+0.1
Gianluca Caprari,ITA,FW,Sampdoria,Serie A,25,1993,11.5,6,31,14,45.2,2.71,1.22,0.19,0.43,18.1,4,0,0,2.5,2.5,0.08,+3.5,+3.5
Marco Capuano,ITA,DF,Frosinone,Serie A,26,1991,25.6,0,8,0,0.0,0.31,0.00,0.00,,10.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
Francesco Caputo,ITA,FW,Empoli,Serie A,30,1987,38.0,16,90,36,40.0,2.37,0.95,0.14,0.36,13.9,0,3,6,17.6,13.1,0.15,-1.6,-0.1
Yoan Cardinale,FRA,GK,Nice,Ligue 1,24,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marc Cardona,ESP,FW,Eibar,La Liga,23,1995,6.7,3,17,8,47.1,2.53,1.19,0.18,0.38,11.6,0,0,0,2.8,2.8,0.16,+0.2,+0.2
Diego Carlos,BRA,DF,Nantes,Ligue 1,25,1993,35.0,2,37,4,10.8,1.06,0.11,0.05,0.50,17.1,3,0,0,2.0,2.0,0.05,0.0,0.0
Jonas Carls,GER,DF,Schalke 04,Bundesliga,21,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Louis Carnot,FRA,MF,Guingamp,Ligue 1,17,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lionel Carole,FRA,DF,Strasbourg,Ligue 1,27,1991,19.2,0,9,2,22.2,0.47,0.10,0.00,0.00,18.2,0,0,0,0.7,0.7,0.08,-0.7,-0.7
Daniel Carriço,POR,DF,Sevilla,La Liga,29,1988,23.7,1,8,2,25.0,0.34,0.08,0.13,0.50,10.2,0,0,0,0.7,0.7,0.08,+0.3,+0.3
Guido Carrillo,ARG,FW,Leganés,La Liga,27,1991,22.1,6,58,17,29.3,2.62,0.77,0.09,0.29,10.5,0,1,3,9.0,6.7,0.12,-3.0,-1.7
Andy Carroll,ENG,FW,West Ham,Premier League,29,1989,5.1,0,14,6,42.9,2.73,1.17,0.00,0.00,11.3,0,0,0,1.4,1.4,0.10,-1.4,-1.4
Dani Carvajal,ESP,DF,Real Madrid,La Liga,26,1992,23.4,1,11,4,36.4,0.47,0.17,0.09,0.25,21.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6
William Carvalho,POR,MF,Betis,La Liga,26,1992,26.5,0,10,2,20.0,0.38,0.08,0.00,0.00,17.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
Casemiro,BRA,MF,Real Madrid,La Liga,26,1992,25.7,3,40,9,22.5,1.56,0.35,0.08,0.33,18.4,1,0,0,1.9,1.9,0.05,+1.1,+1.1
Santiago Cáseres,ARG,MF,Villarreal,La Liga,21,1997,17.6,0,5,1,20.0,0.28,0.06,0.00,0.00,15.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Moreto Cassamã,GNB,MF,Reims,Ligue 1,20,1998,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Francesco Cassata,ITA,MF,Frosinone,Serie A,21,1997,12.5,2,14,5,35.7,1.12,0.40,0.14,0.40,20.1,0,0,0,0.6,0.6,0.05,+1.4,+1.4
Timothy Castagne,BEL,DF,Atalanta,Serie A,22,1995,22.3,4,20,8,40.0,0.90,0.36,0.20,0.50,12.1,0,0,0,2.1,2.1,0.10,+1.9,+1.9
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,26,1992,25.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Samu Castillejo,ESP,FW,Milan,Serie A,23,1995,11.4,4,31,14,45.2,2.73,1.23,0.13,0.29,19.7,0,0,0,1.8,1.8,0.06,+2.2,+2.2
Gonzalo Castro,GER,MF,Stuttgart,Bundesliga,31,1987,18.8,2,16,4,25.0,0.85,0.21,0.13,0.50,21.8,4,0,0,1.3,1.3,0.08,+0.7,+0.7
Jonny Castro,ESP,DF,Wolves,Premier League,24,1994,30.8,1,25,7,28.0,0.81,0.23,0.04,0.14,19.8,0,0,0,1.6,1.6,0.06,-0.6,-0.6
Lucas Castro,ARG,MF,Cagliari,Serie A,29,1989,10.0,1,9,2,22.2,0.90,0.20,0.11,0.50,18.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4
Danilo Cataldi,ITA,MF,Lazio,Serie A,23,1994,6.4,2,14,4,28.6,2.18,0.62,0.14,0.50,24.6,3,0,0,0.8,0.8,0.06,+1.2,+1.2
Catena,ESP,DF,Rayo Vallecano,La Liga,23,1994,2.0,0,2,1,50.0,1.02,0.51,0.00,0.00,11.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Craig Cathcart,NIR,DF,Watford,Premier League,29,1989,34.4,3,14,5,35.7,0.41,0.15,0.21,0.60,9.4,0,0,0,1.6,1.6,0.11,+1.4,+1.4
Ivan Cavaleiro,POR,FW,Wolves,Premier League,24,1993,7.7,3,12,4,33.3,1.56,0.52,0.25,0.75,15.6,0,0,0,2.5,2.5,0.21,+0.5,+0.5
Edinson Cavani,URU,FW,Paris S-G,Ligue 1,31,1987,18.6,18,46,17,37.0,2.48,0.92,0.30,0.82,13.3,2,4,5,16.5,12.7,0.28,+1.5,+1.3
Santi Cazorla,ESP,MF,Villarreal,La Liga,33,1984,29.4,4,27,7,25.9,0.92,0.24,0.07,0.29,21.9,4,2,3,4.3,2.0,0.08,-0.3,0.0
Dani Ceballos,ESP,MF,Real Madrid,La Liga,21,1996,13.9,3,21,5,23.8,1.51,0.36,0.14,0.60,18.2,1,0,0,2.2,2.2,0.10,+0.8,+0.8
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,26,1992,11.0,0,2,1,50.0,0.18,0.09,0.00,0.00,8.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Petr Čech,CZE,GK,Arsenal,Premier League,36,1982,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Žan Celar,SVN,FW,Roma,Serie A,19,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Zeki Çelik,TUR,DF,Lille,Ligue 1,21,1997,33.0,1,14,4,28.6,0.42,0.12,0.07,0.25,19.0,0,0,0,1.2,1.2,0.08,-0.2,-0.2
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,28,1989,22.8,2,16,4,25.0,0.70,0.18,0.13,0.50,8.6,0,0,0,1.6,1.6,0.10,+0.4,+0.4
Fabio Ceravolo,ITA,FW,Parma,Serie A,31,1987,13.2,2,18,8,44.4,1.37,0.61,0.06,0.13,16.3,0,1,2,3.4,1.8,0.10,-1.4,-0.8
Alberto Cerri,ITA,FW,Cagliari,Serie A,22,1996,7.4,0,21,3,14.3,2.82,0.40,0.00,0.00,13.7,0,0,0,1.7,1.7,0.08,-1.7,-1.7
Boštjan Cesar,SVN,DF,Chievo,Serie A,36,1982,12.0,1,4,1,25.0,0.33,0.08,0.25,1.00,10.3,0,0,0,0.2,0.2,0.04,+0.8,+0.8
Nacer Chadli,BEL,MF,Monaco,Ligue 1,28,1989,7.7,0,3,1,33.3,0.39,0.13,0.00,0.00,21.4,1,0,0,0.1,0.1,0.04,-0.1,-0.1
Fouad Chafik,MAR,DF,Dijon,Ligue 1,31,1986,20.5,0,10,4,40.0,0.49,0.19,0.00,0.00,26.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Nathaniel Chalobah,ENG,MF,Watford,Premier League,23,1994,3.0,0,2,1,50.0,0.67,0.33,0.00,0.00,25.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Calum Chambers,ENG,MF,Fulham,Premier League,23,1995,28.8,2,34,11,32.4,1.18,0.38,0.06,0.18,19.4,0,0,0,1.7,1.7,0.05,+0.3,+0.3
Timothy Chandler,USA,FW,Eint Frankfurt,Bundesliga,28,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kwon Chang-hoon,KOR,FW,Dijon,Ligue 1,24,1994,10.4,2,20,6,30.0,1.92,0.58,0.10,0.33,17.6,1,0,0,2.3,2.3,0.12,-0.3,-0.3
Charles,BRA,FW,Eibar,La Liga,34,1984,19.3,14,59,24,40.7,3.05,1.24,0.14,0.33,14.0,0,6,7,11.6,6.3,0.11,+2.4,+1.7
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,27,1991,36.0,2,21,8,38.1,0.58,0.22,0.10,0.25,22.6,0,0,0,1.0,1.0,0.05,+1.0,+1.0
Pablo Chavarría,ARG,FW,Reims,Ligue 1,30,1988,21.9,5,44,18,40.9,2.01,0.82,0.11,0.28,11.5,0,0,0,6.6,6.6,0.15,-1.6,-1.6
Chechu,ESP,DF,Rayo Vallecano,La Liga,36,1982,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pape Cheikh Diop,SEN,MF,Lyon,Ligue 1,20,1997,5.0,0,4,1,25.0,0.79,0.20,0.00,0.00,12.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4
Chema,ESP,DF,Levante,La Liga,26,1992,13.9,2,5,2,40.0,0.36,0.14,0.40,1.00,19.5,0,0,0,0.6,0.6,0.11,+1.4,+1.4
Denis Cheryshev,RUS,MF,Valencia,La Liga,27,1990,19.0,2,29,7,24.1,1.53,0.37,0.07,0.29,16.4,0,0,0,3.3,3.3,0.11,-1.3,-1.3
Raman Chibsah,GHA,MF,Frosinone,Serie A,25,1993,29.1,1,34,10,29.4,1.17,0.34,0.03,0.10,17.9,0,0,0,2.7,2.7,0.08,-1.7,-1.7
Leandro Chichizola,ARG,GK,Getafe,La Liga,28,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,33,1984,22.1,1,15,4,26.7,0.68,0.18,0.07,0.25,11.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4
Federico Chiesa,ITA,FW,Fiorentina,Serie A,20,1997,33.7,6,133,42,31.6,3.95,1.25,0.05,0.14,18.7,0,0,0,9.5,9.5,0.07,-3.5,-3.5
Ben Chilwell,ENG,DF,Leicester City,Premier League,21,1996,36.0,0,21,11,52.4,0.58,0.31,0.00,0.00,20.7,0,0,0,1.0,1.0,0.05,-1.0,-1.0
Vlad Chiricheș,ROU,DF,Napoli,Serie A,28,1989,1.6,0,1,0,0.0,0.61,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2
Tahith Chong,NED,FW,Manchester Utd,Premier League,18,1999,0.4,0,2,1,50.0,4.74,2.37,0.00,0.00,13.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Hamza Choudhury,ENG,MF,Leicester City,Premier League,20,1997,6.6,0,4,2,50.0,0.61,0.30,0.00,0.00,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Andreas Christensen,DEN,DF,Chelsea,Premier League,22,1996,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cyrus Christie,IRL,DF,Fulham,Premier League,25,1992,21.6,0,12,3,25.0,0.55,0.14,0.00,0.00,21.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Samuel Chukwueze,NGA,FW,Villarreal,La Liga,19,1999,19.0,5,58,23,39.7,3.06,1.21,0.09,0.22,17.8,0,0,0,5.3,5.3,0.09,-0.3,-0.3
Camillo Ciano,ITA,FW,Frosinone,Serie A,28,1990,27.3,7,73,21,28.8,2.68,0.77,0.07,0.24,25.4,21,2,3,6.4,4.1,0.06,+0.6,+0.9
Amato Ciciretti,ITA,FW,Parma,Serie A,24,1993,1.5,0,1,0,0.0,0.65,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2
Luca Cigarini,ITA,MF,Cagliari,Serie A,32,1986,18.7,0,19,2,10.5,1.02,0.11,0.00,0.00,29.9,2,0,0,0.5,0.5,0.02,-0.5,-0.5
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,31,1987,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,22.3,0,0,0,0.7,0.7,0.13,-0.7,-0.7
Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Laurent Ciman,BEL,DF,Dijon,Ligue 1,32,1985,8.0,0,8,3,37.5,1.00,0.38,0.00,0.00,24.7,2,0,0,0.3,0.3,0.03,-0.3,-0.3
Daniel Ciofani,ITA,FW,Frosinone,Serie A,33,1985,18.0,5,50,18,36.0,2.78,1.00,0.06,0.17,13.9,0,2,2,5.2,3.7,0.07,-0.2,-0.7
Thiago Cionek,POL,DF,SPAL,Serie A,32,1986,28.2,0,13,0,0.0,0.46,0.00,0.00,,11.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5
Ibrahima Cissé,GUI,MF,Fulham,Premier League,24,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Till Cissokho,FRA,DF,Bordeaux,Ligue 1,18,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,28,1989,9.5,3,6,3,50.0,0.63,0.31,0.50,1.00,8.5,0,0,0,0.5,0.5,0.08,+2.5,+2.5
Tom Cleverley,ENG,MF,Watford,Premier League,28,1989,5.3,1,4,2,50.0,0.75,0.38,0.25,0.50,20.3,1,0,0,0.2,0.2,0.05,+0.8,+0.8
Nathaniel Clyne,ENG,DF,Liverpool,Premier League,27,1991,1.2,0,3,1,33.3,2.43,0.81,0.00,0.00,29.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Nathaniel Clyne,ENG,DF,Bournemouth,Premier League,27,1991,12.7,0,2,0,0.0,0.16,0.00,0.00,,10.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3
Conor Coady,ENG,DF,Wolves,Premier League,25,1993,38.0,0,1,0,0.0,0.03,0.00,0.00,,11.7,0,0,0,0.0,0.0,0.01,0.0,0.0
Marcus Coco,FRA,FW,Guingamp,Ligue 1,22,1996,20.4,1,27,7,25.9,1.32,0.34,0.04,0.14,16.7,0,0,0,2.4,2.4,0.09,-1.4,-1.4
Coke,ESP,DF,Levante,La Liga,31,1987,20.2,4,13,7,53.8,0.64,0.35,0.31,0.57,12.1,0,0,0,1.3,1.3,0.10,+2.7,+2.7
Joel Coleman,ENG,GK,Huddersfield,Premier League,22,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Séamus Coleman,IRL,DF,Everton,Premier League,29,1988,28.4,2,13,5,38.5,0.46,0.18,0.15,0.40,17.9,0,0,0,1.2,1.2,0.09,+0.8,+0.8
Álex Collado,ESP,FW,Barcelona,La Liga,19,1999,0.9,0,2,0,0.0,2.12,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Omar Colley,GAM,DF,Sampdoria,Serie A,25,1992,19.6,0,8,1,12.5,0.41,0.05,0.00,0.00,8.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7
Racine Coly,SEN,DF,Nice,Ligue 1,22,1995,5.6,0,5,0,0.0,0.89,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,22,1996,15.3,6,31,18,58.1,2.02,1.18,0.19,0.33,15.4,0,0,0,3.8,3.8,0.12,+2.2,+2.2
Santi Comesaña,ESP,MF,Rayo Vallecano,La Liga,21,1996,22.6,1,9,2,22.2,0.40,0.09,0.11,0.50,14.9,1,0,0,0.8,0.8,0.09,+0.2,+0.2
Daniel Congré,FRA,DF,Montpellier,Ligue 1,33,1985,36.6,2,16,5,31.3,0.44,0.14,0.13,0.40,10.2,0,0,0,1.7,1.7,0.10,+0.3,+0.3
Andrea Consigli,ITA,GK,Sassuolo,Serie A,31,1987,35.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Andrea Conti,ITA,DF,Milan,Serie A,24,1994,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Lewis Cook,ENG,MF,Bournemouth,Premier League,21,1997,8.0,0,4,0,0.0,0.50,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Steve Cook,ENG,DF,Bournemouth,Premier League,27,1991,31.0,1,22,9,40.9,0.71,0.29,0.05,0.11,14.4,0,0,0,1.2,1.2,0.05,-0.2,-0.2
Duje Čop,CRO,FW,Valladolid,La Liga,28,1990,7.6,0,16,6,37.5,2.10,0.79,0.00,0.00,11.5,0,0,0,2.6,2.6,0.16,-2.6,-2.6
Francis Coquelin,FRA,MF,Valencia,La Liga,27,1991,19.6,0,10,3,30.0,0.51,0.15,0.00,0.00,18.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4
Gabriele Corbo,ITA,DF,Bologna,Serie A,18,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,21,1997,14.7,0,22,8,36.4,1.50,0.55,0.00,0.00,20.0,0,0,0,1.3,1.3,0.06,-1.3,-1.3
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,20,1997,5.9,3,12,4,33.3,2.03,0.68,0.25,0.75,14.6,0,0,0,1.5,1.5,0.12,+1.5,+1.5
Benjamin Corgnet,FRA,MF,Strasbourg,Ligue 1,31,1987,7.5,1,18,7,38.9,2.41,0.94,0.06,0.14,15.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9
Ante Ćorić,CRO,MF,Roma,Serie A,21,1997,0.3,0,1,0,0.0,3.75,0.00,0.00,,34.0,0,0,0,0.0,0.0,0.01,0.0,0.0
Jack Cork,ENG,MF,Burnley,Premier League,29,1989,36.8,1,14,2,14.3,0.38,0.05,0.07,0.50,16.9,0,0,0,1.6,1.6,0.12,-0.6,-0.6
Andreas Cornelius,DEN,FW,Bordeaux,Ligue 1,25,1993,8.8,3,22,9,40.9,2.50,1.02,0.14,0.33,13.4,0,0,0,2.1,2.1,0.09,+0.9,+0.9
Maxwel Cornet,CIV,FW,Lyon,Ligue 1,21,1996,14.2,7,48,21,43.8,3.37,1.48,0.15,0.33,14.8,2,0,0,7.0,7.0,0.15,0.0,0.0
Quentin Cornette,FRA,MF,Amiens,Ligue 1,24,1994,2.3,0,7,2,28.6,3.01,0.86,0.00,0.00,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Ángel Correa,ARG,MF,Atlético Madrid,La Liga,23,1995,21.3,3,32,11,34.4,1.50,0.52,0.09,0.27,21.6,0,0,0,2.2,2.2,0.07,+0.8,+0.8
Joaquín Correa,ARG,FW,Lazio,Serie A,23,1994,21.4,5,70,29,41.4,3.27,1.35,0.07,0.17,16.6,1,0,0,7.0,7.0,0.10,-2.0,-2.0
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,25,1993,33.7,2,21,7,33.3,0.62,0.21,0.10,0.29,13.7,0,0,0,3.0,3.0,0.14,-1.0,-1.0
Diego Costa,ESP,FW,Atlético Madrid,La Liga,29,1988,12.4,2,16,10,62.5,1.29,0.81,0.13,0.20,14.1,0,0,0,1.6,1.6,0.10,+0.4,+0.4
Douglas Costa,BRA,FW,Juventus,Serie A,27,1990,6.9,1,20,6,30.0,2.90,0.87,0.05,0.17,21.6,0,0,0,0.7,0.7,0.04,+0.3,+0.3
Filippo Costa,ITA,MF,SPAL,Serie A,23,1995,6.3,0,6,0,0.0,0.96,0.00,0.00,,21.2,1,0,0,0.3,0.3,0.06,-0.3,-0.3
Hélder Costa,ANG,FW,Wolves,Premier League,24,1994,14.9,1,25,7,28.0,1.68,0.47,0.04,0.14,19.0,0,0,0,2.2,2.2,0.09,-1.2,-1.2
Jaume Costa,ESP,DF,Villarreal,La Liga,30,1988,16.6,1,13,2,15.4,0.78,0.12,0.08,0.50,22.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4
Nuno da Costa,CPV,FW,Strasbourg,Ligue 1,27,1991,22.8,8,45,17,37.8,1.97,0.75,0.16,0.41,16.2,0,1,1,5.7,4.9,0.11,+2.3,+2.1
David Costas,ESP,DF,Celta Vigo,La Liga,23,1995,13.0,0,2,2,100.0,0.15,0.15,0.00,0.00,8.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,31,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,26,1991,19.5,8,50,16,32.0,2.57,0.82,0.14,0.44,11.7,0,1,1,7.9,7.1,0.14,+0.1,-0.1
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,23,1994,4.6,1,2,1,50.0,0.44,0.22,0.50,1.00,10.5,0,0,0,0.1,0.1,0.07,+0.9,+0.9
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,26,1992,27.0,0,1,0,0.0,0.04,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Philippe Coutinho,BRA,FW,Barcelona,La Liga,26,1992,22.4,5,67,31,46.3,2.99,1.38,0.07,0.16,19.2,3,0,0,7.2,7.2,0.11,-2.2,-2.2
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,19,1999,10.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Alessio Cragno,ITA,GK,Cagliari,Serie A,24,1994,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Aaron Cresswell,ENG,DF,West Ham,Premier League,28,1989,17.7,0,11,0,0.0,0.62,0.00,0.00,,23.4,2,0,0,0.4,0.4,0.04,-0.4,-0.4
Domenico Criscito,ITA,DF,Genoa,Serie A,31,1986,34.1,2,30,5,16.7,0.88,0.15,0.03,0.20,27.5,5,1,1,1.7,0.9,0.03,+0.3,+0.1
Lorenzo Crisetig,ITA,MF,Frosinone,Serie A,25,1993,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Bryan Cristante,ITA,MF,Roma,Serie A,23,1995,26.9,4,44,11,25.0,1.63,0.41,0.09,0.36,16.6,0,0,0,4.0,4.0,0.09,0.0,0.0
Sebastián Cristóforo,URU,MF,Getafe,La Liga,24,1993,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,19.8,0,0,0,0.0,0.0,0.02,0.0,0.0
Enzo Crivelli,FRA,FW,Caen,Ligue 1,23,1995,25.1,6,22,10,45.5,0.88,0.40,0.27,0.60,9.9,0,0,0,5.3,5.3,0.24,+0.7,+0.7
Peter Crouch,ENG,FW,Burnley,Premier League,37,1981,1.0,0,5,1,20.0,4.89,0.98,0.00,0.00,9.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4
