Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Stanislav Lobotka,SVK,MF,Celta Vigo,La Liga,23,1994,27.7,42,34,12,22,8,10,45,22.2,35,670,151,22.5,221,364,85,23,1,0,22,26,68,17,0
Jürgen Locadia,NED,FW,Brighton,Premier League,24,1993,13.7,18,11,9,7,2,6,11,54.5,5,184,49,26.6,49,68,67,14,1,0,13,15,33,8,0
Manuel Locatelli,ITA,MF,Sassuolo,Serie A,20,1998,20.5,43,32,21,17,5,13,34,38.2,21,313,78,24.9,110,133,70,23,3,0,20,19,62,34,1
Ruben Loftus-Cheek,ENG,MF,Chelsea,Premier League,22,1996,11.1,21,18,8,8,5,3,9,33.3,6,161,58,36.0,39,75,47,17,4,0,13,8,29,7,0
Enzo Loiodice,FRA,MF,Dijon,Ligue 1,17,2000,9.4,21,16,6,15,0,5,18,27.8,13,147,40,27.2,38,87,22,12,0,0,12,6,27,6,0
Kevin Long,IRL,DF,Burnley,Premier League,27,1990,5.7,17,10,11,6,0,9,15,60.0,6,73,26,35.6,46,23,4,9,4,0,5,12,29,33,0
Shane Long,IRL,FW,Southampton,Premier League,31,1987,14.1,12,4,4,4,4,2,13,15.4,11,242,64,26.4,23,124,95,16,4,0,12,5,17,17,0
Samuele Longo,ITA,FW,Huesca,La Liga,26,1992,6.2,5,5,1,3,1,0,7,0.0,7,183,39,21.3,18,115,50,7,2,0,5,0,5,6,0
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,20,1997,7.6,22,19,9,11,2,9,27,33.3,18,194,63,32.5,62,111,21,19,5,0,14,11,33,9,0
Ademola Lookman,NGA,FW,Everton,Premier League,20,1997,6.9,14,8,6,5,3,5,8,62.5,3,121,36,29.8,43,54,24,9,1,0,8,14,28,2,0
Anthony Lopes,POR,GK,Lyon,Ligue 1,27,1990,34.0,0,0,0,0,0,0,3,0.0,3,3,1,33.3,3,0,0,1,0,0,1,0,0,1,1
Rony Lopes,POR,FW,Monaco,Ligue 1,22,1995,20.5,38,26,13,18,7,9,24,37.5,15,438,100,22.8,92,219,127,24,1,0,23,7,45,12,0
Alejandro López,ESP,MF,Espanyol,La Liga,21,1997,1.2,2,1,1,1,0,2,6,33.3,4,48,8,16.7,16,29,3,0,0,0,0,2,4,2,0
Cristian López,ESP,FW,Angers,Ligue 1,29,1989,4.1,11,10,2,3,6,6,18,33.3,12,108,28,25.9,7,49,52,3,0,0,3,2,13,2,0
David López,ESP,DF,Espanyol,La Liga,28,1989,20.2,30,24,17,11,2,14,26,53.8,12,152,44,28.9,94,47,11,23,11,0,12,15,45,93,2
Diego López,ESP,GK,Espanyol,La Liga,36,1981,38.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,2,1
Javi López,ESP,DF,Espanyol,La Liga,32,1986,21.6,71,43,44,22,5,24,67,35.8,43,308,80,26.0,169,105,34,46,3,0,43,38,109,73,0
Lluis López,ESP,DF,Espanyol,La Liga,21,1997,5.8,1,1,1,0,0,1,2,50.0,1,52,16,30.8,35,17,0,11,1,0,10,7,8,29,0
Maxime Lopez,FRA,MF,Marseille,Ligue 1,20,1997,24.2,46,28,18,22,6,21,71,29.6,50,529,142,26.8,157,287,85,20,3,0,17,13,59,11,0
Pedro López Muñoz,ESP,DF,Levante,La Liga,34,1983,5.2,6,4,5,1,0,2,6,33.3,4,76,18,23.7,52,16,8,9,1,0,8,7,13,8,0
Pau López,ESP,GK,Betis,La Liga,23,1994,33.0,0,0,0,0,0,0,3,0.0,3,3,1,33.3,3,0,0,1,0,0,1,0,0,3,1
Roberto López,ESP,MF,Real Sociedad,La Liga,18,2000,0.3,0,0,0,0,0,0,1,0.0,1,5,2,40.0,3,1,1,1,0,0,1,0,0,1,0
Unai López,ESP,MF,Athletic Club,La Liga,22,1995,3.6,5,3,3,0,2,1,15,6.7,14,62,19,30.6,18,35,9,11,3,0,8,1,6,4,0
Jonas Lössl,DEN,GK,Huddersfield,Premier League,29,1989,30.9,0,0,0,0,0,0,3,0.0,3,5,0,0.0,5,0,0,1,0,0,1,0,0,1,0
Albert Lottin,FRA,MF,Bordeaux,Ligue 1,16,2001,0.2,0,0,0,0,0,0,1,0.0,1,12,3,25.0,7,4,1,0,0,0,0,0,0,0,0
Imran Louza,MAR,MF,Nantes,Ligue 1,19,1999,1.0,1,1,1,0,0,1,1,100.0,0,21,6,28.6,7,9,5,0,0,0,0,0,1,0,0
Davor Lovren,CRO,MF,Düsseldorf,Bundesliga,19,1998,0.5,1,1,0,0,1,0,0,,0,9,3,33.3,4,4,1,1,0,0,1,0,1,0,0
Dejan Lovren,CRO,DF,Liverpool,Premier League,29,1989,11.0,15,8,11,3,1,5,12,41.7,7,86,32,37.2,51,32,3,20,9,0,11,22,37,60,2
Chris Löwe,GER,DF,Huddersfield,Premier League,29,1989,22.9,35,11,19,13,3,11,36,30.6,25,217,47,21.7,73,95,49,39,3,0,36,28,63,53,0
Eduard Löwen,GER,MF,Nürnberg,Bundesliga,21,1997,18.0,33,25,16,13,4,12,37,32.4,25,350,75,21.4,156,154,40,20,2,0,18,9,42,15,0
Matthew Lowton,ENG,DF,Burnley,Premier League,29,1989,19.4,58,33,26,28,4,27,62,43.5,35,250,64,25.6,116,100,34,51,9,1,42,45,103,85,0
Anthony Lozano,HON,FW,Girona,La Liga,25,1993,8.1,9,4,3,6,0,1,10,10.0,9,153,35,22.9,30,73,50,11,1,0,10,1,10,4,0
Derrick Luckassen,NED,DF,Hertha BSC,Bundesliga,23,1995,2.8,3,2,3,0,0,2,4,50.0,2,15,3,20.0,11,4,0,2,0,0,2,2,5,12,0
Filipe Luís,BRA,DF,Atlético Madrid,La Liga,32,1985,22.6,64,40,33,25,6,21,51,41.2,30,322,101,31.4,163,128,31,42,3,0,39,24,88,46,0
José Luis Gayà,ESP,DF,Valencia,La Liga,23,1995,34.9,80,39,56,19,5,37,73,50.7,36,442,127,28.7,229,162,51,69,7,0,62,36,116,112,1
José Luis Morales,ESP,FW,Levante,La Liga,31,1987,35.5,19,8,7,7,5,9,54,16.7,45,620,124,20.0,110,271,239,35,2,0,33,16,35,7,0
José Luis Palomino,ARG,DF,Atalanta,Serie A,28,1990,25.1,59,39,40,17,2,22,46,47.8,24,324,129,39.8,160,153,11,47,17,0,30,38,97,108,0
Luisinho,POR,DF,Huesca,La Liga,33,1985,5.6,15,9,12,2,1,7,18,38.9,11,46,17,37.0,29,16,1,9,1,0,8,11,26,14,0
David Luiz,BRA,DF,Chelsea,Premier League,31,1987,36.0,58,35,40,16,2,19,33,57.6,14,225,82,36.4,124,89,12,40,18,1,22,56,114,141,1
Douglas Luiz,BRA,MF,Girona,La Liga,20,1998,16.6,36,29,15,18,3,12,43,27.9,31,340,88,25.9,137,170,33,27,5,0,22,16,52,30,1
Everton Luiz,BRA,MF,SPAL,Serie A,30,1988,3.5,10,7,3,5,2,5,10,50.0,5,78,20,25.6,26,35,17,8,1,0,7,3,13,5,1
Jordan Lukaku,BEL,MF,Lazio,Serie A,24,1994,1.9,4,2,2,1,1,2,4,50.0,2,26,6,23.1,12,8,6,4,0,0,4,4,8,2,0
Romelu Lukaku,BEL,FW,Manchester Utd,Premier League,25,1993,23.7,13,9,1,7,5,3,11,27.3,8,288,87,30.2,19,135,134,12,2,0,10,3,16,23,0
Dodi Lukebakio,BEL,FW,Düsseldorf,Bundesliga,20,1997,21.9,25,15,9,7,9,5,14,35.7,9,282,65,23.0,65,134,83,21,1,0,20,6,31,19,0
Saša Lukić,SRB,MF,Torino,Serie A,21,1996,11.0,21,14,3,14,4,9,20,45.0,11,295,77,26.1,76,177,42,14,2,0,12,12,33,13,0
Senad Lulić,BIH,DF,Lazio,Serie A,32,1986,32.5,72,49,40,24,8,34,94,36.2,60,502,154,30.7,198,228,76,57,4,0,53,46,118,54,0
Antonio Luna,ESP,DF,Levante,La Liga,27,1991,14.0,19,18,12,6,1,5,18,27.8,13,222,58,26.1,111,78,33,34,4,0,30,12,31,41,1
Andriy Lunin,UKR,GK,Leganés,La Liga,19,1999,4.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0
Sebastiano Luperto,ITA,DF,Napoli,Serie A,21,1996,8.1,8,4,5,1,2,3,4,75.0,1,75,29,38.7,40,30,5,10,2,0,8,5,13,32,0
Fabian Lustenberger,SUI,DF,Hertha BSC,Bundesliga,30,1988,24.1,52,38,31,19,2,14,41,34.1,27,255,84,32.9,132,116,7,45,19,1,26,28,80,127,1
Andreas Luthe,GER,GK,Augsburg,Bundesliga,31,1987,14.6,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Lyanco,BRA,DF,Torino,Serie A,21,1997,1.0,1,1,1,0,0,1,1,100.0,0,18,7,38.9,13,3,2,1,1,0,0,2,3,9,1
Lyanco,BRA,DF,Bologna,Serie A,21,1997,12.4,32,15,23,8,1,11,18,61.1,7,121,38,31.4,78,41,2,39,20,0,19,20,52,70,0
Hervé Lybohy,NIG,DF,Nîmes,Ligue 1,35,1983,16.4,22,15,14,8,0,5,14,35.7,9,110,40,36.4,78,31,1,28,12,0,16,8,30,89,0
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,24,1993,9.2,18,9,5,9,4,9,15,60.0,6,105,23,21.9,49,42,14,29,3,0,26,15,33,25,0
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,28,1990,36.2,81,54,26,49,6,21,85,24.7,64,545,150,27.5,191,315,39,59,11,0,48,44,125,91,0
Darwin Machís,VEN,FW,Udinese,Serie A,25,1993,5.1,8,4,5,2,1,3,11,27.3,8,89,35,39.3,27,41,21,7,0,0,7,0,8,2,0
James Maddison,ENG,MF,Leicester City,Premier League,21,1996,31.5,54,31,23,24,7,14,61,23.0,47,650,161,24.8,136,320,194,31,4,0,27,17,71,3,0
Gary Madine,ENG,FW,Cardiff City,Premier League,27,1990,0.4,1,1,0,0,1,0,0,,0,7,4,57.1,1,2,4,0,0,0,0,0,1,0,0
Pablo Maffeo,ESP,DF,Stuttgart,Bundesliga,21,1997,6.6,12,10,9,3,0,4,12,33.3,8,109,34,31.2,53,35,21,19,4,0,15,8,20,6,0
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,33,1984,20.7,50,35,27,20,3,19,49,38.8,30,378,103,27.2,150,185,43,29,6,1,23,20,70,35,1
Giangiacomo Magnani,ITA,DF,Sassuolo,Serie A,22,1995,16.8,19,13,15,4,0,4,10,40.0,6,76,23,30.3,65,11,0,22,15,1,7,14,33,99,1
Harry Maguire,ENG,DF,Leicester City,Premier League,25,1993,28.8,33,18,24,8,1,8,17,47.1,9,183,66,36.1,112,60,11,51,22,0,29,51,84,145,2
Riyad Mahrez,ALG,FW,Manchester City,Premier League,27,1991,14.9,14,9,6,5,3,7,21,33.3,14,226,62,27.4,38,111,77,21,1,0,20,20,34,3,1
Thiago Maia,BRA,MF,Lille,Ligue 1,21,1997,11.3,33,24,18,13,2,11,41,26.8,30,268,64,23.9,89,155,24,24,4,0,20,15,48,30,1
Raffaele Maiello,ITA,MF,Frosinone,Serie A,27,1991,22.7,50,31,33,10,7,18,38,47.4,20,364,110,30.2,208,128,28,45,8,0,37,25,75,38,0
Arne Maier,GER,MF,Hertha BSC,Bundesliga,19,1999,22.9,30,19,14,16,0,6,32,18.8,26,494,115,23.3,184,265,45,45,8,0,37,23,53,25,0
Domenico Maietta,ITA,DF,Empoli,Serie A,35,1982,19.0,33,20,17,15,1,10,33,30.3,23,187,69,36.9,110,70,7,25,12,0,13,12,45,81,1
Mike Maignan,FRA,GK,Lille,Ligue 1,23,1995,38.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Linton Maina,GER,MF,Hannover 96,Bundesliga,19,1999,15.7,33,24,16,12,5,11,29,37.9,18,389,110,28.3,130,165,94,21,2,0,19,17,50,10,0
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,20,1997,11.0,35,24,17,14,4,14,30,46.7,16,236,83,35.2,100,85,51,35,4,1,31,18,53,14,0
Josh Maja,NGA,FW,Bordeaux,Ligue 1,19,1998,2.2,2,2,2,0,0,0,2,0.0,2,34,8,23.5,5,15,14,1,0,0,1,1,3,0,0
Abdul Majeed Waris,GHA,FW,Nantes,Ligue 1,26,1991,25.0,24,17,8,9,7,8,28,28.6,20,352,101,28.7,75,173,104,18,2,0,16,9,33,6,0
Jean-Victor Makengo,FRA,FW,Nice,Ligue 1,20,1998,11.4,11,8,4,6,1,2,11,18.2,9,229,47,20.5,68,109,52,10,1,0,9,8,19,6,0
Nemanja Maksimović,SRB,MF,Getafe,La Liga,23,1995,35.7,70,45,24,42,4,21,67,31.3,46,874,224,25.6,192,536,146,95,21,0,74,49,119,38,1
Nikola Maksimović,SRB,DF,Napoli,Serie A,26,1991,15.3,26,18,13,12,1,7,19,36.8,12,115,39,33.9,71,37,7,22,9,0,13,11,37,52,1
Malcom,BRA,FW,Barcelona,La Liga,21,1997,6.8,4,3,0,2,2,1,5,20.0,4,118,29,24.6,12,65,41,10,1,0,9,1,5,2,0
Kévin Malcuit,MAR,DF,Napoli,Serie A,27,1991,20.1,58,36,31,20,7,30,51,58.8,21,281,79,28.1,146,94,41,41,4,0,37,34,92,52,1
Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,26,1992,7.8,9,7,4,3,2,1,13,7.7,12,138,21,15.2,24,83,31,3,0,0,3,4,13,1,0
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,27,1991,34.4,68,43,41,20,7,25,68,36.8,43,538,172,32.0,297,179,62,82,16,0,66,30,98,150,1
Antonio Mance,CRO,FW,Nantes,Ligue 1,22,1995,0.6,1,1,0,0,1,0,1,0.0,1,18,2,11.1,3,8,7,1,1,0,0,0,1,0,0
Vincent Manceau,FRA,DF,Angers,Ligue 1,29,1989,31.0,82,49,56,14,12,31,91,34.1,60,606,180,29.7,382,167,57,74,11,2,63,38,120,77,0
Gianluca Mancini,ITA,DF,Atalanta,Serie A,22,1996,25.0,53,40,27,20,6,18,36,50.0,18,356,121,34.0,172,154,30,34,6,0,28,46,99,91,1
Steve Mandanda,FRA,GK,Marseille,Ligue 1,33,1985,30.4,0,0,0,0,0,0,3,0.0,3,5,2,40.0,5,0,0,0,0,0,0,0,0,1,3
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,24,1994,1.1,4,3,3,1,0,2,3,66.7,1,24,4,16.7,12,11,1,1,0,0,1,2,6,3,0
Aïssa Mandi,ALG,DF,Betis,La Liga,26,1991,34.0,54,44,31,20,3,13,31,41.9,18,305,95,31.1,161,115,29,48,25,1,23,39,93,69,0
Rolando Mandragora,ITA,MF,Udinese,Serie A,21,1997,32.4,62,36,28,28,6,25,81,30.9,56,685,145,21.2,246,364,75,54,9,0,45,42,104,55,0
Mario Mandžukić,CRO,FW,Juventus,Serie A,32,1986,22.4,37,22,14,14,9,13,33,39.4,20,497,140,28.2,49,222,226,27,7,0,20,12,49,19,0
Sadio Mané,SEN,FW,Liverpool,Premier League,26,1992,34.2,40,23,16,15,9,7,36,19.4,29,561,185,33.0,107,236,218,38,6,0,32,24,64,6,0
Thomas Mangani,FRA,MF,Angers,Ligue 1,31,1987,17.8,43,30,17,22,4,12,61,19.7,49,530,138,26.0,138,335,57,23,3,0,20,13,56,18,0
Kostas Manolas,GRE,DF,Roma,Serie A,27,1991,25.8,37,26,25,11,1,18,35,51.4,17,197,69,35.0,123,70,4,43,25,0,18,30,67,135,1
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,24,1994,12.2,35,15,20,12,3,14,21,66.7,7,203,59,29.1,102,67,34,30,1,0,29,15,50,36,0
Martín Mantovani,ARG,DF,Huesca,La Liga,34,1984,7.8,21,16,17,4,0,11,19,57.9,8,60,24,40.0,42,18,0,9,6,0,3,10,31,81,0
Juan Manuel Valencia,COL,FW,Bologna,Serie A,20,1998,0.3,0,0,0,0,0,0,0,,0,4,0,0.0,1,1,2,0,0,0,0,0,0,0,0
Harrison Manzala,COD,MF,Angers,Ligue 1,24,1994,0.8,2,2,1,0,1,0,1,0.0,1,25,6,24.0,8,7,10,1,0,0,1,0,2,1,0
Fran Manzanara,ESP,DF,Levante,La Liga,21,1996,1.7,7,4,4,3,0,4,5,80.0,1,28,4,14.3,15,11,2,5,2,0,3,1,8,8,0
Myziane Maolida,FRA,FW,Nice,Ligue 1,19,1999,10.6,12,7,6,5,1,4,6,66.7,2,189,42,22.2,23,82,84,6,0,0,6,0,12,5,0
Faitout Maouassa,FRA,DF,Nîmes,Ligue 1,20,1998,23.7,51,26,34,12,5,16,37,43.2,21,322,94,29.2,178,122,22,50,5,0,45,12,63,86,1
Fernando Marçal,BRA,DF,Lyon,Ligue 1,29,1989,9.8,21,12,15,5,1,15,22,68.2,7,91,36,39.6,45,37,9,26,3,0,23,16,37,47,0
Iván Marcano,ESP,DF,Roma,Serie A,31,1987,9.0,11,6,7,4,0,5,12,41.7,7,68,21,30.9,46,20,2,18,6,0,12,7,18,53,2
Marcelo,BRA,DF,Lyon,Ligue 1,31,1987,32.0,46,29,32,11,3,17,26,65.4,9,215,81,37.7,136,73,6,47,25,0,22,50,96,221,3
Marcelo,BRA,DF,Real Madrid,La Liga,30,1988,20.6,36,17,17,13,6,14,37,37.8,23,220,69,31.4,77,91,52,33,2,0,31,13,49,22,0
Solly March,ENG,MF,Brighton,Premier League,24,1994,27.4,55,28,28,13,14,14,44,31.8,30,481,140,29.1,153,187,141,60,5,0,55,32,87,20,0
Federico Marchetti,ITA,GK,Genoa,Serie A,35,1983,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,26,1992,31.0,38,24,23,12,3,11,21,52.4,10,187,58,31.0,120,54,13,52,18,0,34,23,61,116,3
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,29,1989,26.9,59,38,32,16,11,26,65,40.0,39,383,98,25.6,154,139,90,54,4,0,50,25,84,50,1
Georg Margreitter,AUT,DF,Nürnberg,Bundesliga,29,1988,22.9,34,24,25,7,2,13,22,59.1,9,78,25,32.1,59,13,6,39,23,0,16,21,55,151,1
Miguel Marí,ESP,MF,Eibar,La Liga,21,1997,0.8,0,0,0,0,0,0,3,0.0,3,16,7,43.8,1,14,1,1,0,0,1,0,0,1,0
José María Giménez,URU,DF,Atlético Madrid,La Liga,23,1995,19.7,32,18,26,6,0,13,29,44.8,16,171,54,31.6,115,52,4,35,18,0,17,26,58,124,0
Mariano,DOM,FW,Real Madrid,La Liga,24,1993,5.0,1,1,1,0,0,0,5,0.0,5,81,12,14.8,4,47,30,1,0,0,1,2,3,2,0
Mariano,DOM,FW,Lyon,Ligue 1,24,1993,1.6,0,0,0,0,0,0,1,0.0,1,27,6,22.2,1,10,16,0,0,0,0,1,1,0,0
Adrian Mariappa,JAM,DF,Watford,Premier League,31,1986,21.4,35,15,27,8,0,7,26,26.9,19,176,57,32.4,123,47,6,37,16,0,21,29,64,121,2
Jordan Marié,FRA,MF,Dijon,Ligue 1,26,1991,20.0,48,34,15,29,4,12,62,19.4,50,598,140,23.4,172,325,101,35,6,0,29,33,81,35,0
Adrián Marín,ESP,DF,Alavés,La Liga,21,1997,3.2,10,7,5,5,0,2,6,33.3,4,47,14,29.8,22,24,1,7,0,0,7,4,14,14,0
João Mário,POR,MF,Inter,Serie A,25,1993,12.0,24,18,7,14,3,7,26,26.9,19,374,113,30.2,85,187,102,18,0,0,18,7,31,3,0
Guillermo Maripán,CHI,DF,Alavés,La Liga,24,1994,22.3,46,25,34,12,0,22,37,59.5,15,193,66,34.2,135,53,5,41,16,0,25,23,69,157,3
Lazar Marković,SRB,MF,Fulham,Premier League,24,1994,0.5,0,0,0,0,0,0,0,,0,7,1,14.3,1,3,3,1,0,0,1,2,2,2,0
Marlon,BRA,DF,Sassuolo,Serie A,22,1995,16.8,32,19,25,6,1,13,25,52.0,12,147,38,25.9,87,44,16,31,12,0,19,12,44,47,1
Marquinhos,BRA,DF,Paris S-G,Ligue 1,24,1994,29.9,51,35,26,21,4,26,63,41.3,37,438,138,31.5,181,202,55,58,16,1,42,23,74,93,2
Roger Martí,ESP,FW,Levante,La Liga,27,1991,21.0,10,8,1,5,4,1,23,4.3,22,371,73,19.7,34,203,134,16,4,0,12,3,13,8,0
Anthony Martial,FRA,FW,Manchester Utd,Premier League,22,1995,18.0,16,13,7,6,3,4,15,26.7,11,175,47,26.9,36,69,70,14,0,0,14,8,24,4,0
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,21,1997,32.0,48,20,26,20,2,17,47,36.2,30,371,107,28.8,184,136,51,55,10,0,45,28,76,65,2
Jonas Martin,FRA,MF,Strasbourg,Ligue 1,28,1990,22.9,48,31,24,18,6,10,42,23.8,32,439,114,26.0,148,242,49,46,12,0,34,26,74,35,0
Marvin Martin,FRA,MF,Reims,Ligue 1,30,1988,6.9,4,3,0,3,1,1,10,10.0,9,157,37,23.6,25,87,45,1,1,0,0,1,5,0,0
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,27,1991,32.2,48,30,37,10,1,13,31,41.9,18,234,87,37.2,136,90,8,40,14,0,26,49,97,189,2
Javi Martínez,ESP,MF,Bayern Munich,Bundesliga,29,1988,14.5,26,16,6,17,3,6,24,25.0,18,217,69,31.8,66,136,15,24,5,0,19,14,40,27,0
Lautaro Martínez,ARG,FW,Inter,Serie A,20,1997,14.9,4,1,0,1,3,2,14,14.3,12,289,69,23.9,15,99,175,19,0,0,19,4,8,7,0
Pablo Martinez,FRA,DF,Strasbourg,Ligue 1,29,1989,31.3,51,28,38,13,0,23,52,44.2,29,273,91,33.3,198,69,6,48,25,1,23,37,88,150,1
Gelson Martins,POR,FW,Monaco,Ligue 1,23,1995,15.4,26,22,4,12,10,3,20,15.0,17,327,94,28.7,78,159,90,11,1,0,10,5,31,5,0
Gelson Martins,POR,FW,Atlético Madrid,La Liga,23,1995,2.5,5,2,2,2,1,0,1,0.0,1,56,13,23.2,12,30,14,4,0,0,4,1,6,0,0
Adam Marušić,MNE,DF,Lazio,Serie A,25,1992,23.5,37,24,14,16,7,17,32,53.1,15,361,103,28.5,150,145,66,42,3,0,39,17,54,27,0
Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,25,1993,11.0,19,10,9,10,0,7,32,21.9,25,199,66,33.2,83,102,14,24,4,0,20,13,32,15,0
Andrea Masiello,ITA,DF,Atalanta,Serie A,32,1986,20.4,30,17,17,13,0,19,36,52.8,17,187,56,29.9,93,81,13,33,8,1,25,37,67,71,0
Adam Masina,MAR,DF,Watford,Premier League,24,1994,11.2,26,13,16,9,1,8,22,36.4,14,176,54,30.7,84,71,21,28,2,0,26,15,41,40,0
Jordi Masip,ESP,GK,Valladolid,La Liga,29,1989,35.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,1,0,0,1,1,1,1,1
Han-Noah Massengo,FRA,FW,Monaco,Ligue 1,17,2001,0.7,2,2,2,0,0,1,4,25.0,3,27,3,11.1,9,15,3,0,0,0,0,0,2,1,0
Arthur Masuaku,COD,DF,West Ham,Premier League,24,1993,19.5,58,37,41,12,5,28,64,43.8,36,287,86,30.0,181,89,17,44,7,0,37,52,110,56,0
Jaime Mata,ESP,FW,Getafe,La Liga,29,1988,27.0,35,22,11,15,9,9,28,32.1,19,438,119,27.2,48,229,161,23,2,0,21,10,45,25,0
Juan Mata,ESP,FW,Manchester Utd,Premier League,30,1988,14.3,8,4,6,1,1,3,21,14.3,18,159,36,22.6,38,75,46,13,1,0,12,7,15,9,0
Luca Matarese,ITA,FW,Frosinone,Serie A,20,1998,0.2,0,0,0,0,0,0,0,,0,8,1,12.5,2,4,2,0,0,0,0,0,0,0,0
Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,21,1997,27.6,14,11,3,6,5,1,9,11.1,8,428,90,21.0,18,196,214,22,5,0,17,4,18,25,0
Christian Mathenia,GER,GK,Nürnberg,Bundesliga,26,1992,21.5,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,5,1
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,29,1988,27.1,56,34,33,20,3,29,60,48.3,31,441,133,30.2,205,184,52,55,19,0,36,43,99,60,1
Joël Matip,CMR,DF,Liverpool,Premier League,26,1991,17.1,33,21,17,11,5,12,22,54.5,10,167,65,38.9,91,64,12,16,5,0,11,29,62,89,1
Rabbi Matondo,WAL,FW,Schalke 04,Bundesliga,17,2000,2.1,2,1,2,0,0,0,4,0.0,4,74,9,12.2,16,29,29,1,0,0,1,0,2,0,0
Alessandro Matri,ITA,FW,Sassuolo,Serie A,33,1984,6.7,2,1,0,0,2,1,3,33.3,2,84,17,20.2,6,36,42,3,1,0,2,4,6,5,0
Federico Mattiello,ITA,MF,Bologna,Serie A,23,1995,14.8,31,19,18,10,3,12,30,40.0,18,192,45,23.4,112,62,18,20,3,0,17,19,50,30,0
Blaise Matuidi,FRA,MF,Juventus,Serie A,31,1987,26.9,54,39,20,22,12,21,53,39.6,32,597,164,27.5,201,264,132,45,10,0,35,30,84,16,0
José Mauri,ITA,MF,Milan,Serie A,22,1996,2.3,9,6,4,5,0,3,13,23.1,10,63,27,42.9,24,35,4,3,0,0,3,3,12,1,0
Stephy Mavididi,ENG,FW,Juventus,Serie A,20,1998,0.2,0,0,0,0,0,0,0,,0,2,1,50.0,0,0,2,1,0,0,1,0,0,0,0
Konstantinos Mavropanos,GRE,DF,Arsenal,Premier League,20,1997,1.6,5,3,2,3,0,1,1,100.0,0,10,3,30.0,3,7,0,1,1,0,0,4,9,6,0
Alfie Mawson,ENG,DF,Fulham,Premier League,24,1994,12.6,15,8,8,7,0,11,15,73.3,4,78,22,28.2,49,27,2,28,20,0,8,26,41,80,2
Philipp Max,GER,DF,Augsburg,Bundesliga,24,1993,28.5,34,20,17,12,5,12,42,28.6,30,381,92,24.1,160,163,58,26,5,0,21,18,52,44,1
Alexandru Maxim,ROU,MF,Mainz 05,Bundesliga,28,1990,6.4,17,9,7,8,2,6,17,35.3,11,141,41,29.1,34,77,30,10,0,0,10,3,20,10,0
Eric Maxim Choupo-Moting,CMR,FW,Paris S-G,Ligue 1,29,1989,8.9,8,4,2,2,4,1,10,10.0,9,171,49,28.7,18,78,75,7,0,0,7,6,14,3,0
Borja Mayoral,ESP,FW,Levante,La Liga,21,1997,18.0,11,8,2,6,3,3,15,20.0,12,270,48,17.8,17,123,130,8,0,0,8,6,17,8,0
Róbert Mazáň,SVK,DF,Celta Vigo,La Liga,24,1994,1.0,3,2,3,0,0,3,3,100.0,0,20,6,30.0,6,12,2,1,0,0,1,2,5,0,0
Luca Mazzitelli,ITA,MF,Genoa,Serie A,22,1995,3.6,9,7,5,2,2,1,3,33.3,2,74,15,20.3,26,34,14,4,1,0,3,4,13,6,0
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,19,1998,26.0,7,4,2,2,3,1,9,11.1,8,281,58,20.6,17,120,144,6,3,0,3,5,12,2,0
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,23,1994,22.3,43,22,33,6,4,8,24,33.3,16,388,106,27.3,215,134,39,53,12,0,41,13,56,74,2
