Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Peter Crouch,ENG,FW,Burnley,Premier League,37,1981,1.0,11,25,44.0,140,51,7,17,41.2,4,7,57.1,0,0,,0,0.0,0.0,0,1,1,0,2
Alessio da Cruz,CPV,FW,Parma,Serie A,21,1997,1.6,23,29,79.3,370,38,12,16,75.0,10,10,100.0,1,2,50.0,0,0.0,0.0,0,4,0,0,0
Juan Cuadrado,COL,MF,Juventus,Serie A,30,1988,13.6,684,811,84.3,13464,3490,303,329,92.1,274,313,87.5,102,147,69.4,2,1.8,+0.2,28,56,32,12,83
Cucho,COL,FW,Huesca,La Liga,19,1999,23.9,403,606,66.5,6898,1888,214,285,75.1,122,184,66.3,53,93,57.0,3,2.1,+0.9,26,30,36,13,51
Marc Cucurella,ESP,MF,Eibar,La Liga,20,1998,26.2,763,997,76.5,12127,3490,408,474,86.1,296,385,76.9,48,90,53.3,2,3.4,-1.4,32,44,29,14,68
Iván Cuéllar,ESP,GK,Leganés,La Liga,34,1984,33.9,576,1051,54.8,26398,19894,30,31,96.8,149,156,95.5,397,864,45.9,0,0.0,0.0,0,33,1,0,0
Mickaël Cuisance,FRA,MF,M'Gladbach,Bundesliga,18,1999,3.1,121,156,77.6,2332,374,46,57,80.7,58,64,90.6,16,29,55.2,1,0.1,+0.9,3,11,4,0,12
Matheus Cunha,BRA,FW,RB Leipzig,Bundesliga,19,1999,9.5,161,235,68.5,2402,789,103,135,76.3,44,63,69.8,12,22,54.5,0,0.9,-0.9,8,15,9,1,29
Greg Cunningham,IRL,DF,Cardiff City,Premier League,27,1991,7.0,157,221,71.0,2717,1267,80,93,86.0,59,80,73.8,17,41,41.5,0,0.1,-0.1,5,13,5,3,9
Patrick Cutrone,ITA,FW,Milan,Serie A,20,1998,16.2,241,335,71.9,3355,573,163,203,80.3,64,91,70.3,11,20,55.0,2,2.4,-0.4,21,13,3,0,14
Wylan Cyprien,FRA,MF,Nice,Ligue 1,23,1995,26.2,1688,2020,83.6,32576,8605,704,776,90.7,694,768,90.4,264,426,62.0,1,3.8,-2.8,58,143,13,2,139
Marco D'Alessandro,ITA,DF,Udinese,Serie A,27,1991,16.6,466,665,70.1,7511,2984,248,293,84.6,188,261,72.0,24,66,36.4,2,1.6,+0.4,18,28,11,6,46
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,29,1988,28.7,1615,1918,84.2,29686,11059,669,730,91.6,753,875,86.1,177,272,65.1,5,3.9,+1.1,33,130,33,15,135
Damien Da Silva,FRA,DF,Rennes,Ligue 1,30,1988,31.9,1247,1424,87.6,27022,7779,312,341,91.5,697,736,94.7,228,322,70.8,1,0.1,+0.9,1,56,3,0,58
Kouadio-Yves Dabila,CIV,DF,Lille,Ligue 1,21,1997,8.7,325,386,84.2,7187,2441,88,97,90.7,171,183,93.4,65,100,65.0,0,0.0,0.0,0,11,0,0,9
Abdoulaye Dabo,FRA,FW,Nantes,Ligue 1,17,2001,1.3,26,32,81.3,464,112,13,16,81.3,10,12,83.3,3,3,100.0,0,0.2,-0.2,3,1,2,0,5
Bryan Dabo,BFA,MF,Fiorentina,Serie A,26,1992,9.2,342,423,80.9,5809,1598,155,176,88.1,152,181,84.0,28,51,54.9,1,0.8,+0.2,12,30,8,1,45
Christoph Daferner,GER,FW,Freiburg,Bundesliga,20,1998,0.3,2,4,50.0,23,0,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,19,1998,10.2,596,647,92.1,9022,2341,322,347,92.8,247,260,95.0,17,24,70.8,2,1.4,+0.6,13,29,7,6,25
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,22,1996,7.7,373,455,82.0,7448,1728,141,172,82.0,168,191,88.0,59,84,70.2,0,0.8,-0.8,8,35,8,0,45
Leon Dajaku,GER,MF,Stuttgart,Bundesliga,17,2001,0.3,4,6,66.7,52,4,3,3,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0
Felipe dal Belo,BRA,DF,SPAL,Serie A,34,1984,26.2,1090,1276,85.4,20733,9024,441,469,94.0,487,541,90.0,149,243,61.3,2,0.1,+1.9,6,65,4,1,71
Nicola Dalmonte,ITA,MF,Genoa,Serie A,20,1997,0.5,20,25,80.0,274,107,17,20,85.0,2,4,50.0,1,1,100.0,0,0.0,0.0,1,3,0,0,1
Diogo Dalot,POR,DF,Manchester Utd,Premier League,19,1999,11.3,394,551,71.5,7084,2580,182,217,83.9,158,217,72.8,47,88,53.4,2,2.0,0.0,17,22,13,6,38
Matty Daly,ENG,MF,Huddersfield,Premier League,17,2001,0.8,7,13,53.8,72,14,5,6,83.3,1,5,20.0,0,0,,0,0.0,0.0,0,1,0,0,0
Vitalie Damașcan,MDA,MF,Torino,Serie A,19,1999,0.0,2,4,50.0,10,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Loïc Damour,FRA,MF,Cardiff City,Premier League,27,1991,0.3,9,12,75.0,250,35,4,4,100.0,2,4,50.0,3,4,75.0,0,0.0,0.0,0,1,0,0,1
Charlie Daniels,ENG,DF,Bournemouth,Premier League,31,1986,17.6,795,1026,77.5,14336,5887,373,423,88.2,316,389,81.2,88,168,52.4,0,0.6,-0.6,10,63,20,7,71
Danilo,BRA,DF,Manchester City,Premier League,27,1991,9.0,767,875,87.7,14086,3072,305,327,93.3,374,422,88.6,81,109,74.3,0,0.2,-0.2,4,63,9,2,59
Scott Dann,ENG,DF,Crystal Palace,Premier League,31,1987,7.4,190,247,76.9,3780,1692,61,65,93.8,99,117,84.6,29,59,49.2,1,0.0,+1.0,0,10,0,0,15
Kevin Danso,AUT,DF,Augsburg,Bundesliga,19,1998,13.9,453,611,74.1,10609,4053,119,142,83.8,225,266,84.6,105,193,54.4,1,0.0,+1.0,1,31,2,0,42
Dante,BRA,DF,Nice,Ligue 1,34,1983,35.8,2147,2352,91.3,45275,16368,636,666,95.5,1189,1237,96.1,314,425,73.9,1,0.3,+0.7,4,89,4,0,69
Palkó Dárdai,HUN,MF,Hertha BSC,Bundesliga,19,1999,1.3,29,41,70.7,487,160,15,18,83.3,6,10,60.0,5,6,83.3,0,0.1,-0.1,2,2,2,2,1
Sergi Darder,ESP,MF,Espanyol,La Liga,24,1993,30.1,1025,1313,78.1,19696,5741,413,481,85.9,452,537,84.2,149,260,57.3,2,4.4,-2.4,35,124,32,5,135
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,27,1990,4.2,214,245,87.3,3933,914,94,99,94.9,85,95,89.5,33,44,75.0,1,1.0,0.0,8,19,6,4,23
Matteo Darmian,ITA,DF,Manchester Utd,Premier League,28,1989,4.9,179,213,84.0,2952,1284,95,97,97.9,63,73,86.3,16,35,45.7,0,0.1,-0.1,2,10,1,1,11
Alphonso Davies,CAN,FW,Bayern Munich,Bundesliga,17,2000,0.9,31,36,86.1,431,58,16,19,84.2,13,14,92.9,1,2,50.0,0,0.0,0.0,0,2,1,0,1
Ben Davies,WAL,DF,Tottenham,Premier League,25,1993,20.5,1077,1313,82.0,18850,7484,490,545,89.9,482,557,86.5,94,173,54.3,0,2.0,-2.0,15,78,20,10,109
Tom Davies,ENG,MF,Everton,Premier League,20,1998,10.9,414,528,78.4,7680,1734,174,205,84.9,171,207,82.6,58,91,63.7,0,0.5,-0.5,5,50,8,0,43
Steven Davis,NIR,MF,Southampton,Premier League,33,1985,1.1,63,69,91.3,1325,414,26,29,89.7,25,27,92.6,12,13,92.3,1,0.7,+0.3,3,5,2,0,7
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,27,1991,10.8,632,830,76.1,12842,3545,244,284,85.9,264,324,81.5,109,185,58.9,2,3.6,-1.6,33,62,43,7,90
Sebastien De Maio,FRA,DF,Bologna,Serie A,31,1987,5.5,207,256,80.9,4656,1826,60,66,90.9,102,118,86.4,45,68,66.2,1,0.1,+0.9,2,16,3,2,16
Sebastien De Maio,FRA,DF,Udinese,Serie A,31,1987,13.0,326,408,79.9,7285,2408,89,100,89.0,172,197,87.3,65,106,61.3,0,0.1,-0.1,2,14,4,2,17
Rodrigo De Paul,ARG,MF,Udinese,Serie A,24,1994,35.4,1295,1837,70.5,28665,9458,473,569,83.1,491,641,76.6,309,553,55.9,9,8.1,+0.9,100,175,80,19,235
Daniele De Rossi,ITA,MF,Roma,Serie A,35,1983,14.1,809,924,87.6,16876,5691,291,309,94.2,379,421,90.0,139,186,74.7,1,0.9,+0.1,16,115,15,0,112
Mattia De Sciglio,ITA,DF,Juventus,Serie A,25,1992,19.4,987,1180,83.6,19158,6029,387,438,88.4,469,527,89.0,125,185,67.6,1,0.8,+0.2,12,68,13,8,74
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,30,1988,26.8,791,1220,64.8,13387,6187,382,467,81.8,326,508,64.2,68,185,36.8,4,3.5,+0.5,29,54,40,27,107
Lucas Deaux,FRA,MF,Guingamp,Ligue 1,29,1988,13.2,371,533,69.6,6894,2209,166,224,74.1,143,197,72.6,54,91,59.3,1,1.2,-0.2,11,44,7,3,45
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,33,1985,21.6,861,1165,73.9,14669,6114,435,492,88.4,345,460,75.0,74,171,43.3,3,1.4,+1.6,15,57,21,16,82
Troy Deeney,ENG,FW,Watford,Premier League,30,1988,28.3,521,837,62.2,7620,2650,316,444,71.2,155,254,61.0,30,84,35.7,5,4.6,+0.4,40,62,41,3,101
Jermain Defoe,ENG,FW,Bournemouth,Premier League,35,1982,0.3,3,5,60.0,52,0,1,2,50.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,0
Steven Defour,BEL,MF,Burnley,Premier League,30,1988,5.0,198,250,79.2,4045,1130,69,77,89.6,83,93,89.2,38,66,57.6,0,0.1,-0.1,3,20,3,0,20
Grégoire Defrel,MTQ,FW,Sampdoria,Serie A,27,1991,26.0,672,805,83.5,8570,1376,466,519,89.8,163,200,81.5,24,46,52.2,3,3.1,-0.1,24,25,23,2,40
Alessandro Deiola,ITA,MF,Parma,Serie A,22,1995,6.1,134,181,74.0,2233,747,71,83,85.5,46,57,80.7,11,26,42.3,1,0.0,+1.0,2,7,2,0,12
Alessandro Deiola,ITA,MF,Cagliari,Serie A,22,1995,5.0,123,172,71.5,1911,699,70,89,78.7,41,57,71.9,9,20,45.0,0,0.1,-0.1,2,11,1,0,13
Romain Del Castillo,FRA,FW,Rennes,Ligue 1,22,1996,14.9,380,560,67.9,5879,1952,222,285,77.9,126,184,68.5,26,59,44.1,3,3.1,-0.1,25,22,27,10,53
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,26,1991,25.4,1405,1645,85.4,25108,5057,620,696,89.1,605,676,89.5,154,222,69.4,5,1.4,+3.6,12,149,14,1,90
Moisés Delgado,ESP,DF,Valladolid,La Liga,24,1994,3.0,71,100,71.0,1245,475,32,35,91.4,30,40,75.0,7,21,33.3,0,0.2,-0.2,3,9,3,2,6
Cristian Dell'Orco,ITA,DF,Empoli,Serie A,24,1994,11.5,458,520,88.1,8555,2667,176,189,93.1,240,264,90.9,40,57,70.2,0,0.1,-0.1,1,21,1,0,25
Cristian Dell'Orco,ITA,DF,Sassuolo,Serie A,24,1994,1.2,50,69,72.5,945,515,19,24,79.2,23,26,88.5,8,16,50.0,1,0.2,+0.8,1,4,3,2,8
Andy Delort,ALG,FW,Montpellier,Ligue 1,26,1991,34.6,694,1197,58.0,11959,3256,358,513,69.8,231,388,59.5,81,203,39.9,7,5.9,+1.1,52,64,47,21,92
Fabian Delph,ENG,DF,Manchester City,Premier League,28,1989,8.1,689,751,91.7,11932,3089,346,356,97.2,271,288,94.1,64,86,74.4,1,0.4,+0.6,3,67,13,1,46
Mousa Dembélé,BEL,MF,Tottenham,Premier League,31,1987,5.7,280,307,91.2,4889,941,128,140,91.4,121,130,93.1,26,28,92.9,0,0.0,0.0,0,17,1,0,17
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,22,1996,22.4,324,435,74.5,4252,713,215,259,83.0,74,109,67.9,15,26,57.7,4,3.5,+0.5,26,16,14,4,24
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,21,1997,18.5,790,1018,77.6,12801,2943,433,513,84.4,272,347,78.4,69,113,61.1,5,4.7,+0.3,46,51,47,12,70
Jessy Deminguet,FRA,MF,Caen,Ligue 1,20,1998,14.1,379,468,81.0,7526,1525,149,173,86.1,161,188,85.6,63,90,70.0,0,0.2,-0.2,6,35,5,1,31
Merih Demiral,TUR,DF,Sassuolo,Serie A,20,1998,14.0,619,704,87.9,12427,3741,161,175,92.0,387,415,93.3,64,101,63.4,0,0.2,-0.2,1,46,1,0,40
Kerem Demirbay,GER,MF,Hoffenheim,Bundesliga,25,1993,22.4,1096,1420,77.2,21713,7941,431,501,86.0,445,539,82.6,202,336,60.1,9,8.5,+0.5,83,138,40,5,161
Diego Demme,GER,MF,RB Leipzig,Bundesliga,26,1991,22.8,1188,1495,79.5,21033,7245,561,640,87.7,471,583,80.8,133,227,58.6,2,2.0,0.0,27,158,30,5,153
Jason Denayer,BEL,DF,Lyon,Ligue 1,23,1995,30.6,1840,1947,94.5,36813,12730,526,553,95.1,1061,1103,96.2,233,263,88.6,0,0.1,-0.1,3,98,3,0,102
Leander Dendoncker,BEL,MF,Wolves,Premier League,23,1995,16.3,501,624,80.3,8383,1830,254,294,86.4,188,227,82.8,46,66,69.7,0,1.2,-1.2,8,30,6,1,36
Fabio Depaoli,ITA,DF,Chievo,Serie A,21,1997,27.4,890,1228,72.5,17112,7804,362,427,84.8,402,521,77.2,122,242,50.4,4,3.8,+0.2,33,56,40,23,106
Memphis Depay,NED,FW,Lyon,Ligue 1,24,1994,30.4,1094,1492,73.3,19068,6362,586,691,84.8,324,415,78.1,150,305,49.2,10,11.6,-1.6,122,110,63,18,150
Laurent Depoitre,BEL,FW,Huddersfield,Premier League,29,1988,11.9,166,265,62.6,2206,408,101,141,71.6,47,84,56.0,6,11,54.5,1,0.9,+0.1,10,8,3,0,14
Clément Depres,FRA,FW,Nîmes,Ligue 1,23,1994,4.9,114,166,68.7,1530,311,82,106,77.4,26,47,55.3,3,9,33.3,0,0.1,-0.1,4,9,3,0,11
Kiril Despodov,BUL,FW,Cagliari,Serie A,21,1996,1.2,7,17,41.2,70,25,5,10,50.0,1,5,20.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Daniele Dessena,ITA,MF,Cagliari,Serie A,31,1987,3.9,136,184,73.9,2076,605,83,97,85.6,38,47,80.9,11,32,34.4,0,0.0,0.0,1,11,3,1,10
Mattia Destro,ITA,FW,Bologna,Serie A,27,1991,5.5,49,90,54.4,811,221,21,38,55.3,19,31,61.3,5,15,33.3,1,0.6,+0.4,3,4,1,0,6
Gerard Deulofeu,ESP,FW,Watford,Premier League,24,1994,23.0,587,801,73.3,9309,2296,326,401,81.3,194,265,73.2,50,89,56.2,5,5.1,-0.1,31,40,41,5,74
Jacopo Dezi,ITA,MF,Parma,Serie A,26,1992,1.0,38,43,88.4,561,102,16,18,88.9,18,19,94.7,1,2,50.0,0,0.0,0.0,0,3,0,0,4
Federico Di Francesco,ITA,FW,Sassuolo,Serie A,24,1994,11.9,322,394,81.7,4880,1166,185,215,86.0,102,121,84.3,22,32,68.8,2,1.2,+0.8,14,11,11,1,35
Antonio Di Gaudio,ITA,FW,Parma,Serie A,28,1989,7.8,68,119,57.1,895,274,46,70,65.7,21,35,60.0,1,4,25.0,1,0.3,+0.7,4,2,2,0,7
Giovanni Di Lorenzo,ITA,DF,Empoli,Serie A,24,1993,37.0,1696,2197,77.2,29154,13132,788,903,87.3,736,908,81.1,146,293,49.8,3,4.2,-1.2,34,160,73,17,246
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,30,1988,25.8,1068,1457,73.3,18416,5465,543,654,83.0,388,489,79.3,121,263,46.0,11,8.5,+2.5,59,88,65,6,144
Franco Di Santo,ARG,FW,Rayo Vallecano,La Liga,29,1989,1.9,22,36,61.1,271,24,16,23,69.6,4,10,40.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
Franco Di Santo,ARG,FW,Schalke 04,Bundesliga,29,1989,2.7,43,72,59.7,640,140,29,39,74.4,9,20,45.0,5,10,50.0,0,0.4,-0.4,4,1,4,3,2
Boulaye Dia,SEN,FW,Reims,Ligue 1,21,1996,8.3,109,158,69.0,1408,322,70,86,81.4,27,44,61.4,4,13,30.8,0,1.2,-1.2,8,7,4,0,11
Fousseni Diabaté,MLI,FW,Leicester City,Premier League,22,1995,0.6,9,16,56.3,164,38,3,7,42.9,6,7,85.7,0,1,0.0,0,0.1,-0.1,1,0,1,1,0
Moussa Diaby,FRA,MF,Paris S-G,Ligue 1,19,1999,12.7,464,579,80.1,6730,1420,278,315,88.3,169,207,81.6,10,22,45.5,6,4.2,+1.8,18,16,21,4,36
Adama Diakhaby,FRA,FW,Huddersfield,Premier League,22,1996,6.1,118,167,70.7,1859,280,64,85,75.3,46,59,78.0,7,14,50.0,0,0.5,-0.5,5,6,2,1,5
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,21,1996,17.6,592,688,86.0,12641,4126,172,194,88.7,321,349,92.0,96,138,69.6,0,0.0,0.0,0,25,0,0,30
Bafodé Diakité,FRA,DF,Toulouse,Ligue 1,17,2001,7.0,271,345,78.6,4921,1508,111,127,87.4,127,159,79.9,30,52,57.7,0,0.0,0.0,2,12,1,0,18
Abdou Diallo,SEN,DF,Dortmund,Bundesliga,22,1996,26.4,1727,1953,88.4,34816,11787,612,664,92.2,839,901,93.1,260,351,74.1,1,0.7,+0.3,11,126,12,6,116
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,26,1992,5.5,106,147,72.1,3364,2159,7,9,77.8,52,53,98.1,47,85,55.3,0,0.0,0.0,0,0,0,0,0
Mustapha Diallo,SEN,MF,Nîmes,Ligue 1,32,1986,5.1,116,173,67.1,2089,561,43,67,64.2,55,74,74.3,13,24,54.2,1,0.1,+0.9,2,9,2,0,12
Mohamed Diamé,SEN,MF,Newcastle Utd,Premier League,31,1987,24.1,563,727,77.4,10148,2380,260,294,88.4,211,255,82.7,74,136,54.4,0,0.1,-0.1,2,50,9,1,46
Grady Diangana,ENG,MF,West Ham,Premier League,20,1998,6.8,203,270,75.2,3012,788,126,154,81.8,57,75,76.0,12,24,50.0,1,1.1,-0.1,11,17,8,1,20
Lassana Diarra,FRA,MF,Paris S-G,Ligue 1,33,1985,1.8,131,147,89.1,2290,505,58,62,93.5,63,71,88.7,8,10,80.0,0,0.0,0.0,1,13,0,0,10
Amadou Diawara,GUI,MF,Napoli,Serie A,21,1997,7.3,501,548,91.4,9645,2109,203,222,91.4,223,232,96.1,71,86,82.6,0,0.1,-0.1,5,59,2,0,47
Brahim Díaz,ESP,FW,Real Madrid,La Liga,18,1999,4.2,148,175,84.6,1999,475,100,107,93.5,36,48,75.0,7,11,63.6,1,1.0,0.0,6,10,6,0,13
Javier Díaz,ESP,GK,Sevilla,La Liga,21,1997,1.0,14,24,58.3,485,300,0,0,,8,9,88.9,6,15,40.0,0,0.0,0.0,0,0,0,0,0
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,28,1989,32.7,1097,1442,76.1,20865,7291,440,505,87.1,495,614,80.6,150,274,54.7,1,0.3,+0.7,6,72,13,6,93
Lorenzo Dickmann,ITA,DF,SPAL,Serie A,21,1996,1.9,48,59,81.4,648,171,34,35,97.1,13,16,81.3,1,4,25.0,0,0.0,0.0,0,1,0,0,1
Daniel Didavi,GER,MF,Stuttgart,Bundesliga,28,1990,10.6,328,454,72.2,5964,1825,150,175,85.7,126,158,79.7,46,102,45.1,2,3.3,-1.3,29,32,15,3,40
Étienne Didot,FRA,MF,Guingamp,Ligue 1,35,1983,23.4,927,1232,75.2,20242,6390,303,370,81.9,426,510,83.5,193,326,59.2,1,1.5,-0.5,20,122,19,0,130
Adrián Diéguez,ESP,DF,Huesca,La Liga,22,1996,8.3,153,200,76.5,3193,1329,55,59,93.2,75,86,87.2,23,52,44.2,0,0.0,0.0,1,6,0,0,10
Eric Dier,ENG,MF,Tottenham,Premier League,24,1994,16.7,903,1060,85.2,17440,4671,352,394,89.3,420,466,90.1,118,173,68.2,0,0.7,-0.7,7,78,12,3,71
Tim Dierßen,GER,FW,Hannover 96,Bundesliga,22,1996,0.2,3,3,100.0,37,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Lucas Digne,FRA,DF,Everton,Premier League,25,1993,32.9,1486,2072,71.7,27037,12332,698,816,85.5,585,772,75.8,178,404,44.1,4,6.9,-2.9,72,109,54,34,156
Mitchell Dijks,NED,DF,Bologna,Serie A,25,1993,22.5,722,1009,71.6,13460,6326,287,342,83.9,351,475,73.9,76,144,52.8,0,0.8,-0.8,14,53,20,9,99
Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,20,1998,10.0,188,258,72.9,2931,1010,105,124,84.7,66,90,73.3,12,31,38.7,3,2.6,+0.4,14,9,12,3,23
Federico Dimarco,ITA,DF,Parma,Serie A,20,1997,9.9,309,431,71.7,6048,2526,118,138,85.5,140,171,81.9,45,99,45.5,0,0.6,-0.6,8,26,13,2,46
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,24,1993,21.0,430,648,66.4,16020,11139,29,31,93.5,189,194,97.4,212,422,50.2,0,0.0,0.0,0,11,1,0,0
Tristan Dingomé,CMR,MF,Reims,Ligue 1,27,1991,14.9,474,605,78.3,8516,2122,208,243,85.6,205,241,85.1,54,99,54.5,3,2.3,+0.7,24,60,21,3,61
Ismaël Diomandé,CIV,MF,Caen,Ligue 1,25,1992,14.4,499,594,84.0,10441,2753,189,212,89.2,207,222,93.2,95,148,64.2,1,0.4,+0.6,4,41,1,1,46
Federico Dionisi,ITA,FW,Frosinone,Serie A,31,1987,2.3,40,61,65.6,617,188,23,34,67.6,13,18,72.2,3,7,42.9,0,0.3,-0.3,5,3,4,3,4
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,25,1992,17.7,220,339,64.9,3203,611,125,178,70.2,69,101,68.3,15,31,48.4,1,1.3,-0.3,19,11,5,3,15
Issa Diop,FRA,DF,West Ham,Premier League,21,1997,33.0,1008,1145,88.0,20717,6826,337,373,90.3,490,535,91.6,167,206,81.1,0,0.2,-0.2,2,39,0,0,64
Papakouli Diop,SEN,MF,Eibar,La Liga,32,1986,26.1,850,1145,74.2,17339,4316,272,356,76.4,449,567,79.2,121,197,61.4,1,0.7,+0.3,9,121,16,1,123
Sofiane Diop,FRA,MF,Monaco,Ligue 1,18,2000,8.2,163,235,69.4,2699,653,96,118,81.4,48,73,65.8,18,34,52.9,0,0.5,-0.5,6,17,5,0,21
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,20,1997,2.4,120,139,86.3,2432,702,41,47,87.2,62,69,89.9,17,22,77.3,0,0.5,-0.5,2,13,1,0,13
Assane Dioussé,SEN,MF,Chievo,Serie A,20,1997,9.9,403,500,80.6,8232,2308,146,167,87.4,179,209,85.6,72,110,65.5,0,0.2,-0.2,5,40,4,2,38
Axel Disasi,FRA,DF,Reims,Ligue 1,20,1998,1.8,52,69,75.4,1070,474,17,22,77.3,27,34,79.4,8,12,66.7,0,0.0,0.0,0,1,0,0,1
Djené,TOG,DF,Getafe,La Liga,26,1991,33.1,705,973,72.5,16148,5352,175,226,77.4,362,452,80.1,164,273,60.1,0,0.2,-0.2,5,50,6,1,72
Koffi Djidji,CIV,DF,Torino,Serie A,25,1992,15.4,497,595,83.5,10538,3452,162,179,90.5,236,267,88.4,92,139,66.2,0,0.0,0.0,0,30,2,0,32
Koffi Djidji,CIV,DF,Nantes,Ligue 1,25,1992,1.0,44,50,88.0,1151,448,8,10,80.0,22,22,100.0,13,17,76.5,0,0.0,0.0,0,6,0,0,4
Alexander Djiku,GHA,DF,Caen,Ligue 1,23,1994,30.6,1158,1375,84.2,26966,8929,270,318,84.9,585,645,90.7,287,378,75.9,0,0.2,-0.2,2,49,6,0,54
Papy Djilobodji,SEN,DF,Guingamp,Ligue 1,29,1988,1.9,56,83,67.5,1532,577,11,14,78.6,27,36,75.0,18,33,54.5,0,0.0,0.0,1,9,0,0,9
Berat Djimsiti,ALB,DF,Atalanta,Serie A,25,1993,20.1,930,1034,89.9,19649,5010,266,294,90.5,509,535,95.1,150,193,77.7,2,1.2,+0.8,4,19,2,1,25
Johan Djourou,SUI,DF,SPAL,Serie A,31,1987,3.1,105,122,86.1,2212,664,38,43,88.4,47,53,88.7,19,23,82.6,0,0.0,0.0,0,1,1,0,3
Marko Dmitrović,SRB,GK,Eibar,La Liga,26,1992,24.0,371,748,49.6,17658,14230,29,29,100.0,94,96,97.9,248,623,39.8,0,0.0,0.0,0,45,0,0,0
Matt Doherty,IRL,DF,Wolves,Premier League,26,1992,34.9,1339,1839,72.8,23087,10432,652,784,83.2,550,739,74.4,113,233,48.5,5,3.9,+1.1,38,70,32,14,162
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,25,1993,1.0,34,41,82.9,760,270,13,16,81.3,11,12,91.7,9,11,81.8,0,0.0,0.0,1,6,0,0,3
Jaume Doménech,ESP,GK,Valencia,La Liga,27,1990,4.0,58,94,61.7,2173,1690,6,6,100.0,21,21,100.0,31,67,46.3,0,0.0,0.0,0,0,0,0,0
Giulio Donati,ITA,DF,Mainz 05,Bundesliga,28,1990,6.9,260,354,73.4,5221,2739,91,104,87.5,130,166,78.3,38,78,48.7,0,0.3,-0.3,7,21,9,9,25
Ji Dong-won,KOR,FW,Augsburg,Bundesliga,27,1991,9.9,273,382,71.5,4355,1157,145,184,78.8,96,134,71.6,25,47,53.2,1,1.2,-0.2,11,22,7,3,31
Anastasios Donis,GRE,FW,Stuttgart,Bundesliga,21,1996,10.7,143,200,71.5,2205,318,80,97,82.5,46,66,69.7,13,28,46.4,2,0.9,+1.1,6,1,6,4,6
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,19,1999,34.3,958,1161,82.5,26613,16507,161,163,98.8,483,492,98.2,312,504,61.9,0,0.0,0.0,2,4,0,0,0
Godfred Donsah,GHA,MF,Bologna,Serie A,22,1996,1.7,50,57,87.7,849,257,21,25,84.0,20,22,90.9,5,6,83.3,0,0.0,0.0,1,10,0,0,7
Riccardo Doratiotto,ITA,FW,Cagliari,Serie A,19,1999,0.9,6,7,85.7,82,28,5,5,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,1
Filip Đorđević,SRB,FW,Chievo,Serie A,30,1987,7.0,120,184,65.2,1689,333,78,102,76.5,30,52,57.7,6,13,46.2,1,0.4,+0.6,4,5,2,0,11
Gabriel Dos Santos,BRA,DF,Lille,Ligue 1,20,1997,11.8,541,617,87.7,11858,3928,134,146,91.8,315,326,96.6,89,140,63.6,0,0.1,-0.1,3,23,2,0,32
Mathieu Dossevi,TOG,FW,Toulouse,Ligue 1,30,1988,27.4,618,931,66.4,10460,3231,317,402,78.9,206,294,70.1,80,178,44.9,2,4.3,-2.3,57,42,29,17,57
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,25,1993,34.0,1639,1964,83.5,28618,6877,733,838,87.5,671,773,86.8,191,256,74.6,6,3.3,+2.7,36,132,34,3,160
Cheick Doukouré,CIV,MF,Levante,La Liga,25,1992,3.5,85,113,75.2,1614,420,32,47,68.1,42,51,82.4,9,12,75.0,0,0.0,0.0,0,11,1,0,11
