Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Dimitris Siovas,GRE,DF,Leganés,La Liga,29,1988,34,2962,87,86.6,32.9,34,87,31,0,,0,1.24,33,38,-5,-0.15,+0.04,34.6,34.5,+0.1,0.00,+0.36
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,30,1988,0,,,,,0,,0,0,,34,,,,,,,,,,,
Salvatore Sirigu,ITA,GK,Torino,Serie A,31,1987,36,3169,88,92.7,35.2,36,88,35,0,,0,1.64,48,35,+13,+0.37,-0.35,47.3,44.8,+2.5,+0.07,+0.49
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,20,1997,32,2665,83,77.9,29.6,30,88,24,2,18,3,1.34,42,35,+7,+0.24,-0.12,30.7,36.6,-5.9,-0.20,-0.05
Moussa Sissoko,FRA,MF,Tottenham,Premier League,28,1989,29,2330,80,68.1,25.9,27,86,19,2,8,1,1.93,45,28,+17,+0.66,-0.25,38.4,31.5,+6.9,+0.27,-0.21
Pione Sisto,DEN,FW,Celta Vigo,La Liga,23,1995,25,844,34,24.7,9.4,8,69,1,17,17,7,0.88,13,14,-1,-0.11,+0.17,10.1,13.6,-3.5,-0.37,+0.07
Sito,ESP,MF,Valencia,La Liga,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,
Antonio Sivera,ESP,GK,Alavés,La Liga,21,1996,3,270,90,7.9,3.0,3,90,3,0,,33,2.00,5,4,+1,+0.33,+0.68,2.9,3.3,-0.4,-0.12,+0.25
Ellyes Skhiri,TUN,MF,Montpellier,Ligue 1,23,1995,37,3090,84,90.4,34.3,35,88,31,2,9,0,1.59,48,36,+12,+0.35,+0.62,41.2,37.3,+3.9,+0.11,+0.62
Oliver Skipp,ENG,MF,Tottenham,Premier League,17,2000,8,220,28,6.4,2.4,2,75,0,6,12,13,2.75,4,1,+3,+1.23,+0.52,2.5,3.7,-1.2,-0.49,-0.88
Łukasz Skorupski,POL,GK,Bologna,Serie A,27,1991,38,3420,90,100.0,38.0,38,90,38,0,,0,1.16,48,56,-8,-0.21,,47.6,46.8,+0.8,+0.02,
Milan Škriniar,SVK,DF,Inter,Serie A,23,1995,35,3150,90,92.1,35.0,35,90,35,0,,3,1.80,53,32,+21,+0.60,-0.40,60.5,36.2,+24.3,+0.70,+0.17
Steven Skrzybski,GER,FW,Schalke 04,Bundesliga,25,1992,12,664,55,21.7,7.4,8,72,1,4,23,3,1.08,12,14,-2,-0.27,+0.33,11.0,12.7,-1.7,-0.23,-0.04
Petar Škuletić,SRB,FW,Montpellier,Ligue 1,28,1990,28,603,22,17.6,6.7,4,76,2,24,12,10,1.32,10,13,-3,-0.45,-0.90,8.4,10.4,-2.0,-0.30,-0.43
Callum Slattery,ENG,MF,Southampton,Premier League,19,1999,3,112,37,3.3,1.2,1,92,1,2,10,7,1.67,1,1,0,0.00,+0.54,1.1,2.5,-1.4,-1.13,-0.95
Naïm Sliti,TUN,MF,Dijon,Ligue 1,26,1992,35,2286,65,66.8,25.4,25,80,12,10,30,0,0.89,24,34,-10,-0.39,+1.11,30.8,36.1,-5.3,-0.21,+1.06
Chris Smalling,ENG,DF,Manchester Utd,Premier League,28,1989,24,2127,89,62.2,23.6,24,89,23,0,,4,1.58,35,36,-1,-0.04,-0.88,34.1,28.6,+5.5,+0.23,-0.27
Dennis Smarsch,GER,GK,Hertha BSC,Bundesliga,19,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Adam Smith,ENG,DF,Bournemouth,Premier League,27,1991,25,2066,83,60.4,23.0,25,83,18,0,,0,1.44,36,32,+4,+0.17,+1.37,37.1,30.7,+6.4,+0.28,+0.81
Emile Smith Rowe,ENG,MF,RB Leipzig,Bundesliga,18,2000,3,29,10,0.9,0.3,0,,0,3,9,1,1.33,1,1,0,0.00,-1.01,0.8,0.3,+0.6,+1.81,+1.06
Emile Smith Rowe,ENG,FW,Arsenal,Premier League,18,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
Tommy Smith,ENG,DF,Huddersfield,Premier League,26,1992,15,1141,76,33.4,12.7,13,82,11,2,36,10,0.33,11,35,-24,-1.89,-0.71,10.4,26.7,-16.3,-1.29,-0.61
Alex Smithies,ENG,GK,Cardiff City,Premier League,28,1990,0,,,,,0,,0,0,,26,,,,,,,,,,,
Robert Snodgrass,SCO,MF,West Ham,Premier League,30,1987,33,2220,67,64.9,24.7,25,82,15,8,23,3,1.30,32,33,-1,-0.04,+0.11,29.7,37.9,-8.2,-0.33,+0.04
Cédric Soares,POR,DF,Southampton,Premier League,26,1991,18,1495,83,43.7,16.6,16,88,15,2,44,0,0.89,15,31,-16,-0.96,-0.78,20.6,24.5,-3.9,-0.24,-0.04
Cédric Soares,POR,DF,Inter,Serie A,26,1991,4,259,65,7.6,2.9,3,86,2,1,1,13,2.25,4,1,+3,+1.04,+0.44,4.1,1.0,+3.1,+1.08,+0.43
Ramadan Sobhi,EGY,FW,Huddersfield,Premier League,21,1997,4,79,20,2.3,0.9,0,,0,4,19,5,0.00,0,1,-1,-1.14,+0.29,0.3,1.4,-1.0,-1.17,-0.29
Marcel Sobottka,GER,MF,Düsseldorf,Bundesliga,24,1994,14,942,67,30.8,10.5,11,79,6,3,25,0,1.21,11,16,-5,-0.48,-0.01,13.7,19.0,-5.3,-0.51,-0.16
Rubén Sobrino,ESP,FW,Valencia,La Liga,26,1992,4,193,48,5.6,2.1,2,75,1,2,22,5,0.50,2,3,-1,-0.47,-0.94,2.5,2.9,-0.5,-0.21,-0.68
Rubén Sobrino,ESP,FW,Alavés,La Liga,26,1992,20,965,48,28.2,10.7,10,78,3,10,19,0,1.45,11,13,-2,-0.19,+0.14,10.5,15.5,-5.0,-0.47,-0.16
Danilo Soddimo,ITA,MF,Frosinone,Serie A,30,1987,10,252,25,7.4,2.8,1,90,1,9,18,7,0.20,1,8,-7,-2.50,-1.56,2.3,6.9,-4.6,-1.64,-1.06
Alex Sola,ESP,DF,Real Sociedad,La Liga,19,1999,1,90,90,2.6,1.0,1,90,1,0,,0,3.00,3,0,+3,+3.00,+3.11,1.5,0.4,+1.1,+1.11,+1.03
Dominic Solanke,ENG,FW,Bournemouth,Premier League,20,1997,10,347,35,10.1,3.9,2,79,0,8,24,1,0.90,6,5,+1,+0.26,+0.70,7.1,6.2,+0.8,+0.22,+0.29
Andrés Solano,COL,DF,Atlético Madrid,La Liga,20,1998,1,45,45,1.3,0.5,1,45,0,0,,2,3.00,0,0,0,0.00,-0.69,0.2,0.0,+0.2,+0.30,+0.12
Carlos Soler,ESP,MF,Valencia,La Liga,21,1997,31,2460,79,71.9,27.3,27,85,18,4,42,6,1.74,35,26,+9,+0.33,-0.33,40.7,29.0,+11.7,+0.43,+0.01
Oumar Solet,FRA,DF,Lyon,Ligue 1,18,2000,1,59,59,1.7,0.7,1,59,0,0,,7,1.00,0,1,-1,-1.53,-2.17,0.7,0.1,+0.5,+0.82,-0.01
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,29,1988,34,3060,90,100.0,34.0,34,90,34,0,,0,1.62,55,42,+13,+0.38,,51.1,49.6,+1.5,+0.04,
Matteo Soncin,ITA,GK,Milan,Serie A,17,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Kévin Soni,CMR,FW,Girona,La Liga,20,1998,5,82,16,2.4,0.9,1,49,0,4,8,4,0.60,0,2,-2,-2.20,-1.82,1.3,1.4,0.0,-0.05,+0.28
Jérémy Sorbon,FRA,DF,Guingamp,Ligue 1,34,1983,33,2647,80,77.4,29.4,29,89,28,4,16,5,0.73,21,50,-29,-0.99,+0.29,32.6,37.9,-5.4,-0.18,+0.41
Oliver Sorg,GER,DF,Hannover 96,Bundesliga,28,1990,19,1580,83,51.6,17.6,18,87,14,1,13,6,0.58,15,34,-19,-1.08,+0.19,17.4,30.8,-13.4,-0.76,+0.39
David Soria,ESP,GK,Getafe,La Liga,25,1993,37,3330,90,97.4,37.0,37,90,37,0,,0,1.51,46,34,+12,+0.32,-0.68,43.6,39.9,+3.8,+0.10,-0.77
Juan Soriano,ESP,GK,Sevilla,La Liga,20,1997,4,359,90,10.5,4.0,4,90,3,0,,32,3.00,10,2,+8,+2.01,+1.80,6.3,3.2,+3.1,+0.78,+0.31
Roberto Soriano,ITA,MF,Bologna,Serie A,27,1991,17,1489,88,43.5,16.5,17,88,11,0,,1,1.82,27,19,+8,+0.48,+1.23,25.7,16.2,+9.5,+0.57,+0.98
Roberto Soriano,ITA,MF,Torino,Serie A,27,1991,11,468,43,13.7,5.2,6,69,1,5,10,8,1.45,4,6,-2,-0.38,-0.90,6.5,4.7,+1.8,+0.34,+0.35
Alexander Sørloth,NOR,FW,Crystal Palace,Premier League,22,1995,12,185,15,5.4,2.1,0,,0,12,14,5,0.92,2,3,-1,-0.49,-0.46,4.8,3.5,+1.3,+0.64,+0.63
Stefano Sorrentino,ITA,GK,Chievo,Serie A,39,1979,31,2789,90,81.5,31.0,31,90,30,0,,0,0.45,21,60,-39,-1.26,+0.31,31.6,49.0,-17.4,-0.56,+0.37
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,20,1998,12,616,51,20.1,6.8,7,84,6,5,5,5,0.92,5,11,-6,-0.88,+0.30,9.7,13.7,-4.0,-0.59,-0.06
Sebastian Soto,USA,MF,Hannover 96,Bundesliga,18,2000,3,29,10,0.9,0.3,0,,0,3,9,0,0.33,0,0,0,0.00,+1.19,0.1,0.9,-0.8,-2.46,-1.52
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,19,1999,2,20,10,0.6,0.2,0,,0,2,10,11,0.50,0,0,0,0.00,-0.05,0.4,0.2,+0.3,+1.27,+0.99
Pape Souaré,SEN,DF,Crystal Palace,Premier League,28,1990,1,1,1,0.0,0.0,0,,0,1,0,0,3.00,0,0,0,0.00,+0.05,0.1,0.0,+0.1,+6.34,+6.29
Mazire Soula,FRA,FW,Angers,Ligue 1,20,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,
Adama Soumaoro,FRA,DF,Lille,Ligue 1,26,1992,20,1723,86,50.4,19.1,20,86,17,0,,2,2.10,35,19,+16,+0.84,-0.17,29.0,23.1,+5.9,+0.31,-0.21
Boubakary Soumaré,FRA,MF,Lille,Ligue 1,19,1999,18,564,31,16.5,6.3,5,90,5,13,9,15,2.00,19,7,+12,+1.91,+1.19,14.3,9.9,+4.4,+0.70,+0.34
Martin Sourzac,FRA,GK,Nîmes,Ligue 1,26,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,22,1996,6,372,62,10.9,4.1,4,88,3,2,11,9,1.50,5,4,+1,+0.24,+0.18,7.5,5.5,+2.0,+0.48,+0.42
Julián Speroni,ARG,GK,Crystal Palace,Premier League,39,1979,1,90,90,2.6,1.0,1,90,1,0,,4,0.00,3,4,-1,-1.00,-0.97,0.5,2.4,-1.8,-1.83,-1.93
Marco Spina,ITA,MF,SPAL,Serie A,18,2000,0,,,,,0,,0,0,,5,,,,,,,,,,,
Leonardo Spinazzola,ITA,DF,Juventus,Serie A,25,1993,10,601,60,17.6,6.7,6,85,5,4,23,17,1.50,12,11,+1,+0.15,-1.10,8.9,6.4,+2.5,+0.38,-0.25
Nicolás Spolli,ARG,DF,Genoa,Serie A,35,1983,7,538,77,15.7,6.0,7,77,5,0,,5,1.71,9,12,-3,-0.50,-0.03,7.2,9.6,-2.4,-0.41,-0.16
Marco Sportiello,ITA,GK,Frosinone,Serie A,26,1992,35,3150,90,92.1,35.0,35,90,35,0,,0,0.69,28,64,-36,-1.03,+0.30,31.2,57.2,-26.1,-0.74,-1.01
Mattia Sprocati,ITA,FW,Parma,Serie A,25,1993,16,644,40,18.8,7.2,5,83,2,11,21,21,0.69,9,10,-1,-0.14,+0.48,8.6,11.5,-2.9,-0.41,+0.35
Bassem Srarfi,TUN,FW,Nice,Ligue 1,21,1997,22,817,37,23.9,9.1,8,74,1,14,16,8,0.91,5,9,-4,-0.44,-0.41,13.2,9.9,+3.3,+0.36,+0.65
Darijo Srna,CRO,DF,Cagliari,Serie A,36,1982,26,2087,80,61.0,23.2,24,86,19,2,18,7,1.04,20,34,-14,-0.60,-0.33,22.9,39.3,-16.4,-0.71,-0.49
Kostas Stafylidis,GRE,DF,Augsburg,Bundesliga,24,1993,12,920,77,30.1,10.2,11,81,8,1,33,2,1.08,19,24,-5,-0.49,+0.14,13.6,18.1,-4.6,-0.45,-0.05
Benjamin Stambouli,FRA,DF,Schalke 04,Bundesliga,27,1990,21,1763,84,57.6,19.6,20,87,19,1,20,1,1.24,29,31,-2,-0.10,+1.01,27.3,28.9,-1.6,-0.08,+0.27
Jozo Stanić,CRO,DF,Augsburg,Bundesliga,19,1999,1,3,3,0.1,0.0,0,,0,1,2,6,0.00,0,0,0,0.00,+0.59,0.0,0.0,0.0,0.00,+0.42
Junior Stanislas,ENG,MF,Bournemouth,Premier League,28,1989,23,1031,45,30.1,11.5,11,76,3,12,16,0,1.13,12,24,-12,-1.05,-0.97,15.8,16.8,-1.0,-0.08,-0.06
Niklas Stark,GER,DF,Hertha BSC,Bundesliga,23,1995,22,1868,85,61.0,20.8,22,85,19,0,,1,1.23,29,31,-2,-0.10,+0.36,27.5,38.1,-10.6,-0.51,-0.45
Timo Stavitski,FIN,FW,Caen,Ligue 1,19,1999,1,14,14,0.4,0.2,0,,0,1,14,1,0.00,0,1,-1,-6.43,-5.79,0.0,0.9,-0.9,-5.74,-5.06
Jason Steele,ENG,GK,Brighton,Premier League,27,1990,0,,,,,0,,0,0,,13,,,,,,,,,,,
Renato Steffen,SUI,FW,Wolfsburg,Bundesliga,26,1991,31,1503,48,49.1,16.7,18,74,3,13,13,2,1.65,29,28,+1,+0.06,-0.58,22.0,21.9,+0.1,0.00,+0.02
Maarten Stekelenburg,NED,GK,Everton,Premier League,35,1982,0,,,,,0,,0,0,,38,,,,,,,,,,,
Marc Stendera,GER,MF,Eint Frankfurt,Bundesliga,22,1995,7,110,16,3.6,1.2,0,,0,7,15,5,2.43,6,1,+5,+4.09,+3.88,5.3,1.1,+4.2,+3.41,+3.39
Pascal Stenzel,GER,DF,Freiburg,Bundesliga,22,1996,21,1449,69,47.4,16.1,16,81,9,5,31,9,0.86,18,31,-13,-0.81,-0.70,20.9,29.9,-9.0,-0.56,-0.32
Dale Stephens,ENG,MF,Brighton,Premier League,29,1989,30,2485,83,72.7,27.6,29,85,26,1,11,1,0.83,26,45,-19,-0.69,-0.11,25.7,41.9,-16.2,-0.59,-0.04
Jack Stephens,ENG,DF,Southampton,Premier League,24,1994,24,1700,71,49.7,18.9,19,85,17,5,15,8,1.04,18,35,-17,-0.90,-0.74,22.6,29.2,-6.7,-0.35,-0.27
Mariusz Stępiński,POL,FW,Chievo,Serie A,23,1995,35,2476,71,72.4,27.5,27,84,18,8,27,2,0.51,20,59,-39,-1.42,-0.37,26.5,44.7,-18.1,-0.66,-0.11
Kazaiah Sterling,ENG,FW,Tottenham,Premier League,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Raheem Sterling,ENG,FW,Manchester City,Premier League,23,1994,34,2771,82,81.0,30.8,31,86,22,3,30,4,2.53,75,19,+56,+1.82,-0.40,66.0,20.8,+45.2,+1.47,-0.51
Jamie Sterry,ENG,DF,Newcastle Utd,Premier League,22,1995,0,,,,,0,,0,0,,4,,,,,,,,,,,
Niclas Stierlin,GER,MF,RB Leipzig,Bundesliga,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ognjen Stijepović,MNE,MF,Sampdoria,Serie A,18,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,
Lars Stindl,GER,FW,M'Gladbach,Bundesliga,29,1988,21,1508,72,49.3,16.8,19,79,12,2,6,1,1.76,27,23,+4,+0.24,-0.28,21.9,21.5,+0.4,+0.02,-0.04
Kevin Stöger,AUT,MF,Düsseldorf,Bundesliga,24,1993,25,2118,85,69.2,23.5,24,88,20,1,10,6,1.48,41,46,-5,-0.21,+0.84,35.5,40.6,-5.1,-0.22,+0.58
Alexander Stolz,GER,GK,Hoffenheim,Bundesliga,34,1983,0,,,,,0,,0,0,,22,,,,,,,,,,,
John Stones,ENG,DF,Manchester City,Premier League,24,1994,24,1764,74,51.6,19.6,20,87,18,4,7,10,2.42,48,15,+33,+1.68,-0.44,40.9,15.4,+25.6,+1.30,-0.54
Thomas Strakosha,ALB,GK,Lazio,Serie A,23,1995,35,3150,90,92.1,35.0,35,90,35,0,,0,1.57,50,39,+11,+0.31,+0.65,53.0,37.1,+15.9,+0.45,+1.16
Ivan Strinić,CRO,DF,Milan,Serie A,31,1987,0,,,,,0,,0,0,,7,,,,,,,,,,,
Tobias Strobl,GER,MF,M'Gladbach,Bundesliga,28,1990,29,2293,79,74.9,25.5,26,86,21,3,17,5,1.66,40,27,+13,+0.51,+0.51,41.3,35.6,+5.7,+0.22,+0.73
Kevin Strootman,NED,MF,Marseille,Ligue 1,28,1990,28,1942,69,56.8,21.6,21,88,17,7,15,3,1.54,31,34,-3,-0.14,-0.81,28.6,28.0,+0.6,+0.03,-0.34
Kevin Strootman,NED,MF,Roma,Serie A,28,1990,1,90,90,2.6,1.0,1,90,1,0,,0,3.00,1,0,+1,+1.00,+0.54,1.5,0.7,+0.7,+0.71,+0.47
Jens Stryger Larsen,DEN,DF,Udinese,Serie A,27,1991,36,3234,90,94.6,35.9,36,90,34,0,,0,1.08,36,51,-15,-0.42,-0.90,39.6,54.0,-14.4,-0.40,+0.50
Cristhian Stuani,URU,FW,Girona,La Liga,31,1986,32,2729,85,79.8,30.3,30,89,26,2,25,0,0.97,29,40,-11,-0.36,+0.29,31.2,35.9,-4.8,-0.16,+0.82
Leo Štulac,SVN,MF,Parma,Serie A,23,1994,26,1452,56,42.5,16.1,17,81,10,9,9,5,1.19,15,19,-4,-0.25,+0.48,16.0,28.5,-12.5,-0.78,-0.15
Stefano Sturaro,ITA,MF,Genoa,Serie A,25,1993,5,213,43,6.2,2.4,4,48,0,1,21,4,0.80,2,5,-3,-1.27,-0.85,1.6,4.0,-2.4,-1.00,-0.78
Daniel Sturridge,ENG,FW,Liverpool,Premier League,28,1989,18,509,28,14.9,5.7,4,89,3,14,11,17,2.39,17,5,+12,+2.12,+0.42,10.6,6.6,+4.0,+0.71,-0.53
Damián Suárez,URU,DF,Getafe,La Liga,30,1988,36,3240,90,94.7,36.0,36,90,36,0,,0,1.47,43,34,+9,+0.25,-1.75,41.8,38.1,+3.7,+0.10,-0.39
Denis Suárez,ESP,FW,Arsenal,Premier League,24,1994,4,71,18,2.1,0.8,0,,0,4,17,4,2.25,1,1,0,0.00,-0.59,0.2,2.0,-1.8,-2.33,-2.51
Denis Suárez,ESP,MF,Barcelona,La Liga,24,1994,2,19,10,0.6,0.2,0,,0,2,9,7,3.00,1,0,+1,+4.74,+3.33,0.8,0.4,+0.5,+2.18,+1.31
Leonardo Suárez,ARG,FW,Valladolid,La Liga,22,1996,12,517,43,15.1,5.7,7,68,1,5,9,6,1.33,5,3,+2,+0.35,+1.00,6.1,7.3,-1.3,-0.22,+0.12
Luis Suárez,URU,FW,Barcelona,La Liga,31,1987,33,2827,86,82.7,31.4,31,89,27,2,30,0,2.39,81,29,+52,+1.66,+1.35,65.5,33.5,+32.0,+1.02,+0.83
Mario Suárez,ESP,MF,Rayo Vallecano,La Liga,31,1987,14,1026,73,30.0,11.4,11,87,8,3,25,1,0.64,10,24,-14,-1.23,-0.66,11.5,18.5,-7.0,-0.61,-0.34
Mathías Suárez,URU,DF,Montpellier,Ligue 1,22,1996,10,550,55,16.1,6.1,7,67,2,3,27,4,1.90,8,10,-2,-0.33,-0.73,7.1,7.6,-0.5,-0.08,-0.16
Danijel Subašić,CRO,GK,Monaco,Ligue 1,33,1984,14,1136,81,33.2,12.6,14,81,12,0,,0,1.21,14,12,+2,+0.16,+0.99,18.1,14.3,+3.8,+0.30,+0.39
Neven Subotić,SRB,DF,Saint-Étienne,Ligue 1,29,1988,26,2149,83,62.8,23.9,26,83,22,0,,0,1.62,37,32,+5,+0.21,-0.71,36.9,29.9,+6.9,+0.29,+0.41
Isaac Success,NGA,FW,Watford,Premier League,22,1996,30,1052,35,30.8,11.7,9,83,3,21,15,3,1.13,15,21,-6,-0.51,-0.48,14.4,15.8,-1.4,-0.12,+0.10
Niklas Süle,GER,DF,Bayern Munich,Bundesliga,22,1995,31,2654,86,86.7,29.5,29,90,29,2,21,3,2.23,73,29,+44,+1.49,-1.17,70.1,22.2,+48.0,+1.63,+0.08
Ki Sung-yueng,KOR,MF,Newcastle Utd,Premier League,29,1989,18,1302,72,38.1,14.5,14,86,10,4,23,6,1.39,17,20,-3,-0.21,-0.08,15.5,19.1,-3.7,-0.25,+0.18
Andrew Surman,ENG,MF,Bournemouth,Premier League,31,1986,18,1439,80,42.1,16.0,16,89,15,2,6,12,1.06,16,37,-21,-1.31,-1.63,18.3,26.3,-8.0,-0.50,-0.79
Sam Surridge,ENG,FW,Bournemouth,Premier League,20,1998,2,13,7,0.4,0.1,0,,0,2,6,8,0.00,0,0,0,0.00,+0.37,0.6,0.2,+0.4,+2.51,+2.56
Markel Susaeta,ESP,FW,Athletic Club,La Liga,30,1987,22,1379,63,40.3,15.3,15,79,6,7,27,11,1.09,16,18,-2,-0.13,-0.04,16.2,19.8,-3.6,-0.24,-0.23
Suso,ESP,FW,Milan,Serie A,24,1993,35,3018,86,88.2,33.5,35,86,22,0,,1,1.80,51,33,+18,+0.54,+0.31,41.4,35.5,+5.9,+0.18,-0.32
Markus Suttner,AUT,DF,Düsseldorf,Bundesliga,31,1987,6,489,82,16.0,5.4,6,82,4,0,,6,1.17,10,9,+1,+0.18,+0.78,7.6,10.1,-2.5,-0.46,-0.07
Markus Suttner,AUT,DF,Brighton,Premier League,31,1987,0,,,,,0,,0,0,,1,,,,,,,,,,,
Mattias Svanberg,SWE,MF,Bologna,Serie A,19,1999,23,1176,51,34.4,13.1,13,76,5,10,19,14,1.09,15,24,-9,-0.69,-0.73,14.7,19.5,-4.7,-0.36,-0.59
Sanasi Sy,FRA,MF,Amiens,Ligue 1,19,1999,1,1,1,0.0,0.0,0,,0,1,1,8,0.00,0,0,0,0.00,+0.55,0.0,0.0,0.0,0.00,+0.31
Seydou Sy,SEN,GK,Monaco,Ligue 1,22,1995,3,226,75,6.6,2.5,2,90,2,1,46,12,0.33,4,7,-3,-1.19,-0.74,4.0,3.3,+0.8,+0.30,+0.28
Issiaga Sylla,GUI,DF,Toulouse,Ligue 1,24,1994,24,1994,83,58.3,22.2,23,86,21,1,14,10,1.08,19,31,-12,-0.54,+0.09,25.7,35.8,-10.1,-0.46,-0.17
Moussa Sylla,FRA,FW,Monaco,Ligue 1,18,1999,18,769,43,22.5,8.5,7,79,4,11,20,7,0.50,8,18,-10,-1.17,-0.86,11.0,11.1,-0.1,-0.01,-0.06
Eddy Sylvestre,FRA,FW,Nice,Ligue 1,18,1999,5,266,53,7.8,3.0,3,72,1,2,25,4,1.40,4,2,+2,+0.68,+0.88,4.7,4.1,+0.6,+0.20,+0.35
Ádám Szalai,HUN,FW,Hoffenheim,Bundesliga,30,1987,30,1627,54,53.2,18.1,15,80,8,15,28,2,1.37,37,33,+4,+0.22,-0.66,42.5,29.1,+13.4,+0.74,+0.25
Wojciech Szczęsny,POL,GK,Juventus,Serie A,28,1990,28,2520,90,73.7,28.0,28,90,28,0,,10,2.54,55,20,+35,+1.25,+0.75,46.2,28.0,+18.2,+0.65,+0.26
Franck Tabanou,FRA,DF,Guingamp,Ligue 1,29,1989,2,180,90,5.3,2.0,2,90,2,0,,11,1.00,1,1,0,0.00,+1.11,2.2,2.3,-0.1,-0.06,+0.23
Tachi,ESP,DF,Atlético Madrid,La Liga,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,22,1996,33,2937,89,96.0,32.6,33,89,31,0,,0,1.73,67,51,+16,+0.49,-0.24,59.9,42.4,+17.5,+0.54,-0.16
Flavien Tait,FRA,MF,Angers,Ligue 1,25,1993,36,2985,83,87.3,33.2,34,84,23,2,61,0,1.17,40,40,0,0.00,+1.03,42.1,40.0,+2.1,+0.06,+0.32
Adrien Tameze,CMR,MF,Nice,Ligue 1,24,1994,37,2942,80,86.0,32.7,34,85,23,3,23,0,1.43,25,33,-8,-0.24,-0.81,36.7,44.8,-8.1,-0.25,-0.84
Strahinja Tanasijević,SRB,DF,Chievo,Serie A,21,1997,1,17,17,0.5,0.2,0,,0,1,17,23,0.50,1,1,0,0.00,+1.32,0.2,0.7,-0.6,-2.92,-2.31
Matt Targett,ENG,DF,Southampton,Premier League,22,1995,16,1186,74,34.7,13.2,13,83,11,3,36,12,1.19,18,25,-7,-0.53,-0.01,17.1,23.8,-6.6,-0.50,-0.44
Rodrigo Tarín,ESP,DF,Leganés,La Liga,22,1996,18,1429,79,41.8,15.9,15,88,13,3,35,8,1.44,16,16,0,0.00,+0.27,15.2,15.5,-0.3,-0.02,+0.04
James Tarkowski,ENG,DF,Burnley,Premier League,25,1992,35,3086,88,90.2,34.3,35,88,34,0,,1,1.11,42,63,-21,-0.61,-0.07,37.7,56.9,-19.2,-0.56,+0.56
Ciprian Tătărușanu,ROU,GK,Nantes,Ligue 1,32,1986,27,2390,89,69.9,26.6,27,89,26,0,,1,1.11,29,30,-1,-0.04,-0.13,31.8,31.9,-0.2,-0.01,-0.01
Júlio Tavares,CPV,FW,Dijon,Ligue 1,29,1988,36,2805,78,82.0,31.2,31,87,27,5,22,0,0.94,24,48,-24,-0.77,-0.04,32.5,49.5,-17.0,-0.54,+0.09
Júnior Tavares,BRA,DF,Sampdoria,Serie A,21,1996,3,184,61,5.4,2.0,2,85,1,1,14,33,1.33,1,1,0,0.00,-0.25,1.7,1.2,+0.5,+0.23,+0.33
Nikola Tavares,CRO,DF,Crystal Palace,Premier League,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Taleb Tawatha,ISR,DF,Eint Frankfurt,Bundesliga,26,1992,3,125,42,4.1,1.4,1,70,0,2,28,8,2.00,2,1,+1,+0.72,+0.38,1.3,2.3,-1.0,-0.74,-0.92
Charlie Taylor,ENG,DF,Burnley,Premier League,24,1993,38,3243,85,94.8,36.0,35,90,35,3,30,0,1.05,43,64,-21,-0.58,+0.43,38.8,62.3,-23.5,-0.65,-0.73
Kyle Taylor,ENG,MF,Bournemouth,Premier League,18,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,
Duplexe Tchamba,CMR,DF,Strasbourg,Ligue 1,20,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,
Malik Tchokounté,FRA,FW,Caen,Ligue 1,29,1988,29,1473,51,43.1,16.4,16,77,8,13,18,7,0.93,19,23,-4,-0.24,+0.73,15.1,22.5,-7.5,-0.46,+0.43
Aurélien Tchouaméni,FRA,MF,Bordeaux,Ligue 1,18,2000,10,704,70,20.6,7.8,8,81,4,2,30,7,1.20,6,6,0,0.00,+0.27,8.4,9.9,-1.5,-0.19,+0.19
Alexandre Tegar,FRA,DF,Dijon,Ligue 1,17,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
