Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off
Juan Mata,ESP,FW,Manchester Utd,Premier League,32,1988,9,509,57,14.9,5.7,6,77,1,3,16,17,2.44,12,6,+6,+1.06,+0.35,9.5,3.3,+6.2,+1.10,+0.73
Pape Matar Sarr,SEN,MF,Metz,Ligue 1,17,2002,22,1594,72,46.6,17.7,18,84,14,4,23,9,1.05,25,29,-4,-0.23,-0.23,18.3,24.0,-5.7,-0.32,-0.20
Eliot Matazo,BEL,MF,Monaco,Ligue 1,18,2002,10,314,31,9.2,3.5,3,58,0,7,20,19,2.20,6,5,+1,+0.29,-0.67,6.7,4.1,+2.6,+0.74,-0.17
Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,23,1997,15,997,66,32.6,11.1,12,80,4,3,12,1,0.40,11,21,-10,-0.90,-0.60,15.7,17.6,-1.9,-0.17,-0.09
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,23,1997,7,221,32,6.5,2.5,2,69,0,5,17,11,0.57,2,4,-2,-0.81,-0.17,1.0,7.0,-5.9,-2.41,-1.87
Diego Matías Rodríguez,ARG,GK,Elche,La Liga,31,1989,0,,,,,0,,0,0,,15,,,,,,,,,,,
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,31,1988,20,1106,55,32.3,12.3,12,86,11,8,9,17,2.15,23,18,+5,+0.41,-0.53,19.4,14.6,+4.8,+0.39,-0.12
Joël Matip,CMR,DF,Liverpool,Premier League,28,1991,10,691,69,20.2,7.7,9,77,6,1,2,0,1.90,19,5,+14,+1.82,+1.43,16.0,7.2,+8.8,+1.15,+0.54
Rabbi Matondo,WAL,FW,Schalke 04,Bundesliga,19,2000,3,220,73,7.2,2.4,3,73,0,0,,5,0.00,0,9,-9,-3.68,-2.03,0.5,7.1,-6.5,-2.67,-1.58
Ryder Matos,BRA,MF,Udinese,Serie A,27,1993,1,13,13,0.4,0.1,0,,0,1,13,1,0.00,0,1,-1,-6.92,-6.53,0.2,0.4,-0.3,-1.79,-1.56
Henning Matriciani,GER,DF,Schalke 04,Bundesliga,20,2000,1,24,24,0.8,0.3,0,,0,1,24,1,3.00,0,1,-1,-3.75,-1.97,0.1,1.6,-1.5,-5.62,-4.45
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,18,2002,9,352,39,10.3,3.9,3,90,3,6,14,16,2.11,6,4,+2,+0.51,-0.43,8.8,3.9,+4.9,+1.25,+0.40
Federico Mattiello,ITA,DF,Spezia,Serie A,25,1995,1,36,36,1.1,0.4,0,,0,1,36,0,1.00,0,0,0,0.00,+0.53,0.3,0.7,-0.5,-1.21,-0.62
Neal Maupay,FRA,FW,Brighton,Premier League,23,1996,33,2512,76,73.5,27.9,29,83,17,4,23,1,1.09,32,34,-2,-0.07,+0.32,40.8,26.3,+14.6,+0.52,+0.59
Tony Mauricio,FRA,MF,Lens,Ligue 1,26,1994,26,502,19,14.7,5.6,2,68,0,24,15,8,1.54,8,14,-6,-1.08,-1.29,8.3,7.0,+1.3,+0.23,+0.01
Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,22,1998,35,2030,58,59.4,22.6,23,79,4,12,19,0,1.51,37,30,+7,+0.31,+0.89,29.7,35.0,-5.2,-0.23,+0.58
Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,22,1997,21,1463,70,47.8,16.3,19,74,8,2,31,4,1.48,24,23,+1,+0.06,+0.06,20.1,24.7,-4.6,-0.28,-0.54
Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,31,1989,22,820,37,26.8,9.1,8,78,4,14,14,7,2.36,20,9,+11,+1.21,-0.56,17.1,8.3,+8.7,+0.96,-0.09
Borja Mayoral,ESP,FW,Roma,Serie A,23,1997,31,1551,50,45.4,17.2,18,78,5,13,11,4,1.74,34,24,+10,+0.58,+0.58,31.1,23.5,+7.5,+0.44,-0.04
Borja Mayoral,ESP,FW,Real Madrid,La Liga,23,1997,2,23,12,0.7,0.3,0,,0,2,12,1,3.00,1,0,+1,+3.91,+2.91,1.6,0.1,+1.5,+6.00,+5.37
Youssef Maziz,FRA,MF,Metz,Ligue 1,22,1998,11,257,23,7.5,2.9,2,64,0,9,14,23,1.18,1,4,-3,-1.05,-1.02,1.8,2.8,-1.0,-0.35,-0.15
Antonio Mazzotta,ITA,DF,Crotone,Serie A,30,1989,2,56,28,1.6,0.6,1,45,0,1,11,4,1.50,1,4,-3,-4.82,-3.64,1.3,1.3,0.0,-0.02,+0.86
Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,25,1995,22,1642,75,53.7,18.2,19,83,14,3,24,5,1.82,35,20,+15,+0.82,+0.25,25.7,22.8,+2.9,+0.16,-0.13
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,21,1998,31,2380,77,69.6,26.4,27,86,16,4,18,0,2.23,68,20,+48,+1.82,+0.95,65.0,24.4,+40.6,+1.53,+1.14
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,25,1994,8,428,54,12.5,4.8,5,73,2,3,22,19,0.88,5,13,-8,-1.68,-1.50,3.4,11.9,-8.4,-1.77,-1.68
Mamadou Mbaye,SEN,DF,Cádiz,La Liga,22,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,
Luke Mbete-Tatu,ENG,DF,Manchester City,Premier League,16,2003,0,,,,,0,,,0,,2,,,,,,,,,,,
Jean-Manuel Mbom,GER,MF,Werder Bremen,Bundesliga,20,2000,21,1160,55,37.9,12.9,15,70,3,6,17,11,1.05,14,18,-4,-0.31,+0.49,12.7,15.7,-3.0,-0.23,+0.44
Moustapha Mbow,SEN,DF,Reims,Ligue 1,20,2000,0,,,,,0,,,0,,1,,,,,,,,,,,
Nathanael Mbuku,FRA,MF,Reims,Ligue 1,18,2002,32,2210,69,64.6,24.6,28,75,4,4,27,2,1.09,27,28,-1,-0.04,+0.48,22.7,39.1,-16.4,-0.67,+0.18
James McArthur,SCO,MF,Crystal Palace,Premier League,32,1987,18,1466,81,42.9,16.3,17,85,11,1,17,1,1.11,20,26,-6,-0.37,+0.51,13.2,21.1,-8.0,-0.49,+0.30
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,24,1996,23,1324,58,38.7,14.7,12,85,10,11,27,1,0.30,8,27,-19,-1.29,-0.26,13.2,26.0,-12.8,-0.87,-0.09
Alex McCarthy,ENG,GK,Southampton,Premier League,30,1989,30,2700,90,78.9,30.0,30,90,30,0,,7,1.03,37,57,-20,-0.67,-0.54,31.7,41.8,-10.1,-0.34,-0.12
James McCarthy,IRL,MF,Crystal Palace,Premier League,29,1990,16,821,51,24.0,9.1,10,75,2,6,12,8,1.31,9,15,-6,-0.66,0.00,6.4,10.7,-4.3,-0.47,+0.24
Thomas Mcgill,ENG,GK,Brighton,Premier League,20,2000,0,,,,,0,,,0,,2,,,,,,,,,,,
John McGinn,SCO,MF,Aston Villa,Premier League,25,1994,37,3330,90,97.4,37.0,37,90,37,0,,0,1.41,53,46,+7,+0.19,-1.81,51.1,52.3,-1.2,-0.03,-1.30
David McGoldrick,IRL,FW,Sheffield Utd,Premier League,32,1987,35,2397,68,70.1,26.6,28,80,16,7,23,2,0.66,16,37,-21,-0.79,+1.15,21.8,39.6,-17.8,-0.67,+0.50
Weston McKennie,USA,MF,Juventus,Serie A,21,1998,34,1702,50,49.8,18.9,18,74,6,16,23,2,2.18,33,16,+17,+0.90,-0.25,39.3,16.9,+22.4,+1.18,+0.48
Dwight McNeil,ENG,MF,Burnley,Premier League,20,1999,36,3069,85,89.7,34.1,34,88,30,2,36,0,1.00,32,50,-18,-0.53,+0.50,36.5,51.3,-14.8,-0.43,+0.31
Scott McTominay,SCO,MF,Manchester Utd,Premier League,23,1996,32,2129,67,62.3,23.7,24,85,20,8,11,4,1.94,49,25,+24,+1.01,+0.67,38.2,27.0,+11.3,+0.48,+0.01
Gary Medel,CHI,DF,Bologna,Serie A,32,1987,11,511,46,14.9,5.7,6,66,2,5,23,4,0.82,5,12,-7,-1.23,-1.02,6.9,11.1,-4.2,-0.73,-0.51
Claudio Medina,ESP,FW,Elche,La Liga,26,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,
Facundo Medina,ARG,DF,Lens,Ligue 1,21,1999,24,2007,84,58.7,22.3,23,87,20,1,7,6,1.63,35,27,+8,+0.36,+0.80,37.5,23.8,+13.8,+0.62,+0.96
Nathan de Medina,BEL,DF,Arminia,Bundesliga,22,1997,16,639,40,20.9,7.1,7,68,3,9,18,12,1.06,4,13,-9,-1.27,-0.64,9.3,12.1,-2.8,-0.40,+0.43
Ben Mee,ENG,DF,Burnley,Premier League,30,1989,30,2693,90,78.7,29.9,30,90,29,0,,0,1.23,29,41,-12,-0.40,+0.84,32.4,49.3,-16.8,-0.56,-0.45
Joshua Mees,GER,FW,Union Berlin,Bundesliga,24,1996,1,5,5,0.2,0.1,0,,0,1,5,1,0.00,0,1,-1,-18.00,-18.24,0.1,0.4,-0.3,-5.20,-5.34
Admir Mehmedi,SUI,MF,Wolfsburg,Bundesliga,29,1991,18,820,46,26.8,9.1,8,76,0,10,21,10,1.94,15,8,+7,+0.77,+0.09,13.9,9.9,+4.1,+0.45,+0.31
Soualiho Meïté,FRA,MF,Milan,Serie A,26,1994,16,588,37,17.2,6.5,4,78,2,12,23,5,1.81,15,5,+10,+1.53,+0.80,12.2,6.3,+5.8,+0.89,+0.25
Soualiho Meïté,FRA,MF,Torino,Serie A,26,1994,14,920,66,26.9,10.2,11,78,6,3,22,2,0.57,16,28,-12,-1.17,-0.92,12.7,18.0,-5.3,-0.52,-0.40
Hannibal Mejbri,TUN,MF,Manchester Utd,Premier League,17,2003,1,9,9,0.3,0.1,0,,0,1,9,0,3.00,0,0,0,0.00,-0.77,0.0,0.2,-0.1,-1.34,-1.82
Farid El Melali,ALG,FW,Angers,Ligue 1,23,1997,17,414,24,12.1,4.6,4,56,0,13,15,7,1.47,6,8,-2,-0.43,+0.04,7.4,7.1,+0.3,+0.06,+0.34
Filippo Melegoni,ITA,MF,Genoa,Serie A,21,1999,14,389,28,11.4,4.3,3,79,1,11,14,20,1.29,3,8,-5,-1.16,-0.98,4.8,8.1,-3.3,-0.76,-0.36
Gonzalo Melero,ESP,MF,Levante,La Liga,26,1994,29,1853,64,54.2,20.6,21,78,8,8,26,1,1.03,27,33,-6,-0.29,0.00,23.3,27.3,-4.0,-0.20,+0.32
Birger Meling,NOR,DF,Nîmes,Ligue 1,25,1994,26,2328,90,68.1,25.9,26,90,25,0,,1,1.12,33,45,-12,-0.46,+1.10,30.7,38.5,-7.8,-0.30,+0.99
Arthur Melo,BRA,MF,Juventus,Serie A,23,1996,22,1157,53,33.8,12.9,13,75,4,9,20,10,2.27,26,12,+14,+1.09,+0.09,25.1,13.8,+11.3,+0.88,-0.09
Houboulang Mendes,FRA,DF,Lorient,Ligue 1,22,1998,17,1297,76,37.9,14.4,15,84,8,2,20,10,1.18,18,25,-7,-0.49,-0.02,15.5,20.2,-4.7,-0.32,-0.34
Pedro Mendes,POR,DF,Montpellier,Ligue 1,29,1990,22,1626,74,47.5,18.1,19,83,12,3,16,7,1.59,28,28,0,0.00,+0.10,21.4,29.6,-8.1,-0.45,+0.03
Thiago Mendes,BRA,MF,Lyon,Ligue 1,28,1992,32,2243,70,65.6,24.9,23,87,17,9,27,1,2.03,50,28,+22,+0.88,-0.34,51.9,30.1,+21.8,+0.87,-0.63
Brais Méndez,ESP,MF,Celta Vigo,La Liga,23,1997,34,2671,79,78.1,29.7,30,86,20,4,25,3,1.56,49,42,+7,+0.24,+1.32,39.5,38.5,+1.0,+0.03,+0.37
Édgar Méndez,ESP,MF,Alavés,La Liga,30,1990,33,2090,63,61.1,23.2,26,74,3,7,25,2,0.91,20,30,-10,-0.43,+0.31,21.7,28.2,-6.5,-0.28,-0.15
Eñaut Mendía,ESP,FW,Eibar,La Liga,21,1999,1,61,61,1.8,0.7,1,61,0,0,,3,3.00,1,1,0,0.00,+0.62,0.9,1.2,-0.2,-0.33,-0.18
Alexandre Mendy,GNB,FW,Bordeaux,Ligue 1,26,1994,0,,,,,0,,,0,,3,,,,,,,,,,,
Antoine Mendy,FRA,DF,Nice,Ligue 1,16,2004,0,,,,,0,,,0,,1,,,,,,,,,,,
Batista Mendy,FRA,MF,Nantes,Ligue 1,20,2000,2,76,38,2.2,0.8,0,,0,2,38,9,1.50,1,1,0,0.00,+0.22,1.0,1.6,-0.6,-0.75,-0.58
Benjamin Mendy,FRA,DF,Manchester City,Premier League,26,1994,13,953,73,27.9,10.6,11,84,7,2,14,19,2.00,22,10,+12,+1.13,-0.29,21.4,7.6,+13.8,+1.30,+0.27
Edouard Mendy,SEN,GK,Rennes,Ligue 1,28,1992,1,90,90,2.6,1.0,1,90,1,0,,0,1.00,1,1,0,0.00,-0.32,1.4,0.5,+0.9,+0.87,+0.63
Edouard Mendy,SEN,GK,Chelsea,Premier League,28,1992,31,2745,89,80.3,30.5,31,89,30,0,,3,1.87,46,25,+21,+0.69,+0.56,50.9,22.7,+28.2,+0.93,+0.54
Ferland Mendy,FRA,DF,Real Madrid,La Liga,25,1995,26,2208,85,64.6,24.5,24,89,23,2,31,4,2.38,47,16,+31,+1.26,+0.67,41.9,20.6,+21.3,+0.87,+0.59
Nampalys Mendy,SEN,MF,Leicester City,Premier League,28,1992,23,1459,63,42.7,16.2,15,83,9,8,26,14,1.57,26,25,+1,+0.06,-0.72,24.2,20.7,+3.5,+0.22,0.00
Oucasse Mendy,FRA,FW,Montpellier,Ligue 1,19,2001,0,,,,,0,,,0,,1,,,,,,,,,,,
Hamza Mendyl,MAR,FW,Schalke 04,Bundesliga,22,1997,3,95,32,3.1,1.1,1,69,0,2,13,19,0.00,0,1,-1,-0.95,+0.87,0.4,1.1,-0.7,-0.65,+0.58
Levent Mercan,GER,FW,Schalke 04,Bundesliga,19,2000,1,5,5,0.2,0.1,0,,0,1,5,16,0.00,0,0,0,0.00,+1.80,0.1,0.0,+0.1,+1.66,+2.87
Alessandro Mercati,ITA,MF,Sassuolo,Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Jorge Meré,ESP,DF,Köln,Bundesliga,23,1997,16,1300,81,42.5,14.4,14,87,12,2,44,12,0.56,13,24,-11,-0.76,-0.15,15.7,23.1,-7.3,-0.51,-0.06
Alex Meret,ITA,GK,Napoli,Serie A,23,1997,22,1980,90,57.9,22.0,22,90,22,0,,16,2.00,53,29,+24,+1.09,-0.22,38.9,27.2,+11.6,+0.53,-0.35
Mikel Merino,ESP,MF,Real Sociedad,La Liga,24,1996,26,2154,83,63.0,23.9,25,85,20,1,28,1,1.58,36,22,+14,+0.58,+0.09,39.6,18.8,+20.8,+0.87,+0.66
Quentin Merlin,FRA,DF,Nantes,Ligue 1,18,2002,0,,,,,0,,,0,,8,,,,,,,,,,,
Martín Merquelanz,ESP,FW,Real Sociedad,La Liga,25,1995,13,549,42,16.1,6.1,4,90,4,9,21,16,1.62,5,12,-7,-1.15,-2.03,8.5,8.3,+0.1,+0.02,-0.72
Yıldırım Mert Çetin,TUR,DF,Hellas Verona,Serie A,23,1997,6,418,70,12.2,4.6,4,89,3,2,32,24,1.83,4,5,-1,-0.22,-0.19,4.6,7.9,-3.3,-0.71,-0.60
Dries Mertens,BEL,FW,Napoli,Serie A,33,1987,29,1459,50,42.7,16.2,18,69,2,11,19,0,2.21,37,18,+19,+1.17,-0.02,26.5,15.0,+11.5,+0.71,+0.05
Roque Mesa,ESP,MF,Valladolid,La Liga,31,1989,25,1761,70,51.5,19.6,21,78,6,4,30,6,0.80,17,26,-9,-0.46,+0.30,17.5,24.1,-6.6,-0.34,+0.10
Illan Meslier,FRA,GK,Leeds United,Premier League,20,2000,35,3150,90,92.1,35.0,35,90,35,0,,2,1.51,57,52,+5,+0.14,-0.86,53.9,58.7,-4.8,-0.14,+0.06
Lionel Messi,ARG,FW,Barcelona,La Liga,33,1987,35,3023,86,88.4,33.6,33,89,32,2,40,0,2.06,80,35,+45,+1.34,+0.89,71.7,35.4,+36.3,+1.08,+0.40
Junior Messias,BRA,MF,Crotone,Serie A,29,1991,36,3215,89,94.0,35.7,36,89,32,0,,0,0.61,44,86,-42,-1.18,+1.02,36.9,66.3,-29.5,-0.83,+0.75
Thomas Meunier,BEL,DF,Dortmund,Bundesliga,28,1991,21,1472,70,48.1,16.4,17,84,10,4,12,7,1.95,34,22,+12,+0.73,-0.23,32.2,19.2,+13.0,+0.80,-0.07
Mexer,MOZ,DF,Bordeaux,Ligue 1,31,1988,9,712,79,20.8,7.9,8,81,5,1,67,12,0.67,8,17,-9,-1.14,-0.97,8.8,12.2,-3.4,-0.43,-0.06
Max Meyer,GER,MF,Köln,Bundesliga,24,1995,10,351,35,11.5,3.9,3,90,3,7,12,6,1.00,3,10,-7,-1.79,-1.26,6.5,8.4,-1.9,-0.49,-0.01
Max Meyer,GER,FW,Crystal Palace,Premier League,24,1995,0,,,,,0,,,0,,5,,,,,,,,,,,
Omenuke Mfulu,COD,MF,Elche,La Liga,26,1994,20,789,39,23.1,8.8,9,71,0,11,14,11,1.45,9,13,-4,-0.46,+0.13,8.8,16.8,-8.1,-0.92,-0.24
Kingsley Michael,NGA,MF,Bologna,Serie A,20,1999,0,,,,,0,,0,0,,11,,,,,,,,,,,
Míchel,ESP,MF,Valladolid,La Liga,32,1988,22,946,43,27.7,10.5,10,69,1,12,22,14,0.64,11,21,-10,-0.95,-0.48,8.9,15.7,-6.8,-0.65,-0.36
Jonas Michel Dirkner,GER,MF,Hertha BSC,Bundesliga,18,2002,1,16,16,0.5,0.2,0,,0,1,16,0,0.00,0,1,-1,-5.63,-5.33,0.0,0.9,-0.9,-5.10,-4.99
Jonas Michelbrink,GER,MF,Hertha BSC,Bundesliga,19,2001,2,39,20,1.3,0.4,0,,0,2,20,1,2.00,0,0,0,0.00,+0.33,0.3,0.5,-0.3,-0.60,-0.47
Clément Michelin,FRA,DF,Lens,Ligue 1,23,1997,26,1154,44,33.7,12.8,13,78,7,13,11,4,1.54,20,16,+4,+0.31,+0.43,19.4,17.5,+1.9,+0.15,-0.11
Nikolaos Michelis,GRE,DF,Milan,Serie A,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Edouard Michut,FRA,MF,Paris S-G,Ligue 1,17,2003,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,-1.53,0.0,0.1,-0.1,-3.75,-4.94
Petar Mićin,SRB,MF,Udinese,Serie A,21,1998,1,15,15,0.4,0.2,0,,0,1,15,26,0.00,0,1,-1,-6.00,-5.60,0.0,0.2,-0.2,-1.27,-1.04
Claudiu Micovschi,ROU,FW,Genoa,Serie A,21,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Massimiliano Mignogna,ITA,DF,Crotone,Serie A,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
Florian Miguel,FRA,DF,Nîmes,Ligue 1,23,1996,21,1538,73,45.0,17.1,18,84,14,3,8,10,0.86,13,28,-15,-0.88,-0.11,16.2,28.2,-12.0,-0.70,-0.16
Valentin Mihaila,ROU,FW,Parma,Serie A,20,2000,16,698,44,20.4,7.8,4,82,1,12,31,2,0.44,14,21,-7,-0.90,+0.32,11.6,13.8,-2.2,-0.28,+0.35
Jon Mikel Magunagoitia,ESP,GK,Eibar,La Liga,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
William Mikelbrencis,FRA,DF,Metz,Ligue 1,16,2004,0,,,,,0,,,0,,1,,,,,,,,,,,
Tommaso Milanese,ITA,MF,Roma,Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
Nikola Milenković,SRB,DF,Fiorentina,Serie A,22,1997,34,3034,89,88.7,33.7,34,89,32,0,,1,1.06,44,52,-8,-0.24,+0.70,40.9,49.1,-8.2,-0.24,+0.16
Arkadiusz Milik,POL,FW,Marseille,Ligue 1,26,1994,15,1220,81,35.7,13.6,14,85,8,1,32,0,1.53,19,20,-1,-0.07,-0.40,19.0,15.9,+3.1,+0.23,+0.30
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,25,1995,32,2746,86,80.3,30.5,32,86,22,0,,1,1.81,53,48,+5,+0.16,+0.03,48.0,40.2,+7.8,+0.26,-0.29
Vanja Milinković-Savić,SRB,GK,Torino,Serie A,23,1997,5,450,90,13.2,5.0,5,90,5,0,,26,1.33,9,9,0,0.00,+0.58,9.5,7.6,+1.9,+0.39,+0.70
Éder Militão,BRA,DF,Real Madrid,La Liga,22,1998,14,1133,81,33.1,12.6,13,84,12,1,45,13,2.14,26,7,+19,+1.51,+0.72,20.9,13.2,+7.7,+0.61,-0.07
Luka Milivojević,SRB,MF,Crystal Palace,Premier League,29,1991,31,2359,76,69.0,26.2,27,85,18,4,13,1,1.23,25,47,-22,-0.84,-0.58,21.3,41.7,-20.4,-0.78,-0.39
Luis Milla,ESP,MF,Granada,La Liga,25,1994,16,1253,78,36.6,13.9,14,84,6,2,36,1,1.38,16,22,-6,-0.43,+0.07,13.6,17.7,-4.1,-0.29,+0.13
Pere Milla,ESP,FW,Elche,La Liga,27,1992,32,1981,62,57.9,22.0,22,78,9,10,27,5,0.91,20,29,-9,-0.41,+0.34,18.3,32.9,-14.6,-0.66,+0.17
Álex Millán,ESP,FW,Villarreal,La Liga,20,1999,1,2,2,0.1,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,-0.42,0.0,0.0,0.0,-0.75,-1.14
Vincenzo Millico,ITA,FW,Torino,Serie A,19,2000,3,21,7,0.6,0.2,0,,0,3,7,0,0.00,0,0,0,0.00,+0.50,0.3,0.3,0.0,+0.19,+0.41
Enzo Millot,FRA,MF,Monaco,Ligue 1,18,2002,2,41,21,1.2,0.5,0,,0,2,21,14,0.00,1,0,+1,+2.20,+1.32,1.3,0.0,+1.3,+2.90,+2.04
James Milner,ENG,MF,Liverpool,Premier League,34,1986,26,1070,41,31.3,11.9,11,76,6,15,16,4,1.73,16,10,+6,+0.50,-0.26,20.3,14.8,+5.5,+0.46,-0.38
Santi Mina,ESP,FW,Celta Vigo,La Liga,24,1995,34,2412,71,70.5,26.8,29,79,15,5,21,1,1.32,44,42,+2,+0.07,+0.43,34.8,37.2,-2.4,-0.09,-0.15
Yerry Mina,COL,DF,Everton,Premier League,25,1994,24,1937,81,56.6,21.5,23,84,20,1,2,6,1.96,33,22,+11,+0.51,+1.24,27.3,24.8,+2.5,+0.12,+0.56
Takumi Minamino,JPN,MF,Liverpool,Premier League,25,1995,9,293,33,8.6,3.3,2,90,2,7,16,11,1.89,10,4,+6,+1.84,+1.27,6.2,5.4,+0.8,+0.24,-0.53
Takumi Minamino,JPN,MF,Southampton,Premier League,25,1995,10,711,71,20.8,7.9,9,75,2,1,33,5,1.10,13,14,-1,-0.13,+0.54,10.4,9.0,+1.5,+0.19,+0.63
Tyrone Mings,ENG,DF,Aston Villa,Premier League,27,1993,36,3194,89,93.4,35.5,36,89,35,0,,0,1.50,50,42,+8,+0.23,-0.17,50.8,49.8,+1.0,+0.03,+0.41
Óscar Mingueza,ESP,DF,Barcelona,La Liga,21,1999,27,1901,70,55.6,21.1,23,80,15,4,15,5,2.30,49,20,+29,+1.37,+0.31,42.0,22.4,+19.6,+0.93,-0.24
Antonio Mionić,CRO,MF,Milan,Serie A,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Rafa Mir,ESP,FW,Huesca,La Liga,23,1997,38,2877,76,84.1,32.0,32,86,24,6,23,0,0.89,31,45,-14,-0.44,+0.39,30.8,37.5,-6.6,-0.21,+0.18
Jorge Miramón,ESP,DF,Levante,La Liga,31,1989,26,1732,67,50.6,19.2,19,85,11,7,16,6,1.15,30,33,-3,-0.16,+0.27,25.2,27.6,-2.5,-0.13,+0.43
Aleksei Miranchuk,RUS,FW,Atalanta,Serie A,24,1995,25,675,27,19.7,7.5,4,65,0,21,20,8,2.08,15,12,+3,+0.40,-0.91,15.8,9.1,+6.8,+0.90,-0.03
Juan Miranda,ESP,DF,Betis,La Liga,20,2000,22,1652,75,48.3,18.4,18,87,16,4,23,11,1.82,24,18,+6,+0.33,+0.63,22.2,17.5,+4.6,+0.25,+0.46
Antonio Mirante,ITA,GK,Roma,Serie A,37,1983,13,1153,89,33.7,12.8,13,89,12,0,,18,1.62,21,19,+2,+0.16,-0.16,25.6,18.7,+6.9,+0.54,+0.11
Tyrick Mitchell,ENG,DF,Crystal Palace,Premier League,20,1999,19,1710,90,50.0,19.0,19,90,19,0,,11,1.26,22,32,-10,-0.53,+0.26,17.0,29.3,-12.2,-0.64,+0.03
Aleksandar Mitrović,SRB,FW,Fulham,Premier League,25,1994,27,1402,52,41.0,15.6,13,89,12,14,18,3,0.63,12,24,-12,-0.77,-0.15,20.1,21.0,-1.0,-0.06,+0.42
Stefan Mitrović,SRB,DF,Strasbourg,Ligue 1,30,1990,32,2784,87,81.4,30.9,31,88,30,1,45,3,1.00,35,51,-16,-0.52,-1.51,41.8,40.3,+1.4,+0.05,-0.59
Maximilian Mittelstädt,GER,DF,Hertha BSC,Bundesliga,23,1997,27,1797,67,58.7,20.0,22,78,12,5,18,4,0.85,19,38,-19,-0.95,-1.52,24.1,28.9,-4.8,-0.24,-0.26
Henrikh Mkhitaryan,ARM,FW,Roma,Serie A,31,1989,34,2745,81,80.3,30.5,30,87,25,4,33,0,1.71,57,43,+14,+0.46,+0.99,55.9,39.8,+16.2,+0.53,+0.35
Jakub Moder,POL,DF,Brighton,Premier League,21,1999,12,647,54,18.9,7.2,7,85,3,5,10,7,1.25,8,10,-2,-0.28,-0.15,7.2,7.0,+0.2,+0.03,-0.41
Anthony Modeste,FRA,FW,Saint-Étienne,Ligue 1,32,1988,7,293,42,8.6,3.3,3,64,0,4,25,1,1.14,4,2,+2,+0.61,+1.02,4.6,2.9,+1.6,+0.50,+0.55
Anthony Modeste,FRA,FW,Köln,Bundesliga,32,1988,8,221,28,7.2,2.5,1,69,0,7,22,5,0.75,0,6,-6,-2.44,-1.90,3.0,6.1,-3.1,-1.26,-0.84
Luka Modrić,CRO,MF,Real Madrid,La Liga,34,1985,35,2733,78,79.9,30.4,32,82,18,3,32,1,2.14,50,23,+27,+0.89,-0.68,46.6,30.2,+16.4,+0.54,-0.59
Terem Moffi,NGA,FW,Lorient,Ligue 1,21,1999,32,2073,65,60.6,23.0,26,75,3,6,21,0,1.19,33,39,-6,-0.26,+0.54,30.3,30.8,-0.5,-0.02,+0.23
Kevin Möhwald,GER,MF,Werder Bremen,Bundesliga,27,1993,27,1555,58,50.8,17.3,17,76,1,10,27,1,0.81,18,25,-7,-0.41,+0.43,14.0,23.5,-9.5,-0.55,-0.09
Niklas Moisander,FIN,DF,Werder Bremen,Bundesliga,34,1985,18,1222,68,39.9,13.6,12,90,12,6,24,16,0.67,12,29,-17,-1.25,-1.06,14.6,23.1,-8.6,-0.63,-0.21
Dion Moise Sahi,CIV,FW,Strasbourg,Ligue 1,18,2001,6,94,16,2.7,1.0,0,,0,6,16,1,0.83,4,1,+3,+2.87,+3.20,3.0,1.2,+1.8,+1.71,+1.60
Johan Mojica,COL,DF,Atalanta,Serie A,27,1992,11,299,27,8.7,3.3,3,70,1,8,11,3,1.82,4,3,+1,+0.30,-0.91,6.4,4.1,+2.4,+0.71,-0.23
