Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Rodrigo De Paul,ARG,MF,Udinese,Serie A,26,1994,35.6,164,4.61,92,39,13,7,11,2,20,0.56,13,2,2,2,1,0
Mattia De Sciglio,ITA,DF,Lyon,Ligue 1,27,1992,16.3,21,1.29,18,1,0,1,0,1,2,0.12,1,1,0,0,0,0
Mattia De Sciglio,ITA,DF,Juventus,Serie A,27,1992,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,32,1988,23.8,23,0.97,18,2,0,2,0,1,0,0.00,0,0,0,0,0,0
Thibault De Smet,BEL,DF,Reims,Ligue 1,22,1998,5.5,11,2.00,7,1,2,0,1,0,1,0.18,1,0,0,0,0,0
Lucas Deaux,FRA,MF,Nîmes,Ligue 1,31,1988,19.5,40,2.05,33,0,2,3,0,2,5,0.26,5,0,0,0,0,0
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,35,1985,23.4,33,1.41,24,2,0,5,1,1,3,0.13,1,0,0,2,0,0
Grégoire Defrel,MTQ,FW,Sassuolo,Serie A,29,1991,14.8,38,2.56,33,1,1,1,1,1,5,0.34,4,0,0,0,1,0
Alessandro Deiola,ITA,MF,Spezia,Serie A,24,1995,4.0,10,2.50,7,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Alessandro Deiola,ITA,MF,Cagliari,Serie A,24,1995,6.8,14,2.05,11,0,0,2,1,0,1,0.15,1,0,0,0,0,0
Romain Del Castillo,FRA,MF,Rennes,Ligue 1,24,1996,7.2,37,5.11,21,5,6,2,1,2,6,0.83,3,2,1,0,0,0
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,30,1990,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Thomas Delaine,FRA,DF,Metz,Ligue 1,28,1992,19.8,26,1.32,19,0,4,1,2,0,2,0.10,2,0,0,0,0,0
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28,1991,14.3,16,1.12,12,0,0,1,1,2,0,0.00,0,0,0,0,0,0
Liam Delap,ENG,FW,Manchester City,Premier League,17,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34,1986,10.1,25,2.48,22,2,0,0,1,0,2,0.20,1,0,0,0,1,0
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26,1994,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andy Delort,ALG,FW,Montpellier,Ligue 1,28,1991,27.6,102,3.70,72,4,9,9,8,0,15,0.54,12,0,1,1,1,0
Fabian Delph,ENG,MF,Everton,Premier League,30,1989,3.0,3,1.02,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Moussa Dembélé,FRA,FW,Atlético Madrid,La Liga,24,1996,1.1,2,1.80,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24,1996,7.5,23,3.06,14,0,2,4,2,1,1,0.13,1,0,0,0,0,0
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,23,1997,19.7,82,4.16,55,9,10,6,2,0,9,0.46,6,0,1,2,0,0
Merih Demiral,TUR,DF,Juventus,Serie A,22,1998,10.4,6,0.57,4,0,0,2,0,0,1,0.10,0,0,0,1,0,0
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27,1993,19.4,71,3.66,40,19,5,5,2,0,6,0.31,2,2,1,1,0,0
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22,1998,16.6,34,2.04,20,0,3,3,6,2,11,0.66,6,0,1,2,1,1
Diego Demme,GER,MF,Napoli,Serie A,28,1991,17.7,36,2.04,31,0,1,0,1,3,3,0.17,3,0,0,0,0,0
Jason Denayer,BEL,DF,Lyon,Ligue 1,25,1995,29.0,8,0.28,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Leander Dendoncker,BEL,MF,Wolves,Premier League,25,1995,27.8,43,1.55,36,1,1,3,1,1,6,0.22,4,0,0,2,0,0
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19,2000,5.8,9,1.55,5,0,0,3,1,0,1,0.17,1,0,0,0,0,0
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22,1997,5.3,10,1.90,8,0,1,0,1,0,1,0.19,1,0,0,0,0,0
Stefano Denswil,NED,DF,Bologna,Serie A,27,1993,1.3,2,1.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabio Depaoli,ITA,DF,Benevento,Serie A,23,1997,12.4,13,1.04,8,2,0,2,0,1,1,0.08,0,0,0,1,0,0
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23,1997,0.9,1,1.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Fabio Depaoli,ITA,DF,Atalanta,Serie A,23,1997,2.1,4,1.88,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Memphis Depay,NED,FW,Lyon,Ligue 1,26,1994,32.5,166,5.11,94,30,20,8,10,4,28,0.86,17,2,5,0,3,1
Clément Depres,FRA,MF,Nîmes,Ligue 1,25,1994,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,27,1992,15.1,6,0.40,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Kastriot Dermaku,ALB,DF,Parma,Serie A,28,1992,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kiril Despodov,BUL,FW,Cagliari,Serie A,23,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sergiño Dest,USA,DF,Barcelona,La Liga,19,2000,21.2,38,1.79,34,1,2,1,0,0,1,0.05,1,0,0,0,0,0
Mattia Destro,ITA,FW,Genoa,Serie A,29,1991,17.8,16,0.90,9,0,3,2,0,2,1,0.06,1,0,0,0,0,0
Gerard Deulofeu,ESP,FW,Udinese,Serie A,26,1994,6.6,17,2.56,11,1,1,0,3,1,5,0.75,2,0,1,0,1,1
Deyverson,BRA,FW,Alavés,La Liga,29,1991,9.7,17,1.75,13,0,0,1,3,0,4,0.41,2,0,0,1,1,0
Jacopo Dezi,ITA,FW,Parma,Serie A,28,1992,0.9,1,1.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31,1988,5.6,11,1.98,6,0,0,1,4,0,2,0.36,0,0,0,1,1,0
Samuel Di Carmine,ITA,FW,Crotone,Serie A,31,1988,5.3,4,0.76,2,0,0,0,2,0,2,0.38,0,0,0,0,2,0
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,26,1993,36.0,103,2.86,82,5,7,3,4,2,17,0.47,11,1,2,1,2,0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,32,1988,20.6,128,6.22,75,25,8,7,9,4,19,0.92,11,1,2,1,2,2
Alessandro Di Pardo,ITA,MF,Juventus,Serie A,21,1999,0.2,2,12.86,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Giuseppe Di Serio,ITA,FW,Benevento,Serie A,19,2001,3.2,7,2.16,4,0,0,2,1,0,1,0.31,1,0,0,0,0,0
Boulaye Dia,SEN,FW,Reims,Ligue 1,23,1996,32.6,73,2.24,49,0,11,4,7,2,9,0.28,2,0,4,2,1,0
Abdoulay Diaby,MLI,MF,Getafe,La Liga,29,1991,0.2,2,10.00,1,0,0,1,0,0,1,5.00,0,0,0,1,0,0
Moussa Diaby,FRA,FW,Leverkusen,Bundesliga,21,1999,26.5,78,2.94,56,1,14,5,1,1,17,0.64,11,0,4,2,0,0
Mbaye Diagne,SEN,FW,West Brom,Premier League,28,1991,13.2,28,2.12,20,1,1,1,2,3,7,0.53,4,0,0,1,0,2
Mouctar Diakhaby,GUI,DF,Valencia,La Liga,23,1996,23.1,5,0.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,24,1996,16.6,6,0.36,5,0,0,0,0,1,1,0.06,1,0,0,0,0,0
Amad Diallo,CIV,MF,Atalanta,Serie A,18,2002,0.2,3,19.29,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Amad Diallo,CIV,FW,Manchester Utd,Premier League,18,2002,1.8,2,1.08,2,0,0,0,0,0,1,0.54,1,0,0,0,0,0
Habib Diallo,SEN,FW,Metz,Ligue 1,25,1995,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Habib Diallo,SEN,FW,Strasbourg,Ligue 1,25,1995,25.8,50,1.94,39,0,3,6,1,1,10,0.39,5,0,0,4,0,1
Ibrahima Diallo,FRA,MF,Southampton,Premier League,21,1999,11.3,18,1.59,15,0,0,1,1,1,1,0.09,1,0,0,0,0,0
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,21,1999,4.9,11,2.25,7,0,1,0,2,1,0,0.00,0,0,0,0,0,0
Amadou Diambo,GHA,FW,Benevento,Serie A,19,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Grady Diangana,ENG,MF,West Brom,Premier League,22,1998,13.7,20,1.46,12,1,1,3,2,1,1,0.07,1,0,0,0,0,0
Stéphane Diarra,FRA,FW,Lorient,Ligue 1,21,1998,2.2,8,3.65,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0
Rúben Dias,POR,DF,Manchester City,Premier League,23,1997,31.6,21,0.66,19,0,0,1,1,0,2,0.06,1,0,0,1,0,0
Krepin Diatta,SEN,MF,Monaco,Ligue 1,21,1999,4.3,6,1.39,5,0,0,0,1,0,1,0.23,1,0,0,0,0,0
Amadou Diawara,GUI,MF,Roma,Serie A,23,1997,7.3,7,0.96,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0
Brahim Díaz,ESP,MF,Milan,Serie A,20,1999,13.6,47,3.44,26,4,5,3,9,0,11,0.81,6,1,3,0,1,0
Víctor Díaz,ESP,DF,Granada,La Liga,32,1988,9.2,11,1.20,7,3,0,1,0,0,3,0.33,2,0,0,1,0,0
Daniel Didavi,GER,FW,Stuttgart,Bundesliga,30,1990,10.8,34,3.15,29,3,0,1,1,0,5,0.46,3,1,0,1,0,0
Bamba Dieng,SEN,FW,Marseille,Ligue 1,20,2000,1.4,1,0.70,0,0,0,0,1,0,1,0.70,0,0,0,0,1,0
Eric Dier,ENG,DF,Tottenham,Premier League,26,1994,28.0,16,0.57,14,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Daan Dierckx,BEL,DF,Parma,Serie A,17,2003,5.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Digne,FRA,DF,Everton,Premier League,27,1993,29.8,70,2.35,49,17,0,2,2,0,11,0.37,6,3,0,2,0,0
Mitchell Dijks,NED,DF,Bologna,Serie A,27,1993,16.5,17,1.03,13,2,0,0,1,1,0,0.00,0,0,0,0,0,0
Javairô Dilrosun,NED,FW,Hertha BSC,Bundesliga,22,1998,5.9,15,2.55,9,2,3,0,0,1,3,0.51,2,0,0,0,0,1
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22,1997,29.0,104,3.58,46,47,3,4,4,0,6,0.21,4,1,0,1,0,0
Junior Dina Ebimbe,FRA,FW,Dijon,Ligue 1,19,2000,23.8,61,2.56,41,1,10,5,4,0,3,0.13,2,0,0,1,0,0
Tristan Dingomé,CMR,MF,Reims,Ligue 1,29,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eren Dinkçi,GER,FW,Werder Bremen,Bundesliga,18,2001,1.2,3,2.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,19,2001,12.6,6,0.48,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lois Diony,FRA,FW,Angers,Ligue 1,27,1992,19.4,29,1.49,20,0,2,2,4,1,2,0.10,1,0,0,0,1,0
Issa Diop,FRA,DF,West Ham,Premier League,23,1997,15.3,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Papakouli Diop,SEN,MF,Eibar,La Liga,34,1986,25.8,31,1.20,23,2,1,1,2,2,1,0.04,1,0,0,0,0,0
Sofiane Diop,FRA,MF,Monaco,Ligue 1,20,2000,22.5,63,2.80,48,3,2,4,2,4,6,0.27,2,0,0,1,0,3
Andy Diouf,FRA,FW,Rennes,Ligue 1,17,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Yehvann Diouf,FRA,GK,Reims,Ligue 1,20,1999,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Assane Dioussé,SEN,DF,Saint-Étienne,Ligue 1,22,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Axel Disasi,FRA,DF,Monaco,Ligue 1,22,1998,22.3,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Tiago Djaló,POR,DF,Lille,Ligue 1,20,2000,9.7,8,0.82,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Djené,TOG,DF,Getafe,La Liga,28,1991,32.7,14,0.43,10,0,1,0,2,1,4,0.12,2,0,1,0,1,0
Moussa Djenepo,MLI,MF,Southampton,Premier League,22,1998,13.8,31,2.25,15,0,10,1,5,0,4,0.29,1,0,2,0,1,0
Koffi Djidji,CIV,DF,Crotone,Serie A,27,1992,16.9,10,0.59,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,25,1994,28.4,17,0.60,10,0,0,4,1,2,0,0.00,0,0,0,0,0,0
Berat Djimsiti,ALB,DF,Atalanta,Serie A,27,1993,29.2,38,1.30,31,1,1,4,1,0,7,0.24,5,1,0,1,0,0
Marko Dmitrović,SRB,GK,Eibar,La Liga,28,1992,34.7,7,0.20,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Ritsu Doan,JPN,MF,Arminia,Bundesliga,22,1998,30.8,89,2.89,40,21,18,4,5,1,5,0.16,3,0,2,0,0,0
Mihai Dobre,ROU,FW,Dijon,Ligue 1,21,1998,5.9,12,2.04,7,0,2,1,1,1,1,0.17,0,0,0,0,0,1
Matt Doherty,IRL,DF,Tottenham,Premier League,28,1992,13.8,22,1.60,18,1,1,0,2,0,2,0.15,2,0,0,0,0,0
Jeremy Doku,BEL,MF,Rennes,Ligue 1,18,2002,25.7,90,3.50,66,0,10,2,9,3,9,0.35,8,0,0,0,0,1
Kasper Dolberg,DEN,FW,Nice,Ligue 1,22,1997,21.4,27,1.26,18,0,2,1,6,0,4,0.19,2,0,1,0,1,0
Keagan Dolly,RSA,MF,Montpellier,Ligue 1,27,1993,5.0,15,2.99,10,4,1,0,0,0,1,0.20,1,0,0,0,0,0
Jaume Doménech,ESP,GK,Valencia,La Liga,29,1990,28.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,19,2001,4.0,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Nicolás Domínguez,ARG,MF,Bologna,Serie A,22,1998,13.9,44,3.16,32,1,2,2,3,4,0,0.00,0,0,0,0,0,0
John Donald,ESP,DF,Elche,La Liga,19,2000,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ji Dong-won,KOR,FW,Mainz 05,Bundesliga,29,1991,0.7,2,2.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Anastasios Donis,GRE,MF,Reims,Ligue 1,23,1996,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,21,1999,37.0,6,0.16,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,22,1997,22.2,10,0.45,6,1,1,2,0,0,0,0.00,0,0,0,0,0,0
Bas Dost,NED,FW,Eint Frankfurt,Bundesliga,31,1989,9.1,18,1.98,17,0,0,1,0,0,3,0.33,3,0,0,0,0,0
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,27,1993,27.1,41,1.51,36,1,1,1,0,2,5,0.18,5,0,0,0,0,0
Cheick Doucouré,MLI,MF,Lens,Ligue 1,20,2000,29.2,60,2.06,48,0,7,3,1,1,7,0.24,7,0,0,0,0,0
Fodé Doucouré,MLI,DF,Reims,Ligue 1,19,2001,3.7,7,1.89,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mahamadou Doucouré,MLI,FW,Nîmes,Ligue 1,20,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cheick Doukouré,CIV,MF,Levante,La Liga,27,1992,1.1,1,0.89,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Idrissa Doumbia,CIV,MF,Huesca,La Liga,22,1998,8.7,9,1.04,7,0,0,0,0,2,0,0.00,0,0,0,0,0,0
Moussa Doumbia,MLI,MF,Reims,Ligue 1,25,1994,10.0,33,3.30,26,3,1,3,0,0,3,0.30,2,1,0,0,0,0
Souleyman Doumbia,CIV,DF,Angers,Ligue 1,23,1996,24.7,25,1.01,22,1,0,0,1,1,2,0.08,1,0,0,0,1,0
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,29,1991,12.6,16,1.27,12,2,0,1,0,1,1,0.08,1,0,0,0,0,0
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,22,1997,35.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Denis Drăguș,ROU,FW,Crotone,Serie A,21,1999,2.0,2,1.02,2,0,0,0,0,0,1,0.51,1,0,0,0,0,0
Radu Drăgușin,ROU,DF,Juventus,Serie A,18,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mouhamadou Drammeh,FRA,MF,Reims,Ligue 1,21,1999,1.9,3,1.56,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Julian Draxler,GER,MF,Paris S-G,Ligue 1,26,1993,11.8,44,3.72,30,9,1,1,1,2,7,0.59,5,1,0,0,0,1
Dominick Drexler,GER,MF,Köln,Bundesliga,30,1990,13.7,31,2.26,27,0,1,1,1,1,1,0.07,0,0,0,1,0,0
Matthieu Dreyer,FRA,GK,Lorient,Ligue 1,31,1989,15.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Domingos Duarte,POR,DF,Granada,La Liga,25,1995,26.3,11,0.42,9,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Léo Duarte,BRA,DF,Milan,Serie A,24,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Óscar Duarte,CRC,DF,Levante,La Liga,31,1989,22.9,10,0.44,8,1,0,1,0,0,1,0.04,1,0,0,0,0,0
Rubén Duarte,ESP,DF,Alavés,La Liga,24,1995,28.3,48,1.70,31,15,0,1,1,0,3,0.11,3,0,0,0,0,0
Leo Dubois,FRA,DF,Lyon,Ligue 1,25,1994,32.3,116,3.60,68,36,3,4,5,0,10,0.31,4,2,1,1,2,0
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,31,1989,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ondrej Duda,SVK,FW,Köln,Bundesliga,25,1994,28.2,85,3.02,42,25,7,7,4,0,8,0.28,5,2,0,0,1,0
Unai Dufur,ESP,DF,Eibar,La Liga,21,1999,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Haris Duljević,BIH,MF,Nîmes,Ligue 1,26,1993,8.6,24,2.79,20,0,1,2,0,1,1,0.12,1,0,0,0,0,0
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,28,1991,13.9,5,0.36,5,0,0,0,0,0,1,0.07,1,0,0,0,0,0
Alfred Duncan,GHA,MF,Cagliari,Serie A,27,1993,11.9,18,1.52,15,3,0,0,0,0,2,0.17,2,0,0,0,0,0
Alfred Duncan,GHA,MF,Fiorentina,Serie A,27,1993,1.8,4,2.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lewis Dunk,ENG,DF,Brighton,Premier League,28,1991,32.6,19,0.58,14,1,0,4,0,0,0,0.00,0,0,0,0,0,0
Jimmy Dunne,IRL,DF,Burnley,Premier League,22,1997,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Filip Đuričić,SRB,MF,Sassuolo,Serie A,28,1992,23.1,106,4.59,80,1,6,7,11,1,14,0.61,9,0,1,2,2,0
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,28,1992,16.4,27,1.64,18,1,2,6,0,0,5,0.30,1,0,1,3,0,0
Hugo Duro,ESP,FW,Real Madrid,La Liga,20,1999,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,23,1997,22.5,10,0.44,9,0,1,0,0,0,2,0.09,2,0,0,0,0,0
Paulo Dybala,ARG,FW,Juventus,Serie A,26,1993,12.6,62,4.93,37,10,5,5,5,0,3,0.24,2,0,0,1,0,0
Edin Džeko,BIH,FW,Roma,Serie A,34,1986,20.3,63,3.11,43,0,5,7,6,2,12,0.59,7,0,2,1,1,1
Steeve-Mike Ebongue,FRA,MF,Genoa,Serie A,19,2001,0.6,2,3.46,1,0,0,0,0,1,2,3.46,1,0,0,0,0,1
Enzo Ebosse,CMR,DF,Angers,Ligue 1,21,1999,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Bruno Ecuele Manga,GAB,DF,Dijon,Ligue 1,32,1988,38.0,7,0.18,4,1,1,1,0,0,0,0.00,0,0,0,0,0,0
Simone Edera,ITA,DF,Torino,Serie A,23,1997,0.6,2,3.46,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Ederson,BRA,GK,Manchester City,Premier League,26,1993,36.0,5,0.14,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0
Kyle Edwards,ENG,MF,West Brom,Premier League,22,1998,1.3,1,0.76,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
John Egan,IRL,DF,Sheffield Utd,Premier League,27,1992,29.2,13,0.45,12,0,0,0,0,1,1,0.03,1,0,0,0,0,0
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,22,1998,0.4,1,2.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,1996,32.7,58,1.77,49,1,0,2,4,2,9,0.28,9,0,0,0,0,0
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25,1995,12.6,16,1.27,11,1,2,1,1,0,3,0.24,1,0,1,1,0,0
Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,1989,25.5,28,1.10,19,0,2,1,2,4,1,0.04,1,0,0,0,0,0
Hugo Ekitike,FRA,MF,Reims,Ligue 1,18,2002,1.0,2,2.05,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,1.7,2,1.16,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Niclas Eliasson,SWE,MF,Nîmes,Ligue 1,24,1995,20.0,52,2.60,25,21,2,1,3,0,4,0.20,3,1,0,0,0,0
Elif Elmas,MKD,MF,Napoli,Serie A,20,1999,8.2,21,2.55,16,0,3,1,1,0,5,0.61,1,0,3,1,0,0
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,9.3,21,2.25,18,1,0,1,0,1,1,0.11,0,1,0,0,0,0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,1992,17.2,16,0.93,13,0,1,1,1,0,0,0.00,0,0,0,0,0,0
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,20.9,15,0.72,14,0,0,1,0,0,2,0.10,1,0,0,1,0,0
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,23,1996,28.2,13,0.46,9,0,0,3,0,1,4,0.14,2,0,0,2,0,0
Rodrigo Ely,BRA,DF,Alavés,La Liga,26,1993,5.2,3,0.58,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,17,2003,6.2,15,2.43,8,0,1,1,5,0,3,0.49,1,0,0,1,1,0
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,23,1997,16.0,47,2.94,31,0,3,9,4,0,10,0.62,4,0,0,3,3,0
Emerson,BRA,DF,Betis,La Liga,21,1999,33.2,64,1.93,53,6,1,0,3,1,5,0.15,4,0,0,0,1,0
Renaud Emond,BEL,FW,Nantes,Ligue 1,28,1991,3.9,9,2.29,2,0,0,2,4,1,1,0.25,0,0,0,0,1,0
Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,2.4,1,0.41,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,1997,25.7,37,1.44,22,0,4,5,3,3,8,0.31,2,0,2,1,2,1
Keita Endo,JPN,MF,Union Berlin,Bundesliga,22,1997,5.1,14,2.76,8,0,1,0,3,2,0,0.00,0,0,0,0,0,0
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,1993,32.8,67,2.04,55,0,1,2,5,4,6,0.18,5,0,0,0,1,0
Sergi Enrich,ESP,FW,Eibar,La Liga,30,1990,15.6,32,2.05,21,0,0,8,1,2,3,0.19,1,0,0,2,0,0
Christian Eriksen,DEN,MF,Inter,Serie A,28,1992,15.4,51,3.31,30,18,0,3,0,0,2,0.13,2,0,0,0,0,0
Martin Erlic,CRO,DF,Spezia,Serie A,22,1998,20.0,4,0.20,4,0,0,0,0,0,1,0.05,1,0,0,0,0,0
Patrick Erras,GER,MF,Werder Bremen,Bundesliga,25,1995,0.3,2,6.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,1993,8.1,12,1.47,9,0,0,1,1,1,3,0.37,2,0,0,1,0,0
Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dani Escriche,ESP,FW,Huesca,La Liga,22,1998,9.5,23,2.42,17,0,2,0,3,1,3,0.32,2,0,1,0,0,0
Sergio Escudero,ESP,DF,Sevilla,La Liga,30,1989,6.3,11,1.75,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Alfonso Espino,URU,DF,Cádiz,La Liga,28,1992,28.9,22,0.76,16,4,1,0,0,1,5,0.17,4,0,1,0,0,0
Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,1999,2.6,3,1.17,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Nahuel Estévez,ARG,MF,Spezia,Serie A,24,1995,19.6,47,2.39,33,8,0,6,0,0,9,0.46,4,2,0,3,0,0
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,13.0,28,2.16,24,0,1,1,2,0,3,0.23,2,0,0,0,1,0
