Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG
Sergio Reguilón,ESP,DF,Tottenham,Premier League,23,1996,24.9,0,21,4,19.0,0.84,0.16,0.00,0.00,18.3,0,0,0,1.6,1.6,0.08,-1.6,-1.6
Bobby Reid,JAM,MF,Fulham,Premier League,27,1993,26.4,5,34,8,23.5,1.29,0.30,0.15,0.63,16.8,1,0,0,4.8,4.8,0.14,+0.2,+0.2
Pepe Reina,ESP,GK,Lazio,Serie A,37,1982,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jeff Reine-Adélaïde,FRA,FW,Lyon,Ligue 1,22,1998,0.3,0,1,1,100.0,3.75,3.75,0.00,0.00,18.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1
Jeff Reine-Adélaïde,FRA,MF,Nice,Ligue 1,22,1998,11.8,1,15,6,40.0,1.28,0.51,0.07,0.17,19.4,0,0,0,1.2,1.2,0.08,-0.2,-0.2
Reinier,BRA,MF,Dortmund,Bundesliga,18,2002,2.9,1,3,1,33.3,1.05,0.35,0.33,1.00,10.7,0,0,0,0.9,0.9,0.29,+0.1,+0.1
Francisco Reis Ferreira,POR,DF,Valencia,La Liga,23,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Karim Rekik,NED,DF,Sevilla,La Liga,25,1994,7.3,0,3,0,0.0,0.41,0.00,0.00,,8.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Álex Remiro,ESP,GK,Real Sociedad,La Liga,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Panagiotis Retsos,GRE,DF,Saint-Étienne,Ligue 1,21,1998,3.0,0,1,0,0.0,0.33,0.00,0.00,,11.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Marco Reus,GER,MF,Dortmund,Bundesliga,31,1989,25.3,8,54,24,44.4,2.13,0.95,0.15,0.33,16.1,6,0,2,10.0,7.4,0.14,-2.0,+0.6
Elvis Rexhbeçaj,GER,MF,Köln,Bundesliga,22,1997,20.4,5,28,10,35.7,1.37,0.49,0.18,0.50,20.7,3,0,0,2.1,2.1,0.08,+2.9,+2.9
Oriol Rey,ESP,MF,Valladolid,La Liga,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gio Reyna,USA,FW,Dortmund,Bundesliga,17,2002,22.0,4,38,12,31.6,1.73,0.55,0.11,0.33,15.9,0,0,0,4.5,4.5,0.12,-0.5,-0.5
Baptiste Reynet,FRA,GK,Nîmes,Ligue 1,29,1990,38.0,0,2,0,0.0,0.05,0.00,0.00,,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Bryan Reynolds,USA,DF,Roma,Serie A,19,2001,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Franck Ribéry,FRA,FW,Fiorentina,Serie A,37,1983,23.9,2,21,10,47.6,0.88,0.42,0.10,0.20,15.2,0,0,0,3.0,3.0,0.14,-1.0,-1.0
Ricard,ESP,DF,Atlético Madrid,La Liga,20,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,19.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Federico Ricci,ITA,FW,Sassuolo,Serie A,26,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Giacomo Ricci,ITA,DF,Parma,Serie A,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matteo Ricci,ITA,MF,Spezia,Serie A,26,1994,24.8,0,21,5,23.8,0.85,0.20,0.00,0.00,25.6,3,0,0,0.9,0.9,0.04,-0.9,-0.9
Declan Rice,ENG,MF,West Ham,Premier League,21,1999,32.0,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2,1,2,3.0,1.5,0.06,-1.0,-0.5
Chris Richards,USA,DF,Bayern Munich,Bundesliga,20,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Chris Richards,USA,DF,Hoffenheim,Bundesliga,20,2000,10.5,0,3,0,0.0,0.29,0.00,0.00,,9.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
Lewis Richardson,ENG,FW,Burnley,Premier League,17,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Richarlison,BRA,FW,Everton,Premier League,23,1997,31.8,7,82,32,39.0,2.58,1.01,0.07,0.19,14.5,1,1,1,11.5,10.7,0.13,-4.5,-4.7
Marco Richter,GER,FW,Augsburg,Bundesliga,22,1997,15.7,3,55,20,36.4,3.50,1.27,0.05,0.15,19.9,0,0,0,4.9,4.9,0.09,-1.9,-1.9
Mikel Rico,ESP,MF,Huesca,La Liga,35,1984,24.3,1,20,6,30.0,0.82,0.25,0.05,0.17,15.1,0,0,0,2.3,2.3,0.12,-1.3,-1.3
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,26,1993,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,23,1996,20.2,2,8,2,25.0,0.40,0.10,0.25,1.00,19.6,0,0,0,0.7,0.7,0.08,+1.3,+1.3
Emiliano Rigoni,ARG,MF,Elche,La Liga,27,1993,12.7,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,4,0,0,2.6,2.6,0.15,-1.6,-1.6
Tomás Rincón,VEN,MF,Torino,Serie A,32,1988,31.6,1,23,4,17.4,0.73,0.13,0.04,0.25,17.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6
Luis Rioja,ESP,MF,Alavés,La Liga,26,1993,23.2,4,25,10,40.0,1.08,0.43,0.16,0.40,17.7,0,0,0,3.5,3.5,0.14,+0.5,+0.5
Renaud Ripart,FRA,MF,Nîmes,Ligue 1,27,1993,33.9,11,60,18,30.0,1.77,0.53,0.08,0.28,18.1,0,6,7,9.3,4.4,0.07,+1.7,+0.6
Andrea Rispoli,ITA,DF,Crotone,Serie A,31,1988,7.2,0,4,1,25.0,0.55,0.14,0.00,0.00,22.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4
Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,24,1995,24.8,0,20,6,30.0,0.81,0.24,0.00,0.00,22.4,0,0,0,0.7,0.7,0.03,-0.7,-0.7
Matt Ritchie,SCO,DF,Newcastle Utd,Premier League,30,1989,15.0,0,11,1,9.1,0.73,0.07,0.00,0.00,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4
Maxence Rivera,FRA,MF,Saint-Étienne,Ligue 1,18,2002,2.7,0,2,1,50.0,0.75,0.38,0.00,0.00,22.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
Emmanuel Rivière,FRA,FW,Crotone,Serie A,30,1990,7.1,1,11,3,27.3,1.55,0.42,0.09,0.33,14.9,0,0,0,1.1,1.1,0.10,-0.1,-0.1
Rober,ESP,DF,Levante,La Liga,25,1995,15.8,0,6,0,0.0,0.38,0.00,0.00,,15.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Roberto,ESP,GK,Valladolid,La Liga,34,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sergi Roberto,ESP,DF,Barcelona,La Liga,28,1992,10.5,1,5,1,20.0,0.48,0.10,0.20,1.00,17.2,0,0,0,0.5,0.5,0.11,+0.5,+0.5
Tyler Roberts,WAL,MF,Leeds United,Premier League,21,1999,14.9,1,26,12,46.2,1.75,0.81,0.04,0.08,19.0,0,0,0,2.1,2.1,0.08,-1.1,-1.1
Andrew Robertson,SCO,DF,Liverpool,Premier League,26,1994,37.6,1,19,5,26.3,0.51,0.13,0.05,0.20,17.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4
Antonee Robinson,USA,DF,Fulham,Premier League,22,1997,24.0,0,11,4,36.4,0.46,0.17,0.00,0.00,19.0,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Callum Robinson,IRL,FW,West Brom,Premier League,25,1995,17.3,5,31,11,35.5,1.79,0.63,0.16,0.45,20.1,0,0,0,3.1,3.1,0.10,+1.9,+1.9
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,26,1993,9.7,0,5,0,0.0,0.51,0.00,0.00,,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Joel Robles,ESP,GK,Betis,La Liga,30,1990,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Hal Robson-Kanu,WAL,FW,West Brom,Premier League,31,1989,6.2,2,13,6,46.2,2.09,0.96,0.15,0.33,19.6,0,0,0,1.5,1.5,0.11,+0.5,+0.5
Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23,1996,2.0,0,3,0,0.0,1.53,0.00,0.00,,16.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
Christopher Rocchia,FRA,DF,Marseille,Ligue 1,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rubén Rochina,ESP,MF,Levante,La Liga,29,1991,15.6,0,36,8,22.2,2.31,0.51,0.00,0.00,24.4,0,0,0,1.7,1.7,0.05,-1.7,-1.7
Marek Rodák,SVK,GK,Fulham,Premier League,23,1996,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,29,1990,18.1,1,3,3,100.0,0.17,0.17,0.33,0.33,22.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9
Joe Rodon,WAL,DF,Tottenham,Premier League,22,1997,8.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodri,ESP,MF,Manchester City,Premier League,24,1996,30.5,2,31,7,22.6,1.02,0.23,0.03,0.14,19.4,0,1,1,2.5,1.7,0.06,-0.5,-0.7
Rodrigo,ESP,FW,Betis,La Liga,20,2000,6.0,0,4,0,0.0,0.67,0.00,0.00,,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Rodrigo,ESP,MF,Leeds United,Premier League,29,1991,14.3,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1,0,0,6.3,6.3,0.13,+0.7,+0.7
Kévin Rodrigues,POR,MF,Eibar,La Liga,26,1994,12.2,1,9,4,44.4,0.74,0.33,0.11,0.25,22.1,0,0,0,0.6,0.6,0.07,+0.4,+0.4
Ángel Rodríguez,ESP,FW,Getafe,La Liga,33,1987,15.3,5,35,12,34.3,2.29,0.79,0.11,0.33,16.2,0,1,2,5.5,4.0,0.11,-0.5,0.0
Óscar Rodríguez Arnaiz,ESP,MF,Sevilla,La Liga,22,1998,5.7,0,10,2,20.0,1.76,0.35,0.00,0.00,23.7,1,0,0,0.5,0.5,0.05,-0.5,-0.5
Guido Rodríguez,ARG,MF,Betis,La Liga,26,1994,31.8,1,30,9,30.0,0.94,0.28,0.03,0.11,19.0,0,0,0,1.7,1.7,0.06,-0.7,-0.7
James Rodríguez,COL,FW,Everton,Premier League,29,1991,19.6,6,37,19,51.4,1.89,0.97,0.16,0.32,19.5,4,0,0,3.4,3.4,0.09,+2.6,+2.6
Jay Rodriguez,ENG,FW,Burnley,Premier League,31,1989,14.1,1,30,9,30.0,2.13,0.64,0.03,0.11,17.3,0,0,0,2.6,2.6,0.09,-1.6,-1.6
Miguel Rodríguez,ESP,FW,Celta Vigo,La Liga,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,27,1992,13.8,0,13,2,15.4,0.95,0.15,0.00,0.00,25.8,8,0,0,0.5,0.5,0.04,-0.5,-0.5
Víctor Rodríguez,ESP,MF,Elche,La Liga,31,1989,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Rodrygo,BRA,FW,Real Madrid,La Liga,19,2001,10.9,1,26,5,19.2,2.38,0.46,0.04,0.20,15.8,1,0,0,2.5,2.5,0.10,-1.5,-1.5
Marko Rog,CRO,MF,Cagliari,Serie A,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.00,0.00,25.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
Rogério,BRA,DF,Sassuolo,Serie A,22,1998,20.9,0,16,3,18.8,0.77,0.14,0.00,0.00,21.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6
Luis Rojas,CHI,MF,Crotone,Serie A,18,2002,1.2,0,1,0,0.0,0.87,0.00,0.00,,25.5,0,0,0,0.0,0.0,0.04,0.0,0.0
Alessio Romagnoli,ITA,DF,Milan,Serie A,25,1995,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,6.6,0,0,0,2.3,2.3,0.15,-1.3,-1.3
Cristian Romero,ARG,DF,Atalanta,Serie A,22,1998,28.3,2,14,7,50.0,0.50,0.25,0.14,0.29,9.4,0,0,0,1.8,1.8,0.13,+0.2,+0.2
Oriol Romeu,ESP,MF,Southampton,Premier League,28,1991,19.6,1,14,4,28.6,0.71,0.20,0.07,0.25,24.0,0,0,0,0.4,0.4,0.03,+0.6,+0.6
Cristiano Ronaldo,POR,FW,Juventus,Serie A,35,1985,31.1,29,162,60,37.0,5.20,1.93,0.14,0.38,17.6,17,6,8,26.5,20.3,0.13,+2.5,+2.7
Facundo Roncaglia,ARG,DF,Osasuna,La Liga,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,25.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5
Valentin Rongier,FRA,MF,Marseille,Ligue 1,25,1994,21.0,1,17,6,35.3,0.81,0.29,0.06,0.17,22.8,0,0,0,1.0,1.0,0.06,0.0,0.0
Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27,1992,10.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marten de Roon,NED,MF,Atalanta,Serie A,29,1991,33.6,1,18,3,16.7,0.54,0.09,0.06,0.33,25.5,0,0,0,0.7,0.7,0.04,+0.3,+0.3
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27,1993,13.7,0,11,2,18.2,0.81,0.15,0.00,0.00,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Nolan Roux,FRA,FW,Nîmes,Ligue 1,32,1988,7.2,0,10,1,10.0,1.38,0.14,0.00,0.00,21.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Nicolò Rovella,ITA,MF,Genoa,Serie A,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.00,0.00,21.0,2,0,0,0.7,0.7,0.06,-0.7,-0.7
Amir Rrahmani,KVX,DF,Napoli,Serie A,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,8.7,0,0,0,0.6,0.6,0.12,+0.4,+0.4
Rubén,ESP,GK,Osasuna,La Liga,36,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Waldo Rubio,ESP,FW,Valladolid,La Liga,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.00,0.00,23.1,0,1,1,1.0,0.3,0.03,0.0,-0.3
John Ruddy,ENG,GK,Wolves,Premier League,33,1986,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Antonio Rüdiger,GER,DF,Chelsea,Premier League,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30,1990,2.0,0,1,0,0.0,0.50,0.00,0.00,,24.5,0,0,0,0.0,0.0,0.01,0.0,0.0
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,30,1990,18.6,1,15,8,53.3,0.80,0.43,0.07,0.13,22.0,2,0,0,0.6,0.6,0.04,+0.4,+0.4
Kevin Rüegg,SUI,DF,Hellas Verona,Serie A,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.00,0.00,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0
Daniele Rugani,ITA,DF,Rennes,Ligue 1,26,1994,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,8.0,0,0,0,0.0,0.0,0.04,0.0,0.0
Daniele Rugani,ITA,DF,Cagliari,Serie A,26,1994,11.1,1,3,1,33.3,0.27,0.09,0.33,1.00,6.0,0,0,0,0.4,0.4,0.13,+0.6,+0.6
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18,2002,2.3,0,1,0,0.0,0.43,0.00,0.00,,16.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Mário Rui,POR,DF,Napoli,Serie A,29,1991,18.5,0,19,2,10.5,1.02,0.11,0.00,0.00,22.7,2,0,0,0.7,0.7,0.04,-0.7,-0.7
Aitor Ruibal,ESP,FW,Betis,La Liga,24,1996,17.7,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0,0,2.6,2.6,0.08,-0.6,-0.6
Isma Ruiz,ESP,MF,Granada,La Liga,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Kays Ruiz,MAR,FW,Paris S-G,Ligue 1,17,2002,2.1,0,2,0,0.0,0.97,0.00,0.00,,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24,1996,28.5,3,43,15,34.9,1.51,0.53,0.07,0.20,21.3,1,0,0,2.7,2.7,0.06,+0.3,+0.3
Víctor Ruiz,ESP,DF,Betis,La Liga,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.50,0.50,10.5,0,0,0,1.2,1.2,0.29,+0.8,+0.8
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18,2002,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,15.7,0,0,0,0.4,0.4,0.06,+0.6,+0.6
Georginio Rutter,FRA,FW,Rennes,Ligue 1,18,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathew Ryan,AUS,GK,Arsenal,Premier League,28,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mathew Ryan,AUS,GK,Brighton,Premier League,28,1992,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,22,1997,11.9,0,6,0,0.0,0.51,0.00,0.00,,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26,1994,5.2,1,10,2,20.0,1.92,0.38,0.10,0.50,16.9,0,0,0,0.5,0.5,0.05,+0.5,+0.5
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,23,1996,0.6,0,4,0,0.0,6.43,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Idriss Saadi,ALG,FW,Strasbourg,Ligue 1,28,1992,1.4,0,5,2,40.0,3.60,1.44,0.00,0.00,10.6,0,0,0,1.3,1.3,0.26,-1.3,-1.3
Youssouf Sabaly,SEN,DF,Bordeaux,Ligue 1,27,1993,32.3,1,13,2,15.4,0.40,0.06,0.08,0.50,22.0,0,0,0,0.8,0.8,0.06,+0.2,+0.2
Mathys Saban,FRA,FW,Saint-Étienne,Ligue 1,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,26,1994,22.5,8,56,21,37.5,2.49,0.93,0.07,0.19,23.6,5,4,4,7.2,4.2,0.07,+0.8,-0.2
Alexis Saelemaekers,BEL,FW,Milan,Serie A,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,17.7,0,0,0,2.9,2.9,0.10,-0.9,-0.9
Modibo Sagnan,FRA,DF,Real Sociedad,La Liga,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.00,0.00,24.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6
Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,23,1997,17.3,3,30,12,40.0,1.73,0.69,0.10,0.25,19.8,0,0,0,2.6,2.6,0.09,+0.4,+0.4
Borja Sainz,ESP,MF,Alavés,La Liga,19,2001,5.0,1,8,4,50.0,1.59,0.79,0.13,0.25,16.0,0,0,0,1.1,1.1,0.14,-0.1,-0.1
Romain Saïss,MAR,DF,Wolves,Premier League,30,1990,26.7,3,30,12,40.0,1.12,0.45,0.10,0.25,12.5,2,0,0,3.5,3.5,0.12,-0.5,-0.5
Bukayo Saka,ENG,FW,Arsenal,Premier League,18,2001,28.4,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1,0,0,6.9,6.9,0.11,-1.9,-1.9
Hiroki Sakai,JPN,DF,Marseille,Ligue 1,30,1990,26.5,0,3,1,33.3,0.11,0.04,0.00,0.00,8.9,0,0,0,0.3,0.3,0.10,-0.3,-0.3
Moïse Sakava,CMR,MF,Reims,Ligue 1,19,2000,0.1,0,1,0,0.0,11.25,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.03,0.0,0.0
Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,30,1990,3.1,0,1,0,0.0,0.33,0.00,0.00,,12.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Jacopo Sala,ITA,DF,Spezia,Serie A,28,1991,4.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohamed Salah,EGY,FW,Liverpool,Premier League,28,1992,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1,6,6,20.9,16.4,0.14,+1.1,-0.4
Eddie Salcedo,ITA,FW,Hellas Verona,Serie A,18,2001,8.4,2,21,10,47.6,2.50,1.19,0.10,0.20,14.2,0,0,0,2.7,2.7,0.13,-0.7,-0.7
William Saliba,FRA,DF,Nice,Ligue 1,19,2001,20.0,1,6,1,16.7,0.30,0.05,0.17,1.00,7.9,0,0,0,0.6,0.6,0.10,+0.4,+0.4
Romain Salin,FRA,GK,Rennes,Ligue 1,36,1984,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mohammed Salisu,GHA,DF,Southampton,Premier League,21,1999,9.4,0,4,1,25.0,0.43,0.11,0.00,0.00,11.4,0,0,0,0.4,0.4,0.10,-0.4,-0.4
Roland Sallai,HUN,MF,Freiburg,Bundesliga,23,1997,18.5,8,46,20,43.5,2.49,1.08,0.15,0.35,15.7,3,1,1,6.8,6.1,0.13,+1.2,+0.9
Salvi,ESP,MF,Cádiz,La Liga,29,1991,21.5,2,16,5,31.3,0.74,0.23,0.13,0.40,18.2,0,0,0,1.9,1.9,0.12,+0.1,+0.1
Lazar Samardzic,GER,MF,RB Leipzig,Bundesliga,18,2002,2.2,0,1,0,0.0,0.45,0.00,0.00,,27.1,0,0,0,0.0,0.0,0.03,0.0,0.0
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,24,1996,28.5,0,15,1,6.7,0.53,0.04,0.00,0.00,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
Mama Samba Baldé,GNB,FW,Dijon,Ligue 1,24,1995,24.0,7,59,19,32.2,2.46,0.79,0.12,0.37,14.6,0,0,0,7.5,7.5,0.13,-0.5,-0.5
Junior Sambia,FRA,DF,Montpellier,Ligue 1,23,1996,27.2,1,19,8,42.1,0.70,0.29,0.05,0.13,22.6,5,0,0,1.1,1.1,0.06,-0.1,-0.1
Frédéric Sammaritano,FRA,FW,Dijon,Ligue 1,34,1986,12.6,0,10,2,20.0,0.80,0.16,0.00,0.00,17.2,1,0,0,1.2,1.2,0.12,-1.2,-1.2
Fede San Emeterio,ESP,MF,Valladolid,La Liga,23,1997,16.2,0,3,0,0.0,0.18,0.00,0.00,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Antonio Sanabria,PAR,FW,Betis,La Liga,24,1996,10.4,3,24,12,50.0,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3
Antonio Sanabria,PAR,FW,Torino,Serie A,24,1996,10.9,5,19,11,57.9,1.75,1.01,0.26,0.45,14.4,0,0,0,3.0,3.0,0.16,+2.0,+2.0
Oihan Sancet,ESP,FW,Athletic Club,La Liga,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0,0,2.9,2.9,0.16,-0.9,-0.9
Renato Sanches,POR,MF,Lille,Ligue 1,22,1997,14.1,1,21,3,14.3,1.49,0.21,0.05,0.33,22.2,2,0,0,2.3,2.3,0.11,-1.3,-1.3
Alexis Sánchez,CHI,FW,Inter,Serie A,31,1988,12.7,7,28,15,53.6,2.20,1.18,0.25,0.47,15.6,4,0,1,5.6,4.8,0.17,+1.4,+2.2
Davinson Sánchez,COL,DF,Tottenham,Premier League,24,1996,16.5,0,6,0,0.0,0.36,0.00,0.00,,9.3,0,0,0,1.1,1.1,0.18,-1.1,-1.1
Germán Sánchez,ESP,DF,Granada,La Liga,33,1986,29.3,3,14,5,35.7,0.48,0.17,0.21,0.60,8.4,0,0,0,1.9,1.9,0.14,+1.1,+1.1
Javi Sánchez,ESP,DF,Valladolid,La Liga,23,1997,10.2,0,3,0,0.0,0.29,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2
Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manuel Sánchez,ESP,DF,Osasuna,La Liga,19,2000,10.8,0,3,1,33.3,0.28,0.09,0.00,0.00,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Juan Sánchez Miño,ARG,DF,Elche,La Liga,30,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Robert Sánchez,ESP,GK,Brighton,Premier League,22,1997,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jadon Sancho,ENG,FW,Dortmund,Bundesliga,20,2000,22.9,8,51,15,29.4,2.23,0.65,0.14,0.47,16.6,2,1,1,7.4,6.6,0.13,+0.6,+0.4
Alex Sandro,BRA,DF,Juventus,Serie A,29,1991,20.6,2,14,3,21.4,0.68,0.15,0.14,0.67,13.6,0,0,0,1.2,1.2,0.08,+0.8,+0.8
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,24,1996,20.1,6,58,21,36.2,2.89,1.05,0.10,0.29,18.6,0,0,0,5.6,5.6,0.10,+0.4,+0.4
Salif Sané,SEN,DF,Schalke 04,Bundesliga,29,1990,11.9,0,7,1,14.3,0.59,0.08,0.00,0.00,13.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34,1986,23.2,0,15,4,26.7,0.65,0.17,0.00,0.00,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16,2003,0.2,0,1,0,0.0,5.29,0.00,0.00,,14.9,0,0,0,0.0,0.0,0.04,0.0,0.0
