Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
John Egan,IRL,DF,Sheffield Utd,Premier League,27,1992,29.2,1406,231,793,661,53,26,1382,2,2,100.0,2,0,711,5096,3070,70,7,0,4,1,827,793,95.9,2
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,22,1998,0.4,19,2,5,10,6,1,19,0,0,,0,0,14,92,49,3,2,0,0,0,13,12,92.3,0
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,23,1996,32.7,1700,71,430,981,384,30,1663,16,29,55.2,16,1,1043,4457,2548,108,44,5,30,29,1249,1051,84.1,75
Lilian Egloff,GER,MF,Stuttgart,Bundesliga,17,2002,0.2,7,0,3,0,4,1,6,1,1,100.0,1,0,6,12,1,1,0,1,1,2,6,5,83.3,2
Kingsley Ehizibue,NED,DF,Köln,Bundesliga,25,1995,12.6,751,51,244,343,200,13,622,19,31,61.3,19,2,382,2048,1185,50,17,0,13,14,433,368,85.0,30
Albin Ekdal,SWE,MF,Sampdoria,Serie A,31,1989,25.5,1325,70,357,819,226,24,1277,22,25,88.0,23,0,742,3833,1909,76,18,1,12,21,830,742,89.4,34
Hugo Ekitike,FRA,MF,Reims,Ligue 1,18,2002,1.0,40,0,1,16,23,7,37,2,3,66.7,2,0,23,89,46,2,0,1,3,5,43,30,69.8,10
Anthony Elanga,SWE,FW,Manchester Utd,Premier League,18,2002,1.7,86,2,15,37,42,6,85,4,7,57.1,5,0,60,211,102,6,1,1,11,4,89,68,76.4,12
Niclas Eliasson,SWE,MF,Nîmes,Ligue 1,24,1995,20.0,762,16,116,270,421,47,662,12,26,46.2,12,0,417,2269,1145,63,15,8,36,26,689,429,62.3,109
Elif Elmas,MKD,MF,Napoli,Serie A,20,1999,8.2,449,8,65,245,169,28,442,11,17,64.7,11,1,329,1642,831,43,18,7,10,13,442,351,79.4,37
Ahmed Elmohamady,EGY,DF,Aston Villa,Premier League,32,1987,9.3,686,43,219,286,213,14,567,4,5,80.0,4,0,340,1525,837,44,15,2,2,7,394,366,92.9,19
Mohamed Elneny,EGY,MF,Arsenal,Premier League,28,1992,17.2,1102,74,342,675,150,5,1082,7,9,77.8,7,1,837,3937,1981,70,17,0,5,7,882,845,95.8,10
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,26,1994,20.9,1405,151,663,818,62,15,1357,6,6,100.0,6,0,940,6396,3902,114,13,2,6,2,969,950,98.0,9
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,23,1996,28.2,2213,313,1286,1039,33,18,2162,2,3,66.7,2,0,1443,7375,3781,57,3,0,6,3,1510,1488,98.5,5
Rodrigo Ely,BRA,DF,Alavés,La Liga,26,1993,5.2,209,37,126,78,10,6,196,1,1,100.0,1,0,88,252,98,2,1,0,1,0,101,98,97.0,4
Sepe Elye Wahi,FRA,FW,Montpellier,Ligue 1,17,2003,6.2,191,6,26,72,110,31,186,8,19,42.1,10,1,132,785,528,30,10,7,18,13,247,130,52.6,47
Breel Embolo,SUI,FW,M'Gladbach,Bundesliga,23,1997,16.0,733,8,57,408,313,95,711,41,63,65.1,45,6,521,2088,1213,61,19,18,55,62,884,552,62.4,144
Emerson,BRA,DF,Betis,La Liga,21,1999,33.2,2387,128,631,1106,775,85,2046,23,54,42.6,27,2,1386,6329,3551,174,57,20,44,31,1558,1407,90.3,88
Renaud Emond,BEL,FW,Nantes,Ligue 1,28,1991,3.9,128,1,15,64,51,18,120,0,2,0.0,0,0,62,240,93,5,1,2,6,6,210,94,44.8,29
Alan Empereur,BRA,DF,Hellas Verona,Serie A,26,1994,2.4,138,10,44,87,12,1,135,0,0,,0,0,84,409,275,9,1,0,0,1,98,96,98.0,0
Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,23,1997,25.7,722,22,60,348,339,144,691,15,35,42.9,17,1,347,1248,598,42,8,12,76,31,1034,496,48.0,140
Keita Endo,JPN,MF,Union Berlin,Bundesliga,22,1997,5.1,184,6,44,80,77,21,184,3,7,42.9,3,0,109,832,499,22,8,5,7,10,183,107,58.5,25
Wataru Endo,JPN,MF,Stuttgart,Bundesliga,27,1993,32.8,2232,135,681,1391,314,27,2203,29,45,64.4,34,1,1490,7213,4002,145,43,1,34,61,1619,1496,92.4,57
Sergi Enrich,ESP,FW,Eibar,La Liga,30,1990,15.6,640,11,38,285,333,96,618,12,19,63.2,14,1,319,1238,424,22,6,1,40,17,953,453,47.5,130
Christian Eriksen,DEN,MF,Inter,Serie A,28,1992,15.4,1162,28,249,583,412,28,1047,10,13,76.9,10,2,762,3546,1854,91,34,2,22,20,915,848,92.7,40
Martin Erlic,CRO,DF,Spezia,Serie A,22,1998,20.0,1245,143,658,632,31,15,1193,4,6,66.7,4,0,658,3984,2019,36,4,0,0,6,765,757,99.0,3
Patrick Erras,GER,MF,Werder Bremen,Bundesliga,25,1995,0.3,34,0,9,16,11,1,34,0,0,,0,0,15,90,33,0,0,0,0,0,27,25,92.6,6
Gonzalo Escalante,ARG,MF,Lazio,Serie A,27,1993,8.1,569,20,159,372,71,3,561,8,9,88.9,8,0,345,1829,900,40,14,0,2,5,374,351,93.9,11
Aarón Escandell,ESP,GK,Granada,La Liga,24,1995,5.0,177,141,175,2,0,0,120,0,0,,0,0,69,435,321,0,0,0,0,0,54,54,100.0,0
Dani Escriche,ESP,FW,Huesca,La Liga,22,1998,9.5,408,7,63,240,147,27,401,19,47,40.4,22,4,299,1528,891,37,18,5,23,20,430,284,66.0,53
Sergio Escudero,ESP,DF,Sevilla,La Liga,30,1989,6.3,459,18,135,235,117,9,397,2,4,50.0,2,0,278,1132,691,30,15,0,5,5,325,309,95.1,13
Alfonso Espino,URU,DF,Cádiz,La Liga,28,1992,28.9,1370,91,556,624,253,16,1114,16,38,42.1,20,2,624,2938,1499,57,17,3,18,19,614,540,87.9,29
Vicente Esquerdo,ESP,MF,Valencia,La Liga,21,1999,2.6,128,8,40,73,19,0,126,2,4,50.0,2,0,77,273,82,5,0,0,1,2,89,80,89.9,3
Nahuel Estévez,ARG,MF,Spezia,Serie A,24,1995,19.6,1085,34,134,594,411,35,1024,10,16,62.5,12,0,712,3543,1712,83,37,4,23,19,834,743,89.1,67
Pervis Estupiñán,ECU,DF,Villarreal,La Liga,22,1998,13.0,845,45,256,353,295,37,744,14,23,60.9,14,0,522,2529,1569,75,34,10,23,27,552,486,88.0,64
Yoann Etienne,FRA,DF,Lorient,Ligue 1,23,1997,1.0,48,3,16,24,9,0,39,0,1,0.0,0,0,23,141,48,1,0,0,2,0,23,20,87.0,0
Xabier Etxeita,ESP,DF,Getafe,La Liga,32,1987,9.8,400,49,192,205,19,8,386,2,2,100.0,2,0,167,942,462,13,2,0,2,1,168,158,94.0,4
Jonny Evans,NIR,DF,Leicester City,Premier League,32,1988,27.5,2008,298,1123,936,54,18,1969,6,6,100.0,6,0,1286,6416,3264,53,6,0,5,6,1383,1351,97.7,4
Edu Expósito,ESP,MF,Eibar,La Liga,23,1996,27.3,1465,28,205,845,505,53,1404,42,62,67.7,46,2,922,4552,2373,117,47,9,36,37,1065,906,85.1,94
Valentin Eysseric,FRA,MF,Fiorentina,Serie A,28,1992,8.1,449,12,68,226,181,17,427,4,11,36.4,6,2,312,1644,855,49,15,3,10,9,367,311,84.7,41
Eberechi Eze,ENG,MF,Crystal Palace,Premier League,22,1998,28.4,1482,27,246,783,610,52,1371,69,108,63.9,73,4,1181,7617,3974,188,63,18,42,54,1278,1037,81.1,113
Jokin Ezkieta,ESP,GK,Athletic Club,La Liga,23,1996,1.0,23,20,23,0,0,0,15,0,0,,0,0,11,44,19,0,0,0,0,0,9,9,100.0,0
Łukasz Fabiański,POL,GK,West Ham,Premier League,35,1985,35.0,1067,967,1065,2,0,0,703,0,0,,0,0,455,2806,1535,0,0,0,0,0,364,362,99.5,0
Fabinho,BRA,DF,Liverpool,Premier League,26,1993,28.5,2334,175,916,1372,176,13,2288,5,9,55.6,6,0,1507,7484,4215,156,26,2,8,13,1717,1677,97.7,17
Fábio,BRA,DF,Nantes,Ligue 1,30,1990,16.7,1102,63,326,564,258,16,917,7,18,38.9,9,0,531,2515,1408,65,21,0,12,14,581,539,92.8,23
Cesc Fàbregas,ESP,MF,Monaco,Ligue 1,33,1987,9.7,898,12,153,499,290,27,801,6,11,54.5,6,0,575,2112,1165,47,11,1,10,12,731,667,91.2,52
Bandiougou Fadiga,FRA,MF,Brest,Ligue 1,19,2001,0.5,38,0,6,22,13,0,36,0,1,0.0,0,0,31,119,72,2,1,0,2,3,28,28,100.0,2
Bandiougou Fadiga,FRA,FW,Paris S-G,Ligue 1,19,2001,0.7,43,1,11,21,15,1,42,2,3,66.7,2,0,34,189,115,4,2,0,2,2,40,34,85.0,3
Wout Faes,BEL,DF,Reims,Ligue 1,22,1998,32.2,1977,354,1210,838,33,20,1948,13,16,81.3,13,1,1272,6523,3736,85,6,1,12,14,1331,1305,98.0,3
Nicolò Fagioli,ITA,MF,Juventus,Serie A,19,2001,0.2,21,2,5,14,2,0,20,2,2,100.0,2,0,20,93,57,2,0,0,0,0,18,17,94.4,1
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,31,1988,20.8,906,742,898,10,1,1,648,0,0,,0,0,383,1835,987,0,0,0,0,0,370,370,100.0,0
Romain Faivre,FRA,MF,Brest,Ligue 1,22,1998,32.1,1896,38,341,935,854,86,1743,89,134,66.4,93,3,1384,10004,5900,237,121,18,60,53,1548,1294,83.6,166
Fali,ESP,DF,Cádiz,La Liga,26,1993,29.3,996,171,427,514,89,20,932,8,9,88.9,8,0,439,2012,1006,36,8,1,8,6,499,468,93.8,9
Iago Falque,ESP,MF,Benevento,Serie A,30,1990,4.0,258,3,22,133,128,18,239,6,11,54.5,7,2,201,1389,694,39,14,4,9,9,236,185,78.4,36
Andri Fannar Baldursson,ISL,MF,Bologna,Serie A,18,2002,2.4,111,10,38,58,24,3,111,1,2,50.0,1,0,68,324,125,8,3,0,5,4,70,66,94.3,5
Paolo Faragò,ITA,DF,Cagliari,Serie A,27,1993,4.1,281,27,88,123,86,6,242,2,6,33.3,3,0,153,714,362,22,3,1,2,3,183,165,90.2,5
Paolo Faragò,ITA,DF,Bologna,Serie A,27,1993,0.3,15,1,3,6,6,2,14,0,0,,0,0,8,17,3,0,0,0,0,0,13,13,100.0,2
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,28,1991,32.1,1899,150,583,860,525,75,1633,23,59,39.0,27,1,1015,3866,1838,85,22,5,26,16,1199,1018,84.9,66
Mohamed Fares,ALG,DF,Lazio,Serie A,24,1996,12.7,688,35,167,266,290,25,625,7,18,38.9,9,0,416,2016,1201,60,21,5,17,12,494,441,89.3,45
Diego Farias,BRA,FW,Spezia,Serie A,30,1990,16.8,799,6,88,369,391,81,786,24,33,72.7,27,0,617,3218,1687,104,21,28,27,12,837,659,78.7,106
Wuilker Faríñez,VEN,GK,Lens,Ligue 1,22,1998,1.2,31,29,30,1,0,0,21,0,0,,0,0,10,57,28,0,0,0,0,0,5,5,100.0,0
Noah Fatar,FRA,FW,Angers,Ligue 1,18,2002,0.2,13,1,3,3,8,0,13,0,0,,0,0,9,57,22,1,0,0,1,2,12,9,75.0,1
Ansu Fati,ESP,FW,Barcelona,La Liga,17,2002,4.8,278,0,14,108,181,44,270,15,25,60.0,17,1,230,1369,908,57,19,16,5,15,301,229,76.1,49
Julien Faussurier,FRA,DF,Brest,Ligue 1,33,1987,10.6,708,37,215,310,222,22,584,6,11,54.5,6,2,397,1924,1125,36,14,7,7,6,456,409,89.7,34
Andrea Favilli,ITA,FW,Hellas Verona,Serie A,23,1997,3.8,163,3,7,76,87,27,158,3,9,33.3,4,0,115,396,143,7,2,4,18,24,256,132,51.6,60
Federico Fazio,ARG,DF,Roma,Serie A,33,1987,4.5,365,52,162,199,32,6,356,3,4,75.0,3,0,221,1287,826,30,8,0,3,1,263,258,98.1,0
Nabil Fekir,FRA,MF,Betis,La Liga,27,1993,29.1,1771,3,105,857,933,124,1620,60,87,69.0,62,1,1403,7282,3874,220,73,34,67,95,1708,1342,78.6,199
Felipe,BRA,DF,Atlético Madrid,La Liga,31,1989,22.9,1303,204,730,603,36,22,1269,3,3,100.0,3,0,733,4145,1815,26,2,0,1,3,786,757,96.3,5
Luiz Felipe,ITA,DF,Lazio,Serie A,23,1997,10.1,661,72,325,338,42,3,641,2,2,100.0,2,0,432,3338,1644,50,6,0,4,3,453,437,96.5,0
João Félix,POR,FW,Atlético Madrid,La Liga,20,1999,17.5,906,7,82,503,397,60,887,34,66,51.5,35,5,726,3196,1896,108,39,8,38,38,983,753,76.6,120
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,22,1997,29.0,1850,331,1111,779,90,29,1782,16,20,80.0,16,0,1105,6473,3444,71,7,4,12,15,1148,1106,96.3,9
Zinedine Ferhat,ALG,FW,Nîmes,Ligue 1,27,1993,32.9,1708,49,257,749,821,123,1624,64,128,50.0,73,8,1170,5765,3236,149,49,30,69,68,1732,1260,72.7,202
Bruno Fernandes,POR,MF,Manchester Utd,Premier League,25,1994,34.4,2705,39,319,1196,1339,132,2494,26,56,46.4,30,2,1660,7427,4259,234,73,13,47,40,2463,2057,83.5,284
Edimilson Fernandes,SUI,MF,Mainz 05,Bundesliga,24,1996,9.3,465,35,137,249,108,5,426,4,6,66.7,4,0,275,1222,559,15,8,0,6,17,293,260,88.7,12
Aitor Fernández,ESP,GK,Levante,La Liga,29,1991,29.0,995,881,990,6,0,0,727,0,0,,0,0,452,1582,992,0,0,0,0,1,435,433,99.5,0
Álex Fernández,ESP,MF,Cádiz,La Liga,27,1992,21.6,1072,28,208,604,318,21,919,13,24,54.2,17,1,639,3291,1663,70,22,3,18,25,753,619,82.2,31
Álvaro Fernández,ESP,GK,Huesca,La Liga,22,1998,22.0,878,785,870,5,3,3,639,0,0,,0,0,406,1735,911,0,0,0,0,0,426,423,99.3,0
Andrés Fernández,ESP,GK,Huesca,La Liga,33,1986,16.0,601,554,599,3,0,0,438,3,3,100.0,3,0,306,1259,652,0,0,0,0,0,287,287,100.0,0
Augusto Fernández,ARG,MF,Cádiz,La Liga,34,1986,4.1,159,7,48,99,18,2,157,0,0,,0,0,83,387,187,8,2,0,2,6,78,71,91.0,4
Carlos Fernández,ESP,FW,Sevilla,La Liga,24,1996,1.6,57,1,7,32,20,6,55,1,2,50.0,1,0,33,184,86,5,1,1,4,3,58,39,67.2,12
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,24,1996,4.3,188,8,27,108,64,18,187,3,8,37.5,3,0,127,563,203,14,7,3,13,12,203,135,66.5,36
Federico Fernández,ARG,DF,Newcastle Utd,Premier League,31,1989,23.1,1114,281,724,337,90,13,1046,0,0,,0,0,550,2272,914,10,4,0,3,4,620,595,96.0,6
Joaquín Fernández,ESP,DF,Valladolid,La Liga,24,1996,23.0,1019,188,609,410,42,14,991,2,2,100.0,2,0,494,2549,1038,17,2,0,3,7,561,529,94.3,2
Fernandinho,BRA,MF,Manchester City,Premier League,35,1985,13.2,1127,37,181,846,181,12,1104,10,15,66.7,13,0,793,4035,2437,135,42,5,4,6,884,856,96.8,9
Fernando,BRA,MF,Sevilla,La Liga,33,1987,28.3,1787,146,610,1070,187,18,1745,14,23,60.9,15,2,1165,4685,2149,48,13,1,14,19,1276,1204,94.4,27
Alex Ferrari,ITA,DF,Sampdoria,Serie A,26,1994,9.8,592,65,310,239,74,8,533,1,3,33.3,2,0,317,1550,792,13,2,1,7,3,352,335,95.2,2
David Ferreiro,ESP,MF,Huesca,La Liga,32,1988,28.1,1340,17,183,606,654,50,1180,41,63,65.1,45,3,933,6194,3246,194,52,15,40,28,1122,854,76.1,142
Salvador Ferrer,ESP,DF,Spezia,Serie A,22,1998,13.2,1048,53,330,519,252,6,878,5,9,55.6,6,0,590,2752,1428,58,19,0,5,14,669,616,92.1,21
Facundo Ferreyra,ARG,FW,Celta Vigo,La Liga,29,1991,3.3,93,1,9,47,42,10,88,1,3,33.3,1,0,49,138,43,2,0,1,6,9,161,64,39.8,17
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,28,1992,28.6,1865,42,543,1207,262,15,1831,16,27,59.3,16,0,1293,7162,3430,121,28,3,23,38,1419,1321,93.1,41
Marco Festa,ITA,GK,Crotone,Serie A,28,1992,1.0,41,37,41,1,0,0,28,0,0,,0,0,15,82,64,0,0,0,0,0,11,11,100.0,0
Fidel,ESP,MF,Elche,La Liga,30,1989,26.6,1529,37,380,773,501,50,1336,48,83,57.8,51,6,1029,5445,3367,166,56,18,43,50,1208,1019,84.4,84
Sam Field,ENG,MF,West Brom,Premier League,22,1998,0.7,44,5,17,28,2,0,44,1,2,50.0,2,0,14,32,19,1,1,0,0,1,12,12,100.0,0
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,31,1989,6.0,249,5,31,128,105,30,238,5,8,62.5,5,0,151,627,326,14,1,0,20,11,329,178,54.1,59
Roberto Firmino,BRA,FW,Liverpool,Premier League,28,1991,31.5,1675,16,130,777,859,217,1634,50,73,68.5,53,5,1176,5353,2817,168,38,32,59,53,1811,1284,70.9,309
Junior Firpo,ESP,DF,Barcelona,La Liga,23,1996,3.2,268,14,75,127,90,13,245,3,7,42.9,3,1,179,832,498,24,9,4,4,1,213,197,92.5,18
John Fleck,SCO,MF,Sheffield Utd,Premier League,28,1991,28.6,1451,38,255,740,552,31,1345,36,54,66.7,38,4,898,4232,2679,129,50,5,21,35,1049,946,90.2,55
Mark Flekken,NED,GK,Freiburg,Bundesliga,27,1993,3.0,133,122,133,0,0,0,98,0,0,,0,0,63,320,151,0,0,0,0,0,66,66,100.0,0
Florian Flick,GER,MF,Schalke 04,Bundesliga,20,2000,4.0,148,18,64,81,11,1,142,0,1,0.0,0,0,70,367,156,5,0,0,1,0,73,64,87.7,2
Alexis Flips,FRA,MF,Reims,Ligue 1,20,2000,0.5,27,0,5,11,14,1,25,0,2,0.0,0,0,19,58,33,2,1,0,2,1,27,20,74.1,2
Alessandro Florenzi,ITA,DF,Paris S-G,Ligue 1,29,1991,17.1,1127,48,260,530,393,54,1022,6,12,50.0,6,2,710,3395,1801,75,19,9,10,3,845,784,92.8,69
Kingsley Fobi,GHA,DF,Granada,La Liga,21,1998,0.5,15,2,7,6,3,0,10,0,0,,0,0,6,46,26,0,0,0,0,0,5,5,100.0,1
Phil Foden,ENG,FW,Manchester City,Premier League,20,2000,18.0,1069,15,97,384,653,144,1012,43,71,60.6,48,4,789,3851,2237,137,33,37,39,29,1031,837,81.2,159
Mamadou Fofana,MLI,MF,Metz,Ligue 1,22,1998,11.9,561,57,288,273,27,5,548,3,3,100.0,3,0,330,1535,798,10,1,0,2,4,325,315,96.9,1
Seko Fofana,CIV,MF,Lens,Ligue 1,25,1995,25.7,1528,31,257,990,431,60,1512,40,69,58.0,45,3,1103,7088,3802,165,60,10,47,44,1378,1173,85.1,147
Wesley Fofana,FRA,DF,Leicester City,Premier League,19,2000,25.1,1980,214,906,1140,108,18,1903,13,17,76.5,13,0,1323,9196,5208,171,38,0,17,12,1357,1313,96.8,5
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,19,2000,3.5,227,36,135,93,13,5,218,2,3,66.7,2,0,127,787,471,9,1,0,1,1,148,146,98.6,5
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,21,1999,31.9,2043,49,442,1358,379,16,1990,35,52,67.3,35,3,1369,7037,3695,164,45,2,23,34,1540,1441,93.6,63
Thomas Foket,BEL,DF,Reims,Ligue 1,25,1994,36.9,2282,138,906,1025,532,27,1899,21,29,72.4,22,2,1321,8194,4754,169,74,2,23,23,1427,1301,91.2,97
Ramón Folch,ESP,MF,Elche,La Liga,30,1989,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
Lamine Fomba,FRA,MF,Nîmes,Ligue 1,22,1998,24.2,1031,68,309,549,229,33,1019,20,32,62.5,22,1,599,2915,1457,77,16,1,23,40,628,535,85.2,30
Thomas Fontaine,MAD,DF,Lorient,Ligue 1,29,1991,3.6,133,29,92,43,2,1,123,0,0,,0,0,71,334,152,2,0,0,0,0,79,76,96.2,1
José Fontán,ESP,DF,Celta Vigo,La Liga,20,2000,7.2,434,55,195,214,58,6,408,4,4,100.0,4,0,244,1569,1012,27,13,0,1,2,279,267,95.7,2
José Fonte,POR,DF,Lille,Ligue 1,36,1983,35.4,2687,264,1287,1421,161,55,2625,9,9,100.0,9,1,1775,8732,4988,139,24,0,8,4,1947,1919,98.6,21
Fernando Forestieri,ITA,FW,Udinese,Serie A,30,1990,6.1,279,1,28,125,141,28,270,12,17,70.6,14,0,205,915,388,20,7,1,13,9,286,199,69.6,36
Pablo Fornals,ESP,FW,West Ham,Premier League,24,1996,28.6,1384,23,248,685,551,74,1360,21,51,41.2,24,3,926,5023,2622,127,46,13,29,33,1285,984,76.6,117
Emil Forsberg,SWE,FW,RB Leipzig,Bundesliga,28,1991,17.1,775,3,37,373,414,77,713,27,34,79.4,27,0,526,2113,970,61,25,11,34,31,898,592,65.9,165
Fraser Forster,ENG,GK,Southampton,Premier League,32,1988,8.0,305,253,303,2,0,0,203,0,0,,0,0,121,555,325,0,0,0,0,0,115,115,100.0,0
Philipp Förster,GER,FW,Stuttgart,Bundesliga,25,1995,16.8,896,11,134,470,406,66,864,15,31,48.4,18,1,641,4680,2895,137,72,13,42,17,820,667,81.3,111
Steven Fortes,CPV,DF,Lens,Ligue 1,28,1992,15.9,1099,104,580,591,26,5,1069,4,6,66.7,4,0,723,4820,2892,63,2,0,2,2,773,760,98.3,3
Yassin Fortune,FRA,FW,Angers,Ligue 1,21,1999,0.2,5,0,0,5,0,0,4,0,0,,0,0,4,8,5,0,0,0,1,0,6,4,66.7,1
Timothy Fosu-Mensah,NED,DF,Manchester Utd,Premier League,22,1998,0.9,85,1,16,38,37,4,81,0,0,,0,0,61,263,157,7,4,1,1,2,66,64,97.0,8
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,22,1998,4.5,400,16,101,241,74,4,357,4,7,57.1,4,0,266,861,408,18,5,1,2,7,292,279,95.5,10
Daam Foulon,BEL,DF,Benevento,Serie A,21,1999,11.3,574,48,213,261,131,5,480,5,12,41.7,5,0,296,1638,999,28,13,2,10,4,349,323,92.6,7
Dimitri Foulquier,FRA,DF,Granada,La Liga,27,1993,29.6,1396,81,427,707,357,25,1069,26,54,48.1,28,3,673,3463,2287,91,41,6,19,32,693,613,88.5,32
Juan Foyth,ARG,DF,Villarreal,La Liga,22,1998,13.0,868,52,306,526,110,6,806,26,30,86.7,26,1,560,2976,1686,58,19,0,4,9,571,546,95.6,6
Gianluca Frabotta,ITA,DF,Juventus,Serie A,21,1999,7.7,557,23,159,251,174,18,490,5,11,45.5,5,0,343,1491,801,34,9,3,6,8,402,369,91.8,26
Raphael Framberger,GER,DF,Augsburg,Bundesliga,24,1995,17.1,988,78,413,415,238,9,811,13,31,41.9,13,0,450,3058,1845,61,30,5,19,18,511,447,87.5,33
Tyrese Francois,AUS,DF,Fulham,Premier League,20,2000,0.2,17,0,6,7,4,0,15,0,1,0.0,0,0,13,50,27,0,0,0,0,0,16,14,87.5,0
Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,26,1994,10.3,439,11,63,126,272,26,377,4,7,57.1,5,1,279,1422,750,46,7,5,14,8,438,295,67.4,45
Fred,BRA,MF,Manchester Utd,Premier League,27,1993,26.6,2092,77,532,1248,454,17,2044,24,32,75.0,29,1,1387,6574,3168,116,40,2,25,34,1560,1468,94.1,28
Ryan Fredericks,ENG,DF,West Ham,Premier League,27,1992,6.3,348,33,93,145,128,11,311,2,6,33.3,3,0,174,922,587,27,9,2,1,0,235,193,82.1,14
Remo Freuler,SUI,MF,Atalanta,Serie A,28,1992,30.1,2435,51,456,1490,661,54,2353,38,50,76.0,40,1,1788,9688,4893,233,76,9,35,40,1848,1714,92.7,68
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,22,1998,30.9,2038,236,1008,1031,117,5,1914,8,17,47.1,10,0,1265,6623,3629,108,16,1,8,14,1300,1285,98.8,3
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,24,1995,34.0,2164,255,1192,988,164,41,2126,12,20,60.0,14,1,1357,7955,4329,86,26,1,12,12,1500,1433,95.5,16
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,19,2000,4.8,362,10,72,177,149,16,322,18,36,50.0,20,0,278,1730,1177,49,18,5,13,13,295,261,88.5,17
Jorge de Frutos,ESP,MF,Levante,La Liga,23,1997,24.3,1040,20,190,428,518,100,980,48,87,55.2,57,6,726,3972,2435,112,40,18,62,48,949,707,74.5,172
Christian Fuchs,AUT,DF,Leicester City,Premier League,34,1986,7.8,662,54,231,373,87,2,592,0,2,0.0,0,0,376,1435,696,27,8,0,2,1,450,434,96.4,3
Angelo Fulgini,FRA,MF,Angers,Ligue 1,23,1996,30.3,2105,13,267,1246,780,95,1993,82,149,55.0,88,8,1670,8469,4729,222,79,17,79,97,2007,1657,82.6,203
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,27,1993,9.7,391,16,40,193,175,58,378,12,22,54.5,12,2,181,551,278,16,5,2,26,13,542,304,56.1,81
Ramiro Funes Mori,ARG,DF,Villarreal,La Liga,29,1991,8.1,571,79,298,326,31,5,552,0,3,0.0,1,0,385,3512,2341,56,16,0,1,1,401,390,97.3,2
Darnell Furlong,ENG,DF,West Brom,Premier League,24,1995,32.6,1558,147,466,660,488,58,1258,12,27,44.4,15,0,594,2969,1543,64,31,2,33,15,906,745,82.2,47
Daniel Fuzato,BRA,GK,Roma,Serie A,23,1997,5.0,166,154,166,0,0,0,120,0,0,,0,0,72,320,162,0,0,0,0,0,72,72,100.0,0
Baptiste Gabard,FRA,MF,Saint-Étienne,Ligue 1,20,2000,1.5,79,2,14,53,13,0,78,1,1,100.0,1,0,48,173,85,2,0,0,1,6,55,52,94.5,8
Matteo Gabbia,ITA,DF,Milan,Serie A,20,1999,6.2,413,62,225,199,13,7,406,0,0,,0,0,258,1348,626,14,0,0,1,0,287,285,99.3,0
Manolo Gabbiadini,ITA,FW,Sampdoria,Serie A,28,1991,9.7,311,6,40,159,131,30,305,5,8,62.5,5,1,206,925,468,29,10,5,16,6,415,247,59.5,50
Mijat Gaćinović,SRB,DF,Hoffenheim,Bundesliga,25,1995,9.1,563,20,132,238,223,24,492,6,20,30.0,9,1,298,1325,782,31,12,1,11,14,366,312,85.2,41
Roberto Gagliardini,ITA,MF,Inter,Serie A,26,1994,13.7,743,29,152,420,217,39,729,7,11,63.6,8,1,496,2698,1346,67,20,4,13,9,615,552,89.8,43
Riccardo Gagliolo,SWE,DF,Parma,Serie A,30,1990,21.7,1577,151,697,792,218,28,1432,9,16,56.3,11,1,922,5217,3388,97,29,2,10,8,1081,1033,95.6,14
Adolfo Gaich,ARG,FW,Benevento,Serie A,21,1999,8.5,261,4,16,142,120,39,254,10,21,47.6,12,4,140,561,242,12,5,2,25,13,409,187,45.7,65
Andrey Galabinov,BUL,FW,Spezia,Serie A,31,1988,4.8,157,5,12,87,65,16,137,3,3,100.0,3,0,85,385,206,8,3,2,16,12,207,110,53.1,28
