Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Luismi,ESP,MF,Elche,La Liga,28,1992,1.9,5,4,3,2,0,0,0,,0,25,6,24.0,10,13,2,1,0,0,1,3,8,4,0
David Luiz,BRA,DF,Arsenal,Premier League,33,1987,15.5,15,9,7,8,0,5,7,71.4,2,95,37,38.9,51,39,5,23,11,0,12,12,27,67,0
Douglas Luiz,BRA,MF,Aston Villa,Premier League,22,1998,30.9,63,43,28,30,5,18,60,30.0,42,617,160,25.9,240,304,73,60,18,0,42,33,96,49,0
Romelu Lukaku,BEL,FW,Inter,Serie A,27,1993,32.0,11,5,1,7,3,3,10,30.0,7,291,80,27.5,10,98,183,19,5,0,14,3,14,34,0
Dodi Lukebakio,BEL,FW,Hertha BSC,Bundesliga,22,1997,20.6,26,14,17,6,3,4,15,26.7,11,290,67,23.1,70,133,87,19,1,0,18,10,36,10,0
Saša Lukić,SRB,MF,Torino,Serie A,23,1996,23.4,39,28,13,20,6,11,49,22.4,38,494,134,27.1,124,270,100,40,5,0,35,15,54,15,0
Senad Lulić,BIH,DF,Lazio,Serie A,34,1986,8.0,19,10,9,6,4,6,12,50.0,6,111,31,27.9,36,46,29,13,3,0,10,9,28,14,0
John Lundstram,ENG,MF,Sheffield Utd,Premier League,26,1994,22.6,26,12,9,14,3,9,43,20.9,34,350,75,21.4,108,172,70,39,8,0,31,21,47,34,1
Sebastiano Luperto,ITA,DF,Crotone,Serie A,23,1996,20.9,33,19,25,7,1,9,21,42.9,12,227,57,25.1,120,86,21,31,8,0,23,18,51,91,1
Andreas Luthe,GER,GK,Union Berlin,Bundesliga,33,1987,30.8,0,0,0,0,0,0,2,0.0,2,5,2,40.0,5,0,0,0,0,0,0,0,0,1,2
Lyanco,BRA,DF,Torino,Serie A,23,1997,21.8,22,11,11,9,2,9,20,45.0,11,159,48,30.2,89,62,8,48,26,2,22,50,72,102,1
Charalambos Lykogiannis,GRE,DF,Cagliari,Serie A,26,1993,26.9,34,15,21,9,4,15,32,46.9,17,276,67,24.3,126,97,53,68,14,0,54,29,63,100,0
Yann M'Vila,FRA,MF,Saint-Étienne,Ligue 1,30,1990,0.2,0,0,0,0,0,0,1,0.0,1,5,1,20.0,1,3,1,0,0,0,0,0,0,0,0
Alexis Mac Allister,ARG,MF,Brighton,Premier League,21,1998,12.4,25,18,9,12,4,7,32,21.9,25,267,85,31.8,67,114,86,20,3,0,17,11,36,5,0
Darwin Machís,VEN,FW,Granada,La Liga,27,1993,22.5,29,19,11,12,6,10,34,29.4,24,254,75,29.5,64,110,80,26,3,0,23,39,68,20,0
Tim Maciejewski,GER,MF,Union Berlin,Bundesliga,19,2001,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Luca Mack,GER,MF,Stuttgart,Bundesliga,20,2000,0.1,0,0,0,0,0,0,0,,0,2,2,100.0,1,1,0,0,0,0,0,0,0,2,0
Yvann Macon,FRA,DF,Saint-Étienne,Ligue 1,21,1998,6.0,30,19,24,4,2,7,24,29.2,17,122,38,31.1,71,39,12,12,2,0,10,2,32,11,0
James Maddison,ENG,MF,Leicester City,Premier League,23,1996,23.3,37,27,4,20,13,9,28,32.1,19,344,94,27.3,57,176,111,13,1,0,12,11,48,6,0
Mikail Maden,NOR,FW,Schalke 04,Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Joakim Mæhle,DEN,DF,Atalanta,Serie A,23,1997,13.5,18,11,7,5,6,6,14,42.9,8,179,52,29.1,59,58,62,28,2,0,26,13,31,18,0
Pablo Maffeo,ESP,DF,Huesca,La Liga,23,1997,21.8,30,22,22,6,2,8,21,38.1,13,258,88,34.1,114,103,41,36,7,1,29,32,62,45,0
Lisandro Magallán,ARG,DF,Crotone,Serie A,26,1993,24.2,67,41,36,28,3,24,44,54.5,20,355,121,34.1,188,150,17,40,16,0,24,36,103,108,4
Christian Maggio,ITA,DF,Benevento,Serie A,38,1982,3.3,9,5,5,3,1,2,6,33.3,4,50,14,28.0,21,20,9,8,2,0,6,2,11,2,0
Giulio Maggiore,ITA,MF,Spezia,Serie A,22,1998,24.6,72,48,27,36,9,22,52,42.3,30,495,138,27.9,118,265,112,37,6,0,31,27,99,27,0
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,35,1984,4.9,10,8,5,4,1,5,15,33.3,10,73,25,34.2,31,34,8,10,2,0,8,5,15,19,0
Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,24,1995,16.8,26,12,17,8,1,6,13,46.2,7,222,86,38.7,104,110,8,35,18,0,17,48,74,131,3
Hugo Magnetti,FRA,MF,Brest,Ligue 1,22,1998,6.7,32,16,15,16,1,9,32,28.1,23,181,62,34.3,67,103,11,7,1,0,6,13,45,20,0
Harry Maguire,ENG,DF,Manchester Utd,Premier League,27,1993,33.9,30,18,20,10,0,14,26,53.8,12,191,67,35.1,107,76,8,45,24,0,21,61,91,176,1
Abdallahi Mahmoud,MTN,MF,Alavés,La Liga,20,2000,0.7,3,2,1,2,0,1,2,50.0,1,14,4,28.6,5,6,3,0,0,0,0,1,4,0,0
Hicham Mahou,FRA,DF,Nice,Ligue 1,21,1999,0.4,3,1,3,0,0,1,2,50.0,1,9,1,11.1,4,3,2,3,0,0,3,1,4,0,0
Riyad Mahrez,ALG,FW,Manchester City,Premier League,29,1991,21.7,20,15,3,9,8,8,35,22.9,27,252,59,23.4,26,112,114,24,1,0,23,6,26,3,0
Arne Maier,GER,MF,Arminia,Bundesliga,21,1999,11.5,19,14,5,12,2,7,16,43.8,9,184,56,30.4,51,97,36,19,3,0,16,9,28,16,0
Arne Maier,GER,MF,Hertha BSC,Bundesliga,21,1999,0.3,1,0,0,1,0,0,0,,0,3,1,33.3,0,3,0,0,0,0,0,0,1,0,0
Habib Maïga,CIV,MF,Metz,Ligue 1,24,1996,29.9,87,56,42,39,6,37,90,41.1,53,700,210,30.0,256,372,72,51,9,0,42,41,128,48,0
Mike Maignan,FRA,GK,Lille,Ligue 1,25,1995,38.0,0,0,0,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,0,2,2
Ainsley Maitland-Niles,ENG,DF,Arsenal,Premier League,22,1997,5.4,17,11,9,6,2,8,11,72.7,3,113,25,22.1,48,44,21,13,3,0,10,13,30,12,1
Ainsley Maitland-Niles,ENG,MF,West Brom,Premier League,22,1997,13.7,20,14,9,6,5,5,28,17.9,23,327,104,31.8,99,150,78,19,2,0,17,25,45,26,0
Josh Maja,NGA,FW,Bordeaux,Ligue 1,21,1998,8.9,7,2,3,3,1,1,12,8.3,11,155,45,29.0,12,74,69,5,0,0,5,5,12,9,0
Josh Maja,NGA,FW,Fulham,Premier League,21,1998,9.0,7,6,1,3,3,2,7,28.6,5,113,35,31.0,8,49,56,5,1,0,4,4,11,2,0
Radosław Majecki,POL,GK,Monaco,Ligue 1,20,1999,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Abdul Majeed Waris,GHA,FW,Strasbourg,Ligue 1,28,1991,6.1,1,1,0,0,1,0,4,0.0,4,55,15,27.3,16,25,14,5,1,0,4,3,4,3,0
Marco Majouga,FRA,MF,Nîmes,Ligue 1,19,2001,1.4,1,0,1,0,0,0,2,0.0,2,13,2,15.4,2,3,8,1,0,0,1,1,2,1,0
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,22,1998,5.8,9,7,5,2,2,2,14,14.3,12,105,29,27.6,44,44,17,5,1,0,4,3,12,5,0
Nemanja Maksimović,SRB,MF,Getafe,La Liga,25,1995,30.3,56,35,25,23,8,11,50,22.0,39,623,171,27.4,151,360,112,58,11,0,47,50,106,81,1
Nikola Maksimović,SRB,DF,Napoli,Serie A,28,1991,13.4,21,6,12,8,1,6,15,40.0,9,115,39,33.9,67,44,4,18,7,0,11,16,37,65,1
Filip Malbašić,SRB,FW,Cádiz,La Liga,27,1992,9.6,14,8,5,6,3,5,18,27.8,13,197,42,21.3,31,94,72,15,0,0,15,4,18,4,0
Kévin Malcuit,MAR,DF,Fiorentina,Serie A,29,1991,2.3,4,2,2,2,0,0,3,0.0,3,28,8,28.6,10,10,8,7,0,0,7,2,6,5,0
Kévin Malcuit,MAR,MF,Napoli,Serie A,29,1991,0.4,1,0,1,0,0,0,0,,0,11,2,18.2,5,4,2,1,0,0,1,2,3,1,0
Daniel Maldini,ITA,FW,Milan,Serie A,18,2001,0.3,1,0,0,1,0,0,2,0.0,2,16,7,43.8,5,5,6,0,0,0,0,0,1,0,0
Ruslan Malinovskyi,UKR,FW,Atalanta,Serie A,27,1993,20.8,23,17,1,16,6,5,20,25.0,15,411,111,27.0,46,184,181,19,1,0,18,3,26,6,1
Yunus Mallı,TUR,MF,Wolfsburg,Bundesliga,28,1992,0.6,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0
Hugo Mallo,ESP,DF,Celta Vigo,La Liga,29,1991,28.9,72,37,40,31,1,27,50,54.0,23,411,119,29.0,170,176,65,72,9,0,63,29,101,98,1
Mickael Malsa,MTQ,MF,Levante,La Liga,24,1995,26.0,63,36,30,30,3,21,55,38.2,34,458,134,29.3,166,258,34,42,9,1,33,51,114,47,1
Dennis Man,ROU,FW,Parma,Serie A,21,1998,7.8,11,4,6,4,1,6,24,25.0,18,114,23,20.2,27,55,32,7,0,0,7,6,17,5,0
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,20,1999,5.1,6,4,4,2,0,2,7,28.6,5,98,23,23.5,41,46,11,7,0,0,7,1,7,8,0
Vincent Manceau,FRA,DF,Angers,Ligue 1,31,1989,25.7,45,24,24,19,2,22,60,36.7,38,335,99,29.6,170,122,43,47,3,0,44,36,81,64,0
Gianluca Mancini,ITA,DF,Roma,Serie A,24,1996,31.7,66,40,36,25,5,16,35,45.7,19,440,153,34.8,218,193,29,53,21,0,32,71,137,107,0
Steve Mandanda,FRA,GK,Marseille,Ligue 1,35,1985,37.0,0,0,0,0,0,0,1,0.0,1,4,2,50.0,4,0,0,0,0,0,0,0,0,0,2
Reinildo Mandava,MOZ,DF,Lille,Ligue 1,26,1994,24.2,79,52,44,28,7,36,60,60.0,24,351,119,33.9,141,149,61,54,4,0,50,55,134,76,0
Aïssa Mandi,ALG,DF,Betis,La Liga,28,1991,26.6,30,20,21,9,0,8,14,57.1,6,163,60,36.8,102,52,9,34,16,2,18,33,63,118,0
Rolando Mandragora,ITA,MF,Udinese,Serie A,23,1997,4.4,8,5,3,4,1,3,12,25.0,9,71,16,22.5,32,28,11,14,3,0,11,3,11,5,0
Rolando Mandragora,ITA,MF,Torino,Serie A,23,1997,16.9,26,17,10,10,6,8,33,24.2,25,354,91,25.7,119,170,65,18,6,0,12,19,45,27,0
Mario Mandžukić,CRO,FW,Milan,Serie A,34,1986,2.4,8,5,3,4,1,0,1,0.0,1,62,20,32.3,11,24,27,0,0,0,0,1,9,3,0
Sadio Mané,SEN,FW,Liverpool,Premier League,28,1992,31.2,42,32,8,18,16,9,26,34.6,17,467,158,33.8,65,167,235,39,2,0,37,15,57,7,0
Niccolò Manfredini,ITA,GK,Benevento,Serie A,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Eliaquim Mangala,FRA,DF,Valencia,La Liga,29,1991,3.6,1,1,1,0,0,0,0,,0,37,8,21.6,30,5,2,8,6,0,2,4,5,26,0
Orel Mangala,BEL,MF,Stuttgart,Bundesliga,22,1998,23.4,30,18,12,14,4,12,25,48.0,13,232,72,31.0,58,131,43,55,14,0,41,27,57,28,0
Thomas Mangani,FRA,MF,Angers,Ligue 1,33,1987,29.9,64,49,27,32,5,25,84,29.8,59,640,172,26.9,202,377,61,43,7,0,36,33,97,62,0
Vito Mannone,ITA,GK,Monaco,Ligue 1,32,1988,9.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Kostas Manolas,GRE,DF,Napoli,Serie A,29,1991,25.5,34,21,26,8,0,13,24,54.2,11,173,62,35.8,116,50,7,35,16,0,19,26,60,97,2
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26,1994,9.2,27,14,10,14,3,9,15,60.0,6,123,33,26.8,44,46,33,17,2,0,15,8,35,21,0
Juan Manuel Ramos,URU,DF,Spezia,Serie A,23,1996,3.3,4,1,2,1,1,2,4,50.0,2,27,10,37.0,14,7,6,6,0,0,6,2,6,8,0
Myziane Maolida,FRA,FW,Nice,Ligue 1,21,1999,12.0,18,11,4,7,7,5,13,38.5,8,174,41,23.6,37,70,67,7,2,0,5,5,23,4,0
Faitout Maouassa,FRA,DF,Rennes,Ligue 1,22,1998,13.0,27,18,14,8,5,10,21,47.6,11,142,52,36.6,58,58,26,25,3,1,22,12,39,34,0
Sekou Mara,FRA,FW,Bordeaux,Ligue 1,18,2002,2.5,4,3,1,2,1,1,6,16.7,5,67,12,17.9,8,38,21,0,0,0,0,0,4,1,0
Maranhão,BRA,FW,Valladolid,La Liga,23,1996,13.1,7,4,3,2,2,1,12,8.3,11,228,56,24.6,25,98,105,18,2,0,16,1,8,12,0
Fernando Marçal,BRA,DF,Lyon,Ligue 1,31,1989,0.9,0,0,0,0,0,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,0,0,6,0
Fernando Marçal,BRA,DF,Wolves,Premier League,31,1989,6.9,10,4,5,5,0,2,7,28.6,5,72,20,27.8,31,28,13,19,2,0,17,8,18,23,0
Marcelo,BRA,DF,Lyon,Ligue 1,33,1987,32.3,49,26,32,16,1,15,25,60.0,10,212,67,31.6,103,100,9,46,22,2,24,38,87,175,3
Marcelo,BRA,DF,Real Madrid,La Liga,32,1988,11.7,25,17,10,5,10,10,25,40.0,15,145,48,33.1,49,48,48,22,2,0,20,9,34,24,0
Solly March,ENG,DF,Brighton,Premier League,26,1994,18.6,56,35,29,18,9,15,33,45.5,18,240,71,29.6,86,84,70,50,6,0,44,19,75,16,0
Federico Marchetti,ITA,GK,Genoa,Serie A,37,1983,3.7,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0
Riccardo Marchizza,ITA,DF,Spezia,Serie A,22,1998,17.3,23,12,16,4,3,10,18,55.6,8,173,50,28.9,74,63,36,22,6,0,16,19,42,37,0
Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,28,1992,33.5,41,26,20,18,3,8,23,34.8,15,222,79,35.6,106,95,21,70,42,0,28,37,78,135,1
Iván Marcone,ARG,MF,Elche,La Liga,30,1990,29.4,64,48,38,21,5,28,78,35.9,50,376,123,32.7,198,158,20,46,9,0,37,36,100,46,0
Óscar de Marcos,ESP,DF,Athletic Club,La Liga,31,1989,16.9,22,17,12,7,3,11,32,34.4,21,203,53,26.1,69,88,46,34,1,1,33,19,41,40,0
Dario Maresic,AUT,DF,Reims,Ligue 1,20,1999,5.7,12,6,8,4,0,5,11,45.5,6,42,12,28.6,23,16,3,7,2,0,5,6,18,27,0
José Mari,ESP,MF,Cádiz,La Liga,32,1987,16.1,30,22,11,16,3,11,30,36.7,19,265,90,34.0,94,148,23,25,9,0,16,15,45,53,1
Pablo Marí,ESP,DF,Arsenal,Premier League,26,1993,10.0,14,11,11,3,0,4,11,36.4,7,68,27,39.7,41,25,2,13,7,0,6,5,19,56,0
José María Giménez,URU,DF,Atlético Madrid,La Liga,25,1995,19.6,23,15,19,4,0,10,19,52.6,9,117,32,27.4,70,39,8,27,11,0,16,21,44,91,0
Mariano,DOM,FW,Real Madrid,La Liga,26,1993,5.7,2,2,0,1,1,0,6,0.0,6,107,24,22.4,12,47,48,5,1,0,4,0,2,2,0
Jordan Marié,FRA,MF,Dijon,Ligue 1,28,1991,15.9,40,29,15,23,2,15,52,28.8,37,369,107,29.0,104,211,54,22,4,0,18,21,61,13,2
Adrián Marín,ESP,DF,Alavés,La Liga,23,1997,1.0,1,1,0,1,0,0,0,,0,24,6,25.0,4,12,8,5,1,0,4,1,2,3,0
Adrián Marín,ESP,DF,Granada,La Liga,23,1997,3.0,4,2,1,1,2,1,2,50.0,1,32,7,21.9,14,10,8,10,2,0,8,7,11,13,0
Răzvan Marin,ROU,MF,Cagliari,Serie A,24,1996,32.9,66,49,32,25,9,25,52,48.1,27,572,156,27.3,186,312,74,32,9,0,23,26,92,23,0
Guillermo Maripán,CHI,DF,Monaco,Ligue 1,26,1994,23.2,31,17,18,12,1,14,26,53.8,12,175,58,33.1,100,69,6,23,14,0,9,26,57,103,0
Marlon,BRA,DF,Sassuolo,Serie A,24,1995,19.4,23,19,16,5,2,12,17,70.6,5,146,42,28.8,67,68,11,34,16,0,18,28,51,80,1
Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,21,1999,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Marquinhos,BRA,DF,Paris S-G,Ligue 1,26,1994,23.6,25,18,13,9,3,9,27,33.3,18,198,64,32.3,77,90,31,31,11,0,20,32,57,92,2
Luca Marrone,ITA,DF,Crotone,Serie A,30,1990,17.6,28,19,18,10,0,12,22,54.5,10,192,63,32.8,117,69,6,30,9,0,21,14,42,72,1
Roger Martí,ESP,FW,Levante,La Liga,29,1991,24.4,20,13,4,10,6,5,22,22.7,17,440,81,18.4,40,199,201,19,4,0,15,5,25,6,0
Anthony Martial,FRA,FW,Manchester Utd,Premier League,24,1995,16.4,1,1,0,0,1,0,7,0.0,7,148,42,28.4,13,39,96,22,5,0,17,4,5,9,0
Aarón Martín,ESP,DF,Mainz 05,Bundesliga,23,1997,2.9,2,2,2,0,0,1,4,25.0,3,26,9,34.6,6,17,3,2,0,0,2,3,5,1,0
Aarón Martín,ESP,DF,Celta Vigo,La Liga,23,1997,17.1,35,12,18,15,2,13,36,36.1,23,199,50,25.1,84,93,22,26,4,0,22,17,52,50,0
Álex Martín,ESP,DF,Cádiz,La Liga,22,1998,1.1,1,0,0,1,0,1,3,33.3,2,13,2,15.4,8,5,0,1,1,0,0,2,3,6,0
Jonas Martin,FRA,MF,Rennes,Ligue 1,30,1990,5.4,15,11,5,8,2,4,13,30.8,9,80,28,35.0,24,43,13,12,2,0,10,9,24,7,0
Martinelli,BRA,FW,Arsenal,Premier League,19,2001,6.5,6,1,2,3,1,4,12,33.3,8,136,29,21.3,18,46,72,10,1,0,9,8,14,6,0
Emiliano Martínez,ARG,GK,Aston Villa,Premier League,27,1992,38.0,0,0,0,0,0,0,1,0.0,1,6,1,16.7,6,0,0,0,0,0,0,0,0,0,1
Iñigo Martínez,ESP,DF,Athletic Club,La Liga,29,1991,28.0,29,14,20,9,0,12,31,38.7,19,200,67,33.5,122,76,2,28,8,1,20,37,66,151,0
Javi Martínez,ESP,DF,Bayern Munich,Bundesliga,31,1988,5.2,9,5,4,3,2,4,5,80.0,1,60,24,40.0,20,28,12,13,4,0,9,11,20,27,0
Javi Martínez,ESP,MF,Osasuna,La Liga,20,1999,5.1,12,9,4,7,1,5,15,33.3,10,123,31,25.2,23,62,38,13,1,0,12,4,16,4,0
Josep Martinez,ESP,GK,RB Leipzig,Bundesliga,22,1998,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lautaro Martínez,ARG,FW,Inter,Serie A,22,1997,28.5,24,18,5,9,10,6,20,30.0,14,507,133,26.2,61,206,240,42,7,0,35,28,52,15,0
Pablo Martinez,FRA,DF,Nîmes,Ligue 1,31,1989,6.0,13,8,8,5,0,7,9,77.8,2,36,14,38.9,19,15,2,11,3,0,8,7,20,35,1
Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,24,1996,16.5,44,31,28,13,3,20,48,41.7,28,260,85,32.7,139,96,25,24,9,0,15,36,80,63,1
Gelson Martins,POR,MF,Monaco,Ligue 1,25,1995,17.2,39,22,10,12,17,12,42,28.6,30,311,98,31.5,53,146,112,25,0,0,25,12,51,6,0
Adam Marušić,MNE,DF,Lazio,Serie A,27,1992,33.0,50,28,29,18,3,19,41,46.3,22,304,91,29.9,137,114,53,56,6,0,50,48,98,66,1
Sylvain Marveaux,FRA,MF,Lorient,Ligue 1,34,1986,2.2,7,4,3,4,0,1,3,33.3,2,34,15,44.1,8,20,6,1,0,0,1,1,8,1,0
Marvin,ESP,DF,Real Madrid,La Liga,20,2000,1.5,4,1,1,2,1,0,0,,0,24,11,45.8,7,13,4,2,0,0,2,1,5,6,0
Omar Mascarell,ESP,MF,Schalke 04,Bundesliga,27,1993,19.6,42,21,15,20,7,14,51,27.5,37,330,111,33.6,125,170,35,47,13,0,34,36,78,40,1
Andrea Masiello,ITA,DF,Genoa,Serie A,34,1986,28.5,43,22,29,9,5,23,48,47.9,25,305,84,27.5,189,98,18,42,16,0,26,41,84,158,0
Jordi Masip,ESP,GK,Valladolid,La Liga,31,1989,25.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,2,0,0,2,0,0,2,1
Roberto Massimo,GER,DF,Stuttgart,Bundesliga,19,2000,8.4,21,14,13,7,1,10,24,41.7,14,160,49,30.6,64,58,38,15,2,0,13,12,33,11,0
Giuseppe Mastinu,ITA,FW,Spezia,Serie A,28,1991,0.4,1,1,0,1,0,0,0,,0,8,4,50.0,0,6,2,1,0,0,1,1,2,0,0
Arthur Masuaku,COD,DF,West Ham,Premier League,26,1993,11.2,20,13,15,4,1,11,34,32.4,23,136,42,30.9,79,40,17,35,0,0,35,6,26,16,0
Jaime Mata,ESP,FW,Getafe,La Liga,31,1988,22.6,14,10,1,7,6,2,9,22.2,7,311,71,22.8,20,129,162,16,3,0,13,11,25,13,0
Juan Mata,ESP,FW,Manchester Utd,Premier League,32,1988,5.7,2,2,1,1,0,0,5,0.0,5,65,14,21.5,16,24,25,2,0,0,2,2,4,3,0
Pape Matar Sarr,SEN,MF,Metz,Ligue 1,17,2002,17.7,50,27,24,21,5,23,50,46.0,27,356,117,32.9,108,204,44,24,5,0,19,40,90,30,0
Eliot Matazo,BEL,MF,Monaco,Ligue 1,18,2002,3.5,11,8,6,4,1,4,8,50.0,4,83,21,25.3,22,47,14,3,0,0,3,2,13,1,0
Jean-Philippe Mateta,FRA,FW,Mainz 05,Bundesliga,23,1997,11.1,5,5,2,1,2,0,3,0.0,3,107,32,29.9,8,50,49,7,1,0,6,1,6,7,0
Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,23,1997,2.5,1,1,0,1,0,1,3,33.3,2,31,4,12.9,2,18,11,2,1,0,1,1,2,2,0
Nemanja Matić,SRB,MF,Manchester Utd,Premier League,31,1988,12.3,24,15,13,10,1,10,31,32.3,21,175,56,32.0,79,81,15,30,5,0,25,18,42,21,1
Joël Matip,CMR,DF,Liverpool,Premier League,28,1991,7.7,15,11,11,4,0,5,8,62.5,3,58,24,41.4,35,20,3,7,0,0,7,4,19,28,0
Rabbi Matondo,WAL,FW,Schalke 04,Bundesliga,19,2000,2.4,4,3,2,2,0,2,4,50.0,2,63,17,27.0,18,24,21,5,1,0,4,2,6,0,0
Ryder Matos,BRA,MF,Udinese,Serie A,27,1993,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0
Henning Matriciani,GER,DF,Schalke 04,Bundesliga,20,2000,0.3,3,2,2,1,0,1,2,50.0,1,4,2,50.0,3,1,0,2,0,0,2,0,3,0,0
Chrislain Matsima,FRA,DF,Monaco,Ligue 1,18,2002,3.9,8,4,6,2,0,3,6,50.0,3,36,10,27.8,13,23,0,6,0,0,6,1,9,14,0
Federico Mattiello,ITA,DF,Spezia,Serie A,25,1995,0.4,0,0,0,0,0,0,0,,0,2,1,50.0,1,0,1,1,0,0,1,1,1,0,0
Neal Maupay,FRA,FW,Brighton,Premier League,23,1996,27.9,24,18,6,12,6,4,18,22.2,14,475,146,30.7,74,187,214,18,2,0,16,12,36,9,0
Tony Mauricio,FRA,MF,Lens,Ligue 1,26,1994,5.6,18,12,7,8,3,4,12,33.3,8,105,35,33.3,27,57,21,7,1,0,6,2,20,2,0
Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,22,1998,22.6,13,6,6,6,1,5,26,19.2,21,313,72,23.0,80,139,94,22,0,0,22,20,33,5,0
Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,22,1997,16.3,42,22,32,7,3,20,50,40.0,30,130,36,27.7,80,43,7,40,13,0,27,41,83,96,0
Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,31,1989,9.1,9,6,1,6,2,2,6,33.3,4,128,38,29.7,7,64,57,3,0,0,3,3,12,7,0
Borja Mayoral,ESP,FW,Roma,Serie A,23,1997,17.2,6,5,0,2,4,1,12,8.3,11,272,74,27.2,7,124,141,6,0,0,6,3,9,3,1
Borja Mayoral,ESP,FW,Real Madrid,La Liga,23,1997,0.3,0,0,0,0,0,0,1,0.0,1,9,1,11.1,1,4,4,0,0,0,0,0,0,0,0
Youssef Maziz,FRA,MF,Metz,Ligue 1,22,1998,2.9,1,1,1,0,0,0,7,0.0,7,45,9,20.0,11,20,14,2,0,0,2,3,4,2,0
Antonio Mazzotta,ITA,DF,Crotone,Serie A,30,1989,0.6,1,0,0,1,0,0,0,,0,8,1,12.5,2,5,1,0,0,0,0,0,1,1,0
Kevin Mbabu,SUI,DF,Wolfsburg,Bundesliga,25,1995,18.2,53,31,28,20,5,19,38,50.0,19,298,107,35.9,121,115,62,51,8,0,43,23,76,86,0
Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,21,1998,26.4,9,5,3,1,5,2,11,18.2,9,183,57,31.1,7,52,124,12,1,0,11,7,16,7,1
Ibrahima Mbaye,SEN,DF,Bologna,Serie A,25,1994,4.8,6,3,5,1,0,0,2,0.0,2,37,12,32.4,16,14,7,6,3,0,3,2,8,11,0
Jean-Manuel Mbom,GER,MF,Werder Bremen,Bundesliga,20,2000,12.9,25,15,16,7,2,12,35,34.3,23,276,79,28.6,105,123,48,27,6,0,21,14,39,29,0
Nathanael Mbuku,FRA,MF,Reims,Ligue 1,18,2002,24.6,33,22,10,14,9,9,24,37.5,15,414,99,23.9,94,178,142,34,3,0,31,16,49,9,0
James McArthur,SCO,MF,Crystal Palace,Premier League,32,1987,16.3,56,26,29,22,5,18,45,40.0,27,378,102,27.0,159,182,37,39,4,0,35,23,79,25,0
Oliver McBurnie,SCO,FW,Sheffield Utd,Premier League,24,1996,14.7,13,7,6,5,2,5,19,26.3,14,296,62,20.9,24,162,110,17,4,0,13,8,21,25,0
Alex McCarthy,ENG,GK,Southampton,Premier League,30,1989,30.0,0,0,0,0,0,0,3,0.0,3,4,1,25.0,4,0,0,0,0,0,0,0,0,1,2
James McCarthy,IRL,MF,Crystal Palace,Premier League,29,1990,9.1,18,8,12,6,0,10,25,40.0,15,181,42,23.2,86,82,13,20,8,0,12,8,26,12,0
John McGinn,SCO,MF,Aston Villa,Premier League,25,1994,37.0,74,46,24,38,12,23,77,29.9,54,649,168,25.9,206,330,113,39,5,0,34,45,119,30,2
David McGoldrick,IRL,FW,Sheffield Utd,Premier League,32,1987,26.6,30,16,6,16,8,9,34,26.5,25,434,105,24.2,70,191,173,36,4,0,32,12,42,29,0
