Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Blocks Int,Blocks Tkl+Int,Blocks Clr,Blocks Err
Casemiro,BRA,MF,Real Madrid,La Liga,28,1992,32.2,89,56,49,35,5,29,74,39.2,45,510,185,36.3,224,228,58,69,18,0,51,61,150,96,0
Matty Cash,POL,DF,Aston Villa,Premier League,22,1997,26.4,78,44,41,29,8,34,76,44.7,42,446,127,28.5,232,168,46,77,15,0,62,49,127,110,2
Kiko Casilla,ESP,GK,Leeds United,Premier League,33,1986,3.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,0
Giuseppe Caso,ITA,MF,Genoa,Serie A,21,1998,0.6,0,0,0,0,0,0,1,0.0,1,10,4,40.0,2,6,2,1,0,0,1,2,2,1,0
Moreto Cassamã,GNB,MF,Reims,Ligue 1,22,1998,22.6,50,37,22,26,2,16,41,39.0,25,309,104,33.7,121,155,33,27,10,1,17,40,90,26,1
Francesco Cassata,ITA,DF,Genoa,Serie A,23,1997,2.5,8,6,8,0,0,2,8,25.0,6,64,15,23.4,30,26,8,1,0,0,1,4,12,2,0
Timothy Castagne,BEL,DF,Leicester City,Premier League,24,1995,26.1,59,34,31,22,6,20,44,45.5,24,351,100,28.5,146,130,75,53,5,0,48,23,82,67,1
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,28,1992,32.0,0,0,0,0,0,0,2,0.0,2,3,0,0.0,2,1,0,1,0,0,1,0,0,3,2
Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,25,1995,21.6,34,14,21,11,2,19,34,55.9,15,173,58,33.5,109,59,5,36,20,1,16,29,63,134,0
Samu Castillejo,ESP,FW,Milan,Serie A,25,1995,13.1,28,17,12,13,3,17,41,41.5,24,328,82,25.0,65,163,100,18,0,0,18,13,41,9,0
Gonzalo Castro,GER,MF,Stuttgart,Bundesliga,33,1987,19.2,14,11,3,9,2,4,25,16.0,21,239,81,33.9,43,114,82,26,5,0,21,10,24,14,0
Jonny Castro,ESP,DF,Wolves,Premier League,26,1994,5.5,8,5,5,2,1,5,18,27.8,13,99,25,25.3,37,43,19,10,3,0,7,7,15,8,0
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,23,1997,25.9,44,29,24,11,9,13,39,33.3,26,509,168,33.0,192,205,112,37,4,0,33,31,75,23,0
Danilo Cataldi,ITA,MF,Lazio,Serie A,25,1994,6.3,10,7,2,6,2,3,22,13.6,19,125,34,27.2,34,66,25,5,1,0,4,9,19,4,0
Ivan Cavaleiro,POR,FW,Fulham,Premier League,26,1993,27.5,28,21,13,10,5,4,22,18.2,18,445,131,29.4,82,183,180,38,1,0,37,18,46,22,1
Edinson Cavani,URU,FW,Manchester Utd,Premier League,33,1987,15.3,15,11,1,8,6,3,12,25.0,9,210,59,28.1,16,76,118,6,1,0,5,10,25,11,0
Dani Ceballos,ESP,MF,Arsenal,Premier League,23,1996,17.9,40,33,19,12,9,13,49,26.5,36,281,75,26.7,121,100,60,29,7,1,22,24,64,21,0
Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,28,1992,19.3,25,14,18,7,0,3,11,27.3,8,239,69,28.9,104,119,16,23,6,0,17,33,58,94,0
Federico Ceccherini,ITA,DF,Fiorentina,Serie A,28,1992,3.0,5,2,2,3,0,2,3,66.7,1,39,12,30.8,25,13,1,8,5,0,3,3,8,17,0
Zeki Çelik,TUR,DF,Lille,Ligue 1,23,1997,26.5,80,37,33,36,11,35,74,47.3,39,439,138,31.4,164,213,62,63,8,0,55,33,113,70,0
Bersant Celina,KVX,MF,Dijon,Ligue 1,23,1996,25.5,27,11,7,15,5,7,36,19.4,29,395,109,27.6,101,211,83,26,3,0,23,15,42,11,0
Fabien Centonze,FRA,DF,Metz,Ligue 1,24,1996,35.8,108,55,66,31,11,29,58,50.0,29,485,161,33.2,225,185,75,86,15,0,71,66,174,174,1
Luca Ceppitelli,ITA,DF,Cagliari,Serie A,30,1989,16.3,27,17,15,10,2,9,21,42.9,12,142,48,33.8,81,52,9,29,14,0,15,23,50,80,1
Alberto Cerri,ITA,FW,Cagliari,Serie A,24,1996,4.1,7,5,0,6,1,1,4,25.0,3,52,13,25.0,4,21,27,7,4,0,3,3,10,6,0
Sava Cestic,SRB,DF,Köln,Bundesliga,19,2001,10.0,21,14,16,4,1,7,19,36.8,12,111,36,32.4,83,25,3,20,6,0,14,29,50,54,0
Julian Chabot,GER,DF,Spezia,Serie A,22,1998,18.4,52,36,28,22,2,17,34,50.0,17,234,94,40.2,128,100,6,33,12,1,21,24,76,99,1
Nassim Chadli,FRA,FW,Nîmes,Ligue 1,19,2001,0.3,1,0,1,0,0,0,1,0.0,1,15,2,13.3,4,6,5,3,0,0,3,1,2,0,0
Fouad Chafik,MAR,DF,Dijon,Ligue 1,33,1986,18.0,39,28,27,9,3,14,36,38.9,22,205,66,32.2,108,78,19,33,9,2,24,20,59,56,0
Mehdi Chahiri,MAR,FW,Strasbourg,Ligue 1,24,1996,8.9,18,13,6,8,4,5,21,23.8,16,145,51,35.2,43,45,57,12,0,0,12,12,30,2,0
Sofian Chakla,MAR,DF,Getafe,La Liga,26,1993,10.0,13,7,10,2,1,3,5,60.0,2,76,25,32.9,46,29,1,6,3,0,3,13,26,96,0
Sofian Chakla,MAR,DF,Villarreal,La Liga,26,1993,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0
Aníbal Chalá,ECU,DF,Dijon,Ligue 1,24,1996,8.3,17,7,10,4,3,4,13,30.8,9,122,24,19.7,52,57,13,11,2,0,9,16,33,22,0
Trevoh Chalobah,ENG,DF,Lorient,Ligue 1,21,1999,24.9,50,28,31,18,1,17,35,48.6,18,229,80,34.9,106,103,20,28,8,0,20,63,113,93,0
Calum Chambers,ENG,DF,Arsenal,Premier League,25,1995,8.4,9,3,4,3,2,3,10,30.0,7,95,28,29.5,50,30,15,16,3,0,13,14,23,45,0
Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,30,1990,4.8,3,1,1,1,1,1,5,20.0,4,48,8,16.7,16,17,15,7,2,0,5,2,5,6,0
Kwon Chang-hoon,KOR,MF,Freiburg,Bundesliga,26,1994,2.4,5,2,1,2,2,1,3,33.3,2,69,15,21.7,12,34,23,4,1,0,3,5,10,2,0
Gaëtan Charbonnier,FRA,MF,Brest,Ligue 1,31,1988,17.4,26,18,8,11,7,9,30,30.0,21,307,77,25.1,59,133,115,20,1,0,19,10,36,23,0
Brendan Chardonnet,FRA,DF,Brest,Ligue 1,25,1994,30.2,57,33,40,15,2,31,45,68.9,14,243,90,37.0,147,84,12,67,41,1,26,46,103,224,2
Xavier Chavalerin,FRA,MF,Reims,Ligue 1,29,1991,28.3,111,63,53,42,16,14,70,20.0,56,621,177,28.5,247,274,100,44,9,0,35,36,147,31,1
Pape Cheikh Diop,SEN,MF,Dijon,Ligue 1,22,1997,12.1,18,17,12,5,1,7,30,23.3,23,215,63,29.3,73,109,33,18,3,0,15,6,24,11,0
Chema,ESP,DF,Getafe,La Liga,28,1992,6.2,11,4,8,3,0,4,9,44.4,5,69,18,26.1,27,35,7,4,1,0,3,7,18,35,0
Rayan Cherki,FRA,FW,Lyon,Ligue 1,16,2003,7.8,8,5,1,3,4,2,12,16.7,10,104,37,35.6,11,49,44,4,0,0,4,4,12,0,0
Denis Cheryshev,RUS,MF,Valencia,La Liga,29,1990,12.2,23,17,6,9,8,5,25,20.0,20,234,51,21.8,68,103,63,21,1,0,20,7,30,15,0
Giorgio Chiellini,ITA,DF,Juventus,Serie A,35,1984,15.4,17,12,14,3,0,5,14,35.7,9,114,49,43.0,75,36,3,27,16,0,11,21,38,65,1
Federico Chiesa,ITA,MF,Juventus,Serie A,22,1997,24.6,58,40,24,20,14,22,50,44.0,28,397,131,33.0,137,147,113,27,1,0,26,11,69,21,0
Federico Chiesa,ITA,DF,Fiorentina,Serie A,22,1997,2.7,4,2,1,2,1,1,5,20.0,4,44,8,18.2,13,19,12,3,1,0,2,1,5,2,0
Ben Chilwell,ENG,DF,Chelsea,Premier League,23,1996,25.4,46,29,19,20,7,16,37,43.2,21,323,102,31.6,133,131,59,65,3,0,62,29,75,66,0
Vlad Chiricheș,ROU,DF,Sassuolo,Serie A,30,1989,20.4,40,20,36,3,1,11,24,45.8,13,234,74,31.6,137,89,8,45,19,0,26,34,74,76,0
Pedro Chirivella,ESP,MF,Nantes,Ligue 1,23,1997,25.3,39,19,12,19,8,7,54,13.0,47,424,127,30.0,111,235,78,34,5,0,29,38,77,23,0
Tahith Chong,NED,FW,Werder Bremen,Bundesliga,20,1999,4.3,12,8,3,7,2,4,8,50.0,4,96,32,33.3,14,60,22,3,0,0,3,3,15,2,0
Joris Chotard,FRA,MF,Montpellier,Ligue 1,18,2001,12.9,22,17,7,13,2,9,32,28.1,23,185,50,27.0,60,96,29,12,3,0,9,17,39,21,0
Hamza Choudhury,ENG,MF,Leicester City,Premier League,22,1997,3.5,11,7,5,6,0,2,10,20.0,8,53,18,34.0,18,31,4,9,2,0,7,5,16,6,1
Mounir Chouiar,FRA,FW,Dijon,Ligue 1,21,1999,14.3,22,15,12,6,4,8,22,36.4,14,196,62,31.6,54,87,55,22,0,0,22,9,31,6,0
Andreas Christensen,DEN,DF,Chelsea,Premier League,24,1996,15.2,20,12,14,4,2,5,11,45.5,6,103,38,36.9,56,38,9,26,15,0,11,26,46,80,1
Carney Chukwuemeka,SRI,FW,Aston Villa,Premier League,16,2003,0.2,2,2,1,0,1,1,3,33.3,2,14,3,21.4,6,4,4,1,0,0,1,0,2,0,0
Samuel Chukwueze,NGA,MF,Villarreal,La Liga,21,1999,15.2,16,9,3,9,4,5,19,26.3,14,183,47,25.7,41,70,72,13,0,0,13,7,23,8,0
Darko Churlinov,MKD,DF,Stuttgart,Bundesliga,20,2000,2.4,3,1,1,1,1,0,3,0.0,3,37,15,40.5,10,9,18,9,1,0,8,1,4,4,0
Víctor Chust,ESP,DF,Real Madrid,La Liga,20,2000,1.1,3,1,1,2,0,0,2,0.0,2,9,3,33.3,5,4,0,3,3,0,0,1,4,11,0
Sébastien Cibois,FRA,GK,Brest,Ligue 1,22,1998,3.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,1
Cifu,ESP,DF,Elche,La Liga,29,1990,5.0,9,6,5,4,0,4,10,40.0,6,83,22,26.5,58,23,2,8,1,0,7,3,12,15,1
Alberto Cifuentes,ESP,GK,Cádiz,La Liga,41,1979,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Luca Cigarini,ITA,MF,Crotone,Serie A,34,1986,10.3,25,17,9,14,2,12,34,35.3,22,168,53,31.5,62,85,21,16,1,0,15,10,35,8,1
Jasper Cillessen,NED,GK,Valencia,La Liga,31,1989,10.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,0
Antonio Cioffi,ITA,FW,Napoli,Serie A,17,2002,0.1,0,0,0,0,0,0,0,,0,4,2,50.0,1,3,0,2,0,0,2,1,1,0,0
Tim Civeja,GER,MF,Augsburg,Bundesliga,18,2002,0.4,0,0,0,0,0,0,1,0.0,1,6,2,33.3,3,3,0,1,0,0,1,1,1,1,0
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,30,1989,21.0,27,14,18,7,2,3,10,30.0,7,156,49,31.4,102,42,12,45,20,0,25,26,53,134,3
Alexis Claude-Maurice,FRA,MF,Nice,Ligue 1,22,1998,21.2,36,25,16,14,6,18,49,36.7,31,363,97,26.7,84,165,114,16,2,0,14,13,49,11,0
Jonathan Clauss,FRA,DF,Lens,Ligue 1,27,1992,28.0,54,27,16,25,13,18,51,35.3,33,342,103,30.1,122,133,87,55,1,0,54,43,97,56,0
Carlos Clerc,ESP,DF,Levante,La Liga,28,1992,30.9,66,47,37,22,7,23,50,46.0,27,425,151,35.5,187,168,70,53,4,0,49,35,101,94,1
Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,29,1991,12.7,21,9,14,7,0,9,16,56.3,7,117,31,26.5,73,29,15,25,2,0,23,13,34,32,0
Conor Coady,ENG,DF,Wolves,Premier League,27,1993,36.7,31,23,23,8,0,14,37,37.8,23,203,71,35.0,149,52,2,59,39,2,20,25,56,163,1
Marcus Coco,FRA,MF,Nantes,Ligue 1,24,1996,16.4,41,30,17,14,10,13,31,41.9,18,320,87,27.2,89,155,76,19,2,0,17,15,56,15,0
Coke,ESP,DF,Levante,La Liga,33,1987,9.3,21,11,12,6,3,10,25,40.0,15,130,32,24.6,71,39,20,17,0,0,17,15,36,36,0
Séamus Coleman,IRL,DF,Everton,Premier League,31,1988,17.9,39,26,25,9,5,17,40,42.5,23,242,73,30.2,134,72,36,39,9,0,30,20,59,38,1
Ebrima Colley,GAM,FW,Hellas Verona,Serie A,20,2000,8.2,8,5,0,8,0,4,12,33.3,8,133,39,29.3,27,53,53,9,0,0,9,2,10,1,0
Omar Colley,GAM,DF,Sampdoria,Serie A,27,1992,28.8,40,24,26,12,2,10,21,47.6,11,245,88,35.9,149,88,8,47,30,2,17,52,92,177,2
Simone Colombi,ITA,GK,Parma,Serie A,29,1991,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Lorenzo Colombo,ITA,FW,Milan,Serie A,18,2002,1.0,2,2,1,1,0,0,2,0.0,2,32,6,18.8,5,20,7,0,0,0,0,1,3,2,0
Racine Coly,SEN,DF,Nice,Ligue 1,24,1995,0.2,1,1,1,0,0,0,1,0.0,1,4,3,75.0,2,2,0,0,0,0,0,0,1,0,0
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,24,1996,19.5,20,12,9,9,2,8,27,29.6,19,320,102,31.9,56,133,131,24,0,0,24,12,32,5,0
Daniel Congré,FRA,DF,Montpellier,Ligue 1,35,1985,36.6,58,36,48,10,0,32,68,47.1,36,329,131,39.8,209,106,14,67,35,0,32,45,103,189,3
Aaron Connolly,IRL,FW,Brighton,Premier League,20,2000,8.8,7,5,2,4,1,1,5,20.0,4,124,40,32.3,7,58,59,9,1,0,8,0,7,1,0
Andrea Consigli,ITA,GK,Sassuolo,Serie A,33,1987,37.0,0,0,0,0,0,0,1,0.0,1,9,1,11.1,9,0,0,0,0,0,0,0,0,2,0
Andrea Conti,ITA,DF,Milan,Serie A,26,1994,0.3,1,1,1,0,0,0,0,,0,8,4,50.0,5,2,1,1,0,0,1,1,2,1,0
Andrea Conti,ITA,DF,Parma,Serie A,26,1994,9.0,30,18,20,8,2,10,30,33.3,20,128,37,28.9,70,43,15,17,4,0,13,24,54,18,0
Liam Cooper,SCO,DF,Leeds United,Premier League,28,1991,24.3,76,47,48,27,1,34,58,58.6,24,291,115,39.5,181,102,8,45,31,0,14,53,129,123,1
Francis Coquelin,FRA,MF,Villarreal,La Liga,29,1991,8.2,21,9,3,15,3,5,11,45.5,6,127,38,29.9,37,73,17,12,2,0,10,17,38,12,0
Theo Corbeanu,CAN,FW,Wolves,Premier League,18,2002,0.1,1,0,0,1,0,0,1,0.0,1,4,1,25.0,1,2,1,0,0,0,0,1,2,0,0
Sébastien Corchia,FRA,DF,Nantes,Ligue 1,29,1990,23.0,53,25,28,15,10,22,50,44.0,28,287,95,33.1,112,125,50,47,10,0,37,26,79,72,0
Alex Cordaz,ITA,GK,Crotone,Serie A,37,1983,36.0,0,0,0,0,0,0,1,0.0,1,3,1,33.3,3,0,0,0,0,0,0,0,0,2,2
Iñigo Córdoba,ESP,MF,Alavés,La Liga,23,1997,2.4,7,5,3,2,2,2,10,20.0,8,85,17,20.0,27,39,19,8,0,0,8,4,11,1,0
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,23,1997,1.1,0,0,0,0,0,0,4,0.0,4,23,7,30.4,6,7,10,3,0,0,3,1,1,1,0
Jhon Córdoba,COL,FW,Hertha BSC,Bundesliga,27,1993,17.1,11,4,1,5,5,2,9,22.2,7,266,78,29.3,20,128,118,16,2,0,14,9,20,4,0
Sergio Córdova,VEN,FW,Arminia,Bundesliga,22,1997,12.1,16,11,1,9,6,3,14,21.4,11,269,57,21.2,21,150,98,14,2,0,12,6,22,14,0
Jack Cork,ENG,MF,Burnley,Premier League,31,1989,15.0,25,16,6,15,4,9,27,33.3,18,234,71,30.3,58,121,55,20,6,0,14,15,40,24,0
Andreas Cornelius,DEN,FW,Parma,Serie A,27,1993,21.1,9,5,1,3,5,2,12,16.7,10,274,66,24.1,22,101,151,11,3,0,8,1,10,29,1
Maxwel Cornet,CIV,DF,Lyon,Ligue 1,23,1996,27.2,80,46,46,24,10,29,58,50.0,29,301,97,32.2,152,101,48,43,3,0,40,44,124,85,2
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,25,1995,26.6,37,30,12,18,7,14,51,27.5,37,502,147,29.3,87,232,183,31,2,0,29,21,58,16,0
Joaquín Correa,ARG,FW,Lazio,Serie A,25,1994,21.5,17,10,4,9,4,6,25,24.0,19,338,107,31.7,37,154,147,13,0,0,13,9,26,7,0
Rober Correa,ESP,DF,Eibar,La Liga,27,1992,12.6,23,17,14,6,3,9,14,64.3,5,134,45,33.6,59,50,25,24,1,0,23,24,47,58,0
Félix Correia,POR,MF,Juventus,Serie A,19,2001,0.1,0,0,0,0,0,0,0,,0,7,0,0.0,2,3,2,0,0,0,0,0,0,0,0
Thierry Correia,POR,DF,Valencia,La Liga,21,1999,23.7,59,34,43,11,5,24,44,54.5,20,355,95,26.8,197,109,49,42,5,0,37,36,95,86,1
Danny da Costa,GER,DF,Mainz 05,Bundesliga,27,1993,13.4,25,10,11,7,7,10,26,38.5,16,187,48,25.7,81,66,40,17,2,0,15,22,47,39,0
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,27,1993,1.2,2,2,2,0,0,0,1,0.0,1,25,6,24.0,9,12,4,4,1,0,3,0,2,4,0
David Pereira da Costa,POR,MF,Lens,Ligue 1,19,2001,1.8,6,5,2,4,0,4,4,100.0,0,30,13,43.3,10,16,4,3,0,0,3,0,6,2,0
Diego Costa,ESP,FW,Atlético Madrid,La Liga,31,1988,2.3,1,0,1,0,0,1,3,33.3,2,30,6,20.0,3,18,9,1,0,0,1,0,1,2,0
Douglas Costa,BRA,MF,Juventus,Serie A,29,1990,0.5,1,0,1,0,0,1,3,33.3,2,8,1,12.5,1,4,3,0,0,0,0,1,2,0,0
Douglas Costa,BRA,FW,Bayern Munich,Bundesliga,29,1990,3.6,2,2,1,1,0,0,2,0.0,2,67,18,26.9,5,32,30,8,1,0,7,3,5,0,0
Hélder Costa,ANG,MF,Leeds United,Premier League,26,1994,12.8,30,15,14,7,9,9,32,28.1,23,265,72,27.2,93,102,70,19,0,0,19,6,36,9,0
Jaume Costa,ESP,DF,Villarreal,La Liga,32,1988,3.9,11,3,6,5,0,5,8,62.5,3,42,15,35.7,11,23,8,10,1,0,9,8,19,12,0
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,36,1983,6.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,1
Charles Costes,FRA,MF,Dijon,Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,,0,4,0,0.0,1,2,1,0,0,0,0,0,0,0,0
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,33,1987,38.0,0,0,0,0,0,0,2,0.0,2,6,1,16.7,6,0,0,1,0,0,1,0,0,3,0
Vladimír Coufal,CZE,DF,West Ham,Premier League,27,1992,33.9,77,41,57,17,3,44,93,47.3,49,457,126,27.6,247,140,70,74,5,0,69,39,116,122,1
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,28,1991,10.9,7,6,0,3,4,2,5,40.0,3,79,18,22.8,1,38,40,5,2,0,3,3,10,11,0
Lassana Coulibaly,MLI,MF,Angers,Ligue 1,24,1996,18.7,81,56,35,35,11,24,67,35.8,43,468,157,33.5,167,248,53,28,6,0,22,36,117,41,1
Mamadou Coulibaly,SEN,MF,Udinese,Serie A,21,1999,2.0,10,7,4,6,0,0,2,0.0,2,36,6,16.7,8,24,4,3,1,0,2,1,11,0,0
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,25,1994,21.5,33,23,27,5,1,8,25,32.0,17,217,64,29.5,134,72,11,35,12,0,23,40,73,114,1
Tanguy Coulibaly,FRA,DF,Stuttgart,Bundesliga,19,2001,16.7,38,20,18,8,12,14,30,46.7,16,362,94,26.0,93,136,133,26,0,0,26,7,45,15,0
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,28,1992,38.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,1,5
Philippe Coutinho,BRA,MF,Barcelona,La Liga,28,1992,7.3,7,6,2,4,1,2,5,40.0,3,65,20,30.8,14,29,22,4,0,0,4,4,11,1,0
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,21,1999,15.2,39,18,28,10,1,19,38,50.0,19,182,50,27.5,105,56,21,35,12,0,23,21,60,51,0
Alessio Cragno,ITA,GK,Cagliari,Serie A,26,1994,34.0,0,0,0,0,0,0,3,0.0,3,7,1,14.3,7,0,0,0,0,0,0,0,0,1,1
Gian Crespi,ITA,GK,Crotone,Serie A,19,2001,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,ENG,DF,West Ham,Premier League,30,1989,35.2,31,13,15,14,2,14,34,41.2,20,230,67,29.1,122,90,18,48,14,0,34,36,67,98,0
Domenico Criscito,ITA,DF,Genoa,Serie A,33,1986,19.2,43,27,31,9,3,10,28,35.7,18,238,71,29.8,131,94,13,27,14,0,13,35,78,77,1
Bryan Cristante,ITA,DF,Roma,Serie A,25,1995,23.9,38,31,17,18,3,8,26,30.8,18,375,108,28.8,133,172,70,29,9,0,20,34,72,76,2
Giovanni Crociata,ITA,MF,Crotone,Serie A,22,1997,0.3,2,1,1,1,0,1,1,100.0,0,12,1,8.3,3,7,2,1,0,0,1,0,2,0,0
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,28,1992,21.8,33,17,16,15,2,18,32,56.3,14,228,65,28.5,103,92,33,48,6,1,42,10,43,59,1
Juan Cuadrado,COL,DF,Juventus,Serie A,32,1988,24.2,42,21,24,13,5,14,40,35.0,26,287,84,29.3,134,93,60,35,2,0,33,31,73,22,1
Adrián Cubas,PAR,MF,Nîmes,Ligue 1,24,1996,24.9,81,62,32,39,10,35,86,40.7,51,667,232,34.8,295,320,52,42,10,0,32,57,138,32,1
Sergio Cubero Ezcurra,ESP,MF,Eibar,La Liga,20,1999,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0
Cucho,COL,FW,Getafe,La Liga,21,1999,16.3,19,10,1,15,3,1,19,5.3,18,319,74,23.2,31,169,119,19,1,0,18,5,24,8,0
Marc Cucurella,ESP,MF,Getafe,La Liga,22,1998,36.0,70,48,24,37,9,20,56,35.7,36,774,235,30.4,199,387,188,69,4,0,65,54,124,40,0
Mickaël Cuisance,FRA,FW,Bayern Munich,Bundesliga,20,1999,0.2,0,0,0,0,0,0,0,,0,4,1,25.0,0,1,3,1,0,0,1,0,0,0,0
Mickaël Cuisance,FRA,MF,Marseille,Ligue 1,20,1999,11.4,26,17,9,12,5,7,31,22.6,24,305,79,25.9,75,154,76,14,0,0,14,7,33,8,0
Matheus Cunha,BRA,FW,Hertha BSC,Bundesliga,21,1999,23.9,39,30,10,22,7,12,51,23.5,39,492,136,27.6,120,211,161,38,4,0,34,35,74,6,0
Giuseppe Cuomo,ITA,DF,Crotone,Serie A,22,1998,8.9,27,14,19,8,0,13,21,61.9,8,136,52,38.2,75,52,9,16,4,0,12,15,42,35,0
Patrick Cutrone,ITA,FW,Wolves,Premier League,22,1998,0.3,0,0,0,0,0,0,0,,0,7,2,28.6,2,1,4,0,0,0,0,0,0,0,0
Patrick Cutrone,ITA,FW,Fiorentina,Serie A,22,1998,2.2,3,2,2,1,0,0,4,0.0,4,63,11,17.5,11,30,22,3,0,0,3,0,3,0,0
Patrick Cutrone,ITA,FW,Valencia,La Liga,22,1998,1.2,0,0,0,0,0,0,0,,0,28,6,21.4,3,11,14,0,0,0,0,1,1,0,0
Wylan Cyprien,FRA,MF,Parma,Serie A,25,1995,4.6,10,6,7,3,0,2,6,33.3,4,69,18,26.1,33,30,6,13,6,0,7,3,13,11,2
Rafael Czichos,GER,DF,Köln,Bundesliga,30,1990,25.1,63,37,41,21,1,20,44,45.5,24,272,108,39.7,164,103,5,41,10,0,31,38,101,144,0
Lennart-Marten Czyborra,GER,DF,Genoa,Serie A,21,1999,13.0,15,7,6,5,4,7,19,36.8,12,160,38,23.8,70,58,32,25,3,0,22,12,27,33,0
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,31,1988,7.8,16,11,6,8,2,6,13,46.2,7,93,34,36.6,32,48,13,13,7,0,6,6,22,16,0
Damien Da Silva,FRA,DF,Rennes,Ligue 1,32,1988,29.6,29,18,19,8,2,12,24,50.0,12,167,67,40.1,90,72,5,29,16,1,13,40,69,161,1
Moanes Dabbur,ISR,FW,Hoffenheim,Bundesliga,28,1992,11.1,12,8,5,4,3,4,15,26.7,11,188,60,31.9,21,91,76,10,1,0,9,6,18,5,0
Bryan Dabo,BFA,MF,Benevento,Serie A,28,1992,12.4,15,8,9,4,2,6,17,35.3,11,181,52,28.7,59,93,29,15,2,0,13,14,29,18,0
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,21,1998,15.1,26,13,6,15,5,11,25,44.0,14,209,66,31.6,66,89,54,33,6,1,27,12,38,26,0
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,22,1998,3.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,24,1996,14.0,36,24,12,20,4,11,38,28.9,27,295,82,27.8,83,171,41,31,7,0,24,21,57,14,0
Leon Dajaku,GER,FW,Union Berlin,Bundesliga,19,2001,0.4,1,1,0,1,0,0,0,,0,7,1,14.3,0,7,0,0,0,0,0,0,1,0,0
Stuart Dallas,NIR,DF,Leeds United,Premier League,29,1991,37.9,79,52,46,28,5,29,100,29.0,71,587,190,32.4,223,279,85,55,3,0,52,59,138,55,1
Diogo Dalot,POR,DF,Milan,Serie A,21,1999,12.1,37,17,26,9,2,23,37,62.2,14,180,38,21.1,98,61,21,26,5,0,21,18,55,54,0
Mikkel Damsgaard,DEN,MF,Sampdoria,Serie A,20,2000,19.7,50,28,17,25,8,16,74,21.6,58,575,148,25.7,130,280,165,43,4,0,39,28,78,13,0
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,19,2001,16.4,29,12,19,7,3,15,26,57.7,11,168,49,29.2,91,57,20,20,7,0,13,19,48,47,1
Danilo,BRA,DF,Juventus,Serie A,29,1991,32.4,60,37,39,13,8,24,59,40.7,35,249,80,32.1,134,85,30,54,13,0,41,44,104,82,0
Scott Dann,ENG,DF,Crystal Palace,Premier League,33,1987,15.0,10,7,9,1,0,3,12,25.0,9,62,17,27.4,41,20,1,26,16,0,10,8,18,75,1
Tiago Dantas,POR,MF,Bayern Munich,Bundesliga,19,2000,0.8,0,0,0,0,0,0,0,,0,10,2,20.0,5,4,1,0,0,0,0,1,1,0,0
