Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Łukasz Piszczek,POL,DF,Dortmund,Bundesliga,35,1985,5.1,0,0,0,1,3,0,6,9,10,0,0,0,36,7,6,53.8
Marko Pjaca,CRO,FW,Genoa,Serie A,25,1995,15.8,0,0,0,20,27,2,8,8,11,0,0,0,73,13,50,20.6
Miralem Pjanić,BIH,MF,Barcelona,La Liga,30,1990,7.0,1,0,0,6,12,0,1,8,5,0,0,0,73,5,5,50.0
Óscar Plano,ESP,MF,Valladolid,La Liga,29,1991,28.0,1,1,0,47,77,3,28,37,37,0,1,0,216,61,69,46.9
Marvin Plattenhardt,GER,DF,Hertha BSC,Bundesliga,28,1992,11.9,1,0,0,11,10,0,45,6,13,0,0,0,67,8,4,66.7
Alassane Pléa,FRA,FW,M'Gladbach,Bundesliga,27,1993,20.0,2,0,0,23,33,21,37,7,9,0,0,0,86,34,38,47.2
Dani Plomer,ESP,FW,Granada,La Liga,21,1998,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
Tommaso Pobega,ITA,MF,Spezia,Serie A,21,1999,13.7,6,0,0,32,20,0,7,14,21,3,1,0,87,20,19,51.3
Daniel Podence,POR,MF,Wolves,Premier League,24,1995,18.5,3,0,0,15,34,5,28,15,7,0,0,0,113,8,21,27.6
Paul Pogba,FRA,MF,Manchester Utd,Premier League,27,1993,21.1,3,0,0,51,55,4,24,25,26,2,2,0,210,55,38,59.1
Joel Pohjanpalo,FIN,FW,Union Berlin,Bundesliga,25,1994,9.5,0,0,0,9,9,12,3,1,2,0,0,0,38,38,52,42.2
Joel Pohjanpalo,FIN,MF,Leverkusen,Bundesliga,25,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Andrea Poli,ITA,MF,Bologna,Serie A,30,1989,4.3,1,0,0,8,8,0,2,7,7,0,0,1,45,2,6,25.0
Matteo Politano,ITA,FW,Napoli,Serie A,26,1993,21.2,3,0,0,17,52,0,45,21,14,0,0,0,106,6,19,24.0
Jorge Pombo,ESP,FW,Cádiz,La Liga,26,1994,5.8,1,0,0,11,14,0,8,3,4,0,0,0,43,3,4,42.9
Marin Pongračić,CRO,DF,Wolfsburg,Bundesliga,22,1997,6.4,2,1,1,13,3,0,0,22,9,0,0,0,64,17,10,63.0
Pere Pons,ESP,MF,Alavés,La Liga,27,1993,13.2,1,0,0,21,24,1,8,11,19,0,0,0,121,12,26,31.6
Nick Pope,ENG,GK,Burnley,Premier League,28,1992,32.0,1,0,0,2,5,0,0,1,0,0,2,0,164,0,1,0.0
Manolo Portanova,ITA,FW,Juventus,Serie A,20,2000,0.8,1,0,0,2,4,0,0,0,2,0,0,0,3,1,0,100.0
Manolo Portanova,ITA,DF,Genoa,Serie A,20,2000,0.7,0,0,0,3,6,0,0,2,1,0,0,0,6,0,6,0.0
Francisco Portillo,ESP,MF,Getafe,La Liga,30,1990,4.6,1,0,0,4,3,0,12,5,3,0,0,0,42,1,15,6.3
Portu,ESP,FW,Real Sociedad,La Liga,28,1992,24.3,3,0,0,36,26,23,58,14,14,0,0,0,118,21,38,35.6
Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,23,1997,23.5,11,1,1,42,12,1,18,29,32,0,0,0,239,53,34,60.9
Sergio Postigo,ESP,DF,Levante,La Liga,31,1988,18.0,4,0,0,15,11,0,1,39,13,0,0,1,110,28,19,59.6
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,26,1994,15.0,1,0,0,25,34,9,10,7,2,1,0,0,80,39,45,46.4
Maxime Poundjé,FRA,DF,Bordeaux,Ligue 1,27,1992,5.5,1,0,0,4,9,0,12,10,3,0,0,0,31,17,9,65.4
Darío Poveda,ESP,FW,Getafe,La Liga,23,1997,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7
Alejandro Pozo Pozo,ESP,DF,Eibar,La Liga,21,1999,24.3,4,0,0,25,20,2,59,28,26,0,0,0,203,11,39,22.0
Dennis Praet,BEL,MF,Leicester City,Premier League,26,1994,8.0,0,0,0,15,4,0,18,9,7,0,0,0,62,5,11,31.3
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,26,1993,3.9,1,0,0,11,3,0,5,5,3,0,0,0,51,4,1,80.0
Nicolas de Préville,FRA,FW,Bordeaux,Ligue 1,29,1991,17.9,3,0,0,21,49,2,32,13,20,0,0,0,108,26,34,43.3
Manuel Prietl,AUT,MF,Arminia,Bundesliga,28,1991,28.0,3,0,0,42,12,0,4,38,48,0,0,0,282,37,34,52.1
Grischa Prömel,GER,MF,Union Berlin,Bundesliga,25,1995,20.2,7,0,0,36,53,6,5,31,27,1,0,0,221,25,23,52.1
Davy Pröpper,NED,MF,Brighton,Premier League,28,1991,2.4,0,0,0,1,0,0,2,2,5,0,0,0,12,3,4,42.9
Ivan Provedel,ITA,GK,Spezia,Serie A,26,1994,29.0,1,0,0,0,11,0,0,0,0,0,0,0,147,0,0,
Antonio Puertas,ESP,FW,Granada,La Liga,28,1992,24.1,6,0,0,36,30,13,40,17,17,0,0,0,146,57,88,39.3
Riqui Puig,ESP,MF,Barcelona,La Liga,20,1999,3.2,1,0,0,2,14,0,0,2,5,0,0,0,24,1,4,20.0
Erick Pulgar,CHI,MF,Fiorentina,Serie A,26,1994,22.2,8,0,0,27,26,0,24,35,32,0,1,0,227,30,14,68.2
Jorge Pulido,ESP,DF,Huesca,La Liga,29,1991,32.1,6,1,1,39,27,4,8,35,27,0,0,0,303,64,55,53.8
Christian Pulisic,USA,FW,Chelsea,Premier League,21,1998,19.3,2,0,0,18,44,5,31,9,17,0,0,0,120,21,48,30.4
Ignacio Pussetto,ARG,FW,Udinese,Serie A,24,1995,8.4,2,0,0,19,12,7,14,10,15,1,0,0,44,23,20,53.5
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,37,1983,24.5,1,0,0,26,41,18,22,6,8,1,0,0,99,31,68,31.3
Robin Quaison,SWE,FW,Mainz 05,Bundesliga,26,1993,16.4,1,0,0,21,12,3,6,9,9,0,0,0,92,23,55,29.5
Domingos Quina,POR,MF,Granada,La Liga,20,1999,3.8,1,0,0,6,10,1,2,4,6,0,0,0,28,5,6,45.5
Quini,ESP,DF,Granada,La Liga,30,1989,13.2,5,0,0,21,10,0,17,21,23,0,0,0,119,24,11,68.6
Quique,ESP,FW,Eibar,La Liga,30,1990,1.9,0,0,0,2,5,1,0,0,0,0,0,0,12,6,13,31.6
Dani Raba,ESP,MF,Villarreal,La Liga,24,1995,1.7,0,0,0,6,11,1,4,2,2,0,0,0,15,1,1,50.0
Simone Rabbi,ITA,FW,Bologna,Serie A,18,2001,0.4,0,0,0,3,2,1,0,0,1,0,0,0,1,0,2,0.0
Adrien Rabiot,FRA,MF,Juventus,Serie A,25,1995,25.7,7,1,1,49,31,0,14,31,45,0,2,0,217,40,23,63.5
Uroš Račić,SRB,MF,Valencia,La Liga,22,1998,24.3,6,0,0,53,32,1,1,20,26,0,1,0,264,76,46,62.3
Anthony Racioppi,SUI,GK,Dijon,Ligue 1,21,1998,21.0,0,0,0,0,2,0,0,0,0,0,0,1,103,0,0,
Nemanja Radoja,SRB,MF,Levante,La Liga,27,1993,12.5,1,0,0,19,11,0,3,13,11,0,0,0,130,25,14,64.1
Nemanja Radonjić,SRB,FW,Hertha BSC,Bundesliga,24,1996,6.8,1,0,0,8,5,4,23,4,5,0,0,0,46,3,4,42.9
Nemanja Radonjić,SRB,FW,Marseille,Ligue 1,24,1996,4.4,2,0,0,5,5,2,8,2,8,0,0,0,31,6,16,27.3
Aleksandar Radovanović,SRB,DF,Lens,Ligue 1,26,1993,1.0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,0,100.0
Ivan Radovanović,SRB,DF,Genoa,Serie A,31,1988,24.8,6,0,0,31,30,0,2,33,22,0,2,0,207,58,37,61.1
Ionuț Radu,ROU,GK,Inter,Serie A,23,1997,1.5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,
Ștefan Radu,ROU,DF,Lazio,Serie A,33,1986,27.3,2,0,0,25,22,1,43,45,23,0,0,0,255,47,28,62.7
Rafael,BRA,GK,Spezia,Serie A,38,1982,2.3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Rafinha,BRA,MF,Paris S-G,Ligue 1,27,1993,15.1,2,0,0,23,48,1,8,15,38,1,0,0,135,9,12,42.9
Antonio Raimondo,ITA,FW,Bologna,Serie A,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Predrag Rajković,SRB,GK,Reims,Ligue 1,24,1995,36.5,2,0,0,2,14,0,0,0,0,0,1,0,201,0,0,
Ivan Rakitić,CRO,MF,Sevilla,La Liga,32,1988,24.8,5,0,0,41,29,2,14,20,30,1,0,0,199,33,35,48.5
Jonás Ramalho,ESP,DF,Osasuna,La Liga,27,1993,3.4,0,0,0,1,2,0,2,3,2,0,0,0,26,6,1,85.7
Benito Raman,BEL,FW,Schalke 04,Bundesliga,25,1994,13.8,2,0,0,21,14,5,15,9,12,0,0,0,105,10,14,41.7
Gastón Ramírez,URU,MF,Sampdoria,Serie A,29,1990,10.8,5,0,0,36,38,3,19,7,15,0,0,0,70,29,37,43.9
Sandro Ramírez,ESP,FW,Huesca,La Liga,25,1995,14.3,2,0,0,21,53,11,18,15,11,0,0,0,73,10,26,27.8
Sergio Ramos,ESP,DF,Real Madrid,La Liga,34,1986,14.2,3,0,0,20,5,2,5,16,12,1,1,0,153,29,22,56.9
Aaron Ramsdale,ENG,GK,Sheffield Utd,Premier League,22,1998,38.0,1,0,0,1,7,0,0,0,0,0,1,0,183,0,0,
Aaron Ramsey,WAL,MF,Juventus,Serie A,29,1990,12.1,2,0,0,28,21,3,19,6,16,1,0,0,73,7,16,30.4
Jacob Ramsey,ENG,MF,Aston Villa,Premier League,19,2001,7.0,0,0,0,18,12,2,7,6,7,0,0,0,54,5,17,22.7
Kayne Ramsey,ENG,DF,Southampton,Premier League,19,2000,1.0,1,0,0,1,0,0,0,1,3,0,0,0,6,1,1,50.0
Darren Randolph,IRL,GK,West Ham,Premier League,33,1987,3.0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,
Andrea Ranocchia,ITA,DF,Inter,Serie A,32,1988,7.8,2,0,0,14,7,1,0,12,7,0,0,0,63,31,10,75.6
Raphinha,BRA,MF,Leeds United,Premier League,23,1996,26.2,3,0,0,22,39,15,75,31,19,0,0,0,159,12,38,24.0
Raphinha,BRA,FW,Rennes,Ligue 1,23,1996,4.5,0,0,0,6,12,0,7,4,2,0,0,0,22,3,9,25.0
Marcus Rashford,ENG,FW,Manchester Utd,Premier League,22,1997,32.4,4,0,0,25,56,27,43,10,10,2,0,0,142,23,22,51.1
Milot Rashica,KVX,FW,Werder Bremen,Bundesliga,24,1996,16.2,0,0,0,16,22,4,40,9,10,0,1,0,94,10,36,21.7
Giacomo Raspadori,ITA,FW,Sassuolo,Serie A,20,2000,13.7,1,0,0,7,25,4,11,3,2,4,0,0,35,1,9,10.0
Federico Ravaglia,ITA,GK,Bologna,Serie A,20,1999,4.0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,
Tim Ream,USA,DF,Fulham,Premier League,32,1987,7.0,0,0,0,4,0,0,0,4,4,0,0,0,63,11,9,55.0
Ante Rebić,CRO,FW,Milan,Serie A,26,1993,19.7,4,1,0,33,15,11,50,11,18,3,0,0,90,22,44,33.3
Arkadiusz Reca,POL,DF,Crotone,Serie A,25,1995,25.7,7,0,0,42,30,5,84,51,22,4,0,0,200,33,36,47.8
Recio,ESP,MF,Eibar,La Liga,29,1991,8.2,5,0,0,21,23,0,20,4,9,0,0,0,72,8,14,36.4
Daishawn Redan,NED,FW,Hertha BSC,Bundesliga,19,2001,1.1,0,0,0,4,2,0,3,2,0,0,0,0,8,0,5,0.0
Nathan Redmond,ENG,MF,Southampton,Premier League,26,1994,19.3,1,0,0,37,21,4,34,18,17,0,1,0,121,11,37,22.9
Harrison Reed,ENG,MF,Fulham,Premier League,25,1995,25.0,5,0,0,50,29,1,13,54,42,0,0,0,329,28,28,50.0
Vasco Regini,ITA,DF,Sampdoria,Serie A,29,1990,1.0,0,0,0,1,2,0,1,0,0,0,0,1,3,1,0,100.0
Sergio Reguilón,ESP,DF,Tottenham,Premier League,23,1996,24.9,5,0,0,30,28,1,59,35,27,1,1,1,215,30,31,49.2
Bobby Reid,JAM,MF,Fulham,Premier League,27,1993,26.4,7,0,0,43,24,4,35,17,20,1,0,0,157,26,41,38.8
Pepe Reina,ESP,GK,Lazio,Serie A,37,1982,29.0,1,0,0,0,3,0,0,0,0,0,0,0,109,0,0,
Jeff Reine-Adélaïde,FRA,FW,Lyon,Ligue 1,22,1998,0.3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,
Jeff Reine-Adélaïde,FRA,MF,Nice,Ligue 1,22,1998,11.8,1,0,0,9,24,3,10,8,5,1,0,0,77,5,10,33.3
Reinier,BRA,MF,Dortmund,Bundesliga,18,2002,2.9,0,0,0,3,5,1,2,3,8,0,0,0,18,4,4,50.0
Francisco Reis Ferreira,POR,DF,Valencia,La Liga,23,1997,2.0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,3,0.0
Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,18,2002,0.7,1,0,0,3,1,0,0,1,1,0,0,0,15,0,0,
Karim Rekik,NED,DF,Sevilla,La Liga,25,1994,7.3,2,0,0,19,5,1,8,6,8,0,0,0,39,14,5,73.7
Álex Remiro,ESP,GK,Real Sociedad,La Liga,25,1995,38.0,0,0,0,0,8,0,0,0,0,0,0,0,181,0,0,
Panagiotis Retsos,GRE,DF,Saint-Étienne,Ligue 1,21,1998,3.0,2,0,0,5,1,0,0,7,3,0,0,0,40,15,7,68.2
Marco Reus,GER,MF,Dortmund,Bundesliga,31,1989,25.3,1,0,0,31,39,10,56,10,30,3,0,0,150,14,29,32.6
Elvis Rexhbeçaj,GER,MF,Köln,Bundesliga,22,1997,20.4,4,0,0,27,49,1,28,22,30,0,0,0,162,10,41,19.6
Oriol Rey,ESP,MF,Valladolid,La Liga,22,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Gio Reyna,USA,FW,Dortmund,Bundesliga,17,2002,22.0,1,0,0,27,62,4,33,15,23,1,0,0,131,23,49,31.9
Baptiste Reynet,FRA,GK,Nîmes,Ligue 1,29,1990,38.0,3,0,0,1,7,0,0,0,0,0,1,0,210,1,0,100.0
Bryan Reynolds,USA,DF,Roma,Serie A,19,2001,3.1,0,0,0,6,4,0,5,5,3,0,0,0,13,3,4,42.9
Franck Ribéry,FRA,FW,Fiorentina,Serie A,37,1983,23.9,6,1,0,39,85,7,25,8,20,1,0,0,144,5,29,14.7
Ricard,ESP,DF,Atlético Madrid,La Liga,20,2000,0.3,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0
Federico Ricci,ITA,FW,Sassuolo,Serie A,26,1994,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Giacomo Ricci,ITA,DF,Parma,Serie A,23,1996,0.7,0,0,0,0,0,0,1,1,1,0,0,0,4,1,2,33.3
Matteo Ricci,ITA,MF,Spezia,Serie A,26,1994,24.8,5,0,0,35,34,0,10,30,32,0,0,0,274,21,16,56.8
Declan Rice,ENG,MF,West Ham,Premier League,21,1999,32.0,2,0,0,26,19,1,29,68,53,0,1,0,315,47,29,61.8
Chris Richards,USA,DF,Bayern Munich,Bundesliga,20,2000,1.0,0,0,0,0,0,0,4,0,1,0,0,0,4,2,3,40.0
Chris Richards,USA,DF,Hoffenheim,Bundesliga,20,2000,10.5,1,0,0,8,6,0,0,13,13,0,0,0,113,25,23,52.1
Lewis Richardson,ENG,FW,Burnley,Premier League,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Richarlison,BRA,FW,Everton,Premier League,23,1997,31.8,4,1,0,36,81,25,23,20,30,1,0,0,186,42,81,34.1
Marco Richter,GER,FW,Augsburg,Bundesliga,22,1997,15.7,4,1,1,19,39,7,37,9,9,0,0,0,131,16,37,30.2
Mikel Rico,ESP,MF,Huesca,La Liga,35,1984,24.3,2,0,0,23,29,3,26,20,15,0,0,0,205,14,28,33.3
Sergio Rico,ESP,GK,Paris S-G,Ligue 1,26,1993,9.0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,
Jaïro Riedewald,NED,MF,Crystal Palace,Premier League,23,1996,20.2,4,0,0,25,9,0,5,24,21,0,0,0,160,14,15,48.3
Emiliano Rigoni,ARG,MF,Elche,La Liga,27,1993,12.7,5,0,0,21,8,7,26,5,10,0,0,0,55,6,12,33.3
Tomás Rincón,VEN,MF,Torino,Serie A,32,1988,31.6,10,1,1,92,53,0,17,30,47,0,0,0,295,45,41,52.3
Luis Rioja,ESP,MF,Alavés,La Liga,26,1993,23.2,4,0,0,22,37,7,62,31,15,1,0,0,153,20,35,36.4
Renaud Ripart,FRA,MF,Nîmes,Ligue 1,27,1993,33.9,3,0,0,35,71,5,44,38,30,0,0,0,264,78,84,48.1
Andrea Rispoli,ITA,DF,Crotone,Serie A,31,1988,7.2,4,0,0,10,5,1,21,4,5,0,0,0,53,6,6,50.0
Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,24,1995,24.8,4,0,0,32,18,0,64,29,29,0,1,0,201,29,21,58.0
Matt Ritchie,SCO,DF,Newcastle Utd,Premier League,30,1989,15.0,2,0,0,14,20,1,59,23,9,1,0,1,103,15,21,41.7
Maxence Rivera,FRA,MF,Saint-Étienne,Ligue 1,18,2002,2.7,0,0,0,2,2,0,6,4,6,0,0,0,21,0,4,0.0
Emmanuel Rivière,FRA,FW,Crotone,Serie A,30,1990,7.1,2,0,0,11,20,2,1,4,3,0,0,0,21,11,28,28.2
Rober,ESP,DF,Levante,La Liga,25,1995,15.8,3,1,0,20,6,1,1,39,14,0,0,0,136,23,35,39.7
Roberto,ESP,GK,Valladolid,La Liga,34,1986,13.0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,
Sergi Roberto,ESP,DF,Barcelona,La Liga,28,1992,10.5,1,0,0,6,10,2,7,8,7,0,0,0,89,8,10,44.4
Tyler Roberts,WAL,MF,Leeds United,Premier League,21,1999,14.9,3,0,0,27,34,9,9,9,8,0,0,0,100,20,24,45.5
Andrew Robertson,SCO,DF,Liverpool,Premier League,26,1994,37.6,2,0,0,23,17,8,147,34,28,0,1,0,380,39,27,59.1
Antonee Robinson,USA,DF,Fulham,Premier League,22,1997,24.0,4,1,0,21,15,1,93,44,27,0,0,0,219,39,28,58.2
Callum Robinson,IRL,FW,West Brom,Premier League,25,1995,17.3,0,0,0,6,21,8,35,14,7,2,0,0,104,13,50,20.6
Jack Robinson,ENG,DF,Sheffield Utd,Premier League,26,1993,9.7,3,0,0,11,7,0,11,17,10,1,1,0,91,28,24,53.8
Joel Robles,ESP,GK,Betis,La Liga,30,1990,18.0,2,0,0,1,0,0,0,0,0,0,1,0,89,0,0,
Hal Robson-Kanu,WAL,FW,West Brom,Premier League,31,1989,6.2,2,0,0,16,12,4,3,4,3,0,0,0,26,7,29,19.4
Marc Roca,ESP,MF,Bayern Munich,Bundesliga,23,1996,2.0,1,0,0,8,3,0,2,1,4,0,0,0,18,1,2,33.3
Christopher Rocchia,FRA,DF,Marseille,Ligue 1,22,1998,0.2,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,
Rubén Rochina,ESP,MF,Levante,La Liga,29,1991,15.6,5,0,0,38,36,0,28,22,31,0,0,0,152,22,13,62.9
Marek Rodák,SVK,GK,Fulham,Premier League,23,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,29,1990,18.1,10,0,0,37,23,0,8,43,30,0,0,0,210,26,21,55.3
Joe Rodon,WAL,DF,Tottenham,Premier League,22,1997,8.1,0,0,0,3,9,1,0,13,9,0,0,0,73,24,11,68.6
Rodri,ESP,MF,Manchester City,Premier League,24,1996,30.5,6,0,0,57,38,3,12,40,60,0,0,0,417,91,28,76.5
Rodrigo,ESP,FW,Betis,La Liga,20,2000,6.0,0,0,0,2,18,2,10,2,2,0,0,0,43,1,8,11.1
Rodrigo,ESP,MF,Leeds United,Premier League,29,1991,14.3,3,0,0,24,17,3,20,9,13,0,1,0,101,25,34,42.4
Kévin Rodrigues,POR,MF,Eibar,La Liga,26,1994,12.2,1,0,0,11,17,1,41,14,11,0,0,0,121,13,36,26.5
Ángel Rodríguez,ESP,FW,Getafe,La Liga,33,1987,15.3,4,0,0,28,27,13,14,2,3,1,0,0,67,26,77,25.2
Óscar Rodríguez Arnaiz,ESP,MF,Sevilla,La Liga,22,1998,5.7,1,0,0,13,10,0,19,8,14,0,0,0,46,7,8,46.7
Guido Rodríguez,ARG,MF,Betis,La Liga,26,1994,31.8,10,0,0,70,48,0,4,58,69,0,1,0,351,57,41,58.2
James Rodríguez,COL,FW,Everton,Premier League,29,1991,19.6,4,0,0,21,54,6,35,16,14,1,0,0,141,5,15,25.0
Jay Rodriguez,ENG,FW,Burnley,Premier League,31,1989,14.1,3,0,0,39,20,15,4,4,14,0,0,0,69,46,85,35.1
Miguel Rodríguez,ESP,FW,Celta Vigo,La Liga,17,2003,0.3,2,0,0,2,1,0,1,0,2,0,0,0,1,0,1,0.0
Ricardo Rodríguez,SUI,DF,Torino,Serie A,27,1992,13.8,1,0,0,12,8,0,10,24,15,0,0,0,87,18,13,58.1
Víctor Rodríguez,ESP,MF,Elche,La Liga,31,1989,4.7,1,0,0,13,8,0,2,9,4,0,0,0,37,5,4,55.6
Rodrygo,BRA,FW,Real Madrid,La Liga,19,2001,10.9,0,0,0,20,30,1,15,7,7,0,0,0,48,9,14,39.1
Marko Rog,CRO,MF,Cagliari,Serie A,25,1995,12.9,2,0,0,40,30,0,6,12,25,0,0,0,128,8,14,36.4
Rogério,BRA,DF,Sassuolo,Serie A,22,1998,20.9,4,0,0,27,29,1,55,25,16,0,0,0,159,19,14,57.6
Luis Rojas,CHI,MF,Crotone,Serie A,18,2002,1.2,1,0,0,4,0,0,1,4,0,0,0,0,10,2,0,100.0
Alessio Romagnoli,ITA,DF,Milan,Serie A,25,1995,21.2,7,0,0,17,12,0,1,14,9,0,1,0,162,58,25,69.9
Cristian Romero,ARG,DF,Atalanta,Serie A,22,1998,28.3,10,0,0,80,36,0,0,81,46,1,0,0,358,112,54,67.5
Oriol Romeu,ESP,MF,Southampton,Premier League,28,1991,19.6,6,0,0,40,28,0,5,27,35,0,0,0,279,35,28,55.6
Cristiano Ronaldo,POR,FW,Juventus,Serie A,35,1985,31.1,3,0,0,17,51,31,52,8,3,2,0,0,126,29,21,58.0
Facundo Roncaglia,ARG,DF,Osasuna,La Liga,33,1987,13.7,3,1,1,18,6,0,15,12,15,0,1,0,171,35,22,61.4
Valentin Rongier,FRA,MF,Marseille,Ligue 1,25,1994,21.0,8,0,0,49,33,1,8,34,73,0,0,0,228,26,27,49.1
Frederik Rønnow,DEN,GK,Schalke 04,Bundesliga,27,1992,10.5,0,0,0,0,1,0,0,0,0,0,0,1,65,0,0,
Marten de Roon,NED,MF,Atalanta,Serie A,29,1991,33.6,8,1,0,73,24,0,13,69,67,0,0,0,417,74,48,60.7
Jérôme Roussillon,FRA,DF,Wolfsburg,Bundesliga,27,1993,13.7,0,0,0,11,15,0,44,13,14,0,0,0,114,12,20,37.5
Nolan Roux,FRA,FW,Nîmes,Ligue 1,32,1988,7.2,2,0,0,11,15,3,5,2,6,0,0,0,30,9,31,22.5
Nicolò Rovella,ITA,MF,Genoa,Serie A,18,2001,13.2,4,0,0,22,27,0,13,18,16,0,1,0,141,5,13,27.8
Amir Rrahmani,KVX,DF,Napoli,Serie A,26,1994,12.2,2,0,0,14,8,0,2,8,10,2,0,0,92,28,16,63.6
Rubén,ESP,GK,Osasuna,La Liga,36,1984,2.1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,
Waldo Rubio,ESP,FW,Valladolid,La Liga,24,1995,4.2,1,0,0,9,3,1,3,1,5,0,0,0,32,0,10,0.0
John Ruddy,ENG,GK,Wolves,Premier League,33,1986,1.0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
Antonio Rüdiger,GER,DF,Chelsea,Premier League,27,1993,19.0,0,0,0,17,13,1,1,15,18,0,0,1,162,50,16,75.8
Sebastian Rudy,GER,DF,Schalke 04,Bundesliga,30,1990,2.0,0,0,0,2,1,0,3,0,1,0,0,0,26,5,2,71.4
Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,30,1990,18.6,4,0,0,33,17,0,41,8,30,0,0,0,186,16,22,42.1
Kevin Rüegg,SUI,DF,Hellas Verona,Serie A,21,1998,2.3,0,0,0,2,1,1,4,1,3,1,0,0,12,2,5,28.6
Daniele Rugani,ITA,DF,Rennes,Ligue 1,26,1994,1.0,1,0,0,2,2,0,0,0,2,0,0,0,14,5,3,62.5
Daniele Rugani,ITA,DF,Cagliari,Serie A,26,1994,11.1,2,0,0,20,3,0,4,15,13,0,0,0,116,42,19,68.9
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,18,2002,2.3,0,0,0,3,0,0,8,4,2,0,0,0,8,4,2,66.7
Mário Rui,POR,DF,Napoli,Serie A,29,1991,18.5,4,0,0,19,44,3,56,29,19,0,0,0,165,11,13,45.8
Aitor Ruibal,ESP,FW,Betis,La Liga,24,1996,17.7,2,0,0,41,19,5,23,21,24,0,0,0,107,15,20,42.9
Isma Ruiz,ESP,MF,Granada,La Liga,19,2001,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0
Kays Ruiz,MAR,FW,Paris S-G,Ligue 1,17,2002,2.1,1,0,0,5,5,0,1,1,1,0,0,0,11,1,3,25.0
Fabián Ruiz Peña,ESP,MF,Napoli,Serie A,24,1996,28.5,1,0,0,16,26,1,21,40,40,0,1,0,227,12,10,54.5
Víctor Ruiz,ESP,DF,Betis,La Liga,31,1989,24.0,9,0,0,29,6,3,0,46,11,0,0,2,215,68,38,64.2
Gerónimo Rulli,ARG,GK,Villarreal,La Liga,28,1992,2.0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,
Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,18,2002,2.7,0,0,0,2,6,2,4,1,2,0,0,0,19,11,11,50.0
Georginio Rutter,FRA,FW,Rennes,Ligue 1,18,2002,0.5,0,0,0,4,2,2,0,1,2,0,0,0,4,2,2,50.0
Mathew Ryan,AUS,GK,Arsenal,Premier League,28,1992,3.0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0.0
Mathew Ryan,AUS,GK,Brighton,Premier League,28,1992,11.0,1,0,0,1,0,0,0,0,0,0,1,0,42,0,0,
Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,22,1997,11.9,2,0,0,12,13,1,15,13,10,0,0,0,102,15,27,35.7
João Victor Santos Sá,BRA,FW,Wolfsburg,Bundesliga,26,1994,5.2,0,0,0,7,6,4,3,7,8,0,0,0,50,8,16,33.3
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,23,1996,0.6,0,0,0,1,4,0,0,1,3,0,0,0,9,0,1,0.0
Idriss Saadi,ALG,FW,Strasbourg,Ligue 1,28,1992,1.4,0,0,0,1,1,0,2,0,0,0,0,0,6,6,5,54.5
