Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Nayef Aguerd,MAR,DF,Rennes,Ligue 1,24,1996,35.0,2430,2658,91.4,49991,18054,825,862,95.7,1173,1227,95.6,404,535,75.5,1,0.9,+0.1,4,137,0,0,136
Sergio Agüero,ARG,FW,Manchester City,Premier League,32,1988,6.2,143,170,84.1,1867,285,82,94,87.2,42,48,87.5,5,5,100.0,1,1.3,-0.3,6,11,6,1,12
Ruben Aguilar,FRA,DF,Monaco,Ligue 1,27,1993,24.7,1317,1599,82.4,22448,6842,627,682,91.9,532,636,83.6,121,214,56.5,3,4.6,-1.6,44,77,37,17,94
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,18,2002,2.8,108,120,90.0,1889,330,47,52,90.4,48,50,96.0,10,13,76.9,0,0.0,0.0,1,12,0,0,7
Matteo Ahlinvi,BEN,MF,Nîmes,Ligue 1,21,1999,10.0,266,336,79.2,4970,857,109,123,88.6,120,148,81.1,33,47,70.2,0,0.3,-0.3,4,16,2,0,16
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,26,1994,23.8,706,839,84.1,12961,2838,309,352,87.8,286,328,87.2,93,128,72.7,2,1.2,+0.8,7,67,7,0,55
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,26,1994,0.4,8,10,80.0,157,33,1,1,100.0,7,8,87.5,0,1,0.0,0,0.0,0.0,0,1,0,0,2
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,24,1995,14.3,518,627,82.6,11583,3515,118,130,90.8,300,335,89.6,97,146,66.4,0,0.6,-0.6,2,36,2,0,39
Ola Aina,NGA,DF,Fulham,Premier League,23,1996,29.6,1329,1711,77.7,25538,10322,526,584,90.1,617,717,86.1,170,354,48.0,1,1.4,-0.4,14,98,15,9,98
Rayan Aït Nouri,FRA,DF,Wolves,Premier League,19,2001,15.6,657,785,83.7,10835,3074,327,356,91.9,278,312,89.1,41,81,50.6,1,1.0,0.0,13,30,14,5,46
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,19,2001,2.1,136,149,91.3,1873,750,90,92,97.8,36,43,83.7,4,6,66.7,1,0.4,+0.6,4,1,4,3,12
Semi Ajayi,NGA,DF,West Brom,Premier League,26,1993,30.9,704,947,74.3,15524,6590,198,232,85.3,364,445,81.8,137,255,53.7,0,0.3,-0.3,5,67,4,0,64
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26,1994,33.0,645,907,71.1,10718,1987,353,455,77.6,204,290,70.3,63,97,64.9,4,3.7,+0.3,34,48,22,7,60
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25,1995,26.1,1949,2097,92.9,41126,12696,592,623,95.0,1029,1068,96.3,315,374,84.2,0,0.1,-0.1,2,150,4,0,128
Carlos Akapo,EQG,DF,Cádiz,La Liga,27,1993,9.6,233,349,66.8,4349,1848,98,115,85.2,101,148,68.2,29,74,39.2,0,0.3,-0.3,2,10,5,3,13
Marley Aké,FRA,FW,Marseille,Ligue 1,19,2001,1.6,28,35,80.0,411,123,17,19,89.5,7,9,77.8,3,5,60.0,0,0.0,0.0,0,2,0,0,2
Nathan Aké,NED,DF,Manchester City,Premier League,25,1995,8.9,702,755,93.0,12873,3534,289,299,96.7,349,372,93.8,60,73,82.2,0,0.0,0.0,1,60,2,0,36
Paul Akouokou,CIV,MF,Betis,La Liga,22,1997,4.2,168,183,91.8,3248,590,59,64,92.2,83,86,96.5,22,28,78.6,0,0.4,-0.4,2,14,1,1,6
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27,1992,11.7,288,354,81.4,4897,953,150,175,85.7,106,124,85.5,25,34,73.5,1,0.9,+0.1,12,17,8,0,28
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25,1995,13.2,606,737,82.2,12535,4237,188,213,88.3,320,349,91.7,91,156,58.3,0,0.4,-0.4,2,33,2,0,46
David Alaba,AUT,DF,Bayern Munich,Bundesliga,28,1992,29.7,1916,2251,85.1,39628,12716,625,685,91.2,994,1097,90.6,282,420,67.1,4,2.3,+1.7,25,232,37,4,189
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,22,1998,16.7,726,912,79.6,12649,5072,343,382,89.8,302,359,84.1,67,127,52.8,2,1.2,+0.8,5,62,11,1,65
Jony Álamo,ESP,MF,Elche,La Liga,18,2001,0.8,14,16,87.5,289,41,3,3,100.0,8,9,88.9,2,2,100.0,0,0.0,0.0,0,1,0,0,0
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27,1992,13.8,239,315,75.9,3394,332,142,177,80.2,71,92,77.2,15,20,75.0,2,0.7,+1.3,12,12,4,0,10
Jordi Alba,ESP,DF,Barcelona,La Liga,31,1989,33.6,2507,2933,85.5,39805,12496,1391,1508,92.2,909,1051,86.5,170,267,63.7,5,7.4,-2.4,51,125,83,19,211
Luis Alberto,ESP,MF,Lazio,Serie A,27,1992,29.1,1520,1941,78.3,28479,11069,640,728,87.9,617,741,83.3,230,401,57.4,2,8.1,-6.1,82,262,90,9,290
Raúl Albiol,ESP,DF,Villarreal,La Liga,34,1985,34.6,1795,2007,89.4,42528,12143,384,416,92.3,953,1015,93.9,450,554,81.2,0,1.0,-1.0,4,98,5,0,111
Marc Albrighton,ENG,DF,Leicester City,Premier League,30,1989,19.4,635,923,68.8,11394,4629,319,383,83.3,211,263,80.2,84,199,42.2,5,4.4,+0.6,39,51,42,16,87
Paco Alcácer,ESP,FW,Villarreal,La Liga,26,1993,17.2,202,275,73.5,2844,482,128,161,79.5,39,59,66.1,18,24,75.0,4,3.2,+0.8,17,5,7,1,9
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31,1989,10.1,204,270,75.6,5372,1534,33,37,89.2,103,111,92.8,65,115,56.5,0,0.0,0.0,0,14,0,0,11
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29,1991,20.6,1498,1674,89.5,31595,8231,522,564,92.6,672,725,92.7,278,338,82.2,0,2.3,-2.3,29,207,27,1,184
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29,1991,24.1,962,1157,83.1,20505,5059,350,392,89.3,398,443,89.8,199,286,69.6,0,0.6,-0.6,9,95,13,0,71
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23,1996,14.4,717,878,81.7,17888,7067,107,132,81.1,409,449,91.1,197,287,68.6,0,0.1,-0.1,2,44,4,1,62
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31,1989,24.9,1143,1365,83.7,27127,7537,266,287,92.7,581,625,93.0,287,432,66.4,0,0.3,-0.3,7,76,6,1,52
Iván Alejo,ESP,MF,Cádiz,La Liga,25,1995,9.2,130,231,56.3,2133,820,72,97,74.2,50,73,68.5,8,39,20.5,1,0.8,+0.2,11,9,11,6,20
Carles Aleñá,ESP,MF,Barcelona,La Liga,22,1998,0.5,38,42,90.5,725,166,14,17,82.4,14,15,93.3,8,8,100.0,0,0.0,0.0,0,2,0,0,6
Carles Aleñá,ESP,MF,Getafe,La Liga,22,1998,15.2,407,591,68.9,8158,2572,170,206,82.5,156,204,76.5,74,157,47.1,2,2.0,0.0,24,61,22,5,62
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25,1995,0.2,7,11,63.6,126,51,2,2,100.0,5,5,100.0,0,4,0.0,0,0.0,0.0,0,0,0,0,0
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21,1998,33.7,2216,2941,75.3,47515,19500,784,889,88.2,994,1189,83.6,419,777,53.9,7,8.1,-1.1,73,208,101,32,278
Alfon,ESP,MF,Celta Vigo,La Liga,21,1999,0.4,15,15,100.0,197,27,10,10,100.0,5,5,100.0,0,0,,0,0.1,-0.1,1,1,1,0,1
Mohamed Ali Cho,FRA,FW,Angers,Ligue 1,16,2004,3.9,67,105,63.8,1008,273,40,53,75.5,18,31,58.1,6,13,46.2,0,0.1,-0.1,2,3,3,2,5
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28,1992,27.3,1305,1630,80.1,22206,8320,629,703,89.5,567,661,85.8,97,196,49.5,3,3.1,-0.1,27,82,32,13,114
Rachid Alioui,MAR,FW,Angers,Ligue 1,28,1992,0.2,5,6,83.3,59,12,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0
Alisson,BRA,GK,Liverpool,Premier League,27,1992,33.0,968,1137,85.1,25310,13346,159,161,98.8,526,536,98.1,280,436,64.2,0,0.0,0.0,0,7,0,0,1
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26,1993,12.0,267,405,65.9,8322,5304,46,47,97.9,109,110,99.1,109,244,44.7,0,0.0,0.0,0,1,0,0,0
Allan,BRA,MF,Everton,Premier League,29,1991,22.8,899,1048,85.8,16984,4349,369,401,92.0,382,428,89.3,129,178,72.5,0,0.9,-0.9,16,91,15,1,82
Dele Alli,ENG,MF,Tottenham,Premier League,24,1996,6.9,270,337,80.1,4654,1070,124,145,85.5,116,132,87.9,26,39,66.7,1,0.9,+0.1,8,17,9,1,27
Miguel Almirón,PAR,MF,Newcastle Utd,Premier League,26,1994,27.0,711,877,81.1,12123,2700,352,395,89.1,270,317,85.2,66,109,60.6,1,2.8,-1.8,28,56,26,7,65
Marcos Alonso,ESP,DF,Chelsea,Premier League,29,1990,10.7,483,592,81.6,8125,2867,239,267,89.5,207,240,86.3,34,62,54.8,0,1.1,-1.1,12,19,8,2,49
Sergio Álvarez,ESP,MF,Eibar,La Liga,28,1992,17.4,535,688,77.8,10868,2311,187,222,84.2,249,302,82.5,87,134,64.9,0,0.9,-0.9,8,51,2,1,35
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25,1995,21.6,895,1061,84.4,21063,6859,229,258,88.8,439,492,89.2,217,288,75.3,0,0.4,-0.4,5,57,4,0,56
Bruno Alves,POR,DF,Parma,Serie A,38,1981,18.1,796,916,86.9,20841,6386,117,127,92.1,409,458,89.3,265,325,81.5,0,0.1,-0.1,2,42,2,1,36
Steven Alzate,COL,MF,Brighton,Premier League,21,1998,10.0,399,446,89.5,6928,1321,194,213,91.1,154,163,94.5,45,54,83.3,0,0.5,-0.5,10,33,6,0,35
Ibrahim Amadou,FRA,MF,Angers,Ligue 1,27,1993,16.7,596,689,86.5,10899,2957,259,289,89.6,262,285,91.9,65,93,69.9,0,0.3,-0.3,6,43,2,0,45
Romain Amalfitano,FRA,FW,Dijon,Ligue 1,30,1989,1.3,47,58,81.0,1006,342,15,16,93.8,22,28,78.6,10,14,71.4,0,0.0,0.0,1,5,0,0,8
Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,18,2001,0.5,8,12,66.7,157,38,3,4,75.0,4,4,100.0,1,3,33.3,0,0.0,0.0,0,1,0,0,1
Daniel Amartey,GHA,DF,Leicester City,Premier League,25,1994,8.0,400,466,85.8,7606,2362,136,146,93.2,212,240,88.3,45,62,72.6,0,0.0,0.0,0,19,1,0,25
Jordan Amavi,FRA,DF,Marseille,Ligue 1,26,1994,9.0,355,441,80.5,6574,2023,165,192,85.9,134,168,79.8,49,62,79.0,0,0.3,-0.3,5,15,6,1,24
Thierry Ambrose,GLP,FW,Metz,Ligue 1,23,1997,8.4,174,253,68.8,3217,772,78,113,69.0,67,84,79.8,22,34,64.7,1,1.5,-0.5,12,21,9,2,25
Wisdom Amey,ITA,DF,Bologna,Serie A,14,2005,0.0,4,4,100.0,113,0,0,0,,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23,1996,21.0,946,1143,82.8,17370,3887,426,471,90.4,371,417,89.0,131,210,62.4,6,2.9,+3.1,37,90,27,4,98
Ethan Ampadu,WAL,DF,Sheffield Utd,Premier League,19,2000,23.2,857,1064,80.5,17276,5506,306,353,86.7,405,470,86.2,134,211,63.5,0,0.9,-0.9,10,69,16,2,84
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23,1996,27.1,1234,1390,88.8,26068,5566,427,486,87.9,542,580,93.4,245,279,87.8,0,0.5,-0.5,11,126,15,5,111
Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30,1989,8.9,195,248,78.6,3652,1011,72,83,86.7,88,106,83.0,25,38,65.8,0,0.1,-0.1,3,22,1,1,12
Joachim Andersen,DEN,DF,Lyon,Ligue 1,24,1996,2.1,105,117,89.7,2260,829,30,31,96.8,56,60,93.3,18,24,75.0,0,0.0,0.0,0,8,0,0,7
Joachim Andersen,DEN,DF,Fulham,Premier League,24,1996,30.3,1529,1833,83.4,38236,11350,300,334,89.8,821,894,91.8,397,577,68.8,1,0.5,+0.5,9,121,9,1,99
Djavan Anderson,NED,DF,Lazio,Serie A,25,1995,0.8,24,33,72.7,299,70,17,19,89.5,6,9,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,1
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17,2002,0.0,1,1,100.0,10,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Felipe Anderson,BRA,FW,West Ham,Premier League,27,1993,0.0,4,6,66.7,61,28,2,2,100.0,2,4,50.0,0,0,,0,0.0,0.0,0,0,0,0,2
Sebastian Andersson,SWE,FW,Köln,Bundesliga,29,1991,12.5,175,246,71.1,2491,400,109,142,76.8,53,74,71.6,9,16,56.3,0,0.3,-0.3,5,11,3,1,9
Nícolas Andrade,BRA,GK,Udinese,Serie A,32,1988,2.0,33,40,82.5,990,578,6,6,100.0,17,17,100.0,10,17,58.8,0,0.0,0.0,0,0,0,0,0
Benjamin André,FRA,MF,Lille,Ligue 1,29,1990,32.1,1737,2042,85.1,30245,7619,844,934,90.4,651,742,87.7,197,271,72.7,1,1.3,-0.3,21,195,12,3,174
Robert Andrich,GER,MF,Union Berlin,Bundesliga,25,1994,28.1,1156,1461,79.1,21743,6116,490,576,85.1,488,593,82.3,153,237,64.6,2,2.2,-0.2,24,111,15,1,125
Victorien Angban,CIV,MF,Metz,Ligue 1,23,1996,18.6,777,878,88.5,15610,3664,286,304,94.1,354,393,90.1,132,162,81.5,1,0.5,+0.5,12,68,9,1,68
Ángel,ESP,GK,Granada,La Liga,18,2002,1.0,16,30,53.3,760,668,0,0,,5,5,100.0,11,25,44.0,0,0.0,0.0,0,0,0,0,0
José Ángel,ESP,DF,Eibar,La Liga,30,1989,10.0,509,681,74.7,10712,4232,194,215,90.2,214,262,81.7,99,190,52.1,0,0.8,-0.8,10,43,14,8,51
Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22,1998,1.5,39,50,78.0,839,321,9,10,90.0,23,24,95.8,6,15,40.0,0,0.0,0.0,0,2,0,0,3
Angeliño,ESP,DF,RB Leipzig,Bundesliga,23,1997,24.0,1059,1490,71.1,19377,7278,489,574,85.2,430,562,76.5,126,300,42.0,4,5.0,-1.0,56,68,60,27,111
Davide Angelo Ghislandi,ITA,DF,Atalanta,Serie A,19,2001,0.1,3,3,100.0,56,22,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
Philip Ankhrah,GHA,MF,Hellas Verona,Serie A,17,2002,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Cristian Ansaldi,ARG,DF,Torino,Serie A,33,1986,21.6,684,1008,67.9,14437,6071,272,312,87.2,276,365,75.6,129,299,43.1,6,5.0,+1.0,35,62,40,32,78
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,24,1996,30.1,1827,2073,88.1,38589,13006,501,551,90.9,1037,1100,94.3,274,389,70.4,1,0.4,+0.6,7,68,9,2,94
Michail Antonio,JAM,FW,West Ham,Premier League,30,1990,21.9,326,490,66.5,5008,924,189,259,73.0,90,134,67.2,30,52,57.7,5,2.3,+2.7,23,22,12,2,25
José Antonio Miranda,EQG,MF,Getafe,La Liga,22,1998,0.3,9,16,56.3,92,11,9,11,81.8,0,3,0.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Valentin Antov,BUL,DF,Bologna,Serie A,19,2000,2.6,106,119,89.1,2399,834,32,34,94.1,44,47,93.6,29,37,78.4,0,0.0,0.0,1,4,0,0,5
Houssem Aouar,FRA,MF,Lyon,Ligue 1,22,1998,19.8,852,1009,84.4,13252,3622,462,511,90.4,295,341,86.5,62,90,68.9,3,4.0,-1.0,37,87,25,1,98
Adil Aouchiche,FRA,MF,Saint-Étienne,Ligue 1,18,2002,19.2,594,827,71.8,11181,3612,295,346,85.3,177,231,76.6,104,210,49.5,5,5.1,-0.1,58,55,27,8,59
Dennis Appiah,FRA,DF,Nantes,Ligue 1,28,1992,17.3,634,861,73.6,10582,5626,323,369,87.5,251,343,73.2,56,123,45.5,2,1.0,+1.0,11,50,14,5,79
Aritz Arambarri,ESP,DF,Real Sociedad,La Liga,22,1998,0.3,15,20,75.0,312,146,2,2,100.0,11,12,91.7,2,5,40.0,0,0.0,0.0,0,1,0,0,1
Mauro Arambarri,URU,MF,Getafe,La Liga,24,1995,33.1,754,1076,70.1,17074,4295,251,303,82.8,295,384,76.8,190,348,54.6,0,2.1,-2.1,21,83,26,10,88
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,31,1989,18.5,1003,1160,86.5,18154,5425,423,463,91.4,452,493,91.7,111,166,66.9,0,0.8,-0.8,15,110,15,0,103
Luiz Araújo,BRA,MF,Lille,Ligue 1,24,1996,16.6,463,611,75.8,9038,2437,195,238,81.9,187,229,81.7,71,108,65.7,2,2.6,-0.6,22,45,23,3,64
Néstor Araujo,MEX,DF,Celta Vigo,La Liga,28,1991,27.0,1321,1555,85.0,29692,8417,310,343,90.4,744,804,92.5,258,382,67.5,0,0.7,-0.7,4,81,3,1,72
Ronald Araújo,URU,DF,Barcelona,La Liga,21,1999,16.8,987,1068,92.4,19975,4460,302,316,95.6,552,578,95.5,125,162,77.2,1,0.1,+0.9,2,48,0,0,26
Anaitz Arbilla,ESP,DF,Eibar,La Liga,33,1987,31.2,1445,1876,77.0,34756,12178,423,471,89.8,613,719,85.3,392,645,60.8,1,0.9,+0.1,12,158,15,6,149
Alphonse Areola,FRA,GK,Fulham,Premier League,27,1993,36.0,737,1001,73.6,20163,12032,221,221,100.0,251,254,98.8,248,509,48.7,0,0.0,0.0,0,6,0,0,0
Santiago Arias,COL,DF,Leverkusen,Bundesliga,28,1992,1.0,47,55,85.5,915,324,17,21,81.0,25,28,89.3,5,6,83.3,0,0.0,0.0,0,3,0,0,4
Karim Aribi,ALG,FW,Nîmes,Ligue 1,26,1994,3.3,40,62,64.5,509,84,27,38,71.1,11,17,64.7,0,3,0.0,0,0.2,-0.2,2,0,1,0,4
Unai Arietaleanizbeaskoa,ESP,FW,Eibar,La Liga,21,1999,0.5,4,7,57.1,51,15,2,4,50.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
Nicolò Armini,ITA,DF,Lazio,Serie A,19,2001,0.1,3,4,75.0,39,24,3,3,100.0,0,0,,0,1,0.0,0,0.0,0.0,0,1,0,0,0
Stuart Armstrong,SCO,MF,Southampton,Premier League,28,1992,30.7,1002,1258,79.7,16614,4712,515,604,85.3,383,444,86.3,85,127,66.9,5,2.7,+2.3,34,90,40,5,116
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,26,1994,28.7,1323,1652,80.1,30923,8729,382,434,88.0,567,656,86.4,350,511,68.5,6,4.8,+1.2,50,132,26,3,157
Toluwalas Arokodare,NGA,FW,Köln,Bundesliga,19,2000,1.2,27,36,75.0,501,39,13,18,72.2,11,13,84.6,3,4,75.0,0,0.0,0.0,1,2,1,0,1
Sergio Arribas,ESP,FW,Real Madrid,La Liga,18,2001,1.5,76,92,82.6,1168,317,38,43,88.4,29,34,85.3,4,5,80.0,0,0.0,0.0,1,3,4,1,9
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,25,1994,6.5,198,243,81.5,5209,2622,49,51,96.1,89,89,100.0,60,103,58.3,0,0.0,0.0,0,3,0,0,1
Tolgay Arslan,GER,MF,Udinese,Serie A,29,1990,20.2,761,901,84.5,14455,2773,318,357,89.1,327,369,88.6,97,136,71.3,0,0.3,-0.3,8,56,16,3,52
Kwadwo Asamoah,GHA,DF,Cagliari,Serie A,31,1988,2.5,93,109,85.3,1855,507,35,38,92.1,40,45,88.9,17,24,70.8,0,0.0,0.0,0,8,2,0,7
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,23,1997,8.5,294,353,83.3,5496,1450,130,144,90.3,116,136,85.3,41,58,70.7,0,0.2,-0.2,6,29,4,0,26
Sergio Asenjo,ESP,GK,Villarreal,La Liga,31,1989,36.0,1033,1307,79.0,29726,17194,176,176,100.0,512,520,98.5,340,606,56.1,0,0.0,0.0,0,11,0,0,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,24,1996,20.8,808,1007,80.2,13286,3007,448,491,91.2,255,306,83.3,87,152,57.2,2,3.0,-1.0,36,45,38,10,75
Kristoffer Askildsen,NOR,MF,Sampdoria,Serie A,19,2001,1.1,8,19,42.1,138,69,5,10,50.0,2,3,66.7,1,4,25.0,0,0.0,0.0,0,1,0,0,1
Iago Aspas,ESP,FW,Celta Vigo,La Liga,32,1987,31.8,965,1254,77.0,15329,3590,523,641,81.6,306,382,80.1,92,124,74.2,13,8.3,+4.7,60,59,52,5,116
Roger Assalé,CIV,FW,Dijon,Ligue 1,26,1993,9.2,126,183,68.9,2138,479,69,92,75.0,42,64,65.6,14,18,77.8,1,0.6,+0.4,4,5,6,1,14
Youcef Atal,ALG,DF,Nice,Ligue 1,24,1996,10.6,508,633,80.3,8305,2515,265,301,88.0,198,230,86.1,36,71,50.7,0,0.5,-0.5,5,24,12,7,41
