Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types Drib,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types Drib,GCA Types Sh,GCA Types Fld,GCA Types Def
Mariano Julio Izco,ARG,MF,Crotone,Serie A,34,1983,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Christopher Jullien,FRA,DF,Toulouse,Ligue 1,24,1993,28.9,17,0.59,14,0,0,2,0,1,4,0.14,3,0,0,1,0,0
David Juncà,ESP,DF,Eibar,La Liga,23,1993,10.0,25,2.50,16,5,1,0,3,0,3,0.30,3,0,0,0,0,0
Gideon Jung,GER,MF,Hamburger SV,Bundesliga,22,1994,28.6,16,0.56,14,0,1,0,1,0,1,0.04,1,0,0,0,0,0
Sebastian Jung,GER,DF,Wolfsburg,Bundesliga,27,1990,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zlatko Junuzović,AUT,MF,Werder Bremen,Bundesliga,29,1987,18.1,69,3.81,50,13,0,1,5,0,4,0.22,2,2,0,0,0,0
Christian Kabasele,BEL,DF,Watford,Premier League,26,1991,25.9,8,0.31,7,1,0,0,0,0,2,0.08,2,0,0,0,0,0
Younès Kaboul,FRA,DF,Watford,Premier League,31,1986,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alexander Kačaniklić,SWE,MF,Nantes,Ligue 1,25,1991,3.5,6,1.71,5,0,0,1,0,0,1,0.28,1,0,0,0,0,0
Gojko Kačar,SRB,DF,Augsburg,Bundesliga,30,1987,2.5,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Elias Kachunga,COD,FW,Huddersfield,Premier League,25,1992,14.8,23,1.56,19,0,2,0,2,0,1,0.07,1,0,0,0,0,0
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,25,1992,24.4,49,2.01,38,4,0,2,4,1,8,0.33,8,0,0,0,0,0
Shinji Kagawa,JPN,MF,Dortmund,Bundesliga,28,1989,13.0,35,2.70,24,7,1,1,2,0,4,0.31,3,0,0,0,1,0
Sullay Kaikai,SLE,MF,Crystal Palace,Premier League,21,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Florian Kainz,AUT,MF,Werder Bremen,Bundesliga,24,1992,19.0,71,3.81,42,19,2,4,3,1,4,0.21,3,1,0,0,0,0
Dominik Kaiser,GER,MF,RB Leipzig,Bundesliga,28,1988,3.1,9,2.95,3,3,0,1,2,0,0,0.00,0,0,0,0,0,0
Gaël Kakuta,COD,MF,Amiens,Ligue 1,26,1991,34.3,108,3.15,62,25,10,6,5,0,12,0.35,7,1,3,1,0,0
Nikola Kalinić,CRO,FW,Milan,Serie A,29,1988,20.1,64,3.18,47,0,1,6,9,1,10,0.50,6,0,0,1,3,0
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,31,1985,24.5,34,1.39,27,0,3,1,3,0,4,0.16,4,0,0,0,0,0
Daichi Kamada,JPN,FW,Eint Frankfurt,Bundesliga,20,1996,1.6,2,1.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
François Kamano,GUI,FW,Bordeaux,Ligue 1,21,1996,22.4,70,3.13,48,2,11,3,4,2,8,0.36,5,0,1,1,1,0
Bingourou Kamara,SEN,GK,Strasbourg,Ligue 1,20,1996,18.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Boubacar Kamara,FRA,DF,Marseille,Ligue 1,17,1999,5.1,4,0.79,3,0,1,0,0,0,2,0.40,1,0,1,0,0,0
Marcin Kamiński,POL,DF,Stuttgart,Bundesliga,25,1992,12.6,10,0.79,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Kevin Kampl,SVN,MF,Leverkusen,Bundesliga,26,1990,0.3,2,6.00,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,26,1990,22.4,81,3.61,54,19,3,3,1,1,10,0.45,6,2,0,0,1,1
Harry Kane,ENG,FW,Tottenham,Premier League,24,1993,34.2,101,2.96,59,1,16,15,8,2,10,0.29,7,0,2,1,0,0
Wilfried Kanga,CIV,FW,Angers,Ligue 1,19,1998,1.9,3,1.54,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mamadou Kanouté,SEN,FW,Benevento,Serie A,23,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
N'Golo Kanté,FRA,MF,Chelsea,Premier League,26,1991,33.3,82,2.46,75,0,2,2,0,3,8,0.24,7,0,0,1,0,0
Bartosz Kapustka,POL,FW,Freiburg,Bundesliga,20,1996,2.6,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kenan Karaman,TUR,MF,Hannover 96,Bundesliga,23,1994,9.5,19,2.00,13,0,3,2,1,0,0,0.00,0,0,0,0,0,0
Yann Karamoh,FRA,FW,Inter,Serie A,19,1998,5.4,21,3.87,14,1,2,2,2,0,5,0.92,3,0,1,1,0,0
Loris Karius,GER,GK,Liverpool,Premier League,24,1993,19.0,2,0.11,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0
Orestis Karnezis,GRE,GK,Watford,Premier League,32,1985,14.4,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rick Karsdorp,NED,DF,Roma,Serie A,22,1995,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Aleksandar Katai,SRB,FW,Alavés,La Liga,26,1991,0.6,2,3.27,1,0,0,0,1,0,1,1.64,1,0,0,0,0,0
Florian Kath,GER,FW,Freiburg,Bundesliga,22,1994,7.5,19,2.54,11,0,2,2,3,1,4,0.54,2,0,1,0,1,0
Ole Käuper,GER,MF,Werder Bremen,Bundesliga,20,1997,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Eiji Kawashima,JPN,GK,Metz,Ligue 1,34,1983,28.5,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Beram Kayal,ISR,MF,Brighton,Premier League,29,1988,8.3,15,1.81,11,0,1,1,1,1,0,0.00,0,0,0,0,0,0
Joris Kayembe,BEL,FW,Nantes,Ligue 1,22,1994,1.0,2,2.02,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Olarenwaju Kayode,NGA,FW,Girona,La Liga,24,1993,4.3,9,2.11,5,0,0,0,4,0,2,0.47,1,0,0,0,1,0
Moise Kean,ITA,FW,Hellas Verona,Serie A,17,2000,12.6,19,1.51,10,0,3,4,2,0,1,0.08,0,0,0,0,1,0
Michael Keane,ENG,DF,Everton,Premier League,24,1993,28.4,11,0.39,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Thilo Kehrer,GER,DF,Schalke 04,Bundesliga,20,1996,26.3,24,0.91,19,1,0,1,2,1,1,0.04,0,0,0,0,1,0
Cheick Keita,MLI,DF,Bologna,Serie A,21,1996,1.4,2,1.42,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Naby Keïta,GUI,MF,RB Leipzig,Bundesliga,22,1995,21.8,88,4.06,61,3,11,3,7,3,10,0.46,8,0,0,1,0,1
Keko,ESP,MF,Málaga,La Liga,25,1991,13.4,32,2.38,22,1,4,1,3,1,2,0.15,2,0,0,0,0,0
Martin Kelly,ENG,DF,Crystal Palace,Premier League,27,1990,13.3,4,0.30,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Marc-Oliver Kempf,GER,DF,Freiburg,Bundesliga,22,1995,10.0,6,0.60,4,0,0,2,0,0,1,0.10,0,0,0,1,0,0
Kenedy,BRA,MF,Newcastle Utd,Premier League,21,1996,11.4,30,2.64,17,5,3,3,2,0,3,0.26,1,1,0,1,0,0
Jonjoe Kenny,ENG,DF,Everton,Premier League,20,1997,17.7,17,0.96,12,2,0,2,1,0,4,0.23,1,0,0,2,1,0
Ryan Kent,ENG,FW,Freiburg,Bundesliga,20,1996,2.7,5,1.84,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Christophe Kerbrat,FRA,DF,Guingamp,Ligue 1,30,1986,36.9,18,0.49,15,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Franck Kessié,CIV,MF,Milan,Serie A,20,1996,36.3,119,3.28,100,0,10,5,2,2,7,0.19,6,0,0,0,1,0
Billy Ketkeophomphone,LAO,MF,Angers,Ligue 1,27,1990,4.9,12,2.47,8,1,0,2,1,0,1,0.21,0,0,0,1,0,0
Driss Khalid,MAR,FW,Toulouse,Ligue 1,18,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Saîf-Eddine Khaoui,TUN,MF,Troyes,Ligue 1,22,1995,21.7,69,3.17,33,17,10,3,4,2,3,0.14,0,1,0,1,1,0
Wahbi Khazri,TUN,FW,Rennes,Ligue 1,26,1991,21.3,68,3.19,38,11,5,6,7,1,7,0.33,4,1,1,1,0,0
Rani Khedira,GER,MF,Augsburg,Bundesliga,23,1994,25.3,19,0.75,16,1,0,1,0,1,2,0.08,1,0,0,0,0,1
Sami Khedira,GER,MF,Juventus,Serie A,30,1987,21.2,38,1.79,32,0,2,3,1,0,8,0.38,6,0,1,1,0,0
Stefan Kießling,GER,FW,Leverkusen,Bundesliga,33,1984,0.9,5,5.49,2,0,1,0,2,0,0,0.00,0,0,0,0,0,0
Kike,ESP,FW,Eibar,La Liga,27,1989,27.3,52,1.90,34,0,0,4,12,2,2,0.07,1,0,0,1,0,0
Joshua Kimmich,GER,DF,Bayern Munich,Bundesliga,22,1995,25.9,95,3.67,65,20,0,1,8,1,22,0.85,19,1,0,1,1,0
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,21,1995,26.9,15,0.56,12,0,0,2,0,1,0,0.00,0,0,0,0,0,0
Andy King,WAL,MF,Swansea City,Premier League,28,1988,7.9,7,0.88,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Andy King,WAL,MF,Leicester City,Premier League,28,1988,6.0,4,0.67,2,0,0,0,2,0,1,0.17,0,0,0,0,1,0
Joshua King,NOR,MF,Bournemouth,Premier League,25,1992,27.3,85,3.12,59,0,9,2,12,3,9,0.33,6,0,1,0,2,0
Simon Kjær,DEN,DF,Sevilla,La Liga,28,1989,17.5,3,0.17,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Davy Klaassen,NED,MF,Everton,Premier League,24,1993,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Felix Klaus,GER,MF,Hannover 96,Bundesliga,24,1992,22.0,74,3.36,30,16,4,8,15,1,10,0.45,2,2,0,2,4,0
Ragnar Klavan,EST,DF,Liverpool,Premier League,31,1985,16.1,15,0.93,15,0,0,0,0,0,2,0.12,2,0,0,0,0,0
Tim Kleindienst,GER,FW,Freiburg,Bundesliga,21,1995,12.6,24,1.90,13,0,4,6,1,0,4,0.32,3,0,0,1,0,0
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,21,1996,24.3,29,1.19,25,1,1,0,2,0,1,0.04,1,0,0,0,0,0
Lukas Klünter,GER,DF,Köln,Bundesliga,21,1996,14.8,31,2.09,23,1,2,3,1,1,0,0.00,0,0,0,0,0,0
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,25,1992,23.4,11,0.47,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Anthony Knockaert,FRA,MF,Brighton,Premier League,25,1991,26.9,68,2.53,47,7,10,1,3,0,8,0.30,8,0,0,0,0,0
Törles Knöll,GER,MF,Hamburger SV,Bundesliga,19,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robin Koch,GER,MF,Freiburg,Bundesliga,21,1996,21.3,10,0.47,9,0,0,1,0,0,2,0.09,1,0,0,1,0,0
Kenan Kodro,BIH,FW,Mainz 05,Bundesliga,23,1993,2.6,9,3.48,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Hervé Koffi,BFA,GK,Lille,Ligue 1,20,1996,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dominik Kohr,GER,MF,Leverkusen,Bundesliga,23,1994,18.5,42,2.27,34,0,2,2,1,3,5,0.27,4,0,1,0,0,0
Seybou Koita,NIG,FW,Amiens,Ligue 1,23,1994,2.4,4,1.70,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Koke,ESP,MF,Atlético Madrid,La Liga,25,1992,30.6,88,2.87,56,26,0,3,3,0,11,0.36,9,1,0,0,1,0
Aleksandar Kolarov,SRB,DF,Roma,Serie A,31,1985,34.0,147,4.32,84,39,6,10,7,1,12,0.35,8,1,0,0,3,0
Sead Kolašinac,BIH,DF,Arsenal,Premier League,24,1993,23.9,41,1.72,35,1,3,1,1,0,6,0.25,6,0,0,0,0,0
Vincent Kompany,BEL,DF,Manchester City,Premier League,31,1986,15.5,11,0.71,11,0,0,0,0,0,1,0.06,1,0,0,0,0,0
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,18,1999,13.6,10,0.73,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Moussa Konaté,SEN,FW,Amiens,Ligue 1,24,1993,27.5,49,1.78,32,0,3,3,10,1,5,0.18,3,0,0,0,2,0
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,24,1993,29.0,57,1.96,46,0,4,1,5,1,9,0.31,7,0,0,0,2,0
Bakary Koné,BFA,DF,Strasbourg,Ligue 1,29,1988,27.4,14,0.51,12,0,0,1,1,0,1,0.04,0,0,0,0,1,0
Terence Kongolo,NED,DF,Huddersfield,Premier League,23,1994,11.7,9,0.77,8,0,0,1,0,0,1,0.09,1,0,0,0,0,0
Terence Kongolo,NED,DF,Monaco,Ligue 1,23,1994,2.9,3,1.05,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0
Yevhen Konoplyanka,UKR,FW,Schalke 04,Bundesliga,27,1989,17.4,57,3.28,34,9,5,5,2,2,7,0.40,3,1,1,1,1,0
Julian Korb,GER,DF,Hannover 96,Bundesliga,25,1992,26.0,40,1.54,33,2,2,1,1,1,4,0.15,4,0,0,0,0,0
Laurent Koscielny,FRA,DF,Arsenal,Premier League,31,1985,24.7,11,0.44,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Filip Kostić,SRB,FW,Hamburger SV,Bundesliga,24,1992,27.1,58,2.17,36,5,3,4,8,2,4,0.15,2,0,1,1,0,0
Christian Kouakou,CIV,MF,Caen,Ligue 1,26,1991,9.4,22,2.34,14,0,0,3,4,1,1,0.11,1,0,0,0,0,0
Rominigue Kouamé,MLI,DF,Lille,Ligue 1,20,1996,2.2,8,3.58,8,0,0,0,0,0,1,0.45,1,0,0,0,0,0
Tomáš Koubek,CZE,GK,Rennes,Ligue 1,24,1992,34.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,26,1991,34.1,30,0.88,28,0,0,0,1,1,2,0.06,2,0,0,0,0,0
Jules Koundé,FRA,DF,Bordeaux,Ligue 1,18,1998,17.7,15,0.85,12,0,1,2,0,0,2,0.11,2,0,0,0,0,0
Cheikhou Kouyaté,SEN,MF,West Ham,Premier League,27,1989,31.1,33,1.06,26,0,1,1,2,3,7,0.23,6,0,0,0,0,1
Mateo Kovačić,CRO,MF,Real Madrid,La Liga,23,1994,11.0,26,2.36,22,0,1,0,3,0,4,0.36,2,0,0,0,2,0
Maksym Koval,UKR,GK,La Coruña,La Liga,24,1992,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dawid Kownacki,POL,FW,Sampdoria,Serie A,20,1997,9.1,19,2.08,11,0,3,1,3,1,5,0.55,3,0,1,0,1,0
Vincent Koziello,FRA,MF,Köln,Bundesliga,21,1995,8.8,12,1.37,9,1,0,0,1,1,0,0.00,0,0,0,0,0,0
Vincent Koziello,FRA,MF,Nice,Ligue 1,21,1995,9.0,19,2.12,17,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,29,1988,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Emil Krafth,SWE,DF,Bologna,Serie A,22,1994,10.5,6,0.57,5,0,0,0,1,0,1,0.10,0,0,0,0,1,0
Oliver Kragl,GER,MF,Crotone,Serie A,27,1990,1.1,5,4.59,0,2,0,0,3,0,0,0.00,0,0,0,0,0,0
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,26,1991,24.8,88,3.55,53,19,9,6,1,0,12,0.48,8,2,0,2,0,0
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,26,1991,23.9,28,1.17,20,3,2,0,1,2,1,0.04,1,0,0,0,0,0
Ladislav Krejčí,CZE,FW,Bologna,Serie A,25,1992,4.4,7,1.58,5,0,0,0,2,0,1,0.23,0,0,0,0,1,0
Rene Krhin,SVN,MF,Nantes,Ligue 1,27,1990,14.6,12,0.82,8,0,0,2,2,0,1,0.07,1,0,0,0,0,0
Bojan Krkić,ESP,FW,Alavés,La Liga,26,1990,4.9,7,1.43,6,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Bojan Krkić,ESP,FW,Stoke City,Premier League,26,1990,0.8,1,1.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Michael Krohn-Dehli,DEN,MF,La Coruña,La Liga,34,1983,8.1,8,0.99,8,0,0,0,0,0,1,0.12,1,0,0,0,0,0
Michael Krohn-Dehli,DEN,MF,Sevilla,La Liga,34,1983,6.0,11,1.85,9,2,0,0,0,0,2,0.34,2,0,0,0,0,0
Toni Kroos,GER,MF,Real Madrid,La Liga,27,1990,25.1,114,4.54,67,34,2,3,6,2,16,0.64,12,3,1,0,0,0
Max Kruse,GER,FW,Werder Bremen,Bundesliga,29,1988,27.3,111,4.07,79,16,9,4,2,1,11,0.40,6,2,1,2,0,0
Grzegorz Krychowiak,POL,MF,West Brom,Premier League,27,1990,18.2,38,2.08,29,4,2,1,1,1,4,0.22,3,0,0,0,1,0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,24,1992,12.8,7,0.55,5,2,0,0,0,0,2,0.16,2,0,0,0,0,0
Jasmin Kurtić,SVN,MF,Atalanta,Serie A,28,1989,7.4,12,1.63,11,0,1,0,0,0,1,0.14,1,0,0,0,0,0
Jasmin Kurtić,SVN,MF,SPAL,Serie A,28,1989,16.0,21,1.31,12,5,2,1,0,1,1,0.06,1,0,0,0,0,0
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,24,1992,18.9,27,1.43,19,2,0,1,1,4,2,0.11,2,0,0,0,0,0
Filip Kusić,SRB,DF,Köln,Bundesliga,21,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Zdravko Kuzmanović,SRB,MF,Málaga,La Liga,29,1987,5.3,13,2.44,12,0,1,0,0,0,1,0.19,1,0,0,0,0,0
Han Kwang-song,PRK,FW,Cagliari,Serie A,18,1998,3.1,4,1.30,3,0,0,1,0,0,1,0.32,0,0,0,1,0,0
Enock Kwateng,FRA,DF,Nantes,Ligue 1,20,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alberto de la Bella,ESP,DF,Real Sociedad,La Liga,31,1985,17.0,28,1.65,26,1,1,0,0,0,1,0.06,1,0,0,0,0,0
Rajiv van La Parra,NED,FW,Huddersfield,Premier League,26,1991,23.7,42,1.77,26,0,9,1,5,1,0,0.00,0,0,0,0,0,0
Brighton Labeau,MTQ,FW,Amiens,Ligue 1,21,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gaëtan Laborde,FRA,FW,Bordeaux,Ligue 1,23,1994,10.6,19,1.79,14,0,0,4,1,0,0,0.00,0,0,0,0,0,0
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,26,1991,24.5,85,3.47,54,0,10,11,9,1,11,0.45,6,0,0,4,1,0
Mehdi Lacen,ALG,MF,Málaga,La Liga,33,1984,11.7,9,0.77,8,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Mehdi Lacen,ALG,MF,Getafe,La Liga,33,1984,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Léo Lacroix,SUI,DF,Saint-Étienne,Ligue 1,25,1992,8.6,5,0.58,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Freddie Ladapo,ENG,FW,Crystal Palace,Premier League,24,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alban Lafont,FRA,GK,Toulouse,Ligue 1,18,1999,38.0,5,0.13,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Víctor Laguardia,ESP,DF,Alavés,La Liga,27,1989,17.0,6,0.35,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Konrad Laimer,AUT,DF,RB Leipzig,Bundesliga,20,1997,14.9,21,1.42,21,0,0,0,0,0,2,0.13,2,0,0,0,0,0
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,25,1991,30.3,58,1.92,43,8,2,1,3,1,8,0.26,6,0,1,1,0,0
Adam Lallana,ENG,MF,Liverpool,Premier League,29,1988,3.4,15,5.53,14,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Eugenio Lamanna,ITA,GK,Genoa,Serie A,27,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Érik Lamela,ARG,FW,Tottenham,Premier League,25,1992,9.4,36,3.84,26,4,1,1,3,1,3,0.32,2,0,0,0,1,0
Ádám Lang,HUN,DF,Dijon,Ligue 1,24,1993,2.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastian Langkamp,GER,DF,Hertha BSC,Bundesliga,29,1988,10.6,1,0.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,29,1988,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Manuel Lanzini,ARG,MF,West Ham,Premier League,24,1993,22.7,72,3.17,46,12,6,0,8,0,11,0.48,8,1,0,0,2,0
Gianluca Lapadula,PER,FW,Genoa,Serie A,27,1990,16.6,36,2.17,18,0,5,6,7,0,6,0.36,1,0,1,1,3,0
Aymeric Laporte,ESP,DF,Athletic Club,La Liga,23,1994,19.0,10,0.53,9,0,0,0,1,0,2,0.11,1,0,0,0,1,0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,23,1994,9.0,7,0.78,6,0,0,1,0,0,1,0.11,1,0,0,0,0,0
Danilo Larangeira,BRA,DF,Udinese,Serie A,33,1984,30.8,11,0.36,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Kevin Lasagna,ITA,FW,Udinese,Serie A,24,1992,23.7,41,1.73,28,0,1,5,5,2,8,0.34,4,0,1,2,1,0
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,23,1993,32.5,9,0.28,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paul Lasne,FRA,MF,Montpellier,Ligue 1,28,1989,34.0,84,2.47,62,2,4,2,11,3,6,0.18,6,0,0,0,0,0
Borja Lasso,ESP,MF,Sevilla,La Liga,23,1994,0.6,1,1.70,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Toni Lato,ESP,DF,Valencia,La Liga,19,1997,8.9,9,1.02,9,0,0,0,0,0,2,0.23,2,0,0,0,0,0
Danny Latza,GER,MF,Mainz 05,Bundesliga,27,1989,26.1,67,2.56,48,6,4,2,3,4,6,0.23,6,0,0,0,0,0
Vincent Laurini,FRA,DF,Fiorentina,Serie A,28,1989,17.9,33,1.85,29,4,0,0,0,0,3,0.17,3,0,0,0,0,0
Wesley Lautoa,NCL,DF,Dijon,Ligue 1,29,1987,6.9,4,0.58,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Diego Laxalt,URU,DF,Genoa,Serie A,24,1993,31.2,52,1.67,43,2,2,4,1,0,4,0.13,3,0,0,1,0,0
Miguel Layún,MEX,DF,Sevilla,La Liga,29,1988,13.2,24,1.82,17,6,1,0,0,0,2,0.15,1,1,0,0,0,0
Achraf Lazaar,MAR,MF,Benevento,Serie A,25,1992,5.3,7,1.32,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Valentino Lazaro,AUT,MF,Hertha BSC,Bundesliga,21,1996,20.7,50,2.42,35,9,3,1,1,1,8,0.39,5,2,1,0,0,0
Darko Lazović,SRB,MF,Genoa,Serie A,26,1990,13.8,35,2.64,29,3,1,0,1,1,4,0.30,3,1,0,0,0,0
Manuel Lazzari,ITA,DF,SPAL,Serie A,23,1993,34.6,68,1.96,48,2,7,2,7,2,2,0.06,2,0,0,0,0,0
Mickaël Le Bihan,FRA,FW,Nice,Ligue 1,27,1990,1.2,4,3.36,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Maxime Le Marchand,FRA,DF,Nice,Ligue 1,27,1989,28.2,29,1.03,26,2,1,0,0,0,4,0.14,4,0,0,0,0,0
James Lea Siliki,CMR,MF,Rennes,Ligue 1,21,1996,20.2,51,2.52,26,3,1,6,15,0,4,0.20,2,0,0,1,1,0
Mathew Leckie,AUS,FW,Hertha BSC,Bundesliga,26,1991,20.6,37,1.80,27,0,4,2,4,0,5,0.24,3,0,2,0,0,0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,26,1991,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Lees-Melou,FRA,MF,Nice,Ligue 1,24,1993,32.1,99,3.08,72,19,4,0,4,0,12,0.37,7,3,1,0,1,0
Matthias Lehmann,GER,MF,Köln,Bundesliga,34,1983,16.8,9,0.53,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Lucas Leiva,BRA,MF,Lazio,Serie A,30,1987,32.0,75,2.34,67,2,2,1,2,1,9,0.28,7,0,0,1,1,0
Florian Lejeune,FRA,DF,Newcastle Utd,Premier League,26,1991,23.4,13,0.56,11,0,0,1,0,1,3,0.13,3,0,0,0,0,0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,24,1993,23.5,47,2.00,36,4,4,0,2,1,2,0.09,2,0,0,0,0,0
Thomas Lemar,FRA,MF,Monaco,Ligue 1,21,1995,26.4,104,3.94,50,31,9,7,7,0,17,0.64,7,3,3,2,2,0
Mario Lemina,GAB,MF,Southampton,Premier League,23,1993,19.1,32,1.67,22,0,4,3,0,3,1,0.05,1,0,0,0,0,0
Mauricio Lemos,URU,DF,Sassuolo,Serie A,21,1995,7.8,1,0.13,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mauricio Lemos,URU,DF,Las Palmas,La Liga,21,1995,14.0,7,0.50,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Dylan Lempereur,FRA,DF,Metz,Ligue 1,18,1998,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Clément Lenglet,FRA,DF,Sevilla,La Liga,22,1995,33.3,13,0.39,11,0,1,1,0,0,1,0.03,1,0,0,0,0,0
Aaron Lennon,ENG,MF,Burnley,Premier League,30,1987,12.4,18,1.45,12,0,1,4,1,0,3,0.24,2,0,0,1,0,0
Aaron Lennon,ENG,FW,Everton,Premier League,30,1987,8.8,16,1.82,11,0,1,2,2,0,4,0.45,2,0,0,1,1,0
Bernd Leno,GER,GK,Leverkusen,Bundesliga,25,1992,33.0,6,0.18,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedro León,ESP,FW,Eibar,La Liga,30,1986,10.3,45,4.36,14,18,2,5,6,0,4,0.39,1,2,0,1,0,0
