Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Juanfran,ESP,DF,Atlético Madrid,La Liga,32,1985,17,15,1307,14.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,0.9,1.0,0.00,0.06,0.07,0.00,0.07
Juankar,ESP,DF,Málaga,La Liga,27,1990,10,9,784,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.01,0.10,0.10,0.01,0.10
Juanmi,ESP,FW,Real Sociedad,La Liga,24,1993,30,18,1489,16.5,8,2,8,0,0,3,0,0.48,0.12,0.60,0.48,0.60,5.2,5.2,2.0,7.2,0.31,0.12,0.44,0.31,0.44
Juanpe,ESP,DF,Girona,La Liga,26,1991,35,34,3065,34.1,5,1,5,0,0,7,0,0.15,0.03,0.18,0.15,0.18,2.1,2.1,0.9,3.0,0.06,0.03,0.09,0.06,0.09
Juanpi,VEN,MF,Málaga,La Liga,23,1994,16,5,610,6.8,0,2,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,1.1,1.1,1.0,2.0,0.16,0.14,0.30,0.16,0.30
Mariano Julio Izco,ARG,MF,Crotone,Serie A,34,1983,5,2,178,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Christopher Jullien,FRA,DF,Toulouse,Ligue 1,24,1993,30,30,2605,28.9,2,2,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,3.0,3.0,0.6,3.6,0.10,0.02,0.12,0.10,0.12
David Juncà,ESP,DF,Eibar,La Liga,23,1993,15,10,901,10.0,0,2,0,0,0,3,0,0.00,0.20,0.20,0.00,0.20,0.0,0.0,1.5,1.6,0.00,0.15,0.16,0.00,0.16
Gideon Jung,GER,MF,Hamburger SV,Bundesliga,22,1994,30,29,2570,28.6,1,1,1,0,0,7,1,0.04,0.04,0.07,0.04,0.07,0.5,0.5,0.9,1.4,0.02,0.03,0.05,0.02,0.05
Sebastian Jung,GER,DF,Wolfsburg,Bundesliga,27,1990,2,1,78,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Zlatko Junuzović,AUT,MF,Werder Bremen,Bundesliga,29,1987,24,17,1633,18.1,2,4,2,0,0,2,0,0.11,0.22,0.33,0.11,0.33,4.1,4.1,3.8,7.8,0.23,0.21,0.43,0.23,0.43
Christian Kabasele,BEL,DF,Watford,Premier League,26,1991,28,27,2330,25.9,2,0,2,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.6,0.6,0.2,0.7,0.02,0.01,0.03,0.02,0.03
Younès Kaboul,FRA,DF,Watford,Premier League,31,1986,2,2,150,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Alexander Kačaniklić,SWE,MF,Nantes,Ligue 1,25,1991,9,3,316,3.5,0,1,0,0,0,0,0,0.00,0.28,0.28,0.00,0.28,0.3,0.3,0.0,0.3,0.07,0.01,0.08,0.07,0.08
Gojko Kačar,SRB,DF,Augsburg,Bundesliga,30,1987,6,3,228,2.5,1,0,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,0.4,0.4,0.0,0.4,0.16,0.00,0.16,0.16,0.16
Elias Kachunga,COD,FW,Huddersfield,Premier League,25,1992,19,17,1329,14.8,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,2.0,2.0,0.9,2.9,0.13,0.06,0.19,0.13,0.19
Pavel Kadeřábek,CZE,DF,Hoffenheim,Bundesliga,25,1992,28,24,2199,24.4,2,3,2,0,0,5,0,0.08,0.12,0.20,0.08,0.20,1.6,1.6,3.7,5.3,0.06,0.15,0.22,0.06,0.22
Shinji Kagawa,JPN,MF,Dortmund,Bundesliga,28,1989,19,12,1166,13.0,5,2,5,0,0,0,0,0.39,0.15,0.54,0.39,0.54,4.3,4.3,2.1,6.4,0.33,0.16,0.50,0.33,0.50
Sullay Kaikai,SLE,MF,Crystal Palace,Premier League,21,1995,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Florian Kainz,AUT,MF,Werder Bremen,Bundesliga,24,1992,30,19,1712,19.0,3,3,3,0,0,5,0,0.16,0.16,0.32,0.16,0.32,3.2,3.2,3.4,6.6,0.17,0.18,0.35,0.17,0.35
Dominik Kaiser,GER,MF,RB Leipzig,Bundesliga,28,1988,10,3,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.07,0.10,0.17,0.07,0.17
Gaël Kakuta,COD,MF,Amiens,Ligue 1,26,1991,36,36,3083,34.3,6,6,6,0,1,3,0,0.18,0.18,0.35,0.18,0.35,4.8,4.0,7.2,11.2,0.14,0.21,0.35,0.12,0.33
Nikola Kalinić,CRO,FW,Milan,Serie A,29,1988,31,20,1812,20.1,6,3,6,0,0,3,0,0.30,0.15,0.45,0.30,0.45,8.8,8.8,2.1,10.9,0.44,0.11,0.54,0.44,0.54
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,31,1985,31,27,2207,24.5,12,3,11,1,2,0,0,0.49,0.12,0.61,0.45,0.57,10.1,8.5,2.5,11.0,0.41,0.10,0.51,0.35,0.45
Daichi Kamada,JPN,FW,Eint Frankfurt,Bundesliga,20,1996,3,2,144,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09
François Kamano,GUI,FW,Bordeaux,Ligue 1,21,1996,35,23,2014,22.4,8,4,7,1,1,4,0,0.36,0.18,0.54,0.31,0.49,8.4,7.4,4.9,12.3,0.38,0.22,0.60,0.33,0.55
Bingourou Kamara,SEN,GK,Strasbourg,Ligue 1,20,1996,19,19,1691,18.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Boubacar Kamara,FRA,DF,Marseille,Ligue 1,17,1999,6,5,455,5.1,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04
Marcin Kamiński,POL,DF,Stuttgart,Bundesliga,25,1992,23,12,1138,12.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.04,0.05,0.08,0.04,0.08
Kevin Kampl,SVN,MF,Leverkusen,Bundesliga,26,1990,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.14,0.05,0.18,0.14,0.18
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,26,1990,26,22,2019,22.4,1,3,1,0,0,3,0,0.04,0.13,0.18,0.04,0.18,1.6,1.6,3.9,5.6,0.07,0.18,0.25,0.07,0.25
Harry Kane,ENG,FW,Tottenham,Premier League,24,1993,37,35,3076,34.2,30,2,28,2,3,5,0,0.88,0.06,0.94,0.82,0.88,25.7,23.4,2.8,26.3,0.75,0.08,0.84,0.69,0.77
Wilfried Kanga,CIV,FW,Angers,Ligue 1,19,1998,9,1,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06
Mamadou Kanouté,SEN,FW,Benevento,Serie A,23,1993,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
N'Golo Kanté,FRA,MF,Chelsea,Premier League,26,1991,34,34,2994,33.3,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,2.4,3.2,0.02,0.07,0.10,0.02,0.10
Bartosz Kapustka,POL,FW,Freiburg,Bundesliga,20,1996,7,3,235,2.6,1,0,1,0,0,0,0,0.38,0.00,0.38,0.38,0.38,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04
Kenan Karaman,TUR,MF,Hannover 96,Bundesliga,23,1994,22,8,855,9.5,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.8,1.8,1.2,3.0,0.19,0.13,0.32,0.19,0.32
Yann Karamoh,FRA,FW,Inter,Serie A,19,1998,16,4,489,5.4,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.8,1.8,0.2,2.0,0.34,0.03,0.37,0.34,0.37
Loris Karius,GER,GK,Liverpool,Premier League,24,1993,19,19,1710,19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Orestis Karnezis,GRE,GK,Watford,Premier League,32,1985,15,14,1292,14.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Rick Karsdorp,NED,DF,Roma,Serie A,22,1995,1,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
Aleksandar Katai,SRB,FW,Alavés,La Liga,26,1991,3,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
Florian Kath,GER,FW,Freiburg,Bundesliga,22,1994,24,3,674,7.5,1,0,1,0,0,3,0,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.2,1.2,0.12,0.03,0.15,0.12,0.15
Ole Käuper,GER,MF,Werder Bremen,Bundesliga,20,1997,1,1,73,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Eiji Kawashima,JPN,GK,Metz,Ligue 1,34,1983,29,29,2569,28.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Beram Kayal,ISR,MF,Brighton,Premier League,29,1988,19,8,745,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.06,0.08,0.14,0.06,0.14
Joris Kayembe,BEL,FW,Nantes,Ligue 1,22,1994,3,1,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.09,0.12,0.03,0.12
Olarenwaju Kayode,NGA,FW,Girona,La Liga,24,1993,12,2,383,4.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,1.1,2.6,0.36,0.25,0.61,0.36,0.61
Moise Kean,ITA,FW,Hellas Verona,Serie A,17,2000,19,12,1131,12.6,4,0,4,0,0,5,0,0.32,0.00,0.32,0.32,0.32,5.4,5.4,0.8,6.2,0.43,0.06,0.49,0.43,0.49
Michael Keane,ENG,DF,Everton,Premier League,24,1993,30,29,2560,28.4,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,1.2,1.2,0.3,1.5,0.04,0.01,0.05,0.04,0.05
Thilo Kehrer,GER,DF,Schalke 04,Bundesliga,20,1996,28,27,2365,26.3,3,0,3,0,0,4,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.4,1.6,0.05,0.01,0.06,0.05,0.06
Cheick Keita,MLI,DF,Bologna,Serie A,21,1996,3,1,127,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Naby Keïta,GUI,MF,RB Leipzig,Bundesliga,22,1995,27,23,1962,21.8,6,5,6,0,0,8,2,0.28,0.23,0.50,0.28,0.50,3.5,3.5,3.6,7.2,0.16,0.17,0.33,0.16,0.33
Keko,ESP,MF,Málaga,La Liga,25,1991,21,15,1209,13.4,0,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,1.0,2.3,0.09,0.07,0.17,0.09,0.17
Martin Kelly,ENG,DF,Crystal Palace,Premier League,27,1990,15,12,1195,13.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.03,0.03,0.03
Marc-Oliver Kempf,GER,DF,Freiburg,Bundesliga,22,1995,12,11,901,10.0,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,0.1,0.9,0.07,0.01,0.09,0.07,0.09
Kenedy,BRA,MF,Newcastle Utd,Premier League,21,1996,13,13,1023,11.4,2,2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.2,2.2,1.8,4.0,0.20,0.16,0.35,0.20,0.35
Jonjoe Kenny,ENG,DF,Everton,Premier League,20,1997,19,17,1590,17.7,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.0,1.2,0.01,0.06,0.07,0.01,0.07
Ryan Kent,ENG,FW,Freiburg,Bundesliga,20,1996,6,1,245,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.4,0.39,0.13,0.52,0.39,0.52
Christophe Kerbrat,FRA,DF,Guingamp,Ligue 1,30,1986,37,37,3320,36.9,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,0.6,0.6,0.1,0.7,0.02,0.00,0.02,0.02,0.02
Franck Kessié,CIV,MF,Milan,Serie A,20,1996,37,37,3264,36.3,5,1,2,3,4,9,0,0.14,0.03,0.17,0.06,0.08,8.3,5.3,4.5,9.8,0.23,0.12,0.35,0.14,0.27
Billy Ketkeophomphone,LAO,MF,Angers,Ligue 1,27,1990,13,5,437,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.05,0.07,0.12,0.05,0.12
Driss Khalid,MAR,FW,Toulouse,Ligue 1,18,1999,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17
Saîf-Eddine Khaoui,TUN,MF,Troyes,Ligue 1,22,1995,32,21,1956,21.7,5,2,5,0,1,1,0,0.23,0.09,0.32,0.23,0.32,4.5,3.7,3.0,6.7,0.20,0.14,0.34,0.17,0.31
Wahbi Khazri,TUN,FW,Rennes,Ligue 1,26,1991,24,23,1918,21.3,9,2,6,3,4,8,1,0.42,0.09,0.52,0.28,0.38,8.3,5.3,3.6,8.9,0.39,0.17,0.56,0.25,0.42
Rani Khedira,GER,MF,Augsburg,Bundesliga,23,1994,30,27,2275,25.3,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,1.7,1.7,0.8,2.5,0.07,0.03,0.10,0.07,0.10
Sami Khedira,GER,MF,Juventus,Serie A,30,1987,26,24,1912,21.2,9,2,9,0,0,1,0,0.42,0.09,0.52,0.42,0.52,4.1,4.1,0.8,4.9,0.19,0.04,0.23,0.19,0.23
Stefan Kießling,GER,FW,Leverkusen,Bundesliga,33,1984,8,0,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.59,0.44,1.03,0.59,1.03
Kike,ESP,FW,Eibar,La Liga,27,1989,35,28,2460,27.3,8,1,8,0,0,5,0,0.29,0.04,0.33,0.29,0.33,9.3,9.3,0.9,10.2,0.34,0.03,0.37,0.34,0.37
Joshua Kimmich,GER,DF,Bayern Munich,Bundesliga,22,1995,29,26,2329,25.9,1,10,1,0,0,1,0,0.04,0.39,0.43,0.04,0.43,0.6,0.6,5.8,6.4,0.02,0.22,0.25,0.02,0.25
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,21,1995,28,27,2423,26.9,0,0,0,0,0,8,2,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.3,1.5,0.05,0.01,0.06,0.05,0.06
Andy King,WAL,MF,Swansea City,Premier League,28,1988,11,9,715,7.9,2,1,2,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1.2,1.2,0.2,1.3,0.15,0.02,0.17,0.15,0.17
Andy King,WAL,MF,Leicester City,Premier League,28,1988,11,5,537,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,1.1,0.17,0.00,0.18,0.17,0.18
Joshua King,NOR,MF,Bournemouth,Premier League,25,1992,33,27,2453,27.3,8,3,6,2,2,3,0,0.29,0.11,0.40,0.22,0.33,7.4,5.8,5.0,10.8,0.27,0.18,0.45,0.21,0.40
Simon Kjær,DEN,DF,Sevilla,La Liga,28,1989,20,18,1571,17.5,2,0,2,0,0,3,0,0.11,0.00,0.11,0.11,0.11,1.3,1.3,0.0,1.4,0.08,0.00,0.08,0.08,0.08
Davy Klaassen,NED,MF,Everton,Premier League,24,1993,7,3,251,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05
Felix Klaus,GER,MF,Hannover 96,Bundesliga,24,1992,28,25,1981,22.0,4,2,4,0,0,5,0,0.18,0.09,0.27,0.18,0.27,4.6,4.6,2.0,6.6,0.21,0.09,0.30,0.21,0.30
Ragnar Klavan,EST,DF,Liverpool,Premier League,31,1985,19,16,1451,16.1,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05
Tim Kleindienst,GER,FW,Freiburg,Bundesliga,21,1995,22,12,1138,12.6,2,3,2,0,0,2,0,0.16,0.24,0.40,0.16,0.40,4.4,4.4,2.0,6.4,0.35,0.15,0.50,0.35,0.50
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,21,1996,26,25,2190,24.3,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,1.1,2.3,0.05,0.05,0.10,0.05,0.10
Lukas Klünter,GER,DF,Köln,Bundesliga,21,1996,19,14,1336,14.8,1,0,1,0,0,6,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,1.6,3.2,0.10,0.11,0.21,0.10,0.21
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,25,1992,24,24,2102,23.4,1,2,1,0,0,2,0,0.04,0.09,0.13,0.04,0.13,0.6,0.6,0.3,0.8,0.02,0.01,0.04,0.02,0.04
Anthony Knockaert,FRA,MF,Brighton,Premier League,25,1991,33,27,2421,26.9,3,1,3,0,0,4,1,0.11,0.04,0.15,0.11,0.15,4.0,4.0,2.4,6.4,0.15,0.09,0.24,0.15,0.24
Törles Knöll,GER,MF,Hamburger SV,Bundesliga,19,1997,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Robin Koch,GER,MF,Freiburg,Bundesliga,21,1996,26,21,1919,21.3,2,1,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,1.1,1.1,1.0,2.1,0.05,0.04,0.10,0.05,0.10
Kenan Kodro,BIH,FW,Mainz 05,Bundesliga,23,1993,8,2,232,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.20,0.04,0.25,0.20,0.25
Hervé Koffi,BFA,GK,Lille,Ligue 1,20,1996,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Dominik Kohr,GER,MF,Leverkusen,Bundesliga,23,1994,28,18,1664,18.5,1,1,1,0,0,9,1,0.05,0.05,0.11,0.05,0.11,3.7,3.7,1.5,5.2,0.20,0.08,0.28,0.20,0.28
Seybou Koita,NIG,FW,Amiens,Ligue 1,23,1994,6,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.13,0.02,0.15,0.13,0.15
Koke,ESP,MF,Atlético Madrid,La Liga,25,1992,35,33,2756,30.6,4,4,4,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.7,2.7,6.9,9.7,0.09,0.23,0.32,0.09,0.32
Aleksandar Kolarov,SRB,DF,Roma,Serie A,31,1985,35,34,3060,34.0,2,6,2,0,0,3,0,0.06,0.18,0.24,0.06,0.24,2.6,2.6,8.6,11.2,0.08,0.25,0.33,0.08,0.33
Sead Kolašinac,BIH,DF,Arsenal,Premier League,24,1993,27,25,2147,23.9,2,4,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.3,2.3,3.4,5.8,0.10,0.14,0.24,0.10,0.24
Vincent Kompany,BEL,DF,Manchester City,Premier League,31,1986,17,17,1394,15.5,1,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,1.1,1.1,0.7,1.7,0.07,0.04,0.11,0.07,0.11
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,18,1999,16,14,1228,13.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.01,0.03,0.05,0.01,0.05
Moussa Konaté,SEN,FW,Amiens,Ligue 1,24,1993,33,28,2472,27.5,13,1,11,2,2,8,0,0.47,0.04,0.51,0.40,0.44,10.4,8.9,1.6,10.5,0.38,0.06,0.44,0.32,0.38
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,24,1993,31,30,2614,29.0,4,4,4,0,0,12,1,0.14,0.14,0.28,0.14,0.28,2.2,2.2,2.5,4.7,0.08,0.08,0.16,0.08,0.16
Bakary Koné,BFA,DF,Strasbourg,Ligue 1,29,1988,28,27,2462,27.4,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.4,1.4,0.0,1.4,0.05,0.00,0.05,0.05,0.05
Terence Kongolo,NED,DF,Huddersfield,Premier League,23,1994,13,11,1049,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.01,0.05,0.03,0.05
Terence Kongolo,NED,DF,Monaco,Ligue 1,23,1994,3,3,257,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.5,0.04,0.12,0.16,0.04,0.16
Yevhen Konoplyanka,UKR,FW,Schalke 04,Bundesliga,27,1989,27,18,1562,17.4,4,4,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,5.9,5.9,4.4,10.3,0.34,0.25,0.59,0.34,0.59
Julian Korb,GER,DF,Hannover 96,Bundesliga,25,1992,28,28,2336,26.0,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,2.1,3.7,0.06,0.08,0.14,0.06,0.14
Laurent Koscielny,FRA,DF,Arsenal,Premier League,31,1985,25,25,2225,24.7,2,0,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.9,1.9,0.5,2.4,0.08,0.02,0.10,0.08,0.10
Filip Kostić,SRB,FW,Hamburger SV,Bundesliga,24,1992,30,27,2438,27.1,5,1,5,0,1,2,0,0.18,0.04,0.22,0.18,0.22,6.9,6.1,3.0,9.0,0.26,0.11,0.37,0.23,0.34
Christian Kouakou,CIV,MF,Caen,Ligue 1,26,1991,19,7,847,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,2.3,2.3,0.4,2.7,0.25,0.04,0.29,0.25,0.29
Rominigue Kouamé,MLI,DF,Lille,Ligue 1,20,1996,6,1,201,2.2,0,1,0,0,0,0,0,0.00,0.45,0.45,0.00,0.45,0.0,0.0,0.3,0.3,0.00,0.14,0.14,0.00,0.14
Tomáš Koubek,CZE,GK,Rennes,Ligue 1,24,1992,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,26,1991,35,35,3066,34.1,5,1,5,0,0,5,1,0.15,0.03,0.18,0.15,0.18,2.6,2.6,0.3,2.9,0.08,0.01,0.09,0.08,0.09
Jules Koundé,FRA,DF,Bordeaux,Ligue 1,18,1998,18,17,1589,17.7,2,0,2,0,0,1,0,0.11,0.00,0.11,0.11,0.11,1.4,1.4,0.1,1.5,0.08,0.01,0.09,0.08,0.09
Cheikhou Kouyaté,SEN,MF,West Ham,Premier League,27,1989,33,32,2799,31.1,2,3,2,0,0,5,0,0.06,0.10,0.16,0.06,0.16,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11
Mateo Kovačić,CRO,MF,Real Madrid,La Liga,23,1994,21,10,992,11.0,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.0,1.3,0.03,0.09,0.12,0.03,0.12
Maksym Koval,UKR,GK,La Coruña,La Liga,24,1992,2,2,120,1.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Dawid Kownacki,POL,FW,Sampdoria,Serie A,20,1997,22,6,823,9.1,5,2,5,0,0,0,0,0.55,0.22,0.77,0.55,0.77,3.0,3.0,1.0,4.0,0.33,0.11,0.44,0.33,0.44
Vincent Koziello,FRA,MF,Köln,Bundesliga,21,1995,12,8,789,8.8,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.6,0.8,0.02,0.07,0.09,0.02,0.09
Vincent Koziello,FRA,MF,Nice,Ligue 1,21,1995,15,10,807,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.9,0.03,0.07,0.10,0.03,0.10
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,29,1988,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Emil Krafth,SWE,DF,Bologna,Serie A,22,1994,12,10,946,10.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04
Oliver Kragl,GER,MF,Crotone,Serie A,27,1990,5,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.16,0.16,0.00,0.16
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,26,1991,34,22,2228,24.8,13,6,11,2,2,1,0,0.53,0.24,0.77,0.44,0.69,10.2,8.6,6.0,14.6,0.41,0.24,0.65,0.35,0.59
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,26,1991,27,26,2151,23.9,3,0,3,0,0,5,0,0.13,0.00,0.13,0.13,0.13,1.4,1.4,0.6,2.0,0.06,0.02,0.08,0.06,0.08
Ladislav Krejčí,CZE,FW,Bologna,Serie A,25,1992,12,2,397,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.07,0.02,0.09,0.07,0.09
