Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,25,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Habib Diallo,SEN,FW,Metz,Ligue 1,22,1995,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mustapha Diallo,SEN,MF,Guingamp,Ligue 1,31,1986,26,16,1384,15.4,5,0,5,0,0,6,0,0.33,0.00,0.33,0.33,0.33,3.7,3.7,0.3,4.0,0.24,0.02,0.26,0.24,0.26
Mohamed Diamé,SEN,MF,Newcastle Utd,Premier League,30,1987,31,23,2041,22.7,2,0,2,0,0,3,0,0.09,0.00,0.09,0.09,0.09,1.6,1.6,0.5,2.1,0.07,0.02,0.09,0.07,0.09
Lassana Diarra,FRA,MF,Paris S-G,Ligue 1,32,1985,10,8,606,6.7,0,1,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05
Amadou Diawara,GUI,MF,Napoli,Serie A,20,1997,18,5,655,7.3,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07
Brahim Díaz,ESP,FW,Manchester City,Premier League,17,1999,5,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.72,0.00,0.72,0.72,0.72
Bakaye Dibassy,MLI,DF,Amiens,Ligue 1,27,1989,32,31,2778,30.9,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,0.6,2.0,0.04,0.02,0.06,0.04,0.06
Daniel Didavi,GER,MF,Wolfsburg,Bundesliga,27,1990,30,26,2237,24.9,9,5,9,0,0,4,0,0.36,0.20,0.56,0.36,0.56,5.4,5.4,2.8,8.2,0.22,0.11,0.33,0.22,0.33
Thomas Didillon,FRA,GK,Metz,Ligue 1,21,1995,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Étienne Didot,FRA,MF,Guingamp,Ligue 1,34,1983,23,21,1621,18.0,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,0.5,0.5,0.8,1.3,0.03,0.04,0.07,0.03,0.07
Adrián Diéguez,ESP,DF,Alavés,La Liga,21,1996,6,6,435,4.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Dennis Diekmeier,GER,DF,Hamburger SV,Bundesliga,27,1989,22,22,1868,20.8,0,3,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,2.2,2.7,0.02,0.11,0.13,0.02,0.13
Eric Dier,ENG,MF,Tottenham,Premier League,23,1994,34,32,2824,31.4,0,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,2.0,2.0,1.4,3.4,0.06,0.05,0.11,0.06,0.11
Lucas Digne,FRA,DF,Barcelona,La Liga,24,1993,12,8,704,7.8,0,2,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.5,0.5,1.5,1.9,0.06,0.19,0.25,0.06,0.25
Landry Dimata,BEL,FW,Wolfsburg,Bundesliga,19,1997,21,9,902,10.0,0,1,0,0,0,1,1,0.00,0.10,0.10,0.00,0.10,1.2,1.2,0.4,1.6,0.12,0.04,0.16,0.12,0.16
Tristan Dingomé,CMR,MF,Troyes,Ligue 1,26,1991,14,14,1192,13.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.3,1.5,0.02,0.10,0.11,0.02,0.11
Ismaël Diomandé,CIV,DF,Caen,Ligue 1,24,1992,11,8,712,7.9,0,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,0.0,0.0,0.2,0.3,0.01,0.03,0.04,0.01,0.04
Lois Diony,FRA,FW,Saint-Étienne,Ligue 1,24,1992,16,11,931,10.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.4,2.3,0.18,0.04,0.22,0.18,0.22
Issa Diop,FRA,DF,Toulouse,Ligue 1,20,1997,34,34,3060,34.0,3,0,3,0,0,8,0,0.09,0.00,0.09,0.09,0.09,1.3,1.3,0.4,1.7,0.04,0.01,0.05,0.04,0.05
Papakouli Diop,SEN,MF,Espanyol,La Liga,31,1986,5,3,264,2.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.03,0.01,0.03
Papakouli Diop,SEN,MF,Eibar,La Liga,31,1986,15,12,940,10.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,19,1997,25,17,1344,14.9,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.5,1.3,0.05,0.03,0.09,0.05,0.09
Djené,TOG,DF,Getafe,La Liga,25,1991,36,36,3239,36.0,1,0,1,0,0,9,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.2,0.8,0.02,0.00,0.02,0.02,0.02
Koffi Djidji,CIV,DF,Nantes,Ligue 1,24,1992,29,27,2416,26.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.01,0.03,0.04,0.01,0.04
Alexander Djiku,GHA,DF,Caen,Ligue 1,22,1994,28,28,2520,28.0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,1.5,0.05,0.00,0.05,0.05,0.05
Papy Djilobodji,SEN,DF,Dijon,Ligue 1,28,1988,30,30,2699,30.0,0,1,0,0,0,4,1,0.00,0.03,0.03,0.00,0.03,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04
Berat Djimsiti,ALB,DF,Benevento,Serie A,24,1993,30,30,2700,30.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,1.3,1.3,0.5,1.9,0.04,0.02,0.06,0.04,0.06
Marko Dmitrović,SRB,GK,Eibar,La Liga,25,1992,36,36,3240,36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,24,1993,17,9,881,9.8,1,2,1,0,0,1,0,0.10,0.20,0.31,0.10,0.31,1.2,1.2,1.4,2.6,0.12,0.14,0.27,0.12,0.27
Jaume Doménech,ESP,GK,Valencia,La Liga,26,1990,5,5,450,5.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Jean-Luc Dompé,FRA,MF,Amiens,Ligue 1,21,1995,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.07,0.00,0.07,0.07,0.07
Giulio Donati,ITA,DF,Mainz 05,Bundesliga,27,1990,29,26,2284,25.4,0,3,0,0,0,3,2,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.7,2.1,0.01,0.07,0.08,0.01,0.08
Ji Dong-won,KOR,FW,Augsburg,Bundesliga,26,1991,3,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Anastasios Donis,GRE,FW,Stuttgart,Bundesliga,20,1996,18,11,949,10.5,2,2,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,4.5,4.5,2.1,6.5,0.43,0.19,0.62,0.43,0.62
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,18,1999,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Godfred Donsah,GHA,MF,Bologna,Serie A,21,1996,28,20,1794,19.9,2,1,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,1.2,1.2,1.2,2.4,0.06,0.06,0.12,0.06,0.12
Dória,BRA,DF,Marseille,Ligue 1,22,1994,3,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Niklas Dorsch,GER,MF,Bayern Munich,Bundesliga,19,1998,1,1,90,1.0,1,0,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,0.7,0.7,0.0,0.8,0.73,0.03,0.76,0.73,0.76
Gabriel Dos Santos,BRA,FW,Troyes,Ligue 1,19,1997,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mauro dos Santos,ARG,DF,Leganés,La Liga,28,1989,14,10,983,10.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Mathieu Dossevi,TOG,FW,Metz,Ligue 1,29,1988,30,30,2509,27.9,1,11,1,0,0,2,0,0.04,0.39,0.43,0.04,0.43,2.1,2.1,9.2,11.3,0.08,0.33,0.41,0.08,0.41
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,24,1993,37,37,3324,36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.6,3.6,2.6,6.2,0.10,0.07,0.17,0.10,0.17
Cheick Doukouré,CIV,MF,Levante,La Liga,24,1992,19,12,1022,11.4,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.3,1.5,0.11,0.02,0.13,0.11,0.13
Mohamed Dräger,TUN,MF,Freiburg,Bundesliga,21,1996,2,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Aleksandar Dragović,AUT,DF,Leicester City,Premier League,26,1991,11,7,769,8.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,26,1991,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,19,1997,3,1,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,5,1,95,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Julian Draxler,GER,MF,Paris S-G,Ligue 1,23,1993,30,19,1704,18.9,4,5,4,0,0,1,0,0.21,0.26,0.48,0.21,0.48,3.2,3.2,4.4,7.6,0.17,0.23,0.40,0.17,0.40
Danny Drinkwater,ENG,MF,Chelsea,Premier League,27,1990,12,5,527,5.9,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.3,0.4,0.03,0.04,0.07,0.03,0.07
Josip Drmić,SUI,FW,M'Gladbach,Bundesliga,24,1992,13,4,467,5.2,4,1,4,0,0,1,0,0.77,0.19,0.96,0.77,0.96,3.2,3.2,0.2,3.4,0.62,0.04,0.65,0.62,0.65
Rick van Drongelen,NED,DF,Hamburger SV,Bundesliga,18,1998,18,16,1440,16.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03
Óscar Duarte,CRC,DF,Espanyol,La Liga,28,1989,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.09,0.00,0.09,0.09,0.09
Rubén Duarte,ESP,DF,Alavés,La Liga,21,1995,24,24,2138,23.8,0,2,0,0,0,9,1,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.9,2.4,0.02,0.08,0.10,0.02,0.10
Leo Dubois,FRA,DF,Nantes,Ligue 1,22,1994,34,34,3021,33.6,3,4,3,0,0,5,0,0.09,0.12,0.21,0.09,0.21,2.2,2.2,5.6,7.8,0.07,0.17,0.23,0.07,0.23
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,28,1989,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,17,9,744,8.3,1,0,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,1.3,1.3,0.3,1.7,0.16,0.04,0.20,0.16,0.20
Shane Duffy,IRL,DF,Brighton,Premier League,25,1992,37,37,3292,36.6,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,0.8,2.7,0.05,0.02,0.07,0.05,0.07
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,25,1991,20,19,1602,17.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.03,0.05,0.01,0.05
Alfred Duncan,GHA,MF,Sassuolo,Serie A,24,1993,26,23,1947,21.6,0,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,2.4,2.4,3.0,5.3,0.11,0.14,0.25,0.11,0.25
Lewis Dunk,ENG,DF,Brighton,Premier League,25,1991,38,38,3420,38.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.8,2.8,0.4,3.2,0.07,0.01,0.08,0.07,0.08
Maxime Dupé,FRA,GK,Nantes,Ligue 1,24,1993,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Filip Đuričić,SRB,FW,Sampdoria,Serie A,25,1992,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.60,0.60,0.00,0.60
Filip Đuričić,SRB,FW,Benevento,Serie A,25,1992,15,13,971,10.8,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,1.6,2.3,0.06,0.15,0.21,0.06,0.21
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,28,1989,20,12,1028,11.4,3,3,0,3,4,5,0,0.26,0.26,0.53,0.00,0.26,3.4,0.3,2.9,3.2,0.29,0.26,0.55,0.03,0.28
Riza Durmisi,DEN,DF,Betis,La Liga,23,1994,24,23,2080,23.1,2,3,2,0,0,4,0,0.09,0.13,0.22,0.09,0.22,1.4,1.4,2.6,4.0,0.06,0.11,0.17,0.06,0.17
Hugo Duro,ESP,FW,Getafe,La Liga,17,1999,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.45,0.00,0.45,0.45,0.45
Noë Dussenne,BEL,DF,Crotone,Serie A,25,1992,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.15,0.00,0.15,0.15,0.15
Paulo Dybala,ARG,MF,Juventus,Serie A,23,1993,33,26,2353,26.1,22,3,19,3,5,0,0,0.84,0.11,0.96,0.73,0.84,12.5,8.8,4.6,13.4,0.48,0.18,0.65,0.34,0.51
Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,24,16,1307,14.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.8,1.6,0.05,0.05,0.11,0.05,0.11
Edin Džeko,BIH,FW,Roma,Serie A,31,1986,36,33,3018,33.5,16,3,16,0,0,6,0,0.48,0.09,0.57,0.48,0.57,20.2,20.2,4.2,24.4,0.60,0.13,0.73,0.60,0.73
Blerim Džemaili,SUI,MF,Bologna,Serie A,31,1986,15,14,1193,13.3,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.9,0.9,0.5,1.4,0.07,0.04,0.11,0.07,0.11
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,20,1997,23,16,1524,16.9,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.3,1.0,0.04,0.02,0.06,0.04,0.06
Éder,ITA,FW,Inter,Serie A,30,1986,29,4,800,8.9,3,0,3,0,0,4,0,0.34,0.00,0.34,0.34,0.34,3.1,3.1,1.5,4.6,0.35,0.17,0.52,0.35,0.52
Simone Edera,ITA,FW,Torino,Serie A,20,1997,14,2,327,3.6,1,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,0.5,0.5,0.2,0.7,0.15,0.05,0.20,0.15,0.20
Ederson,BRA,GK,Manchester City,Premier League,23,1993,36,36,3194,35.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00
Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,6,6,481,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mandela Egbo,ENG,MF,M'Gladbach,Bundesliga,19,1997,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,19,1998,7,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.27,0.25,0.53,0.27,0.53
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,20,1996,33,31,2692,29.9,2,3,2,0,0,3,0,0.07,0.10,0.17,0.07,0.17,4.6,4.6,1.2,5.8,0.15,0.04,0.20,0.15,0.20
Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,19,12,1108,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.0,1.5,0.04,0.08,0.12,0.04,0.12
Josip Elez,CRO,DF,Hannover 96,Bundesliga,23,1994,11,9,774,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Rob Elliot,IRL,GK,Newcastle Utd,Premier League,31,1986,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Mohamed Elneny,EGY,MF,Arsenal,Premier League,25,1992,13,11,867,9.6,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.4,0.4,1.0,1.5,0.05,0.11,0.15,0.05,0.15
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,19,18,1596,17.7,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,1.0,1.0,0.6,1.6,0.05,0.04,0.09,0.05,0.09
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,20,1996,33,33,2914,32.4,2,2,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12,0.9,0.9,1.3,2.3,0.03,0.04,0.07,0.03,0.07
Rodrigo Ely,BRA,DF,Alavés,La Liga,23,1993,31,30,2691,29.9,1,0,1,0,0,11,1,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.1,1.0,0.03,0.00,0.03,0.03,0.03
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,20,1997,21,9,919,10.2,3,0,3,0,0,4,0,0.29,0.00,0.29,0.29,0.29,3.8,3.8,0.2,4.0,0.38,0.01,0.39,0.38,0.39
Youssef En-Nesyri,MAR,FW,Málaga,La Liga,20,1997,25,16,1596,17.7,4,0,4,0,1,2,1,0.23,0.00,0.23,0.23,0.23,4.9,4.1,1.0,5.1,0.27,0.05,0.33,0.23,0.29
Sergi Enrich,ESP,FW,Eibar,La Liga,27,1990,19,14,1330,14.8,3,1,3,0,0,2,0,0.20,0.07,0.27,0.20,0.27,2.7,2.7,0.9,3.6,0.18,0.06,0.25,0.18,0.25
Javier Eraso,ESP,MF,Leganés,La Liga,27,1990,34,31,2533,28.1,4,3,4,0,0,4,0,0.14,0.11,0.25,0.14,0.25,4.1,4.1,3.0,7.2,0.15,0.11,0.25,0.15,0.25
Christian Eriksen,DEN,MF,Tottenham,Premier League,25,1992,37,37,3218,35.8,10,10,10,0,0,0,0,0.28,0.28,0.56,0.28,0.56,6.9,6.9,12.4,19.3,0.19,0.35,0.54,0.19,0.54
Gonzalo Escalante,ARG,MF,Eibar,La Liga,24,1993,28,16,1565,17.4,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,1.4,1.4,0.4,1.7,0.08,0.02,0.10,0.08,0.10
Sergio Escudero,ESP,DF,Sevilla,La Liga,27,1989,27,26,2332,25.9,0,2,0,0,0,10,0,0.00,0.08,0.08,0.00,0.08,1.0,1.0,1.2,2.3,0.04,0.05,0.09,0.04,0.09
Bernardo Espinosa,COL,DF,Girona,La Liga,28,1989,34,32,2868,31.9,0,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,1.7,1.7,0.7,2.5,0.05,0.02,0.08,0.05,0.08
Michael Esser,GER,GK,Hannover 96,Bundesliga,29,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,27,1990,16,6,617,6.9,2,1,2,0,0,0,0,0.29,0.15,0.44,0.29,0.44,0.8,0.8,0.2,1.0,0.12,0.03,0.15,0.12,0.15
Oghenekaro Etebo,NGA,MF,Las Palmas,La Liga,21,1995,14,14,1215,13.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,30,1987,24,12,1120,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,1.7,2.1,0.03,0.14,0.17,0.03,0.17
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,29,1987,5,5,376,4.2,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.06,0.01,0.07,0.06,0.07
Jonny Evans,NIR,DF,West Brom,Premier League,29,1988,28,26,2270,25.2,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,1.9,1.9,0.4,2.3,0.08,0.02,0.09,0.08,0.09
Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,2,2,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.08,0.06,0.14,0.08,0.14
Patrice Evra,FRA,DF,Marseille,Ligue 1,36,1981,4,4,349,3.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.04,0.03,0.07,0.04,0.07
Patrice Evra,FRA,DF,West Ham,Premier League,36,1981,5,3,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Edu Expósito,ESP,MF,La Coruña,La Liga,20,1996,3,0,96,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Erik Expósito,ESP,FW,Las Palmas,La Liga,21,1996,10,4,467,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.1,1.1,0.2,1.3,0.21,0.04,0.25,0.21,0.25
Valentin Eysseric,FRA,FW,Nice,Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.03,0.27,0.31,0.03,0.31
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,25,1992,21,8,706,7.8,1,1,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,1.1,1.1,1.5,2.5,0.13,0.19,0.32,0.13,0.32
Imoh Ezekiel,NGA,FW,Las Palmas,La Liga,23,1993,10,5,469,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.21,0.01,0.23,0.21,0.23
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,28,1989,7,3,422,4.7,1,0,1,0,0,0,0,0.21,0.00,0.21,0.21,0.21,1.3,1.3,0.9,2.3,0.29,0.20,0.49,0.29,0.49
Łukasz Fabiański,POL,GK,Swansea City,Premier League,32,1985,38,38,3420,38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
Fabinho,BRA,MF,Monaco,Ligue 1,23,1993,34,34,3060,34.0,7,3,3,4,4,8,0,0.21,0.09,0.29,0.09,0.18,5.4,2.4,3.8,6.2,0.16,0.11,0.27,0.07,0.18
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,30,1987,32,25,2307,25.6,2,4,2,0,0,5,2,0.08,0.16,0.23,0.08,0.23,2.7,2.7,7.0,9.7,0.11,0.27,0.38,0.11,0.38
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,28,1988,34,34,3015,33.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
Fayçal Fajr,MAR,MF,Getafe,La Liga,28,1988,31,26,2385,26.5,1,4,1,0,1,7,0,0.04,0.15,0.19,0.04,0.19,1.7,1.0,3.0,4.0,0.06,0.11,0.18,0.04,0.15
Radamel Falcao,COL,FW,Monaco,Ligue 1,31,1986,26,25,2129,23.7,18,4,15,3,4,1,0,0.76,0.17,0.93,0.63,0.80,12.8,9.7,2.0,11.7,0.54,0.08,0.63,0.41,0.50
Diego Falcinelli,ITA,FW,Sassuolo,Serie A,26,1991,20,15,1314,14.6,2,1,2,0,0,2,0,0.14,0.07,0.21,0.14,0.21,5.0,4.9,0.4,5.3,0.34,0.03,0.37,0.34,0.37
Diego Falcinelli,ITA,FW,Fiorentina,Serie A,26,1991,12,3,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.9,2.5,0.32,0.18,0.50,0.32,0.50
Simon Falette,GUI,DF,Metz,Ligue 1,25,1992,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
