Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,26,1991,0.5,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,19,1997,2.4,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,
Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,1.1,0,0,0,0,1,0,2,0,2,0,0,0,15,1,1,50.0
Julian Draxler,GER,MF,Paris S-G,Ligue 1,23,1993,18.9,1,0,0,16,10,2,24,27,10,0,0,0,112,3,2,60.0
Danny Drinkwater,ENG,MF,Chelsea,Premier League,27,1990,5.9,0,0,0,13,4,0,5,10,10,0,0,0,54,4,2,66.7
Josip Drmić,SUI,FW,M'Gladbach,Bundesliga,24,1992,5.2,1,0,0,4,8,4,2,2,0,0,0,0,30,21,19,52.5
Rick van Drongelen,NED,DF,Hamburger SV,Bundesliga,18,1998,16.0,4,0,0,10,5,0,3,13,20,0,0,1,201,32,30,51.6
Óscar Duarte,CRC,DF,Espanyol,La Liga,28,1989,11.0,1,0,0,10,6,0,0,9,6,0,0,0,123,23,8,74.2
Rubén Duarte,ESP,DF,Alavés,La Liga,21,1995,23.8,9,1,1,58,37,1,38,44,32,0,2,0,255,31,24,56.4
Leo Dubois,FRA,DF,Nantes,Ligue 1,22,1994,33.6,5,0,0,26,27,2,156,47,24,1,1,0,342,18,11,62.1
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,28,1989,12.0,0,0,0,0,2,0,0,0,0,0,0,0,47,0,0,
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,8.3,3,0,0,26,23,1,5,6,11,0,0,0,79,11,24,31.4
Shane Duffy,IRL,DF,Brighton,Premier League,25,1992,36.6,8,0,0,37,24,7,5,55,24,1,1,0,340,231,80,74.3
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,25,1991,17.8,1,0,0,10,10,0,18,31,18,0,1,0,155,60,36,62.5
Alfred Duncan,GHA,MF,Sassuolo,Serie A,24,1993,21.6,4,0,0,47,18,4,38,18,31,0,0,0,194,20,21,48.8
Lewis Dunk,ENG,DF,Brighton,Premier League,25,1991,38.0,7,0,0,40,16,1,7,95,46,0,0,4,408,139,73,65.6
Maxime Dupé,FRA,GK,Nantes,Ligue 1,24,1993,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Filip Đuričić,SRB,FW,Sampdoria,Serie A,25,1992,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Filip Đuričić,SRB,FW,Benevento,Serie A,25,1992,10.8,1,0,0,7,25,0,4,7,12,0,0,0,65,1,16,5.9
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,28,1989,11.4,5,0,0,22,13,0,32,13,6,1,0,0,94,3,10,23.1
Riza Durmisi,DEN,DF,Betis,La Liga,23,1994,23.1,4,0,0,15,14,2,52,26,21,0,0,0,134,6,21,22.2
Hugo Duro,ESP,FW,Getafe,La Liga,17,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
Noë Dussenne,BEL,DF,Crotone,Serie A,25,1992,0.9,1,0,0,4,0,0,0,1,0,0,0,0,7,0,2,0.0
Paulo Dybala,ARG,MF,Juventus,Serie A,23,1993,26.1,0,0,0,17,82,2,41,13,16,1,0,0,149,2,9,18.2
Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,2,0,0,17,29,1,27,15,11,0,0,0,115,7,45,13.5
Edin Džeko,BIH,FW,Roma,Serie A,31,1986,33.5,6,0,0,40,34,19,19,2,10,1,0,0,134,88,57,60.7
Blerim Džemaili,SUI,MF,Bologna,Serie A,31,1986,13.3,4,0,0,14,21,1,3,4,19,0,0,0,86,7,6,53.8
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,20,1997,16.9,2,0,0,18,8,0,11,34,8,0,1,0,216,31,12,72.1
Éder,ITA,FW,Inter,Serie A,30,1986,8.9,4,0,0,26,20,8,15,5,4,1,0,0,56,8,16,33.3
Simone Edera,ITA,FW,Torino,Serie A,20,1997,3.6,0,0,0,15,6,1,0,3,5,0,0,0,19,2,1,66.7
Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,1,0,0,0,6,0,0,0,0,0,0,0,179,0,0,
Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,0,0,0,4,3,0,14,7,10,0,0,0,46,9,8,52.9
Mandela Egbo,ENG,MF,M'Gladbach,Bundesliga,19,1997,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,19,1998,1.1,0,0,0,0,3,1,1,1,0,0,0,0,8,2,5,28.6
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,20,1996,29.9,3,0,0,52,47,2,20,21,38,0,0,0,302,60,50,54.5
Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,3,0,0,17,34,2,2,13,25,0,0,0,186,27,29,48.2
Josip Elez,CRO,DF,Hannover 96,Bundesliga,23,1994,8.6,1,0,0,7,3,0,3,9,14,0,0,0,82,18,15,54.5
Rob Elliot,IRL,GK,Newcastle Utd,Premier League,31,1986,16.0,0,0,0,0,2,0,0,1,0,0,0,0,73,0,0,
Mohamed Elneny,EGY,MF,Arsenal,Premier League,25,1992,9.6,3,1,0,6,7,1,3,11,6,0,0,0,104,10,9,52.6
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,1,0,0,21,12,3,9,40,11,0,0,0,180,27,19,58.7
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,20,1996,32.4,6,0,0,21,32,1,25,30,30,1,0,0,335,78,48,61.9
Rodrigo Ely,BRA,DF,Alavés,La Liga,23,1993,29.9,11,1,1,26,21,2,1,38,16,0,3,0,310,95,37,72.0
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,20,1997,10.2,4,0,0,43,34,11,6,3,14,2,0,0,58,10,38,20.8
Youssef En-Nesyri,MAR,FW,Málaga,La Liga,20,1997,17.7,2,1,1,34,37,15,14,6,11,0,0,0,79,55,74,42.6
Sergi Enrich,ESP,FW,Eibar,La Liga,27,1990,14.8,2,0,0,23,30,21,6,4,12,2,0,1,70,90,103,46.6
Javier Eraso,ESP,MF,Leganés,La Liga,27,1990,28.1,4,0,0,43,31,6,27,25,16,0,0,0,210,21,52,28.8
Christian Eriksen,DEN,MF,Tottenham,Premier League,25,1992,35.8,0,0,0,17,28,1,107,36,37,0,0,0,353,25,42,37.3
Gonzalo Escalante,ARG,MF,Eibar,La Liga,24,1993,17.4,3,0,0,27,20,0,11,30,34,0,0,0,223,38,34,52.8
Sergio Escudero,ESP,DF,Sevilla,La Liga,27,1989,25.9,10,0,0,42,44,1,48,54,41,0,0,0,277,37,35,51.4
Bernardo Espinosa,COL,DF,Girona,La Liga,28,1989,31.9,7,0,0,48,17,3,9,53,25,0,1,0,321,98,41,70.5
Michael Esser,GER,GK,Hannover 96,Bundesliga,29,1987,3.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,27,1990,6.9,0,0,0,16,12,7,13,7,10,0,0,0,45,6,8,42.9
Oghenekaro Etebo,NGA,MF,Las Palmas,La Liga,21,1995,13.5,3,0,0,23,52,1,2,19,13,0,0,0,128,11,6,64.7
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,30,1987,12.4,3,0,0,21,22,0,23,29,16,0,0,0,119,2,7,22.2
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,29,1987,4.2,2,0,0,10,2,0,1,4,2,0,0,0,34,1,3,25.0
Jonny Evans,NIR,DF,West Brom,Premier League,29,1988,25.2,7,0,0,30,27,0,7,66,19,0,0,1,270,68,41,62.4
Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,0,0,0,1,1,0,4,0,2,0,0,0,6,3,1,75.0
Patrice Evra,FRA,DF,Marseille,Ligue 1,36,1981,3.9,2,0,0,5,2,3,3,6,3,0,0,0,42,5,2,71.4
Patrice Evra,FRA,DF,West Ham,Premier League,36,1981,2.5,0,0,0,1,1,1,0,6,4,0,0,0,25,6,8,42.9
Edu Expósito,ESP,MF,La Coruña,La Liga,20,1996,1.1,1,0,0,2,1,0,0,0,0,0,0,0,9,0,1,0.0
Erik Expósito,ESP,FW,Las Palmas,La Liga,21,1996,5.2,0,0,0,7,5,2,3,2,0,0,0,0,14,14,10,58.3
Valentin Eysseric,FRA,FW,Nice,Ligue 1,25,1992,1.0,0,0,0,1,0,1,4,6,0,0,0,0,1,0,1,0.0
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,25,1992,7.8,2,0,0,17,15,1,14,7,13,0,0,0,75,8,15,34.8
Imoh Ezekiel,NGA,FW,Las Palmas,La Liga,23,1993,5.2,0,0,0,6,8,2,10,1,6,0,0,0,19,0,5,0.0
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,28,1989,4.7,0,0,0,8,9,2,2,1,4,0,0,0,36,6,15,28.6
Łukasz Fabiański,POL,GK,Swansea City,Premier League,32,1985,38.0,0,0,0,1,4,0,0,0,0,0,0,0,173,0,1,0.0
Fabinho,BRA,MF,Monaco,Ligue 1,23,1993,34.0,8,0,0,60,69,1,9,39,61,1,0,0,476,28,18,60.9
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,30,1987,25.6,5,2,1,28,31,5,59,27,49,0,0,0,271,21,25,45.7
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,28,1988,33.5,1,0,0,0,10,0,0,0,1,0,0,0,119,0,1,0.0
Fayçal Fajr,MAR,MF,Getafe,La Liga,28,1988,26.5,7,0,0,65,42,1,66,30,39,0,0,0,287,24,21,53.3
Radamel Falcao,COL,FW,Monaco,Ligue 1,31,1986,23.7,1,0,0,38,52,10,7,13,7,0,0,1,85,15,23,39.5
Diego Falcinelli,ITA,FW,Sassuolo,Serie A,26,1991,14.6,2,0,0,29,55,10,10,1,5,0,0,0,51,34,48,41.5
Diego Falcinelli,ITA,FW,Fiorentina,Serie A,26,1991,4.9,0,0,0,13,19,1,4,1,2,0,0,0,16,7,26,21.2
Simon Falette,GUI,DF,Metz,Ligue 1,25,1992,1.0,0,0,0,1,0,0,0,3,0,0,0,0,11,0,0,
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,25,1992,24.6,10,1,0,38,26,0,9,42,28,0,0,0,313,62,31,66.7
Cesar Falletti,URU,FW,Bologna,Serie A,24,1992,3.6,1,0,0,6,10,0,7,0,8,0,0,0,41,1,5,16.7
Iago Falque,ESP,FW,Torino,Serie A,27,1990,31.3,2,0,0,29,41,10,82,17,25,0,0,0,205,15,40,27.3
Paolo Faragò,ITA,DF,Cagliari,Serie A,24,1993,27.3,2,0,0,54,62,4,91,15,69,1,2,0,305,68,45,60.2
Imad Faraj,MAR,DF,Lille,Ligue 1,18,1999,1.8,0,0,0,1,3,1,5,2,4,0,0,0,13,0,0,
Davide Faraoni,ITA,DF,Crotone,Serie A,25,1991,19.5,3,0,0,21,24,0,30,27,35,0,0,0,258,20,20,50.0
Mohamed Fares,ALG,DF,Hellas Verona,Serie A,21,1996,28.9,12,0,0,72,24,0,57,28,33,0,1,1,238,47,49,49.0
Diego Farias,BRA,FW,Cagliari,Serie A,27,1990,17.9,4,0,0,29,26,17,26,9,10,0,0,0,126,11,21,34.4
Federico Fazio,ARG,DF,Roma,Serie A,30,1987,32.5,6,0,0,31,24,0,6,23,28,0,0,0,511,141,25,84.9
Zouhair Feddal,MAR,DF,Betis,La Liga,28,1989,14.0,7,0,0,23,15,1,3,50,11,0,0,1,134,46,13,78.0
Nabil Fekir,FRA,MF,Lyon,Ligue 1,24,1993,27.5,8,0,0,72,109,17,60,11,34,1,0,0,169,8,12,40.0
Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,0,0,0,10,10,0,1,7,4,0,0,0,72,8,3,72.7
Luiz Felipe,ITA,DF,Lazio,Serie A,20,1997,13.0,6,0,0,22,9,0,2,18,23,0,2,0,129,12,9,57.1
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,19,1997,17.3,2,1,1,20,12,1,1,18,18,0,0,0,188,30,19,61.2
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,29,1987,7.6,1,0,0,16,12,3,2,15,9,0,0,0,66,39,26,60.0
Kiko Femenía,ESP,DF,Watford,Premier League,26,1991,19.0,2,0,0,12,26,2,50,49,18,0,0,0,155,12,21,36.4
Leroy Fer,NED,MF,Swansea City,Premier League,27,1990,15.5,5,0,0,34,31,1,5,17,31,0,0,0,121,40,26,60.6
Julien Féret,FRA,MF,Caen,Ligue 1,35,1982,34.0,3,0,0,22,34,1,52,54,25,1,1,0,458,42,25,62.7
Edimilson Fernandes,SUI,MF,West Ham,Premier League,21,1996,9.4,1,0,0,5,11,0,6,18,10,0,0,0,73,8,14,36.4
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,30,1986,11.5,4,0,0,39,2,0,1,9,31,0,0,0,129,7,13,35.0
Andrés Fernández,ESP,GK,Villarreal,La Liga,30,1986,2.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,
Augusto Fernández,ARG,MF,Atlético Madrid,La Liga,31,1986,1.2,1,0,0,2,1,0,0,2,1,0,0,0,15,2,1,66.7
Brian Fernández,ARG,FW,Metz,Ligue 1,22,1994,1.4,0,0,0,0,5,6,1,0,0,0,0,0,5,0,1,0.0
Carlos Fernández,ESP,FW,Sevilla,La Liga,21,1996,1.5,0,0,0,5,2,0,1,0,1,0,0,0,7,0,1,0.0
Enzo Fernández,ESP,MF,Alavés,La Liga,22,1995,0.8,0,0,0,0,0,1,0,1,2,0,0,0,6,1,3,25.0
Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,29.7,5,0,0,31,19,2,3,38,21,0,2,1,271,90,63,58.8
Raúl Fernández,ESP,GK,Levante,La Liga,29,1988,11.0,0,0,0,0,1,0,0,0,0,0,0,0,59,0,0,
Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,32.0,7,0,0,52,38,0,10,59,49,0,0,0,377,98,77,56.0
Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,23.7,5,0,0,26,29,0,10,30,53,0,0,0,225,48,30,61.5
Jordan Ferri,FRA,MF,Lyon,Ligue 1,25,1992,7.1,4,0,0,16,9,0,3,9,13,0,0,0,73,1,4,20.0
Sam Field,ENG,MF,West Brom,Premier League,19,1998,6.0,3,0,0,16,8,0,3,11,10,0,0,0,56,15,16,48.4
Afonso Figueiredo,POR,DF,Rennes,Ligue 1,24,1993,2.5,1,0,0,3,6,0,3,2,1,0,0,0,26,1,1,50.0
Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,3.1,1,0,0,4,5,2,4,5,5,0,0,0,25,0,0,
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,28,1989,20.2,2,0,0,34,19,12,12,12,9,1,0,0,83,16,53,23.2
Roberto Firmino,BRA,FW,Liverpool,Premier League,25,1991,30.7,1,0,0,59,24,14,48,25,48,1,0,0,193,50,133,27.3
Junior Firpo,ESP,DF,Betis,La Liga,20,1996,13.2,4,0,0,20,21,0,15,15,7,0,0,0,107,9,14,39.1
Viktor Fischer,DEN,FW,Mainz 05,Bundesliga,23,1994,3.7,1,0,0,3,2,3,3,1,3,0,0,0,20,1,7,12.5
Mathieu Flamini,FRA,MF,Getafe,La Liga,33,1984,5.3,2,1,1,12,1,0,4,6,5,0,0,0,62,8,4,66.7
Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,24.7,0,0,0,21,28,0,17,28,22,0,0,0,283,39,25,60.9
Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,9.8,0,0,0,13,24,12,5,2,15,1,0,0,42,22,51,30.1
Alessandro Florenzi,ITA,DF,Roma,Serie A,26,1991,26.5,2,0,0,17,16,3,93,24,25,0,0,0,286,13,27,32.5
Phil Foden,ENG,MF,Manchester City,Premier League,17,2000,0.5,0,0,0,1,3,0,3,0,2,0,0,0,5,0,3,0.0
Guessouma Fofana,MTN,MF,Amiens,Ligue 1,24,1992,8.3,3,1,0,22,8,0,7,8,13,0,0,0,70,8,11,42.1
Seko Fofana,CIV,MF,Udinese,Serie A,22,1995,20.8,4,1,0,28,23,0,7,22,16,2,0,0,200,8,11,42.1
Andreu Fontàs,ESP,DF,Celta Vigo,La Liga,27,1989,9.8,2,0,0,8,1,0,0,22,11,0,0,0,74,14,20,41.2
José Fonte,POR,DF,West Ham,Premier League,33,1983,7.6,0,0,0,8,7,0,1,13,3,0,1,0,62,28,20,58.3
Pablo Fornals,ESP,MF,Villarreal,La Liga,21,1996,29.1,4,0,0,39,43,2,32,24,38,0,0,0,217,28,38,42.4
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,25,1991,15.2,0,1,0,18,26,1,22,9,8,0,0,0,88,6,11,35.3
Fraser Forster,ENG,GK,Southampton,Premier League,29,1988,20.0,0,0,0,0,1,0,0,0,0,0,0,0,86,0,0,
Steven Fortes,CPV,DF,Toulouse,Ligue 1,25,1992,1.7,1,0,0,3,0,0,0,1,1,0,0,0,30,0,0,
Marco Fossati,ITA,MF,Hellas Verona,Serie A,24,1992,12.2,5,0,0,16,20,0,6,14,18,0,0,0,156,9,11,45.0
Iver Fossum,NOR,MF,Hannover 96,Bundesliga,21,1996,14.5,0,0,0,15,11,0,19,13,13,0,0,0,162,21,25,45.7
Ben Foster,ENG,GK,West Brom,Premier League,34,1983,37.0,2,0,0,1,3,0,0,0,0,0,0,0,178,0,0,
Timothy Fosu-Mensah,NED,DF,Crystal Palace,Premier League,19,1998,17.7,2,0,0,20,15,0,13,30,29,0,0,0,156,22,31,41.5
Dimitri Foulquier,FRA,DF,Strasbourg,Ligue 1,24,1993,13.8,2,0,0,21,9,1,21,19,16,0,0,0,115,3,3,50.0
Lilian Fournier,FRA,MF,Metz,Ligue 1,19,1998,0.2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,
Raphael Framberger,GER,DF,Augsburg,Bundesliga,21,1995,7.7,3,0,0,10,10,0,24,10,9,0,0,0,62,11,10,52.4
Simon Francis,ENG,DF,Bournemouth,Premier League,32,1985,30.1,9,2,1,30,16,1,62,56,35,0,0,0,335,165,78,67.9
Mike Frantz,GER,MF,Freiburg,Bundesliga,30,1986,11.6,0,0,0,21,18,0,7,9,15,0,0,0,87,21,13,61.8
Ryan Fraser,SCO,MF,Bournemouth,Premier League,23,1994,22.3,0,0,0,9,53,1,75,14,4,0,0,0,163,14,31,31.1
Fabian Frei,SUI,MF,Mainz 05,Bundesliga,28,1989,8.9,1,0,0,10,9,0,0,11,10,0,0,0,101,7,6,53.8
Remo Freuler,SUI,MF,Atalanta,Serie A,25,1992,33.4,4,1,0,45,55,1,23,30,54,0,0,0,399,25,30,45.5
Marco Friedl,AUT,DF,Bayern Munich,Bundesliga,19,1998,0.5,0,0,0,1,2,0,4,0,0,0,0,0,8,1,0,100.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,19,1998,6.7,0,0,0,5,9,0,9,8,5,0,0,0,63,8,7,53.3
Christian Fuchs,AUT,DF,Leicester City,Premier League,31,1986,21.3,1,0,0,17,5,0,67,58,35,0,0,1,195,75,39,65.8
Javi Fuego,ESP,MF,Villarreal,La Liga,33,1984,6.0,2,0,0,14,12,0,1,7,9,0,1,0,100,5,8,38.5
Javi Fuego,ESP,MF,Espanyol,La Liga,33,1984,14.9,6,0,0,40,27,0,1,26,23,0,0,0,199,43,27,61.4
Chris Führich,GER,MF,Köln,Bundesliga,19,1998,1.1,0,0,0,1,1,0,0,0,2,0,0,0,9,2,1,66.7
Angelo Fulgini,FRA,MF,Angers,Ligue 1,20,1996,17.0,4,0,0,20,36,1,37,17,14,1,0,0,155,3,13,18.8
Niclas Füllkrug,GER,FW,Hannover 96,Bundesliga,24,1993,26.5,2,0,0,61,47,10,25,8,8,0,0,0,99,131,136,49.1
Jay Fulton,SCO,MF,Swansea City,Premier League,23,1994,0.2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,
Ramiro Funes Mori,ARG,DF,Everton,Premier League,26,1991,1.3,1,0,0,3,2,0,0,5,0,0,0,0,20,9,4,69.2
Manolo Gabbiadini,ITA,FW,Southampton,Premier League,25,1991,12.0,2,0,0,16,8,10,6,6,7,0,0,0,45,14,37,27.5
Gabi,ESP,MF,Atlético Madrid,La Liga,34,1983,26.1,8,0,0,66,29,1,16,49,47,0,1,0,335,21,18,53.8
Gabriel,BRA,MF,Leganés,La Liga,23,1993,26.4,6,1,0,69,55,2,20,53,68,1,0,0,305,102,89,53.4
Mijat Gaćinović,SRB,MF,Eint Frankfurt,Bundesliga,22,1995,20.2,4,0,0,30,40,2,20,30,24,1,0,0,220,11,20,35.5
Roberto Gagliardini,ITA,MF,Inter,Serie A,23,1994,22.1,8,0,0,50,40,1,10,34,45,0,0,0,271,57,31,64.8
Nicolás Gaitán,ARG,MF,Atlético Madrid,La Liga,29,1988,2.4,0,0,0,2,4,1,5,1,4,0,0,0,18,3,6,33.3
Milan Gajić,SRB,DF,Bordeaux,Ligue 1,21,1996,4.0,0,0,0,3,0,1,5,5,0,0,0,0,25,0,1,0.0
Serge Gakpé,TOG,FW,Amiens,Ligue 1,30,1987,20.3,1,0,0,19,19,8,20,10,7,0,0,0,114,7,19,26.9
Andrey Galabinov,BUL,FW,Genoa,Serie A,28,1988,12.5,2,0,0,27,14,17,10,5,9,1,0,0,52,57,57,50.0
Álex Gálvez,ESP,DF,Las Palmas,La Liga,28,1989,18.0,5,1,0,39,18,4,1,24,32,0,0,0,249,21,17,55.3
Álex Gálvez,ESP,DF,Eibar,La Liga,28,1989,4.0,1,0,0,3,2,1,0,13,5,0,1,0,51,16,10,61.5
Bruno Gama,POR,FW,La Coruña,La Liga,29,1987,1.3,1,0,0,6,4,0,3,0,1,1,0,0,6,0,3,0.0
Alessandro Gamberini,ITA,DF,Chievo,Serie A,35,1981,20.2,2,0,0,11,8,0,0,11,7,0,1,0,198,61,28,68.5
Kévin Gameiro,FRA,FW,Atlético Madrid,La Liga,30,1987,12.5,0,0,0,7,14,13,6,4,5,0,0,0,48,6,31,16.2
Jesús Gámez,ESP,DF,Newcastle Utd,Premier League,32,1985,1.1,0,0,0,0,1,0,4,1,1,0,0,0,9,1,0,100.0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,27,1989,30.6,7,2,1,63,63,1,6,68,89,0,0,0,428,47,42,52.8
Ignatius Ganago,CMR,FW,Nice,Ligue 1,18,1999,0.8,1,0,0,4,1,0,0,0,0,0,0,0,4,1,0,100.0
Najib Gandi,FRA,MF,Nantes,Ligue 1,23,1994,1.1,1,0,0,3,4,4,1,1,4,0,0,0,9,0,0,
Ganso,BRA,MF,Sevilla,La Liga,27,1989,5.8,0,0,0,10,11,0,3,3,11,0,0,0,58,3,11,21.4
Ezequiel Garay,ARG,DF,Valencia,La Liga,30,1986,22.5,5,0,0,23,14,1,2,37,10,0,0,0,227,48,24,66.7
Aleix García,ESP,MF,Girona,La Liga,20,1997,9.5,3,0,0,6,9,0,5,17,12,0,0,0,97,9,8,52.9
Borja García,ESP,MF,Girona,La Liga,26,1990,31.1,2,0,0,36,121,0,48,37,18,0,0,0,214,20,28,41.7
Dani García,ESP,MF,Eibar,La Liga,27,1990,30.8,14,0,0,66,30,0,10,67,44,0,1,0,473,45,36,55.6
David García,ESP,DF,Las Palmas,La Liga,35,1982,9.6,2,0,0,14,14,0,5,12,10,0,0,0,102,7,6,53.8
Javi García,ESP,MF,Betis,La Liga,30,1987,26.8,7,0,0,42,43,1,0,33,23,0,0,0,214,58,39,59.8
Manu García,ESP,MF,Alavés,La Liga,31,1986,27.1,9,0,0,82,78,5,11,41,66,0,0,0,288,60,51,54.1
Raúl García,ESP,MF,Athletic Club,La Liga,31,1986,29.2,10,0,0,87,76,16,34,29,43,2,0,0,158,120,90,57.1
Raúl García,ESP,DF,Leganés,La Liga,28,1989,15.5,1,0,0,9,17,0,32,19,16,0,0,0,145,10,22,31.3
Samu García,ESP,MF,Málaga,La Liga,27,1990,2.0,1,1,0,9,3,1,2,2,3,0,0,0,15,1,3,25.0
Samu García,ESP,MF,Levante,La Liga,27,1990,2.1,1,0,0,11,2,0,4,3,7,0,0,0,14,2,6,25.0
Sergio García,ESP,FW,Espanyol,La Liga,34,1983,18.2,4,0,0,20,47,16,26,11,11,0,0,0,86,10,45,18.2
Ulisses Garcia,SUI,DF,Werder Bremen,Bundesliga,21,1996,1.0,0,0,0,4,0,0,0,0,2,0,0,0,5,2,1,66.7
Luca Garritano,ITA,MF,Chievo,Serie A,23,1994,2.1,0,0,0,4,5,1,6,1,5,0,0,0,21,1,6,14.3
Bruno Gaspar,ANG,DF,Fiorentina,Serie A,24,1993,8.7,2,0,0,15,9,1,27,6,11,0,0,0,93,6,9,40.0
Mario Gaspar,ESP,DF,Villarreal,La Liga,26,1990,31.2,6,0,0,53,17,3,56,49,53,0,0,0,282,51,36,58.6
Gianluca Gaudino,GER,MF,Chievo,Serie A,20,1996,0.2,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0.0
Dwight Gayle,ENG,FW,Newcastle Utd,Premier League,26,1990,21.8,3,0,0,23,28,22,8,8,8,0,0,0,78,65,131,33.2
Paulo Gazzaniga,ARG,GK,Tottenham,Premier League,25,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Marcello Gazzola,ITA,DF,Sassuolo,Serie A,32,1985,8.2,1,0,0,7,3,0,20,3,2,0,0,0,84,12,7,63.2
Jean-Philippe Gbamin,CIV,MF,Mainz 05,Bundesliga,21,1995,28.8,4,0,0,50,36,0,4,34,53,0,0,0,406,54,29,65.1
David de Gea,ESP,GK,Manchester Utd,Premier League,26,1990,37.0,0,0,0,1,4,0,0,0,0,0,0,0,167,0,0,
Theodor Gebre Selassie,CZE,DF,Werder Bremen,Bundesliga,30,1986,31.4,4,0,0,57,39,2,24,39,28,0,0,0,303,97,67,59.1
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,19,1998,17.6,9,0,0,64,30,0,9,23,34,0,0,0,189,6,18,25.0
Johannes Geis,GER,DF,Sevilla,La Liga,23,1993,7.5,0,0,0,12,3,0,6,9,13,0,0,0,73,9,5,64.3
Jérémy Gélin,FRA,DF,Rennes,Ligue 1,20,1997,25.7,2,0,0,35,19,1,5,35,14,0,0,0,265,16,14,53.3
Romain Genevois,HAI,DF,Caen,Ligue 1,29,1987,20.1,4,1,0,28,16,0,31,28,20,0,0,0,224,23,7,76.7
Santiago Gentiletti,ARG,DF,Genoa,Serie A,32,1985,3.2,2,0,0,7,1,0,1,3,3,0,0,0,35,3,2,60.0
Christian Gentner,GER,MF,Stuttgart,Bundesliga,31,1985,26.8,3,0,0,60,41,4,39,38,55,0,0,0,267,17,41,29.3
Yannick Gerhardt,GER,DF,Wolfsburg,Bundesliga,23,1994,13.6,1,0,0,13,17,4,23,10,20,1,0,0,142,15,21,41.7
Valère Germain,FRA,FW,Marseille,Ligue 1,27,1990,24.1,2,0,0,28,17,14,25,8,9,1,0,0,74,28,56,33.3
Gerson,BRA,MF,Roma,Serie A,20,1997,10.1,1,0,0,22,30,1,5,7,16,0,0,0,75,16,12,57.1
