Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Matías Aguirregaray,URU,DF,Las Palmas,La Liga,28,1989,12.8,791,28,212,415,216,11,684,17,25,68.0,17,0,548,2799,1407,56,17,2,15,14,495,463,93.5,29
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,23,1994,33.4,1696,81,559,1000,254,37,1689,23,33,69.7,26,0,1122,5591,2744,99,28,2,31,24,1043,976,93.6,53
Ailton,BRA,DF,Stuttgart,Bundesliga,22,1995,1.2,83,3,23,50,14,3,72,1,3,33.3,1,0,48,250,148,9,3,0,3,0,53,46,86.8,1
Youssef Aït Bennasser,MAR,MF,Caen,Ligue 1,21,1996,22.7,1378,47,387,900,241,10,1363,48,60,80.0,50,3,1014,6549,3635,115,45,4,12,26,952,881,92.5,34
Arlind Ajeti,ALB,DF,Crotone,Serie A,23,1993,14.1,551,113,331,219,19,9,541,9,10,90.0,9,0,259,1258,593,13,3,0,3,4,211,203,96.2,4
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,22,1995,10.0,720,56,312,422,65,10,688,6,7,85.7,6,0,477,3474,2034,57,20,0,5,3,486,477,98.1,7
Nathan Aké,NED,DF,Bournemouth,Premier League,22,1995,37.3,2070,319,1302,803,100,49,2007,7,7,100.0,7,0,1043,6585,3507,77,9,0,7,7,1174,1118,95.2,12
Ager Aketxe,ESP,MF,Athletic Club,La Liga,23,1993,0.4,50,0,4,22,26,2,45,1,1,100.0,1,0,32,131,49,1,1,0,0,3,36,34,94.4,6
Chadrac Akolo,COD,FW,Stuttgart,Bundesliga,22,1995,12.2,477,4,31,241,248,47,468,13,26,50.0,14,1,359,1719,1144,56,24,7,29,29,519,341,65.7,115
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,22,1995,18.8,1191,93,556,654,69,9,1154,10,12,83.3,10,0,812,3990,2243,64,11,0,5,7,823,801,97.3,4
David Alaba,AUT,DF,Bayern Munich,Bundesliga,25,1992,17.2,1477,47,297,696,568,40,1310,17,26,65.4,18,1,1065,4974,2563,116,43,6,13,17,1111,1034,93.1,86
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,24,1992,17.2,658,15,60,330,306,102,626,27,38,71.1,29,2,426,1600,585,32,14,3,50,45,852,498,58.5,208
David Alba,ESP,DF,Getafe,La Liga,18,1999,0.7,16,5,11,5,0,0,16,0,0,,0,0,7,38,14,0,0,0,0,0,4,4,100.0,0
Jordi Alba,ESP,DF,Barcelona,La Liga,28,1989,30.5,2627,99,696,1162,919,107,2373,18,28,64.3,20,4,1794,7253,3645,149,57,14,26,12,1983,1823,91.9,139
Raúl Albentosa,ESP,DF,La Coruña,La Liga,28,1988,19.4,933,136,616,313,32,24,908,1,1,100.0,1,0,529,2028,868,8,0,0,4,0,532,518,97.4,16
Luis Alberto,ESP,MF,Lazio,Serie A,24,1992,29.7,2156,7,156,1090,1103,93,1903,51,84,60.7,56,10,1611,9112,5723,296,124,20,54,53,1809,1567,86.6,231
Raúl Albiol,ESP,DF,Napoli,Serie A,31,1985,30.5,2733,177,1040,1810,71,32,2701,2,5,40.0,2,0,1881,10564,6827,195,19,1,3,4,1996,1985,99.4,19
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,26,1990,7.8,513,36,177,205,160,12,422,10,13,76.9,10,0,275,1379,699,23,9,0,6,4,299,274,91.6,14
Marc Albrighton,ENG,MF,Leicester City,Premier League,27,1989,28.2,1591,62,337,732,633,39,1437,62,110,56.4,63,8,1072,5358,2697,134,36,6,46,36,1212,983,81.1,75
Paco Alcácer,ESP,MF,Barcelona,La Liga,23,1993,7.7,308,4,30,152,139,32,299,4,10,40.0,5,1,205,798,331,16,6,2,14,6,316,226,71.5,49
Pedro Alcalá,ESP,DF,Girona,La Liga,28,1989,7.7,370,43,189,177,20,11,355,3,3,100.0,3,0,179,899,499,17,2,0,1,1,202,196,97.0,4
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,26,1991,13.9,1455,16,194,919,434,40,1421,26,35,74.3,28,1,1218,5190,2641,143,40,7,9,23,1245,1181,94.9,99
David Alcibiade,FRA,DF,Nantes,Ligue 1,25,1991,2.3,120,13,48,50,33,3,102,0,0,,0,0,52,352,232,4,3,0,0,0,47,46,97.9,3
Toby Alderweireld,BEL,DF,Tottenham,Premier League,28,1989,13.1,1061,80,471,598,85,10,1025,5,8,62.5,5,0,733,4313,2701,81,17,0,2,3,788,770,97.7,3
Steve Aldo One,CMR,DF,La Coruña,La Liga,22,1995,1.0,30,5,20,12,0,0,29,0,0,,0,0,15,109,52,0,0,0,0,0,15,15,100.0,0
Álex Alegría,ESP,FW,Levante,La Liga,24,1992,7.0,278,6,14,145,128,36,260,2,8,25.0,3,2,148,355,116,7,3,3,39,19,354,195,55.1,38
Iván Alejo,ESP,MF,Eibar,La Liga,22,1995,12.2,534,1,39,189,354,36,523,27,49,55.1,27,2,428,2683,1570,95,23,8,49,30,549,370,67.4,79
Alexander,ARG,MF,Leganés,La Liga,28,1988,11.8,479,6,73,222,217,43,455,11,25,44.0,15,3,329,1451,738,32,12,5,26,12,415,311,74.9,70
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,18,1998,17.5,1486,48,387,736,438,26,1269,17,37,45.9,18,4,889,3555,2025,106,36,5,17,12,983,912,92.8,46
Alexis,ESP,DF,Alavés,La Liga,31,1985,24.3,960,129,507,395,102,27,821,6,9,66.7,8,1,398,1824,844,13,4,0,6,3,408,391,95.8,7
Alisson,BRA,GK,Roma,Serie A,24,1992,37.0,1326,1095,1318,12,0,0,1089,6,6,100.0,6,0,793,2998,1547,0,0,0,2,0,644,643,99.8,0
Allan,BRA,MF,Napoli,Serie A,26,1991,31.7,2239,41,248,1381,780,53,2215,73,121,60.3,78,4,1781,7618,4263,258,88,15,52,68,1844,1670,90.6,134
Joe Allen,WAL,MF,Stoke City,Premier League,27,1990,34.9,1822,96,395,1003,528,64,1794,49,76,64.5,54,7,1121,5535,2642,119,41,5,34,52,1189,1008,84.8,105
Dele Alli,ENG,MF,Tottenham,Premier League,21,1996,32.9,1866,36,194,847,987,186,1825,55,130,42.3,68,15,1374,7351,3781,184,71,23,120,98,1860,1371,73.7,419
Júnior Alonso,PAR,DF,Lille,Ligue 1,24,1993,30.9,2158,189,1266,983,96,23,2100,11,13,84.6,11,0,1379,8277,4833,85,20,0,9,7,1332,1306,98.0,17
José Alonso Lara,ESP,FW,Sevilla,La Liga,17,2000,0.1,6,0,1,4,3,1,6,1,1,100.0,1,0,7,61,43,2,1,0,0,1,7,6,85.7,1
Marcos Alonso,ESP,DF,Chelsea,Premier League,26,1990,31.7,2101,95,575,897,771,107,1815,18,34,52.9,19,1,1216,6384,3868,200,61,12,39,26,1481,1271,85.8,125
Ricky Álvarez,ARG,MF,Sampdoria,Serie A,29,1988,3.0,226,3,21,113,105,7,210,4,8,50.0,4,0,149,800,417,23,8,4,9,13,206,164,79.6,36
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,30,1986,16.4,620,561,615,7,0,0,480,1,1,100.0,1,0,341,1280,568,0,0,0,0,0,319,318,99.7,0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,22,1995,7.5,477,17,187,315,18,3,460,2,2,100.0,2,0,316,2192,1303,40,5,0,1,0,293,286,97.6,2
Dani Alves,BRA,DF,Paris S-G,Ligue 1,34,1983,22.9,2244,50,559,1167,673,50,2103,20,40,50.0,21,2,1644,7670,4650,202,69,8,20,24,1703,1644,96.5,88
Ibrahim Amadou,FRA,MF,Lille,Ligue 1,24,1993,26.7,1781,111,787,1002,130,18,1770,9,9,100.0,9,0,1276,6933,3504,68,25,0,15,14,1262,1232,97.6,31
Eloi Amagat,ESP,FW,Girona,La Liga,32,1985,0.2,10,0,0,6,4,2,10,0,0,,0,0,7,46,8,1,0,0,0,0,9,9,100.0,2
Morgan Amalfitano,FRA,MF,Rennes,Ligue 1,32,1985,8.3,336,11,50,184,125,19,324,7,10,70.0,7,0,243,1373,544,29,9,1,9,15,296,232,78.4,34
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,27,1989,30.0,1741,62,533,1116,264,9,1720,35,60,58.3,37,2,1299,8778,3738,147,53,0,44,42,1209,1143,94.5,57
Daniel Amartey,GHA,DF,Leicester City,Premier League,22,1994,5.4,366,26,131,201,50,1,304,4,7,57.1,5,0,196,842,425,9,2,0,1,4,205,192,93.7,0
Jordi Amat,ESP,DF,Betis,La Liga,25,1992,22.7,1760,118,775,1023,86,11,1717,9,13,69.2,10,0,1306,7243,3681,101,14,1,5,3,1304,1291,99.0,13
Amath,SEN,MF,Getafe,La Liga,21,1996,31.8,1097,27,210,492,509,95,1087,53,96,55.2,58,9,779,3845,2353,98,35,16,99,64,1050,631,60.1,163
Jordan Amavi,FRA,DF,Marseille,Ligue 1,23,1994,24.4,1608,87,548,777,407,10,1442,35,64,54.7,42,1,1050,5285,3069,127,43,3,30,28,972,930,95.7,41
Stephan Ambrosius,GHA,DF,Hamburger SV,Bundesliga,18,1998,0.5,39,4,24,17,0,0,38,0,0,,0,0,27,134,74,1,0,0,0,0,29,27,93.1,0
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,19,1998,35.0,1538,120,591,648,403,17,1286,15,22,68.2,16,0,799,4514,2496,101,39,3,28,23,783,701,89.5,42
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,20,1996,19.4,1165,24,172,628,467,69,1126,31,48,64.6,36,2,881,4762,2717,141,50,16,50,47,942,806,85.6,129
Ethan Ampadu,WAL,DF,Chelsea,Premier League,16,2000,0.1,22,3,16,10,1,0,22,0,0,,0,0,11,61,37,1,0,0,0,0,19,19,100.0,0
Nordin Amrabat,MAR,FW,Watford,Premier League,30,1987,2.2,100,0,13,38,54,5,98,1,3,33.3,1,0,64,310,183,12,3,3,5,6,100,71,71.0,19
Nordin Amrabat,MAR,FW,Leganés,La Liga,30,1987,18.0,772,7,62,302,487,67,752,34,63,54.0,41,1,673,3751,2171,126,39,30,63,68,862,587,68.1,177
Jon Ander Serantes,ESP,GK,Leganés,La Liga,27,1989,1.0,33,27,33,0,0,0,22,0,0,,0,0,12,57,37,0,0,0,0,0,7,7,100.0,0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,21,1996,6.1,486,80,255,249,12,4,474,0,0,,0,0,313,1723,1122,23,3,0,1,1,334,333,99.7,3
Felipe Anderson,BRA,MF,Lazio,Serie A,24,1993,12.9,945,8,75,432,549,78,863,72,117,61.5,77,2,772,4136,2584,136,58,24,48,44,821,670,81.6,138
Florin Andone,ROU,FW,La Coruña,La Liga,24,1993,18.2,565,12,45,247,308,108,538,10,38,26.3,12,1,365,1446,832,41,9,15,72,40,765,408,53.3,179
Nícolas Andrade,BRA,GK,Hellas Verona,Serie A,29,1988,36.0,1517,1390,1514,6,0,0,1048,1,1,100.0,1,0,666,3480,1914,0,0,0,0,0,536,535,99.8,0
Benjamin André,FRA,MF,Rennes,Ligue 1,26,1990,33.5,2309,76,442,1309,682,63,2283,28,40,70.0,31,1,1379,6872,2955,135,46,5,47,48,1719,1446,84.1,271
Marco Andreolli,ITA,DF,Cagliari,Serie A,31,1986,20.3,1069,174,604,490,29,12,1023,2,3,66.7,2,0,578,2899,1597,33,3,0,2,2,620,610,98.4,2
Yoann Andreu,FRA,DF,Angers,Ligue 1,28,1989,23.0,1383,64,510,596,364,12,1173,11,23,47.8,12,1,808,4525,2490,115,37,3,20,12,784,728,92.9,33
Miguel Ángel Guerrero,ESP,FW,Leganés,La Liga,27,1990,16.0,545,18,35,288,252,57,515,16,29,55.2,18,0,334,1302,487,31,11,8,40,25,708,368,52.0,118
José Ángel,ESP,DF,Eibar,La Liga,27,1989,27.0,1891,70,466,943,586,17,1510,24,31,77.4,24,1,1038,4960,2230,106,53,2,20,20,995,925,93.0,38
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,33,1984,8.5,321,296,320,3,0,0,279,0,0,,0,0,199,882,480,0,0,0,0,0,175,175,100.0,0
Miguel Ángel Rubio,ESP,DF,Getafe,La Liga,19,1998,0.3,10,2,6,3,1,1,10,0,0,,0,0,2,2,2,0,0,0,0,0,1,1,100.0,0
Gabriele Angella,ITA,DF,Udinese,Serie A,28,1989,9.9,615,75,326,288,27,6,590,2,2,100.0,2,0,334,1264,506,11,1,0,2,0,337,332,98.5,6
Cristian Ansaldi,ARG,DF,Torino,Serie A,30,1986,20.8,1247,79,441,569,336,33,1081,56,73,76.7,59,2,840,5393,2971,132,38,10,35,39,817,736,90.1,55
Luca Antei,ITA,DF,Benevento,Serie A,25,1992,6.6,452,64,249,229,9,1,433,2,3,66.7,2,0,270,1689,1020,23,1,0,0,4,285,285,100.0,1
Mirco Antenucci,ITA,FW,SPAL,Serie A,32,1984,28.6,1016,13,83,460,539,121,980,40,65,61.5,45,2,776,3855,1402,81,25,12,87,56,1152,765,66.4,324
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,21,1996,25.3,1557,164,793,738,135,25,1516,21,28,75.0,22,0,946,5615,3044,74,16,0,20,21,868,831,95.7,37
Luca Antonelli,ITA,DF,Milan,Serie A,30,1987,1.6,114,6,26,69,27,4,108,1,1,100.0,1,0,82,262,161,9,4,0,3,2,86,78,90.7,2
Michail Antonio,JAM,FW,West Ham,Premier League,27,1990,15.0,773,20,112,357,382,42,727,45,84,53.6,49,1,552,2450,1344,70,20,11,65,52,799,547,68.5,109
Mirko Antonucci,ITA,FW,Roma,Serie A,18,1999,0.3,20,0,1,4,15,4,19,0,0,,0,0,10,36,10,0,0,0,1,0,19,15,78.9,5
Vitorino Antunes,POR,DF,Getafe,La Liga,30,1987,31.1,1691,88,543,740,509,12,1300,16,32,50.0,18,2,833,4319,2137,87,39,2,28,34,780,717,91.9,37
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,30,1987,21.7,1345,37,298,754,349,29,1159,4,6,66.7,4,0,774,3336,1484,62,16,3,8,6,882,812,92.1,54
Houssem Aouar,FRA,MF,Lyon,Ligue 1,19,1998,27.0,1899,36,332,1135,598,83,1877,57,88,64.8,58,5,1431,8285,4390,188,69,23,44,46,1560,1426,91.4,130
Alberto Aquilani,ITA,MF,Las Palmas,La Liga,33,1984,14.4,1154,52,316,721,171,11,1124,8,12,66.7,10,1,849,3473,1434,60,16,0,12,14,914,876,95.8,19
Mauro Arambarri,URU,MF,Getafe,La Liga,21,1995,23.6,871,44,245,526,150,16,862,18,29,62.1,19,1,572,2943,1050,39,12,4,13,18,468,403,86.1,20
Guilherme Arana,BRA,DF,Sevilla,La Liga,20,1997,2.1,138,7,54,58,33,2,117,1,1,100.0,1,0,88,537,287,12,4,1,0,2,80,78,97.5,5
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,28,1989,25.6,2069,59,439,1350,413,42,1989,23,33,69.7,24,1,1436,5859,3092,145,57,4,27,43,1501,1408,93.8,58
Luiz Araújo,BRA,FW,Lille,Ligue 1,21,1996,22.4,1048,14,168,496,515,64,1015,59,89,66.3,65,0,860,5918,3208,147,52,23,51,56,927,754,81.3,154
Sergio Araujo,ARG,MF,Las Palmas,La Liga,25,1992,0.4,29,0,1,14,15,1,28,2,4,50.0,3,0,24,89,38,2,0,0,0,1,30,22,73.3,5
Anaitz Arbilla,ESP,DF,Eibar,La Liga,30,1987,26.8,1807,113,693,1146,112,8,1708,17,22,77.3,19,0,1109,8095,3714,108,18,0,8,4,999,984,98.5,4
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,24,1993,34.0,739,620,736,3,0,0,645,0,0,,0,0,409,2012,1021,0,0,0,0,0,332,331,99.7,0
Scott Arfield,CAN,MF,Burnley,Premier League,28,1988,14.8,542,25,124,236,215,34,539,13,31,41.9,18,2,333,1561,756,35,12,2,20,20,437,304,69.6,61
Samuel Armenteros,SWE,FW,Benevento,Serie A,27,1990,4.8,141,4,16,80,54,13,125,9,10,90.0,9,0,90,248,80,3,3,1,23,6,208,95,45.7,34
Yoël Armougom,FRA,MF,Caen,Ligue 1,19,1998,1.5,93,4,18,43,38,3,71,1,1,100.0,1,0,46,251,190,6,2,1,4,1,53,44,83.0,4
José Arnaiz,ESP,MF,Barcelona,La Liga,22,1995,0.1,7,0,1,3,5,0,7,0,0,,0,0,4,10,0,0,0,0,1,0,4,4,100.0,1
Marko Arnautović,AUT,FW,West Ham,Premier League,28,1989,25.7,1092,43,124,420,630,160,1049,52,93,55.9,56,5,753,3943,2039,106,32,30,61,41,1305,764,58.5,230
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,23,1994,27.3,1693,65,362,1079,355,14,1528,19,25,76.0,20,1,1091,5138,2556,100,30,0,21,29,1147,1066,92.9,60
Jann-Fiete Arp,GER,FW,Hamburger SV,Bundesliga,17,2000,9.4,270,10,14,126,142,50,252,14,22,63.6,15,0,183,536,200,13,3,2,33,23,413,191,46.2,104
Alejandro Arribas,ESP,DF,La Coruña,La Liga,28,1989,3.0,148,16,81,73,4,2,148,1,1,100.0,1,0,94,380,154,1,0,0,0,2,95,92,96.8,0
Kepa Arrizabalaga,ESP,GK,Athletic Club,La Liga,22,1994,30.0,1060,912,1055,6,1,1,821,0,0,,0,0,560,2653,1457,0,0,0,0,0,501,501,100.0,0
Harry Arter,IRL,MF,Bournemouth,Premier League,27,1989,10.7,685,15,148,456,122,3,663,4,6,66.7,4,0,472,2484,1248,36,8,1,8,8,517,489,94.6,7
Aythami Artiles,ESP,DF,Las Palmas,La Liga,31,1986,2.0,121,28,86,40,2,2,110,0,0,,0,0,66,271,98,2,0,0,1,0,68,67,98.5,1
Kwadwo Asamoah,GHA,DF,Juventus,Serie A,28,1988,17.4,1427,50,389,817,315,12,1314,29,40,72.5,31,0,1119,4953,2928,123,35,6,16,20,1108,1051,94.9,37
Takuma Asano,JPN,FW,Stuttgart,Bundesliga,22,1994,8.0,289,5,23,113,178,43,283,12,20,60.0,12,0,227,1395,676,35,11,13,22,21,440,214,48.6,87
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,20,1997,26.5,1444,71,369,958,188,13,1431,10,18,55.6,12,0,842,3788,1769,78,26,2,13,28,854,785,91.9,32
Sergio Asenjo,ESP,GK,Villarreal,La Liga,28,1989,23.0,635,581,633,3,0,0,450,1,1,100.0,1,0,277,1639,771,0,0,0,1,0,178,178,100.0,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,21,1996,20.5,1442,4,101,735,772,98,1365,26,37,70.3,27,1,1164,8321,4970,209,95,23,30,31,1322,1170,88.5,175
Iago Aspas,ESP,FW,Celta Vigo,La Liga,29,1987,32.6,1701,9,127,845,854,192,1634,56,89,62.9,56,4,1304,6757,3818,197,74,44,87,39,1785,1321,74.0,345
Benoît Assou-Ekotto,CMR,DF,Metz,Ligue 1,33,1984,11.7,679,33,254,345,117,1,578,7,8,87.5,7,0,389,1733,810,20,11,1,5,2,352,343,97.4,2
Simon Asta,GER,MF,Augsburg,Bundesliga,16,2001,0.1,9,0,4,3,3,0,8,0,0,,0,0,5,20,8,0,0,0,0,0,7,5,71.4,1
Davide Astori,ITA,DF,Fiorentina,Serie A,30,1987,25.0,1802,201,814,989,116,20,1748,14,21,66.7,14,2,1178,6111,3937,111,19,0,6,9,1142,1132,99.1,12
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,25,1992,19.8,804,32,174,327,383,70,789,28,65,43.1,32,4,566,3657,2045,92,36,15,34,48,738,499,67.6,104
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,28,1989,11.7,435,11,51,203,201,64,408,11,17,64.7,13,1,253,1429,880,44,9,12,18,13,525,314,59.8,85
Pierre-Emerick Aubameyang,GAB,FW,Dortmund,Bundesliga,28,1989,15.7,496,1,9,211,297,104,457,5,15,33.3,7,0,314,1325,636,46,9,18,32,17,762,365,47.9,163
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,20,1997,14.1,544,7,36,250,289,99,530,36,63,57.1,37,1,418,1780,783,42,15,10,45,64,706,409,57.9,168
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,23,1994,28.1,1690,75,449,795,533,57,1414,9,15,60.0,10,0,990,4681,2649,119,40,9,22,26,1097,982,89.5,85
Yann Aurel Bisseck,GER,DF,Köln,Bundesliga,16,2000,1.7,97,11,26,72,3,0,95,0,0,,0,0,69,423,190,3,0,0,0,0,67,65,97.0,0
Serge Aurier,CIV,DF,Tottenham,Premier League,24,1992,15.9,1257,41,301,548,460,40,1069,16,26,61.5,18,0,686,2955,1615,85,27,5,18,16,781,699,89.5,70
Charlie Austin,ENG,FW,Southampton,Premier League,28,1989,11.5,408,10,35,189,196,66,397,10,16,62.5,11,2,217,773,272,17,5,4,28,20,578,301,52.1,80
Danilo Avelar,BRA,DF,Amiens,Ligue 1,28,1989,19.2,1041,92,389,473,241,14,900,10,28,35.7,12,0,508,2546,1582,62,24,0,7,12,567,508,89.6,42
Felipe Avenatti,URU,FW,Bologna,Serie A,24,1993,5.2,196,7,20,102,80,20,196,1,2,50.0,1,1,109,473,145,8,3,0,18,9,216,147,68.1,37
Durel Avounou,CGO,MF,Caen,Ligue 1,19,1997,7.2,351,17,87,183,101,7,321,5,6,83.3,5,0,184,991,426,21,7,1,6,5,195,168,86.2,22
Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,20,1997,16.8,802,105,477,305,65,13,741,6,8,75.0,6,0,410,2249,1276,31,5,0,4,8,377,357,94.7,9
André Ayew,GHA,MF,West Ham,Premier League,27,1989,9.9,379,11,51,208,147,32,372,13,19,68.4,14,0,245,1158,606,31,11,3,15,14,450,269,59.8,44
André Ayew,GHA,FW,Swansea City,Premier League,27,1989,10.6,436,14,56,221,179,43,422,14,20,70.0,14,0,278,1099,480,27,8,7,21,24,539,313,58.1,67
