Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Dribbles Succ,Dribbles Att,Dribbles Succ%,Dribbles #Pl,Dribbles Megs,Carries Carries,Carries TotDist,Carries PrgDist,Carries Prog,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Targ,Receiving Rec,Receiving Rec%,Receiving Prog
Papakouli Diop,SEN,MF,Eibar,La Liga,31,1986,10.4,541,9,66,368,126,20,531,4,6,66.7,5,0,332,1406,547,29,9,0,7,5,333,308,92.5,28
Assane Dioussé,SEN,MF,Saint-Étienne,Ligue 1,19,1997,14.9,992,28,258,649,151,12,972,13,16,81.3,14,0,714,3640,1396,49,17,4,17,19,724,676,93.4,26
Djené,TOG,DF,Getafe,La Liga,25,1991,36.0,1394,222,796,596,76,21,1348,32,35,91.4,32,0,655,4110,1752,37,10,1,9,12,491,461,93.9,14
Koffi Djidji,CIV,DF,Nantes,Ligue 1,24,1992,26.8,1266,124,638,516,182,6,1100,10,21,47.6,13,1,639,3294,1542,40,25,0,9,3,615,576,93.7,7
Alexander Djiku,GHA,DF,Caen,Ligue 1,22,1994,28.0,1590,134,860,772,66,23,1558,6,7,85.7,6,0,827,5646,3251,59,7,0,6,3,834,813,97.5,17
Papy Djilobodji,SEN,DF,Dijon,Ligue 1,28,1988,30.0,1922,245,1206,802,68,32,1873,9,12,75.0,9,0,1221,7952,4468,65,9,0,5,11,1121,1104,98.5,27
Berat Djimsiti,ALB,DF,Benevento,Serie A,24,1993,30.0,1945,330,1227,822,51,21,1875,8,10,80.0,8,0,1254,9340,5223,89,14,0,5,5,1276,1261,98.8,13
Marko Dmitrović,SRB,GK,Eibar,La Liga,25,1992,36.0,1186,950,1178,13,0,0,889,2,2,100.0,2,0,595,3285,1832,0,0,0,0,1,479,477,99.6,0
Keagan Dolly,RSA,FW,Montpellier,Ligue 1,24,1993,9.8,536,2,57,196,321,23,482,11,21,52.4,12,0,348,2053,1158,60,23,7,16,20,490,365,74.5,84
Jaume Doménech,ESP,GK,Valencia,La Liga,26,1990,5.0,137,122,136,1,0,0,107,0,0,,0,0,70,339,204,0,0,0,0,0,42,42,100.0,0
Jean-Luc Dompé,FRA,MF,Amiens,Ligue 1,21,1995,0.3,19,0,3,5,12,2,15,0,0,,0,0,11,163,111,4,0,1,0,0,11,10,90.9,2
Giulio Donati,ITA,DF,Mainz 05,Bundesliga,27,1990,25.4,1409,85,448,681,344,8,1143,14,26,53.8,14,0,698,3046,1717,79,28,1,17,13,720,657,91.3,27
Ji Dong-won,KOR,FW,Augsburg,Bundesliga,26,1991,0.2,5,1,3,1,1,0,5,0,0,,0,0,3,18,6,1,0,0,0,0,6,1,16.7,0
Anastasios Donis,GRE,FW,Stuttgart,Bundesliga,20,1996,10.5,387,7,53,167,231,45,374,21,44,47.7,26,0,313,2993,2049,88,37,21,23,28,398,270,67.8,65
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,18,1999,38.0,1223,1021,1220,3,0,0,956,1,1,100.0,1,0,650,2681,1484,0,0,0,0,0,596,595,99.8,0
Godfred Donsah,GHA,MF,Bologna,Serie A,21,1996,19.9,889,54,209,493,251,31,880,35,53,66.0,38,1,617,2957,1878,81,30,8,44,23,656,547,83.4,76
Dória,BRA,DF,Marseille,Ligue 1,22,1994,0.9,35,3,20,13,5,0,35,0,0,,0,0,15,75,36,1,1,0,1,0,19,16,84.2,1
Niklas Dorsch,GER,MF,Bayern Munich,Bundesliga,19,1998,1.0,45,0,6,31,10,1,44,2,3,66.7,2,0,37,137,79,5,2,0,0,3,40,35,87.5,6
Gabriel Dos Santos,BRA,FW,Troyes,Ligue 1,19,1997,0.9,43,5,32,15,0,0,43,0,0,,0,0,31,303,183,1,0,0,0,0,29,29,100.0,0
Mauro dos Santos,ARG,DF,Leganés,La Liga,28,1989,10.9,412,66,241,174,20,8,405,3,4,75.0,3,0,225,1260,507,12,0,1,4,2,206,203,98.5,0
Mathieu Dossevi,TOG,FW,Metz,Ligue 1,29,1988,27.9,1480,15,186,592,840,78,1357,62,116,53.4,71,7,1135,7778,4242,210,61,27,93,67,1240,1042,84.0,237
Abdoulaye Doucouré,MLI,MF,Watford,Premier League,24,1993,36.9,2713,114,623,1657,608,69,2662,44,66,66.7,48,1,1785,9337,5025,205,62,6,35,47,1906,1727,90.6,103
Cheick Doukouré,CIV,MF,Levante,La Liga,24,1992,11.4,431,16,106,248,95,20,429,7,11,63.6,9,0,285,1222,360,9,4,0,14,10,289,243,84.1,25
Mohamed Dräger,TUN,MF,Freiburg,Bundesliga,21,1996,0.6,18,0,1,13,5,1,17,0,0,,0,0,13,40,19,1,1,0,2,3,17,12,70.6,3
Aleksandar Dragović,AUT,DF,Leicester City,Premier League,26,1991,8.5,449,51,244,221,18,3,420,0,1,0.0,0,0,215,1263,807,16,1,0,0,1,242,234,96.7,1
Aleksandar Dragović,AUT,DF,Leverkusen,Bundesliga,26,1991,0.5,27,1,11,19,0,0,26,0,0,,0,0,22,118,44,0,0,0,1,0,18,18,100.0,0
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,19,1997,2.4,51,48,51,0,0,0,37,0,0,,0,0,24,159,128,0,0,0,0,0,16,16,100.0,0
Boukary Dramé,SEN,DF,SPAL,Serie A,32,1985,1.1,65,4,32,24,12,0,55,0,1,0.0,1,0,32,130,66,3,0,0,0,0,40,34,85.0,1
Julian Draxler,GER,MF,Paris S-G,Ligue 1,23,1993,18.9,1523,12,196,937,514,59,1479,38,55,69.1,40,1,1178,6746,3369,160,44,19,22,25,1340,1231,91.9,130
Danny Drinkwater,ENG,MF,Chelsea,Premier League,27,1990,5.9,444,7,79,301,89,7,440,3,3,100.0,3,1,303,1045,413,22,8,0,5,3,369,335,90.8,27
Josip Drmić,SUI,FW,M'Gladbach,Bundesliga,24,1992,5.2,199,1,13,115,86,25,190,4,7,57.1,4,0,133,553,201,10,2,4,18,8,243,151,62.1,53
Rick van Drongelen,NED,DF,Hamburger SV,Bundesliga,18,1998,16.0,851,86,424,454,48,11,799,5,6,83.3,6,0,459,3333,1720,37,7,1,6,12,454,435,95.8,11
Óscar Duarte,CRC,DF,Espanyol,La Liga,28,1989,11.0,569,69,338,248,9,6,551,2,2,100.0,2,0,329,1723,648,12,0,0,1,0,328,324,98.8,4
Rubén Duarte,ESP,DF,Alavés,La Liga,21,1995,23.8,1232,111,442,536,299,20,1007,11,13,84.6,11,1,525,2470,1267,58,22,4,9,11,512,462,90.2,24
Leo Dubois,FRA,DF,Nantes,Ligue 1,22,1994,33.6,2289,100,685,992,794,48,1861,32,47,68.1,33,0,1319,8305,4728,199,79,17,38,27,1276,1179,92.4,57
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,28,1989,12.0,371,309,369,2,0,0,241,0,0,,0,0,167,865,432,0,0,0,0,0,131,128,97.7,0
Ondrej Duda,SVK,MF,Hertha BSC,Bundesliga,22,1994,8.3,426,9,55,278,110,7,420,15,19,78.9,17,0,289,1122,424,24,5,3,23,14,363,282,77.7,39
Shane Duffy,IRL,DF,Brighton,Premier League,25,1992,36.6,1901,421,1314,583,83,60,1861,9,9,100.0,9,0,819,4205,2219,16,4,0,7,4,991,940,94.9,17
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,25,1991,17.8,978,98,412,422,171,4,817,0,0,,0,0,365,1378,657,20,8,0,3,2,429,410,95.6,4
Alfred Duncan,GHA,MF,Sassuolo,Serie A,24,1993,21.6,1083,47,226,511,415,53,1057,38,59,64.4,43,2,781,3410,2051,102,26,7,42,48,846,703,83.1,119
Lewis Dunk,ENG,DF,Brighton,Premier League,25,1991,38.0,2059,339,1316,791,97,41,2008,12,15,80.0,13,0,1050,6800,4127,70,15,1,11,13,1070,1040,97.2,8
Maxime Dupé,FRA,GK,Nantes,Ligue 1,24,1993,1.0,23,20,23,0,0,0,15,0,0,,0,0,7,10,6,0,0,0,0,0,6,6,100.0,0
Filip Đuričić,SRB,FW,Sampdoria,Serie A,25,1992,0.1,11,0,1,4,7,1,11,0,1,0.0,0,0,10,54,27,3,0,0,1,0,10,10,100.0,1
Filip Đuričić,SRB,FW,Benevento,Serie A,25,1992,10.8,516,9,87,282,220,35,502,36,52,69.2,39,5,447,3007,1802,72,35,11,20,27,453,386,85.2,55
Jimmy Durmaz,SWE,MF,Toulouse,Ligue 1,28,1989,11.4,641,8,83,320,305,26,572,17,33,51.5,18,0,431,3041,1884,95,29,10,14,13,515,423,82.1,52
Riza Durmisi,DEN,DF,Betis,La Liga,23,1994,23.1,1264,65,355,583,408,41,1103,12,23,52.2,12,0,804,4538,2683,136,44,6,23,11,848,784,92.5,75
Hugo Duro,ESP,FW,Getafe,La Liga,17,1999,0.2,9,0,1,3,7,1,9,0,0,,0,0,8,40,14,0,0,0,0,1,12,7,58.3,4
Noë Dussenne,BEL,DF,Crotone,Serie A,25,1992,0.9,23,1,17,6,2,1,21,0,0,,0,0,9,71,14,0,0,0,0,0,6,5,83.3,0
Paulo Dybala,ARG,MF,Juventus,Serie A,23,1993,26.1,1749,7,168,848,845,110,1613,69,120,57.5,80,6,1402,6448,3053,175,45,22,78,65,1616,1375,85.1,236
Nathan Dyer,ENG,MF,Swansea City,Premier League,29,1987,14.5,728,8,85,378,340,35,721,26,48,54.2,29,2,583,2964,1714,86,36,6,34,40,749,539,72.0,76
Edin Džeko,BIH,FW,Roma,Serie A,31,1986,33.5,1240,37,55,521,733,248,1195,48,69,69.6,50,2,853,4162,1718,106,31,22,89,67,1598,961,60.1,434
Blerim Džemaili,SUI,MF,Bologna,Serie A,31,1986,13.3,636,21,125,355,203,27,613,9,17,52.9,12,0,458,2139,1290,52,25,1,24,21,536,448,83.6,60
Félix Eboa Eboa,CMR,DF,Guingamp,Ligue 1,20,1997,16.9,881,97,461,391,79,10,832,4,6,66.7,5,0,451,2857,1513,42,7,1,1,5,428,416,97.2,13
Éder,ITA,FW,Inter,Serie A,30,1986,8.9,370,2,32,138,220,50,360,5,15,33.3,7,0,265,1153,584,35,12,3,20,16,414,268,64.7,80
Simone Edera,ITA,FW,Torino,Serie A,20,1997,3.6,175,2,30,79,82,16,169,7,16,43.8,7,0,131,558,311,14,5,3,10,14,171,125,73.1,33
Ederson,BRA,GK,Manchester City,Premier League,23,1993,35.5,1177,1000,1166,15,1,0,956,0,0,,0,0,667,2723,1436,0,0,0,2,2,633,629,99.4,0
Tom Edwards,ENG,DF,Stoke City,Premier League,18,1999,5.3,266,22,111,126,46,1,227,2,3,66.7,3,0,140,740,415,20,8,1,5,0,139,130,93.5,0
Mandela Egbo,ENG,MF,M'Gladbach,Bundesliga,19,1997,0.1,3,1,1,2,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
Johannes Eggestein,GER,FW,Werder Bremen,Bundesliga,19,1998,1.1,50,2,5,26,23,5,50,1,2,50.0,1,0,35,253,132,5,3,1,5,2,51,34,66.7,10
Maximilian Eggestein,GER,MF,Werder Bremen,Bundesliga,20,1996,29.9,1393,58,296,746,444,74,1368,36,62,58.1,39,0,904,4347,2441,123,45,8,27,64,1123,838,74.6,166
Albin Ekdal,SWE,MF,Hamburger SV,Bundesliga,28,1989,12.3,692,34,174,460,101,16,681,8,19,42.1,11,0,422,2565,1201,52,15,1,5,14,426,390,91.5,29
Josip Elez,CRO,DF,Hannover 96,Bundesliga,23,1994,8.6,459,61,235,234,19,2,434,4,4,100.0,4,0,259,1619,1003,31,3,0,2,2,268,265,98.9,4
Rob Elliot,IRL,GK,Newcastle Utd,Premier League,31,1986,16.0,581,498,571,11,0,0,349,0,0,,0,0,222,1244,847,0,0,0,0,0,186,186,100.0,0
Mohamed Elneny,EGY,MF,Arsenal,Premier League,25,1992,9.6,915,36,166,613,186,14,904,3,5,60.0,3,0,691,2984,1428,69,14,0,1,10,787,733,93.1,29
Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,23,1994,17.7,1226,105,617,600,85,15,1172,3,7,42.9,5,0,791,4445,2289,67,9,1,10,9,815,792,97.2,15
Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,20,1996,32.4,2121,151,691,1112,464,51,1865,33,51,64.7,38,0,1283,7277,4080,154,50,10,24,33,1313,1222,93.1,65
Rodrigo Ely,BRA,DF,Alavés,La Liga,23,1993,29.9,1327,230,801,547,51,32,1269,3,3,100.0,3,0,629,3246,1712,31,1,0,3,1,648,626,96.6,17
Breel Embolo,SUI,FW,Schalke 04,Bundesliga,20,1997,10.2,402,5,31,217,187,41,399,24,53,45.3,26,2,304,1211,729,44,17,6,40,31,479,285,59.5,108
Youssef En-Nesyri,MAR,FW,Málaga,La Liga,20,1997,17.7,603,36,81,273,285,70,587,16,50,32.0,17,0,355,1643,772,39,16,5,56,31,782,409,52.3,145
Sergi Enrich,ESP,FW,Eibar,La Liga,27,1990,14.8,602,8,28,300,294,67,578,6,11,54.5,7,0,295,941,288,17,9,1,43,32,841,449,53.4,113
Javier Eraso,ESP,MF,Leganés,La Liga,27,1990,28.1,1167,15,158,563,504,73,1085,16,30,53.3,18,1,773,3443,1697,91,22,9,47,52,1022,734,71.8,180
Christian Eriksen,DEN,MF,Tottenham,Premier League,25,1992,35.8,2893,21,226,1504,1365,115,2636,26,61,42.6,27,3,1976,10016,5201,306,119,16,74,71,2403,2092,87.1,260
Gonzalo Escalante,ARG,MF,Eibar,La Liga,24,1993,17.4,855,25,154,509,228,29,850,12,19,63.2,15,1,491,2113,828,42,15,2,14,13,527,466,88.4,38
Sergio Escudero,ESP,DF,Sevilla,La Liga,27,1989,25.9,1892,93,528,986,477,37,1626,27,34,79.4,27,2,1152,5299,2978,125,45,11,20,22,1137,1062,93.4,61
Bernardo Espinosa,COL,DF,Girona,La Liga,28,1989,31.9,1514,239,950,556,63,38,1478,2,3,66.7,2,0,813,3555,1381,19,1,0,2,4,833,819,98.3,24
Michael Esser,GER,GK,Hannover 96,Bundesliga,29,1987,3.0,130,116,130,0,0,0,94,0,0,,0,0,56,391,209,0,0,0,0,0,56,55,98.2,0
Alexander Esswein,GER,FW,Hertha BSC,Bundesliga,27,1990,6.9,307,10,49,149,128,15,304,1,4,25.0,1,0,198,1131,601,29,7,4,15,5,305,211,69.2,39
Oghenekaro Etebo,NGA,MF,Las Palmas,La Liga,21,1995,13.5,794,21,185,533,154,10,786,13,16,81.3,13,0,645,3839,1982,63,23,1,18,25,594,552,92.9,31
Beñat Etxebarria,ESP,MF,Athletic Club,La Liga,30,1987,12.4,908,20,118,563,273,2,796,3,6,50.0,4,0,594,2619,1253,53,24,1,16,13,604,563,93.2,41
Xabier Etxeita,ESP,DF,Athletic Club,La Liga,29,1987,4.2,203,33,115,87,9,4,201,0,0,,0,0,111,555,315,6,1,0,0,0,114,114,100.0,3
Jonny Evans,NIR,DF,West Brom,Premier League,29,1988,25.2,1233,176,726,534,48,17,1176,5,6,83.3,6,0,624,3888,2270,46,6,0,5,6,608,594,97.7,3
Franck Evina,CMR,FW,Bayern Munich,Bundesliga,17,2000,1.2,55,0,11,22,27,8,55,2,3,66.7,2,1,35,103,52,2,1,0,4,8,53,40,75.5,14
Patrice Evra,FRA,DF,Marseille,Ligue 1,36,1981,3.9,197,15,76,90,41,3,164,3,6,50.0,3,0,90,336,212,8,3,0,3,1,103,92,89.3,4
Patrice Evra,FRA,DF,West Ham,Premier League,36,1981,2.5,147,10,53,77,22,0,125,2,4,50.0,2,0,89,290,174,7,2,0,1,5,76,73,96.1,1
Edu Expósito,ESP,MF,La Coruña,La Liga,20,1996,1.1,58,3,13,38,9,1,58,1,1,100.0,1,0,43,239,124,5,2,0,2,0,43,39,90.7,1
Erik Expósito,ESP,FW,Las Palmas,La Liga,21,1996,5.2,151,4,8,61,91,27,146,6,8,75.0,6,0,91,376,131,7,3,1,20,5,205,109,53.2,57
Valentin Eysseric,FRA,FW,Nice,Ligue 1,25,1992,1.0,90,0,10,38,47,5,80,2,4,50.0,2,0,70,286,182,10,4,1,2,4,75,68,90.7,8
Valentin Eysseric,FRA,FW,Fiorentina,Serie A,25,1992,7.8,508,7,65,245,229,30,480,13,22,59.1,15,0,377,1821,876,54,16,6,12,14,420,349,83.1,72
Imoh Ezekiel,NGA,FW,Las Palmas,La Liga,23,1993,5.2,183,1,15,78,114,23,177,8,13,61.5,10,0,152,1098,655,35,15,8,16,8,194,136,70.1,39
Marco Fabián,MEX,FW,Eint Frankfurt,Bundesliga,28,1989,4.7,245,3,21,141,95,13,229,10,14,71.4,11,0,191,1015,330,22,3,0,7,14,230,180,78.3,27
Łukasz Fabiański,POL,GK,Swansea City,Premier League,32,1985,38.0,1355,1244,1352,3,0,0,894,0,0,,0,0,559,3037,1576,0,0,0,0,0,482,481,99.8,0
Fabinho,BRA,MF,Monaco,Ligue 1,23,1993,34.0,2308,74,555,1538,375,35,2273,28,38,73.7,31,0,1523,9219,4802,190,51,9,21,20,1550,1469,94.8,70
Cesc Fàbregas,ESP,MF,Chelsea,Premier League,30,1987,25.6,2554,58,455,1346,882,72,2305,19,27,70.4,19,0,1669,6808,3744,167,41,6,22,24,2054,1855,90.3,124
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,28,1988,33.5,1010,902,1009,3,0,0,717,0,0,,0,0,498,2589,1326,0,0,0,0,1,401,401,100.0,0
Fayçal Fajr,MAR,MF,Getafe,La Liga,28,1988,26.5,1281,54,244,701,415,17,1153,16,22,72.7,19,1,779,3752,1459,58,28,1,22,19,749,668,89.2,50
Radamel Falcao,COL,FW,Monaco,Ligue 1,31,1986,23.7,855,16,49,411,442,108,811,29,51,56.9,32,1,601,2448,989,59,18,10,78,50,999,637,63.8,260
Diego Falcinelli,ITA,FW,Sassuolo,Serie A,26,1991,14.6,446,11,43,185,235,68,418,11,18,61.1,13,0,291,1088,499,24,8,8,33,40,645,329,51.0,138
Diego Falcinelli,ITA,FW,Fiorentina,Serie A,26,1991,4.9,187,3,10,73,116,28,185,5,10,50.0,5,0,143,530,245,11,6,2,17,11,278,149,53.6,80
Simon Falette,GUI,DF,Metz,Ligue 1,25,1992,1.0,73,11,45,34,1,0,72,0,0,,0,0,55,345,185,0,0,0,0,0,51,51,100.0,0
Simon Falette,GUI,DF,Eint Frankfurt,Bundesliga,25,1992,24.6,1519,137,675,869,69,17,1470,7,10,70.0,7,0,899,5275,2807,90,16,1,6,5,882,870,98.6,13
Cesar Falletti,URU,FW,Bologna,Serie A,24,1992,3.6,244,1,36,116,110,18,236,10,14,71.4,11,0,197,1070,455,26,8,4,15,14,203,167,82.3,20
Iago Falque,ESP,FW,Torino,Serie A,27,1990,31.3,1703,16,188,796,846,134,1603,48,86,55.8,51,2,1316,7842,3535,216,55,34,45,64,1615,1260,78.0,267
Paolo Faragò,ITA,DF,Cagliari,Serie A,24,1993,27.3,1695,76,423,743,619,62,1396,18,28,64.3,19,0,829,4407,2602,130,48,10,38,30,977,824,84.3,112
Imad Faraj,MAR,DF,Lille,Ligue 1,18,1999,1.8,117,5,26,46,51,8,110,5,7,71.4,6,1,90,500,298,15,3,1,12,5,96,79,82.3,10
Davide Faraoni,ITA,DF,Crotone,Serie A,25,1991,19.5,1198,117,443,550,255,19,999,14,25,56.0,14,1,633,3194,1573,55,21,3,16,15,555,511,92.1,22
Mohamed Fares,ALG,DF,Hellas Verona,Serie A,21,1996,28.9,1632,120,565,768,422,51,1466,43,67,64.2,46,3,947,4889,2940,99,34,11,60,46,1135,920,81.1,100
Diego Farias,BRA,FW,Cagliari,Serie A,27,1990,17.9,840,5,85,354,472,102,801,34,72,47.2,39,3,643,2886,1719,99,27,30,51,49,856,599,70.0,157
Federico Fazio,ARG,DF,Roma,Serie A,30,1987,32.5,2315,248,976,1393,123,28,2266,15,24,62.5,17,1,1489,8405,5015,143,23,1,11,10,1458,1435,98.4,21
Zouhair Feddal,MAR,DF,Betis,La Liga,28,1989,14.0,1002,146,551,491,28,12,973,4,5,80.0,4,0,626,3675,1981,52,8,0,2,4,645,635,98.4,4
Nabil Fekir,FRA,MF,Lyon,Ligue 1,24,1993,27.5,1620,1,185,814,794,115,1481,58,89,65.2,62,3,1262,7473,3956,178,69,22,52,75,1483,1184,79.8,224
Felipe,BRA,DF,Hannover 96,Bundesliga,30,1987,5.1,330,34,175,168,9,4,321,2,2,100.0,2,0,197,1039,465,10,2,0,4,1,194,194,100.0,2
Luiz Felipe,ITA,DF,Lazio,Serie A,20,1997,13.0,825,79,421,428,52,5,805,3,4,75.0,3,0,529,4129,2534,73,18,0,4,3,521,511,98.1,2
Ohis Felix Uduokhai,GER,DF,Wolfsburg,Bundesliga,19,1997,17.3,1084,116,584,537,39,9,1049,7,10,70.0,7,0,701,4223,2318,60,10,1,5,6,677,670,99.0,6
Marouane Fellaini,BEL,MF,Manchester Utd,Premier League,29,1987,7.6,498,29,103,320,91,22,494,1,6,16.7,2,0,313,1067,487,14,2,1,12,10,415,348,83.9,9
Kiko Femenía,ESP,DF,Watford,Premier League,26,1991,19.0,1199,43,315,562,405,27,1050,21,35,60.0,24,2,742,3980,2192,109,52,7,14,11,802,710,88.5,43
Leroy Fer,NED,MF,Swansea City,Premier League,27,1990,15.5,825,28,168,536,176,21,810,19,24,79.2,21,0,544,2421,1207,53,20,2,18,30,640,566,88.4,40
Julien Féret,FRA,MF,Caen,Ligue 1,35,1982,34.0,2060,77,407,1176,631,33,1919,20,46,43.5,23,4,1260,7196,3711,167,55,10,38,28,1325,1168,88.2,130
Edimilson Fernandes,SUI,MF,West Ham,Premier League,21,1996,9.4,383,9,87,230,91,13,371,18,20,90.0,19,2,255,1237,576,27,6,0,10,14,304,228,75.0,26
Gelson Fernandes,SUI,MF,Eint Frankfurt,Bundesliga,30,1986,11.5,456,25,126,293,47,4,453,2,2,100.0,2,0,233,802,350,15,4,2,5,3,230,203,88.3,4
Andrés Fernández,ESP,GK,Villarreal,La Liga,30,1986,2.5,81,75,81,0,0,0,52,0,0,,0,0,27,84,50,0,0,0,0,0,24,24,100.0,0
Augusto Fernández,ARG,MF,Atlético Madrid,La Liga,31,1986,1.2,84,3,27,52,12,0,82,1,1,100.0,1,0,65,331,120,5,1,0,0,1,53,53,100.0,3
Brian Fernández,ARG,FW,Metz,Ligue 1,22,1994,1.4,43,0,1,19,26,6,34,1,3,33.3,2,0,28,249,149,6,1,1,5,2,52,26,50.0,9
Carlos Fernández,ESP,FW,Sevilla,La Liga,21,1996,1.5,46,0,2,17,28,8,44,0,0,,0,0,26,72,37,4,1,1,2,0,54,34,63.0,16
Enzo Fernández,ESP,MF,Alavés,La Liga,22,1995,0.8,37,3,17,18,6,0,37,3,5,60.0,4,0,31,138,66,2,2,0,1,0,33,27,81.8,2
Federico Fernández,ARG,DF,Swansea City,Premier League,28,1989,29.7,1558,273,978,641,45,20,1523,2,7,28.6,2,0,860,4793,2821,42,4,0,3,6,898,863,96.1,7
Raúl Fernández,ESP,GK,Levante,La Liga,29,1988,11.0,355,311,352,4,0,0,206,0,0,,0,0,111,812,557,0,0,0,0,0,72,72,100.0,0
Fernandinho,BRA,MF,Manchester City,Premier League,32,1985,32.0,3340,101,666,2332,560,49,3288,20,30,66.7,23,2,2314,11012,6733,331,94,5,17,22,2652,2579,97.2,46
Alex Ferrari,ITA,DF,Hellas Verona,Serie A,23,1994,23.7,1351,149,651,572,214,12,1175,21,33,63.6,25,1,729,3913,2127,60,25,1,26,18,705,650,92.2,29
Jordan Ferri,FRA,MF,Lyon,Ligue 1,25,1992,7.1,611,17,158,361,148,16,607,7,10,70.0,8,0,461,2731,1522,46,15,4,7,11,500,472,94.4,45
Sam Field,ENG,MF,West Brom,Premier League,19,1998,6.0,244,7,60,124,78,8,239,5,9,55.6,5,1,144,562,198,6,3,0,6,11,166,128,77.1,9
Afonso Figueiredo,POR,DF,Rennes,Ligue 1,24,1993,2.5,140,3,45,57,47,0,121,2,2,100.0,2,0,83,354,166,9,3,0,2,1,97,81,83.5,4
Gian Filippo Felicioli,ITA,FW,Hellas Verona,Serie A,19,1997,3.1,119,6,39,49,36,2,107,6,8,75.0,6,1,80,378,162,4,1,0,4,4,70,61,87.1,12
Alfreð Finnbogason,ISL,FW,Augsburg,Bundesliga,28,1989,20.2,707,11,44,327,382,130,660,21,46,45.7,27,4,471,1854,916,56,17,12,78,39,856,492,57.5,231
Roberto Firmino,BRA,FW,Liverpool,Premier League,25,1991,30.7,1629,13,96,798,838,202,1574,59,90,65.6,60,4,1180,5484,2981,179,54,30,88,66,1866,1206,64.6,351
Junior Firpo,ESP,DF,Betis,La Liga,20,1996,13.2,764,40,254,375,183,32,712,10,21,47.6,10,0,505,2146,1243,53,17,6,12,8,532,489,91.9,40
Viktor Fischer,DEN,FW,Mainz 05,Bundesliga,23,1994,3.7,161,1,21,92,71,15,158,5,8,62.5,6,1,135,672,335,21,9,5,14,11,158,121,76.6,35
Mathieu Flamini,FRA,MF,Getafe,La Liga,33,1984,5.3,185,11,49,99,48,0,184,1,1,100.0,1,0,102,386,145,1,3,0,2,0,101,84,83.2,1
Darren Fletcher,SCO,MF,Stoke City,Premier League,33,1984,24.7,1309,60,295,873,204,6,1252,18,28,64.3,19,0,796,3616,1268,42,15,0,22,17,832,792,95.2,16
Sergio Floccari,ITA,FW,SPAL,Serie A,35,1981,9.8,399,6,42,199,185,40,388,16,24,66.7,17,2,301,1335,448,20,11,2,28,31,455,302,66.4,113
Alessandro Florenzi,ITA,DF,Roma,Serie A,26,1991,26.5,2017,76,524,970,660,73,1757,21,39,53.8,24,1,1291,6933,4309,210,70,18,27,8,1387,1268,91.4,95
Phil Foden,ENG,MF,Manchester City,Premier League,17,2000,0.5,53,1,4,22,30,4,51,1,1,100.0,1,0,39,262,131,8,2,2,2,0,51,43,84.3,4
Guessouma Fofana,MTN,MF,Amiens,Ligue 1,24,1992,8.3,332,9,86,205,70,7,331,9,15,60.0,10,0,211,1273,730,31,8,1,9,15,251,205,81.7,25
Seko Fofana,CIV,MF,Udinese,Serie A,22,1995,20.8,1150,28,242,752,252,26,1141,33,52,63.5,35,0,901,5107,2643,107,41,7,26,36,910,815,89.6,72
Andreu Fontàs,ESP,DF,Celta Vigo,La Liga,27,1989,9.8,795,74,425,416,14,4,771,2,2,100.0,2,0,555,2580,1682,30,1,0,0,2,600,595,99.2,0
José Fonte,POR,DF,West Ham,Premier League,33,1983,7.6,451,48,178,265,37,10,434,2,2,100.0,2,0,249,1372,776,34,9,0,4,1,276,262,94.9,8
Pablo Fornals,ESP,MF,Villarreal,La Liga,21,1996,29.1,1688,35,251,980,586,68,1671,31,55,56.4,31,1,1284,6600,3542,161,58,13,50,39,1540,1286,83.5,188
Emil Forsberg,SWE,MF,RB Leipzig,Bundesliga,25,1991,15.2,835,8,56,427,424,48,732,35,64,54.7,39,1,604,2842,1436,86,32,9,39,34,731,574,78.5,136
Fraser Forster,ENG,GK,Southampton,Premier League,29,1988,20.0,568,506,568,0,0,0,372,0,0,,0,0,218,930,597,0,0,0,0,0,188,187,99.5,0
Steven Fortes,CPV,DF,Toulouse,Ligue 1,25,1992,1.7,89,10,42,52,0,0,88,0,1,0.0,0,0,55,345,191,5,0,0,1,1,44,43,97.7,0
Marco Fossati,ITA,MF,Hellas Verona,Serie A,24,1992,12.2,819,54,232,505,121,1,775,10,11,90.9,10,1,510,2229,1064,44,11,0,7,12,528,505,95.6,15
Iver Fossum,NOR,MF,Hannover 96,Bundesliga,21,1996,14.5,841,21,159,464,274,34,819,9,15,60.0,10,0,545,2516,1263,64,23,4,18,29,646,554,85.8,67
