Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Long Ast,Long xA,Long A-xA,Long KP,Long 1/3,Long PPA,Long CrsPA,Long Prog
Sullay Kaikai,SLE,MF,Crystal Palace,Premier League,21,1995,0.2,4,8,50.0,76,16,2,3,66.7,2,3,66.7,0,2,0.0,0,0.0,0.0,0,0,0,0,0
Florian Kainz,AUT,MF,Werder Bremen,Bundesliga,24,1992,19.0,548,785,69.8,10626,4033,236,287,82.2,225,295,76.3,76,163,46.6,3,3.4,-0.4,38,57,31,10,97
Dominik Kaiser,GER,MF,RB Leipzig,Bundesliga,28,1988,3.1,116,167,69.5,1963,787,59,72,81.9,44,60,73.3,11,31,35.5,0,0.3,-0.3,3,7,5,1,11
Gaël Kakuta,COD,MF,Amiens,Ligue 1,26,1991,34.3,889,1378,64.5,15336,5659,437,582,75.1,301,435,69.2,112,266,42.1,6,7.2,-1.2,66,105,37,9,148
Nikola Kalinić,CRO,FW,Milan,Serie A,29,1988,20.1,295,366,80.6,4135,515,176,215,81.9,97,112,86.6,11,16,68.8,3,2.1,+0.9,34,17,8,0,18
Salomon Kalou,CIV,FW,Hertha BSC,Bundesliga,31,1985,24.5,446,635,70.2,6705,2107,251,321,78.2,152,221,68.8,29,50,58.0,3,2.5,+0.5,17,36,12,2,62
Daichi Kamada,JPN,FW,Eint Frankfurt,Bundesliga,20,1996,1.6,27,33,81.8,445,93,14,14,100.0,10,11,90.9,2,5,40.0,0,0.1,-0.1,1,1,1,0,2
François Kamano,GUI,FW,Bordeaux,Ligue 1,21,1996,22.4,542,685,79.1,8348,1727,297,344,86.3,203,239,84.9,29,60,48.3,4,4.9,-0.9,32,15,22,7,47
Bingourou Kamara,SEN,GK,Strasbourg,Ligue 1,20,1996,18.8,297,463,64.1,10438,6670,22,23,95.7,128,130,98.5,146,309,47.2,0,0.0,0.0,0,3,0,0,0
Boubacar Kamara,FRA,DF,Marseille,Ligue 1,17,1999,5.1,249,288,86.5,4317,1430,113,123,91.9,107,122,87.7,23,34,67.6,1,0.1,+0.9,1,7,3,0,10
Marcin Kamiński,POL,DF,Stuttgart,Bundesliga,25,1992,12.6,704,837,84.1,14487,5200,228,243,93.8,359,406,88.4,113,173,65.3,0,0.6,-0.6,4,59,7,3,60
Kevin Kampl,SVN,MF,Leverkusen,Bundesliga,26,1990,0.3,28,33,84.8,589,189,11,15,73.3,11,12,91.7,6,6,100.0,0,0.0,0.0,1,5,0,0,7
Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,26,1990,22.4,1036,1262,82.1,18387,5970,477,538,88.7,428,503,85.1,115,189,60.8,3,3.9,-0.9,46,124,29,3,127
Harry Kane,ENG,FW,Tottenham,Premier League,24,1993,34.2,489,691,70.8,9359,2243,227,295,76.9,163,220,74.1,77,126,61.1,2,2.8,-0.8,30,52,22,2,68
Wilfried Kanga,CIV,FW,Angers,Ligue 1,19,1998,1.9,26,32,81.3,369,43,16,17,94.1,9,13,69.2,1,1,100.0,0,0.0,0.0,1,1,0,0,0
Mamadou Kanouté,SEN,FW,Benevento,Serie A,23,1993,0.4,13,15,86.7,260,25,3,4,75.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0,1,1,0,1
N'Golo Kanté,FRA,MF,Chelsea,Premier League,26,1991,33.3,1926,2161,89.1,35039,8377,804,877,91.7,882,944,93.4,198,260,76.2,1,2.4,-1.4,37,192,40,3,210
Bartosz Kapustka,POL,FW,Freiburg,Bundesliga,20,1996,2.6,46,77,59.7,713,188,28,34,82.4,14,23,60.9,3,10,30.0,0,0.0,0.0,0,5,0,0,4
Kenan Karaman,TUR,MF,Hannover 96,Bundesliga,23,1994,9.5,196,274,71.5,3208,773,94,122,77.0,78,104,75.0,16,27,59.3,0,1.2,-1.2,8,12,5,1,23
Yann Karamoh,FRA,FW,Inter,Serie A,19,1998,5.4,194,251,77.3,3091,657,106,127,83.5,73,88,83.0,12,27,44.4,0,0.2,-0.2,2,11,8,2,20
Loris Karius,GER,GK,Liverpool,Premier League,24,1993,19.0,445,620,71.8,12678,8362,63,63,100.0,234,235,99.6,147,320,45.9,0,0.0,0.0,0,3,0,0,0
Orestis Karnezis,GRE,GK,Watford,Premier League,32,1985,14.4,188,398,47.2,9028,7237,8,8,100.0,43,43,100.0,137,346,39.6,0,0.0,0.0,0,10,0,0,0
Rick Karsdorp,NED,DF,Roma,Serie A,22,1995,0.9,49,62,79.0,995,256,15,20,75.0,27,29,93.1,7,13,53.8,0,0.0,0.0,0,5,1,0,3
Aleksandar Katai,SRB,FW,Alavés,La Liga,26,1991,0.6,10,12,83.3,146,49,6,7,85.7,4,5,80.0,0,0,,0,0.0,0.0,0,2,0,0,2
Florian Kath,GER,FW,Freiburg,Bundesliga,22,1994,7.5,143,208,68.8,2403,610,74,95,77.9,57,75,76.0,8,25,32.0,0,0.2,-0.2,5,17,5,1,19
Ole Käuper,GER,MF,Werder Bremen,Bundesliga,20,1997,0.8,21,32,65.6,370,53,9,13,69.2,10,12,83.3,2,5,40.0,0,0.0,0.0,0,0,0,0,1
Eiji Kawashima,JPN,GK,Metz,Ligue 1,34,1983,28.5,369,680,54.3,14209,10625,34,34,100.0,149,152,98.0,185,491,37.7,0,0.0,0.0,1,11,1,0,1
Beram Kayal,ISR,MF,Brighton,Premier League,29,1988,8.3,191,237,80.6,3418,848,84,95,88.4,74,90,82.2,27,43,62.8,0,0.6,-0.6,10,18,4,2,19
Joris Kayembe,BEL,FW,Nantes,Ligue 1,22,1994,1.0,17,24,70.8,235,75,10,13,76.9,3,7,42.9,2,2,100.0,0,0.1,-0.1,1,0,1,0,1
Olarenwaju Kayode,NGA,FW,Girona,La Liga,24,1993,4.3,37,61,60.7,644,61,21,34,61.8,11,15,73.3,4,7,57.1,0,1.1,-1.1,5,0,1,0,1
Moise Kean,ITA,FW,Hellas Verona,Serie A,17,2000,12.6,157,209,75.1,2279,362,94,109,86.2,48,62,77.4,9,17,52.9,0,0.8,-0.8,7,4,3,1,10
Michael Keane,ENG,DF,Everton,Premier League,24,1993,28.4,905,1132,79.9,21053,7474,226,263,85.9,477,541,88.2,196,303,64.7,1,0.3,+0.7,3,70,4,0,70
Thilo Kehrer,GER,DF,Schalke 04,Bundesliga,20,1996,26.3,1026,1233,83.2,21190,7866,297,343,86.6,585,661,88.5,139,218,63.8,0,0.4,-0.4,10,70,5,2,59
Cheick Keita,MLI,DF,Bologna,Serie A,21,1996,1.4,31,35,88.6,442,124,16,18,88.9,13,13,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
Naby Keïta,GUI,MF,RB Leipzig,Bundesliga,22,1995,21.8,994,1250,79.5,15517,4756,563,657,85.7,323,406,79.6,85,133,63.9,5,3.6,+1.4,38,106,35,4,134
Keko,ESP,MF,Málaga,La Liga,25,1991,13.4,284,404,70.3,4612,1252,163,203,80.3,88,125,70.4,25,53,47.2,2,1.0,+1.0,14,14,12,7,29
Martin Kelly,ENG,DF,Crystal Palace,Premier League,27,1990,13.3,279,376,74.2,5651,2238,97,107,90.7,135,158,85.4,42,101,41.6,0,0.1,-0.1,2,22,1,0,15
Marc-Oliver Kempf,GER,DF,Freiburg,Bundesliga,22,1995,10.0,395,489,80.8,8678,3172,97,111,87.4,228,254,89.8,69,120,57.5,1,0.1,+0.9,3,33,2,0,38
Kenedy,BRA,MF,Newcastle Utd,Premier League,21,1996,11.4,295,408,72.3,4778,1687,172,207,83.1,88,120,73.3,30,58,51.7,2,1.8,+0.2,14,16,13,6,25
Jonjoe Kenny,ENG,DF,Everton,Premier League,20,1997,17.7,583,830,70.2,11187,5420,266,305,87.2,210,291,72.2,93,191,48.7,1,1.0,0.0,8,62,12,9,63
Ryan Kent,ENG,FW,Freiburg,Bundesliga,20,1996,2.7,44,67,65.7,753,155,23,34,67.6,14,21,66.7,6,10,60.0,0,0.3,-0.3,1,6,0,0,3
Christophe Kerbrat,FRA,DF,Guingamp,Ligue 1,30,1986,36.9,1327,1647,80.6,29847,12655,389,432,90.0,638,718,88.9,286,468,61.1,0,0.1,-0.1,3,123,3,0,116
Franck Kessié,CIV,MF,Milan,Serie A,20,1996,36.3,1472,1799,81.8,25267,6088,707,819,86.3,614,712,86.2,132,210,62.9,1,4.5,-3.5,44,144,42,11,154
Billy Ketkeophomphone,LAO,MF,Angers,Ligue 1,27,1990,4.9,138,186,74.2,1920,478,84,100,84.0,44,51,86.3,4,20,20.0,0,0.4,-0.4,6,8,5,0,14
Driss Khalid,MAR,FW,Toulouse,Ligue 1,18,1999,0.3,5,8,62.5,47,5,4,4,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0
Saîf-Eddine Khaoui,TUN,MF,Troyes,Ligue 1,22,1995,21.7,465,713,65.2,7579,3216,262,331,79.2,131,202,64.9,56,140,40.0,2,3.0,-1.0,30,45,18,2,62
Wahbi Khazri,TUN,FW,Rennes,Ligue 1,26,1991,21.3,504,695,72.5,9556,2122,240,290,82.8,156,209,74.6,89,150,59.3,2,3.6,-1.6,32,48,15,5,47
Rani Khedira,GER,MF,Augsburg,Bundesliga,23,1994,25.3,645,859,75.1,12937,3855,215,278,77.3,327,396,82.6,94,157,59.9,1,0.8,+0.2,9,42,10,3,59
Sami Khedira,GER,MF,Juventus,Serie A,30,1987,21.2,857,982,87.3,15128,2918,371,415,89.4,393,428,91.8,76,96,79.2,2,0.8,+1.2,15,58,4,0,52
Stefan Kießling,GER,FW,Leverkusen,Bundesliga,33,1984,0.9,14,24,58.3,166,32,9,14,64.3,4,8,50.0,0,1,0.0,0,0.4,-0.4,2,0,0,0,0
Kike,ESP,FW,Eibar,La Liga,27,1989,27.3,504,711,70.9,6929,870,307,398,77.1,162,214,75.7,15,43,34.9,1,0.9,+0.1,15,26,5,2,21
Joshua Kimmich,GER,DF,Bayern Munich,Bundesliga,22,1995,25.9,1794,2143,83.7,35095,10845,731,794,92.1,766,890,86.1,281,417,67.4,10,5.8,+4.2,55,116,54,20,156
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,21,1995,26.9,1672,1776,94.1,31439,10374,635,665,95.5,815,838,97.3,196,234,83.8,0,0.3,-0.3,4,95,4,1,80
Andy King,WAL,MF,Swansea City,Premier League,28,1988,7.9,303,365,83.0,5912,1340,126,139,90.6,126,146,86.3,48,73,65.8,1,0.2,+0.8,4,31,8,2,29
Andy King,WAL,MF,Leicester City,Premier League,28,1988,6.0,164,216,75.9,3046,753,70,86,81.4,66,79,83.5,24,44,54.5,0,0.0,0.0,1,18,1,0,12
Joshua King,NOR,MF,Bournemouth,Premier League,25,1992,27.3,522,716,72.9,7927,2030,294,361,81.4,191,261,73.2,24,46,52.2,3,5.0,-2.0,40,38,33,5,68
Simon Kjær,DEN,DF,Sevilla,La Liga,28,1989,17.5,663,788,84.1,14113,4793,205,234,87.6,334,369,90.5,115,171,67.3,0,0.0,0.0,1,36,2,0,28
Davy Klaassen,NED,MF,Everton,Premier League,24,1993,2.8,84,106,79.2,1446,399,38,45,84.4,38,47,80.9,5,6,83.3,0,0.1,-0.1,2,7,2,0,11
Felix Klaus,GER,MF,Hannover 96,Bundesliga,24,1992,22.0,487,686,71.0,7939,2953,252,309,81.6,163,213,76.5,55,115,47.8,2,2.0,0.0,30,25,18,9,44
Ragnar Klavan,EST,DF,Liverpool,Premier League,31,1985,16.1,1094,1195,91.5,23112,6758,303,324,93.5,624,656,95.1,161,201,80.1,0,0.1,-0.1,4,60,6,0,51
Tim Kleindienst,GER,FW,Freiburg,Bundesliga,21,1995,12.6,206,353,58.4,2990,742,118,178,66.3,68,114,59.6,10,30,33.3,3,2.0,+1.0,8,19,6,2,18
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,21,1996,24.3,941,1216,77.4,15570,5603,458,544,84.2,389,491,79.2,76,128,59.4,0,1.1,-1.1,15,49,16,8,87
Lukas Klünter,GER,DF,Köln,Bundesliga,21,1996,14.8,361,548,65.9,6913,2748,160,204,78.4,155,216,71.8,45,101,44.6,0,1.6,-1.6,15,26,11,7,36
Robin Knoche,GER,DF,Wolfsburg,Bundesliga,25,1992,23.4,1189,1380,86.2,27651,8688,238,271,87.8,690,763,90.4,253,331,76.4,2,0.3,+1.7,2,82,3,0,78
Anthony Knockaert,FRA,MF,Brighton,Premier League,25,1991,26.9,839,1085,77.3,14069,3489,451,524,86.1,276,343,80.5,87,163,53.4,1,2.4,-1.4,33,40,25,5,77
Törles Knöll,GER,MF,Hamburger SV,Bundesliga,19,1997,0.2,1,3,33.3,10,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Robin Koch,GER,MF,Freiburg,Bundesliga,21,1996,21.3,770,960,80.2,16368,4631,221,278,79.5,395,439,90.0,140,213,65.7,1,1.0,0.0,5,45,1,0,53
Kenan Kodro,BIH,FW,Mainz 05,Bundesliga,23,1993,2.6,46,64,71.9,850,51,25,31,80.6,11,18,61.1,9,12,75.0,0,0.1,-0.1,3,1,1,1,1
Hervé Koffi,BFA,GK,Lille,Ligue 1,20,1996,4.0,60,93,64.5,1840,1222,8,8,100.0,30,30,100.0,22,55,40.0,0,0.0,0.0,0,2,0,0,0
Dominik Kohr,GER,MF,Leverkusen,Bundesliga,23,1994,18.5,769,940,81.8,13717,3592,354,408,86.8,316,360,87.8,85,134,63.4,1,1.5,-0.5,15,85,16,1,88
Seybou Koita,NIG,FW,Amiens,Ligue 1,23,1994,2.4,39,57,68.4,561,123,24,29,82.8,9,11,81.8,3,11,27.3,0,0.0,0.0,2,0,2,0,5
Koke,ESP,MF,Atlético Madrid,La Liga,25,1992,30.6,1669,2085,80.0,29797,9671,797,884,90.2,622,721,86.3,208,399,52.1,4,6.9,-2.9,54,183,37,4,186
Aleksandar Kolarov,SRB,DF,Roma,Serie A,31,1985,34.0,1967,2578,76.3,36732,13949,823,945,87.1,878,1045,84.0,245,519,47.2,6,8.6,-2.6,81,131,72,40,215
Sead Kolašinac,BIH,DF,Arsenal,Premier League,24,1993,23.9,1217,1508,80.7,19566,7043,614,710,86.5,488,584,83.6,78,138,56.5,4,3.4,+0.6,19,75,22,9,110
Vincent Kompany,BEL,DF,Manchester City,Premier League,31,1986,15.5,1313,1401,93.7,27588,8536,379,394,96.2,713,747,95.4,209,244,85.7,1,0.7,+0.3,4,88,2,0,59
Ibrahima Konaté,FRA,DF,RB Leipzig,Bundesliga,18,1999,13.6,528,651,81.1,10905,4488,182,203,89.7,256,294,87.1,87,149,58.4,0,0.5,-0.5,3,42,2,0,44
Moussa Konaté,SEN,FW,Amiens,Ligue 1,24,1993,27.5,346,514,67.3,5007,774,188,242,77.7,116,169,68.6,18,42,42.9,1,1.6,-0.6,18,15,19,3,27
Geoffrey Kondogbia,CTA,MF,Valencia,La Liga,24,1993,29.0,1351,1561,86.5,27478,6517,504,564,89.4,607,682,89.0,226,286,79.0,4,2.5,+1.5,18,147,14,0,148
Bakary Koné,BFA,DF,Strasbourg,Ligue 1,29,1988,27.4,873,1035,84.3,20364,6979,193,225,85.8,459,494,92.9,212,297,71.4,0,0.0,0.0,2,43,4,1,48
Terence Kongolo,NED,DF,Huddersfield,Premier League,23,1994,11.7,275,393,70.0,4905,2514,113,137,82.5,116,156,74.4,35,76,46.1,0,0.2,-0.2,3,29,4,2,34
Terence Kongolo,NED,DF,Monaco,Ligue 1,23,1994,2.9,117,162,72.2,2044,663,45,51,88.2,58,76,76.3,11,26,42.3,0,0.3,-0.3,1,11,2,2,4
Yevhen Konoplyanka,UKR,FW,Schalke 04,Bundesliga,27,1989,17.4,332,500,66.4,5643,1360,178,222,80.2,121,168,72.0,30,86,34.9,4,4.4,-0.4,32,16,20,10,27
Julian Korb,GER,DF,Hannover 96,Bundesliga,25,1992,26.0,812,1202,67.6,15370,8922,292,371,78.7,414,574,72.1,94,208,45.2,1,2.1,-1.1,23,70,23,10,110
Laurent Koscielny,FRA,DF,Arsenal,Premier League,31,1985,24.7,1538,1711,89.9,34778,11328,421,456,92.3,763,820,93.0,346,416,83.2,0,0.5,-0.5,6,131,4,1,113
Filip Kostić,SRB,FW,Hamburger SV,Bundesliga,24,1992,27.1,459,777,59.1,7886,2818,226,324,69.8,170,261,65.1,48,128,37.5,1,3.0,-2.0,24,25,31,16,70
Christian Kouakou,CIV,MF,Caen,Ligue 1,26,1991,9.4,99,147,67.3,1412,422,54,74,73.0,35,49,71.4,4,14,28.6,1,0.4,+0.6,6,6,7,4,11
Rominigue Kouamé,MLI,DF,Lille,Ligue 1,20,1996,2.2,118,139,84.9,2100,524,49,57,86.0,53,60,88.3,15,19,78.9,1,0.3,+0.7,6,8,2,1,9
Tomáš Koubek,CZE,GK,Rennes,Ligue 1,24,1992,34.0,413,740,55.8,15736,10637,41,42,97.6,161,166,97.0,209,530,39.4,0,0.1,-0.1,1,22,0,0,0
Kalidou Koulibaly,SEN,DF,Napoli,Serie A,26,1991,34.1,2676,2932,91.3,49659,19423,1131,1183,95.6,1198,1275,94.0,326,434,75.1,1,0.3,+0.7,8,156,1,0,178
Jules Koundé,FRA,DF,Bordeaux,Ligue 1,18,1998,17.7,703,849,82.8,15226,6139,198,219,90.4,371,405,91.6,129,207,62.3,0,0.1,-0.1,3,67,5,1,82
Cheikhou Kouyaté,SEN,MF,West Ham,Premier League,27,1989,31.1,742,963,77.1,11093,2777,439,521,84.3,226,292,77.4,51,93,54.8,3,0.6,+2.4,14,48,2,2,55
Mateo Kovačić,CRO,MF,Real Madrid,La Liga,23,1994,11.0,720,779,92.4,13343,3297,278,300,92.7,358,380,94.2,74,85,87.1,1,1.0,0.0,12,65,9,0,65
Maksym Koval,UKR,GK,La Coruña,La Liga,24,1992,1.3,21,34,61.8,781,505,4,4,100.0,8,10,80.0,9,20,45.0,0,0.0,0.0,0,0,0,0,0
Dawid Kownacki,POL,FW,Sampdoria,Serie A,20,1997,9.1,200,272,73.5,2801,407,122,142,85.9,66,86,76.7,7,19,36.8,2,1.0,+1.0,6,6,7,1,16
Vincent Koziello,FRA,MF,Köln,Bundesliga,21,1995,8.8,474,524,90.5,8895,1715,190,210,90.5,214,229,93.4,64,72,88.9,0,0.6,-0.6,6,35,8,0,38
Vincent Koziello,FRA,MF,Nice,Ligue 1,21,1995,9.0,546,581,94.0,10143,2156,213,223,95.5,244,258,94.6,73,78,93.6,0,0.7,-0.7,7,45,2,0,38
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,29,1988,3.0,79,136,58.1,2755,1964,6,6,100.0,33,34,97.1,39,95,41.1,0,0.0,0.0,0,0,0,0,0
Emil Krafth,SWE,DF,Bologna,Serie A,22,1994,10.5,420,531,79.1,6803,2672,201,232,86.6,188,233,80.7,22,48,45.8,0,0.1,-0.1,3,19,2,2,33
Oliver Kragl,GER,MF,Crotone,Serie A,27,1990,1.1,22,39,56.4,413,189,11,15,73.3,9,13,69.2,2,8,25.0,0,0.2,-0.2,2,2,1,0,3
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,26,1991,24.8,668,922,72.5,11962,3536,320,381,84.0,244,307,79.5,86,197,43.7,6,6.0,0.0,51,68,37,13,69
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,26,1991,23.9,1310,1498,87.4,23203,5876,576,634,90.9,586,643,91.1,130,182,71.4,0,0.6,-0.6,11,132,12,2,108
Ladislav Krejčí,CZE,FW,Bologna,Serie A,25,1992,4.4,119,159,74.8,1743,365,72,87,82.8,39,57,68.4,6,9,66.7,0,0.1,-0.1,3,6,4,1,7
Rene Krhin,SVN,MF,Nantes,Ligue 1,27,1990,14.6,427,511,83.6,7528,2259,194,215,90.2,175,212,82.5,49,68,72.1,0,0.1,-0.1,2,39,5,0,40
Bojan Krkić,ESP,FW,Alavés,La Liga,26,1990,4.9,109,135,80.7,1883,392,53,58,91.4,41,52,78.8,12,19,63.2,0,0.2,-0.2,3,9,1,0,7
Bojan Krkić,ESP,FW,Stoke City,Premier League,26,1990,0.8,23,28,82.1,396,78,12,14,85.7,8,10,80.0,3,3,100.0,0,0.0,0.0,1,1,0,0,3
Michael Krohn-Dehli,DEN,MF,La Coruña,La Liga,34,1983,8.1,297,360,82.5,5158,1359,146,164,89.0,112,129,86.8,35,55,63.6,0,0.1,-0.1,1,27,6,1,27
Michael Krohn-Dehli,DEN,MF,Sevilla,La Liga,34,1983,6.0,303,378,80.2,5308,1298,137,156,87.8,132,144,91.7,28,64,43.8,1,0.6,+0.4,4,28,9,1,28
Toni Kroos,GER,MF,Real Madrid,La Liga,27,1990,25.1,1942,2185,88.9,39175,11966,786,827,95.0,789,853,92.5,343,464,73.9,7,4.6,+2.4,61,276,38,9,219
Max Kruse,GER,FW,Werder Bremen,Bundesliga,29,1988,27.3,1015,1347,75.4,20248,3797,417,510,81.8,387,480,80.6,197,308,64.0,6,5.2,+0.8,57,54,43,15,87
Grzegorz Krychowiak,POL,MF,West Brom,Premier League,27,1990,18.2,645,822,78.5,12337,3241,264,307,86.0,270,323,83.6,97,156,62.2,2,2.1,-0.1,16,67,8,2,64
Lukas Kübler,GER,DF,Freiburg,Bundesliga,24,1992,12.8,378,515,73.4,7619,2999,121,146,82.9,204,254,80.3,53,107,49.5,0,0.3,-0.3,4,25,8,2,38
Jasmin Kurtić,SVN,MF,Atalanta,Serie A,28,1989,7.4,248,322,77.0,4048,916,132,159,83.0,84,113,74.3,24,33,72.7,0,0.6,-0.6,6,18,5,0,21
Jasmin Kurtić,SVN,MF,SPAL,Serie A,28,1989,16.0,492,658,74.8,8417,1866,239,299,79.9,187,238,78.6,50,85,58.8,0,0.8,-0.8,12,39,9,0,54
Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,24,1992,18.9,897,1072,83.7,12595,3898,529,589,89.8,314,373,84.2,23,57,40.4,1,1.3,-0.3,10,50,7,2,58
Filip Kusić,SRB,DF,Köln,Bundesliga,21,1996,0.2,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
Zdravko Kuzmanović,SRB,MF,Málaga,La Liga,29,1987,5.3,305,346,88.2,6218,1762,106,117,90.6,149,164,90.9,47,60,78.3,1,0.4,+0.6,7,38,6,1,39
Han Kwang-song,PRK,FW,Cagliari,Serie A,18,1998,3.1,44,64,68.8,702,154,24,33,72.7,14,20,70.0,5,8,62.5,0,0.1,-0.1,1,5,1,1,4
Enock Kwateng,FRA,DF,Nantes,Ligue 1,20,1997,1.0,23,39,59.0,437,250,10,12,83.3,10,16,62.5,3,9,33.3,0,0.0,0.0,0,3,0,0,3
Alberto de la Bella,ESP,DF,Real Sociedad,La Liga,31,1985,17.0,824,1045,78.9,15754,5707,321,368,87.2,394,478,82.4,101,181,55.8,1,2.1,-1.1,17,53,27,20,60
Rajiv van La Parra,NED,FW,Huddersfield,Premier League,26,1991,23.7,509,714,71.3,7711,1826,286,342,83.6,172,239,72.0,30,70,42.9,0,0.9,-0.9,14,25,19,6,57
Brighton Labeau,MTQ,FW,Amiens,Ligue 1,21,1996,0.3,3,3,100.0,33,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
Gaëtan Laborde,FRA,FW,Bordeaux,Ligue 1,23,1994,10.6,161,246,65.4,2295,257,99,134,73.9,52,78,66.7,6,14,42.9,0,0.6,-0.6,9,7,5,2,7
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,26,1991,24.5,548,714,76.8,7454,1364,346,416,83.2,142,192,74.0,23,43,53.5,4,4.1,-0.1,33,17,36,6,45
Mehdi Lacen,ALG,MF,Málaga,La Liga,33,1984,11.7,406,483,84.1,8206,1910,173,209,82.8,157,170,92.4,71,88,80.7,0,0.2,-0.2,4,36,2,1,39
Mehdi Lacen,ALG,MF,Getafe,La Liga,33,1984,0.7,19,24,79.2,317,133,11,13,84.6,6,6,100.0,2,4,50.0,0,0.0,0.0,0,4,0,0,2
Léo Lacroix,SUI,DF,Saint-Étienne,Ligue 1,25,1992,8.6,294,349,84.2,6852,2372,74,84,88.1,142,161,88.2,75,97,77.3,0,0.0,0.0,0,17,1,0,20
Freddie Ladapo,ENG,FW,Crystal Palace,Premier League,24,1993,0.2,6,10,60.0,57,7,3,6,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
Alban Lafont,FRA,GK,Toulouse,Ligue 1,18,1999,38.0,602,999,60.3,23343,17472,46,50,92.0,229,234,97.9,326,709,46.0,0,0.0,0.0,1,42,3,0,1
Víctor Laguardia,ESP,DF,Alavés,La Liga,27,1989,17.0,388,578,67.1,9615,4624,84,104,80.8,195,234,83.3,107,231,46.3,0,0.2,-0.2,3,41,6,0,41
Konrad Laimer,AUT,DF,RB Leipzig,Bundesliga,20,1997,14.9,604,768,78.6,9868,4106,306,356,86.0,233,297,78.5,47,81,58.0,2,1.6,+0.4,11,54,13,4,86
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,25,1991,30.3,1276,1703,74.9,29550,11687,407,458,88.9,509,620,82.1,346,564,61.3,4,2.3,+1.7,27,117,39,17,164
Adam Lallana,ENG,MF,Liverpool,Premier League,29,1988,3.4,192,223,86.1,2605,801,123,134,91.8,56,62,90.3,4,11,36.4,0,0.4,-0.4,7,21,9,1,27
Eugenio Lamanna,ITA,GK,Genoa,Serie A,27,1989,1.0,15,25,60.0,643,487,1,1,100.0,4,4,100.0,10,20,50.0,0,0.0,0.0,0,1,0,0,0
Érik Lamela,ARG,FW,Tottenham,Premier League,25,1992,9.4,374,470,79.6,6001,1155,193,228,84.6,137,162,84.6,32,54,59.3,2,1.6,+0.4,15,24,14,0,30
Ádám Lang,HUN,DF,Dijon,Ligue 1,24,1993,2.6,100,117,85.5,2377,613,21,26,80.8,54,56,96.4,24,32,75.0,0,0.0,0.0,0,6,0,0,7
Sebastian Langkamp,GER,DF,Hertha BSC,Bundesliga,29,1988,10.6,466,537,86.8,10189,3480,115,134,85.8,265,281,94.3,83,116,71.6,0,0.0,0.0,0,21,1,0,26
Sebastian Langkamp,GER,DF,Werder Bremen,Bundesliga,29,1988,4.6,189,217,87.1,4120,1169,53,57,93.0,99,112,88.4,37,47,78.7,0,0.0,0.0,0,8,0,0,11
Manuel Lanzini,ARG,MF,West Ham,Premier League,24,1993,22.7,1062,1284,82.7,16814,4589,594,656,90.5,349,400,87.3,88,176,50.0,6,3.9,+2.1,40,92,38,3,121
Gianluca Lapadula,PER,FW,Genoa,Serie A,27,1990,16.6,168,259,64.9,2331,415,99,145,68.3,63,82,76.8,3,16,18.8,1,1.7,-0.7,15,6,3,0,16
Aymeric Laporte,ESP,DF,Athletic Club,La Liga,23,1994,19.0,846,1011,83.7,21335,7559,181,201,90.0,417,469,88.9,241,328,73.5,1,0.5,+0.5,7,82,8,3,74
Aymeric Laporte,ESP,DF,Manchester City,Premier League,23,1994,9.0,766,827,92.6,14851,5249,313,331,94.6,340,358,95.0,102,120,85.0,0,0.1,-0.1,2,52,4,1,61
Danilo Larangeira,BRA,DF,Udinese,Serie A,33,1984,30.8,1083,1370,79.1,25244,8880,247,289,85.5,584,666,87.7,248,402,61.7,0,0.0,0.0,1,56,3,0,65
Kevin Lasagna,ITA,FW,Udinese,Serie A,24,1992,23.7,277,448,61.8,3991,849,166,235,70.6,91,142,64.1,14,45,31.1,2,1.2,+0.8,14,14,8,3,30
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,23,1993,32.5,892,1115,80.0,18501,6870,304,340,89.4,410,474,86.5,166,275,60.4,0,0.6,-0.6,6,59,4,0,74
