Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Amato Ciciretti,ITA,MF,Benevento,Serie A,23,1993,9.0,345,314,31,8,1,77,19,31,17,7,4,1,197,50,98,258,73,6,4,2,243,1,7,4,17
Cifu,ESP,DF,Málaga,La Liga,26,1990,1.2,77,61,16,0,0,15,2,8,0,0,0,0,44,10,23,5,56,0,16,0,59,0,0,1,7
Luca Cigarini,ITA,MF,Cagliari,Serie A,31,1986,22.5,1603,1371,232,107,1,217,82,25,83,26,26,5,894,244,465,183,1322,68,5,8,1229,7,26,19,19
Per Ciljan Skjelbred,NOR,MF,Hertha BSC,Bundesliga,30,1987,24.3,1123,1087,36,33,3,139,26,4,0,0,0,0,815,165,143,76,952,72,2,6,970,2,18,12,12
Jasper Cillessen,NED,GK,Barcelona,La Liga,28,1989,1.0,27,18,9,0,0,5,0,0,0,0,0,0,18,2,7,7,16,0,0,4,19,0,0,0,0
Thiago Cionek,POL,DF,SPAL,Serie A,31,1986,15.0,764,717,47,37,0,135,16,4,0,0,0,0,497,65,202,156,525,55,10,1,587,1,21,8,19
Saliou Ciss,SEN,DF,Angers,Ligue 1,27,1989,1.6,54,54,0,0,2,20,0,2,0,0,0,0,38,4,12,34,18,1,0,1,35,0,2,3,3
Karamoko Cissé,GUI,FW,Benevento,Serie A,28,1988,0.2,6,6,0,0,0,0,0,2,0,0,0,0,5,0,1,2,4,0,0,0,3,0,0,1,1
Issa Cissokho,SEN,DF,Amiens,Ligue 1,32,1985,18.1,801,648,153,21,0,87,22,24,0,0,0,0,432,107,262,109,497,55,132,3,592,3,34,20,14
Ciaran Clark,IRL,DF,Newcastle Utd,Premier League,27,1989,19.4,677,646,31,21,1,73,14,0,0,0,0,0,395,67,215,522,71,58,10,1,501,4,18,8,13
Christian Clemens,GER,MF,Köln,Bundesliga,25,1991,7.2,237,212,25,3,1,27,18,19,15,4,7,0,121,51,65,13,210,7,4,0,157,3,7,8,6
Tom Cleverley,ENG,MF,Watford,Premier League,27,1989,21.1,1198,1072,126,45,1,177,48,38,47,23,15,2,766,147,285,134,985,42,10,4,947,9,16,30,24
Sam Clucas,ENG,MF,Swansea City,Premier League,26,1990,22.7,852,772,80,26,0,113,41,22,24,12,4,5,570,119,163,674,84,40,27,1,679,4,13,21,19
Nathaniel Clyne,ENG,DF,Liverpool,Premier League,26,1991,1.9,138,109,29,0,0,13,0,7,0,0,0,0,82,31,25,7,93,7,29,0,111,0,2,5,4
Marcus Coco,FRA,FW,Guingamp,Ligue 1,21,1996,17.6,628,620,8,2,3,108,18,39,1,0,0,0,454,51,123,90,474,39,5,5,457,5,22,14,22
Massimo Coda,ITA,FW,Benevento,Serie A,28,1988,15.7,344,309,35,0,1,96,8,6,0,0,0,0,210,62,72,48,246,14,1,9,238,2,6,13,16
Isaac Cofie,GHA,MF,Genoa,Serie A,25,1991,6.6,301,293,8,8,0,42,1,0,0,0,0,0,213,36,52,34,238,18,0,1,242,0,5,9,2
Renaud Cohade,FRA,MF,Metz,Ligue 1,32,1984,36.6,1991,1931,60,27,1,382,92,55,8,0,0,0,1256,195,540,140,1632,165,9,7,1511,6,67,40,57
Coke,ESP,MF,Schalke 04,Bundesliga,30,1987,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0
Coke,ESP,DF,Levante,La Liga,30,1987,15.4,748,619,129,2,0,137,8,19,0,0,0,0,391,134,223,83,472,52,127,5,542,4,17,19,30
Emre Çolak,TUR,MF,La Coruña,La Liga,26,1991,16.1,849,797,52,23,2,119,44,40,20,4,5,1,598,84,167,782,33,20,8,2,660,5,23,23,30
Séamus Coleman,IRL,DF,Everton,Premier League,28,1988,11.5,519,390,129,1,1,60,8,24,0,0,0,0,248,123,148,58,288,35,128,1,378,3,7,14,20
James Collins,WAL,DF,West Ham,Premier League,33,1983,11.7,387,365,22,21,0,62,12,0,0,0,0,0,198,41,148,10,311,32,1,3,283,1,9,3,4
Racine Coly,SEN,DF,Nice,Ligue 1,21,1995,6.9,411,374,37,4,0,52,6,12,0,0,0,0,327,45,39,302,52,21,33,0,346,0,5,10,13
Kingsley Coman,FRA,FW,Bayern Munich,Bundesliga,21,1996,12.8,607,601,6,0,1,157,17,63,0,0,0,0,439,68,100,110,458,21,5,2,484,1,12,2,15
Marvin Compper,GER,DF,RB Leipzig,Bundesliga,32,1985,1.0,61,61,0,0,0,8,0,0,0,0,0,0,44,7,10,30,23,7,0,0,55,0,1,0,0
Alois Confais,FRA,MF,Troyes,Ligue 1,20,1996,6.8,274,268,6,1,0,56,9,9,0,0,0,0,183,26,65,22,225,20,5,0,217,0,7,5,6
Daniel Congré,FRA,DF,Montpellier,Ligue 1,32,1985,29.3,1260,1230,30,24,0,145,38,13,0,0,0,0,883,74,303,324,797,107,6,5,1023,2,35,24,12
Andrea Consigli,ITA,GK,Sassuolo,Serie A,30,1987,36.8,1044,644,400,138,0,68,34,0,0,0,0,0,324,91,629,53,754,0,0,160,690,4,28,2,1
Diego Contento,GER,DF,Bordeaux,Ligue 1,27,1990,1.2,32,28,4,0,0,8,0,1,0,0,0,0,22,2,8,24,3,1,4,0,24,0,1,2,1
Andrea Conti,ITA,DF,Milan,Serie A,23,1994,1.7,104,90,14,0,0,17,0,2,0,0,0,0,66,24,14,2,78,7,14,0,91,0,2,2,3
Lewis Cook,ENG,MF,Bournemouth,Premier League,20,1997,24.9,1251,1205,46,25,3,212,54,14,14,7,1,3,822,187,242,86,1083,61,7,6,990,1,26,42,32
Steve Cook,ENG,DF,Bournemouth,Premier League,26,1991,30.7,1318,1214,104,36,1,182,50,10,0,0,0,0,798,149,371,52,1052,99,68,5,1018,1,29,25,19
Duje Čop,CRO,FW,Cagliari,Serie A,27,1990,1.1,23,22,1,0,0,4,1,0,0,0,0,0,18,2,3,2,17,2,0,1,13,0,2,2,0
Francis Coquelin,FRA,MF,Arsenal,Premier League,26,1991,1.9,99,98,1,1,0,24,3,0,0,0,0,0,73,18,8,4,85,6,0,1,85,0,2,4,1
Francis Coquelin,FRA,MF,Valencia,La Liga,26,1991,7.3,316,313,3,2,0,80,10,4,0,0,0,0,232,33,51,31,247,26,1,1,257,5,8,7,6
Sébastien Corchia,FRA,DF,Sevilla,La Liga,26,1990,9.1,407,336,71,4,0,68,9,27,2,0,2,0,239,64,104,33,283,17,65,0,308,1,12,16,8
Alex Cordaz,ITA,GK,Crotone,Serie A,34,1983,38.0,1119,622,497,158,0,65,33,0,0,0,0,0,183,49,887,37,868,1,0,95,520,4,40,1,1
Iñigo Córdoba,ESP,FW,Athletic Club,La Liga,20,1997,16.2,550,538,12,4,1,140,16,55,1,1,0,0,383,73,94,372,135,22,6,1,363,3,13,24,35
Jhon Córdoba,COL,FW,Köln,Bundesliga,24,1993,10.6,210,192,18,0,0,47,8,8,0,0,0,0,131,44,35,39,133,26,1,1,141,4,11,4,12
Sergio Córdova,VEN,FW,Augsburg,Bundesliga,19,1997,6.5,150,144,6,0,0,44,3,4,0,0,0,0,92,39,19,17,107,12,2,4,111,1,4,2,5
Jérémy Cordoval,GLP,DF,Troyes,Ligue 1,27,1990,10.2,412,315,97,1,0,83,6,15,0,0,0,0,226,70,116,40,254,21,96,0,317,0,14,6,15
Benjamin Corgnet,FRA,MF,Strasbourg,Ligue 1,30,1987,15.3,566,535,31,4,2,113,15,24,10,0,0,0,322,81,163,88,375,67,3,8,369,5,16,24,28
Jack Cork,ENG,MF,Burnley,Premier League,28,1989,38.0,1584,1564,20,9,2,374,41,11,2,2,0,0,1092,192,300,172,1234,128,1,5,1270,5,38,28,37
Andreas Cornelius,DEN,FW,Atalanta,Serie A,24,1993,10.4,304,286,18,0,0,116,9,12,0,0,0,0,167,72,65,179,43,35,0,7,213,1,5,4,16
Maxwel Cornet,CIV,FW,Lyon,Ligue 1,20,1996,14.1,521,499,22,5,3,105,15,27,10,0,0,0,385,50,86,382,91,36,5,2,399,0,14,12,28
Quentin Cornette,FRA,FW,Amiens,Ligue 1,23,1994,5.0,138,134,4,0,1,31,1,5,3,0,0,0,103,12,23,13,117,6,1,1,96,3,3,6,6
Ángel Correa,ARG,FW,Atlético Madrid,La Liga,22,1995,25.0,891,885,6,0,3,198,14,40,3,0,0,0,696,99,96,164,687,28,0,6,646,9,13,33,44
Joaquín Correa,ARG,FW,Sevilla,La Liga,22,1994,13.3,494,476,18,3,1,118,11,11,2,0,0,0,382,57,55,49,396,24,11,5,401,7,3,11,20
Andrea Cossu,ITA,MF,Cagliari,Serie A,37,1980,2.7,125,102,23,8,0,25,8,11,14,0,3,0,71,12,42,14,108,3,0,0,76,0,4,1,3
Andrea Costa,ITA,DF,Benevento,Serie A,31,1986,15.3,735,694,41,24,0,87,21,5,0,0,0,0,446,73,216,567,98,41,17,3,560,2,19,15,9
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,24,1993,13.4,704,568,136,7,0,113,14,32,0,0,0,0,360,147,197,69,450,39,129,2,507,3,21,15,24
Diego Costa,ESP,FW,Atlético Madrid,La Liga,28,1988,11.6,326,321,5,0,1,90,4,5,0,0,0,0,238,52,36,34,235,31,0,14,247,1,7,12,21
Douglas Costa,BRA,FW,Juventus,Serie A,26,1990,19.9,1037,1005,32,0,2,201,60,78,19,2,6,2,733,135,169,897,104,14,11,4,826,1,21,13,39
Filippo Costa,ITA,DF,SPAL,Serie A,22,1995,16.4,750,544,206,23,1,102,33,72,28,5,10,2,340,102,308,523,45,16,155,1,492,6,14,5,39
Jaume Costa,ESP,DF,Villarreal,La Liga,29,1988,28.2,1611,1393,218,22,2,228,25,66,1,0,0,0,992,285,334,980,326,74,195,3,1258,6,25,41,37
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,33,1983,4.0,161,112,49,9,0,16,6,0,0,0,0,0,66,18,77,2,126,1,0,25,111,1,2,0,0
Nuno da Costa,CPV,FW,Strasbourg,Ligue 1,26,1991,19.2,386,383,3,0,2,81,14,20,0,0,0,0,224,50,112,35,283,45,1,6,231,2,8,16,23
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,30,1987,36.0,935,662,273,95,0,107,42,0,0,0,0,0,396,18,521,33,773,1,0,97,566,0,31,4,2
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,25,1991,3.8,88,87,1,0,2,20,4,6,0,0,0,0,42,16,30,10,52,13,1,3,52,0,5,1,3
Lassana Coulibaly,MLI,MF,Angers,Ligue 1,21,1996,9.3,315,313,2,2,0,65,3,7,0,0,0,0,252,23,40,24,273,12,0,3,247,0,7,12,15
Thibaut Courtois,BEL,GK,Chelsea,Premier League,25,1992,35.0,1194,889,305,59,0,86,23,0,0,0,0,0,701,51,442,712,246,0,0,204,896,4,30,4,8
Philippe Coutinho,BRA,FW,Barcelona,La Liga,25,1992,14.4,858,799,59,8,2,183,27,17,46,0,1,0,706,69,83,61,774,11,5,3,713,4,14,20,18
Philippe Coutinho,BRA,MF,Liverpool,Premier League,25,1992,12.3,755,681,74,19,5,99,38,19,52,15,23,5,501,87,167,56,678,15,1,3,561,8,6,39,21
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,18,1999,6.4,317,273,44,3,0,52,4,14,0,0,0,0,185,36,96,207,46,19,41,1,225,3,11,6,15
Alessio Cragno,ITA,GK,Cagliari,Serie A,23,1994,28.2,763,447,316,79,0,53,16,0,0,0,0,0,227,44,492,59,540,0,0,124,475,4,19,1,3
Martin Cranie,ENG,DF,Huddersfield,Premier League,30,1986,2.0,90,87,3,2,0,9,1,0,0,0,0,0,60,14,16,26,56,4,1,1,73,0,3,3,1
Michele Cremonesi,ITA,DF,SPAL,Serie A,29,1988,4.3,158,151,7,7,0,21,2,0,0,0,0,0,112,18,28,102,41,8,0,0,128,1,1,0,5
Aaron Cresswell,ENG,DF,West Ham,Premier League,27,1989,34.1,1707,1342,365,88,1,219,83,93,67,35,15,9,893,292,522,1328,77,61,210,5,1224,15,44,39,52
Lorenzo Crisetig,ITA,MF,Bologna,Serie A,24,1993,6.2,357,349,8,6,0,50,17,1,1,0,0,0,251,52,54,250,84,18,1,1,304,0,7,3,5
Bryan Cristante,ITA,MF,Atalanta,Serie A,22,1995,31.4,1584,1560,24,15,2,361,31,26,0,0,0,0,1103,230,251,190,1257,54,8,9,1223,7,40,39,50
Sebastián Cristóforo,URU,MF,Fiorentina,Serie A,23,1993,3.0,196,189,7,3,1,38,5,2,0,0,0,0,134,35,27,27,149,16,0,1,158,1,2,5,3
Enzo Crivelli,FRA,FW,Angers,Ligue 1,22,1995,11.4,263,254,9,0,1,69,2,3,0,0,0,0,136,40,87,29,148,40,0,18,173,1,4,15,7
Enzo Crivelli,FRA,FW,Caen,Ligue 1,22,1995,8.1,144,137,7,1,0,32,1,1,0,0,0,0,82,33,29,9,86,27,0,9,85,0,4,9,8
Giovanni Crociata,ITA,FW,Crotone,Serie A,19,1997,3.2,92,84,8,0,0,17,3,1,2,1,0,1,60,16,16,6,71,7,5,0,63,0,0,2,2
Luca Crosta,ITA,GK,Cagliari,Serie A,19,1998,1.0,24,12,12,2,0,2,0,0,0,0,0,0,9,3,12,1,19,0,0,4,13,1,2,0,0
Peter Crouch,ENG,FW,Stoke City,Premier League,36,1981,17.4,634,621,13,0,0,344,3,2,0,0,0,0,189,232,213,9,261,92,1,17,377,3,7,37,25
Juan Cruz,ESP,FW,Málaga,La Liga,17,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,4,0,0,0,0
Juan Cuadrado,COL,FW,Juventus,Serie A,29,1988,15.0,837,817,20,6,1,120,64,50,0,0,0,0,581,100,156,108,681,26,14,0,707,4,13,10,18
Iván Cuéllar,ESP,GK,Leganés,La Liga,33,1984,35.0,1019,636,383,157,0,61,17,0,0,0,0,0,132,35,852,757,72,1,0,76,441,6,44,7,5
Mickaël Cuisance,FRA,MF,M'Gladbach,Bundesliga,17,1999,13.4,682,638,44,23,1,121,27,13,13,1,7,1,467,112,103,519,123,23,6,3,540,2,16,10,16
Josh Cullen,IRL,MF,West Ham,Premier League,21,1996,0.1,4,3,1,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,0,0,3,0,0,0,1
Patrick Cutrone,ITA,FW,Milan,Serie A,19,1998,16.7,309,286,23,0,0,68,3,10,1,0,1,0,236,43,30,51,236,9,2,4,233,1,5,7,13
Wylan Cyprien,FRA,MF,Nice,Ligue 1,22,1995,10.6,824,775,49,7,0,138,41,15,39,0,0,0,679,43,102,131,671,14,3,0,709,2,14,14,8
Marco D'Alessandro,ITA,MF,Benevento,Serie A,26,1991,11.6,292,286,6,1,0,61,5,28,1,0,0,0,206,39,47,50,224,11,4,1,210,2,5,7,20
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,28,1988,33.1,2074,1780,294,32,0,259,28,49,1,0,0,0,1329,349,396,526,1188,64,261,5,1700,9,32,35,54
Damien Da Silva,FRA,DF,Caen,Ligue 1,29,1988,31.5,1348,1309,39,38,0,198,57,0,0,0,0,0,851,84,413,57,1116,149,1,3,1082,8,49,11,11
Kouadio-Yves Dabila,CIV,DF,Lille,Ligue 1,20,1997,10.5,504,484,20,5,0,47,13,5,0,0,0,0,398,29,77,29,426,32,15,2,422,0,11,8,8
Bryan Dabo,BFA,MF,Fiorentina,Serie A,25,1992,6.6,320,308,12,5,0,60,7,5,0,0,0,0,232,39,49,61,226,21,5,1,247,1,13,7,9
Bryan Dabo,BFA,MF,Saint-Étienne,Ligue 1,25,1992,14.3,607,583,24,6,0,77,9,9,1,0,0,0,476,44,87,117,416,46,13,8,477,2,21,24,12
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,21,1996,12.7,678,669,9,3,1,128,17,4,5,1,1,0,514,86,78,84,561,31,0,1,568,2,10,14,13
Dario Dainelli,ITA,DF,Chievo,Serie A,38,1979,16.7,611,578,33,33,0,86,22,1,0,0,0,0,317,69,225,90,452,40,0,8,459,4,21,10,4
Felipe dal Belo,BRA,DF,SPAL,Serie A,33,1984,28.6,1309,1213,96,74,0,196,46,8,0,0,0,0,786,175,348,1083,113,63,21,7,1038,5,34,16,23
Charlie Daniels,ENG,DF,Bournemouth,Premier League,30,1986,33.4,2014,1606,408,59,1,277,40,82,14,4,3,0,1187,411,416,1501,79,67,335,4,1546,12,49,58,63
Danilo,BRA,DF,Manchester City,Premier League,26,1991,15.0,1238,1108,130,12,0,103,29,21,0,0,0,0,936,183,119,129,956,24,118,2,1105,4,11,26,21
Scott Dann,ENG,DF,Crystal Palace,Premier League,30,1987,15.9,558,536,22,20,0,87,22,2,0,0,0,0,342,85,131,57,412,54,2,10,451,4,19,6,8
Kevin Danso,AUT,DF,Augsburg,Bundesliga,18,1998,12.3,523,459,64,20,0,90,26,8,0,0,0,0,287,53,183,19,407,39,44,1,364,1,11,8,12
Dante,BRA,DF,Nice,Ligue 1,33,1983,32.4,2259,2226,33,31,2,227,70,2,0,0,0,0,1906,102,251,1710,426,110,2,4,2053,4,20,18,12
Romain Danzé,FRA,DF,Rennes,Ligue 1,31,1986,7.6,443,367,76,1,0,84,7,10,1,0,0,0,263,54,126,6,326,33,74,0,334,1,15,14,11
Andrea Danzi,ITA,MF,Hellas Verona,Serie A,18,1999,4.4,190,183,7,4,0,18,2,0,0,0,0,0,149,25,16,24,157,4,1,1,173,0,1,1,0
Stéphane Darbion,FRA,FW,Troyes,Ligue 1,33,1984,19.0,692,657,35,7,1,123,10,61,13,0,0,0,517,51,124,540,103,35,12,0,515,1,3,27,27
Palkó Dárdai,HUN,FW,Hertha BSC,Bundesliga,18,1999,0.3,9,9,0,0,0,1,0,0,0,0,0,0,5,2,2,6,1,2,0,0,6,0,0,0,1
Sergi Darder,ESP,MF,Espanyol,La Liga,23,1993,30.9,1514,1437,77,48,2,231,59,18,22,2,7,0,1092,146,276,98,1333,57,7,2,1207,8,37,26,40
Sergi Darder,ESP,MF,Lyon,Ligue 1,23,1993,2.3,138,136,2,2,0,16,3,0,0,0,0,0,100,13,25,11,118,6,0,0,118,0,5,0,1
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,26,1990,18.2,971,941,30,26,1,141,32,11,1,0,0,1,617,160,194,216,693,51,1,3,770,2,16,14,35
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,26,1990,10.0,335,205,130,44,0,9,6,0,0,0,0,0,86,7,242,9,266,0,0,32,175,0,5,1,0
Matteo Darmian,ITA,DF,Manchester Utd,Premier League,27,1989,4.9,249,194,55,1,0,18,2,7,1,0,0,0,146,58,45,37,148,7,53,2,204,0,3,6,8
Ben Davies,WAL,DF,Tottenham,Premier League,24,1993,25.8,1751,1404,347,23,1,214,52,80,48,14,13,9,1002,332,417,1224,152,56,276,4,1325,5,19,59,78
Tom Davies,ENG,MF,Everton,Premier League,19,1998,21.1,703,673,30,9,1,136,13,6,10,2,3,3,489,118,96,82,555,42,3,8,545,4,16,33,19
Steven Davis,NIR,MF,Southampton,Premier League,32,1985,16.9,1073,1019,54,18,2,188,29,12,28,19,4,0,746,133,194,143,852,64,1,1,879,3,12,28,35
Salem Al-Dawsari,KSA,MF,Villarreal,La Liga,25,1991,0.4,17,17,0,0,0,3,0,1,0,0,0,0,17,0,0,3,14,0,0,0,15,0,0,0,1
Craig Dawson,ENG,DF,West Brom,Premier League,27,1990,27.9,1093,920,173,15,0,175,48,27,0,0,0,0,476,263,354,53,704,101,158,9,777,8,42,29,28
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,26,1991,34.1,2975,2690,285,75,21,396,133,146,152,14,68,6,2208,312,455,329,2548,46,42,1,2328,17,62,141,85
Sebastien De Maio,FRA,DF,Bologna,Serie A,30,1987,22.8,1147,1062,85,39,0,127,48,2,0,0,0,0,743,128,276,174,839,68,46,3,932,1,38,14,17
Rodrigo De Paul,ARG,MF,Udinese,Serie A,23,1994,25.8,1105,967,138,41,9,184,68,86,75,16,23,7,655,178,272,40,1028,13,17,4,761,7,27,35,53
Daniele De Rossi,ITA,MF,Roma,Serie A,34,1983,20.3,1303,1241,62,59,3,134,64,2,0,0,0,0,860,152,291,235,994,54,3,6,1093,5,27,10,13
Mattia De Sciglio,ITA,DF,Juventus,Serie A,24,1992,10.8,796,707,89,1,0,87,19,16,0,0,0,0,570,107,119,125,548,25,88,4,698,1,7,16,18
Lorenzo De Silvestri,ITA,DF,Torino,Serie A,29,1988,32.8,1726,1367,359,12,0,224,25,64,0,0,0,0,828,336,562,103,1092,131,347,6,1238,6,46,34,66
Lucas Deaux,FRA,MF,Guingamp,Ligue 1,28,1988,21.6,1161,1130,31,21,0,187,30,19,2,0,0,0,875,78,208,136,907,88,7,3,936,5,37,25,25
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,32,1985,14.6,781,637,144,1,0,125,16,38,2,0,0,0,412,114,255,25,510,80,141,5,575,3,20,18,31
Troy Deeney,ENG,FW,Watford,Premier League,29,1988,20.5,559,540,19,1,3,229,5,12,0,0,0,0,231,144,184,16,326,70,1,12,327,2,11,17,28
Jermain Defoe,ENG,FW,Bournemouth,Premier League,34,1982,12.1,140,122,18,0,0,29,0,5,0,0,0,0,95,28,17,16,116,4,0,2,104,1,2,3,6
Steven Defour,BEL,MF,Burnley,Premier League,29,1988,22.2,1040,1020,20,12,2,166,36,30,3,1,0,1,718,129,193,121,854,49,5,6,852,7,25,28,13
Grégoire Defrel,MTQ,FW,Roma,Serie A,26,1991,5.4,138,134,4,1,2,32,3,3,2,0,0,0,111,17,10,110,16,8,0,0,116,0,1,1,7
Alessandro Deiola,ITA,MF,Cagliari,Serie A,21,1995,5.0,148,143,5,0,0,29,4,4,0,0,0,0,86,33,29,16,119,4,5,1,104,1,3,6,3
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,27,1990,8.4,396,393,3,2,0,74,3,1,0,0,0,0,305,41,50,55,317,17,0,2,323,0,3,7,10
Damien Delaney,IRL,DF,Crystal Palace,Premier League,36,1981,1.1,41,40,1,1,0,8,0,0,0,0,0,0,21,2,18,26,7,5,0,0,29,0,2,2,2
Thomas Delaney,DEN,MF,Werder Bremen,Bundesliga,25,1991,31.1,1274,1243,31,24,4,254,27,29,0,0,0,0,668,228,378,877,184,115,7,16,921,12,49,25,24
Jonathan Delaplace,FRA,MF,Caen,Ligue 1,31,1986,6.5,225,224,1,0,1,28,5,6,0,0,0,0,147,24,54,44,156,22,0,0,167,1,9,1,5
Cristian Dell'Orco,ITA,DF,Sassuolo,Serie A,23,1994,4.7,186,158,28,6,0,24,4,1,0,0,0,0,82,34,70,113,30,15,22,0,119,1,4,4,7
Andy Delort,ALG,FW,Toulouse,Ligue 1,25,1991,25.9,788,715,73,27,3,184,36,83,19,0,0,0,354,176,258,33,567,103,7,38,449,0,28,29,37
Fabian Delph,ENG,DF,Manchester City,Premier League,27,1989,19.3,1777,1584,193,20,0,176,35,12,0,0,0,0,1453,224,100,1002,571,18,173,4,1659,2,11,29,13
Mousa Dembélé,BEL,MF,Tottenham,Premier League,30,1987,20.9,1419,1377,42,29,0,222,9,4,0,0,0,0,1224,134,61,1109,252,38,4,5,1315,2,5,23,10
Ousmane Dembélé,FRA,FW,Barcelona,La Liga,20,1997,10.3,495,463,32,3,2,107,20,25,25,0,4,0,411,37,47,224,260,5,4,1,390,6,5,23,26
Jessy Deminguet,FRA,MF,Caen,Ligue 1,19,1998,5.9,219,196,23,6,0,46,11,25,14,0,0,0,136,17,66,181,16,14,3,3,143,4,11,5,9
Kerem Demirbay,GER,MF,Hoffenheim,Bundesliga,24,1993,13.5,742,648,94,34,1,111,30,16,47,5,11,4,459,114,169,579,117,20,13,5,577,5,7,21,10
Ermedin Demirović,BIH,FW,Alavés,La Liga,19,1998,2.0,31,31,0,0,0,8,1,1,0,0,0,0,17,3,11,3,19,6,0,1,20,0,1,1,3
Diego Demme,GER,MF,RB Leipzig,Bundesliga,25,1991,25.4,2040,1932,108,90,7,261,26,12,0,0,0,0,1475,224,341,232,1716,57,17,12,1691,11,33,23,45
Fabio Depaoli,ITA,MF,Chievo,Serie A,20,1997,13.2,403,339,64,6,0,60,15,23,1,0,0,0,181,75,147,23,288,25,57,1,263,1,14,6,20
Memphis Depay,NED,FW,Lyon,Ligue 1,23,1994,28.4,1282,1121,161,44,5,237,78,84,89,0,0,0,925,102,255,180,1054,21,16,8,945,9,25,36,53
Mathieu Deplagne,FRA,DF,Troyes,Ligue 1,25,1991,26.8,1289,1051,238,14,0,186,21,34,2,0,0,0,754,193,342,114,828,104,222,5,1005,4,20,37,36
Laurent Depoitre,BEL,FW,Huddersfield,Premier League,28,1988,20.2,466,436,30,0,1,195,1,1,0,0,0,0,230,128,108,21,256,56,0,14,276,0,13,22,20
Mike van der Hoorn,NED,DF,Swansea City,Premier League,24,1992,21.6,858,823,35,20,0,112,20,7,0,0,0,0,549,87,222,57,721,38,15,4,675,0,22,19,11
Gregory van der Wiel,NED,DF,Cagliari,Serie A,29,1988,3.2,167,144,23,2,0,22,10,7,0,0,0,0,95,27,45,17,117,6,21,1,133,2,3,0,4
Daniele Dessena,ITA,MF,Cagliari,Serie A,30,1987,6.4,243,225,18,2,0,37,3,8,0,0,0,0,119,47,77,32,170,19,16,2,163,0,6,5,6
Mattia Destro,ITA,FW,Bologna,Serie A,26,1991,18.0,300,284,16,1,1,87,2,5,0,0,0,0,185,68,47,29,205,33,2,5,195,2,6,9,15
Gerard Deulofeu,ESP,FW,Watford,Premier League,23,1994,4.8,166,154,12,1,1,35,3,7,7,4,0,0,112,36,18,9,149,4,3,1,114,1,3,13,15
Gerard Deulofeu,ESP,MF,Barcelona,La Liga,23,1994,5.6,290,274,16,1,0,56,5,16,14,3,5,1,233,21,36,20,264,4,1,0,226,0,2,7,15
Gianluca Di Chiara,ITA,DF,Benevento,Serie A,23,1993,11.2,634,541,93,19,1,58,18,19,6,0,0,0,363,86,185,521,27,14,68,2,492,6,15,9,15
Federico Di Francesco,ITA,FW,Bologna,Serie A,23,1994,17.7,465,446,19,1,1,107,9,21,0,0,0,0,331,54,80,58,374,10,16,2,347,2,15,12,25
Davide Di Gennaro,ITA,MF,Lazio,Serie A,29,1988,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0
Ángel Di María,ARG,FW,Paris S-G,Ligue 1,29,1988,23.5,1263,1128,135,23,0,181,68,110,87,0,0,0,874,108,281,1131,94,12,24,2,906,7,36,47,64
Franco Di Santo,ARG,FW,Schalke 04,Bundesliga,28,1989,18.4,483,465,18,1,2,94,4,31,0,0,0,0,257,112,114,49,342,55,0,6,325,1,9,9,29
Cheick Diabaté,MLI,FW,Benevento,Serie A,29,1988,7.4,117,107,10,0,0,35,2,0,0,0,0,0,65,36,16,19,67,20,0,4,89,1,3,2,0
Fousseni Diabaté,MLI,MF,Leicester City,Premier League,21,1995,6.5,230,227,3,3,0,48,4,11,0,0,0,0,181,32,17,170,43,7,0,1,174,1,6,13,12
Moussa Diaby,FRA,MF,Crotone,Serie A,18,1999,0.8,20,18,2,0,0,6,2,2,2,0,0,0,11,3,6,13,7,0,0,0,15,0,1,0,1
Fallou Diagne,SEN,DF,Metz,Ligue 1,27,1989,24.9,1041,1014,27,25,0,126,67,1,0,0,0,0,659,80,302,55,850,105,1,6,792,5,47,23,12
