Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Press,Pass Types Sw,Pass Types Crs,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Height Ground,Height Low,Height High,Body Parts Left,Body Parts Right,Body Parts Head,Body Parts TI,Body Parts Other,Outcomes Cmp,Outcomes Off,Outcomes Out,Outcomes Int,Outcomes Blocks
Patrick van Aanholt,NED,DF,Crystal Palace,Premier League,26,1990,24.3,1157,885,272,27,1,120,28,42,11,2,7,0,664,233,260,731,163,23,234,4,887,3,18,35,32
Rolando Aarons,ENG,MF,Hellas Verona,Serie A,21,1995,5.7,115,106,9,4,0,32,4,6,0,0,0,0,76,19,20,79,26,2,2,0,81,0,9,1,7
Rolando Aarons,ENG,FW,Newcastle Utd,Premier League,21,1995,1.5,43,42,1,1,0,9,2,3,0,0,0,0,31,11,1,28,10,3,0,0,30,1,1,2,3
Ignazio Abate,ITA,DF,Milan,Serie A,30,1986,11.7,774,659,115,9,0,122,16,26,2,0,0,1,466,119,189,65,584,16,104,0,625,4,14,9,26
Aymen Abdennour,TUN,DF,Marseille,Ligue 1,27,1989,5.5,336,335,1,1,0,38,9,0,0,0,0,0,285,24,27,294,20,17,0,2,304,1,6,2,4
Aly Abeid,MTN,DF,Levante,La Liga,19,1997,0.9,38,31,7,0,0,1,0,2,0,0,0,0,20,10,8,20,10,1,7,0,29,0,1,1,2
Mehdi Abeid,ALG,MF,Dijon,Ligue 1,24,1992,13.1,611,598,13,8,0,78,20,7,1,0,0,0,494,45,72,47,520,36,4,1,519,1,16,15,10
David Abraham,ARG,DF,Eint Frankfurt,Bundesliga,31,1986,25.6,1313,1274,39,32,1,147,68,6,0,0,0,0,823,165,325,208,923,135,7,2,1081,4,29,10,10
Tammy Abraham,ENG,FW,Swansea City,Premier League,19,1997,19.2,305,275,30,1,1,116,5,14,0,0,0,0,198,68,39,26,223,13,1,8,217,0,6,13,11
Amir Abrashi,ALB,MF,Freiburg,Bundesliga,27,1990,9.4,335,329,6,5,0,85,9,4,0,0,0,0,205,52,78,18,272,28,1,1,260,0,9,8,8
Francesco Acerbi,ITA,DF,Sassuolo,Serie A,29,1988,38.0,1643,1546,97,72,1,235,74,9,0,0,0,0,1007,233,403,1150,271,131,25,3,1359,3,41,20,17
Afriyie Acquah,GHA,MF,Torino,Serie A,25,1992,10.6,480,475,5,4,0,88,5,8,0,0,0,0,373,45,62,25,423,19,0,1,403,2,8,6,10
Charlie Adam,SCO,MF,Stoke City,Premier League,31,1985,4.6,286,260,26,13,3,44,12,11,9,4,4,1,123,42,121,220,38,15,4,1,170,5,13,10,7
Antonio Adán,ESP,GK,Betis,La Liga,30,1987,30.0,1164,881,283,84,1,117,32,0,0,0,0,0,571,43,550,785,238,2,0,114,813,1,39,8,2
Aday,ESP,DF,Girona,La Liga,29,1987,20.4,1021,848,173,15,0,165,37,104,3,0,0,0,525,181,315,122,657,64,155,1,721,2,28,31,43
Khaled Adénon,BEN,DF,Amiens,Ligue 1,32,1985,32.5,1168,1124,44,43,1,141,28,1,0,0,0,0,817,94,257,220,792,137,1,3,958,3,35,14,16
Claud Adjapong,ITA,DF,Sassuolo,Serie A,19,1998,13.6,514,452,62,1,0,86,2,24,1,0,0,0,288,76,150,81,323,41,60,2,360,2,8,9,27
René Adler,GER,GK,Mainz 05,Bundesliga,32,1985,14.0,386,272,114,24,0,24,11,0,0,0,0,0,161,13,212,39,284,1,0,40,241,3,15,1,0
Yacine Adli,FRA,FW,Paris S-G,Ligue 1,17,2000,0.1,7,7,0,0,0,1,2,0,0,0,0,0,6,0,1,2,5,0,0,0,7,0,0,0,0
Ali Adnan Kadhim,IRQ,DF,Udinese,Serie A,23,1993,18.6,902,692,210,17,0,124,27,53,24,6,3,1,373,161,368,473,153,63,169,5,588,0,21,12,38
Adrián,ESP,GK,West Ham,Premier League,30,1987,19.0,573,334,239,53,0,28,22,0,0,0,0,0,91,22,460,21,416,0,0,48,258,4,20,6,1
Aritz Aduriz,ESP,FW,Athletic Club,La Liga,36,1981,23.9,505,483,22,1,0,153,6,14,1,0,0,0,295,125,85,47,313,61,6,13,334,2,12,15,22
Ibrahim Afellay,NED,MF,Stoke City,Premier League,31,1986,1.8,81,79,2,0,0,7,2,0,0,0,0,0,68,8,5,18,60,3,0,0,70,0,1,3,0
Benik Afobe,COD,FW,Bournemouth,Premier League,24,1993,6.8,150,136,14,1,0,51,0,0,0,0,0,0,104,33,13,26,94,7,0,7,116,0,4,5,5
Martin Agirregabiria,ESP,DF,Alavés,La Liga,21,1996,20.3,871,697,174,5,1,146,11,32,0,0,0,0,435,207,229,48,569,74,169,5,603,0,34,38,49
Imanol Agirretxe,ESP,FW,Real Sociedad,La Liga,30,1987,2.6,55,54,1,0,0,16,0,0,0,0,0,0,33,11,11,7,38,4,0,0,35,1,3,1,2
Sergio Agüero,ARG,FW,Manchester City,Premier League,29,1988,21.8,643,616,27,0,7,134,3,14,1,0,0,0,491,93,59,73,539,15,3,7,528,3,8,20,22
Ruben Aguilar,FRA,DF,Montpellier,Ligue 1,24,1993,27.3,1478,1191,287,8,0,212,29,83,0,0,0,0,855,201,422,77,1046,72,279,1,1114,11,35,50,55
Matías Aguirregaray,URU,DF,Las Palmas,La Liga,28,1989,12.8,667,557,110,8,1,89,7,16,0,0,0,0,396,81,190,60,475,23,102,3,489,3,18,12,13
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,23,1994,33.4,1346,1335,11,10,1,214,34,1,0,0,0,0,1074,90,182,965,267,93,1,2,1147,3,24,23,25
Ailton,BRA,DF,Stuttgart,Bundesliga,22,1995,1.2,62,51,11,3,0,13,3,4,0,0,0,0,37,6,19,46,3,4,8,0,45,0,1,1,3
Youssef Aït Bennasser,MAR,MF,Caen,Ligue 1,21,1996,22.7,1145,1130,15,10,3,202,59,9,2,0,0,0,871,67,207,166,897,71,1,4,938,3,28,24,25
Arlind Ajeti,ALB,DF,Crotone,Serie A,23,1993,14.1,365,355,10,10,1,52,6,1,0,0,0,0,218,50,97,40,280,30,0,3,286,0,12,5,7
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,22,1995,10.0,604,570,34,12,0,73,24,2,0,0,0,0,440,75,89,142,394,34,22,3,521,0,8,8,6
Nathan Aké,NED,DF,Bournemouth,Premier League,22,1995,37.3,1564,1498,66,53,2,163,27,5,0,0,0,0,1159,179,226,1193,188,123,13,5,1339,0,25,26,20
Ager Aketxe,ESP,MF,Athletic Club,La Liga,23,1993,0.4,40,35,5,2,0,2,1,3,3,2,1,0,31,2,7,27,12,1,0,0,30,0,1,2,1
Chadrac Akolo,COD,FW,Stuttgart,Bundesliga,22,1995,12.2,316,308,8,0,1,64,4,18,1,0,1,0,220,54,42,16,272,16,3,2,242,6,0,15,10
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,22,1995,18.8,1010,967,43,36,1,147,18,6,0,0,0,0,773,113,124,115,843,28,7,2,866,2,18,12,14
David Alaba,AUT,DF,Bayern Munich,Bundesliga,25,1992,17.2,1320,1160,160,7,2,203,21,72,6,0,3,3,905,229,186,999,128,33,147,1,1120,1,10,21,43
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,24,1992,17.2,400,370,30,1,2,94,3,8,0,0,0,0,241,99,60,42,279,33,1,11,302,2,4,4,13
David Alba,ESP,DF,Getafe,La Liga,18,1999,0.7,11,11,0,0,0,2,0,0,0,0,0,0,4,6,1,1,7,3,0,0,6,0,2,1,0
Jordi Alba,ESP,DF,Barcelona,La Liga,28,1989,30.5,2371,2110,261,34,2,349,27,71,2,0,0,0,1795,324,252,1769,312,53,225,5,2042,8,18,55,74
Raúl Albentosa,ESP,DF,La Coruña,La Liga,28,1988,19.4,780,755,25,24,2,105,29,2,0,0,0,0,498,68,214,100,570,89,1,4,600,3,24,11,10
Luis Alberto,ESP,MF,Lazio,Serie A,24,1992,29.7,1824,1568,256,62,15,332,93,53,162,34,25,6,1208,214,402,109,1643,25,23,16,1339,21,30,40,62
Raúl Albiol,ESP,DF,Napoli,Serie A,31,1985,30.5,2510,2474,36,36,2,271,161,3,0,0,0,0,1716,394,400,309,2001,138,0,10,2223,4,37,23,19
Miiko Albornoz,CHI,DF,Hannover 96,Bundesliga,26,1990,7.8,423,330,93,7,0,64,8,16,0,0,0,0,161,141,121,269,40,15,86,4,324,2,10,9,12
Marc Albrighton,ENG,MF,Leicester City,Premier League,27,1989,28.2,1254,1097,157,30,8,193,90,121,64,41,12,5,612,230,412,104,1050,20,61,4,757,9,49,61,65
Paco Alcácer,ESP,MF,Barcelona,La Liga,23,1993,7.7,238,228,10,1,1,44,4,8,3,2,0,1,188,23,27,38,183,8,3,2,193,1,3,9,9
Pedro Alcalá,ESP,DF,Girona,La Liga,28,1989,7.7,308,291,17,16,0,32,28,1,0,0,0,0,162,24,122,14,244,37,1,4,214,0,16,1,6
Thiago Alcántara,ESP,MF,Bayern Munich,Bundesliga,26,1991,13.9,1309,1271,38,21,3,174,64,12,8,5,1,1,963,169,177,95,1162,25,7,5,1190,3,17,14,7
David Alcibiade,FRA,DF,Nantes,Ligue 1,25,1991,2.3,94,75,19,2,0,10,3,5,0,0,0,0,41,14,39,7,59,9,17,1,69,0,2,1,0
Toby Alderweireld,BEL,DF,Tottenham,Premier League,28,1989,13.1,933,896,37,25,2,78,63,4,0,0,0,0,620,112,201,157,721,35,12,0,801,0,10,26,5
Steve Aldo One,CMR,DF,La Coruña,La Liga,22,1995,1.0,22,21,1,1,0,0,0,0,0,0,0,0,17,2,3,20,0,2,0,0,18,0,0,0,0
Álex Alegría,ESP,FW,Levante,La Liga,24,1992,7.0,154,136,18,0,0,60,1,1,0,0,0,0,91,39,24,29,84,9,0,5,111,1,1,5,7
Iván Alejo,ESP,MF,Eibar,La Liga,22,1995,12.2,354,342,12,1,1,73,12,83,2,0,0,0,165,75,114,25,288,22,9,0,192,2,16,13,33
Alexander,ARG,MF,Leganés,La Liga,28,1988,11.8,337,313,24,7,0,53,6,30,10,4,4,0,211,55,71,221,80,24,7,1,225,2,6,20,15
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,18,1998,17.5,1282,1062,220,15,2,125,36,62,11,6,5,0,689,250,343,83,965,34,194,1,959,4,44,37,35
Alexis,ESP,DF,Alavés,La Liga,31,1985,24.3,734,593,141,56,0,90,14,4,0,0,0,0,392,82,260,97,459,73,85,4,543,6,25,10,6
Alisson,BRA,GK,Roma,Serie A,24,1992,37.0,1175,935,240,58,0,124,54,0,0,0,0,0,619,121,435,89,847,5,1,198,959,2,28,4,0
Allan,BRA,MF,Napoli,Serie A,26,1991,31.7,1821,1795,26,7,5,311,25,22,4,1,0,2,1373,236,212,167,1577,49,15,9,1558,6,26,39,37
Joe Allen,WAL,MF,Stoke City,Premier League,27,1990,34.9,1374,1338,36,17,2,313,18,18,9,4,0,4,973,181,220,245,983,97,2,8,1101,5,28,41,37
Dele Alli,ENG,MF,Tottenham,Premier League,21,1996,32.9,1280,1233,47,15,10,321,21,30,4,0,1,0,920,197,163,83,1107,41,18,10,998,6,20,52,54
Júnior Alonso,PAR,DF,Lille,Ligue 1,24,1993,30.9,1875,1816,59,33,3,253,54,6,1,0,0,0,1283,128,464,1305,362,139,25,4,1495,4,43,32,24
José Alonso Lara,ESP,FW,Sevilla,La Liga,17,2000,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,3,0,1,0,0
Marcos Alonso,ESP,DF,Chelsea,Premier League,26,1990,31.7,1711,1424,287,19,0,246,43,83,0,0,0,0,1023,396,292,1181,164,48,268,3,1339,9,32,57,72
Ricky Álvarez,ARG,MF,Sampdoria,Serie A,29,1988,3.0,174,158,16,3,0,27,4,11,10,4,2,2,111,26,37,144,16,7,2,3,131,1,3,6,6
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,30,1986,16.4,556,414,142,44,0,70,7,0,0,0,0,0,263,28,265,84,417,1,0,36,377,2,22,3,2
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,22,1995,7.5,437,418,19,12,0,84,10,1,0,0,0,0,318,47,72,36,350,34,7,0,359,2,12,6,7
Dani Alves,BRA,DF,Paris S-G,Ligue 1,34,1983,22.9,1987,1848,139,15,6,376,73,73,5,0,0,0,1405,218,364,184,1622,48,118,7,1686,8,29,54,40
Ibrahim Amadou,FRA,MF,Lille,Ligue 1,24,1993,26.7,1539,1528,11,11,4,223,60,4,0,0,0,0,1255,70,214,140,1321,61,0,2,1339,4,34,25,18
Eloi Amagat,ESP,FW,Girona,La Liga,32,1985,0.2,8,8,0,0,0,2,0,1,0,0,0,0,6,1,1,1,7,0,0,0,7,0,0,0,0
Morgan Amalfitano,FRA,MF,Rennes,Ligue 1,32,1985,8.3,260,248,12,6,3,70,7,15,0,0,0,0,194,16,50,22,222,11,5,0,207,0,6,5,4
Romain Amalfitano,FRA,MF,Dijon,Ligue 1,27,1989,30.0,1400,1377,23,12,2,232,83,18,2,0,0,0,984,82,334,102,1224,60,7,1,1129,5,34,31,30
Daniel Amartey,GHA,DF,Leicester City,Premier League,22,1994,5.4,308,246,62,2,0,57,3,0,0,0,0,0,170,65,73,31,193,16,60,2,244,1,3,5,4
Jordi Amat,ESP,DF,Betis,La Liga,25,1992,22.7,1579,1535,44,36,0,192,46,0,0,0,0,0,1316,72,191,306,1179,66,8,0,1417,3,22,18,18
Amath,SEN,MF,Getafe,La Liga,21,1996,31.8,624,613,11,1,1,132,10,24,0,0,0,0,428,84,112,108,444,42,7,8,410,7,22,36,43
Jordan Amavi,FRA,DF,Marseille,Ligue 1,23,1994,24.4,1324,1155,169,7,2,177,25,46,0,0,0,0,863,121,340,709,356,77,162,3,1050,5,26,17,46
Stephan Ambrosius,GHA,DF,Hamburger SV,Bundesliga,18,1998,0.5,33,32,1,1,0,1,1,0,0,0,0,0,28,1,4,3,28,1,0,0,30,1,1,0,0
Kelvin Amian,FRA,DF,Toulouse,Ligue 1,19,1998,35.0,1252,998,254,24,0,244,25,31,2,0,0,0,724,166,362,171,758,82,228,1,962,4,35,37,37
Nadiem Amiri,GER,MF,Hoffenheim,Bundesliga,20,1996,19.4,875,833,42,20,6,167,20,34,15,3,3,0,605,120,150,125,698,28,7,8,676,7,18,21,31
Ethan Ampadu,WAL,DF,Chelsea,Premier League,16,2000,0.1,19,19,0,0,0,0,0,0,0,0,0,0,17,1,1,3,16,0,0,0,19,0,0,0,0
Nordin Amrabat,MAR,FW,Watford,Premier League,30,1987,2.2,76,74,2,0,0,21,1,9,0,0,0,0,42,15,19,8,60,5,2,0,46,1,2,2,5
Nordin Amrabat,MAR,FW,Leganés,La Liga,30,1987,18.0,484,463,21,1,0,91,12,53,2,0,0,0,312,65,107,36,407,20,10,3,308,6,16,19,38
Jon Ander Serantes,ESP,GK,Leganés,La Liga,27,1989,1.0,27,16,11,5,0,2,1,0,0,0,0,0,2,0,25,0,22,0,0,1,8,0,2,0,0
Joachim Andersen,DEN,DF,Sampdoria,Serie A,21,1996,6.1,420,407,13,9,0,38,19,0,0,0,0,0,301,45,74,79,309,18,4,1,369,0,8,2,7
Felipe Anderson,BRA,MF,Lazio,Serie A,24,1993,12.9,709,623,86,14,1,98,27,52,35,2,14,3,444,109,156,69,588,16,31,2,504,4,14,18,44
Florin Andone,ROU,FW,La Coruña,La Liga,24,1993,18.2,310,284,26,0,0,75,5,20,0,0,0,0,187,66,57,46,188,50,2,9,197,2,14,5,24
Nícolas Andrade,BRA,GK,Hellas Verona,Serie A,29,1988,36.0,1357,884,473,111,0,121,77,0,0,0,0,0,332,110,915,121,937,1,0,224,796,6,61,6,7
Benjamin André,FRA,MF,Rennes,Ligue 1,26,1990,33.5,1866,1836,30,17,2,358,54,21,0,0,0,0,1265,194,407,229,1364,180,11,8,1453,11,58,44,44
Marco Andreolli,ITA,DF,Cagliari,Serie A,31,1986,20.3,847,800,47,33,0,108,32,0,0,0,0,0,557,93,197,179,601,50,2,1,681,3,15,7,7
Yoann Andreu,FRA,DF,Angers,Ligue 1,28,1989,23.0,1176,965,211,8,0,191,23,55,2,0,0,0,690,135,351,342,550,72,201,5,910,3,29,28,33
Miguel Ángel Guerrero,ESP,FW,Leganés,La Liga,27,1990,16.0,364,336,28,0,1,74,1,3,0,0,0,0,259,70,35,39,249,35,0,14,283,1,3,12,11
José Ángel,ESP,DF,Eibar,La Liga,27,1989,27.0,1633,1248,385,60,0,187,86,118,39,3,12,0,603,294,736,1094,136,91,286,2,1002,8,89,44,77
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,33,1984,8.5,272,230,42,11,0,32,9,0,0,0,0,0,120,8,144,32,214,0,0,10,204,0,14,3,1
Miguel Ángel Rubio,ESP,DF,Getafe,La Liga,19,1998,0.3,7,7,0,0,0,2,0,0,0,0,0,0,1,3,3,1,2,2,0,0,3,0,1,0,0
Gabriele Angella,ITA,DF,Udinese,Serie A,28,1989,9.9,494,468,26,16,0,48,18,2,0,0,0,0,300,62,132,37,383,44,10,5,408,1,14,1,4
Cristian Ansaldi,ARG,DF,Torino,Serie A,30,1986,20.8,972,802,170,12,0,141,76,65,3,0,0,1,453,157,362,324,456,26,155,7,695,3,33,14,31
Luca Antei,ITA,DF,Benevento,Serie A,25,1992,6.6,371,348,23,19,0,34,8,1,0,0,0,0,280,29,62,29,322,8,4,0,315,0,6,5,3
Mirco Antenucci,ITA,FW,SPAL,Serie A,32,1984,28.6,647,614,33,3,1,184,17,29,0,0,0,0,429,114,104,98,464,47,2,18,475,6,16,16,25
Waldemar Anton,GER,DF,Hannover 96,Bundesliga,21,1996,25.3,1190,1142,48,44,0,181,27,5,0,0,0,0,805,151,234,188,851,114,4,4,961,3,41,18,23
Luca Antonelli,ITA,DF,Milan,Serie A,30,1987,1.6,95,89,6,0,0,8,0,1,0,0,0,0,67,12,16,64,19,4,6,1,79,0,1,3,0
Michail Antonio,JAM,FW,West Ham,Premier League,27,1990,15.0,482,436,46,1,0,129,18,52,0,0,0,0,222,104,156,78,290,23,45,7,291,8,11,16,25
Mirko Antonucci,ITA,FW,Roma,Serie A,18,1999,0.3,15,14,1,0,0,1,1,3,0,0,0,0,4,7,4,2,10,2,1,0,11,0,1,0,1
Vitorino Antunes,POR,DF,Getafe,La Liga,30,1987,31.1,1349,959,390,56,3,176,41,86,52,5,8,2,499,310,540,868,114,71,282,4,852,9,59,45,47
Dennis Aogo,GER,MF,Stuttgart,Bundesliga,30,1987,21.7,1192,1003,189,51,1,174,80,45,48,3,11,6,691,190,311,927,109,48,90,9,964,2,26,19,20
Houssem Aouar,FRA,MF,Lyon,Ligue 1,19,1998,27.0,1539,1513,26,16,5,220,28,17,7,0,0,0,1309,89,141,96,1382,47,2,1,1313,3,25,35,31
Alberto Aquilani,ITA,MF,Las Palmas,La Liga,33,1984,14.4,1014,980,34,32,1,120,60,4,0,0,0,0,763,90,161,125,847,27,2,5,854,3,20,25,14
Mauro Arambarri,URU,MF,Getafe,La Liga,21,1995,23.6,648,640,8,2,1,112,47,6,0,0,0,0,346,76,226,60,503,67,3,1,449,6,25,26,23
Guilherme Arana,BRA,DF,Sevilla,La Liga,20,1997,2.1,130,109,21,3,0,8,1,2,0,0,0,0,84,18,28,86,16,10,18,0,107,0,7,1,4
Charles Aránguiz,CHI,MF,Leverkusen,Bundesliga,28,1989,25.6,1731,1649,82,68,4,223,70,19,3,0,3,0,1225,229,277,165,1458,75,9,6,1485,6,31,31,29
Luiz Araújo,BRA,FW,Lille,Ligue 1,21,1996,22.4,757,724,33,7,2,149,46,55,19,0,0,0,571,51,135,601,133,13,7,2,533,4,13,24,40
Sergio Araujo,ARG,MF,Las Palmas,La Liga,25,1992,0.4,21,19,2,0,0,2,0,0,0,0,0,0,18,2,1,2,16,1,1,1,21,0,0,0,0
Anaitz Arbilla,ESP,DF,Eibar,La Liga,30,1987,26.8,1565,1471,94,61,0,215,151,11,2,0,0,0,936,159,470,289,1073,129,31,7,1244,11,70,32,24
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,24,1993,34.0,584,489,95,15,0,54,8,0,0,0,0,0,458,24,102,60,428,3,0,91,524,0,8,4,0
Scott Arfield,CAN,MF,Burnley,Premier League,28,1988,14.8,367,364,3,0,0,90,2,7,1,0,0,0,239,66,62,48,277,30,1,1,250,3,10,25,17
Samuel Armenteros,SWE,FW,Benevento,Serie A,27,1990,4.8,84,68,16,0,0,16,0,1,0,0,0,0,60,10,14,61,12,6,0,0,66,0,1,1,1
Yoël Armougom,FRA,MF,Caen,Ligue 1,19,1998,1.5,81,57,24,0,0,13,3,4,1,0,0,0,33,18,30,39,11,6,23,1,48,0,4,3,9
José Arnaiz,ESP,MF,Barcelona,La Liga,22,1995,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,3,0,0,0,0
Marko Arnautović,AUT,FW,West Ham,Premier League,28,1989,25.7,757,713,44,10,1,181,9,60,3,2,1,0,458,151,148,123,523,52,13,21,501,2,12,38,51
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,23,1994,27.3,1425,1252,173,103,1,204,79,38,61,17,20,7,848,244,333,1016,331,54,3,4,1121,9,30,17,26
Jann-Fiete Arp,GER,FW,Hamburger SV,Bundesliga,17,2000,9.4,154,135,19,1,1,49,3,3,0,0,0,0,81,48,25,21,111,9,0,3,91,0,3,9,11
Alejandro Arribas,ESP,DF,La Coruña,La Liga,28,1989,3.0,122,122,0,0,0,12,5,0,0,0,0,0,85,11,26,4,106,9,0,0,106,0,2,3,1
Kepa Arrizabalaga,ESP,GK,Athletic Club,La Liga,22,1994,30.0,950,709,241,80,0,104,26,0,0,0,0,0,297,28,625,91,743,0,0,87,619,6,12,5,3
Harry Arter,IRL,MF,Bournemouth,Premier League,27,1989,10.7,587,562,25,23,1,73,20,4,1,0,0,1,460,54,73,309,257,15,1,1,505,0,9,18,9
Aythami Artiles,ESP,DF,Las Palmas,La Liga,31,1986,2.0,94,83,11,11,0,14,4,1,0,0,0,0,70,6,18,14,72,3,0,0,80,0,0,2,0
Kwadwo Asamoah,GHA,DF,Juventus,Serie A,28,1988,17.4,1276,1159,117,10,0,177,30,28,0,0,0,0,928,192,156,1064,69,24,107,4,1118,4,13,16,25
Takuma Asano,JPN,FW,Stuttgart,Bundesliga,22,1994,8.0,185,179,6,0,1,44,2,12,1,1,0,0,132,29,24,42,127,10,1,2,134,1,3,7,11
Santiago Ascacíbar,ARG,MF,Stuttgart,Bundesliga,20,1997,26.5,1160,1144,16,11,0,197,15,5,1,1,0,0,770,202,188,230,790,105,4,5,964,4,18,21,13
Sergio Asenjo,ESP,GK,Villarreal,La Liga,28,1989,23.0,536,348,188,47,0,33,16,0,0,0,0,0,179,24,333,53,361,0,0,91,318,4,24,3,0
Marco Asensio,ESP,FW,Real Madrid,La Liga,21,1996,20.5,1237,1161,76,11,3,159,43,72,44,4,8,1,995,89,153,1045,148,20,19,4,1040,5,10,29,37
Iago Aspas,ESP,FW,Celta Vigo,La Liga,29,1987,32.6,1308,1241,67,22,2,285,44,52,23,4,2,0,979,166,163,940,279,53,5,10,991,10,30,41,47
Benoît Assou-Ekotto,CMR,DF,Metz,Ligue 1,33,1984,11.7,606,504,102,17,0,85,25,11,0,0,0,0,281,83,242,472,21,22,85,6,436,4,16,21,13
Simon Asta,GER,MF,Augsburg,Bundesliga,16,2001,0.1,7,6,1,0,0,2,0,0,0,0,0,0,5,1,1,1,5,0,1,0,5,0,0,0,1
Davide Astori,ITA,DF,Fiorentina,Serie A,30,1987,25.0,1507,1448,59,55,0,156,47,11,0,0,0,0,1074,179,254,1239,176,61,4,2,1306,6,30,12,17
Christian Atsu,GHA,FW,Newcastle Utd,Premier League,25,1992,19.8,507,492,15,4,0,143,7,42,3,0,3,0,322,97,88,388,66,30,8,3,355,1,15,21,36
Pierre-Emerick Aubameyang,GAB,FW,Arsenal,Premier League,28,1989,11.7,324,300,24,0,0,52,6,21,0,0,0,0,208,64,52,21,271,19,3,3,222,1,9,22,20
Pierre-Emerick Aubameyang,GAB,FW,Dortmund,Bundesliga,28,1989,15.7,339,304,35,0,0,63,2,19,0,0,0,0,215,72,52,33,259,31,1,7,240,2,5,7,13
Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,20,1997,14.1,293,277,16,3,3,60,5,15,1,0,0,0,201,58,34,29,231,18,1,3,223,0,5,6,15
Ludwig Augustinsson,SWE,DF,Werder Bremen,Bundesliga,23,1994,28.1,1435,1153,282,31,0,229,33,74,15,0,10,1,775,322,338,1019,90,67,236,3,1113,4,28,18,63
Yann Aurel Bisseck,GER,DF,Köln,Bundesliga,16,2000,1.7,81,78,3,2,0,7,2,0,0,0,0,0,68,7,6,13,65,3,0,0,75,0,2,1,0
Serge Aurier,CIV,DF,Tottenham,Premier League,24,1992,15.9,1036,844,192,7,0,153,8,49,0,0,0,0,589,256,191,94,674,52,185,0,786,4,15,32,38
Charlie Austin,ENG,FW,Southampton,Premier League,28,1989,11.5,247,237,10,0,0,74,1,1,0,0,0,0,120,61,66,25,152,32,1,1,174,4,6,7,10
Danilo Avelar,BRA,DF,Amiens,Ligue 1,28,1989,19.2,840,696,144,15,0,123,17,58,0,0,0,0,394,68,378,545,50,90,129,3,535,4,20,11,22
Felipe Avenatti,URU,FW,Bologna,Serie A,24,1993,5.2,140,140,0,0,0,35,3,3,0,0,0,0,62,13,65,91,2,25,0,2,80,1,5,2,4
Durel Avounou,CGO,MF,Caen,Ligue 1,19,1997,7.2,268,238,30,0,0,36,7,12,0,0,0,0,151,35,82,153,56,28,30,0,179,0,9,8,8
Chidozie Awaziem,NGA,DF,Nantes,Ligue 1,20,1997,16.8,635,570,65,23,0,66,12,2,0,0,0,0,359,43,233,72,443,65,42,4,461,4,13,11,9
André Ayew,GHA,MF,West Ham,Premier League,27,1989,9.9,283,276,7,1,0,78,2,4,0,0,0,0,182,67,34,222,20,21,1,2,214,2,3,6,11
André Ayew,GHA,FW,Swansea City,Premier League,27,1989,10.6,306,291,15,1,2,85,4,3,0,0,0,0,209,55,42,242,24,19,4,3,246,0,3,6,8
Jordan Ayew,GHA,FW,Swansea City,Premier League,25,1991,31.7,879,847,32,4,0,225,10,37,0,0,0,0,642,135,102,35,758,23,4,9,695,2,10,21,36
Karim Azamoum,FRA,MF,Troyes,Ligue 1,27,1990,25.0,953,905,48,19,2,200,20,34,25,0,0,0,634,89,230,99,709,100,3,7,664,4,40,24,36
César Azpilicueta,ESP,DF,Chelsea,Premier League,27,1989,37.0,2900,2779,121,47,5,230,54,51,0,0,0,0,2114,318,468,179,2437,147,73,15,2466,13,34,65,36
Ludovic Baal,GUF,DF,Rennes,Ligue 1,31,1986,12.9,820,687,133,14,1,118,8,22,0,0,0,0,516,106,198,600,46,49,119,0,625,3,14,35,18
Khouma Babacar,SEN,FW,Sassuolo,Serie A,24,1993,8.3,140,133,7,0,0,41,2,7,0,0,0,0,90,31,19,20,96,8,1,10,114,1,4,1,2
Khouma Babacar,SEN,FW,Fiorentina,Serie A,24,1993,5.0,101,96,5,2,0,18,1,5,0,0,0,0,66,25,10,7,85,3,1,2,76,1,1,1,4
Carlos Bacca,COL,FW,Villarreal,La Liga,30,1986,27.7,527,492,35,0,2,114,10,27,1,0,0,0,387,71,69,25,444,32,2,6,383,5,11,29,16
Milan Badelj,CRO,MF,Fiorentina,Serie A,28,1989,26.1,1773,1702,71,43,2,301,65,16,0,0,0,0,1140,310,323,286,1369,82,5,7,1470,5,23,30,28
